LGA_CODE_2016,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000mo_Mng,CIII_IV_3000mo_Pro,CIII_IV_3000mo_TecTW,CIII_IV_3000mo_CoPSW,CIII_IV_3000mo_ClAW,CIII_IV_3000mo_SWks,CIII_IV_3000mo_MaOpDv,CIII_IV_3000mo_Lab,CIII_IV_3000mo_IDNS,CIII_IV_3000mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA35800,7,0,9,3,4,0,7,0,0,33,0,0,11,0,0,0,3,5,0,20,3,0,6,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,11,0,0,25,0,0,0,5,0,0,33,0,0,0,0,0,3,0,3,3,9,0,0,5,0,0,0,0,0,0,3,47,6,74,23,17,6,24,32,6,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,12,8,3,3,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,3,0,3,4,0,0,4,0,0,17,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,6,27,6,6,8,5,9,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,187,70,716,142,188,75,93,120,25,1620,118,44,408,64,89,47,63,53,4,888,118,41,278,28,56,37,31,35,11,638,76,18,182,8,23,19,25,11,3,369,110,21,175,8,24,28,19,20,0,407,55,10,39,3,11,11,7,12,0,151,15,4,46,18,12,10,7,15,16,136,1009,388,3273,1567,1008,789,502,896,117,9554,0,0,0,0,0,4,0,0,0,10,4,3,3,9,9,21,0,17,0,63,0,3,0,6,7,31,0,15,0,71,3,3,0,8,4,14,0,10,0,41,3,0,6,15,9,27,3,12,0,69,0,3,10,14,18,13,5,13,0,71,8,8,11,8,19,17,6,15,0,87,10,0,7,8,12,11,7,14,0,69,3,3,7,3,21,4,6,7,0,54,4,3,3,3,3,0,5,0,0,20,3,0,0,4,0,0,0,0,0,11,0,0,0,0,6,0,0,3,0,13
LGA36300,5,3,14,3,3,0,5,3,0,37,4,0,6,3,4,0,6,0,0,23,0,0,8,0,3,0,0,7,0,18,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,24,6,74,21,15,10,18,25,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,141,53,667,150,224,67,122,112,17,1549,98,58,500,70,127,32,74,47,16,1010,101,42,380,38,90,23,49,38,16,775,63,26,262,17,28,8,47,18,5,474,101,38,298,21,64,9,105,12,5,650,42,9,61,3,7,11,9,0,0,139,12,0,36,8,9,3,5,6,4,93,818,395,3343,1252,1161,555,652,655,99,8930,3,0,0,0,0,0,0,0,0,7,0,0,3,3,0,18,0,12,0,39,0,3,0,4,6,20,3,6,0,41,0,0,8,12,3,18,3,5,0,51,0,0,3,16,4,20,3,14,0,55,3,0,9,19,11,15,0,18,0,72,7,6,16,22,14,17,12,17,3,110,5,9,12,7,21,12,8,12,0,88,9,4,6,10,21,9,8,6,0,78,4,7,5,5,11,0,3,4,0,45,0,0,0,0,6,0,0,0,0,10,3,0,0,0,4,0,5,0,0,14
LGA36510,56,13,178,36,44,18,43,49,0,433,39,6,121,13,22,7,14,23,0,248,34,9,75,6,15,4,14,5,0,171,12,3,39,7,0,3,3,3,0,68,17,0,39,3,4,0,6,5,0,77,14,3,5,0,3,3,0,0,0,28,13,4,19,3,3,0,9,3,3,57,372,103,927,458,260,156,183,353,24,2851,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,7,0,3,0,8,4,0,0,3,0,8,0,7,0,22,0,0,0,3,0,3,0,4,0,16,0,0,3,4,5,6,3,7,0,26,3,0,9,8,5,3,0,7,0,44,9,3,0,6,8,4,0,7,0,31,3,0,3,3,4,0,0,11,0,31,3,0,3,0,5,4,0,3,0,23,4,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA36580,27,3,65,12,12,3,37,35,0,192,18,4,44,3,8,3,20,20,0,114,14,0,42,3,3,3,11,9,0,92,9,0,24,0,5,0,6,6,3,54,13,3,22,0,0,0,5,4,0,59,6,0,7,0,0,0,0,0,0,20,7,0,6,5,3,3,0,3,3,32,204,39,392,208,113,90,144,234,23,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,5,0,7,0,0,0,3,3,0,0,0,0,11,0,0,3,5,0,0,0,0,0,12,3,0,0,0,0,0,0,5,0,15,0,3,0,3,0,3,4,8,0,23,3,0,5,3,0,0,3,4,0,19,0,3,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,48,16,144,50,28,19,39,50,5,404,41,10,79,15,20,4,21,20,3,208,14,8,68,6,13,0,24,4,3,146,15,4,56,3,3,0,13,3,0,95,20,0,112,4,0,0,55,9,0,202,10,3,29,0,4,0,5,7,0,58,6,0,19,9,3,3,4,7,7,53,354,90,904,407,260,164,261,356,36,2843,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,4,0,11,3,0,0,6,3,3,0,5,0,19,0,0,0,3,7,4,0,3,0,14,3,0,4,6,3,7,0,6,0,28,0,0,3,7,3,5,4,5,0,40,0,0,6,8,7,11,0,13,0,51,10,0,0,0,6,4,5,17,0,38,4,0,0,3,3,0,3,5,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA36660,77,18,173,39,47,19,70,49,0,496,54,13,89,18,13,9,31,21,4,250,43,8,45,6,8,0,23,9,0,139,20,0,31,3,7,6,11,3,0,77,20,3,24,0,4,3,4,3,0,63,7,0,3,0,0,0,0,0,0,16,6,0,14,4,0,0,6,3,9,45,436,109,950,450,292,215,287,426,35,3202,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,3,3,0,20,5,0,0,0,3,5,0,8,0,22,3,0,0,4,3,0,0,11,0,26,4,0,3,10,3,4,0,10,0,31,5,0,3,3,6,7,3,21,0,47,0,0,4,0,10,3,9,10,0,38,0,0,0,3,5,0,3,4,0,26,0,0,4,0,5,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA36720,493,188,1892,239,489,222,265,318,47,4155,325,124,1175,100,285,151,195,159,24,2537,345,85,810,50,154,100,158,108,22,1835,173,58,423,33,50,40,137,48,12,976,252,68,608,18,75,53,178,36,19,1309,132,29,238,8,23,47,48,14,13,551,44,7,143,53,27,20,29,41,50,420,2871,1136,9437,3533,2966,2315,1746,2280,332,26622,3,0,0,3,3,0,0,0,0,8,0,5,0,31,14,55,0,26,0,135,5,0,4,19,9,40,3,26,0,114,6,9,4,30,18,37,4,34,0,135,6,9,20,43,25,38,3,19,0,155,7,7,22,47,45,51,13,33,3,226,24,8,27,34,68,52,11,29,3,253,12,5,26,19,47,28,17,30,0,185,15,8,10,21,37,13,15,16,0,132,8,11,7,0,29,9,11,12,0,89,12,3,0,0,3,7,3,0,0,31,9,0,3,3,3,3,3,3,0,19
LGA36820,57,8,116,20,35,14,27,26,0,304,34,6,76,13,4,15,12,16,0,164,25,4,45,3,4,0,6,9,0,99,9,5,18,3,8,0,7,3,0,54,7,3,15,0,4,0,3,3,0,37,6,0,4,0,0,0,0,0,0,17,12,0,8,6,0,3,6,4,3,47,309,82,627,273,212,156,163,234,21,2078,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,6,0,13,0,0,0,8,0,0,0,7,0,17,0,0,0,4,4,0,0,3,0,11,0,0,0,0,0,4,0,3,0,12,0,0,5,0,4,3,0,3,0,15,0,0,0,3,3,3,0,8,0,23,3,0,0,3,4,7,0,8,0,29,5,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36910,271,130,1179,229,481,146,224,241,33,2936,230,96,742,115,214,71,147,104,14,1730,182,76,624,66,100,45,124,65,10,1286,111,65,405,28,41,19,125,30,8,832,163,57,405,26,34,26,143,27,10,899,61,3,98,10,4,16,15,15,7,225,26,3,73,24,27,15,15,19,7,205,1713,748,5874,2301,2092,1171,1277,1574,154,16918,0,0,0,0,0,0,0,3,0,9,0,4,4,15,11,18,0,14,0,70,0,0,0,9,11,25,3,18,0,64,4,0,3,15,7,31,0,10,0,78,5,3,5,15,16,25,0,22,0,86,5,7,16,19,36,31,6,31,3,152,14,3,27,22,37,32,10,31,0,176,16,4,18,21,55,22,19,38,0,198,8,3,8,8,26,7,17,31,0,111,7,3,4,8,16,9,8,10,0,58,0,0,0,0,8,0,3,10,0,20,7,4,0,0,0,0,3,4,0,18
LGA36950,9,0,11,8,13,0,0,5,0,46,3,8,24,3,5,0,3,0,0,44,7,0,18,3,3,0,0,3,0,40,0,0,6,0,3,0,0,0,0,15,4,0,19,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,4,8,0,0,0,5,3,22,39,27,109,65,47,16,9,36,16,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,4,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA36960,3,3,6,4,10,0,0,0,0,34,3,6,8,0,6,0,0,0,0,23,0,0,8,0,0,0,0,0,0,13,3,0,6,0,0,0,0,0,0,8,3,0,8,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,11,0,3,4,0,0,0,0,0,0,11,31,62,92,42,59,12,3,36,15,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,4,0,0,0,12,3,0,0,6,5,0,0,5,4,25,0,0,0,4,0,4,0,3,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,262,159,1438,453,572,135,265,244,41,3574,268,129,1153,313,346,97,221,115,43,2677,271,111,908,185,151,61,138,62,29,1907,161,46,407,76,70,32,101,33,9,943,231,53,462,41,70,21,141,32,9,1065,62,15,62,11,7,10,14,5,3,189,25,7,110,37,28,9,23,22,29,289,1781,887,7068,3214,2453,1280,1501,1539,258,19988,0,0,0,0,0,0,0,0,0,4,0,8,3,3,3,28,0,17,0,69,0,0,7,24,3,28,0,20,0,80,0,5,6,20,6,28,0,20,0,85,3,3,10,22,12,27,3,14,3,101,3,6,14,36,30,34,3,28,0,146,12,11,11,38,38,31,16,22,0,186,13,5,20,32,42,18,19,19,0,165,7,8,6,30,50,3,18,13,0,136,9,8,7,16,32,4,7,0,0,89,10,0,3,4,8,3,4,0,0,34,3,0,0,5,11,0,3,0,0,19
LGA37300,0,0,24,0,6,4,3,4,0,46,4,0,18,4,5,0,3,0,0,35,7,0,35,3,3,0,4,0,0,53,5,0,21,0,3,0,4,0,0,34,8,0,35,0,0,0,3,3,0,52,0,0,8,0,0,0,0,0,0,18,0,0,3,0,0,0,0,3,0,7,28,6,171,25,41,15,21,24,3,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,81,17,275,27,63,17,83,87,4,655,67,11,181,9,40,8,58,35,10,427,54,17,179,13,16,6,67,19,5,383,35,6,177,7,13,3,68,19,4,343,55,22,471,0,21,3,109,23,15,714,55,16,176,0,10,5,16,5,4,291,15,0,24,6,8,0,5,11,3,70,570,140,1958,338,402,184,541,417,72,4623,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,11,0,0,0,3,0,4,0,4,0,16,0,0,0,0,3,3,0,8,0,16,0,0,0,9,5,4,0,3,0,29,4,4,0,6,10,3,0,3,0,34,3,0,3,5,8,6,0,10,0,40,11,0,3,3,6,3,3,9,0,40,3,0,0,4,4,3,7,7,0,34,6,0,0,0,5,3,0,3,0,15,3,0,0,0,0,3,3,0,0,14,3,0,7,0,3,0,0,0,0,10
LGA37340,82,34,315,44,48,15,73,54,4,670,46,22,195,14,22,9,46,28,0,376,61,11,149,7,7,4,53,6,3,306,22,5,82,4,3,5,39,8,3,172,24,10,191,3,10,9,113,8,5,373,35,7,48,3,3,3,14,4,3,122,7,4,25,3,6,0,4,15,6,66,469,192,1574,442,326,203,462,430,46,4146,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,0,0,3,11,0,0,0,4,0,9,0,0,0,15,0,0,0,4,0,3,0,3,0,14,0,0,0,8,0,4,0,7,0,21,3,5,3,10,5,15,0,15,0,61,3,3,0,21,8,9,0,12,0,56,4,3,7,5,10,3,6,4,0,40,3,4,0,3,9,5,0,4,0,29,8,3,0,0,0,0,3,0,0,14,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
LGA37400,3,0,9,3,3,0,3,3,0,22,3,0,9,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,21,0,42,6,8,3,11,29,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,5,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,3,6,0,0,4,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,3,4,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,39,17,0,4,12,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,386,118,4682,223,109,121,429,1016,71,7150,397,95,3730,104,62,86,300,635,41,5443,382,82,2792,43,47,71,243,404,21,4083,236,52,1614,20,35,26,209,309,31,2529,274,87,1672,26,46,24,259,233,42,2656,109,43,470,9,17,11,77,52,13,798,62,14,404,29,15,11,39,103,45,728,2664,938,23340,2505,795,804,2606,6212,507,40367,0,0,3,3,3,0,0,5,0,14,0,6,5,14,5,6,3,15,0,54,3,11,8,21,9,10,3,46,3,111,0,5,19,18,3,3,4,40,0,100,3,7,17,20,8,12,10,32,3,106,3,11,31,26,6,7,11,46,3,147,6,7,39,14,7,6,12,61,0,162,6,13,33,20,15,3,16,55,7,162,3,4,19,9,3,10,12,41,0,102,4,4,14,7,3,3,4,13,0,63,0,4,7,3,9,3,7,10,0,46,4,4,4,3,0,0,6,5,0,28
LGA39799,0,0,4,0,0,0,3,0,0,8,0,0,8,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,7,0,7,3,0,0,0,0,5,0,18,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,27,3,3,0,3,17,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
