LGA_CODE_2016,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_Inc_LR_Mng,M1_Tram_Inc_LR_Pro,M1_Tram_Inc_LR_TecTW,M1_Tram_Inc_LR_CoPSW,M1_Tram_Inc_LR_ClAW,M1_Tram_Inc_LR_SWks,M1_Tram_Inc_LR_MaOpDv,M1_Tram_Inc_LR_Lab,M1_Tram_Inc_LR_IDNS,M1_Tram_Inc_LR_Tot,M1_Taxi_Mng,M1_Taxi_Pro,M1_Taxi_TecTW,M1_Taxi_CoPSW,M1_Taxi_ClAW,M1_Taxi_SWks,M1_Taxi_MaOpDv,M1_Taxi_Lab,M1_Taxi_IDNS,M1_Taxi_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_Inc_LR_Mng,M2_TrnTrm_Inc_LR_Pro,M2_TrnTrm_Inc_LR_TecTW,M2_TrnTrm_Inc_LR_CoPSW,M2_TrnTrm_Inc_LR_ClAW,M2_TrnTrm_Inc_LR_SWks,M2_TrnTrm_Inc_LR_MaOpDv,M2_TrnTrm_Inc_LR_Lab,M2_TrnTrm_Inc_LR_IDNS,M2_TrnTrm_Inc_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,9,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,214,233,189,165,75,221,308,29,1746,13,12,15,5,3,8,21,84,0,172,7,0,0,0,0,0,5,0,0,16,3,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,0,6,6,0,40,47,8,17,14,23,10,9,31,3,151,421,239,278,210,195,98,273,438,34,2179,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18230,0,4,4,3,0,0,0,3,0,24,6,7,3,10,5,17,9,20,7,81,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,9,3,5,3,9,3,12,0,49,1851,3067,2357,1952,2267,1596,944,1474,207,15715,76,133,162,170,137,235,52,305,22,1291,32,4,67,3,10,10,81,39,3,237,21,6,33,12,9,18,19,30,0,148,11,29,16,9,8,13,3,8,0,100,45,6,14,5,12,3,7,11,4,110,139,118,81,81,57,72,18,114,3,686,2189,3389,2733,2251,2511,1985,1137,2009,248,18444,0,5,3,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,3,4,0,0,0,5,0,30
LGA18250,1179,3781,825,765,1725,1044,137,639,149,10244,325,958,178,227,537,393,47,166,36,2862,0,10,0,0,3,0,0,0,0,12,0,8,0,0,0,0,0,0,0,16,29,40,0,0,7,8,3,0,0,98,5347,9071,3233,1704,3487,2402,873,962,367,27438,196,405,163,152,277,219,30,136,19,1591,20,8,48,0,4,4,29,18,3,144,89,163,67,24,50,29,20,15,10,467,65,146,32,13,19,24,7,14,3,320,35,48,28,6,18,11,8,8,7,172,400,1010,262,391,427,417,38,213,32,3186,7698,15639,4834,3281,6559,4556,1193,2173,625,46546,245,736,179,230,394,248,72,180,42,2326,5,9,0,0,7,0,0,0,3,24,3,6,6,3,3,4,0,3,0,26,186,542,112,58,247,98,12,17,26,1297,46,132,25,19,79,45,0,13,3,356,14,39,10,11,17,8,3,11,3,104,495,1458,329,320,751,398,88,228,74,4137
LGA18350,9,15,18,9,3,10,0,14,3,90,3,8,8,6,0,26,5,37,0,93,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,3,5,0,20,1523,2080,2013,1508,1396,1245,756,1196,124,11845,60,84,109,116,53,160,35,243,13,873,34,0,73,0,9,3,70,25,0,222,15,7,8,3,0,3,3,8,0,43,6,10,11,4,0,11,4,8,0,53,19,15,20,10,9,0,7,14,11,95,138,102,98,68,45,53,19,78,4,614,1815,2321,2366,1727,1517,1519,901,1630,161,13957,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,7,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,3,3,0,0,28
LGA18400,3,15,11,0,6,4,0,5,0,47,0,0,0,3,0,3,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,12,754,952,1650,688,598,447,1171,930,98,7281,36,37,108,32,32,63,50,151,4,510,40,0,70,3,8,3,140,32,3,303,4,3,11,0,0,0,5,7,0,33,0,5,3,0,3,0,0,5,0,22,11,6,14,3,3,3,7,8,0,51,83,26,36,27,35,26,24,53,9,315,934,1046,1905,758,685,552,1399,1203,111,8582,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,7,8,3,0,4,0,3,0,25
LGA18450,81,294,109,105,138,103,21,127,28,1011,72,357,113,236,239,227,40,241,29,1549,0,0,0,0,0,0,0,4,0,13,0,5,0,0,0,0,0,0,0,11,4,13,12,13,10,10,14,11,0,96,6063,11980,8093,6097,8285,4373,4006,4182,703,53773,227,551,501,502,521,764,154,778,58,4070,62,6,194,0,28,14,185,101,6,599,41,93,69,44,38,16,65,30,6,407,45,229,55,57,25,14,28,58,14,527,33,50,45,28,47,13,44,26,18,304,251,653,225,412,324,329,55,257,38,2529,6879,14231,9422,7498,9654,5868,4625,5817,892,64883,17,90,22,35,26,25,19,50,3,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,58,12,6,23,13,0,12,0,149,10,14,0,8,7,8,4,9,0,60,3,17,9,0,0,3,0,3,0,40,49,181,44,60,63,49,21,75,8,542
LGA18500,136,381,177,256,228,226,9,199,25,1638,129,210,129,280,93,145,5,105,12,1103,3,11,3,4,5,3,0,0,3,32,0,0,0,0,0,0,0,0,0,3,31,18,11,11,4,3,0,0,0,83,1579,2541,1208,1259,882,954,137,422,123,9100,85,139,73,92,73,73,4,42,3,580,14,3,28,3,0,0,10,11,0,73,46,55,39,69,8,10,7,5,6,249,24,57,27,30,12,4,0,6,3,163,40,54,10,22,9,10,3,7,4,160,365,388,114,293,158,164,10,64,12,1568,2450,3854,1816,2319,1465,1587,193,865,193,14744,62,203,93,159,126,125,11,101,11,889,3,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,19,37,9,16,19,7,0,3,4,118,5,12,6,11,8,3,0,3,0,51,0,5,3,7,0,0,0,0,0,20,84,263,122,183,155,143,9,113,19,1092
LGA18710,3,12,0,6,5,10,0,3,0,39,0,12,0,4,6,3,3,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,295,354,309,229,253,163,139,196,38,1970,11,11,19,18,8,18,5,33,3,124,17,0,15,0,0,0,16,9,3,60,8,4,3,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,9,6,4,4,3,0,0,0,9,0,27,76,46,16,20,16,9,3,30,4,224,414,438,370,285,285,196,169,296,54,2508,0,3,0,0,0,3,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,3,21
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,28,25,28,19,9,10,54,5,250,7,3,3,5,3,0,3,13,0,34,0,0,3,0,0,0,4,0,0,8,6,0,0,0,0,0,0,14,0,25,8,6,15,6,4,3,0,12,3,57,15,0,0,0,0,0,0,4,0,23,48,40,15,24,6,9,3,33,0,183,160,79,63,66,35,17,23,127,11,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,222,644,755,306,225,208,97,726,107,3292,68,310,212,272,81,88,98,313,28,1467,3,17,14,12,5,4,0,6,8,65,7,13,6,7,3,0,0,3,0,36,38,40,7,37,7,4,329,16,6,487,6938,8336,38014,8417,3258,4067,7662,18255,1506,96442,234,269,3071,455,140,176,346,3094,146,7932,630,31,2895,24,125,79,2427,1565,65,7846,26,73,112,48,34,7,63,101,13,483,33,74,69,41,34,10,43,53,14,361,169,221,578,140,117,53,311,297,93,1985,119,314,162,231,101,80,317,307,37,1676,8478,10350,45899,9983,4121,4778,11694,24740,2030,122073,48,201,175,157,65,94,44,351,22,1150,3,3,3,4,3,3,0,0,0,21,0,5,0,0,0,0,0,0,0,15,33,143,164,43,32,26,22,62,17,549,0,26,62,16,3,11,5,44,3,172,9,20,8,7,3,3,12,22,0,85,94,405,411,227,103,133,84,474,44,1988
LGA19799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,10,0,13,16,7,0,0,0,21,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,390,397,463,316,262,256,237,357,19,2713,12,19,28,35,12,42,4,52,0,213,5,0,4,3,0,0,14,4,0,32,13,3,0,0,0,0,3,3,0,29,8,6,5,7,8,5,3,15,0,62,16,7,0,5,0,4,4,3,0,37,90,32,45,36,21,44,9,71,5,344,533,465,552,405,306,360,283,501,29,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
LGA20260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,428,489,396,619,310,234,189,442,45,3155,10,25,36,27,9,50,15,114,3,289,9,0,5,0,0,3,12,5,0,31,0,0,0,0,0,0,0,5,0,5,0,7,8,0,3,0,0,7,0,24,16,4,3,0,0,0,3,0,0,29,83,26,21,25,19,34,12,47,0,277,546,548,472,677,339,322,243,634,54,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA20570,17,43,17,22,22,3,0,11,0,137,9,34,30,62,39,90,7,77,10,357,0,0,7,0,0,0,0,0,0,8,0,7,3,0,0,5,0,0,0,11,9,12,12,17,5,12,7,26,3,109,3601,7431,4842,3921,4657,3141,1887,2989,380,32844,135,232,271,283,183,586,51,406,35,2188,16,0,35,0,3,12,71,18,4,169,4,26,20,5,10,7,12,18,4,101,24,112,52,23,14,20,14,40,0,304,17,26,23,14,12,14,13,14,6,135,153,401,115,168,138,151,42,108,18,1284,3990,8319,5424,4517,5082,4031,2113,3720,457,37654,0,3,0,8,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,6,3,8,0,0,0,0,44,0,3,0,0,5,0,0,0,0,9,3,8,0,0,0,0,0,0,0,19,14,37,10,9,11,4,0,3,0,89
LGA20660,54,366,86,116,101,64,24,78,17,896,25,85,60,109,44,85,23,100,5,543,0,0,0,0,0,3,0,0,0,7,3,15,0,16,12,3,0,5,0,62,4,6,0,5,5,0,17,24,3,72,2805,8743,3807,3776,3437,2098,860,1643,264,27442,102,249,188,242,138,401,40,238,18,1616,20,3,41,0,0,4,35,28,3,144,13,28,24,16,14,3,5,12,4,112,26,187,29,26,20,14,11,32,0,342,22,28,38,16,33,12,4,6,10,173,99,369,200,207,101,146,36,88,16,1263,3173,10095,4478,4543,3909,2830,1055,2269,338,32678,16,48,18,58,22,19,3,33,0,221,0,0,0,0,0,0,0,0,0,0,9,30,3,9,5,6,0,3,3,77,12,41,6,21,20,3,3,4,0,110,0,10,3,5,7,5,0,3,0,37,0,28,3,3,0,0,3,0,0,40,33,167,38,96,59,37,7,41,3,477
LGA20740,0,7,0,0,0,3,0,0,0,6,0,3,4,7,0,11,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,10,847,1048,1064,924,719,818,268,690,77,6459,24,32,56,61,23,98,10,87,5,404,9,0,19,0,0,3,26,12,0,66,7,3,0,0,3,3,3,4,3,29,3,22,18,10,3,13,8,9,3,79,21,9,8,4,3,6,3,3,0,53,113,47,60,41,30,79,15,74,7,464,1028,1170,1233,1055,777,1037,321,895,88,7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
LGA20830,38,89,32,25,73,26,7,23,7,312,3,3,3,12,3,20,0,22,0,73,0,0,0,0,0,0,0,0,0,0,12,50,4,3,13,10,0,7,3,98,3,0,0,0,0,0,3,3,0,14,1364,2050,1582,1194,1240,1050,627,1240,121,10467,64,55,87,82,51,161,16,231,11,754,18,3,17,0,0,7,53,19,0,122,27,4,0,0,0,4,9,11,0,60,11,26,9,6,11,5,3,10,3,89,27,8,10,7,11,4,3,15,3,84,193,94,56,75,39,53,15,86,8,613,1751,2377,1806,1402,1453,1344,735,1665,151,12681,4,15,3,9,5,7,0,6,0,49,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,0,4,0,29,5,30,3,10,19,0,4,4,0,68,3,4,3,3,3,0,0,5,0,27,0,0,0,0,0,0,0,0,0,8,14,56,12,21,35,16,4,19,0,178
LGA20910,81,204,89,198,64,107,17,120,17,903,7,24,28,66,16,48,9,29,0,239,0,0,0,0,0,0,0,0,0,0,3,3,3,13,4,0,0,3,0,32,5,8,3,3,4,3,3,4,0,32,2625,4978,2565,2924,2295,1676,594,1032,251,18932,79,135,108,216,76,168,21,126,8,931,12,0,39,0,5,0,12,12,3,85,3,16,16,15,11,9,0,4,3,79,22,89,25,59,11,32,14,32,3,295,37,49,19,13,15,20,6,6,10,171,97,186,69,175,86,185,11,56,10,874,2975,5693,2961,3682,2587,2252,687,1424,299,22567,7,33,29,65,21,30,4,31,3,221,0,0,0,0,0,0,0,0,0,0,11,25,3,22,10,9,0,4,0,84,17,35,6,10,5,6,0,3,0,82,3,7,5,14,0,7,0,0,0,34,3,14,9,10,4,3,0,0,0,48,43,119,53,120,41,55,9,42,3,480
LGA21010,3,5,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,6,444,569,495,425,403,294,242,390,38,3298,10,21,27,20,15,56,4,48,3,208,7,0,9,0,0,3,16,3,0,35,3,3,0,0,3,0,0,3,0,17,3,10,9,12,0,4,0,8,0,51,16,3,6,3,0,0,3,4,4,37,52,44,25,24,23,27,3,31,3,236,538,658,576,483,447,384,270,500,47,3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6
LGA21110,394,1388,282,355,598,288,40,209,54,3604,29,81,20,85,43,58,5,84,10,407,0,3,0,0,3,0,3,0,0,7,108,408,113,253,170,221,17,128,15,1431,23,30,5,8,4,3,7,22,0,117,7331,14793,4494,4866,6411,3938,729,1776,543,44878,236,420,215,379,268,393,28,244,28,2211,23,0,67,0,3,3,32,19,0,152,29,84,24,15,25,7,6,10,3,212,115,402,52,68,51,46,14,43,15,801,77,103,26,13,48,11,6,14,22,318,337,911,177,436,309,342,25,190,24,2755,8698,18631,5475,6484,7932,5301,905,2750,711,56898,33,200,57,82,98,45,10,62,4,586,0,0,0,0,0,0,0,0,0,0,61,296,53,69,126,66,5,48,10,727,61,213,34,24,79,24,8,19,6,472,16,50,15,21,48,15,3,7,3,173,10,46,3,13,13,10,3,3,0,100,180,806,170,210,360,151,34,133,16,2060
LGA21180,66,238,75,125,114,106,50,128,28,927,25,47,41,87,42,166,45,137,11,596,0,0,4,0,0,0,0,3,0,14,12,23,12,18,8,14,0,6,3,96,15,17,4,5,5,9,89,19,3,162,6324,8193,7498,4335,6996,4555,6545,4953,753,50150,203,247,369,327,322,737,311,769,46,3336,45,0,73,0,32,6,240,90,13,489,16,28,22,13,26,5,43,17,8,174,23,67,25,30,14,16,32,40,0,241,25,21,40,33,50,31,47,20,12,292,80,93,79,125,76,148,34,140,19,785,6824,8972,8242,5096,7693,5798,7431,6326,889,57268,15,71,27,24,50,53,27,52,3,335,0,0,0,0,0,0,0,0,0,0,8,24,5,4,10,3,3,5,0,65,13,29,12,19,14,11,6,14,0,118,3,13,3,9,4,7,0,11,3,47,3,20,0,3,3,3,0,4,0,40,42,161,49,62,81,73,43,88,5,605
LGA21270,5,0,0,0,3,3,0,0,0,7,0,3,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,289,212,153,138,129,103,94,169,25,1308,5,4,5,3,4,10,0,29,0,67,13,0,0,0,0,0,14,0,0,27,5,0,3,0,0,0,0,0,0,3,0,0,3,0,0,4,4,7,0,25,29,3,0,0,0,0,0,8,0,43,94,33,20,20,22,21,17,36,0,266,438,251,196,165,154,145,133,252,26,1759,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
LGA21370,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,7,3,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,0,3,0,0,0,5,6,0,16,1443,1690,1571,1109,1094,1008,727,1534,91,10262,45,59,77,54,35,162,25,165,7,631,16,0,15,0,3,3,50,9,0,106,72,3,8,0,5,4,3,15,0,109,7,7,29,8,13,14,8,33,0,126,52,0,8,0,0,0,4,7,0,79,239,101,64,88,57,101,20,97,6,780,1882,1871,1776,1257,1213,1300,852,1879,115,12145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA21450,43,112,37,35,69,42,5,45,14,401,9,5,13,11,7,37,12,29,0,116,0,0,0,0,0,0,0,0,0,3,7,25,3,7,3,5,0,3,0,58,3,3,4,0,3,3,4,4,0,20,1875,2599,2720,1956,1719,1821,1090,1769,149,15697,59,61,180,150,53,336,40,325,19,1230,17,0,48,0,6,4,104,45,3,237,13,7,15,8,4,0,7,9,0,64,11,24,12,8,4,3,6,23,3,91,30,8,20,17,24,9,3,7,6,130,142,59,71,69,56,73,26,74,3,584,2213,2910,3118,2261,1952,2334,1300,2337,197,18628,5,20,5,8,6,18,0,6,0,77,0,0,0,0,0,0,0,0,0,0,4,8,3,0,4,0,0,3,3,21,11,25,8,4,13,7,3,0,3,76,0,11,4,0,5,3,0,4,0,31,3,9,0,0,0,0,0,0,0,8,27,64,21,15,25,37,7,18,6,210
