LGA_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
LGA17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,3,3,23,0,0,3,0,3,4,0,7,0,17,5,3,11,56,4,88,4,49,5,228,0,0,0,24,4,23,0,9,0,62,0,0,6,15,4,13,0,7,0,47,0,3,18,10,5,8,13,6,3,68,0,0,13,4,0,3,0,0,3,32,0,0,11,4,3,4,3,7,0,28,0,4,12,8,0,3,0,4,0,29,0,0,3,3,0,3,0,0,5,17,14,17,66,131,23,141,21,90,14,526
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,8,0,0,0,12,0,0,5,25,0,60,0,35,0,135,0,3,0,4,3,3,0,10,0,28,0,0,0,3,0,0,0,0,0,5,0,4,19,11,3,3,0,0,0,36,0,0,22,0,0,0,0,0,0,25,0,0,4,3,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,3,0,3,0,6,0,11,52,48,11,77,5,58,0,263
LGA17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,3,15,0,7,0,0,8,18,5,6,0,43,7,102,17,98,43,241,16,72,9,604,11,16,13,43,30,147,30,74,8,374,5,12,13,13,11,46,5,10,0,120,3,11,23,6,10,16,4,7,0,79,11,4,39,0,13,4,3,3,3,77,3,5,17,3,3,0,0,4,0,39,3,6,11,3,3,3,0,0,0,29,0,3,3,4,3,10,3,3,12,40,50,160,140,171,127,492,68,178,31,1412
LGA17150,0,0,3,0,0,0,0,0,0,4,0,0,0,5,0,5,0,4,3,18,0,0,0,3,0,4,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,15,13,3,15,0,6,15,70,0,15,18,62,22,110,3,60,3,293,40,180,93,1086,189,1942,97,741,22,4392,42,56,77,391,83,535,30,194,10,1412,20,28,50,159,30,158,8,42,7,508,24,23,164,74,31,29,0,9,3,360,11,27,215,44,18,13,0,8,6,342,11,5,86,16,3,3,0,0,0,137,7,11,46,11,3,9,0,5,0,87,0,5,14,18,0,35,0,16,38,128,161,353,763,1868,383,2838,139,1063,91,7660
LGA17200,0,0,0,0,0,0,0,0,0,3,0,6,3,10,5,3,0,5,3,33,0,4,3,7,3,5,0,12,3,40,0,4,0,4,3,3,0,0,0,16,0,4,3,3,14,4,0,0,3,34,4,13,9,11,5,0,0,3,0,51,0,7,0,0,3,4,0,0,0,16,0,4,7,3,0,0,0,0,0,18,0,3,7,5,6,3,0,9,16,43,13,47,28,43,32,21,5,34,25,258,11,97,36,172,140,205,17,55,20,756,130,1241,273,1896,1320,2631,130,769,153,8535,197,851,564,1733,1327,1791,147,1200,126,7930,79,375,137,514,518,471,22,109,34,2261,123,554,295,197,549,194,16,48,43,2013,107,580,354,148,432,112,0,31,33,1794,56,285,158,72,119,42,3,12,8,759,58,308,154,47,114,34,3,23,20,764,13,73,55,145,79,138,13,83,272,868,773,4358,2022,4917,4604,5614,353,2332,705,25688
LGA17310,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,3,8,0,28,0,9,0,22,4,25,8,15,0,78,0,12,19,127,14,372,17,165,5,731,0,0,3,36,12,50,4,29,0,139,3,11,4,12,8,38,0,13,0,93,4,13,68,21,17,16,0,5,0,148,3,11,66,6,8,8,3,11,0,123,6,3,22,4,0,12,0,4,0,43,8,7,16,4,0,7,0,0,0,39,0,0,3,8,0,11,0,3,13,42,27,66,205,242,64,527,38,244,24,1441
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,29,3,20,0,75,0,0,0,0,0,0,0,4,0,6,0,3,0,3,3,0,0,0,0,9,0,0,6,3,3,0,0,3,0,16,0,0,10,0,0,0,0,0,0,17,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,22,9,38,7,30,0,137
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,4,3,20,0,13,0,40,0,0,3,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,0,16,8,6,27,0,24,0,82
LGA17420,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,3,0,17,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,8,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,0,10,8,3,17,0,3,3,57,3,13,8,57,12,135,6,31,3,268,37,286,82,883,232,1643,71,592,20,3849,24,93,53,320,118,518,30,199,13,1364,29,38,42,142,36,143,14,36,5,487,21,45,127,56,42,51,0,11,3,350,15,40,164,58,37,18,3,14,7,341,10,20,70,10,5,8,0,3,0,132,10,13,42,8,10,9,0,0,0,96,3,4,11,21,12,28,3,15,32,128,149,542,602,1559,497,2554,128,908,84,7017
LGA17550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,6,0,3,0,25,0,3,6,13,3,20,3,15,3,69,6,16,25,198,42,437,17,240,9,991,0,8,17,69,23,95,5,45,3,258,3,12,25,46,6,34,0,16,0,140,3,7,46,11,8,9,0,9,0,103,3,6,36,8,3,3,0,0,3,63,4,3,29,3,3,3,0,0,0,36,0,6,17,3,0,3,0,0,0,33,0,3,3,5,0,16,0,10,18,47,26,59,197,361,89,622,27,339,28,1747
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,10,0,0,0,0,0,5,0,3,0,18,0,3,3,29,3,61,3,49,0,149,0,0,3,7,3,12,0,6,0,38,0,0,0,0,3,3,0,3,0,10,0,3,5,0,3,0,0,4,0,26,0,0,11,0,0,0,0,6,0,21,3,0,9,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,8,7,35,38,11,83,9,79,4,278
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,16,3,16,0,9,0,52,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,8,25,4,17,0,17,3,80
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,0,9,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,6,13,0,14,0,48
LGA17750,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,5,0,7,0,3,0,26,4,7,8,26,7,33,0,12,0,89,12,32,18,308,33,639,21,214,11,1285,6,6,9,99,13,100,3,35,0,288,3,8,4,63,15,29,0,25,0,141,3,46,144,33,26,23,0,7,3,288,5,11,146,31,14,10,0,5,0,219,10,6,66,17,8,0,0,0,3,116,9,10,33,59,4,3,0,3,4,132,3,8,3,29,4,27,4,16,14,102,49,137,434,663,122,874,27,313,33,2652
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,6,0,8,0,4,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,0,16,0,9,0,52
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,14,14,3,4,0,6,0,45
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,11,0,4,0,31
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,4,0,0,0,0,3,0,4,0,0,3,3,0,18,0,13,0,42,0,0,0,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,15,18,3,23,0,22,3,92
LGA18050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,5,0,16,0,7,3,15,9,51,0,9,0,81,12,114,30,285,82,557,14,121,3,1207,26,22,52,142,60,332,4,104,4,755,8,12,22,53,17,108,0,17,0,237,4,13,28,17,9,26,0,4,0,101,3,3,36,12,9,10,0,0,0,78,4,6,12,7,3,8,0,0,0,32,8,3,7,0,0,9,0,0,0,34,0,3,0,14,5,18,0,7,10,53,67,188,190,537,187,1116,19,261,20,2589
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,3,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7,0,18,0,8,3,50
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,11,0,25,0,6,0,49,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,6,16,22,0,35,0,13,3,96
LGA18230,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,4,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,3,6,0,5,3,33,0,4,3,6,0,25,0,16,0,62,4,12,15,127,11,336,9,122,4,640,4,3,3,28,7,49,4,22,0,132,3,7,4,22,13,21,4,3,0,77,4,12,60,24,18,12,3,7,0,140,5,6,72,18,7,3,0,0,0,117,0,0,33,9,3,0,0,0,0,50,0,6,30,3,0,0,0,3,0,40,0,0,3,0,0,17,0,0,14,39,17,57,220,241,65,466,17,180,15,1288
LGA18250,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,5,5,3,7,6,0,3,7,30,3,24,10,28,10,83,3,21,3,179,23,232,61,462,192,925,36,196,20,2153,33,94,52,240,124,414,26,144,10,1136,16,55,25,73,40,110,9,23,3,360,17,42,67,27,41,28,0,12,0,232,20,38,87,31,30,20,3,3,6,234,7,15,25,7,14,10,0,4,0,83,10,11,24,0,4,10,0,0,0,63,0,13,10,11,14,36,0,12,29,127,126,531,366,881,466,1633,78,415,71,4571
LGA18350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,7,3,3,0,3,3,32,0,3,0,11,0,35,3,13,0,69,3,11,8,172,11,330,4,221,5,772,0,6,14,52,0,61,0,32,0,165,3,4,9,31,4,15,0,15,0,85,5,5,40,21,4,16,0,3,0,95,3,5,52,17,9,0,0,0,0,92,3,5,23,6,0,4,0,7,0,47,3,3,11,0,0,0,0,3,0,20,0,0,7,7,0,4,0,0,5,25,22,54,162,317,41,464,14,289,13,1371
LGA18400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,18,0,0,3,7,0,7,0,0,3,20,4,12,13,71,10,136,9,133,3,395,4,5,7,24,0,32,4,25,0,107,3,3,4,13,0,3,0,4,0,35,0,4,39,15,3,4,3,7,0,77,3,3,44,4,3,0,0,5,0,64,0,4,22,0,0,0,3,0,0,34,0,3,27,0,0,0,3,4,0,39,0,0,0,3,0,5,0,7,3,16,19,31,162,147,20,184,23,189,9,786
LGA18450,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,3,0,17,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,10,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,5,4,11,6,4,10,3,13,4,58,0,18,19,73,17,108,3,55,0,292,37,281,72,955,245,1493,120,704,30,3944,25,59,57,324,109,360,38,183,6,1162,20,64,52,172,49,114,7,60,3,538,24,73,173,79,67,31,7,11,6,471,20,51,228,44,27,10,4,11,0,393,8,13,69,17,12,10,4,5,0,139,11,13,44,7,10,9,0,5,0,94,3,16,19,30,3,34,3,9,41,156,141,588,737,1707,537,2168,190,1046,87,7196
LGA18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,0,0,8,0,4,5,11,9,13,0,7,3,43,11,101,17,306,69,156,10,47,4,724,3,25,37,159,53,105,4,71,3,460,5,8,10,59,12,25,0,6,0,128,13,0,23,18,3,4,0,0,0,64,7,8,29,6,7,9,0,7,0,71,3,3,9,15,3,0,0,0,0,34,7,3,9,3,3,3,0,0,0,29,0,9,5,26,0,3,0,7,12,59,45,156,145,608,165,317,24,141,21,1613
