LGA_CODE_2016,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000mo_A_15_19,SW_3000mo_A_20_24,SW_3000mo_A_25_34,SW_3000mo_A_35_44,SW_3000mo_A_45_54,SW_3000mo_A_55_64,SW_3000mo_A_65_74,SW_3000mo_A_75ov,SW_3000mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ove,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000mo_A_15_19,MaOpD_3000mo_A_20_24,MaOpD_3000mo_A_25_34,MaOpD_3000mo_A_35_44,MaOpD_3000mo_A_45_54,MaOpD_3000mo_A_55_64,MaOpD_3000mo_A_65_74,MaOpD_3000mo_A_75ov,MaOpD_3000mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19
LGA10850,9,0,0,0,4,3,3,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,28,21,17,18,37,16,13,0,154,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,3,3,3,4,0,0,13,0,3,0,3,10,8,0,0,30,0,3,8,10,12,10,3,0,40,0,3,16,23,10,9,3,0,61,0,0,15,21,21,7,3,0,66,0,0,22,24,16,7,3,0,72,0,5,21,29,13,8,0,0,74,0,0,25,36,18,5,0,0,88,0,0,0,3,3,0,0,0,10,0,0,0,4,3,0,0,0,7,4
LGA10900,109,0,4,4,17,23,16,4,0,67,0,4,0,0,12,0,4,0,24,0,0,3,5,7,5,0,0,21,0,0,3,9,8,5,0,0,25,0,0,0,6,3,4,0,0,17,10,0,3,8,11,6,0,0,31,367,283,262,221,295,235,88,17,1778,4,0,0,3,0,0,0,0,6,11,6,0,0,0,3,0,0,27,4,3,3,0,0,8,0,0,29,0,5,0,6,11,6,8,0,33,0,5,0,7,3,13,8,0,41,0,12,3,8,11,21,12,0,56,0,5,10,13,15,14,13,3,74,0,7,15,18,30,26,5,0,98,0,4,15,16,19,29,15,0,97,0,0,3,3,10,21,4,0,39,0,0,4,9,11,7,0,0,27,0,0,0,3,7,3,3,0,14,0,0,4,8,8,7,0,0,26,0,0,0,0,0,4,0,0,7,0,0,0,3,0,3,0,0,11,34
LGA10950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,11,10,4,11,9,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,4,0,8,0,3,3,3,3,0,0,0,12,3,3,3,5,3,7,0,0,26,0,3,8,7,14,3,0,0,35,0,7,8,5,7,3,0,0,40,0,0,7,3,4,8,0,0,30,0,0,9,9,8,3,3,0,25,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,5
LGA11100,531,0,9,90,88,87,49,3,0,322,0,3,59,51,81,29,5,0,234,0,0,40,50,39,24,4,0,165,0,3,47,76,61,23,4,3,222,0,0,13,33,29,10,4,0,84,6,10,11,14,7,14,0,0,66,515,860,1187,935,863,476,100,10,4952,0,3,3,0,3,0,0,0,19,14,5,3,3,3,0,3,0,42,7,22,8,11,8,12,3,0,68,9,22,19,17,12,23,10,0,111,11,31,28,32,27,28,13,0,168,7,54,96,72,73,63,14,0,388,17,84,156,138,159,97,30,3,682,11,61,243,222,233,158,39,0,965,3,38,187,201,241,190,34,4,886,0,18,104,130,154,113,24,0,546,0,3,50,78,111,60,10,0,311,0,3,20,55,55,26,7,0,166,0,0,18,54,47,30,4,0,157,0,3,6,5,9,6,0,0,30,0,5,16,12,15,17,4,0,71,75
LGA11150,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,10,16,4,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,10,0,0,3,0,10,3,0,0,14,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,36,0,0,0,7,7,9,3,0,25,0,0,4,0,0,3,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,8,0,0,3,0,3,0,0,19,155,95,139,95,107,91,14,3,693,0,0,0,0,0,3,0,0,3,6,0,0,0,0,5,0,0,11,3,0,0,0,3,3,0,0,10,3,0,7,0,0,5,3,0,16,0,0,0,10,5,3,7,0,27,0,0,5,5,10,7,3,0,25,0,3,9,3,7,16,3,0,45,0,0,10,13,6,20,0,0,51,0,7,17,22,9,29,0,0,83,0,3,20,17,28,19,3,0,84,0,9,22,21,30,17,3,0,103,0,10,25,23,15,20,0,0,96,0,4,28,23,19,28,3,0,107,0,0,7,9,10,0,0,0,18,0,0,0,8,0,4,0,0,11,12
LGA11300,149,0,3,20,20,14,12,3,0,75,0,4,10,16,9,7,3,0,55,0,0,4,4,3,4,0,0,29,0,0,6,4,10,6,0,0,33,0,0,3,6,5,10,0,0,23,3,7,3,5,6,3,0,0,29,410,515,480,275,301,197,55,9,2233,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,3,5,5,3,0,4,0,0,21,0,0,7,7,3,7,0,0,21,0,4,3,10,10,4,3,0,36,0,3,12,12,16,12,3,0,51,0,9,13,12,12,13,3,0,60,0,0,18,21,30,32,6,0,103,0,0,16,28,26,25,3,0,100,0,0,11,29,29,21,0,0,93,0,3,3,11,27,15,7,0,74,0,0,7,3,12,3,0,0,27,0,0,8,10,6,10,0,0,36,0,0,0,3,0,3,0,0,9,0,0,3,4,8,3,0,0,13,8
LGA11350,111,0,0,7,11,8,11,0,0,44,0,0,3,4,16,10,3,0,38,0,0,0,5,12,5,5,0,25,0,0,0,0,7,4,0,0,20,0,0,3,8,10,10,0,0,33,13,5,3,3,3,8,0,0,35,241,154,257,252,258,254,49,7,1472,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,11,0,3,3,3,4,3,0,0,12,0,0,9,4,11,9,3,0,36,0,4,3,3,15,11,0,0,35,0,9,20,5,16,24,5,0,72,4,8,18,27,17,27,3,0,113,3,9,12,25,25,23,4,0,101,0,0,11,13,31,19,3,0,77,0,0,5,6,10,9,0,0,34,0,0,0,0,0,3,0,0,17,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,5,5,3,0,0,11,16
LGA11400,20,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,34,16,19,33,37,31,10,0,183,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,3,3,11,3,0,27,0,7,13,3,11,3,8,0,39,0,5,11,9,16,19,3,0,59,0,5,8,16,17,19,7,0,71,0,0,13,17,8,3,3,0,42,0,0,9,19,14,12,0,0,53,0,3,12,13,10,3,0,0,48,0,0,20,19,19,3,3,0,61,0,0,3,3,0,3,0,0,11,0,0,3,0,3,4,0,0,7,3
LGA11450,232,0,10,28,24,33,17,4,0,114,0,0,16,27,30,8,3,0,75,0,0,10,17,19,8,0,0,58,0,0,14,27,20,4,0,0,72,0,0,4,9,12,3,0,0,33,11,9,9,7,7,9,3,0,53,666,417,402,439,439,267,57,6,2697,0,0,8,0,0,3,0,0,13,15,0,3,0,0,4,0,0,22,13,8,10,4,4,5,0,0,40,5,8,3,9,5,14,9,0,57,3,15,10,6,10,14,3,0,71,15,23,29,19,25,21,11,0,136,9,35,43,70,76,56,8,0,288,0,38,111,109,115,94,11,0,475,3,33,107,110,139,109,26,0,519,0,12,83,85,98,84,13,0,369,0,4,49,82,62,27,15,3,246,0,3,25,41,33,21,4,0,123,0,0,13,28,17,26,3,0,88,0,0,0,4,4,3,0,0,14,0,0,4,16,9,7,3,0,38,64
LGA11500,350,0,4,41,46,38,31,6,0,179,0,0,30,42,29,18,8,0,129,0,4,20,19,22,18,0,0,84,0,0,14,38,27,29,4,0,115,3,0,12,24,17,8,0,0,60,23,17,16,5,8,3,3,0,74,1236,966,874,819,760,549,107,13,5322,0,0,3,8,5,3,0,0,13,23,12,4,7,3,0,3,0,54,13,14,14,8,9,11,11,0,84,15,20,27,19,20,25,10,0,133,6,15,28,26,35,34,9,0,156,13,40,67,69,67,64,17,6,343,13,87,171,183,212,162,30,0,870,3,89,247,249,332,221,37,0,1178,4,43,165,207,269,181,28,0,895,0,12,84,109,130,92,18,0,448,0,15,50,78,108,57,9,0,313,0,3,26,48,64,39,0,0,177,0,0,25,58,64,38,5,0,198,0,0,5,7,3,7,0,0,24,3,3,18,17,26,15,3,0,83,96
LGA11520,284,0,10,60,43,36,15,8,0,176,0,3,58,44,41,12,7,0,156,0,0,28,24,18,5,6,0,81,0,0,49,53,36,15,3,0,161,0,0,26,51,32,12,4,0,127,4,13,11,3,3,4,4,0,44,495,603,825,546,428,281,78,8,3266,0,3,0,0,3,0,0,0,6,5,4,0,0,0,3,0,0,13,0,7,9,11,8,7,0,0,46,0,10,13,10,15,18,3,0,67,0,5,29,19,13,21,0,0,77,3,15,39,21,31,29,4,0,142,0,10,38,31,42,27,10,0,158,0,11,43,37,43,28,11,0,175,0,4,35,43,34,32,8,0,159,0,3,16,15,19,11,4,0,65,0,3,17,17,7,9,0,0,51,0,0,3,3,6,11,0,0,25,0,0,9,4,6,0,0,0,21,0,0,0,0,3,0,0,0,3,0,0,5,4,3,3,0,0,18,10
LGA11570,808,0,20,112,128,123,86,20,0,493,0,10,65,90,91,44,8,4,311,0,3,31,44,48,28,8,4,163,0,3,33,79,83,39,15,0,256,0,0,17,35,35,20,3,0,113,30,28,20,17,30,16,6,3,144,1440,1463,1772,1591,1602,1070,255,33,9228,3,3,10,3,16,8,0,0,44,15,11,7,5,12,11,3,0,69,12,30,37,37,52,47,11,3,237,12,40,69,81,99,96,18,0,412,12,42,105,126,151,100,42,7,589,16,74,191,193,224,193,40,3,929,24,132,343,372,448,319,76,8,1721,7,112,367,456,551,408,66,3,1972,0,45,275,354,438,352,56,3,1519,0,15,133,196,238,219,32,0,821,0,3,70,117,181,132,22,0,524,0,7,36,71,79,51,10,0,245,0,0,33,62,68,46,11,0,226,0,0,6,17,15,4,5,0,48,0,3,26,15,32,23,9,0,113,102
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,11,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,0,3,0,3,7,0,0,15,0,0,0,0,0,0,0,0,8,0,3,0,6,4,7,0,0,16,0,3,8,3,0,8,0,0,24,0,5,10,3,11,9,0,0,33,0,0,3,4,8,3,0,0,23,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11650,784,4,22,94,91,116,71,24,3,423,0,7,49,76,102,51,11,3,296,0,0,22,42,52,35,9,0,158,0,0,24,56,59,44,12,0,197,0,5,17,40,28,24,11,0,131,62,23,39,18,29,29,10,0,199,3105,1955,1899,1676,2067,1645,422,30,12795,3,0,3,4,3,0,0,0,14,77,18,4,3,11,9,3,0,124,55,32,11,14,23,30,18,4,193,17,21,23,21,35,41,24,3,181,16,39,36,35,39,60,23,3,251,18,71,67,79,105,133,34,11,515,15,91,203,162,206,208,60,0,941,11,75,228,269,325,271,55,3,1230,4,37,200,250,312,288,46,0,1138,3,18,96,140,198,136,23,0,602,0,6,70,77,120,72,20,0,372,0,3,25,38,68,56,14,0,201,0,0,35,52,50,37,4,0,182,0,0,4,9,9,13,4,0,41,8,7,15,18,30,24,14,0,102,222
LGA11700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,111,0,3,11,13,7,11,0,0,43,0,0,10,3,4,3,0,0,21,0,0,3,0,4,3,0,0,18,0,0,0,3,7,0,3,0,17,0,0,3,3,0,3,0,0,13,14,3,0,4,3,0,4,0,30,419,256,288,257,283,229,58,9,1792,0,0,0,3,0,3,0,0,5,10,0,0,3,5,0,0,0,17,4,0,0,0,3,7,0,0,25,6,5,3,7,8,14,8,0,44,3,4,6,11,5,9,7,0,42,6,7,13,17,13,20,9,0,81,0,11,15,24,27,19,8,0,103,0,17,18,40,36,33,4,0,148,0,5,36,39,44,48,3,0,180,0,0,29,11,29,24,7,3,99,0,3,18,18,20,10,3,0,70,0,3,12,25,13,7,0,0,49,0,0,24,39,29,15,0,0,111,0,0,3,9,5,3,0,0,19,0,3,7,0,9,4,3,0,17,31
LGA11730,88,0,0,10,4,16,4,4,0,42,0,4,0,5,8,8,0,0,28,0,0,3,3,6,3,0,0,12,0,0,0,0,0,4,0,0,11,0,0,0,3,0,3,0,0,12,6,3,3,6,3,3,0,3,32,424,195,238,277,327,286,57,18,1825,3,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,8,0,0,3,3,4,3,3,0,24,3,3,0,0,9,7,7,0,29,3,8,6,9,18,5,4,0,57,3,9,8,17,10,26,13,3,94,0,14,22,30,43,47,14,0,165,0,5,29,41,72,61,10,0,217,0,9,30,32,69,64,12,0,226,0,3,16,27,40,25,6,0,121,0,3,12,21,20,14,3,0,72,0,0,3,5,16,7,0,0,39,0,0,5,5,7,3,0,0,23,0,0,3,3,3,0,0,0,7,0,0,4,4,5,6,0,0,16,19
LGA11750,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,14,30,16,15,15,0,0,110,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,6,3,0,0,19,0,0,3,0,3,3,0,0,11,0,0,7,14,13,15,0,0,49,0,3,6,10,12,9,0,0,43,0,6,36,10,23,18,0,0,92,0,6,17,20,14,18,3,0,74,0,0,39,43,26,11,0,0,121,0,0,3,13,4,3,0,0,27,0,0,0,4,3,3,0,0,9,4
LGA11800,232,0,3,21,35,38,25,4,0,121,0,0,7,14,20,18,4,0,68,0,0,5,10,9,4,0,0,26,0,0,4,8,17,8,6,0,38,0,0,3,7,3,4,4,0,19,10,12,3,8,6,4,3,0,46,771,405,449,491,584,476,97,8,3291,0,0,3,0,3,0,0,0,12,10,0,0,4,0,3,0,0,20,12,4,7,3,3,6,4,0,43,3,3,11,6,11,16,6,0,53,4,11,11,14,16,23,17,0,90,5,21,23,17,30,33,9,0,138,7,16,40,52,38,76,25,0,251,0,15,55,67,94,85,10,0,328,0,5,32,58,79,67,7,0,255,0,0,25,27,35,20,3,0,114,0,0,16,16,23,13,3,0,64,0,0,7,11,17,3,0,0,45,0,0,3,9,8,6,0,0,26,0,0,0,0,3,0,0,0,6,0,0,7,0,10,8,0,0,30,46
LGA12000,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,14,10,7,11,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,3,0,0,0,3,0,0,0,5,0,0,0,3,4,0,0,0,17,0,0,3,0,5,4,0,0,15,0,0,0,3,4,0,0,0,11,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA12150,6,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,14,11,9,9,13,14,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,4,0,0,3,0,4,0,0,0,6,0,0,8,5,3,5,0,0,20,0,0,0,3,11,0,0,0,11,0,0,0,0,7,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA12350,43,0,0,0,3,4,3,0,0,18,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,8,0,0,3,4,0,0,0,0,11,0,0,0,0,5,6,0,0,9,0,0,0,3,0,0,3,0,4,100,51,71,77,94,60,17,3,478,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,11,0,0,0,5,5,3,3,0,13,0,0,0,8,8,8,8,0,36,0,3,11,11,10,18,3,0,52,0,5,3,12,16,10,0,0,44,0,3,4,6,18,12,0,0,42,0,0,3,11,9,3,0,0,31,0,0,0,4,7,3,0,0,17,0,0,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,6,0,0,3,0,0,4,0,0,5,0,0,0,0,3,0,0,0,8,5
LGA12380,658,0,16,121,120,97,53,9,0,418,0,5,57,89,77,56,0,0,289,0,0,17,50,38,20,4,0,129,0,3,37,67,74,31,3,0,216,0,3,12,26,26,11,3,0,88,14,15,16,12,12,12,3,0,89,1118,1202,1575,1190,1073,676,150,18,7007,5,0,3,3,4,6,0,0,31,13,6,3,4,3,9,7,0,42,17,37,24,21,40,27,13,0,183,8,41,59,46,52,51,10,0,278,16,35,84,67,71,59,16,4,357,22,66,169,155,139,114,30,0,698,23,137,375,351,362,246,41,3,1546,20,129,520,462,549,384,67,0,2133,0,83,353,404,511,365,60,0,1779,0,18,154,259,269,189,36,0,923,0,9,86,157,160,113,17,0,539,0,7,69,114,86,48,5,0,329,0,0,54,111,99,63,6,0,343,0,3,12,17,17,3,0,0,51,0,8,29,32,40,23,0,0,136,123
LGA12700,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,19,28,29,14,3,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,3,0,0,6,10,0,0,19,0,0,3,3,0,3,0,0,12,0,6,3,3,8,4,3,0,26,0,0,0,6,6,4,0,0,15,0,0,0,6,7,0,3,0,19,0,0,0,3,0,6,0,0,11,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
