LGA_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,0,6,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,7,13,3,0,9,5,3,21,0,0,0,0,0,0,0,0,20,0,26,0,0,0,0,0,0,0,0,22,0,29,0,6,0,4,4,0,0,4,5,0,16,5,13,0,18,8,0,0,11,0,0,24,3,18,0,16,15,9,0,32,0,3,54,0,13,0,13,0,15,0,19,0,4,31,4,35,0,38,7,36,0,45,8,23,121,10,84,0,98,35,67,0,104,61,34,295
LGA10900,0,6,6,0,0,6,10,3,19,0,0,0,0,5,0,0,5,0,0,7,3,6,0,6,23,0,0,23,0,0,35,0,3,0,5,0,7,0,7,0,0,17,0,8,0,8,0,14,0,17,3,5,38,6,26,0,31,30,23,0,56,54,11,156,6,9,0,10,0,0,0,0,210,3,226,15,25,0,40,0,0,0,0,235,6,279,3,33,0,35,61,6,0,74,78,3,196,8,38,0,42,141,14,0,162,8,4,221,44,109,0,157,389,98,0,485,21,6,665,25,55,0,87,57,74,0,133,22,11,245,43,228,0,274,89,363,3,458,115,105,949,148,492,0,643,745,554,4,1302,687,139,2781
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,0,0,0,0,3,0,7,0,3,0,3,0,0,0,0,0,0,3,0,10,0,12,3,7,0,5,0,0,18,0,7,0,7,0,6,0,6,0,0,11,0,16,0,20,0,18,0,19,3,19,52,0,33,0,36,4,31,0,29,21,19,112
LGA11100,0,4,14,0,0,14,3,0,23,3,3,0,3,26,3,0,27,0,0,32,9,3,0,12,68,12,0,79,7,4,105,0,10,0,10,18,13,0,32,3,7,57,11,12,0,17,10,28,0,32,19,28,101,25,24,0,53,139,53,0,189,74,46,361,0,8,0,5,0,0,0,0,126,0,136,4,10,0,15,3,0,0,3,106,3,123,11,41,0,50,119,11,0,132,36,6,225,33,32,0,62,233,24,0,258,18,5,352,101,190,3,294,1013,220,0,1236,112,24,1671,63,136,0,200,353,199,0,556,111,39,899,108,314,8,427,261,536,9,802,340,244,1813,327,723,10,1054,1991,985,11,2989,852,322,5223
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,6,0,3,0,8,0,0,14,0,3,0,9,0,4,0,4,0,0,12,3,9,0,11,3,13,0,19,6,9,47,0,23,0,27,6,22,0,30,8,10,81
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,4,0,0,0,4,0,0,8
LGA11250,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,3,0,3,8,3,3,0,4,0,3,0,4,0,0,10,3,7,0,12,0,3,0,9,0,10,26,10,15,0,21,5,6,0,16,10,15,66,3,3,0,5,0,0,0,0,35,3,40,0,3,0,4,0,0,0,0,49,4,58,0,9,0,12,0,0,0,3,14,3,33,0,8,0,12,0,0,0,0,3,4,16,11,43,0,48,15,21,0,30,6,9,101,8,41,0,51,12,40,0,55,7,7,122,11,79,3,93,10,103,3,116,33,85,322,36,188,3,234,40,163,3,207,156,106,696
LGA11300,0,0,5,0,0,5,3,0,12,4,0,0,6,4,0,0,4,0,0,10,4,3,0,3,37,3,0,42,0,5,54,0,5,0,5,4,3,0,8,3,4,24,3,4,0,10,8,7,0,13,7,13,39,6,12,0,22,64,16,0,78,41,22,163,3,3,0,4,0,0,0,0,119,4,127,0,5,0,5,0,0,0,0,88,3,101,6,12,0,20,134,4,0,143,39,0,197,9,16,0,24,205,20,0,225,4,4,262,42,66,0,109,649,111,0,760,44,16,923,33,44,0,74,141,98,0,240,54,12,381,59,133,4,190,137,283,4,422,139,72,820,150,269,4,428,1268,512,7,1783,482,113,2802
LGA11350,0,3,0,0,0,0,11,0,10,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,7,0,0,10,0,3,15,0,3,0,3,4,7,0,11,3,0,14,3,3,0,7,0,8,0,11,3,9,32,3,17,0,17,19,17,0,34,37,15,102,0,0,0,0,0,0,0,0,110,5,119,0,10,0,11,0,0,0,0,121,3,129,0,10,0,13,9,4,0,10,51,4,79,5,17,0,17,25,0,0,24,0,0,53,14,49,0,64,74,37,0,104,13,12,194,17,29,0,48,51,51,0,101,28,12,191,39,146,0,194,66,192,3,261,104,127,685,82,269,6,347,217,283,3,506,431,166,1448
LGA11400,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,6,0,4,0,7,3,0,0,3,6,4,20,0,0,0,0,0,0,0,0,25,0,22,0,0,0,0,0,0,0,0,19,0,19,0,8,0,8,4,0,0,4,7,3,21,0,7,0,7,3,0,0,3,0,0,12,4,15,0,19,15,5,0,16,0,3,44,4,15,0,13,4,14,0,21,0,4,41,4,53,0,58,6,45,0,57,11,58,182,12,98,0,110,33,71,0,96,61,69,343
LGA11450,0,3,4,0,0,4,6,0,19,0,5,0,5,15,0,0,15,0,0,17,3,5,0,9,23,3,0,31,0,3,40,0,8,0,10,0,4,0,3,0,0,16,3,8,0,6,3,9,0,15,3,26,48,7,28,0,34,45,10,0,61,48,33,175,10,23,0,33,0,0,0,0,305,5,339,9,42,0,52,3,0,0,3,259,3,315,13,84,0,98,128,11,0,139,108,5,359,20,79,0,99,181,20,0,206,11,7,318,38,192,6,238,490,104,0,594,33,19,883,7,72,0,85,73,92,0,162,23,13,285,30,183,3,223,70,238,0,310,121,161,813,127,682,9,820,947,462,6,1418,866,207,3318
LGA11500,0,3,11,0,0,11,17,0,35,4,3,0,4,18,0,0,18,0,0,28,4,10,0,14,56,10,0,64,3,10,98,4,3,0,3,10,3,0,19,5,8,33,6,9,0,13,15,25,0,37,13,44,101,18,27,0,49,123,38,0,161,94,58,368,9,24,0,34,3,0,0,3,418,14,475,11,54,0,62,5,0,0,5,395,10,475,32,88,0,117,230,14,0,244,128,3,494,21,81,0,100,312,34,0,344,34,11,486,73,217,0,286,1037,236,12,1281,84,36,1685,25,113,0,137,197,201,3,399,71,30,637,89,333,3,420,247,583,3,838,270,309,1840,266,903,7,1171,2027,1065,16,3105,1395,415,6095
LGA11520,0,0,9,0,0,9,8,0,10,0,0,0,0,13,0,0,16,0,0,22,3,7,0,10,73,15,0,87,6,7,105,0,7,0,7,11,7,0,21,3,8,34,3,7,0,9,9,22,0,30,17,14,71,10,21,0,30,111,45,0,155,58,35,276,0,3,0,3,0,0,0,0,153,0,160,0,5,0,10,3,0,0,3,140,3,154,13,9,0,23,159,6,0,168,60,3,259,19,23,0,43,264,19,0,275,16,6,342,61,102,3,163,856,220,5,1078,94,32,1366,59,98,0,165,289,254,3,548,115,33,863,94,245,3,340,215,494,10,715,243,134,1438,247,498,6,753,1778,993,16,2785,825,216,4576
LGA11570,0,9,13,0,0,18,20,5,54,3,8,0,11,36,4,0,36,0,3,50,12,18,0,25,139,31,0,166,14,15,221,10,16,0,26,24,12,0,43,5,12,77,17,29,0,50,29,34,0,68,51,55,221,45,82,3,127,250,81,0,331,198,89,742,11,18,0,26,0,0,0,0,504,3,538,9,57,0,65,6,0,0,7,470,4,549,52,146,3,196,388,24,0,413,143,12,762,66,150,0,215,606,51,0,659,36,11,920,171,465,5,643,2100,476,8,2580,202,73,3495,119,251,7,374,519,392,3,919,205,66,1560,315,763,6,1085,600,975,15,1589,805,566,4043,746,1841,25,2608,4222,1915,22,6160,2361,733,11867
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,0,0,0,9,0,6,0,6,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,5,0,4,0,4,14,0,5,3,6,0,6,0,6,4,15,33,3,18,3,27,3,10,0,14,20,16,83
LGA11650,0,14,16,3,0,15,53,0,89,4,4,0,7,28,4,0,34,3,0,37,11,25,0,35,143,21,0,159,6,9,221,8,13,0,18,31,26,0,55,11,4,92,6,37,0,47,32,57,0,90,24,96,254,32,100,3,134,245,108,0,357,244,122,864,17,25,0,42,3,0,0,3,1124,26,1201,30,112,3,140,12,4,0,12,1210,32,1395,40,193,0,233,330,40,0,375,478,24,1115,58,232,3,292,555,89,4,647,46,20,996,167,669,10,841,1679,494,4,2181,135,67,3217,61,335,0,398,415,472,8,889,112,58,1459,143,997,14,1147,423,1462,9,1896,532,660,4239,510,2560,28,3095,3420,2558,19,6002,3633,889,13613
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,3,3,10,3,4,0,7,0,3,0,3,3,3,17
LGA11720,0,0,0,0,0,0,11,0,15,0,0,0,0,3,0,0,3,0,0,3,3,6,0,10,15,0,0,14,0,0,31,0,4,0,4,3,0,0,3,0,0,9,0,3,0,8,3,11,0,14,3,12,34,5,15,0,17,28,9,0,39,39,12,110,3,5,0,10,0,0,0,0,162,8,176,4,15,0,18,0,0,0,0,163,6,191,7,34,0,42,44,3,0,47,55,4,147,7,33,0,36,53,12,0,68,3,3,110,26,78,0,106,185,72,0,256,14,14,384,14,57,0,65,38,58,0,94,15,8,188,17,143,0,160,46,178,0,223,69,116,565,79,357,0,432,361,325,0,691,479,162,1762
LGA11730,0,0,3,0,0,3,6,0,9,0,0,0,3,0,0,0,0,0,0,8,0,5,0,7,4,0,0,6,3,0,16,0,0,0,0,0,3,0,6,0,3,7,3,12,0,10,0,16,0,18,3,21,54,6,22,0,28,10,17,0,28,49,22,120,0,5,0,5,0,0,0,0,132,5,142,5,8,0,9,0,0,0,0,178,9,200,3,26,0,32,9,5,0,16,62,3,112,3,35,0,42,11,6,0,18,3,0,66,18,107,3,127,51,40,0,88,14,10,234,8,44,0,54,20,42,0,57,11,11,140,29,186,0,222,36,215,0,253,50,164,694,71,416,3,493,133,307,3,436,457,198,1585
