LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA10850,4,0,0,43,36,0,4,0,0,39,33,3,5,3,0,49,45,0,3,6,3,56,50,3,8,6,0,62,34,7,19,8,0,61,35,6,5,3,0,56,18,3,7,3,0,33,4,0,7,3,0,16,0,0,3,0,0,9,3,0,7,3,0,10,342,26,65,29,4,474,52,0,0,0,0,58,31,0,0,0,0,31,28,0,6,0,0,40,33,4,0,3,0,41,42,3,7,0,0,57,48,4,15,0,0,65,47,0,3,3,0,47,49,3,7,3,0,64,43,0,10,5,0,51,27,0,7,3,0,39,4,7,5,7,0,20,3,0,0,8,0,11,0,0,3,0,0,9,406,24,68,33,5,531,46,4,3,7,0,59,10,0,3,5,0,18,808,54,145,70,15,1088,40,0,0,0,0,39,109,3,3,0,0,118,202,6,8,0,0,225,191,3,14,0,3,213,185,11,13,3
LGA10900,26,3,3,336,228,9,22,0,3,263,260,15,45,7,3,330,343,45,82,11,3,483,442,40,54,8,6,552,428,62,67,8,4,559,394,45,57,5,3,503,199,29,46,5,4,282,79,5,20,3,0,101,5,4,4,6,0,24,5,0,3,0,0,9,3071,264,432,50,34,3851,639,3,6,3,0,651,537,3,9,6,0,552,341,3,26,7,8,374,317,13,65,4,3,405,379,36,85,14,4,522,485,31,94,14,7,630,513,31,134,6,3,684,498,39,82,15,3,643,484,32,103,10,3,634,386,34,81,13,0,516,185,24,55,16,4,282,51,13,33,11,3,111,23,8,13,5,0,43,4851,259,770,128,37,6048,329,7,25,4,9,375,97,4,11,6,14,133,8354,537,1240,192,88,10412,256,0,0,0,0,258,601,3,27,3,5,634,636,44,65,3,5,747,594,58,91,3,6,755,575,83,141,14
LGA10950,0,0,0,38,17,0,0,4,0,19,10,0,0,0,0,13,27,0,8,4,0,34,37,0,3,3,0,42,23,3,11,3,3,39,24,0,7,3,0,31,4,0,4,3,0,15,5,0,3,0,0,6,0,0,3,3,0,3,0,0,3,3,0,9,208,5,36,26,4,284,20,0,0,0,0,20,16,0,0,0,0,16,16,0,0,0,3,17,19,0,3,4,0,23,14,0,0,0,0,14,28,0,0,0,0,34,28,3,4,0,0,34,15,0,0,0,0,15,14,0,0,0,0,12,19,0,3,0,0,20,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,194,3,17,11,6,235,12,0,0,0,0,11,3,0,0,9,4,16,422,15,56,40,12,551,23,0,0,0,0,18,79,3,4,0,0,82,102,0,10,0,0,109,79,3,6,4,3,86,58,3,8,0
LGA11100,6,0,3,1523,1466,18,10,3,4,1510,1188,34,7,5,0,1236,1220,48,36,0,0,1311,1192,47,29,0,7,1286,1011,43,31,3,3,1090,749,46,20,4,9,823,373,22,9,3,0,404,115,9,3,0,0,128,18,5,0,0,0,31,4,0,0,0,0,5,9692,284,157,26,42,10195,472,0,3,0,7,483,923,3,4,0,7,940,654,7,7,0,4,677,596,15,16,14,0,639,602,24,33,15,3,671,725,22,52,7,7,812,751,29,32,0,11,824,575,17,30,3,4,630,418,13,29,7,3,466,255,19,18,11,3,299,108,5,10,4,6,131,28,4,3,0,0,41,11,5,0,9,0,26,6121,168,237,64,50,6638,836,6,6,4,6,861,303,10,12,11,40,382,16949,465,419,106,143,18078,255,0,0,0,4,255,1891,11,18,0,12,1936,3761,97,54,5,16,3930,4423,185,92,8,30,4734,4021,227,103,12
LGA11150,3,0,0,45,36,0,0,0,0,32,29,0,0,0,0,35,32,5,4,0,0,42,24,3,3,3,0,38,36,3,3,0,0,51,19,3,6,0,0,31,16,0,0,3,0,18,3,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,273,13,25,23,4,337,7,0,0,0,0,7,13,0,0,0,0,13,17,0,0,0,0,17,13,0,0,0,0,13,15,0,3,0,0,16,5,0,0,0,0,13,12,0,0,0,0,12,6,0,0,0,0,15,9,0,0,0,0,12,3,0,3,0,0,9,9,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,122,3,12,4,4,145,16,0,0,0,0,15,11,0,0,0,3,10,424,20,39,28,12,510,10,0,0,0,0,10,53,0,3,0,3,59,77,0,5,0,3,91,82,4,8,0,3,94,61,5,3,0
LGA11200,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,7,4,0,0,0,0,10,3,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,43,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,30,10,0,0,0,0,8,0,0,0,0,0,0,72,0,7,6,0,83,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,9,8,0,0,0
LGA11250,4,0,0,224,139,0,5,0,0,150,131,9,7,0,0,146,160,9,9,0,0,176,181,8,7,3,0,202,213,10,14,7,0,247,176,11,14,0,3,213,104,11,10,5,0,132,27,3,7,0,0,34,7,0,5,0,0,6,0,0,0,0,0,3,1522,68,81,16,13,1707,137,0,0,0,0,143,111,0,3,0,0,111,119,0,3,3,0,125,127,3,3,0,3,145,125,0,3,0,3,134,130,3,12,3,0,146,143,7,9,0,3,161,132,0,10,0,0,144,163,4,13,3,3,182,70,3,9,8,0,89,38,0,5,5,0,50,16,0,3,0,0,20,3,0,0,0,0,4,1315,23,63,33,20,1455,151,3,7,4,9,173,51,0,0,0,16,70,3042,101,154,52,57,3404,83,0,0,0,0,84,333,0,15,0,3,344,493,6,10,0,3,519,404,7,18,0,0,435,354,19,11,3
LGA11300,14,3,0,656,553,27,12,8,0,599,392,22,19,7,0,445,440,23,18,3,7,488,490,31,28,3,3,556,477,54,43,0,4,577,407,32,21,6,4,469,237,9,12,0,4,262,84,4,8,0,0,93,15,0,4,3,0,21,8,0,0,0,0,8,4096,230,178,28,25,4563,465,0,6,3,0,479,591,0,21,0,3,617,353,3,6,3,0,372,330,18,28,7,0,383,319,17,18,5,0,367,372,18,28,15,0,427,324,20,28,11,0,389,347,23,18,11,0,402,281,13,19,0,0,321,215,15,20,5,0,253,126,3,7,3,8,149,32,3,3,0,0,41,16,0,7,0,0,29,3774,137,214,72,23,4224,312,6,8,4,9,341,122,3,6,4,21,152,8309,377,413,109,71,9280,78,0,0,0,0,80,581,8,8,3,4,601,1175,66,34,5,9,1287,1176,86,44,18,0,1318,942,107,67,12
LGA11350,24,0,4,257,168,21,28,0,0,219,138,24,33,3,7,201,204,39,54,11,3,305,239,52,89,11,3,398,208,45,58,7,6,315,174,28,60,14,5,280,92,16,33,4,0,143,15,10,13,4,0,45,0,0,0,0,0,4,3,3,3,3,0,8,1644,244,398,61,25,2372,244,0,3,0,7,249,231,0,8,3,4,246,261,9,33,6,3,307,276,12,59,18,4,363,269,26,85,15,9,401,338,32,107,16,11,509,314,33,111,10,6,477,280,27,114,6,8,439,305,22,83,16,13,440,211,28,77,10,8,331,71,12,43,12,3,128,20,4,9,4,3,42,8,3,9,3,0,25,2831,208,739,116,76,3966,180,6,37,9,3,232,79,3,16,18,26,142,4726,463,1195,206,128,6716,97,0,3,3,0,106,347,0,15,3,6,366,476,20,68,5,7,575,459,60,93,3,7,626,426,80,120,6
LGA11400,0,0,0,72,56,0,8,0,0,65,36,7,16,3,0,61,68,8,9,5,0,92,76,4,14,6,0,101,69,11,19,8,0,110,78,4,14,0,0,99,31,5,10,7,0,57,8,3,12,13,0,39,4,0,5,10,0,19,0,0,3,3,0,11,546,45,109,61,6,779,43,0,0,0,0,50,38,0,0,0,0,41,42,0,3,0,0,46,60,3,4,8,0,73,54,3,11,7,0,79,83,4,15,5,0,103,57,8,15,0,0,79,87,7,10,7,0,105,67,7,12,0,0,85,50,4,15,11,0,83,15,5,8,17,0,42,5,7,5,7,3,27,7,0,6,11,0,22,615,42,105,74,14,857,57,0,9,7,0,78,17,0,3,15,0,39,1245,87,226,156,22,1741,61,0,0,0,0,61,124,0,5,0,4,139,213,4,17,4,3,241,220,16,29,8,0,280,192,22,48,10
LGA11450,22,0,9,707,439,22,29,3,3,501,407,46,30,10,5,502,542,68,43,9,5,671,592,58,46,3,10,708,487,58,38,3,4,596,362,37,26,3,3,439,187,22,24,7,3,239,54,3,5,3,0,74,3,0,0,0,0,5,6,0,0,0,0,6,4478,345,290,46,44,5202,854,0,3,3,3,861,567,4,20,3,5,602,334,11,38,3,4,394,466,28,70,18,3,584,518,45,71,14,7,651,570,57,56,10,8,691,505,28,61,11,3,618,437,38,32,17,5,529,396,25,47,10,3,472,252,33,39,9,3,334,79,21,11,8,4,121,27,9,6,0,0,44,8,0,3,3,0,19,5012,294,461,112,43,5920,385,14,21,8,8,439,153,7,21,15,16,214,10025,663,787,179,114,11773,550,5,3,0,6,564,1485,20,39,0,15,1558,1689,109,90,5,22,1913,1409,189,119,8,13,1745,1249,226,123,11
LGA11500,29,0,9,1436,1147,32,53,6,3,1234,1121,43,65,3,8,1246,1355,65,56,9,11,1494,1313,59,64,9,11,1458,1344,83,61,5,15,1506,1158,50,45,6,14,1276,584,26,27,3,8,646,129,17,6,0,0,154,28,3,5,3,0,42,3,0,0,0,0,3,10951,396,420,51,94,11912,1404,5,0,6,4,1419,1206,0,20,5,8,1240,760,11,29,18,5,824,947,21,60,28,8,1072,944,39,65,14,10,1076,1032,41,61,14,6,1158,919,35,78,20,9,1066,918,37,62,14,7,1040,793,38,48,15,9,907,546,28,49,9,3,635,257,18,16,9,3,300,71,4,4,6,0,86,20,4,8,3,3,31,9809,292,505,159,76,10848,844,18,19,13,7,900,319,15,14,14,54,421,21927,717,959,239,234,24077,649,0,7,0,5,660,2395,18,32,4,23,2472,3099,121,107,3,30,3357,2996,205,152,16,13,3381,2796,264,199,8
LGA11520,38,5,4,1439,1257,42,33,4,10,1347,964,57,35,3,4,1063,945,54,41,8,3,1053,849,88,66,4,12,1016,846,65,56,3,4,979,636,42,35,5,4,722,333,33,13,3,0,387,108,13,8,0,0,125,27,8,3,4,0,40,9,0,4,0,0,9,8163,414,341,44,42,9010,534,0,5,0,0,550,742,0,13,0,3,758,541,18,33,9,6,607,539,33,60,18,3,645,554,54,72,10,7,690,606,53,93,19,3,770,514,45,77,19,8,664,470,49,52,6,4,587,427,45,61,11,3,547,316,30,41,12,3,396,150,19,39,14,0,221,46,8,19,5,0,79,11,11,8,4,0,33,5458,369,566,135,38,6565,575,10,21,8,9,628,212,11,15,11,27,271,14406,804,948,201,123,16478,193,0,0,0,0,196,1425,9,22,3,4,1476,2764,103,92,5,18,2985,2862,192,116,11,21,3208,2556,262,100,15
LGA11570,74,11,23,2773,2174,104,118,15,14,2429,1813,139,156,18,10,2141,2134,173,179,22,18,2526,2305,178,154,22,19,2679,2311,194,143,29,26,2704,1923,128,134,28,17,2229,1001,76,69,12,12,1172,263,39,14,13,5,331,52,14,3,0,0,76,24,3,4,3,0,35,18478,1131,1116,187,168,21070,1583,3,14,17,14,1630,1981,9,52,17,21,2083,1300,38,103,25,10,1477,1510,76,146,43,13,1777,1671,110,158,67,21,2028,1783,120,170,55,22,2156,1742,126,191,49,11,2120,1580,110,116,34,15,1849,1315,81,136,43,17,1584,962,58,104,31,8,1161,455,42,42,21,5,559,144,21,21,11,4,196,54,8,4,3,3,76,16075,787,1252,417,158,18684,1259,39,54,39,26,1415,680,31,58,42,95,909,36497,1988,2475,682,443,42086,849,9,10,0,14,877,3916,89,111,18,39,4175,6123,335,259,26,50,6797,6035,643,451,48,47,7226,5421,744,544,46
LGA11600,0,0,0,21,16,0,0,0,0,19,11,5,0,0,0,19,21,3,8,4,0,33,23,6,9,3,0,40,11,4,7,6,3,27,19,7,0,0,0,30,5,0,6,0,0,16,0,4,3,0,0,5,0,0,0,0,0,7,0,0,0,3,0,3,154,28,33,22,0,233,13,0,0,0,0,16,12,0,0,0,0,13,18,0,0,3,0,23,18,0,0,0,0,22,18,3,0,3,0,27,13,3,3,4,0,25,21,0,3,0,0,24,23,0,0,3,0,28,15,3,5,0,3,23,6,0,8,0,0,12,4,4,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,8,167,17,24,17,3,230,27,4,6,3,3,35,8,0,0,3,0,10,354,45,57,42,9,510,30,0,0,3,0,30,53,0,3,3,0,61,74,3,6,3,0,85,58,3,9,0,0,71,52,11,9,3
LGA11650,84,3,10,2601,1844,98,93,14,6,2052,1778,131,134,29,9,2081,2397,203,198,26,23,2854,2793,237,231,35,23,3315,2665,212,215,46,28,3164,2391,167,159,36,16,2772,1193,85,88,24,9,1397,246,51,34,7,3,343,39,12,20,11,0,84,10,3,0,3,0,24,20395,1234,1293,234,149,23302,3531,10,15,9,41,3600,2556,3,53,15,13,2643,1700,31,114,31,15,1890,2207,84,220,45,15,2574,2430,137,310,61,11,2954,2751,163,338,65,20,3337,2730,180,310,77,30,3330,2670,135,246,50,23,3129,2500,136,252,70,32,2994,1668,95,210,66,21,2057,641,85,109,35,19,896,197,40,46,26,7,314,44,13,20,12,0,88,25623,1119,2245,554,259,29798,2163,63,108,37,39,2410,643,38,44,49,93,866,48820,2451,3697,876,537,56377,1401,4,4,3,13,1428,4623,37,119,12,34,4829,5513,173,310,19,30,6050,4995,427,363,34,30,5846,4671,557,479,51
LGA11700,0,0,0,10,4,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,10,4,0,0,4,0,7,11,0,0,3,0,13,3,0,5,0,0,12,5,0,3,3,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,5,19,9,3,90,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,8,0,0,0,3,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,7,0,45,3,0,0,0,0,6,3,0,0,3,0,10,98,7,21,20,3,147,3,0,0,0,0,3,18,0,0,0,0,18,21,3,3,0,0,28,20,0,0,3,3,25,9,3,6,0
LGA11720,14,0,0,371,322,8,14,3,4,350,268,15,24,3,5,310,324,24,23,3,6,386,376,40,21,3,4,445,314,26,28,6,4,377,290,23,39,6,0,356,123,17,19,5,3,167,21,8,13,11,0,55,6,0,0,0,0,11,3,0,0,0,0,4,2778,170,195,54,34,3230,541,0,0,3,3,546,415,0,3,3,3,423,328,4,23,7,0,360,393,13,31,5,7,445,366,5,19,9,4,411,423,21,40,5,3,490,402,14,31,7,8,462,392,15,29,11,3,450,345,13,22,11,4,398,227,15,24,11,3,280,85,13,14,7,0,122,15,4,7,4,0,35,4,4,7,0,0,14,3948,124,246,97,39,4449,343,9,14,5,10,370,100,6,3,9,11,132,7171,301,458,156,91,8185,210,0,0,0,4,213,654,5,19,0,7,684,784,17,42,0,6,850,764,45,33,7,4,862,693,57,41,13
LGA11730,15,0,3,254,198,12,16,0,0,223,252,14,24,10,0,297,347,24,52,8,0,429,389,34,65,12,4,502,398,39,49,15,3,495,390,30,46,19,6,489,169,21,38,16,0,252,44,7,10,4,3,69,4,3,4,0,0,15,3,0,3,0,0,8,2690,189,330,90,29,3325,418,0,0,0,7,424,236,0,4,4,8,252,236,0,11,3,3,249,255,3,25,5,3,285,323,13,39,8,5,390,378,17,37,9,8,434,432,13,49,11,3,510,446,20,48,18,8,541,471,18,56,16,8,568,350,20,44,20,4,442,94,4,30,16,5,153,31,3,14,11,3,66,15,3,10,7,0,32,3682,122,368,121,57,4344,314,10,23,14,10,375,87,9,16,20,28,157,6764,324,738,246,130,8198,199,0,3,0,3,209,573,3,18,6,9,607,628,23,30,3,4,690,610,37,47,6,5,705,678,54,96,13
LGA11750,3,0,0,81,50,0,3,0,0,57,22,4,3,0,0,31,48,0,5,0,0,57,30,0,3,0,0,38,42,7,7,11,0,70,34,0,3,10,0,44,13,3,3,0,0,24,4,3,3,5,0,12,0,0,0,4,0,7,0,0,0,3,0,7,372,24,40,29,4,470,27,0,0,0,0,27,24,0,0,0,0,26,33,0,3,4,0,36,43,0,8,3,0,50,25,3,3,0,4,40,29,0,0,3,0,35,22,0,0,0,0,30,26,3,4,0,0,33,17,0,3,3,0,22,23,0,0,3,0,29,5,0,0,0,0,9,0,0,0,0,0,3,7,0,0,0,0,5,293,8,29,16,4,348,42,0,6,5,0,48,17,0,0,3,4,20,714,33,74,49,13,884,30,0,0,4,0,37,116,3,4,0,3,124,206,6,7,3,3,227,178,3,12,0,0,192,130,18,13,3
LGA11800,31,3,3,628,489,17,41,3,4,550,437,32,41,11,6,529,672,44,67,18,6,802,789,64,85,14,8,953,753,51,80,15,10,911,718,36,62,14,4,840,332,33,42,12,4,417,83,13,23,3,0,112,13,0,3,3,0,17,3,0,3,0,0,5,5453,293,475,92,43,6359,843,0,4,5,8,858,579,0,13,3,8,602,482,9,30,12,7,535,592,15,50,7,3,664,644,24,66,13,5,756,737,30,94,15,6,884,727,32,80,21,10,866,752,35,70,19,10,879,748,26,69,22,9,879,470,25,65,15,12,586,174,10,35,19,0,238,41,9,8,7,4,67,12,3,6,9,3,31,6798,219,585,168,76,7850,551,14,43,17,14,642,165,6,19,13,33,237,12976,532,1124,287,167,15087,308,0,3,0,7,315,1151,8,30,3,9,1199,1392,24,83,15,3,1520,1325,66,117,18,9,1536,1232,107,141,30
LGA12000,3,0,0,21,14,0,0,0,0,17,12,3,0,0,0,19,13,4,0,0,0,23,28,0,8,0,0,31,12,3,10,0,3,26,17,0,9,0,0,30,5,3,0,3,0,13,0,0,0,0,0,4,0,0,3,0,0,6,0,0,4,5,0,8,136,12,39,18,9,215,27,0,0,0,0,30,18,0,0,0,0,18,17,0,0,0,0,16,9,0,0,0,0,13,20,3,7,0,0,29,20,0,3,3,0,27,16,3,10,0,0,30,20,3,4,0,0,26,13,0,0,4,0,18,11,0,0,0,0,18,6,0,3,4,0,12,5,0,0,0,0,7,0,3,0,0,0,6,184,12,35,11,0,241,6,0,3,3,0,12,5,0,0,0,3,13,336,22,75,34,8,477,14,0,0,0,0,15,46,0,6,0,0,50,49,0,10,0,0,56,42,6,9,3,0,50,36,5,5,4
LGA12150,3,0,0,36,33,0,0,0,0,37,15,0,3,0,0,16,26,0,7,3,0,36,28,6,3,6,0,46,41,0,4,5,0,58,33,3,13,10,0,57,23,0,11,7,0,34,3,0,0,0,0,10,5,0,3,0,0,7,0,0,0,3,0,9,266,15,51,40,7,376,16,0,0,0,0,16,13,0,0,0,0,15,21,0,3,0,0,24,16,0,0,0,0,16,23,0,3,0,0,23,22,0,0,0,0,28,23,0,4,0,0,28,13,0,0,0,0,21,30,0,3,4,0,35,16,0,0,3,0,16,5,3,3,3,0,14,3,0,0,0,0,3,0,0,4,0,0,9,212,4,18,16,7,258,34,0,3,4,3,40,18,0,0,4,4,29,524,21,69,63,23,697,14,0,0,0,0,18,56,0,4,0,0,55,67,0,9,0,3,86,80,3,5,5,0,93,36,4,11,5
LGA12350,3,0,0,64,57,3,4,3,0,72,73,0,9,0,3,88,81,3,11,8,4,110,108,9,23,3,3,139,91,9,17,0,3,123,83,8,16,3,3,105,54,9,16,5,0,80,10,0,13,3,0,28,0,0,10,3,0,13,0,0,3,0,0,3,741,42,119,29,15,951,123,0,0,0,0,128,78,0,4,4,0,77,65,3,3,0,0,70,66,7,11,7,3,93,68,3,17,6,0,92,99,5,10,5,0,121,115,4,13,8,0,135,97,7,14,3,6,123,89,3,12,0,0,103,58,5,17,6,0,87,34,3,8,4,0,54,5,0,11,0,3,15,0,0,7,9,0,10,893,37,119,54,12,1118,72,0,11,3,3,99,16,0,0,7,11,37,1724,85,256,96,38,2199,87,0,0,0,5,95,261,3,11,0,4,280,188,5,11,8,0,217,183,10,23,5,0,229,199,13,40,3
LGA12380,44,10,14,2137,1826,69,83,9,12,2006,1577,79,99,9,12,1776,1645,98,104,8,13,1868,1752,123,117,11,8,2021,1719,95,102,16,13,1946,1248,79,70,7,9,1421,708,36,34,14,3,800,203,24,12,3,0,245,56,6,4,6,0,68,6,0,0,3,0,15,14218,682,706,101,104,15815,1164,3,6,7,16,1195,1407,13,27,9,22,1474,1021,26,44,16,6,1113,1151,53,93,36,10,1344,1165,72,106,34,15,1399,1145,80,96,34,13,1371,1064,70,74,31,13,1252,894,71,88,19,5,1074,831,36,67,15,13,963,607,27,47,13,9,705,291,29,26,7,3,365,86,9,12,5,0,113,25,4,7,8,0,35,10854,494,695,238,123,12401,874,26,26,10,20,958,510,21,35,27,70,656,26453,1221,1465,376,318,29827,634,4,9,6,10,659,3243,67,82,17,24,3436,5212,253,191,18,49,5730,5412,430,293,27,45,6201,5060,497,321,30
LGA12700,0,0,0,32,16,3,0,0,0,22,24,5,4,0,0,36,37,0,4,0,0,47,40,4,13,3,0,63,53,4,12,0,0,71,45,4,13,6,3,72,17,4,6,3,0,33,3,7,3,3,0,23,0,4,0,3,0,11,0,3,0,0,0,6,304,39,64,21,4,439,63,0,0,0,0,68,33,0,3,0,0,38,20,0,0,4,0,21,34,6,3,0,0,48,58,5,3,4,0,65,54,0,9,0,0,58,54,3,12,4,0,74,52,3,8,5,0,73,58,3,6,5,0,72,37,3,6,3,0,52,11,6,3,3,0,31,3,3,3,4,0,14,3,0,3,0,0,13,471,32,64,41,3,617,44,0,7,0,0,48,12,7,0,7,0,21,833,82,131,72,9,1133,38,0,0,0,0,38,56,0,0,0,0,64,64,3,3,0,0,71,49,7,14,0,0,70,65,17,11,0
