LGA_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA20740,4,0,3,193,130,5,12,0,3,144,123,10,12,0,3,153,160,24,33,5,3,227,187,30,29,11,5,270,171,23,27,11,5,240,181,21,21,8,3,238,84,15,20,7,0,124,23,6,6,4,0,35,0,3,6,3,0,17,3,0,0,3,0,8,1381,141,189,57,25,1791,291,3,3,0,6,299,210,3,3,3,4,223,162,0,8,4,0,180,235,15,23,4,3,279,215,12,36,13,5,273,279,10,21,10,5,321,283,10,33,9,3,340,318,20,31,11,4,381,319,12,26,14,3,381,213,12,35,14,3,282,75,3,27,13,0,119,28,3,10,4,3,51,11,6,13,6,0,29,2634,117,271,98,33,3162,282,18,35,12,8,352,50,5,6,10,12,81,4346,285,497,182,83,5389,78,0,0,0,0,84,291,3,11,3,4,317,414,18,23,4,3,462,340,30,56,5,5,440,342,50,60,4
LGA20830,20,7,4,446,271,17,23,3,3,319,243,16,28,8,3,302,291,25,37,7,3,359,342,41,41,7,6,440,322,24,41,19,4,405,263,33,42,16,3,356,126,13,34,9,0,191,36,14,21,7,0,79,8,5,13,8,0,35,5,0,5,4,0,19,2691,203,317,85,34,3336,494,0,0,3,10,511,424,5,3,3,7,435,271,6,22,7,0,309,339,17,30,10,0,398,351,22,42,16,5,442,402,17,34,16,3,481,410,26,48,14,11,509,385,23,42,15,3,469,349,18,36,16,4,430,256,15,48,17,0,332,73,12,21,22,3,128,23,3,10,13,3,50,12,6,16,4,3,38,3788,173,351,165,46,4529,350,10,20,15,3,386,108,3,13,8,23,153,6935,383,703,277,104,8405,184,0,0,0,4,186,794,11,23,0,9,840,924,38,59,11,11,1037,806,90,69,13,7,980,660,94,94,10
LGA20910,34,6,0,929,683,36,46,4,3,777,460,51,44,0,0,552,487,96,73,15,3,665,613,132,83,18,9,850,680,117,75,14,0,881,469,76,62,13,0,628,267,56,40,5,3,370,95,12,21,0,0,130,19,4,6,0,0,34,0,4,3,0,0,9,5148,607,495,72,28,6348,705,0,11,7,0,722,916,4,17,7,6,946,474,4,26,3,0,509,476,25,57,16,6,575,544,56,121,30,4,752,744,121,167,32,5,1068,850,124,163,29,9,1172,726,90,140,24,3,982,622,66,112,23,5,828,415,67,81,31,6,598,279,50,64,20,8,420,84,22,26,18,4,153,18,12,13,12,3,60,6848,651,998,245,55,8798,453,33,42,16,8,551,168,12,22,15,30,254,12620,1307,1554,346,120,15951,131,0,3,0,0,132,957,17,41,3,3,1017,1727,77,108,8,8,1931,1665,152,143,16,12,1986,1236,218,126,13
LGA21010,8,0,4,89,70,4,8,0,0,81,55,0,10,0,0,74,77,10,6,0,0,94,110,11,3,3,0,137,133,17,17,6,0,169,105,5,10,4,0,127,52,3,15,5,3,74,10,6,8,3,0,35,3,0,0,3,0,10,3,0,3,0,0,7,780,61,87,41,10,978,127,0,0,0,4,131,85,0,5,0,0,87,58,0,4,4,0,75,75,6,5,3,0,86,101,3,5,0,0,114,131,3,6,3,3,147,135,3,15,0,3,154,134,6,10,3,0,147,139,8,14,13,6,180,123,4,10,7,0,151,49,3,11,6,0,67,6,0,7,3,0,19,3,0,4,3,0,16,1167,46,96,44,15,1368,127,0,8,4,6,145,25,0,3,10,11,44,2095,104,196,95,43,2531,42,0,0,0,0,45,200,0,7,0,6,209,206,6,15,3,4,230,196,17,22,3,4,246,178,20,26,3
LGA21110,55,8,6,3128,2501,73,77,9,4,2668,1695,95,66,12,10,1877,1639,208,87,31,0,1966,1747,222,94,32,12,2111,1675,206,123,15,10,2025,1443,144,107,21,11,1732,799,90,58,10,9,962,245,48,33,14,0,336,43,19,15,3,3,79,11,3,6,0,0,21,16241,1136,729,163,79,18343,1413,0,13,11,6,1452,2129,6,36,12,10,2188,1270,11,61,4,8,1358,1308,45,109,25,3,1479,1316,120,155,50,4,1648,1615,195,216,71,11,2113,1654,180,208,56,14,2107,1484,153,190,43,14,1886,1403,114,161,41,14,1726,997,99,117,35,6,1260,549,94,107,27,11,781,185,43,50,16,6,300,71,21,33,13,4,140,15392,1086,1449,409,106,18440,1273,63,54,12,7,1409,406,28,33,34,52,555,33305,2315,2265,617,243,38744,211,3,3,0,5,224,2477,28,49,9,11,2575,5621,175,168,17,22,6011,5485,325,258,28,28,6120,4298,395,244,33
LGA21180,29,3,13,1900,1576,53,57,15,10,1701,1281,56,56,15,8,1420,1445,105,72,13,14,1642,1562,102,89,15,17,1778,1388,90,60,10,7,1561,1039,65,41,14,11,1176,529,30,20,6,4,597,115,18,9,0,4,137,18,3,4,3,3,30,9,0,0,0,0,13,11841,555,449,93,99,13040,1372,9,8,6,13,1398,1323,16,20,11,17,1385,936,16,36,14,7,1007,1119,38,70,34,7,1276,1219,55,73,26,8,1387,1391,73,92,33,9,1595,1340,65,83,31,15,1534,1180,56,68,25,15,1349,1053,60,49,18,13,1198,637,43,42,19,3,746,242,31,29,13,11,322,45,10,3,4,3,70,21,3,3,3,3,26,11877,477,582,235,126,13289,917,18,33,15,21,1001,465,20,30,25,75,617,25104,1074,1089,363,316,27948,426,0,4,0,7,433,2684,33,45,5,29,2795,4837,167,149,15,36,5211,4996,363,215,30,40,5642,4444,419,243,40
LGA21270,0,0,0,42,23,0,0,0,0,23,17,0,0,3,0,29,23,9,3,0,0,37,45,4,4,3,0,61,39,6,7,8,0,56,48,7,3,12,3,77,18,3,8,5,0,31,6,0,3,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,283,42,26,33,7,396,51,0,0,3,0,56,24,0,0,0,0,24,22,0,3,0,0,27,27,0,3,4,0,36,41,0,5,4,0,48,55,5,7,6,3,77,63,5,3,3,0,76,61,6,3,9,0,83,60,6,3,6,0,72,43,0,5,7,3,56,15,0,5,8,0,36,3,4,0,0,0,10,0,0,0,0,0,3,467,31,41,47,8,591,44,6,7,0,0,57,11,6,0,9,0,28,808,82,80,91,14,1073,6,0,0,0,0,10,83,0,0,3,3,89,90,3,8,3,0,98,81,13,16,5,0,110,61,15,7,10
LGA21370,17,0,3,347,201,13,16,3,3,233,193,8,21,6,3,240,278,29,50,13,0,367,315,52,58,19,5,440,364,41,49,15,9,480,296,38,47,19,4,405,131,13,35,19,4,193,27,6,11,8,3,55,6,0,6,0,0,13,6,0,5,3,0,10,2464,198,321,103,38,3126,371,0,3,8,5,383,246,0,0,0,4,255,221,0,8,3,4,236,268,14,25,7,0,319,293,15,27,8,7,352,369,18,31,17,6,445,367,24,24,9,4,427,375,25,36,13,11,465,349,19,33,19,3,426,264,19,29,18,0,327,96,7,22,15,3,141,27,4,17,3,3,51,11,0,17,11,0,43,3260,156,279,124,48,3867,329,12,27,13,5,375,102,4,13,21,21,157,6155,371,634,259,117,7532,251,3,0,0,4,255,700,4,22,0,6,739,762,25,55,8,9,849,663,61,61,7,6,794,570,53,70,18
LGA21450,23,3,3,631,466,20,27,3,3,522,378,40,34,10,3,474,444,46,42,4,9,544,519,60,52,12,3,647,425,60,53,14,5,553,318,54,46,22,4,445,147,26,16,6,3,194,43,9,12,3,4,70,6,4,4,4,0,23,3,0,7,5,0,19,3908,339,314,94,39,4695,835,0,4,3,9,854,660,4,19,3,6,690,399,10,40,9,3,462,489,48,75,29,0,642,549,45,94,29,9,730,597,62,96,28,4,797,609,51,79,30,4,774,487,43,69,28,10,625,409,39,47,11,3,511,278,27,37,17,5,371,103,20,31,16,0,176,26,10,21,13,0,63,3,0,9,7,0,23,5436,380,612,218,59,6710,373,21,28,6,7,438,169,13,16,17,22,238,9895,756,976,331,129,12076,320,0,0,0,7,326,1183,16,26,0,10,1240,1409,85,95,3,4,1595,1243,144,131,15,3,1532,1027,202,116,23
LGA21610,59,9,8,1895,1407,46,101,17,14,1584,1115,95,124,21,8,1359,1348,103,133,21,7,1618,1535,134,129,26,5,1833,1374,147,129,21,4,1676,1007,90,77,12,12,1195,551,39,43,14,0,651,125,18,14,7,0,160,24,8,10,0,0,40,6,3,4,7,3,23,11676,725,849,146,83,13488,2031,3,14,5,14,2076,1792,8,38,19,7,1859,1109,39,89,21,9,1267,1426,69,167,43,16,1723,1476,108,245,57,4,1891,1689,101,212,54,20,2076,1697,116,197,50,14,2076,1343,90,105,33,15,1594,1097,86,123,44,11,1363,755,63,95,33,7,959,279,32,34,18,3,375,72,11,18,8,0,109,19,3,16,8,4,52,14798,733,1356,386,138,17412,1138,34,53,15,33,1265,432,38,25,32,65,597,28049,1530,2275,585,320,32763,586,3,9,3,7,602,2765,38,111,13,22,2942,3950,211,263,27,17,4476,3602,400,365,39,33,4440,2981,502,373,47
LGA21670,3,0,0,68,44,4,4,0,0,54,40,0,3,0,0,42,85,3,7,0,0,100,94,8,5,4,0,113,127,3,4,3,4,138,70,3,9,0,0,90,48,6,7,3,0,61,13,4,4,3,0,26,0,0,0,0,0,3,0,0,0,0,0,0,690,33,44,13,4,786,107,0,0,0,3,108,84,0,0,0,0,85,65,0,0,0,0,71,91,3,6,0,0,96,74,7,9,3,3,91,105,0,14,0,0,122,137,3,10,3,0,154,125,8,8,0,0,146,131,3,16,0,0,147,82,3,13,6,3,99,33,5,9,3,3,54,10,0,4,0,0,15,10,0,3,0,0,12,1055,31,86,18,17,1202,95,0,3,3,0,105,27,0,5,4,10,44,1863,62,138,45,36,2142,40,0,0,0,0,40,159,0,0,0,0,163,175,3,8,0,3,191,140,7,9,4,4,160,142,17,11,0
LGA21750,11,0,0,234,140,11,6,0,0,160,124,10,22,4,0,161,128,10,12,8,5,163,199,11,22,8,0,247,190,14,27,12,0,236,165,22,11,11,0,203,82,9,28,4,3,121,24,7,10,7,0,50,0,0,8,3,0,11,0,0,5,9,0,12,1457,96,154,62,18,1787,214,0,0,3,7,221,189,0,3,0,0,188,140,0,6,4,3,160,186,4,11,11,0,210,206,5,27,6,0,241,203,7,17,3,0,236,229,14,14,3,0,264,229,8,22,6,0,275,188,11,29,4,4,231,140,11,17,7,0,174,50,7,21,8,3,88,14,0,13,8,0,33,3,0,5,3,0,13,1994,71,187,72,19,2337,211,8,12,5,7,249,54,3,0,5,10,80,3716,175,361,140,59,4444,122,0,0,0,3,121,424,8,11,0,6,446,544,13,32,3,0,598,484,26,43,0,4,559,386,39,57,15
LGA21830,15,3,0,130,74,8,10,4,0,92,73,8,20,6,0,109,84,14,23,5,0,128,136,17,32,11,0,197,130,21,47,9,0,209,109,9,36,15,0,176,52,12,22,9,0,100,10,6,12,5,0,42,0,4,7,6,0,19,0,0,8,3,0,11,876,101,227,93,8,1304,153,0,3,0,3,162,123,0,3,3,4,133,89,0,3,0,0,100,114,0,19,3,3,134,105,11,9,5,0,130,153,10,17,7,3,188,145,6,10,7,0,175,149,5,23,3,0,181,143,6,23,11,0,184,96,9,19,9,0,133,43,6,16,10,3,75,7,3,14,7,0,37,6,0,4,4,0,11,1344,50,146,75,23,1638,107,8,15,7,11,153,35,3,3,10,15,62,2364,164,391,179,55,3159,63,0,0,3,0,68,264,8,13,7,0,293,334,3,28,6,3,379,261,26,36,10,0,327,251,40,65,12
LGA21890,52,5,6,1584,1335,49,89,7,7,1491,970,66,71,14,5,1127,986,70,87,7,9,1164,1213,94,92,25,9,1434,1095,82,76,17,10,1279,879,63,59,10,3,1028,507,37,20,9,4,582,133,11,11,3,3,163,15,12,9,7,0,40,3,7,0,0,0,9,9520,526,569,114,67,10794,1149,5,4,0,13,1173,1613,8,32,3,14,1666,1006,20,60,21,12,1115,1007,39,101,24,12,1180,1071,60,163,25,14,1332,1166,68,170,24,9,1438,1083,68,147,36,10,1341,1008,52,102,19,11,1188,873,43,80,20,6,1022,613,30,69,13,12,733,214,26,39,15,10,299,56,11,13,3,0,84,20,3,6,3,0,32,10872,426,983,208,113,12602,909,23,41,14,12,993,347,12,28,14,49,456,21650,981,1616,346,244,24847,219,0,4,0,4,227,1809,20,38,7,10,1889,3256,112,183,16,21,3590,3214,251,256,17,26,3769,2669,316,240,41
LGA22110,21,0,9,274,190,11,12,4,4,220,182,16,16,3,6,225,239,27,23,6,5,302,342,27,45,3,3,423,376,36,47,16,8,476,306,35,51,22,0,409,161,14,38,25,3,238,33,8,15,17,0,82,8,6,7,3,0,20,3,0,9,11,3,22,2384,178,300,109,35,3010,350,0,0,0,7,360,230,0,7,3,0,237,250,4,18,0,0,274,280,11,34,10,4,336,354,7,39,9,4,406,383,18,37,4,4,448,454,11,29,7,3,511,432,15,41,15,8,506,482,24,29,10,10,558,327,28,34,17,6,415,129,22,38,28,4,214,30,3,13,10,0,68,13,5,20,9,0,36,3717,140,345,129,51,4376,402,13,23,23,20,483,77,3,22,24,34,157,6583,334,690,283,134,8022,180,0,3,0,3,186,601,3,15,0,5,629,636,19,60,4,9,731,572,44,53,8,10,691,544,63,66,13
LGA22170,29,3,4,1209,903,26,41,3,3,978,712,41,38,3,3,796,801,75,59,16,8,962,975,88,70,11,12,1145,996,82,72,15,10,1173,717,75,49,11,9,858,383,40,31,7,11,469,84,11,14,4,0,114,11,3,4,3,0,27,6,0,0,0,0,8,7614,471,409,76,63,8634,1122,3,6,0,13,1147,956,5,18,6,11,992,660,9,48,15,9,741,912,35,91,27,3,1066,993,52,105,24,8,1180,1068,81,102,32,12,1296,1086,75,103,25,13,1300,999,64,105,26,3,1199,853,57,82,19,11,1023,591,60,72,25,5,757,248,38,42,11,5,345,56,19,10,10,5,98,25,3,8,3,0,37,9557,507,787,233,93,11175,773,30,53,17,4,875,239,12,16,16,40,322,18182,1018,1264,346,198,21004,403,0,3,0,4,417,1867,19,43,4,16,1957,2632,86,127,8,17,2866,2285,205,176,14,14,2697,1984,292,196,21
LGA22250,5,0,0,75,55,3,0,0,0,57,40,3,3,0,0,48,73,4,10,7,0,95,80,11,15,3,0,117,68,12,20,4,0,104,73,9,27,6,0,114,37,3,11,3,0,55,13,6,9,3,0,36,0,0,0,3,0,6,3,0,0,3,0,7,598,64,105,35,11,808,90,0,0,0,0,98,66,0,0,0,0,72,53,0,4,0,0,59,85,0,8,8,0,100,76,6,7,3,0,93,77,4,8,0,0,92,103,11,5,0,0,116,120,9,10,6,0,135,95,4,12,0,3,120,85,3,9,12,0,102,40,7,4,8,0,62,8,0,3,5,0,21,0,3,3,3,0,6,891,49,78,43,15,1076,71,9,13,4,3,101,27,3,3,6,5,45,1588,123,194,82,40,2032,43,0,0,0,3,41,164,0,8,0,0,171,188,8,15,0,0,208,150,11,16,4,3,183,149,36,31,3
LGA22310,39,6,3,1268,1005,44,64,3,0,1121,716,59,70,8,3,854,779,99,71,20,3,977,838,117,101,14,9,1066,847,112,90,13,0,1062,700,67,67,9,9,857,430,42,41,4,6,520,116,29,13,0,3,156,19,5,8,0,3,43,4,9,3,0,0,20,7279,617,576,76,37,8585,801,0,6,8,6,818,1203,7,33,8,3,1255,802,15,48,3,6,881,806,38,115,26,9,985,825,80,140,39,11,1088,947,98,159,40,4,1248,979,100,197,32,6,1318,834,82,152,22,3,1093,773,55,102,28,5,958,607,60,96,20,7,785,306,52,78,25,4,468,101,21,32,7,4,163,38,13,5,3,3,70,9017,618,1158,265,68,11133,641,31,57,13,7,745,233,14,20,9,28,312,17169,1283,1819,362,143,20777,155,0,3,0,0,160,1175,13,36,5,9,1234,2343,101,123,12,7,2587,2275,214,183,16,8,2697,1683,305,191,23
LGA22410,3,4,0,121,98,0,7,3,0,101,85,12,6,0,0,108,119,13,17,9,3,152,153,16,20,3,0,192,170,14,25,6,0,211,129,13,30,15,0,188,64,3,25,10,0,103,14,5,15,10,3,43,0,0,12,3,0,18,0,0,8,6,0,10,1060,73,163,70,14,1383,185,0,0,4,3,192,128,0,3,0,3,134,106,0,7,3,0,115,113,3,12,3,3,133,144,3,14,4,0,163,183,12,12,5,0,217,162,6,19,4,0,195,196,12,14,3,0,227,163,10,23,6,3,197,105,5,10,11,0,138,48,9,8,8,6,73,12,0,12,6,0,21,4,5,9,0,0,10,1534,66,133,56,23,1810,154,6,19,4,3,181,52,0,8,14,9,84,2794,144,321,139,45,3452,88,0,0,0,0,88,257,0,10,0,3,268,308,11,17,7,6,341,323,14,29,3,0,371,303,34,31,6
LGA22490,3,0,0,54,44,12,8,0,0,67,35,9,6,3,0,53,47,7,16,4,0,72,53,8,5,6,0,71,32,16,12,9,3,68,42,8,11,3,0,62,26,0,15,0,0,38,3,4,7,6,0,22,0,3,0,4,0,9,0,0,3,0,0,4,378,57,77,36,8,553,56,3,0,0,0,58,56,0,0,0,0,57,49,4,3,0,0,53,56,4,10,3,0,74,64,12,13,12,0,97,80,9,15,10,0,111,93,13,21,8,4,130,69,8,12,4,0,96,53,6,9,7,0,76,48,8,15,10,0,78,21,7,6,4,0,35,0,0,7,0,0,10,4,0,0,0,0,8,641,73,107,53,11,886,66,3,9,4,0,79,27,3,0,4,3,36,1107,142,190,99,19,1552,37,0,0,0,0,43,136,4,6,0,3,146,157,9,6,3,0,173,157,25,19,4,3,209,125,32,37,4
LGA22620,20,4,3,1280,847,31,39,5,8,921,715,46,46,11,8,819,935,61,54,4,3,1066,1046,81,57,16,15,1208,1091,82,77,18,8,1276,879,45,66,18,4,1023,446,41,29,7,8,532,95,20,11,7,3,130,17,3,8,5,0,34,10,0,0,3,0,17,8371,423,425,108,60,9382,1270,0,3,3,19,1295,1298,0,12,3,9,1324,799,13,33,8,6,867,1013,34,58,23,6,1137,1039,51,85,28,11,1206,1129,45,75,15,8,1279,1114,44,79,28,13,1275,1082,33,66,18,10,1208,1086,38,69,20,13,1227,712,33,65,15,7,836,229,23,42,27,3,321,65,9,21,11,0,108,28,4,7,10,4,47,10869,330,612,207,107,12137,1086,27,32,16,24,1185,263,8,21,23,40,354,20592,783,1096,353,233,23059,472,0,3,3,8,488,2203,17,39,4,14,2274,2922,76,101,13,14,3125,2498,157,137,17,13,2824,2158,216,175,18
LGA22670,30,6,16,2570,2241,53,49,7,20,2371,1917,94,71,13,15,2109,2240,119,80,8,23,2464,2571,160,89,22,23,2864,2488,130,97,17,3,2740,1922,93,60,8,14,2105,1036,47,45,10,5,1135,270,42,11,7,3,337,46,15,0,0,0,63,9,3,0,0,0,19,18734,777,557,109,135,20307,1099,3,4,8,11,1126,1471,5,18,17,7,1520,1067,19,32,18,8,1153,1332,57,67,22,7,1483,1607,61,71,27,14,1775,1732,71,96,25,17,1942,1662,76,73,32,13,1856,1437,73,72,26,6,1620,1220,51,61,27,13,1372,915,59,49,19,14,1049,387,42,24,14,10,470,109,13,17,11,0,144,36,10,4,0,3,52,14074,539,578,249,125,15560,1287,41,22,24,27,1398,543,24,30,29,95,727,34645,1386,1189,406,378,37995,595,3,6,0,7,612,4143,45,61,4,30,4290,7131,205,170,31,51,7582,7549,368,228,33,62,8241,7025,518,262,36
LGA22750,70,10,16,3058,2193,63,75,17,9,2354,1700,87,99,11,10,1905,1982,150,108,27,12,2279,2300,142,143,34,14,2631,2343,142,119,29,19,2651,1788,116,88,23,11,2031,856,58,51,17,15,1004,183,29,38,4,0,266,34,3,12,6,0,51,11,6,8,3,0,20,18348,847,845,178,116,20326,2651,0,6,9,20,2690,2673,4,41,10,17,2747,1642,19,84,15,12,1776,1978,60,174,50,14,2271,2331,106,218,47,16,2719,2734,132,220,57,21,3157,2564,123,184,41,33,2945,2408,92,169,42,19,2729,2264,84,152,50,22,2568,1538,77,139,47,5,1807,522,61,76,30,8,701,143,19,31,25,5,217,44,11,15,14,0,84,23480,794,1506,445,189,26413,2139,61,83,32,43,2351,553,31,40,39,94,752,44526,1726,2464,694,437,49849,755,3,0,0,9,764,4098,32,89,4,28,4245,6162,179,279,16,53,6682,5702,364,340,36,28,6469,4963,506,347,33
LGA22830,23,5,3,833,586,20,16,3,4,629,485,26,25,12,3,560,614,50,39,7,0,712,721,58,44,13,8,849,739,63,49,17,3,870,546,54,44,11,0,660,323,29,25,12,3,396,79,11,10,13,3,111,19,6,5,7,0,31,9,0,5,3,0,14,5578,337,305,109,31,6360,660,4,7,10,8,682,516,3,3,5,0,534,435,4,18,15,4,477,517,25,44,15,9,603,587,22,25,16,3,659,660,37,32,15,13,760,627,35,39,14,10,725,612,39,37,7,3,703,563,37,33,19,9,660,425,34,27,15,10,513,149,10,34,19,3,223,29,5,9,6,0,54,12,3,7,0,0,29,5799,266,322,162,67,6616,638,22,27,18,16,726,200,11,9,15,33,268,12215,637,665,302,150,13975,341,0,4,0,0,350,1319,20,42,8,4,1393,1814,53,66,8,10,1955,1556,114,87,9,19,1783,1405,125,88,33
LGA22910,0,0,0,63,50,3,11,0,0,63,53,3,11,0,0,68,63,10,16,6,0,97,70,21,25,4,0,121,84,9,16,4,3,127,69,13,25,3,0,110,39,7,12,4,0,65,9,3,9,3,0,26,3,4,5,0,0,11,0,0,0,0,0,3,595,84,132,33,10,850,94,0,3,0,3,98,114,0,0,3,3,120,78,0,3,0,3,84,73,5,9,4,0,91,116,6,11,5,0,136,120,5,34,3,0,167,147,3,27,0,5,178,160,6,26,0,0,196,138,12,28,9,9,191,112,3,19,21,3,160,27,10,24,11,3,73,3,0,5,12,0,14,3,0,4,4,0,11,1182,54,187,68,25,1522,116,10,6,4,9,143,30,3,7,3,3,45,1925,149,335,106,42,2558,42,0,0,0,0,42,142,3,10,0,0,158,150,7,13,0,4,180,139,16,26,3,0,191,141,18,19,7
