LGA_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
LGA16400,0,4,25,4,3,0,0,32,0,0,0,0,0,4,294,25,62,13,0,393,42,0,0,3,0,46,6,0,5,3,0,20,7,0,0,0,0,9,132,3,7,4,3,155,131,9,20,3,14,175,9220,481,800,188,101,10787,19346,1234,1396,291,200,22467,48,3,6,0,0,59,42,14,17,3,0,73,10,0,0,0,0,11,3,4,0,0,0,9,19,0,0,0,0,21,9,0,4,3,0,13,60,8,13,0,0,77,9,3,4,3,0,19,18,0,3,0,0,23,89,5,4,0,0,102,14,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,30,3,0,0,0,36,14,0,5,0,0,23,16,0,0,0,0,18,22,3,0,0,0,29,6,0,4,0,0,6,54,5,4,3,0,66,10,0,0,3,0,13,31,7,6,0,0,42,359,25,34,10,0,429,8,4,5,0,0,15
LGA16490,0,18,9,0,3,0,0,23,0,0,0,0,0,3,161,8,36,9,0,211,27,0,0,0,0,33,15,3,4,0,0,26,12,0,0,0,0,12,206,18,10,8,0,249,78,6,7,3,7,102,5110,345,513,187,58,6208,9113,1043,996,290,105,11548,24,3,0,0,0,32,80,20,17,0,0,119,22,10,4,0,0,26,4,0,0,0,0,4,38,4,0,0,3,43,56,9,10,0,3,78,43,9,12,7,0,69,14,3,6,0,0,22,12,0,3,0,0,19,316,27,11,7,7,369,11,0,0,0,0,16,13,3,0,0,0,18,6,0,5,0,0,11,27,8,4,0,0,39,32,10,13,0,0,51,4,0,0,0,0,3,23,7,0,0,0,25,6,0,0,0,0,11,30,3,3,0,0,40,4,0,3,0,0,12,21,3,3,4,0,28,212,26,20,3,0,261,50,0,0,0,0,55
LGA16550,0,105,202,11,11,3,0,225,39,0,0,0,0,45,1070,76,96,13,7,1260,157,9,20,0,0,182,240,17,27,11,3,295,67,0,3,0,0,72,2053,95,168,24,20,2366,195,6,10,0,25,249,20145,1001,1470,273,184,23083,21532,1773,1813,251,199,25569,145,13,14,0,0,171,1714,158,158,65,13,2111,72,4,3,0,0,83,118,23,18,0,0,161,263,6,10,0,0,280,100,3,3,0,3,110,215,9,24,3,0,255,156,19,16,11,4,208,395,25,31,12,0,463,1159,52,36,6,4,1252,734,57,61,15,6,864,234,11,13,4,3,263,113,17,20,0,5,151,440,70,42,0,4,555,187,16,30,7,4,249,124,13,10,0,0,149,299,24,35,6,5,362,179,40,46,3,3,271,371,38,42,7,0,461,44,3,6,0,0,52,81,7,10,0,0,95,1039,69,96,11,15,1231,150,14,11,0,0,174
LGA16610,0,0,9,0,0,0,0,9,0,0,0,0,0,0,50,0,8,4,3,62,17,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,3,31,82,0,3,0,3,94,2654,88,254,91,56,3141,5082,245,624,191,109,6249,13,0,0,0,0,16,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,3,0,10,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,4,0,4,0,0,10,58,10,11,4,0,78,0,0,0,0,0,0
LGA16650,0,33,148,6,12,0,0,168,23,3,3,0,0,29,225,16,22,5,3,274,25,0,0,0,0,25,122,7,26,0,0,163,4,0,0,0,0,8,1335,62,68,24,14,1503,109,4,8,0,13,144,10601,530,730,175,125,12165,11940,970,901,144,144,14098,30,3,0,0,0,40,1044,199,188,49,6,1491,46,7,4,3,0,58,190,34,41,4,9,280,264,16,10,3,4,285,312,46,51,11,8,422,58,5,4,0,0,67,165,51,54,7,7,277,235,20,24,3,0,271,556,31,25,3,7,623,208,10,21,0,5,246,53,4,7,0,0,72,50,12,7,3,0,72,105,15,13,0,0,133,138,19,26,8,3,191,66,8,7,0,0,82,131,17,18,3,0,165,389,133,136,14,9,680,114,12,22,0,3,154,23,7,7,7,0,38,16,0,0,3,0,26,558,37,35,5,5,636,118,0,14,0,7,141
LGA16700,4,433,250,7,14,7,5,283,77,0,3,0,0,85,1498,32,38,7,9,1581,284,3,4,0,0,297,476,21,22,11,3,522,80,0,0,0,0,85,2853,60,94,22,23,3052,261,10,8,0,19,306,36795,1053,1233,287,241,39606,38032,1743,1343,202,237,41557,278,5,7,3,0,300,4591,488,390,133,27,5622,118,12,5,0,0,136,206,12,15,3,0,237,747,12,3,5,3,776,104,5,0,3,0,118,366,10,18,0,0,392,110,14,10,0,0,125,1410,73,76,4,5,1570,4831,136,71,13,14,5074,758,25,31,3,3,818,684,58,54,9,7,805,170,19,11,0,3,202,467,34,12,0,7,514,365,30,35,8,7,449,284,8,17,0,0,318,1543,270,268,57,21,2156,396,59,42,8,12,513,973,42,31,3,3,1052,63,7,3,0,0,69,177,3,3,0,0,184,1801,69,35,8,7,1923,478,20,12,0,0,517
LGA16900,0,7,24,0,3,0,0,32,7,3,0,0,0,14,411,31,42,11,4,491,16,0,4,0,0,16,20,3,4,0,0,31,6,0,0,0,0,6,189,16,22,7,4,243,147,10,8,3,6,171,8373,332,615,146,85,9552,12030,798,1048,183,136,14187,30,0,3,0,0,37,59,12,13,3,3,85,27,5,3,0,0,31,10,6,0,0,0,17,28,0,0,0,0,23,113,16,12,0,0,143,49,6,11,4,0,68,12,0,0,0,0,17,11,3,0,4,0,16,85,27,0,5,0,123,15,0,0,0,0,18,11,9,0,0,0,19,8,0,0,0,0,12,28,3,3,0,0,31,41,18,3,3,3,62,6,0,3,0,0,6,22,3,0,0,0,24,9,0,4,4,0,19,12,3,0,0,0,17,17,0,3,0,0,19,20,0,3,3,0,28,163,15,15,0,3,196,11,9,3,0,4,22
LGA16950,0,16,44,4,4,0,0,56,3,0,0,0,0,6,620,48,85,28,8,797,44,3,9,6,3,64,17,3,9,0,3,28,10,0,0,0,0,10,215,25,32,9,6,294,268,17,34,11,22,346,14481,791,1428,390,238,17324,23357,1786,2886,538,382,28943,45,5,8,5,0,62,104,18,23,4,5,160,13,3,5,0,0,22,19,9,3,0,0,29,24,5,5,0,0,33,18,4,0,0,0,17,74,14,14,3,3,106,8,7,3,4,0,25,24,7,9,0,0,36,150,26,14,4,0,192,25,3,0,0,3,31,8,0,0,0,0,12,13,3,0,0,0,18,63,11,4,0,0,79,36,6,6,3,0,56,14,0,3,0,0,16,27,7,4,9,0,43,16,3,3,0,0,22,36,6,3,0,0,47,13,0,8,0,0,23,35,4,7,6,0,52,418,34,78,11,7,560,8,0,0,0,0,16
LGA17000,0,3,7,0,3,0,0,12,3,0,0,0,0,3,68,4,10,0,0,85,9,0,0,3,0,16,5,0,0,0,0,9,4,0,0,0,0,4,49,0,6,0,0,50,69,3,7,3,6,93,4274,167,249,117,48,4856,12666,496,481,200,115,13969,5,3,0,0,0,7,20,9,0,4,0,32,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,22,0,0,0,0,26,0,0,0,0,0,3,9,0,3,0,0,11,35,8,3,0,3,50,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,21,5,0,4,0,0,8,4,0,0,0,0,4,8,0,0,0,0,9,3,0,0,0,0,3,19,3,0,0,0,18,0,0,0,0,0,3,19,0,4,0,0,19,339,8,10,3,0,366,7,4,3,0,0,9
LGA17040,0,3,14,0,4,3,0,20,3,0,0,0,0,3,129,11,29,7,4,179,15,0,6,0,0,21,3,0,0,0,0,4,0,0,0,0,0,0,111,6,8,4,0,131,96,10,14,12,0,131,3800,265,409,182,47,4709,6334,557,894,316,103,8200,36,0,3,0,0,37,22,0,0,3,0,24,7,0,0,0,0,4,4,0,0,0,0,4,6,0,3,0,0,12,0,0,0,0,0,0,24,8,12,0,0,48,0,0,0,0,0,7,29,0,4,0,0,33,22,0,0,0,0,23,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,18,6,5,3,3,0,21,13,3,0,0,0,12,15,0,0,0,0,18,0,0,5,0,0,3,5,0,3,0,0,10,0,0,0,0,0,3,18,3,3,0,0,25,140,10,8,3,0,172,0,0,0,0,0,4
LGA17080,0,0,3,0,0,0,0,3,0,0,0,0,0,0,41,6,8,4,0,64,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,29,5,8,4,0,43,53,0,0,5,6,67,2096,111,229,112,56,2606,3966,282,561,220,101,5127,7,0,0,3,0,14,0,5,4,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,10,3,0,0,0,20,0,0,0,0,0,0,3,0,3,0,0,3,19,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,3,0,10,99,7,7,0,7,112,3,0,0,0,0,3
LGA17100,3,140,63,0,3,0,0,69,17,5,9,0,0,28,140,3,7,3,0,154,24,0,3,0,0,31,353,25,12,4,4,410,10,0,0,0,0,10,644,26,32,6,0,712,81,7,4,3,16,108,7695,408,347,114,94,8654,9078,677,417,69,95,10326,28,3,0,0,0,34,1182,193,114,42,8,1544,37,5,4,0,0,48,70,19,3,0,0,93,233,8,10,0,4,258,55,3,0,0,0,63,41,8,0,0,0,53,44,18,8,0,0,69,181,24,15,3,0,222,1007,74,46,4,10,1136,142,5,7,0,0,157,67,10,3,0,0,77,82,8,3,0,0,90,99,24,0,0,3,129,169,40,21,4,0,237,20,3,4,0,0,35,579,149,133,27,12,904,307,110,50,15,7,490,111,19,8,0,3,140,39,5,0,0,3,49,7,3,0,0,0,17,453,23,10,3,8,494,130,14,19,0,4,167
LGA17150,0,60,206,13,25,3,0,252,19,4,11,0,0,37,1146,91,99,20,11,1377,112,12,12,8,0,141,217,28,37,10,8,299,40,0,0,0,0,41,1671,75,123,27,17,1918,276,19,24,3,19,349,30197,2037,2395,503,279,35410,39177,4747,3902,594,391,48812,130,12,19,0,0,159,1206,215,190,57,12,1683,70,9,14,0,0,102,202,54,40,8,10,309,266,16,13,3,0,300,229,34,19,6,0,279,172,33,31,3,3,247,126,42,36,4,4,209,233,35,39,3,8,315,881,76,44,14,11,1037,285,17,13,0,8,322,92,13,10,0,0,118,89,13,8,0,5,121,220,41,24,3,3,288,207,44,41,10,3,307,76,3,18,0,0,99,174,41,23,3,4,240,241,61,51,5,17,370,195,31,24,0,0,252,46,7,7,3,0,60,69,15,18,0,0,104,1078,138,101,15,15,1344,131,5,20,0,6,171
LGA17200,5,1464,3030,68,92,34,39,3269,300,18,16,3,0,348,12132,368,337,28,61,12927,2203,55,67,7,13,2346,3146,101,98,27,37,3402,275,10,3,0,0,288,18504,423,442,95,152,19613,1682,58,54,13,104,1924,220123,5884,5555,889,1450,233900,231871,11757,9082,750,1513,254965,2095,122,82,6,3,2317,25507,1949,1056,349,145,29009,644,39,27,0,10,718,1043,84,47,7,5,1186,2921,67,35,4,22,3049,879,47,15,6,13,958,2340,121,97,16,4,2574,830,90,75,6,14,1010,7172,305,227,31,37,7765,20445,559,223,42,78,21351,6712,177,127,32,45,7093,1745,122,85,9,11,1981,676,41,31,3,11,765,4402,237,99,4,28,4772,2468,153,119,18,29,2795,2600,142,103,9,20,2868,5139,450,261,79,45,5970,1503,196,151,18,22,1884,5054,251,175,19,20,5527,236,10,8,0,6,269,978,71,42,3,9,1095,12387,707,417,41,98,13654,2002,60,70,10,21,2165
LGA17310,0,9,16,0,4,0,0,15,0,0,0,0,0,0,160,11,13,10,5,197,27,0,6,3,0,39,22,0,0,0,0,26,15,0,0,0,0,12,143,0,7,3,3,166,183,14,24,8,7,235,10953,406,817,326,136,12631,18472,1122,1897,591,277,22354,24,0,0,0,0,32,61,3,19,3,0,93,5,0,0,0,0,9,3,0,0,0,0,4,22,0,0,0,0,26,3,0,0,0,0,3,33,0,0,3,0,31,3,0,3,0,0,5,18,0,7,0,0,24,154,15,3,0,4,178,6,0,3,0,0,9,10,0,3,0,0,9,0,0,0,0,0,0,22,0,3,0,0,24,6,4,0,3,0,9,0,0,0,0,0,0,121,0,3,0,0,128,0,8,0,0,0,12,34,0,5,0,0,43,4,0,0,3,0,5,20,3,5,0,0,27,211,13,19,3,0,242,12,0,4,0,0,15
LGA17350,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,6,0,0,20,901,44,150,61,11,1173,1504,122,367,144,30,2165,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0
LGA17400,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,6,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,27,0,4,8,0,37,714,36,158,122,27,1051,1146,91,350,213,50,1843,5,0,0,0,0,5,7,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,28,3,7,3,0,36,3,0,0,0,0,3
LGA17420,3,364,150,19,8,0,0,173,50,4,4,0,0,61,1140,96,75,22,7,1340,179,17,15,0,0,211,286,24,17,4,6,343,63,4,3,0,0,68,1594,103,128,24,27,1876,272,20,19,7,24,344,30114,2052,1856,527,235,34776,35023,3677,2422,502,280,41903,132,16,10,3,0,163,1665,340,252,90,16,2353,115,25,7,0,3,152,142,44,25,5,8,221,519,39,18,6,3,594,79,6,0,0,3,95,173,32,25,4,0,239,64,12,15,5,0,94,492,58,58,8,3,619,2763,279,123,30,27,3215,308,24,24,9,0,364,396,80,54,18,8,555,189,21,25,3,3,236,286,60,18,0,0,371,244,65,45,18,4,364,84,3,3,4,0,97,507,127,119,28,7,780,281,103,70,15,8,477,421,61,45,15,4,543,101,24,10,5,3,147,82,15,8,5,3,110,1168,118,70,16,8,1381,292,38,31,9,3,374
LGA17550,0,12,45,4,7,0,0,53,10,0,0,0,0,5,547,42,66,16,12,686,41,9,10,3,0,60,22,0,0,4,0,33,13,0,0,0,0,13,302,10,40,8,3,366,211,11,37,13,9,283,11689,712,1345,351,166,14267,16713,1587,2500,493,276,21569,69,7,16,5,0,95,100,19,15,8,6,149,9,0,0,0,0,13,14,0,0,0,0,10,38,8,0,0,0,48,19,0,0,0,0,21,65,7,23,8,3,100,8,0,0,0,0,10,27,3,6,0,0,43,222,23,21,9,7,279,24,3,0,0,0,26,14,0,5,0,0,19,10,0,0,0,0,14,60,7,5,0,0,72,46,0,10,0,0,60,41,10,12,0,0,68,40,10,3,0,3,48,13,4,3,0,0,27,41,4,10,0,0,53,9,0,0,0,0,10,28,7,20,3,0,53,767,61,123,22,3,965,10,0,3,0,0,15
LGA17620,0,0,0,0,0,0,0,3,0,0,0,0,0,0,63,4,12,0,0,84,4,0,0,0,0,4,9,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,41,57,0,5,4,0,71,2142,103,238,137,34,2661,3178,259,520,240,60,4266,3,0,0,0,0,10,19,0,10,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,6,17,5,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,4,3,52,0,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,78,12,5,7,3,98,4,0,0,0,0,4
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,3,0,29,3,0,0,0,0,4,5,0,3,0,0,4,0,0,0,0,0,0,21,0,0,0,0,22,15,0,4,3,0,27,595,39,122,81,16,847,849,114,339,179,26,1512,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,5,13,0,3,0,0,21,0,0,0,0,0,3
LGA17650,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,14,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,3,0,11,18,0,3,0,0,23,366,32,102,49,12,564,597,72,247,104,20,1042,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,16,0,0,0,0,0,0
LGA17750,0,22,24,3,0,0,0,25,0,0,0,0,0,0,216,8,19,6,0,242,33,0,3,0,3,40,12,0,3,0,0,14,30,0,0,0,0,28,232,12,6,8,0,258,207,8,13,5,15,255,13498,452,754,252,154,15105,22931,1338,1852,452,259,26830,42,0,4,0,0,50,153,3,11,4,0,165,4,0,0,0,0,7,29,7,4,0,0,48,38,0,0,0,0,38,0,0,0,0,0,0,29,0,4,0,3,41,3,0,0,0,0,8,38,12,3,0,0,45,387,18,4,3,6,420,12,0,0,0,0,16,35,0,0,0,0,39,6,0,0,0,0,12,31,3,0,0,0,32,9,0,0,0,0,18,10,0,0,0,0,11,30,0,0,0,0,36,3,0,0,0,0,4,58,3,8,0,0,69,0,0,0,0,0,0,36,0,3,0,0,40,257,11,15,8,4,292,43,3,0,0,0,41
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,3,0,4,0,0,11,369,27,112,81,11,596,698,86,291,153,25,1255,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,3,3,0,16,0,0,0,0,0,0
LGA17900,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,25,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,30,3,3,0,0,39,788,31,76,85,21,997,1230,99,226,192,52,1798,3,0,0,0,0,3,9,0,3,3,0,10,0,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,24,0,3,0,0,33,10,0,0,0,0,8
LGA17950,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,0,0,0,0,13,346,26,55,41,6,474,639,74,169,74,14,974,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,6,6,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,30,0,8,6,0,44,1105,53,191,118,21,1494,1739,138,508,275,57,2715,3,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,10,12,4,0,0,0,17,3,0,0,0,0,3
LGA18050,0,23,196,6,15,3,0,217,14,3,0,0,0,19,515,71,89,10,3,693,125,13,26,0,0,162,114,7,16,4,0,141,18,0,3,0,0,22,1431,130,171,40,15,1786,110,8,9,3,10,147,10414,917,1367,204,97,13004,9059,1335,1374,154,100,12027,97,23,10,0,0,131,611,100,72,22,0,804,20,0,5,0,0,26,51,13,5,0,0,66,75,9,7,0,0,92,29,0,0,3,0,35,101,16,17,3,0,142,38,11,13,5,0,70,123,9,11,0,0,148,450,18,24,8,3,513,330,7,9,3,3,354,62,6,10,0,0,78,18,4,3,0,0,32,234,38,19,6,3,295,216,26,24,3,3,270,128,15,13,0,0,157,147,23,18,0,3,198,56,15,12,3,0,91,118,4,8,0,3,134,13,0,4,0,0,19,44,7,12,0,0,63,490,89,81,8,8,673,47,3,0,0,0,54
