LGA_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
LGA24410,47,37,18,28,7,0,0,138,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,7,51,43,22,26,7,0,0,151,38,251,476,510,414,223,36,1950,1196,775,695,678,586,232,25,4189,84,65,66,57,71,25,20,391,6936,8637,8800,9617,6869,1733,195,42780
LGA24600,1120,2927,2531,1619,955,171,10,9348,18,66,50,34,30,6,0,194,21,91,62,53,23,5,0,260,1164,3087,2647,1701,1008,183,14,9801,288,1877,2963,2035,1047,438,96,8751,6000,10713,9064,4895,3639,1315,154,35776,639,964,617,578,392,165,106,3453,45807,138424,115065,81602,45240,9600,1150,436884
LGA24650,12,6,10,3,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,6,10,3,0,0,0,36,40,264,500,356,213,53,11,1436,703,505,431,323,284,101,10,2358,65,47,55,58,27,11,11,268,4360,5853,5888,5031,3078,626,71,24909
LGA24780,3,7,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,16,8,6,3,4,3,0,0,30,35,102,171,280,306,159,41,1095,450,370,269,283,281,97,11,1759,42,45,30,61,40,24,9,247,2852,3819,3891,4284,3436,906,140,19322
LGA24850,3,4,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,3,0,0,18,16,87,153,159,159,109,24,708,346,228,196,209,223,72,12,1283,48,24,23,33,23,15,4,167,1996,2033,2117,2384,1877,508,82,10991
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,23,90,160,255,246,146,50,970,294,210,205,199,251,67,10,1232,40,25,28,33,25,16,14,174,1583,1766,2005,2386,2061,607,129,10542
LGA24970,121,231,133,53,38,8,0,579,4,10,3,4,3,0,0,18,0,8,10,6,3,0,0,25,130,243,141,63,42,8,0,628,120,476,931,907,695,351,81,3568,1722,1867,1685,1293,1186,399,63,8217,171,189,156,159,102,52,37,856,12016,25250,24681,23631,15346,3507,428,104862
LGA25060,52,63,27,23,13,7,0,187,3,5,0,4,0,0,0,13,0,4,0,0,0,0,0,10,60,72,29,24,11,4,0,211,58,239,531,487,421,149,20,1906,1064,743,647,450,456,160,24,3550,68,73,72,75,41,27,9,361,6135,8409,7863,7734,5199,1209,174,36722
LGA25150,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,20,74,125,159,165,114,18,673,188,100,120,123,117,35,8,690,13,5,8,18,11,9,3,73,1024,1218,1328,1510,1112,344,66,6600
LGA25250,36,94,30,23,13,3,0,204,3,3,9,3,5,0,0,24,5,4,3,6,0,0,0,16,43,101,42,33,21,3,0,241,78,513,760,527,339,130,30,2386,789,854,667,485,427,130,28,3389,74,101,75,74,38,21,11,390,5200,10111,8612,8281,5545,1355,189,39293
LGA25340,10,11,0,3,0,0,0,29,5,0,0,0,0,0,0,4,0,0,0,8,0,0,0,11,9,16,4,5,0,0,0,39,104,354,893,1014,906,571,108,3949,1558,887,941,910,904,389,62,5655,88,74,78,98,88,55,28,512,8880,8412,9637,11183,8302,2666,377,49461
LGA25430,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,3,30,113,122,182,88,44,595,170,127,114,164,184,76,7,844,24,5,20,21,13,6,3,90,947,1038,1249,1658,1512,371,96,6878
LGA25490,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,27,60,137,225,233,128,59,870,100,108,95,82,99,31,8,525,15,4,11,19,18,4,3,74,729,1056,1151,1297,1166,366,100,5851
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,75,115,126,125,60,533,108,57,96,94,125,47,6,524,5,5,3,9,14,9,5,51,491,540,739,979,886,349,101,4096
LGA25710,7,3,4,3,0,0,0,13,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,4,0,0,0,0,22,56,104,358,461,429,240,28,1680,486,203,224,190,201,78,9,1400,22,19,21,27,27,6,3,123,2585,2110,2501,2936,2346,736,81,13305
LGA25810,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,29,50,78,95,85,15,363,136,95,88,105,109,53,5,599,3,13,3,11,17,8,3,58,702,824,822,1132,1015,316,60,4868
LGA25900,334,886,582,310,191,23,4,2328,4,14,8,7,7,0,0,40,9,20,9,9,12,5,0,69,348,923,603,321,204,29,4,2430,81,580,1026,906,604,298,65,3565,1026,1540,1198,656,529,219,31,5187,109,159,111,96,60,24,19,576,8265,24622,18692,13766,7999,2191,298,75840
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,43,73,72,67,14,308,29,31,54,45,57,25,3,246,6,3,6,8,9,6,4,36,211,245,380,477,467,181,35,2005
LGA26080,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,12,20,27,14,3,86,47,23,46,34,42,16,3,207,3,0,0,0,3,3,0,7,185,140,234,313,293,94,12,1279
LGA26170,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,8,42,105,204,290,343,245,83,1305,242,192,196,244,230,93,18,1215,26,21,23,18,24,21,13,136,1412,1668,1882,2479,2198,763,172,10577
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,71,110,148,252,146,53,801,179,128,117,133,169,59,3,791,24,14,12,17,14,11,3,94,927,1107,1279,1653,1561,497,110,7137
LGA26350,142,184,84,49,31,10,0,492,7,0,5,0,0,0,0,16,9,7,4,3,0,3,0,33,157,194,85,51,35,13,0,538,73,429,614,692,619,410,105,2942,1738,1389,827,642,556,262,48,5460,92,101,60,47,71,39,22,424,9809,15777,10604,9688,6538,2248,398,55061
LGA26430,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,32,49,79,164,126,50,515,75,47,40,71,89,41,4,376,3,10,7,12,9,7,4,55,402,524,542,758,842,358,107,3533
LGA26490,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,19,96,267,288,231,169,33,1099,358,193,172,174,183,69,15,1161,12,18,11,18,17,9,6,85,1531,1663,1817,1898,1444,511,73,8932
LGA26610,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,3,0,0,0,0,7,10,57,116,158,134,91,18,588,193,134,129,118,143,61,12,792,30,28,25,37,25,12,6,166,1371,1712,1616,1926,1700,431,87,8852
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,6,14,24,61,97,116,29,359,40,27,18,42,54,25,3,210,3,3,0,3,3,5,0,23,220,248,289,440,512,247,66,2015
LGA26700,0,7,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,14,12,70,134,163,232,167,76,839,332,207,206,202,213,93,19,1266,29,25,17,23,18,22,12,145,1714,1981,2211,2567,2128,628,151,11383
LGA26730,6,9,7,4,0,0,0,21,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,5,5,10,9,0,0,0,29,5,49,128,132,100,49,8,472,387,287,244,212,207,60,5,1417,49,20,23,19,22,5,0,143,2225,2652,2689,2904,2028,462,50,13000
LGA26810,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,11,0,4,5,9,4,0,0,24,36,126,177,234,339,245,77,1248,377,361,338,358,347,106,16,1900,51,27,40,59,48,16,13,248,2367,3276,3202,3686,3312,920,181,16934
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,12,34,38,89,102,79,39,393,23,22,14,29,36,12,5,145,7,4,0,9,3,0,4,23,160,242,262,403,367,175,64,1677
LGA26980,71,134,59,49,28,6,0,346,11,3,3,7,0,0,0,25,5,3,4,3,4,0,0,18,84,143,70,54,32,6,0,390,85,400,937,880,649,353,84,3391,1708,1406,1208,1038,958,355,57,6726,104,96,93,113,71,39,17,535,9425,16115,14902,15573,10780,2786,342,69914
LGA27070,44,59,30,14,13,6,0,155,3,3,3,0,0,0,0,10,6,4,0,0,0,0,0,12,49,62,39,14,15,6,0,178,59,435,639,501,371,127,39,2174,1500,1087,900,734,649,182,27,5068,116,138,116,103,72,24,16,582,8759,13025,12151,11756,7625,1543,188,55053
LGA27170,0,7,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,4,0,0,19,19,78,107,131,141,53,17,550,356,397,306,281,296,73,10,1715,37,33,36,30,25,13,7,181,2963,3813,3857,4028,2956,557,62,18245
LGA27260,38,42,34,15,7,3,0,141,8,0,3,0,0,0,0,9,0,0,3,3,0,0,0,12,48,48,33,21,10,4,0,164,107,652,1052,629,400,144,19,2997,1389,1245,979,771,611,159,19,5163,135,166,139,127,65,29,13,670,9321,15579,15025,13185,7965,1479,133,62691
LGA27350,246,513,300,207,122,17,5,1410,5,10,10,9,0,0,0,39,5,22,10,12,10,0,0,60,257,551,318,225,136,24,5,1516,73,579,755,571,425,280,32,2714,1342,2071,1534,791,716,252,38,6738,119,191,125,112,76,42,20,686,10024,27072,19141,13885,8411,2324,278,81129
LGA27450,18,20,9,16,0,0,0,60,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,14,21,17,13,14,6,0,0,72,64,351,841,875,860,435,88,3515,1337,729,726,684,669,251,38,4438,89,70,52,71,67,31,17,403,6947,6972,7838,8880,6784,1932,280,39636
LGA27630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,45,75,103,46,28,341,31,32,37,50,59,23,9,242,7,6,6,4,8,7,3,37,281,380,398,588,645,191,73,2560
LGA29090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA29399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,20,13,23,14,3,99,80,64,41,27,21,12,0,242,6,3,0,3,7,0,0,24,782,527,289,251,227,75,9,2161
LGA29499,110,149,71,62,38,11,5,445,4,7,6,5,3,0,0,29,5,13,16,16,3,0,0,54,115,171,93,84,42,12,5,525,106,408,550,471,342,136,33,2041,1721,2158,1991,2112,1947,738,118,10784,271,272,242,273,185,109,44,1394,16570,27240,25210,26105,18622,4673,612,119037
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,7,12,11,0,0,37,0,0,0,0,0,0,0,0,5,26,43,57,28,3,0,155
LGA29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA30250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,3,3,0,0,14,0,0,0,0,3,0,0,3,30,67,65,56,44,12,0,286
LGA30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,32,50,81,76,44,15,307,42,34,25,37,34,14,3,184,6,3,10,4,7,0,0,34,264,384,410,476,394,141,40,2108
LGA30370,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,5,0,0,3,4,0,0,0,14,16,53,94,113,150,80,32,552,105,147,141,134,96,25,0,646,17,15,15,10,13,6,0,82,820,1232,1246,1293,924,263,66,5843
LGA30410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,42,71,60,34,18,287,12,20,23,18,21,9,0,98,3,5,3,7,0,3,0,26,198,254,258,344,279,90,33,1455
LGA30450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,11,16,4,0,48,4,4,3,5,8,0,0,20,0,0,0,0,0,0,0,3,48,51,38,69,52,23,0,284
LGA30760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,4,11,18,19,34,36,29,6,159,6,7,14,9,15,7,0,70,4,0,0,0,0,0,0,7,89,171,162,158,181,80,16,858
LGA30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,14,35,19,30,17,3,0,122
LGA31000,610,798,646,547,320,46,5,2960,148,185,141,97,52,3,0,636,24,63,71,64,37,4,0,271,784,1046,864,708,409,57,5,3867,940,4181,7799,7435,5342,2429,523,28658,15106,16839,13779,10936,8956,2700,301,68622,959,1096,898,877,610,249,175,4856,106893,177646,168201,152006,93721,20275,2225,720965
LGA31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,0,4,24,0,7,3,0,0,3,0,18,0,3,0,0,0,0,0,3,16,36,33,30,39,9,3,165
LGA31820,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,3,0,0,5,0,0,0,10,55,137,275,435,421,254,78,1658,636,517,404,492,539,126,16,2739,55,57,55,83,65,36,23,375,4999,5484,6148,7331,5741,1318,221,31246
LGA31900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,78,118,141,102,21,508,132,107,67,102,110,32,6,554,25,6,9,18,22,10,9,98,1133,1159,1406,1694,1475,425,94,7388
LGA31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,10,3,0,7,0,0,22,0,3,0,0,0,0,0,14,57,96,111,80,73,12,0,428
LGA32080,0,0,0,0,0,0,0,0,12,5,4,7,0,0,0,27,0,14,12,16,3,0,0,44,16,15,19,20,7,0,0,70,68,304,643,688,635,332,82,2750,1253,1257,1178,1094,935,308,29,6068,128,130,132,126,85,35,22,663,9567,13659,15393,15390,10567,2581,311,67472
LGA32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,10,10,18,5,0,75,3,8,7,6,13,7,0,49,3,0,4,0,4,0,0,15,141,170,151,173,185,39,3,867
LGA32260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,69,122,171,199,126,51,757,156,148,145,188,209,73,13,927,38,42,25,34,19,24,7,185,1667,2045,2024,2645,2374,650,136,11533
LGA32270,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,14,0,8,4,5,3,0,0,16,3,9,16,9,5,0,0,34,65,174,204,242,212,93,29,1010,283,533,527,459,279,42,4,2118,35,31,49,45,29,10,5,205,2072,3718,3788,3631,2205,470,79,15965
LGA32310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,25,51,85,88,98,33,20,404,95,75,85,91,61,18,0,433,24,4,15,7,11,0,3,55,683,726,898,949,742,217,44,4251
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,7,9,8,0,0,30,0,0,0,0,0,0,0,3,52,68,83,102,89,9,3,405
LGA32450,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,11,0,0,3,0,0,0,0,8,3,3,11,7,0,0,0,18,7,17,19,26,15,11,6,99,21,116,141,145,67,9,0,493,6,9,7,5,6,3,0,40,270,774,680,660,425,78,13,2900
LGA32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,7,4,15,19,30,31,17,3,116,28,51,47,58,49,10,0,248,4,13,11,9,9,7,0,46,317,637,595,601,496,113,12,2775
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,15,3,0,0,37,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,4,19,36,38,46,31,11,3,184
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,5,5,10,3,39,0,3,4,0,4,3,0,22,3,0,0,3,0,0,0,7,52,49,42,57,60,18,5,281
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,9,3,3,4,3,0,31,0,3,0,3,3,3,0,14,54,91,70,74,56,15,3,361
LGA32810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,82,94,120,67,27,408,89,114,77,121,99,27,8,537,11,11,23,16,14,4,0,81,660,1117,1107,1326,1042,305,59,5607
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,8,27,22,5,5,67,5,5,3,5,0,3,0,26,0,0,0,0,0,0,0,0,27,50,47,79,65,19,7,310
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,23,27,35,27,17,163,8,5,5,12,13,11,0,49,4,0,0,7,8,3,3,16,106,138,116,179,154,74,28,797
LGA33220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,8,38,133,312,355,443,213,71,1565,631,504,560,590,634,151,13,3081,64,48,48,57,55,33,19,322,4215,4734,6117,7148,5608,1140,181,29137
LGA33360,6,3,4,4,0,0,0,16,26,146,164,103,40,4,0,484,0,3,4,3,3,0,0,18,27,156,174,113,50,4,0,519,22,175,211,255,223,112,29,1022,469,657,582,559,487,104,11,2871,30,43,51,53,26,15,10,224,3645,5547,5779,5889,3746,761,99,25466
LGA33430,109,74,37,33,11,7,0,267,71,65,54,37,16,7,0,244,20,28,21,19,9,5,0,98,198,165,113,86,34,18,0,613,366,1939,3674,3700,3159,1668,307,14819,5274,4594,3752,3366,3085,1076,149,21305,405,417,365,377,297,143,63,2073,38915,52111,52713,51336,34865,9663,1088,240694
LGA33610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,9,20,49,89,111,135,85,37,528,81,66,59,66,79,18,3,374,9,11,16,16,9,5,3,62,641,910,909,1070,883,267,79,4757
LGA33620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,6,36,139,249,277,394,237,68,1392,313,227,268,351,352,93,12,1616,51,15,36,55,35,25,17,236,2214,2469,3067,3936,3092,805,150,15725
LGA33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,39,57,67,61,37,304,86,68,49,71,80,33,6,395,8,10,8,14,16,9,11,75,575,586,732,1075,918,323,102,4308
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,5,15,16,23,7,3,0,63
LGA33960,35,10,15,8,4,0,0,67,0,3,6,3,3,0,0,14,9,6,3,3,0,0,0,17,36,18,20,18,8,3,0,105,78,433,611,581,467,183,52,2413,1550,1364,1093,981,868,208,25,6091,114,98,90,103,58,28,6,504,10663,14109,13928,13541,8644,1712,183,62777
LGA33980,0,11,3,3,3,0,0,20,6,28,28,25,7,0,0,86,0,6,3,0,4,0,0,15,8,41,29,28,14,0,0,123,34,137,142,136,110,68,18,649,208,610,613,535,274,32,6,2285,31,27,28,32,20,10,9,157,1600,3540,3681,3315,1820,314,52,14328
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,3,36,52,64,59,47,4,0,261
LGA34530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,18,87,168,186,229,124,31,845,199,142,155,174,171,44,3,896,29,17,10,20,14,3,8,106,1497,1525,1726,2062,1573,396,79,8866
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,21,17,10,7,0,0,61,3,0,0,0,0,0,0,7,66,123,147,129,69,11,3,544
LGA34580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,73,157,211,216,141,40,880,296,206,167,205,170,75,7,1131,26,22,31,34,25,8,6,155,1902,2221,2090,2456,1836,567,101,11183
LGA34590,32,28,8,6,10,0,0,82,18,13,0,3,0,0,0,34,4,3,3,6,4,0,0,25,56,38,13,18,15,0,0,137,169,692,1188,1150,1049,376,57,4676,2157,1738,1330,1185,1138,320,29,7893,187,169,156,124,108,38,17,794,15615,19573,19563,18544,12630,2830,237,88994
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,16,31,47,54,23,9,187,35,43,25,34,25,8,3,180,5,7,4,8,3,7,0,35,320,320,327,429,398,99,26,1920
LGA34770,0,0,0,4,0,0,0,3,8,0,3,4,0,0,0,12,3,3,0,3,3,0,0,11,7,3,3,7,4,0,0,31,68,300,440,545,481,272,87,2191,879,990,710,810,684,174,13,4256,91,80,86,104,64,30,29,483,7034,9406,9506,10499,7397,1521,253,45605
LGA34800,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,14,24,25,18,28,25,4,133,11,59,73,59,43,3,0,253,0,3,0,4,3,3,0,16,92,310,312,276,178,56,3,1226
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,3,13,33,32,30,21,8,0,128
LGA34860,0,4,5,0,0,0,0,6,0,0,0,3,4,0,0,4,0,7,0,3,0,3,0,16,0,10,6,4,5,3,0,26,33,86,139,191,187,139,70,845,103,173,152,166,95,27,13,732,16,18,21,20,13,8,4,94,892,1588,1427,1549,1098,364,133,7036
LGA34880,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,62,141,223,186,113,38,790,109,86,115,139,130,37,7,624,13,15,23,24,20,10,3,111,930,1169,1458,1836,1443,435,96,7361
LGA35010,46,17,13,18,4,0,0,96,12,6,3,4,0,0,0,29,10,5,9,4,3,0,0,29,73,29,29,27,6,0,0,161,250,1019,1990,2115,1705,757,118,7957,3361,2135,1985,1894,1656,489,42,11564,228,179,169,167,135,73,34,989,21170,22147,24238,24840,16329,3876,383,112990
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,21,13,0,0,0,48
LGA35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7,0,3,8,3,0,0,0,12,3,37,31,33,29,18,3,156,109,243,196,179,130,34,0,893,20,17,18,19,27,7,3,113,1415,2531,2022,1937,1121,260,30,9320
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,48,69,51,29,11,246,24,33,30,35,32,10,5,165,3,4,3,4,3,0,0,28,274,383,379,431,402,96,23,1987
