LGA_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
LGA17100,5,0,0,3,0,0,0,0,22,3,0,0,0,0,0,0,0,5,54,4,22,13,8,16,0,0,129,14,5,3,0,3,0,0,0,27,88,14,26,17,39,60,0,0,242,94,4,21,18,12,17,0,8,173,121,17,33,30,34,34,3,9,274,27,6,0,8,4,6,0,0,51,168,40,24,27,27,15,0,3,315,11,0,3,0,0,0,0,0,20,59,3,14,7,15,4,0,0,111,26,3,0,0,0,0,0,0,36,44,3,7,5,12,12,0,0,85,30,12,5,10,6,7,0,0,72,54,4,4,8,3,3,0,0,74,111,7,18,17,14,12,6,7,191,64,17,18,13,16,9,0,3,145,7,0,0,0,0,3,0,0,17,26,7,3,6,3,0,0,3,53,79,13,17,16,12,15,3,9,166,1088,175,224,195,220,222,24,47,2187,25,3,8,3,9,11,0,0,62,0,0
LGA17150,10,3,0,0,0,0,0,0,17,7,0,0,3,0,0,0,3,16,257,37,43,41,46,31,7,12,472,33,0,8,7,4,12,0,3,63,312,34,62,60,72,74,3,17,641,127,14,25,26,23,13,0,3,240,428,51,120,95,95,81,5,21,908,106,12,62,57,58,56,6,6,368,143,14,17,18,16,9,3,3,228,30,5,5,3,5,4,0,0,53,116,11,15,7,9,11,0,3,163,62,8,7,7,9,11,0,5,111,371,62,76,44,60,43,4,14,673,124,19,18,19,30,24,4,9,243,143,16,15,21,9,14,0,3,234,348,43,36,48,41,35,0,10,553,695,88,114,105,133,134,3,24,1290,59,10,8,11,16,19,0,3,129,142,23,25,20,30,21,0,15,273,172,17,34,33,44,24,6,20,355,3686,470,681,628,714,629,44,177,7026,9,0,0,0,0,3,0,0,11,3,0
LGA17200,28,6,10,5,14,8,0,0,71,71,18,29,30,24,39,3,0,214,487,98,123,142,174,236,19,30,1305,178,33,65,57,62,65,14,13,486,1060,183,286,316,434,669,56,78,3077,584,121,183,169,206,243,20,38,1569,1121,301,439,411,536,995,102,81,3982,824,302,454,433,684,1463,184,155,4502,874,152,197,196,218,279,27,36,1981,1731,365,563,660,826,918,89,103,5257,6023,1417,2140,2456,2718,2791,250,298,18091,697,148,202,253,268,292,33,35,1931,5417,1427,2116,2244,2997,4363,587,356,19504,999,252,464,499,814,1518,174,113,4836,2753,438,516,493,532,493,40,95,5359,2112,377,545,552,703,873,82,99,5340,2025,407,493,499,705,756,78,82,5049,731,146,202,182,249,316,29,40,1897,723,131,186,181,286,387,36,37,1967,900,201,327,368,452,711,97,222,3280,29340,6509,9528,10158,12907,17407,1926,1917,89690,22,3,9,16,25,34,3,0,109,42,26
LGA17310,39,6,3,4,3,3,0,3,62,0,0,0,0,0,0,0,0,4,45,12,7,12,10,15,0,8,104,3,0,0,0,0,0,0,0,9,37,3,5,5,8,8,0,0,62,13,3,4,3,0,8,0,3,36,47,5,8,7,9,14,0,8,95,33,7,7,4,9,11,0,0,72,32,0,5,0,4,0,0,4,47,4,0,0,3,0,0,0,0,10,12,0,0,0,0,3,0,3,22,7,0,0,0,0,3,0,0,11,26,4,3,4,6,5,0,0,44,16,3,3,0,0,0,0,0,25,33,7,8,7,4,0,0,0,59,64,4,8,3,11,5,0,0,105,112,16,12,18,20,25,3,14,226,3,0,0,3,3,0,0,0,8,22,0,3,0,6,3,0,0,41,21,3,7,0,0,5,0,3,39,579,75,77,78,101,108,3,53,1070,9,3,3,3,7,25,4,3,57,0,0
LGA17350,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,50,3,0,5,10,3,0,3,71,0,0,0,0,9,0,0,0,9,0,0
LGA17400,22,0,0,4,3,0,0,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,5,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,15,3,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,91,5,11,12,9,4,0,5,143,0,0,0,3,3,7,0,0,8,0,0
LGA17420,20,0,3,3,7,0,0,0,35,13,0,0,3,0,0,0,4,18,288,38,62,56,63,48,3,9,572,29,8,8,3,4,4,0,0,55,392,45,88,82,110,124,7,30,885,197,28,43,33,28,31,7,11,368,567,95,183,167,178,219,20,31,1455,110,26,65,55,81,82,17,12,446,81,14,14,8,10,5,0,3,138,59,6,18,7,9,9,0,0,110,171,34,27,31,31,19,0,0,312,109,12,15,23,20,15,0,0,200,498,79,97,84,84,70,3,15,924,116,15,16,20,20,10,0,6,205,123,14,30,9,26,7,0,3,217,340,48,67,65,57,55,3,9,641,621,94,131,104,124,90,9,18,1190,45,3,13,17,13,18,0,3,117,133,31,47,39,48,54,3,4,365,221,27,38,50,45,44,3,29,458,4139,613,958,858,963,922,87,179,8730,57,10,6,7,13,6,0,3,106,10,3
LGA17550,46,6,3,5,3,3,3,9,81,4,3,0,0,0,0,0,0,10,85,6,9,18,14,11,0,10,158,10,3,3,3,0,3,0,0,26,105,16,35,27,35,14,3,14,250,23,0,6,3,8,6,0,0,41,161,19,36,33,48,26,0,12,336,111,11,33,32,36,37,0,12,277,71,5,11,7,11,3,0,9,109,6,0,3,5,4,0,0,3,20,31,4,4,4,7,4,0,0,50,33,4,3,7,3,3,0,3,56,87,10,15,20,26,17,3,0,184,77,8,14,10,16,6,0,0,132,95,13,5,7,14,7,0,3,138,148,20,25,22,11,15,0,6,247,402,53,67,95,90,65,3,26,809,21,6,7,3,7,0,0,0,45,59,6,9,14,18,11,3,4,123,70,7,9,13,15,8,0,11,148,1649,210,295,327,369,238,21,120,3235,13,0,0,3,6,7,0,0,34,0,0
LGA17620,41,3,12,11,21,35,3,8,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,3,23,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,8,0,3,0,4,3,0,0,14,9,0,0,0,3,9,0,0,21,4,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,3,0,26,8,0,0,0,0,0,0,0,7,7,3,0,0,4,0,0,0,14,8,3,0,0,3,3,0,0,23,20,4,6,3,3,0,0,0,36,7,0,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,13,141,12,32,24,49,75,10,11,356,0,0,3,0,4,7,0,0,17,0,0
LGA17640,16,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,12,4,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,13,9,0,3,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,76,11,14,10,9,5,0,0,129,3,0,0,0,0,0,0,0,7,0,0
LGA17650,12,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,7,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,57,3,0,3,11,5,0,5,84,0,0,0,0,0,0,0,0,4,0,0
LGA17750,21,0,0,0,0,5,0,0,31,0,0,0,0,0,0,0,0,3,40,8,14,12,13,18,0,4,105,6,0,0,0,3,0,0,0,6,25,0,9,0,3,7,0,0,42,11,0,3,4,0,3,0,0,26,73,9,8,10,13,11,0,0,121,30,4,10,14,5,13,0,3,86,37,5,3,4,4,4,0,0,52,3,0,3,0,4,0,0,0,16,7,0,0,0,4,0,0,0,13,10,0,3,0,3,0,0,0,18,25,5,4,3,12,9,0,0,56,16,0,3,5,5,3,0,0,34,91,23,39,28,27,4,0,6,224,119,13,19,19,12,21,0,4,205,147,19,23,38,33,35,0,8,306,3,0,0,0,3,0,0,0,10,25,0,0,7,3,10,0,0,49,23,0,7,0,3,3,4,3,43,716,91,148,140,164,148,5,35,1447,0,0,0,0,3,14,0,0,23,0,0
LGA17850,25,0,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,10,0,0,3,69,0,0,3,0,0,0,0,0,4,0,0
LGA17900,3,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,12,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,6,4,3,0,0,0,0,0,13,10,0,3,0,0,0,0,0,14,12,3,4,0,7,0,0,0,25,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,68,9,9,8,12,9,0,4,120,0,0,0,0,4,0,0,3,11,0,0
LGA17950,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,8,10,0,0,44,3,0,0,0,0,3,0,0,8,0,0
LGA18020,27,3,0,3,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,12,14,3,0,0,0,3,0,0,22,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,94,12,11,10,9,8,0,4,138,6,0,0,3,0,0,0,0,12,0,0
LGA18050,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,21,3,7,11,7,3,0,0,55,6,0,7,0,3,0,0,0,17,85,12,46,31,45,94,13,13,341,22,4,19,25,11,14,0,0,99,151,47,76,74,78,116,12,17,574,88,21,30,35,57,140,16,19,417,32,4,0,9,8,7,0,0,69,32,4,9,13,15,16,3,0,82,80,18,17,19,14,17,3,0,175,52,4,11,8,6,9,0,0,94,251,53,104,75,78,95,13,15,673,79,21,29,22,46,53,4,14,255,84,11,15,9,15,10,0,5,153,198,38,74,68,65,60,5,7,505,333,54,93,71,70,116,12,15,766,47,14,21,23,18,37,3,7,164,75,15,31,33,45,69,11,11,287,74,15,30,35,23,49,11,16,251,1700,357,615,552,612,893,110,134,4973,3,0,0,0,0,0,0,0,5,0,0
LGA18100,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,3,0,0,3,0,4,33,0,0,0,0,0,0,0,0,5,0,0
LGA18200,17,0,6,3,3,5,3,0,39,4,0,0,0,0,3,0,0,11,7,0,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,14,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,14,4,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,7,86,10,10,3,10,14,7,10,144,3,4,4,3,9,4,3,0,30,0,0
LGA18230,29,3,0,0,0,3,0,0,42,0,0,0,0,0,3,0,0,7,31,3,3,8,7,16,0,0,66,3,0,0,0,0,0,0,0,7,27,3,3,0,3,7,0,3,45,14,0,0,0,0,0,0,0,16,45,9,3,5,10,11,0,0,87,17,3,12,7,16,11,4,3,72,25,0,0,0,0,3,0,0,31,3,0,0,0,0,3,0,0,9,14,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,9,22,0,3,6,4,9,0,0,48,16,0,0,0,4,4,0,0,27,45,4,5,3,7,4,0,0,70,50,4,9,7,4,3,0,0,82,106,12,11,14,17,20,0,0,188,10,0,0,0,3,3,0,0,16,24,0,0,3,7,3,0,0,35,25,0,0,3,3,0,0,3,31,516,45,56,64,81,110,8,21,901,0,0,0,3,6,3,0,0,17,4,0
LGA18250,6,0,0,0,3,5,0,0,14,14,6,3,5,6,6,0,0,38,154,29,34,44,50,54,4,3,367,24,6,6,4,0,8,3,0,48,214,29,55,59,109,102,6,10,583,177,33,72,66,76,65,10,7,503,297,69,128,118,124,143,15,18,909,53,15,41,40,40,58,7,7,262,119,17,26,23,23,11,0,0,215,351,76,115,108,134,139,14,14,947,197,33,47,61,41,69,7,11,453,83,18,19,22,17,30,0,4,203,536,77,155,133,207,173,16,10,1306,105,18,29,23,31,49,3,10,274,186,32,26,40,39,31,0,9,362,234,42,56,48,44,57,3,5,488,770,152,179,220,237,232,24,28,1839,49,8,12,18,11,8,0,0,113,108,19,40,26,44,62,5,7,308,156,32,43,51,49,69,4,32,429,3823,713,1093,1097,1291,1368,115,170,9677,3,0,3,0,3,0,0,0,7,9,3
LGA18350,44,0,8,9,3,4,0,0,78,6,5,3,0,0,0,0,0,9,101,3,7,3,20,5,3,3,154,5,0,0,0,0,0,0,0,11,85,4,9,5,3,8,0,6,121,36,3,8,0,3,3,0,3,58,146,7,18,24,3,4,0,4,213,101,10,12,21,21,14,0,7,193,56,0,0,4,3,0,0,8,71,25,0,3,0,0,3,0,0,34,31,3,0,0,3,0,0,0,38,29,0,7,0,0,3,0,0,41,117,8,17,19,11,4,0,8,174,49,0,3,9,10,4,0,3,83,42,0,3,3,0,3,0,0,57,114,10,15,8,6,16,0,3,166,238,22,20,16,22,3,0,10,334,26,6,5,4,0,0,0,0,42,48,0,3,3,8,3,0,0,71,58,9,8,6,9,0,0,5,104,1355,100,148,150,123,93,9,75,2049,4,0,0,0,0,0,0,3,21,0,0
LGA18400,34,3,3,3,3,6,0,3,53,58,6,0,8,16,3,3,0,97,64,5,7,3,7,7,0,0,94,20,0,6,0,3,0,0,0,28,85,3,7,6,21,8,0,0,130,18,0,0,0,0,0,0,0,19,44,3,4,8,5,0,0,0,60,23,0,3,5,3,0,0,0,34,31,0,4,0,3,0,0,3,49,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,9,9,0,0,0,3,0,0,0,13,36,3,7,0,4,0,0,0,52,18,0,5,0,0,3,0,0,31,44,3,0,0,3,0,0,0,53,60,6,5,10,0,3,0,0,87,50,10,3,8,5,3,0,3,83,5,0,3,0,0,4,0,0,19,38,0,0,3,3,0,0,5,46,33,7,12,0,3,0,0,3,62,673,61,66,60,79,42,3,25,1018,44,6,8,3,8,6,0,0,83,10,0
LGA18450,20,0,3,4,0,0,0,3,35,77,5,3,14,10,3,0,0,117,364,25,21,29,23,18,0,7,492,48,4,0,4,4,3,0,4,67,356,28,32,43,34,37,3,13,543,115,6,12,8,12,11,0,3,170,370,32,51,44,36,38,4,17,587,164,27,50,49,47,51,9,15,407,276,10,24,24,15,10,0,17,371,48,4,12,9,12,7,0,3,87,191,21,20,17,25,15,0,10,299,89,5,11,4,7,8,0,5,130,295,32,44,45,47,24,4,10,502,161,10,12,9,29,19,0,18,260,353,26,24,24,23,11,0,10,477,678,56,83,94,85,90,3,24,1118,1052,78,105,103,130,118,3,32,1631,59,4,12,7,5,18,0,3,108,192,23,31,23,17,19,0,4,308,181,15,24,27,13,15,6,21,290,5073,414,565,580,586,526,34,228,8005,5,0,0,0,4,7,0,0,16,17,4
LGA18500,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,28,4,9,3,0,13,0,3,67,0,0,0,0,0,0,0,0,4,93,20,22,19,39,52,5,5,260,38,12,12,9,5,3,0,4,83,147,23,43,40,41,62,4,4,366,83,20,38,30,59,90,11,10,350,21,8,4,6,0,4,0,3,42,35,6,15,15,8,8,0,3,95,108,20,28,15,11,10,0,0,189,119,16,18,23,25,13,0,4,223,197,34,61,53,49,51,3,6,453,53,9,16,19,14,25,5,4,146,66,13,18,15,19,11,3,7,156,203,43,48,64,57,107,7,10,545,279,41,48,43,65,71,3,6,557,50,4,18,8,17,17,3,4,124,67,7,17,11,21,50,3,0,178,97,12,28,24,21,37,3,14,235,1700,284,446,394,470,637,58,95,4089,0,0,0,3,0,0,0,0,5,0,0
LGA18710,30,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,5,16,6,0,0,0,3,0,0,24,3,0,0,0,0,0,0,0,3,9,3,3,3,3,0,0,0,23,3,4,0,3,0,4,0,0,14,15,3,3,0,0,0,0,0,22,10,0,5,0,3,3,0,0,25,4,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,20,0,3,0,0,0,0,0,23,10,3,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,9,10,0,0,4,0,4,0,0,26,21,5,6,4,3,3,0,0,47,8,0,0,0,0,0,0,0,9,9,0,3,0,0,0,0,0,9,10,0,3,0,4,0,0,0,21,190,21,29,22,26,31,4,8,334,0,0,0,0,3,0,0,0,5,0,0
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
