LGA_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA37340,12,992,834,110,88,16,8,1059,890,118,83,27,14,1122,773,129,114,25,13,1057,703,110,102,34,7,963,398,85,92,28,8,612,113,42,43,30,0,231,21,12,24,14,0,72,5,8,18,9,3,43,8202,763,732,219,89,10005,473,0,0,5,7,485,319,0,11,0,3,338,311,8,14,6,0,336,343,14,29,15,10,414,317,22,35,11,5,390,357,26,42,11,11,448,313,24,48,12,3,393,321,22,51,14,10,417,311,29,39,13,3,394,235,21,52,22,0,328,112,9,40,20,4,184,36,3,19,10,0,70,18,12,11,12,0,48,3470,181,384,155,63,4247,448,11,34,17,24,538,238,10,15,20,39,319,12358,975,1164,407,211,15105
LGA37400,0,32,20,4,7,6,0,37,35,8,7,3,0,49,33,0,4,6,3,56,26,7,7,3,0,43,28,3,9,7,0,41,7,3,7,0,0,16,0,0,3,3,0,9,0,0,5,0,0,5,291,27,48,32,7,412,0,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,9,12,0,0,0,0,12,5,3,3,0,0,7,3,0,0,0,0,3,3,4,3,0,0,10,0,0,0,0,0,4,4,3,0,0,0,12,15,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,6,7,6,0,91,21,0,3,0,0,25,12,0,0,3,0,13,385,36,63,42,8,537
LGA37550,0,5,6,0,0,0,0,14,11,0,0,0,0,8,4,0,0,0,0,10,4,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,46,4,6,0,0,54,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,84,4,10,0,0,96
LGA37570,0,3,8,0,0,0,0,8,6,0,0,0,0,6,4,0,0,0,0,4,8,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,3,0,0,56,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,0,6,74,3,7,0,0,81
LGA37600,0,35,25,0,0,0,0,26,43,0,0,0,0,47,35,0,0,0,0,37,35,0,0,0,0,35,11,3,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,274,8,0,0,3,287,3,0,0,0,0,3,13,0,0,0,0,13,19,0,0,0,0,19,9,0,0,0,0,9,12,0,0,0,0,12,14,0,0,0,0,14,18,0,0,0,0,18,17,0,0,0,0,17,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,119,17,0,0,0,0,17,30,0,0,0,0,30,439,8,0,0,3,451
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,69,6551,3857,1363,1899,65,96,7276,3681,1252,1997,59,88,7071,3030,1052,1968,68,85,6201,2403,794,1633,52,76,4956,1422,486,979,49,49,2980,403,163,380,26,11,983,83,42,72,15,3,224,27,17,28,15,4,90,35300,7679,13812,474,652,57917,1667,11,178,38,22,1909,2410,28,427,40,32,2936,1838,98,728,37,36,2733,1626,148,956,61,28,2825,1507,202,1092,69,52,2921,1716,284,1440,67,52,3559,1691,319,1591,86,44,3730,1777,305,1680,71,60,3896,1596,322,1674,77,54,3727,1375,266,1399,76,66,3183,668,146,698,58,31,1597,259,33,234,27,12,564,104,15,74,28,6,225,18233,2184,12171,735,491,33813,3167,339,967,176,143,4788,1411,160,410,136,287,2400,58103,10357,27359,1522,1571,98920
LGA39799,0,12,25,0,0,0,0,29,15,0,3,0,0,17,9,0,3,0,0,12,13,0,0,0,0,22,8,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,136,5,9,4,0,150,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,14,21,0,4,0,0,24,4,0,0,0,0,11,174,12,15,6,0,202
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,42,9815,8520,404,269,30,32,9253,8673,426,311,32,44,9492,8047,406,307,27,36,8826,6659,355,272,29,38,7348,3716,226,205,17,29,4195,989,129,118,6,11,1253,143,49,42,0,5,245,45,15,16,3,4,82,70507,2877,2129,215,334,76066,2154,7,20,11,13,2195,5295,26,51,16,28,5415,3482,36,71,17,17,3620,3682,56,109,29,24,3897,3833,83,102,17,22,4065,3443,86,107,24,16,3674,3022,84,107,26,15,3257,2600,60,98,26,17,2802,2335,77,110,19,18,2557,1799,86,113,21,18,2040,862,100,115,26,11,1118,313,34,51,17,8,419,118,24,34,11,0,188,32929,764,1083,263,222,35253,4549,73,70,16,58,4772,1218,41,65,46,176,1555,109212,3749,3344,550,795,117645
LGA40120,3,433,359,92,73,12,3,542,449,110,100,23,3,676,331,101,113,20,7,574,315,95,125,16,13,565,214,58,88,21,11,390,76,46,49,16,3,190,7,17,25,11,3,69,10,11,8,8,0,37,3298,641,723,139,52,4852,506,0,8,3,7,531,524,0,14,3,0,543,205,3,26,6,0,243,201,18,35,7,0,259,212,19,64,15,0,320,274,42,81,16,9,421,272,32,87,17,7,409,286,44,83,22,6,439,273,32,100,20,4,430,222,54,98,23,3,399,119,35,83,32,0,271,52,16,56,19,0,139,12,9,27,12,3,57,3164,303,764,188,41,4452,250,33,50,19,8,363,95,12,19,7,18,161,6809,986,1558,352,123,9825
LGA40220,4,296,265,47,60,19,7,396,246,58,80,10,3,401,238,53,111,18,5,420,245,61,79,22,7,406,133,37,74,21,7,273,46,22,30,11,0,105,7,7,10,15,0,42,0,3,18,8,0,34,2086,354,564,138,40,3186,273,0,0,6,5,287,236,0,7,3,0,249,138,0,17,4,0,161,142,6,20,5,4,180,168,10,51,8,3,237,199,4,45,8,0,258,206,20,51,6,4,287,243,14,61,8,6,324,231,21,71,13,3,341,213,19,58,20,3,311,111,28,50,24,3,219,30,9,23,22,4,87,16,8,21,17,3,56,2198,140,474,147,39,2998,190,7,21,12,4,232,68,4,10,9,17,111,4536,509,1075,309,106,6525
LGA40250,0,40,20,0,0,0,0,20,43,0,0,0,0,44,40,0,0,0,0,44,48,3,0,0,0,47,43,0,0,0,0,43,15,0,0,0,0,15,4,0,0,0,0,3,3,0,0,0,0,4,374,8,4,0,0,384,8,0,0,0,0,8,21,0,0,0,0,21,27,0,0,0,0,27,18,0,0,0,0,18,21,0,0,0,0,22,19,0,0,0,0,20,21,0,0,0,0,21,13,0,0,0,0,13,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,182,0,3,0,0,186,27,0,0,0,0,26,21,0,3,0,0,23,607,8,8,0,3,627
LGA40310,8,550,594,74,48,18,9,743,645,58,58,10,7,787,596,66,92,11,3,771,518,52,59,16,12,659,307,39,44,12,0,408,73,23,28,25,4,158,14,8,12,14,0,46,4,8,9,9,3,31,4728,421,463,124,53,5780,421,3,4,5,3,439,319,0,16,4,3,338,180,3,12,4,3,197,213,8,34,9,3,266,252,13,33,3,7,307,290,12,42,13,0,360,342,11,56,8,3,417,297,20,40,5,9,364,280,24,51,15,0,364,220,21,58,27,4,328,113,16,39,22,0,192,38,7,10,13,3,69,13,3,18,12,0,43,2977,128,397,139,41,3682,296,4,38,14,13,372,77,6,12,18,20,141,8081,561,909,300,129,9974
LGA40430,0,30,11,12,20,0,0,47,20,17,14,3,0,57,16,5,21,8,0,56,22,13,23,0,0,52,17,3,17,4,0,37,3,0,12,6,3,17,3,0,0,0,0,8,0,0,0,3,0,4,185,65,108,33,3,391,9,0,0,0,0,9,12,0,0,0,0,13,13,0,0,0,0,16,14,3,4,0,0,19,8,3,0,0,0,18,18,4,3,4,0,31,18,0,3,0,0,26,17,0,9,0,0,21,20,0,3,0,0,31,17,0,9,3,0,31,5,4,9,0,0,18,3,0,3,4,0,10,0,0,0,3,0,7,155,18,44,23,10,239,11,3,3,4,0,25,3,0,0,3,0,9,351,79,160,54,15,662
LGA40520,4,246,256,15,25,9,6,308,293,33,20,5,4,357,261,20,28,10,6,336,256,24,58,5,3,350,169,15,28,10,3,224,32,7,17,16,3,73,4,0,4,6,0,14,0,4,4,3,0,10,2185,155,225,73,31,2665,136,0,0,6,0,136,105,0,0,0,0,107,88,0,8,0,0,95,129,4,3,0,0,142,131,5,4,4,3,146,137,0,13,3,4,156,140,3,6,5,3,164,141,4,18,3,3,166,138,0,20,3,4,166,125,5,23,11,0,165,51,7,25,11,4,96,9,3,16,7,0,38,10,7,4,5,0,27,1330,44,136,65,18,1591,158,4,17,12,5,196,41,0,7,8,10,79,3720,205,388,161,62,4533
LGA40700,4,974,887,117,72,6,3,1088,865,146,101,16,12,1138,845,148,96,11,8,1114,776,132,97,6,3,1015,425,84,79,3,0,591,132,67,47,0,4,250,24,25,15,3,3,76,9,9,4,0,0,24,7397,903,656,64,47,9069,663,0,12,4,0,684,816,3,18,6,6,850,432,11,22,4,0,470,438,14,34,10,3,495,504,37,55,11,4,609,515,45,72,17,4,649,514,41,91,21,6,671,436,55,78,10,3,590,427,53,90,17,0,584,357,52,91,13,4,515,221,69,91,17,0,395,61,41,50,25,4,178,31,17,37,20,0,103,5415,433,746,177,34,6809,533,25,31,8,7,604,174,7,13,4,25,229,13523,1372,1442,254,112,16709
LGA40910,5,478,383,77,64,9,3,532,408,94,81,8,3,593,440,85,82,3,3,615,349,52,73,4,3,484,243,36,46,7,0,334,55,28,22,3,0,107,9,6,3,0,0,24,3,4,9,3,0,14,3518,503,535,54,30,4643,468,0,9,3,0,486,469,3,18,3,3,495,299,6,22,9,3,338,286,13,46,7,0,357,278,17,56,3,5,352,334,26,71,13,0,445,356,25,61,13,5,467,333,22,53,8,5,425,308,22,54,13,3,400,256,25,57,5,0,342,114,20,54,15,0,199,41,9,27,6,4,87,10,14,12,3,0,37,3552,204,544,96,36,4433,243,18,31,8,5,308,97,13,16,8,15,142,7410,742,1120,162,89,9525
LGA41010,0,74,75,7,15,3,3,105,98,15,9,0,3,131,84,11,22,3,0,114,73,11,14,3,0,107,43,16,13,4,0,71,21,0,8,3,0,33,8,3,3,0,0,12,0,0,0,0,0,3,747,72,109,26,7,958,46,0,0,3,0,49,36,0,0,0,0,38,32,0,0,3,0,36,37,3,3,0,0,40,39,0,4,5,0,47,35,0,4,3,0,43,47,3,7,0,3,59,29,3,10,0,0,40,41,0,5,0,0,47,43,4,3,0,0,46,25,0,3,3,0,32,4,0,0,3,0,10,4,0,0,3,0,8,406,19,45,19,11,493,72,4,4,0,8,87,32,0,0,0,6,53,1261,98,165,48,30,1591
LGA41060,11,2409,2153,224,188,16,12,2589,2409,278,238,15,20,2965,2262,293,233,21,18,2821,1878,236,231,9,23,2383,1207,159,153,9,16,1536,309,85,67,10,9,474,41,28,27,0,6,113,25,17,10,0,0,43,19230,1765,1642,116,160,22906,1727,4,3,15,12,1761,1957,4,51,15,14,2051,1119,25,64,11,10,1235,1093,47,106,28,5,1274,1088,50,128,19,15,1303,1110,71,126,18,11,1338,1219,70,139,22,11,1459,1143,68,129,19,17,1372,1055,79,138,37,13,1315,813,65,134,30,9,1039,353,71,115,36,7,575,141,31,51,24,6,258,42,18,30,20,0,108,12870,599,1222,292,124,15095,1149,50,92,10,20,1325,444,17,27,25,94,607,33686,2434,2981,435,402,39937
LGA41140,0,167,158,36,22,13,3,228,186,34,45,12,4,285,199,33,48,14,8,296,169,42,34,9,9,259,113,31,58,14,0,214,23,25,25,9,0,76,3,7,15,3,0,32,6,0,8,6,0,23,1530,261,316,102,38,2240,141,0,0,3,5,144,109,0,3,0,0,112,93,4,7,3,0,104,108,7,11,6,0,126,103,11,14,3,0,132,120,3,17,7,4,150,134,11,21,3,0,174,126,5,19,5,3,161,144,13,19,6,3,185,108,7,28,7,0,151,52,6,24,14,0,95,29,0,9,6,3,53,3,3,8,14,0,30,1260,60,181,84,25,1615,140,12,22,5,4,180,50,0,7,8,17,83,2978,340,525,199,74,4122
LGA41190,0,46,27,4,16,12,3,58,35,5,14,12,0,68,44,11,23,4,0,82,26,12,30,4,0,74,20,4,13,5,0,42,3,5,4,0,3,11,0,3,3,3,0,10,0,0,0,0,0,3,262,53,141,55,4,519,22,0,0,0,0,22,13,0,0,0,0,13,15,0,0,0,0,14,14,0,3,0,0,20,13,3,6,0,0,25,16,5,10,0,0,32,22,0,11,0,0,34,12,0,3,0,0,13,22,0,3,4,0,25,16,0,3,3,0,21,5,0,4,0,0,15,4,4,4,0,3,12,0,0,0,4,0,7,179,16,44,20,3,260,31,0,3,4,8,48,9,3,0,6,0,13,479,68,194,87,16,842
LGA41330,0,48,40,5,3,0,0,45,34,4,4,0,0,34,33,0,13,0,4,44,29,4,12,0,0,36,33,3,5,0,0,45,11,0,4,0,0,18,0,0,3,0,0,9,0,0,3,0,0,7,354,19,48,6,5,436,5,0,0,0,0,5,4,0,0,0,0,4,22,0,0,0,0,22,13,0,0,0,0,13,16,0,3,0,0,20,13,0,3,0,0,17,11,0,3,0,0,17,20,0,0,0,0,21,10,0,5,0,0,17,5,0,0,0,0,8,9,0,4,0,0,9,7,0,3,0,0,6,5,0,0,6,0,8,133,3,28,14,0,171,32,0,6,0,3,41,20,0,0,0,6,25,537,25,77,23,13,675
LGA41560,3,199,180,24,23,8,3,234,189,37,52,0,8,289,227,32,39,8,5,305,177,28,48,3,8,262,94,16,33,4,0,149,18,11,25,0,0,53,0,0,4,3,0,11,0,6,7,0,0,14,1621,189,277,41,33,2152,254,0,3,4,4,265,136,0,5,0,6,147,99,0,8,3,3,112,139,8,16,0,0,161,121,3,19,3,3,144,117,0,17,7,3,143,169,6,22,0,3,207,167,6,23,7,3,211,141,5,28,7,3,186,143,12,37,4,3,203,37,8,17,3,3,72,8,3,7,4,0,26,7,8,8,7,3,26,1542,59,201,54,42,1894,143,8,25,17,9,202,38,7,16,8,26,94,3351,266,519,110,105,4350
LGA41750,3,23,10,3,5,3,0,26,16,0,10,3,3,34,8,4,14,11,3,40,21,7,12,13,0,50,8,7,10,9,0,30,0,3,3,0,0,8,0,0,0,0,0,5,0,0,0,0,0,3,121,31,71,52,12,276,5,0,0,0,0,5,9,0,0,0,0,9,4,0,0,0,0,9,4,0,0,0,0,10,8,0,3,0,0,13,5,0,3,3,0,10,14,0,3,3,0,19,3,0,7,3,0,11,14,0,4,3,0,19,9,0,5,3,0,15,6,3,0,0,0,11,0,3,0,0,0,5,0,0,0,0,0,0,84,8,25,19,0,139,18,0,3,4,0,23,6,0,0,0,0,6,226,37,102,71,10,446
LGA41830,0,49,41,3,0,0,0,49,44,3,3,4,0,56,36,3,6,3,3,49,23,3,8,6,0,41,17,6,14,4,0,40,3,3,4,3,0,11,3,3,3,0,0,8,0,3,0,0,0,3,340,35,52,22,3,446,13,0,0,0,0,13,8,0,0,0,0,3,15,0,0,0,0,14,7,0,0,0,0,6,6,0,0,0,0,10,8,0,3,3,0,19,19,0,0,4,0,26,19,0,0,0,0,25,28,3,7,0,0,39,12,0,3,0,0,17,5,0,0,0,0,13,3,0,3,0,0,3,0,0,0,0,0,0,139,6,21,13,3,191,24,3,0,0,0,33,12,0,3,5,3,24,514,46,79,43,9,686
LGA41960,0,28,12,6,3,0,0,17,20,11,12,0,0,35,15,3,15,11,0,40,19,0,8,0,0,26,6,3,7,4,0,24,0,3,7,3,0,12,0,0,4,0,0,4,0,0,0,0,0,0,123,28,68,18,0,234,11,0,0,0,0,11,11,0,0,0,0,8,4,0,8,0,0,16,9,0,0,0,0,8,8,0,0,0,0,7,13,0,4,0,0,16,10,0,0,0,0,13,10,0,0,0,0,9,16,0,6,0,0,24,13,0,3,0,0,19,7,0,3,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,111,10,24,4,0,148,16,0,7,0,0,25,8,0,3,3,0,13,248,35,105,27,4,424
LGA42030,3,312,273,34,35,3,4,347,312,52,52,0,3,423,290,28,51,5,3,380,277,37,47,3,5,372,126,20,42,5,6,200,38,13,17,0,0,68,3,4,7,3,0,18,3,0,0,0,0,3,2529,259,334,27,34,3178,517,0,0,0,0,520,362,0,10,0,3,373,204,4,8,3,0,222,228,4,28,4,0,267,214,7,28,0,0,252,244,18,14,4,3,282,249,10,29,4,3,301,266,13,37,4,3,321,240,16,40,3,4,297,140,9,28,9,5,185,69,0,12,3,3,96,23,5,9,3,0,40,11,0,5,0,0,23,2772,86,243,48,25,3181,199,6,21,12,6,233,84,0,10,10,19,114,5581,349,608,88,79,6699
LGA42110,0,67,39,7,19,16,7,80,40,14,20,13,0,85,56,11,33,14,0,119,41,13,28,12,0,99,32,9,27,13,0,80,12,3,5,6,0,31,0,3,8,3,0,9,0,0,0,15,0,15,415,66,176,105,9,778,30,0,0,3,0,29,25,0,0,3,0,26,15,0,3,0,0,19,23,0,0,0,0,24,22,0,6,3,0,35,32,4,9,8,0,45,34,0,7,3,0,46,37,0,11,3,0,53,59,3,13,3,0,78,31,0,18,5,0,53,8,0,4,8,0,25,6,0,8,4,0,18,7,0,4,10,0,15,318,16,83,54,0,471,36,0,9,0,0,41,15,4,0,16,6,38,783,85,271,176,19,1333
LGA42250,0,129,130,16,14,15,0,176,160,23,22,5,3,218,145,25,35,9,0,211,112,9,31,6,3,160,74,15,25,11,3,119,16,6,31,8,0,59,3,0,17,5,0,27,5,0,5,6,0,22,1117,126,225,74,14,1550,67,0,0,3,0,70,45,0,3,0,0,45,46,3,0,0,0,52,49,3,3,3,0,63,43,7,7,9,0,57,61,3,15,12,0,84,52,13,21,5,0,88,55,7,16,5,0,89,46,7,15,7,0,73,39,7,16,7,0,71,12,0,13,14,0,39,7,3,3,11,0,27,4,3,7,13,4,30,526,56,119,90,5,801,69,11,23,8,3,108,20,0,6,9,11,40,1731,200,369,176,30,2507
LGA42600,6,563,426,80,93,9,3,601,463,99,85,15,6,664,445,98,101,11,3,652,425,88,81,14,3,608,244,72,55,3,9,386,81,32,30,4,4,143,15,13,10,0,0,37,10,0,4,0,0,12,4279,649,621,69,48,5661,917,3,3,3,3,926,885,3,15,3,7,914,432,8,30,6,5,482,385,25,31,3,3,442,341,21,47,11,3,422,376,32,61,8,3,475,402,39,58,3,3,505,402,32,64,16,4,515,407,41,64,17,4,532,313,39,64,18,7,449,149,37,62,20,0,277,49,15,22,14,0,100,21,15,19,7,0,63,5071,316,536,129,51,6098,354,24,24,8,8,418,126,7,15,7,28,175,9827,993,1195,217,130,12350
LGA42750,0,81,68,9,17,4,0,112,67,13,32,9,3,125,83,16,29,8,0,139,74,19,38,6,0,142,45,16,27,12,3,103,17,5,11,15,0,48,5,0,10,9,0,26,0,0,3,0,0,6,621,95,225,68,13,1019,79,0,0,0,0,78,40,0,0,0,0,40,37,0,4,3,0,46,73,0,7,3,0,86,50,3,11,0,0,63,54,7,13,3,0,73,85,3,6,3,0,98,69,3,16,4,0,99,81,4,18,5,0,109,51,3,20,5,0,85,25,6,25,9,4,70,7,0,7,4,3,28,4,3,9,12,0,25,649,38,140,56,9,894,72,8,19,3,4,104,26,0,6,3,3,34,1364,137,389,133,22,2049
LGA43080,0,28,12,7,8,8,0,38,16,4,16,9,3,45,25,3,16,4,0,47,18,0,23,5,0,51,8,3,11,3,0,26,0,0,11,7,0,18,0,0,6,0,0,4,0,0,3,0,0,3,145,33,98,41,7,327,13,0,0,0,0,13,3,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,8,15,0,0,3,0,19,14,0,0,0,0,17,8,0,3,0,0,17,14,0,4,0,0,20,21,0,0,0,0,23,8,0,5,0,0,17,3,0,3,0,0,8,0,0,4,0,0,8,0,0,0,0,0,3,113,3,22,8,0,150,3,0,0,0,0,4,3,0,3,3,7,13,272,37,124,60,12,497
LGA43220,0,29,18,6,3,0,0,28,19,7,10,3,0,36,16,6,15,7,0,51,19,4,15,11,0,46,12,0,5,4,0,21,4,0,3,3,0,15,0,0,0,0,0,3,0,0,3,0,0,3,171,32,80,45,7,334,15,0,0,0,0,15,14,0,0,0,0,16,11,0,3,3,0,20,9,3,3,5,0,25,8,0,0,3,0,11,15,0,4,0,0,16,9,0,4,0,0,19,17,0,0,0,0,14,11,0,0,0,3,16,3,0,4,4,0,10,7,0,4,0,0,9,3,0,3,0,0,7,3,0,0,0,0,3,121,6,21,14,3,171,20,3,9,0,0,30,3,0,5,0,3,13,310,44,113,64,16,549
LGA43360,0,37,20,3,4,4,0,40,31,3,3,4,0,47,28,5,7,3,0,48,31,9,11,0,3,57,30,3,16,11,0,62,0,4,9,6,0,20,0,0,11,3,0,14,0,0,4,0,0,12,269,46,95,36,5,454,26,0,0,0,0,26,12,0,0,0,0,19,21,0,0,0,0,24,23,0,3,3,0,34,13,0,3,0,0,18,29,4,3,0,0,35,18,0,5,4,0,25,28,5,5,7,0,35,21,0,7,4,0,37,21,0,18,7,0,39,15,0,8,5,0,30,4,0,0,0,0,7,0,0,9,3,0,13,244,17,54,36,0,350,39,0,5,9,3,65,21,0,0,7,4,30,570,66,161,85,21,897
