LGA_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,96,94,3,3,204,57,26,0,0,86,148,47,3,0,198,39,22,0,3,62,2787,2662,45,66,5553,56,31,4,0,94,102,49,19,7,177,50,35,7,0,92,466,195,8,11,685,173,46,0,3,226,40,17,0,0,62,85,35,3,0,128,337,164,5,11,528,459,258,11,11,742,61,31,3,0,92,93,28,9,0,133,120,56,12,3,182,53,23,3,6,79,386,126,0,6,515,305,191,14,14,529,5901,4138,166,150,10357,490,114,0,12,617,56,0,0,3,58,404,43,0,3,452,64,13,0,0,78,9838,2179,3,158,12174,96,19,0,3,117,408,22,0,3,438,216,26,0,0,242,1286,125,3,14,1428,149,11,0,0,160,51,3,0,0,55,131,9,0,3,141,826,49,3,7,889,4527,482,3,69,5085,91,12,0,3,105,906,36,3,6,954,611,58,3,9,680,559,58,0,4,628,1916,106,0,29,2056
LGA39799,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,9,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,5,5,3,0,12,3,9,0,0,11,19,71,6,4,99,3,8,0,0,15,66,112,16,3,194,14,37,6,0,61,49,212,43,0,309,30,362,103,3,503,20,13,3,0,29,24,41,10,0,68,109,169,28,3,304,50,84,22,4,153,247,586,205,11,1047,33,62,6,0,106,20,26,5,0,50,36,60,11,0,106,77,221,39,0,341,20,23,10,0,46,37,83,11,0,122,57,87,14,4,163,933,2250,543,35,3749,3,0,0,0,9,7,0,0,0,7,39,16,0,0,54,7,0,0,0,5,186,35,3,0,224,9,0,0,0,7,99,69,3,3,179,61,164,6,3,237,63,4,3,3,81,46,3,0,0,50,40,18,9,0,62,26,10,0,0,45,501,322,236,7,1065,101,17,4,3,126,24,5,3,0,35,121,19,0,0,135,271,227,30,3,537,104,11,0,0,121,147,57,0,3,208
LGA40120,37,52,11,0,104,5,5,0,0,12,23,52,9,0,82,0,3,0,0,3,60,111,3,3,181,13,11,0,0,29,22,49,7,3,73,3,44,10,0,54,13,16,0,0,33,3,0,0,0,9,16,15,0,0,30,12,17,0,0,27,99,58,0,0,159,13,7,0,0,17,0,3,3,0,4,3,12,0,0,20,27,15,3,0,51,6,8,0,0,14,7,15,0,0,28,27,30,0,0,55,404,518,53,12,986,104,77,7,3,193,3,0,0,0,3,65,25,0,5,97,0,0,0,0,0,170,51,0,4,224,13,6,0,0,21,72,30,0,0,108,17,25,3,3,45,26,12,0,0,41,21,0,0,0,22,10,0,0,0,13,16,0,0,0,13,181,26,0,0,205,85,13,0,3,101,4,0,0,0,4,79,5,0,0,88,108,32,0,0,146,58,3,0,3,69,86,28,0,3,115
LGA40220,32,56,4,0,99,0,3,0,0,3,7,31,4,4,44,0,0,0,0,5,17,54,0,0,72,5,3,0,0,16,8,37,7,3,51,5,28,14,4,51,0,22,0,0,18,0,0,0,0,3,8,9,0,0,15,5,10,0,0,18,21,13,0,0,36,4,3,0,0,8,3,0,0,0,4,3,0,0,0,5,3,17,0,0,15,3,0,0,0,4,7,15,0,0,18,9,4,0,0,17,150,305,39,16,509,150,76,3,0,230,0,0,0,0,0,44,14,3,0,52,3,0,0,0,8,141,60,0,4,206,9,0,0,0,9,53,38,0,3,92,19,30,0,0,51,15,8,0,0,23,5,0,0,0,6,9,0,0,0,7,6,6,0,0,11,54,8,0,0,64,47,8,0,3,54,0,0,0,0,0,22,6,0,0,30,38,15,0,0,55,22,6,0,4,29,70,28,0,0,102
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,36,42,3,3,83,0,3,0,0,3,21,53,7,4,86,0,0,0,0,0,19,42,0,0,64,3,7,0,0,8,10,46,14,0,77,11,30,7,3,42,13,19,0,0,25,4,3,0,0,3,0,11,0,0,11,4,13,0,0,15,14,30,0,0,46,4,10,0,0,17,0,0,0,0,0,3,3,0,0,8,8,14,0,0,19,0,0,0,0,3,3,12,0,0,22,4,8,3,0,19,155,341,44,11,561,101,49,7,3,162,0,0,0,0,0,63,18,0,0,84,6,0,0,0,4,85,38,0,0,127,8,4,0,0,13,28,29,0,0,57,21,24,3,0,52,15,8,0,3,30,3,0,0,0,4,9,0,0,0,7,9,3,0,0,7,55,11,0,0,66,28,6,0,0,43,0,0,0,0,0,26,0,0,0,31,65,15,4,3,91,15,3,0,0,18,66,20,0,4,95
LGA40430,34,27,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,0,0,79,71,42,0,0,110,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA40520,24,19,0,3,39,0,0,0,0,0,3,14,6,0,23,0,4,0,0,4,3,8,0,0,15,0,3,0,0,6,3,21,5,0,30,3,0,0,0,4,3,9,0,0,15,0,0,0,0,0,3,8,0,0,6,3,6,0,0,6,0,9,0,0,13,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,4,14,0,0,17,0,0,0,0,0,0,10,0,0,11,0,4,0,0,4,53,131,17,4,205,82,27,0,0,115,0,0,0,0,0,24,9,0,0,30,0,0,0,0,0,20,15,0,0,35,5,0,0,0,9,5,15,0,0,26,8,7,0,0,17,4,3,0,0,11,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,16,9,0,0,25,15,3,3,0,17,0,0,0,0,0,10,0,0,0,5,15,3,0,0,25,3,0,0,0,3,29,26,0,0,49
LGA40700,3,3,0,0,11,6,7,0,0,10,15,20,3,0,41,3,3,0,0,4,56,53,3,0,115,27,14,0,0,37,35,59,16,0,111,9,46,5,0,62,12,9,0,0,21,9,19,4,0,31,49,87,5,6,154,47,42,15,0,105,139,151,37,3,326,25,19,0,0,43,9,3,0,0,12,10,10,3,0,25,34,91,8,0,135,12,3,0,0,18,14,20,0,3,40,35,37,3,0,81,544,705,110,10,1372,5,3,0,0,7,3,0,0,0,3,39,4,0,0,41,5,0,0,0,5,131,25,0,0,161,11,3,0,0,12,42,22,0,3,71,14,18,3,0,39,18,11,0,0,29,17,0,0,0,16,33,10,0,0,43,18,4,0,0,22,226,65,5,0,295,50,8,0,0,62,3,3,0,0,5,116,6,3,0,129,160,106,3,0,271,43,3,0,3,48,75,33,0,0,110
LGA40910,0,3,0,0,3,0,3,0,0,4,6,33,3,0,47,5,0,0,0,5,73,98,8,3,185,18,9,4,0,32,20,31,11,3,67,7,24,4,0,39,10,6,0,0,23,3,0,0,0,7,14,7,0,0,26,16,16,0,0,33,58,24,0,0,84,13,14,3,0,32,0,0,0,0,0,6,3,0,0,11,15,33,3,0,53,3,3,0,0,6,14,38,3,0,57,14,20,0,3,40,306,371,52,14,742,6,0,0,0,6,0,0,0,0,0,48,10,0,0,57,0,0,0,0,0,173,38,0,4,210,11,3,0,0,13,37,19,0,3,60,14,22,0,0,43,37,7,0,3,53,9,3,0,0,16,6,0,0,0,7,12,6,0,0,17,134,22,0,0,151,78,8,0,0,86,8,0,0,0,8,52,9,0,0,69,78,24,0,0,104,23,3,3,0,31,115,32,0,4,153
LGA41010,12,27,0,0,32,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,3,5,0,0,9,0,3,0,0,3,0,10,0,0,10,3,3,0,0,8,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,6,0,4,0,0,3,20,74,3,0,98,37,27,0,0,69,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,10,0,0,18,3,0,0,0,0,10,0,0,0,9,8,7,0,0,12,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,3,4,0,0,5,0,0,0,0,0,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,7,10,0,0,16
LGA41060,6,11,0,3,21,5,0,0,0,7,53,166,32,0,251,11,4,0,0,11,166,253,42,9,465,27,88,8,0,122,68,142,37,0,236,16,110,37,3,163,59,80,15,0,146,18,18,0,0,38,25,17,0,0,41,26,56,0,3,90,99,108,12,0,217,38,33,7,4,82,4,5,7,0,14,13,12,3,0,32,49,91,13,0,155,6,14,6,0,22,53,110,5,0,163,53,83,8,4,154,784,1390,223,28,2434,8,0,0,0,8,0,0,0,0,0,163,41,4,0,210,7,0,0,0,7,365,91,0,10,472,36,19,0,0,54,132,81,0,5,218,61,71,3,0,129,204,21,0,3,229,23,0,0,0,28,24,3,0,0,25,25,8,0,0,42,254,41,11,0,307,141,24,0,0,168,17,0,0,0,24,105,15,0,3,124,236,84,0,8,330,78,8,0,0,84,321,81,3,7,411
LGA41140,37,47,0,0,87,0,0,3,0,3,11,19,13,3,44,0,0,0,0,0,9,25,0,0,31,0,12,0,0,12,5,24,0,0,29,0,20,4,0,26,6,8,0,0,14,0,0,0,0,0,6,7,0,0,14,0,6,0,0,6,7,10,0,0,20,3,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,3,14,0,0,14,8,8,0,0,16,89,217,30,3,340,109,83,3,14,205,0,0,0,0,0,20,13,0,0,31,0,0,0,0,0,35,10,0,0,46,0,4,0,0,6,17,15,0,0,37,21,14,0,0,27,9,11,0,0,21,0,0,0,0,3,0,0,0,0,3,3,5,0,0,7,16,3,0,0,27,15,3,0,0,24,4,0,0,0,4,3,0,0,0,8,18,10,7,0,28,0,0,0,0,0,23,10,0,0,38
LGA41190,8,24,0,0,33,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,3,7,0,14,0,3,0,0,3,0,0,4,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,20,39,12,0,68,74,61,0,3,134,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,4,0,0,11,0,0,0,0,0,6,6,0,0,11,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,3,0,0,6
LGA41330,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,25,0,0,0,0,0,13,0,0,0,13,3,0,0,0,3,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,12,6,0,0,16,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3
LGA41560,35,17,3,0,62,0,0,0,0,0,3,12,3,0,14,0,3,0,0,3,6,22,0,0,34,6,0,0,0,8,0,22,0,3,24,4,27,3,0,37,5,7,0,0,14,0,0,3,0,3,0,7,0,0,9,0,9,0,0,9,4,3,4,0,12,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,6,11,3,0,18,0,0,0,0,0,0,8,0,0,12,3,3,0,0,5,74,165,24,13,266,43,27,0,0,73,0,0,0,0,0,14,7,0,0,27,3,0,0,0,3,58,30,0,0,97,0,0,0,0,0,28,26,0,0,55,12,21,0,0,31,18,4,0,0,18,0,4,0,0,4,0,0,0,0,0,3,4,0,0,8,16,3,0,0,22,37,8,0,0,49,0,0,0,0,3,5,0,0,0,6,28,3,0,0,27,3,0,0,0,3,48,29,0,0,74
LGA41750,6,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,5,0,37,30,35,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,5,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3
LGA41830,8,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,18,21,3,0,46,17,9,0,0,28,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,4,0,0,3,4,8,0,0,13,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
LGA41960,6,20,0,0,25,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,3,0,35,29,25,0,7,59,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,8,0,0,9,0,3,0,0,3,4,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8
LGA42030,3,7,0,0,13,0,0,0,0,0,3,4,0,0,10,0,3,0,0,5,12,43,0,0,48,3,4,3,0,9,10,25,4,3,46,0,21,8,0,29,5,11,3,0,18,0,4,0,0,4,3,12,0,0,11,3,13,0,0,19,14,19,0,0,31,3,5,0,0,11,0,0,0,0,0,3,0,0,0,3,12,30,11,0,47,0,0,0,0,0,12,21,0,0,26,3,11,0,0,14,92,229,28,3,349,17,5,0,0,23,0,0,0,0,0,15,4,0,0,27,0,0,0,0,3,69,23,0,0,94,3,3,0,0,4,33,23,0,0,58,14,12,0,0,25,14,0,0,0,14,3,0,0,0,4,11,3,0,0,14,3,0,0,0,7,41,14,3,0,55,39,7,0,0,39,0,0,0,0,5,21,0,0,0,21,54,15,8,0,73,14,5,0,0,14,53,26,0,0,77
LGA42110,10,23,0,0,40,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,3,4,0,0,4,0,3,0,0,3,0,9,0,0,7,0,8,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,24,58,0,3,85,69,84,0,3,159,0,0,0,0,0,8,3,0,0,13,0,0,0,0,0,12,12,0,0,21,0,3,0,0,4,5,10,0,0,12,7,4,0,0,8,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,3,10,5,0,0,16
LGA42250,28,55,14,0,95,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,20,0,0,28,0,4,0,0,7,0,0,0,0,0,0,11,0,0,11,3,10,3,0,16,0,0,0,0,0,3,0,0,0,3,0,5,0,0,5,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,6,0,0,4,3,9,0,0,11,57,121,17,0,200,97,95,0,5,201,0,0,0,0,0,10,9,0,0,16,0,0,0,0,0,18,12,0,0,28,3,4,0,0,9,10,0,0,0,17,6,9,0,0,11,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,12,11,0,0,0,12,0,0,0,0,0,8,0,0,0,5,4,0,0,0,4,4,0,0,0,4,8,5,0,0,15
