LGA_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
LGA40120,0,0,0,0,5,3,10,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,53,366,233,221,116,102,64,65,19,1233,0,8,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,24,4,40,8,0,0,0,0,4,0,53,0,43,16,9,0,0,0,0,0,71,3,31,30,11,0,0,0,3,0,78,5,37,46,36,14,10,0,3,0,143,7,12,30,50,15,10,0,3,0,132,3,19,22,46,29,11,13,7,0,147,6,15,16,23,48,18,12,8,0,152,6,10,7,8,19,22,12,5,3,87,3,8,8,7,12,9,4,8,0,53,0,4,6,3,3,5,7,0,0,16,0,0,7,0,3,0,0,3,0,17,0,6,3,0,3,0,0,4,0,22,0,6,0,4,0,0,3,0,0,18,31,252,197,202,149,93,52,48,9,1035
LGA40220,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,4,11,41,226,195,238,92,38,22,32,14,901,3,3,0,0,0,0,0,0,0,10,0,16,3,0,0,0,0,0,0,20,0,20,4,3,0,0,0,3,0,40,0,27,6,9,0,0,0,3,0,45,4,19,16,10,4,3,0,3,0,58,7,19,24,28,4,3,0,3,0,85,4,10,20,30,13,9,3,3,0,102,0,9,17,21,35,13,4,4,0,107,0,0,3,19,34,27,13,7,3,101,3,0,5,0,18,16,0,3,0,48,0,3,3,0,4,3,6,8,0,21,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,26,139,104,135,116,78,29,41,6,667
LGA40250,0,0,0,0,0,3,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,4,16,6,30,32,34,7,16,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,10,3,0,3,0,33
LGA40310,0,0,0,0,3,12,7,6,0,27,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,10,54,253,194,252,113,68,50,57,8,1049,0,10,4,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,19,5,26,6,8,0,0,0,0,0,49,3,29,13,4,0,0,0,0,0,54,5,26,30,13,4,3,0,0,0,78,0,17,44,25,14,0,0,3,0,116,3,15,29,41,35,13,10,3,0,143,3,12,16,39,66,30,15,5,0,191,4,4,7,18,53,79,30,17,0,213,4,6,3,9,32,28,21,17,0,118,0,5,4,0,11,9,10,10,0,55,0,0,0,0,7,7,0,3,0,30,0,0,3,0,0,9,9,3,0,26,0,0,3,0,0,0,5,7,0,18,0,3,0,0,3,3,0,0,0,9,35,168,161,164,237,179,100,74,4,1131
LGA40430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,17,5,4,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,4,5,3,3,3,0,51
LGA40520,3,0,0,0,3,18,6,8,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,29,92,75,164,101,79,31,26,9,605,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,12,7,0,0,0,0,0,0,20,3,15,8,0,0,3,3,0,0,30,0,7,8,9,3,0,0,0,0,29,0,8,23,24,12,0,0,0,0,73,5,0,15,21,31,6,3,3,3,90,3,0,6,22,56,16,0,4,0,107,4,0,3,11,49,23,11,5,0,108,5,0,0,3,18,6,9,0,0,46,0,0,0,5,6,6,4,4,0,26,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,29,50,74,96,181,81,39,28,5,574
LGA40700,13,3,0,0,7,12,46,24,0,103,0,3,0,0,5,0,11,10,0,27,3,3,4,0,3,3,5,0,0,18,105,541,365,378,308,119,176,107,29,2128,3,10,3,0,0,0,0,0,0,18,3,49,3,0,0,0,0,0,0,55,3,58,9,0,7,0,0,3,0,86,7,38,26,8,3,0,0,0,0,91,5,59,67,25,7,5,4,3,0,172,15,41,116,64,31,16,3,3,0,284,13,30,83,101,75,27,10,4,4,355,20,22,53,87,207,63,20,21,3,504,18,24,33,77,260,106,55,22,3,607,15,9,8,26,105,62,43,34,7,309,4,6,11,13,58,29,37,18,0,180,0,10,3,8,24,12,18,21,0,90,6,13,9,6,23,17,10,12,0,91,5,4,3,3,4,5,0,8,0,31,0,3,0,11,6,0,4,3,0,25,119,386,425,437,804,344,211,159,23,2907
LGA40910,4,0,0,0,5,0,4,3,0,16,0,3,0,0,0,0,0,0,0,7,0,9,5,7,3,0,0,3,0,22,69,351,278,402,245,89,47,60,17,1554,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,0,0,19,0,37,3,0,0,3,0,0,0,45,0,31,19,3,0,3,0,0,0,59,3,28,29,15,11,0,0,0,0,94,0,21,43,50,13,3,0,0,0,134,4,9,37,57,27,16,7,5,0,166,9,14,16,50,59,22,4,12,4,185,3,16,9,22,59,23,12,13,0,157,3,3,11,13,24,11,10,6,0,78,0,5,3,3,14,9,11,10,0,57,0,0,0,3,9,3,4,0,0,20,0,3,0,0,4,5,0,6,0,17,0,3,0,0,0,0,0,3,0,8,0,4,0,0,3,5,0,3,3,14,35,200,168,226,213,108,43,56,6,1060
LGA41010,0,0,0,0,0,5,3,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,39,36,44,22,7,22,8,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,9,0,3,6,7,3,3,0,0,0,20,0,4,3,13,11,0,0,0,0,31,0,3,0,7,4,9,0,3,0,27,4,3,0,8,21,3,3,7,0,45,0,0,0,0,8,3,0,0,0,21,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,19,33,56,26,4,8,0,179
LGA41060,0,0,3,0,6,9,16,22,0,66,0,3,3,13,3,6,0,9,0,43,4,9,9,10,4,0,3,9,8,49,182,1073,800,1115,857,349,217,314,75,4979,3,15,4,3,3,0,0,4,0,32,4,56,4,4,0,3,0,0,0,74,4,108,13,15,4,0,0,3,3,155,9,113,56,17,13,5,3,3,3,221,8,96,126,69,26,5,10,3,0,344,15,75,181,152,76,23,12,10,4,548,30,53,80,222,230,85,29,20,5,751,29,41,66,179,412,157,75,36,3,994,30,15,22,88,363,162,87,77,3,858,15,11,13,34,135,79,58,63,3,415,4,13,23,28,61,52,38,29,0,246,3,3,0,4,26,15,15,26,0,98,3,0,7,9,13,12,18,30,0,95,3,5,3,3,6,11,0,10,0,43,4,8,4,3,17,7,6,0,4,52,167,609,604,824,1380,623,350,331,33,4924
LGA41140,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,21,86,89,112,50,23,9,19,8,408,0,0,0,0,0,0,0,0,0,6,0,10,0,3,0,0,0,0,0,11,0,13,3,0,0,0,0,0,0,15,3,13,8,0,0,3,0,3,0,24,3,8,15,4,0,0,0,0,3,40,0,9,21,24,5,3,3,3,0,70,3,15,14,22,18,12,0,3,0,84,5,7,4,14,24,19,3,4,0,73,0,3,3,12,23,16,5,9,0,68,3,4,0,9,12,8,0,4,0,34,3,3,0,4,0,0,9,3,0,19,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,8,3,3,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,12,25,87,77,89,83,65,25,29,5,478
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,15,9,0,0,6,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,7,4,0,0,7,5,3,0,0,0,14,3,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,7,18,14,6,3,0,0,79
LGA41330,0,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,13,17,32,26,12,12,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,9,0,0,0,0,4,4,0,0,0,15,3,0,0,0,10,3,3,3,0,15,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,12,25,14,3,6,0,79
LGA41560,3,0,3,0,0,10,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,26,101,102,149,83,43,19,28,11,575,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,0,14,3,0,0,0,0,0,0,23,0,11,3,6,0,0,0,0,0,29,0,16,16,5,8,0,0,0,0,44,3,10,15,24,5,3,0,0,0,57,3,7,16,24,25,4,3,8,0,82,4,11,3,17,29,10,11,4,0,94,3,3,4,10,31,14,3,10,0,80,4,5,6,7,8,4,3,7,0,46,3,3,0,0,4,0,5,8,0,26,0,0,3,0,0,3,0,0,0,14,0,0,4,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,29,83,80,105,117,47,27,35,0,524
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,4,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,7,3,3,4,0,38
LGA41830,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,8,10,7,10,9,3,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,10,5,4,0,0,41
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,11,5,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,12,6,5,3,3,0,40
LGA42030,3,0,0,0,4,13,4,6,0,32,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,7,42,230,161,253,161,75,56,45,18,1043,0,3,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,18,0,29,6,3,0,0,0,0,0,38,4,24,8,8,0,0,0,0,0,47,0,19,32,4,3,4,0,0,3,70,5,16,32,44,10,7,0,0,0,111,0,5,14,66,27,9,8,3,0,141,3,3,15,28,41,22,6,3,0,127,0,0,4,11,52,24,16,9,0,121,3,4,3,6,20,9,4,8,0,59,0,0,0,0,10,9,3,8,0,27,0,0,3,3,0,3,3,9,0,21,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,8,27,124,125,184,182,84,50,43,7,817
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,21,17,11,6,3,3,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,3,7,0,0,0,0,0,20,0,0,5,4,0,0,0,0,0,16,0,0,0,10,0,3,0,0,0,18,0,3,0,6,6,0,0,0,0,20,0,0,0,0,3,0,4,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,22,33,15,8,7,3,0,114
LGA42250,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,31,37,57,18,16,18,0,221,0,3,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,16,0,6,5,0,0,0,3,0,0,12,3,3,0,0,0,0,0,0,0,6,0,3,4,3,0,0,0,0,0,11,0,5,8,8,4,0,0,0,0,26,3,4,4,10,12,4,0,0,0,33,3,5,0,6,10,4,3,3,0,38,0,0,0,14,10,0,5,0,0,28,0,4,0,0,0,3,3,0,0,15,0,3,0,0,0,0,0,3,0,13,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,48,28,48,40,15,18,16,4,223
LGA42600,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,10,7,9,0,0,0,4,29,100,636,472,645,407,157,78,101,21,2620,3,4,0,3,0,0,0,0,0,14,0,22,3,0,0,3,0,0,0,31,3,38,8,4,0,0,0,0,0,55,3,50,21,11,0,0,0,0,0,91,6,24,43,24,3,3,3,0,3,110,4,28,58,57,23,5,4,0,4,194,10,15,37,69,51,11,7,4,0,205,9,20,20,72,94,38,19,5,3,269,4,20,13,37,85,41,18,7,4,230,0,7,9,11,30,22,13,15,0,103,3,3,5,3,16,14,3,9,0,61,0,3,0,3,3,5,0,4,0,22,0,0,0,0,5,8,6,6,0,30,0,4,3,0,3,0,0,3,0,17,0,3,0,5,4,3,0,0,3,23,52,232,238,300,320,171,70,50,20,1449
LGA42750,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,22,51,46,47,24,18,18,20,0,245,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,11,0,5,9,0,0,0,0,0,0,12,0,4,7,8,3,3,0,0,0,35,0,0,7,13,7,0,3,0,0,38,0,0,3,9,14,3,0,0,0,33,0,0,3,3,7,5,0,0,0,24,0,0,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,33,42,37,16,14,6,0,190
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,3,3,0,0,32
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,12,7,6,3,6,3,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,8,4,4,4,3,3,0,46
LGA43360,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13,17,11,4,9,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,11,0,0,0,8,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,9,15,8,7,4,3,0,68
LGA43650,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,93,82,92,56,22,15,22,3,400,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,17,7,7,0,3,0,0,0,28,0,18,7,3,3,0,0,0,0,36,0,4,18,13,0,0,0,0,0,36,0,16,19,15,8,7,0,0,0,70,3,4,4,19,19,4,0,0,0,52,6,10,5,11,26,18,3,3,0,96,5,4,3,6,22,31,10,8,0,89,0,7,0,3,11,12,8,11,0,52,0,5,0,4,3,6,9,3,0,32,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,3,13,101,74,87,96,86,41,34,4,534
