LGA_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
LGA16490,0,0,0,12,6,8,0,9,0,27,3,16,12,154,39,247,7,110,3,608,0,0,4,33,14,55,0,27,0,143,0,3,0,23,3,11,3,4,0,49,0,0,5,3,4,7,0,3,0,24,0,0,6,0,4,0,0,4,0,15,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,11,0,3,0,4,0,10,0,3,4,25,10,30,31,226,65,339,18,165,12,892,0,0,3,0,3,0,0,0,0,5,0,3,5,14,3,8,3,4,0,34,0,0,3,4,0,6,0,3,0,23,3,0,3,9,4,16,0,0,0,37,0,0,46,10,8,0,0,7,0,73,0,3,68,8,9,0,0,3,0,92,0,0,32,3,0,0,0,3,0,43,0,3,6,0,0,0,0,3,0,18,0,3,3,0,0,0,0,0,0,10,3,13,182,47,29,30,6,25,5,336
LGA16550,0,18,5,39,16,32,0,20,0,132,15,427,48,496,152,458,26,206,12,1841,10,30,44,216,63,190,18,127,7,714,12,21,0,58,11,26,7,13,0,144,0,15,6,12,0,12,0,0,0,47,7,6,12,6,0,0,0,0,0,33,0,0,3,9,0,0,0,0,0,13,3,10,0,8,0,0,0,0,0,17,0,17,4,28,3,13,0,9,16,99,47,546,124,871,254,724,54,388,38,3050,0,0,5,4,0,0,0,3,0,16,0,21,0,27,14,23,0,10,0,97,3,4,17,33,9,18,3,24,3,121,0,11,26,25,3,6,0,5,0,79,0,20,40,19,8,3,3,4,0,100,6,15,66,8,11,3,0,0,0,111,5,0,24,8,3,0,0,5,0,41,0,3,25,3,0,0,0,0,0,31,0,0,5,7,0,0,0,0,6,19,17,84,203,128,60,63,13,52,5,619
LGA16610,0,0,0,0,0,3,0,0,0,9,0,0,3,33,4,99,3,62,0,213,0,0,3,9,0,16,0,9,0,34,0,0,0,3,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,3,6,49,9,120,3,78,0,275,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,3,3,3,3,0,0,0,12,0,0,0,3,4,3,0,3,0,14,0,7,19,0,3,0,0,5,0,40,4,0,9,5,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,10,40,15,11,9,0,13,0,104
LGA16650,3,0,0,6,5,29,3,14,0,60,9,40,10,125,54,336,14,127,4,721,9,14,18,92,14,158,21,69,3,398,8,5,3,20,14,40,11,14,0,107,0,0,8,12,7,6,0,0,0,33,0,7,6,4,3,5,0,0,0,26,0,0,3,4,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,8,0,6,3,4,5,11,0,5,24,49,29,73,51,269,97,582,48,229,35,1415,0,0,0,0,0,3,0,0,0,6,0,3,0,14,6,23,4,8,0,70,0,3,3,14,6,16,4,17,4,70,0,0,21,12,11,15,6,3,0,73,3,3,36,20,7,5,0,5,0,72,0,9,42,10,10,3,3,3,3,77,0,0,18,3,3,0,0,3,0,28,0,3,16,3,0,0,0,0,0,24,0,0,6,0,0,0,0,0,8,11,7,30,140,80,42,64,12,38,13,428
LGA16700,6,24,3,50,16,84,3,32,8,227,30,222,60,657,244,1052,32,355,26,2676,31,61,71,283,156,405,21,152,5,1191,18,20,17,72,43,99,13,22,4,304,15,25,15,9,19,19,0,8,5,106,4,21,9,19,17,7,0,6,0,80,4,7,7,5,4,3,0,0,0,33,0,10,3,3,6,3,0,0,0,29,0,10,3,23,10,34,0,14,33,132,111,389,192,1129,511,1711,72,587,83,4777,0,0,0,3,0,5,0,0,0,15,0,13,11,44,17,51,3,30,0,157,6,13,19,37,25,58,0,32,3,195,11,15,23,36,32,33,0,9,3,153,10,39,73,27,44,11,0,5,0,211,9,29,83,22,22,12,0,4,3,178,3,7,20,3,4,4,0,3,0,51,5,16,25,5,7,0,0,0,0,61,0,0,11,4,0,3,0,0,10,29,57,140,254,180,152,171,11,76,14,1052
LGA16900,0,0,3,11,0,30,0,11,0,61,0,30,10,134,23,519,28,197,3,942,7,10,5,44,10,113,6,45,4,242,6,3,0,20,3,29,0,6,0,67,0,0,4,5,0,4,0,0,0,24,0,0,5,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,14,13,43,38,227,38,697,39,256,17,1357,0,0,3,3,0,0,0,5,0,9,0,0,3,17,0,26,0,5,0,60,0,0,0,19,3,16,0,3,0,48,0,0,11,21,0,15,0,7,0,62,4,4,57,16,5,7,0,0,0,96,0,6,56,3,3,3,0,3,0,75,0,0,20,6,0,3,0,0,0,29,3,3,11,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,5,9,15,161,92,15,76,4,24,3,400
LGA16950,0,0,4,25,3,45,3,25,0,104,12,18,14,222,27,601,17,247,5,1158,5,4,5,48,3,64,7,30,0,172,0,3,0,17,4,16,0,3,0,44,0,0,12,11,3,0,0,3,0,28,3,0,9,4,0,0,0,4,0,18,0,0,7,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,0,9,3,23,0,11,13,63,23,33,52,332,46,751,29,317,24,1608,0,0,4,6,0,7,0,3,0,16,3,0,3,26,4,27,4,12,0,79,3,3,10,23,3,19,0,13,0,71,0,7,14,11,0,7,0,3,0,55,3,8,95,18,14,9,0,8,0,162,8,5,68,16,9,3,0,3,0,114,0,3,41,5,4,0,0,5,0,51,6,0,22,3,0,0,0,0,0,28,0,3,7,3,0,3,0,0,4,16,16,34,263,103,42,70,8,51,3,591
LGA17000,0,0,0,5,0,4,0,5,0,24,0,12,3,63,10,134,3,87,3,313,0,0,0,19,0,21,0,14,0,57,0,0,0,7,3,6,0,6,0,20,0,0,5,0,3,3,0,0,0,15,0,0,5,9,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,5,0,4,0,42,0,0,0,0,0,45,0,0,0,3,0,3,0,0,6,18,3,15,20,148,17,170,10,113,8,507,0,0,0,3,0,0,0,0,0,3,0,3,0,5,3,15,0,9,0,33,0,0,4,4,0,0,3,3,0,20,0,0,3,3,0,6,0,0,0,15,0,0,29,3,4,0,0,0,0,44,0,3,26,4,3,3,0,3,0,44,0,3,24,3,0,0,0,0,0,32,3,4,12,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,6,13,100,27,17,25,10,22,0,219
LGA17040,0,0,3,0,3,4,0,7,0,17,5,3,7,49,5,81,4,45,5,209,0,0,0,16,3,14,0,9,0,45,0,0,7,7,0,4,0,4,0,18,0,0,0,5,0,4,5,0,0,18,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,10,8,10,20,88,10,121,11,68,9,334,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7,0,15,0,0,0,6,0,7,0,3,0,14,0,0,0,9,4,3,0,4,0,19,0,5,18,5,3,4,10,0,0,45,0,0,14,4,0,3,0,0,0,18,0,0,4,4,0,4,0,7,0,19,0,7,12,8,0,3,0,3,0,24,0,0,0,3,0,0,0,0,0,4,8,9,48,46,13,21,11,19,5,167
LGA17080,0,0,0,3,0,8,0,0,0,12,0,0,3,23,0,61,0,33,0,122,0,0,0,4,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,15,26,0,72,0,45,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,3,3,3,0,5,0,11,0,0,0,3,0,0,0,0,0,6,0,6,10,8,3,3,0,0,0,30,0,0,20,0,0,0,0,0,0,25,0,0,3,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,42,23,7,4,5,13,0,98
LGA17100,0,7,0,0,8,20,3,6,0,40,7,102,9,92,40,225,11,67,3,560,9,12,15,36,26,131,30,59,8,318,4,4,6,11,9,39,4,8,0,88,0,4,5,4,3,13,3,0,0,37,5,0,8,0,3,3,0,0,0,22,0,0,7,0,0,0,0,0,0,11,0,0,3,0,3,0,0,0,0,9,0,3,0,4,3,12,0,0,4,26,27,131,45,145,100,442,50,145,20,1107,0,0,0,0,0,0,0,0,0,7,3,4,4,5,4,9,5,3,0,41,5,9,3,12,8,17,4,13,0,57,3,5,5,0,3,13,0,4,0,34,0,9,17,6,8,3,0,0,0,42,3,4,32,0,6,0,3,4,0,59,7,5,9,3,6,0,0,0,0,31,4,6,12,3,0,0,0,0,0,20,0,0,3,0,0,0,0,0,4,9,24,32,95,21,29,46,16,32,10,293
LGA17150,0,13,9,54,15,106,3,57,3,268,37,169,81,1007,174,1843,92,703,22,4122,38,42,52,314,63,451,27,165,13,1155,14,14,9,119,21,117,3,24,0,316,9,5,15,26,11,11,0,3,0,85,4,3,10,5,3,9,0,3,0,40,4,3,7,3,3,3,0,0,0,22,3,0,3,5,0,3,0,5,0,20,0,5,3,15,0,32,0,12,31,95,112,253,187,1543,294,2575,126,968,69,6126,0,3,10,4,0,3,0,0,0,19,3,13,18,80,18,96,6,33,0,255,6,14,19,78,20,73,3,30,5,245,12,12,46,41,13,45,0,18,0,182,11,21,144,47,24,17,0,8,0,267,7,18,200,38,11,7,0,3,0,299,8,6,78,12,3,3,0,0,0,111,4,11,39,3,4,4,0,0,0,61,0,0,11,8,0,4,0,0,6,22,51,97,564,312,84,247,19,88,9,1466
LGA17200,9,78,24,154,114,190,17,50,14,656,112,1159,222,1746,1238,2454,121,685,136,7881,164,719,456,1424,1118,1552,119,947,97,6603,52,211,57,374,348,353,16,74,24,1513,45,173,54,107,191,80,4,20,17,688,33,160,44,64,130,38,0,9,12,485,20,65,26,29,39,12,0,7,0,196,18,53,33,26,38,8,0,10,10,204,9,51,15,118,58,118,12,61,210,656,454,2684,942,4039,3271,4819,289,1866,518,18877,4,16,11,19,19,9,3,7,3,94,12,78,45,134,76,172,10,78,9,622,35,127,106,294,203,232,24,245,23,1288,28,160,82,130,167,111,3,34,15,734,75,375,235,87,353,101,10,20,24,1289,67,404,303,78,299,75,0,12,21,1258,40,210,130,44,81,32,3,8,3,544,44,247,113,22,72,25,0,14,6,546,4,19,31,21,15,12,0,18,50,173,307,1633,1056,830,1301,777,56,435,157,6551
LGA17310,0,7,0,22,3,25,9,10,0,76,0,14,14,106,15,359,14,155,5,688,0,0,3,19,10,42,3,19,0,94,0,0,3,5,3,11,0,5,0,31,0,7,4,6,4,3,0,0,0,22,0,4,11,0,0,3,0,4,0,23,0,3,0,3,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,11,0,6,13,34,8,33,36,158,32,460,25,205,22,972,0,0,0,3,0,0,0,0,0,6,0,3,3,19,0,12,0,4,0,42,0,0,0,13,8,13,0,4,0,44,3,10,5,9,5,26,0,12,0,61,3,8,58,18,14,6,0,8,0,116,3,7,60,6,4,11,0,3,0,95,6,3,15,0,0,4,0,4,0,35,7,3,16,0,0,3,0,0,0,35,0,0,3,3,0,0,0,0,0,6,19,34,162,77,31,74,8,31,5,443
LGA17350,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0,31,3,20,0,67,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,37,7,26,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,6,3,3,0,0,0,0,16,0,0,10,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,9,9,3,0,4,0,44
LGA17400,0,0,0,0,0,0,0,4,0,5,0,0,4,4,3,22,0,15,0,38,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,0,5,8,0,26,0,20,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,3,0,17
LGA17420,3,8,3,54,12,130,3,34,3,246,35,279,69,831,226,1547,63,569,20,3634,20,69,36,270,95,451,22,166,12,1148,18,22,13,100,20,103,11,19,0,312,3,22,15,19,22,20,0,6,0,106,7,13,19,13,10,7,3,0,3,63,3,6,5,8,3,0,0,3,0,28,6,3,3,0,10,0,0,0,0,23,0,4,0,12,3,26,3,18,28,92,96,416,173,1308,398,2282,105,817,63,5653,0,0,7,3,0,4,0,3,0,19,6,9,17,48,10,89,7,16,0,196,3,23,21,50,15,65,4,30,0,217,7,15,27,45,13,37,0,17,3,169,18,26,111,34,16,29,0,4,3,241,15,28,143,39,23,11,0,12,4,271,3,11,58,7,3,5,0,0,0,97,3,11,42,9,6,5,0,0,0,73,0,0,12,6,3,6,0,0,3,31,57,125,428,238,96,257,17,84,11,1310
LGA17550,0,0,4,15,0,19,0,16,0,58,9,10,14,183,39,416,17,227,9,924,0,4,8,49,14,73,7,24,3,187,0,6,6,22,7,22,0,15,0,76,3,0,6,4,5,0,0,0,0,20,3,3,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,12,0,0,0,6,0,11,0,11,11,43,12,28,52,275,67,553,23,294,24,1324,0,4,3,3,0,0,0,0,0,14,0,0,10,18,7,15,0,9,0,62,0,3,3,24,9,19,0,20,0,76,0,6,13,23,3,6,0,3,0,57,0,5,43,8,7,11,0,3,0,81,3,5,29,0,3,3,0,0,0,49,4,3,22,3,3,0,0,0,0,34,0,0,17,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,3,4,10,25,138,79,27,60,3,47,6,396
LGA17620,0,0,0,0,0,5,0,5,0,14,0,3,3,22,3,57,3,40,0,141,0,0,3,5,3,8,0,3,0,20,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,5,35,5,77,3,49,4,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,3,0,12,0,0,0,0,3,0,0,0,0,6,0,3,9,0,3,0,0,4,0,21,0,0,10,0,0,0,0,4,0,15,3,0,9,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,27,4,3,5,0,19,0,75
LGA17640,0,0,0,3,0,0,0,0,0,5,0,0,0,11,3,16,0,8,0,41,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,3,21,0,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,18
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,9,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,16
LGA17750,3,4,5,19,7,33,0,10,0,80,12,28,19,279,28,616,21,200,12,1218,6,7,6,79,11,83,0,26,0,220,0,0,0,38,3,26,0,17,0,87,0,11,30,7,9,3,0,0,3,60,0,0,54,15,3,0,0,4,0,73,4,3,30,5,3,0,0,0,0,47,3,3,12,53,0,3,0,0,3,79,3,12,0,29,0,27,4,15,12,91,25,68,159,528,59,788,24,277,23,1964,0,0,0,3,0,3,0,0,0,7,0,3,0,23,6,19,0,10,0,61,0,3,0,24,7,16,3,7,0,61,0,5,0,23,9,8,0,4,0,51,5,38,107,21,22,13,0,7,0,218,0,9,89,17,11,9,0,3,0,141,5,4,38,10,6,0,0,0,0,65,3,9,19,3,3,3,0,3,0,49,0,0,3,0,0,0,0,0,0,6,16,68,263,133,61,81,3,34,7,663
LGA17850,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,8,0,4,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,16,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,19
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,19
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,12
LGA18020,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,18,0,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,20,0,21,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,7,4,4,0,0,0,34
LGA18050,0,3,0,10,5,44,0,9,0,72,8,109,24,270,72,530,14,118,0,1149,28,19,41,106,48,279,4,72,3,610,8,7,8,37,12,79,0,13,0,161,0,6,6,4,3,18,0,4,0,47,0,0,8,0,3,7,0,0,0,18,3,0,0,3,0,0,0,0,0,5,3,0,0,0,0,5,0,0,0,13,0,3,3,9,5,19,0,5,4,43,50,150,95,448,154,976,20,221,18,2123,0,3,0,0,0,3,0,0,0,7,0,3,3,12,7,21,0,3,3,54,0,4,19,34,7,49,0,25,0,139,3,7,9,20,6,28,0,0,0,78,4,5,21,7,3,10,0,0,0,52,3,3,30,15,10,4,0,0,0,61,5,4,10,0,3,3,0,0,0,23,0,0,7,0,0,4,0,0,0,17,0,0,0,0,0,4,0,0,0,7,22,35,95,86,32,134,3,35,10,445
LGA18100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,0,20,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,17,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,18
