LGA_CODE_2016,SOLSEWVW_Min_96_00,SOLSEWVW_Min_01_05,SOLSEWVW_Min_06_10,SOLSEWVW_Min_11_15,SOLSEWVW_Min_2016,SOLSEWVW_Min_NS,SOLSEWVW_Min_Tot,SOLSEWVW_Mnf_Bf_91,SOLSEWVW_Mnf_91_95,SOLSEWVW_Mnf_96_00,SOLSEWVW_Mnf_01_05,SOLSEWVW_Mnf_06_10,SOLSEWVW_Mnf_11_15,SOLSEWVW_Mnf_2016,SOLSEWVW_Mnf_NS,SOLSEWVW_Mnf_Tot,SOLSEWVW_EGWWS_Bf_91,SOLSEWVW_EGWWS_91_95,SOLSEWVW_EGWWS_96_00,SOLSEWVW_EGWWS_01_05,SOLSEWVW_EGWWS_06_10,SOLSEWVW_EGWWS_11_15,SOLSEWVW_EGWWS_2016,SOLSEWVW_EGWWS_NS,SOLSEWVW_EGWWS_Tot,SOLSEWVW_Const_Bf_91,SOLSEWVW_Const_91_95,SOLSEWVW_Const_96_00,SOLSEWVW_Const_01_05,SOLSEWVW_Const_06_10,SOLSEWVW_Const_11_15,SOLSEWVW_Const_2016,SOLSEWVW_Const_NS,SOLSEWVW_Const_Tot,SOLSEWVW_WST_Bf_91,SOLSEWVW_WST_91_95,SOLSEWVW_WST_96_00,SOLSEWVW_WST_01_05,SOLSEWVW_WST_06_10,SOLSEWVW_WST_11_15,SOLSEWVW_WST_2016,SOLSEWVW_WST_NS,SOLSEWVW_WST_Tot,SOLSEWVW_RetT_Bf_91,SOLSEWVW_RetT_91_95,SOLSEWVW_RetT_96_00,SOLSEWVW_RetT_01_05,SOLSEWVW_RetT_06_10,SOLSEWVW_RetT_11_15,SOLSEWVW_RetT_2016,SOLSEWVW_RetT_NS,SOLSEWVW_RetT_Tot,SOLSEWVW_AcFd_Bf_91,SOLSEWVW_AcFd_91_95,SOLSEWVW_AcFd_96_00,SOLSEWVW_AcFd_01_05,SOLSEWVW_AcFd_06_10,SOLSEWVW_AcFd_11_15,SOLSEWVW_AcFd_2016,SOLSEWVW_AcFd_NS,SOLSEWVW_AcFd_Tot,SOLSEWVW_TPW_Bf_91,SOLSEWVW_TPW_91_95,SOLSEWVW_TPW_96_00,SOLSEWVW_TPW_01_05,SOLSEWVW_TPW_06_10,SOLSEWVW_TPW_11_15,SOLSEWVW_TPW_2016,SOLSEWVW_TPW_NS,SOLSEWVW_TPW_Tot,SOLSEWVW_IMT_Bf_91,SOLSEWVW_IMT_91_95,SOLSEWVW_IMT_96_00,SOLSEWVW_IMT_01_05,SOLSEWVW_IMT_06_10,SOLSEWVW_IMT_11_15,SOLSEWVW_IMT_2016,SOLSEWVW_IMT_NS,SOLSEWVW_IMT_Tot,SOLSEWVW_FinIns_Bf_91,SOLSEWVW_FinIns_91_95,SOLSEWVW_FinIns_96_00,SOLSEWVW_FinIns_01_05,SOLSEWVW_FinIns_06_10,SOLSEWVW_FinIns_11_15,SOLSEWVW_FinIns_2016,SOLSEWVW_FinIns_NS,SOLSEWVW_FinIns_Tot,SOLSEWVW_RHRE_Bf_91,SOLSEWVW_RHRE_91_95,SOLSEWVW_RHRE_96_00,SOLSEWVW_RHRE_01_05,SOLSEWVW_RHRE_06_10,SOLSEWVW_RHRE_11_15,SOLSEWVW_RHRE_2016,SOLSEWVW_RHRE_NS,SOLSEWVW_RHRE_Tot,SOLSEWVW_ProSTS_Bf_91,SOLSEWVW_ProSTS_91_95,SOLSEWVW_ProSTS_96_00,SOLSEWVW_ProSTS_01_05,SOLSEWVW_ProSTS_06_10,SOLSEWVW_ProSTS_11_15,SOLSEWVW_ProSTS_2016,SOLSEWVW_ProSTS_NS,SOLSEWVW_ProSTS_Tot,SOLSEWVW_AdSup_Bf_91,SOLSEWVW_AdSup_91_95,SOLSEWVW_AdSup_96_00,SOLSEWVW_AdSup_01_05,SOLSEWVW_AdSup_06_10,SOLSEWVW_AdSup_11_15,SOLSEWVW_AdSup_2016,SOLSEWVW_AdSup_NS,SOLSEWVW_AdSup_Tot,SOLSEWVW_PubAS_Bf_91,SOLSEWVW_PubAS_91_95,SOLSEWVW_PubAS_96_00,SOLSEWVW_PubAS_01_05,SOLSEWVW_PubAS_06_10,SOLSEWVW_PubAS_11_15,SOLSEWVW_PubAS_2016,SOLSEWVW_PubAS_NS,SOLSEWVW_PubAS_Tot,SOLSEWVW_EdTrn_Bf_91,SOLSEWVW_EdTrn_91_95,SOLSEWVW_EdTrn_96_00,SOLSEWVW_EdTrn_01_05,SOLSEWVW_EdTrn_06_10,SOLSEWVW_EdTrn_11_15,SOLSEWVW_EdTrn_2016,SOLSEWVW_EdTrn_NS,SOLSEWVW_EdTrn_Tot,SOLSEWVW_HC_SA_Bf_91,SOLSEWVW_HC_SA_91_95,SOLSEWVW_HC_SA_96_00,SOLSEWVW_HC_SA_01_05,SOLSEWVW_HC_SA_06_10,SOLSEWVW_HC_SA_11_15,SOLSEWVW_HC_SA_2016,SOLSEWVW_HC_SA_NS,SOLSEWVW_HC_SA_Tot,SOLSEWVW_ArtsR_Bf_91,SOLSEWVW_ArtsR_91_95,SOLSEWVW_ArtsR_96_00,SOLSEWVW_ArtsR_01_05,SOLSEWVW_ArtsR_06_10,SOLSEWVW_ArtsR_11_15,SOLSEWVW_ArtsR_2016,SOLSEWVW_ArtsR_NS,SOLSEWVW_ArtsR_Tot,SOLSEWVW_OthSvs_Bf_91,SOLSEWVW_OthSvs_91_95,SOLSEWVW_OthSvs_96_00,SOLSEWVW_OthSvs_01_05,SOLSEWVW_OthSvs_06_10,SOLSEWVW_OthSvs_11_15,SOLSEWVW_OthSvs_2016,SOLSEWVW_OthSvs_NS,SOLSEWVW_OthSvs_Tot,SOLSEWVW_IDNS_Bf_91,SOLSEWVW_IDNS_91_95,SOLSEWVW_IDNS_96_00,SOLSEWVW_IDNS_01_05,SOLSEWVW_IDNS_06_10,SOLSEWVW_IDNS_11_15,SOLSEWVW_IDNS_2016,SOLSEWVW_IDNS_NS,SOLSEWVW_IDNS_Tot,SOLSEWVW_Tot_Bf_91,SOLSEWVW_Tot_91_95,SOLSEWVW_Tot_96_00,SOLSEWVW_Tot_01_05,SOLSEWVW_Tot_06_10,SOLSEWVW_Tot_11_15,SOLSEWVW_Tot_2016,SOLSEWVW_Tot_NS,SOLSEWVW_Tot_Tot,SOLSE_NWNA_AGFF_Bf_91,SOLSE_NWNA_AGFF_91_95,SOLSE_NWNA_AGFF_96_00,SOLSE_NWNA_AGFF_01_05,SOLSE_NWNA_AGFF_06_10,SOLSE_NWNA_AGFF_11_15,SOLSE_NWNA_AGFF_2016,SOLSE_NWNA_AGFF_NS,SOLSE_NWNA_AGFF_Tot,SOLSE_NWNA_Min_Bf_91,SOLSE_NWNA_Min_91_95,SOLSE_NWNA_Min_96_00,SOLSE_NWNA_Min_01_05,SOLSE_NWNA_Min_06_10,SOLSE_NWNA_Min_11_15,SOLSE_NWNA_Min_2016,SOLSE_NWNA_Min_NS,SOLSE_NWNA_Min_Tot,SOLSE_NWNA_Mnf_Bf_91,SOLSE_NWNA_Mnf_91_95,SOLSE_NWNA_Mnf_96_00,SOLSE_NWNA_Mnf_01_05
LGA20830,0,0,0,0,0,0,0,14,5,6,8,14,18,7,0,63,0,0,0,0,3,0,0,0,6,11,0,10,5,12,4,0,0,42,5,0,3,8,7,11,0,0,39,25,6,11,14,50,26,3,3,133,24,6,8,18,46,43,0,3,144,4,0,5,3,17,4,0,0,44,3,0,3,0,3,9,0,0,12,13,0,9,9,25,9,0,3,70,0,0,0,6,3,0,0,0,6,16,3,5,7,17,35,7,0,99,0,3,4,0,0,14,0,0,30,13,3,4,10,9,5,0,0,49,22,3,6,15,25,8,3,0,81,38,16,23,47,68,29,0,0,226,5,3,5,0,3,3,0,0,17,3,3,0,3,19,6,0,0,28,15,4,13,11,25,24,5,7,97,246,69,122,170,351,272,27,29,1291,0,0,0,0,4,5,0,11,25,0,0,0,0,0,0,0,0,0,5,3,7,0
LGA20910,0,0,0,0,0,0,3,96,28,30,35,88,47,0,3,326,3,0,0,0,0,0,0,0,5,76,25,22,25,45,38,3,0,234,26,14,11,18,18,17,5,0,101,79,35,46,56,95,128,8,4,452,99,25,51,54,190,197,22,14,658,60,16,10,22,60,9,0,0,176,5,3,3,0,4,3,0,0,21,42,12,19,23,36,16,5,9,167,22,4,6,6,5,10,0,3,59,108,40,34,64,98,90,10,4,454,30,9,9,17,36,51,10,4,161,36,7,9,9,22,35,0,5,126,69,20,19,29,62,41,0,3,250,193,97,84,133,380,313,7,14,1221,4,4,3,6,4,6,4,0,27,41,17,16,12,33,27,0,4,161,51,24,21,23,52,60,5,5,243,1039,386,400,541,1250,1086,77,72,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,13,5
LGA21010,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,4,9,12,0,0,25,0,0,0,4,10,5,0,0,18,7,0,0,3,9,3,0,0,24,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,11,0,3,0,4,3,3,0,0,13,9,0,3,7,14,19,0,0,51,0,4,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,9,0,0,0,0,8,3,0,0,14,33,13,10,35,57,56,0,0,208,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21110,0,4,0,3,0,0,13,88,34,46,35,93,77,7,5,391,9,3,5,9,25,16,0,0,69,173,46,61,89,124,106,6,12,616,100,25,27,66,77,90,8,4,403,295,73,133,225,376,366,16,23,1501,192,54,102,160,381,528,52,24,1489,203,35,43,59,94,54,6,9,507,23,7,6,30,37,28,3,0,137,135,37,60,101,154,74,3,8,575,118,29,44,72,111,69,0,4,448,416,139,193,319,424,471,47,25,2030,81,26,35,57,105,121,23,11,462,99,32,27,40,47,21,0,3,271,336,134,170,198,305,278,22,13,1458,549,180,226,357,728,639,25,29,2730,20,4,14,15,16,17,0,0,81,96,34,32,42,94,81,6,10,399,139,38,53,89,129,151,14,43,661,3090,941,1282,1981,3317,3187,250,209,14259,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,15,8,0,3
LGA21180,3,0,6,0,0,0,15,878,244,198,268,609,397,22,49,2669,26,9,17,9,23,5,0,3,89,348,84,91,96,192,179,10,21,1026,238,72,79,99,182,139,11,8,825,481,144,139,224,368,288,26,32,1700,214,57,69,103,259,257,29,24,1005,628,183,159,245,617,353,14,24,2224,20,9,15,23,32,30,5,3,133,73,24,19,28,51,19,0,0,205,98,16,19,23,35,18,0,0,216,176,53,51,79,103,77,3,8,543,170,51,38,47,121,114,16,8,569,183,44,43,49,80,41,3,10,460,356,75,69,110,133,98,4,20,865,607,242,228,380,653,426,12,38,2583,18,4,9,11,11,13,4,0,80,212,54,44,57,180,95,8,8,655,338,92,91,130,304,253,12,62,1284,5089,1460,1385,1993,3987,2805,177,325,17218,11,8,3,4,0,13,0,3,33,0,0,0,0,0,0,0,0,0,236,127,58,68
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,9,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,9,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,12,4,4,11,23,20,0,5,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,0,0,0,0,10,0,3,6,23,16,0,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,8,0,0,0,14,3,0,3,0,15,8,0,0,30,7,3,5,0,22,11,0,0,59,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,18,0,0,0,0,3,3,0,0,10,3,0,0,3,3,0,0,0,11,3,0,0,7,8,6,0,0,23,12,5,8,7,37,47,0,3,119,0,0,0,0,0,3,0,0,3,5,0,0,0,0,3,0,0,6,0,3,0,3,3,8,0,3,19,68,17,24,38,138,133,10,19,448,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21450,0,0,0,0,0,0,3,45,19,12,34,68,49,4,6,233,3,0,0,9,9,0,0,0,20,42,14,14,14,28,23,3,0,142,17,3,3,4,13,5,0,0,46,46,14,24,27,90,56,0,8,268,45,17,17,31,93,71,3,6,286,36,10,9,17,66,12,0,0,150,7,0,0,8,7,7,0,0,26,15,6,6,15,16,12,0,3,74,9,3,0,0,4,0,0,0,19,20,0,10,21,32,37,6,3,128,15,5,4,7,10,20,0,3,76,13,3,5,4,13,3,0,0,42,33,20,35,31,46,17,0,4,183,65,23,36,73,145,62,0,3,400,3,0,3,4,7,3,0,0,18,15,3,7,3,19,11,0,3,68,21,8,10,18,41,42,3,5,156,496,157,198,320,722,449,37,47,2433,0,0,0,0,0,6,0,3,17,0,0,0,0,0,0,0,0,0,3,0,4,0
LGA21610,0,0,0,3,0,0,3,233,91,72,104,238,167,14,16,935,12,5,4,12,16,3,0,0,60,224,73,120,113,207,168,8,6,929,92,29,40,50,87,73,4,7,388,214,104,151,220,375,259,12,23,1354,135,45,69,169,362,261,21,23,1079,144,68,86,117,309,110,11,10,849,18,16,10,26,26,18,0,4,123,37,9,38,39,59,20,0,0,208,42,12,20,26,36,17,3,3,155,104,44,54,90,117,80,10,10,508,112,43,44,67,102,97,17,8,496,78,25,35,37,58,32,0,3,267,180,66,76,189,222,98,3,15,842,420,251,292,447,867,398,12,27,2715,26,6,12,29,24,22,0,3,125,104,34,41,63,138,48,8,4,431,138,40,77,108,186,138,7,24,731,2395,992,1272,1929,3480,2059,129,207,12469,50,24,18,33,64,97,4,9,297,0,0,0,0,0,0,0,0,0,27,18,19,10
LGA21670,0,0,0,0,0,0,0,3,0,4,0,9,7,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,22,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,12,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,3,0,0,15,31,3,13,9,40,36,0,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,0,0,0,10,3,5,19,36,48,0,0,119,0,0,0,0,3,0,0,0,3,12,3,3,3,8,0,0,0,26,3,0,0,3,0,4,0,0,9,16,3,11,12,21,17,0,0,77,6,3,10,4,31,23,3,4,86,4,0,4,4,11,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,4,9,0,4,10,5,4,0,0,25,3,0,6,3,8,3,0,0,31,6,6,0,4,4,3,0,0,30,9,6,4,4,10,4,0,0,36,10,5,11,10,31,25,0,0,91,6,0,0,0,4,3,0,0,11,3,0,0,3,0,3,0,0,8,10,3,3,3,15,4,0,3,48,117,34,58,92,188,156,6,14,670,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA21830,0,0,0,0,0,0,5,8,0,5,6,3,6,0,0,26,0,0,0,0,0,0,0,0,4,0,0,3,4,3,8,0,3,23,3,0,0,0,0,0,0,0,3,9,0,3,9,14,8,0,0,41,9,5,0,6,16,14,0,0,45,0,0,3,3,11,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,5,8,7,0,0,27,0,0,0,0,4,5,0,0,13,4,0,5,0,4,0,0,0,19,3,0,0,0,9,7,0,0,18,7,5,11,8,23,14,3,0,72,3,0,0,0,3,4,0,0,8,0,0,0,0,0,5,0,0,8,6,0,3,6,6,8,0,0,30,72,16,36,56,115,98,12,12,415,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21890,0,5,3,0,0,0,7,466,103,74,108,195,136,17,29,1131,14,0,3,8,18,6,0,0,51,163,36,37,38,95,85,3,7,456,139,31,32,58,83,61,0,5,417,355,87,132,137,302,277,19,12,1309,181,48,68,89,298,343,37,24,1079,137,31,34,45,136,74,5,8,477,28,5,10,12,18,17,3,0,97,57,17,20,39,51,22,0,3,214,50,0,8,18,18,16,0,0,119,134,34,57,69,122,90,15,4,536,110,19,16,40,109,114,4,19,426,126,31,32,45,83,67,0,3,385,267,72,91,163,249,220,23,13,1099,414,122,130,193,458,367,15,16,1720,14,10,12,5,16,11,3,0,68,162,38,31,51,117,94,15,19,521,160,40,53,67,137,130,10,23,627,2991,730,848,1178,2516,2153,171,191,10782,4,0,0,0,9,6,0,0,25,0,0,0,0,0,0,0,0,0,95,28,29,23
LGA22110,0,0,0,0,0,0,0,13,0,5,4,18,15,0,3,55,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,4,10,0,0,9,9,0,3,4,10,11,0,0,42,30,8,4,5,9,9,0,4,72,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,10,3,0,0,0,4,0,0,0,11,3,0,7,8,6,5,0,0,24,20,4,8,20,39,29,0,3,120,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,8,0,3,3,5,8,0,6,30,105,21,33,53,121,117,4,17,462,0,0,0,0,3,15,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA22170,0,0,3,3,0,0,9,143,50,48,54,132,94,3,7,534,17,5,6,8,26,14,0,0,70,59,13,23,33,50,38,4,3,225,16,6,13,19,34,15,4,3,107,74,36,54,74,141,114,7,3,498,71,32,30,54,147,117,7,12,471,47,7,25,23,65,27,0,0,198,20,4,4,6,25,16,0,5,85,29,8,7,18,28,19,3,0,108,12,4,3,0,10,0,0,3,32,56,11,27,28,36,32,5,0,192,38,9,9,19,31,43,0,3,160,22,10,15,20,34,18,0,0,122,41,9,20,45,38,33,0,0,186,200,94,105,213,436,248,3,7,1301,8,3,5,8,12,7,0,0,45,47,5,20,31,44,23,8,6,181,69,26,25,37,67,67,4,14,317,970,366,438,692,1354,926,46,75,4863,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,34,17,15,12
LGA22250,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,6,3,7,3,3,5,6,0,0,19,9,0,3,0,8,10,0,0,27,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,13,0,0,0,0,7,0,0,0,6,0,0,0,0,3,0,0,0,5,4,0,0,0,3,0,0,0,14,4,0,5,6,13,12,0,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,3,0,0,0,7,37,10,14,24,67,38,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,0,0,0,0,0,0,0,69,28,14,36,79,67,9,3,298,0,0,0,0,0,3,0,0,12,126,41,47,50,74,61,5,5,406,44,15,14,31,62,35,0,4,205,186,87,77,114,231,235,11,19,964,124,28,52,104,273,327,39,16,966,114,31,19,16,51,21,3,4,247,15,12,3,15,13,21,3,0,77,46,7,21,26,37,13,0,3,162,48,13,11,17,30,10,0,3,132,166,70,74,94,179,124,7,10,727,60,8,18,31,99,133,11,9,371,95,32,21,33,55,24,0,3,260,211,90,110,119,186,223,12,11,963,428,202,171,245,591,502,28,26,2192,28,8,9,8,19,18,0,4,83,140,40,29,39,102,75,4,9,438,74,25,38,52,101,87,11,24,406,1968,744,730,1022,2179,1981,145,148,8913,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16,8,8,4
LGA22410,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,0,0,17,3,0,0,3,0,3,0,0,6,8,0,3,3,13,6,0,3,34,3,0,7,8,4,17,0,0,34,4,3,0,3,12,3,0,3,20,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,15,0,0,0,0,7,5,0,0,15,0,3,0,0,0,0,0,0,3,3,0,0,3,7,0,0,0,11,6,7,4,12,30,13,0,0,83,4,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,9,0,0,6,4,4,3,0,27,50,28,26,47,94,79,4,9,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22490,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,0,0,16,3,0,0,0,3,8,0,0,17,3,0,3,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,5,5,3,3,3,9,13,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,8,37,8,19,22,54,50,0,3,190,0,3,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22620,0,0,8,8,0,0,15,18,5,15,28,85,68,0,5,215,0,0,0,6,4,4,0,0,13,5,0,4,5,9,3,0,0,27,0,0,3,0,5,9,0,0,17,21,3,7,27,48,38,0,0,140,16,6,7,17,95,49,9,4,206,0,0,3,0,22,8,0,0,40,5,0,0,0,0,3,0,0,9,5,0,4,11,20,7,0,0,47,3,0,0,0,3,0,0,0,6,3,6,4,6,23,15,4,0,68,3,0,0,3,13,15,3,0,31,9,3,3,7,12,11,0,0,50,18,7,11,21,31,17,4,0,100,42,19,42,80,191,112,8,8,498,0,0,0,0,8,6,0,0,14,6,3,0,3,11,10,3,3,35,6,3,0,10,18,20,3,4,69,168,60,105,221,613,404,35,31,1645,0,0,0,0,13,11,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,3
LGA22670,0,3,9,0,0,0,19,1725,651,562,795,1543,982,57,78,6391,48,22,26,29,53,32,4,3,219,358,117,165,182,312,273,5,19,1434,476,183,179,229,395,272,11,18,1765,540,199,270,362,603,420,25,41,2451,183,62,92,149,317,300,23,8,1148,646,203,209,233,576,266,14,34,2178,37,17,17,19,42,44,4,0,180,149,74,60,97,98,36,5,9,530,90,30,27,40,50,28,3,4,267,252,92,106,123,225,148,7,15,963,165,56,66,77,188,207,31,15,806,311,87,81,79,121,47,0,10,735,334,113,155,219,245,138,4,14,1221,776,364,345,556,988,474,21,46,3579,29,0,22,16,23,17,0,0,115,272,120,84,116,309,169,5,18,1089,515,176,205,257,519,423,28,89,2211,6937,2591,2682,3601,6638,4296,263,414,27424,3,10,3,8,7,6,0,3,44,0,0,0,0,0,0,0,0,0,352,176,153,198
LGA22750,0,0,3,0,0,0,6,192,56,55,60,149,115,12,15,654,15,5,6,11,23,21,0,0,75,110,18,19,22,55,30,0,4,265,21,4,12,18,33,18,0,4,109,141,38,52,102,260,198,12,8,814,103,31,43,82,322,224,22,14,837,45,15,17,14,173,50,0,4,328,11,0,0,8,6,11,0,0,37,34,4,13,16,16,17,0,3,106,19,3,5,8,5,5,0,0,49,58,20,24,33,101,60,4,15,322,55,13,23,13,46,70,3,3,230,77,22,15,28,40,12,0,3,208,126,22,50,96,184,152,15,8,651,272,84,113,183,471,285,13,23,1450,9,3,0,3,12,15,0,3,45,49,12,17,28,87,49,21,6,264,59,12,14,33,91,63,4,16,304,1435,379,486,771,2134,1411,108,131,6851,17,5,11,13,18,15,0,0,72,0,0,0,0,0,0,0,0,0,13,3,4,3
LGA22830,0,0,0,0,0,0,0,22,7,14,11,48,36,3,3,152,3,0,0,5,16,16,0,0,48,21,4,8,9,21,14,0,0,80,9,3,3,3,9,18,0,0,45,44,15,13,26,71,42,3,0,216,25,9,23,28,86,45,3,9,223,21,9,8,12,42,14,0,0,102,4,0,0,3,11,7,0,0,24,7,0,3,8,0,0,0,0,22,7,0,0,0,3,3,0,0,12,10,9,12,19,32,18,3,0,93,25,6,7,8,31,35,0,5,121,16,6,3,10,24,4,0,0,60,21,5,12,13,36,26,3,0,116,55,37,48,89,236,152,7,4,630,8,3,5,10,13,14,3,0,50,19,4,3,16,48,29,3,0,118,16,5,11,12,41,43,4,8,137,373,139,185,320,846,580,47,48,2529,16,8,3,6,15,53,0,8,110,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA22910,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,11,0,0,3,0,4,0,0,0,9,6,0,0,5,4,5,0,0,27,6,0,0,6,38,17,3,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,12,3,0,0,0,3,3,0,0,9,6,0,0,3,0,3,0,0,14,3,0,0,4,7,3,0,0,21,9,3,3,7,14,6,0,0,53,0,0,0,0,0,0,0,0,3,3,0,4,0,9,0,0,0,10,7,0,0,0,0,4,0,0,16,61,14,19,27,107,65,5,7,306,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,5,3,3,4,14,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,5,12,41,21,0,0,91,0,0,0,3,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
