LGA_CODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA43650,18,16,3,159,134,6,37,22,9,215,161,9,50,10,0,231,204,16,33,16,7,277,329,26,59,22,11,448,450,26,59,13,6,558,548,37,78,24,3,696,623,49,67,15,3,759,382,42,35,8,3,464,333,28,39,7,3,419,218,9,13,0,3,251,220,21,21,10,4,276,72,21,22,6,5,129,48,3,15,6,4,79,3855,315,566,207,64,5010
LGA43710,6,5,3,66,39,3,18,6,0,66,39,4,18,14,6,86,55,9,34,8,0,102,83,18,35,18,3,150,126,10,30,13,7,189,137,16,45,18,6,222,153,22,40,11,0,224,100,12,16,3,0,139,52,14,19,4,0,92,47,3,11,3,0,67,27,20,23,9,0,84,11,9,7,11,3,44,18,4,0,5,0,31,932,161,319,141,36,1591
LGA43790,21,17,3,186,132,0,31,28,8,204,161,10,38,31,8,245,241,21,50,26,4,345,431,37,68,24,10,566,511,34,79,16,9,648,573,40,58,15,13,692,432,56,58,11,10,573,251,28,33,8,0,315,140,30,21,4,5,201,97,18,15,0,0,133,87,12,15,6,0,121,23,34,17,14,0,86,48,3,20,17,6,96,3285,321,534,239,72,4455
LGA43920,4,8,0,54,59,5,19,11,4,102,74,5,23,12,0,116,79,8,27,4,5,121,178,17,34,14,4,256,303,16,44,12,3,372,211,23,46,6,3,300,142,33,36,3,3,219,87,16,29,0,0,129,57,18,29,5,0,102,22,5,10,0,0,41,23,15,10,0,0,50,9,9,8,6,4,33,24,0,8,0,0,38,1311,168,352,101,39,1966
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
LGA44060,86,24,12,1065,1035,25,150,26,11,1243,911,37,132,38,19,1136,1181,56,163,30,17,1448,1757,83,231,37,21,2130,2163,123,228,21,15,2547,2596,129,254,8,22,3004,2751,157,245,9,20,3193,1488,140,129,3,15,1769,1202,138,107,5,11,1464,794,62,50,4,3,909,766,136,82,4,3,986,196,106,61,4,5,372,215,13,24,5,12,279,18036,1208,1956,278,201,21670
LGA44210,11,13,3,97,83,6,25,26,4,148,112,5,40,13,5,174,138,8,35,32,5,222,187,20,57,13,7,289,245,20,60,11,3,350,285,18,49,10,0,366,213,12,40,3,0,275,115,12,14,5,7,157,61,11,12,6,0,89,41,10,14,0,0,64,36,6,8,0,0,50,9,12,12,5,3,42,38,0,8,9,8,59,1637,152,392,163,49,2397
LGA44340,61,19,14,1095,1068,25,121,34,17,1258,1004,37,130,35,15,1219,1281,44,138,27,15,1497,2007,78,215,26,19,2335,2446,85,215,18,27,2779,3015,124,215,22,15,3391,3379,151,214,21,22,3786,2442,135,137,15,9,2732,2178,144,88,7,15,2427,1531,96,63,4,10,1707,1568,138,114,11,7,1845,676,150,117,13,3,955,238,29,22,9,20,314,23873,1235,1866,304,195,27472
LGA44550,42,33,9,647,494,12,97,29,13,642,481,23,96,37,5,646,536,36,111,27,18,730,916,48,143,21,15,1142,1071,60,153,12,10,1305,1151,61,136,16,13,1388,945,102,129,15,16,1209,597,82,109,9,10,798,510,79,44,0,9,642,334,39,37,0,0,417,336,60,43,6,0,442,81,65,52,12,3,219,112,11,19,3,11,156,8146,697,1228,268,133,10479
LGA44620,18,11,7,453,384,3,41,17,6,452,449,24,47,6,9,531,600,13,59,19,14,700,958,48,91,11,10,1117,1226,49,99,11,14,1397,1464,70,70,4,21,1630,1386,85,79,15,11,1570,786,66,53,3,11,913,565,55,30,0,4,654,346,31,11,3,0,393,351,49,31,0,3,436,71,51,24,4,3,156,125,9,9,13,3,162,9146,569,665,132,116,10624
LGA44830,3,18,0,43,36,3,6,12,0,59,39,3,21,8,0,75,39,3,16,15,3,73,62,4,21,11,0,104,66,17,34,13,3,133,76,9,23,9,3,121,65,14,13,12,0,105,37,7,16,0,0,61,34,6,17,7,0,57,14,0,6,4,0,29,15,3,10,0,0,34,3,0,12,0,0,17,6,0,5,5,3,20,516,68,204,132,20,945
LGA45040,17,22,4,317,320,13,39,28,7,411,352,15,58,20,16,460,425,21,51,27,16,536,836,38,84,11,19,988,1330,55,73,18,13,1489,1398,41,66,10,25,1544,1090,45,76,7,13,1234,579,30,33,5,10,655,393,16,33,3,3,450,263,17,15,4,3,304,211,28,21,3,7,267,54,22,17,0,3,96,91,15,8,3,8,124,7654,359,608,203,149,8977
LGA45090,5,17,0,154,109,10,28,23,0,172,119,8,44,17,3,197,172,21,51,26,4,277,366,20,65,31,6,487,488,40,60,18,4,612,477,32,56,15,6,591,414,48,79,20,6,576,245,34,41,8,6,336,148,14,38,7,4,213,75,15,12,0,0,103,81,16,19,8,0,126,25,30,22,5,3,93,36,5,10,12,7,62,2890,308,540,258,59,4062
LGA45120,8,8,0,68,52,0,20,6,4,87,64,11,17,18,3,111,76,14,27,7,3,126,132,20,35,11,7,200,130,19,28,8,3,192,160,22,25,9,0,214,149,33,42,15,4,234,85,18,22,9,3,141,54,13,18,0,6,98,45,5,3,4,0,61,47,8,15,3,0,75,8,8,15,4,0,35,17,3,4,3,0,30,1072,171,294,150,30,1715
LGA45290,42,24,9,1009,1011,30,85,24,22,1162,966,55,107,27,15,1161,1213,49,119,23,14,1420,1680,78,174,34,16,1983,2334,105,188,19,19,2667,2666,176,194,21,20,3082,2595,209,209,10,18,3043,1668,177,130,11,14,2001,1220,255,146,9,5,1635,920,151,74,3,5,1149,1009,262,114,12,9,1414,425,337,133,14,9,909,213,17,28,10,21,279,18897,1916,1749,289,199,23053
LGA45340,146,42,27,2149,1713,50,298,95,26,2194,1729,98,321,80,28,2247,2144,116,406,58,42,2764,3380,165,581,54,42,4233,4022,217,475,49,45,4801,4375,263,496,49,38,5222,3954,327,436,36,39,4797,2254,244,262,21,15,2796,1782,236,217,15,12,2265,1264,120,106,13,3,1503,1028,167,133,14,8,1354,310,176,109,11,9,617,413,36,48,15,33,540,30368,2260,4078,691,385,37784
LGA45400,0,0,0,13,10,0,10,4,0,26,17,0,4,3,0,24,22,0,4,10,0,35,25,3,15,5,4,44,30,6,4,6,0,49,30,3,3,7,0,44,21,3,9,6,0,44,19,0,6,0,0,19,6,3,0,0,0,16,3,0,3,0,0,6,3,0,4,3,0,8,0,0,0,0,0,4,4,0,0,3,0,9,202,18,71,57,7,354
LGA45540,3,0,0,12,13,0,7,3,0,21,15,4,8,3,0,34,22,4,4,0,0,30,44,3,4,0,0,53,37,0,10,0,0,50,37,3,13,3,0,54,22,0,10,10,0,42,16,0,10,0,3,31,16,0,3,0,0,23,13,0,3,0,0,17,4,0,0,0,0,6,0,0,0,0,0,7,7,0,0,0,0,10,264,21,65,24,7,387
LGA45680,39,19,9,952,968,16,97,42,28,1158,1001,26,146,52,18,1252,1298,36,187,34,27,1585,2265,80,222,47,26,2627,2730,80,174,45,23,3058,3057,100,235,16,33,3439,3212,137,184,20,39,3589,1872,86,89,10,12,2061,1424,79,60,11,13,1576,972,24,32,7,4,1039,872,43,45,3,0,973,328,71,36,7,5,445,271,17,14,13,34,347,21196,830,1577,399,271,24272
LGA45890,96,37,39,1719,1764,47,202,70,29,2108,1779,84,262,57,48,2225,2316,110,270,46,50,2797,4156,176,447,58,77,4909,6695,274,367,44,71,7454,9292,352,366,27,65,10102,9207,374,351,27,45,10005,5817,301,206,12,30,6370,4653,302,159,10,28,5150,3306,168,92,8,15,3592,3704,281,122,13,10,4134,1061,252,92,11,11,1425,643,41,45,16,55,791,56089,2803,3119,535,571,63112
LGA46090,14,3,0,202,173,3,9,7,4,197,196,3,23,5,7,228,305,10,23,4,5,345,480,16,40,0,8,540,580,19,30,4,7,643,695,18,39,3,3,765,672,23,30,7,8,741,493,21,27,0,0,543,360,24,18,0,4,403,246,16,10,0,0,270,256,17,7,0,0,285,52,15,17,0,0,89,82,3,7,0,5,94,4788,188,301,42,57,5374
LGA46300,16,8,7,309,202,5,21,5,12,240,305,8,23,9,9,351,407,8,42,6,10,481,618,18,58,15,0,708,732,22,55,12,10,836,801,38,58,7,17,923,762,55,52,8,12,886,466,44,41,5,0,562,363,53,44,6,0,464,220,35,17,9,0,273,206,28,26,4,0,261,53,43,29,6,6,131,90,8,7,4,5,117,5520,371,492,125,92,6599
LGA46450,12,11,5,291,221,4,27,22,8,283,301,7,30,16,3,351,431,7,48,12,10,507,553,15,47,13,13,638,610,25,43,8,7,701,726,44,50,5,10,831,676,25,51,3,6,764,633,16,23,4,3,683,524,30,26,5,3,595,307,13,21,4,3,354,323,28,19,0,0,366,108,38,12,4,0,167,91,0,8,5,8,116,5783,261,420,120,80,6673
LGA46510,11,12,0,313,232,9,32,15,0,290,219,15,44,3,3,286,287,30,56,9,0,375,493,29,68,5,4,598,541,46,72,14,8,675,662,51,87,6,4,807,627,61,71,8,0,776,365,55,21,5,0,442,270,53,29,3,0,356,207,36,24,0,3,273,189,54,28,5,3,278,65,40,19,4,0,130,57,16,10,4,6,92,4510,505,555,103,49,5722
LGA46670,16,6,7,173,143,6,16,18,3,193,159,11,21,20,3,213,179,22,31,27,4,254,372,17,46,21,7,463,550,25,45,8,6,641,520,26,46,5,19,610,397,38,33,13,0,473,199,17,21,7,0,245,130,23,14,4,0,173,84,5,14,4,0,106,64,12,16,3,0,96,31,33,6,9,0,77,50,3,6,7,7,65,3026,240,333,175,58,3828
LGA46860,0,4,0,30,24,4,7,8,0,42,28,3,11,0,0,37,39,7,10,8,0,64,41,8,17,8,0,74,45,6,15,3,0,73,83,4,5,4,0,100,52,16,10,8,0,83,28,6,7,0,0,47,19,3,5,3,0,30,12,3,10,4,0,29,16,3,3,0,0,23,3,3,4,0,0,12,5,0,3,0,0,6,409,70,113,53,14,658
LGA46970,3,0,0,33,44,3,3,5,0,54,33,0,4,0,0,32,49,0,0,0,4,58,81,3,5,4,3,95,79,0,3,0,0,82,116,0,3,0,0,124,147,8,3,0,3,161,179,3,3,0,0,189,262,0,0,0,6,271,347,3,3,0,0,350,731,5,0,0,8,739,231,5,3,0,3,239,33,0,0,0,0,33,2354,37,39,4,28,2468
LGA47140,74,29,21,1402,1350,40,200,66,25,1690,1466,63,212,61,33,1829,1917,91,234,38,36,2312,3401,137,360,40,38,3977,4937,197,345,39,58,5581,6389,203,348,25,54,7018,6019,274,307,17,46,6667,4179,219,175,6,27,4609,3438,191,108,18,22,3781,2382,127,61,6,13,2586,3017,207,102,8,15,3349,765,192,71,3,7,1047,519,22,44,4,43,636,41171,2001,2687,471,438,46772
LGA47290,7,3,0,32,22,0,9,10,3,42,28,3,11,8,0,54,47,7,16,4,3,81,84,8,28,7,0,128,84,6,22,8,6,126,82,0,23,16,3,122,100,5,25,9,3,144,50,3,13,3,0,75,43,5,15,0,0,59,17,4,9,0,0,29,21,0,9,0,0,30,0,9,3,0,0,13,3,0,6,0,0,14,609,62,198,86,16,971
LGA47490,3,4,3,36,23,8,8,5,3,48,31,9,10,3,0,55,48,7,10,3,0,76,75,15,15,10,8,111,76,24,14,3,0,121,76,9,20,6,3,112,81,16,9,0,0,110,48,19,15,10,4,96,41,9,13,9,0,66,31,7,3,0,0,41,20,6,7,7,0,43,6,6,11,0,0,19,16,0,3,5,0,22,599,138,146,84,18,981
LGA47630,18,16,0,124,93,8,37,27,3,162,104,15,29,18,4,173,145,13,52,18,5,238,267,15,58,12,8,360,436,21,71,29,26,576,437,33,60,15,0,551,352,24,83,10,4,471,141,25,40,7,3,216,128,17,23,4,0,177,72,15,5,3,0,98,50,14,17,3,3,86,8,19,10,4,3,48,33,6,10,7,4,62,2382,227,527,222,73,3421
LGA47700,75,39,13,1492,1283,42,132,40,15,1513,1110,55,156,33,7,1368,1312,55,192,20,20,1598,1940,85,243,19,26,2312,2141,124,242,28,22,2555,2305,162,231,21,16,2736,2064,197,260,21,20,2558,1211,136,126,9,9,1487,959,130,97,12,7,1203,779,61,56,3,3,901,572,102,84,9,3,766,166,89,88,7,3,358,229,17,30,8,8,296,17497,1282,2029,321,180,21308
LGA47800,10,12,3,69,62,7,26,28,0,119,63,14,23,17,0,130,112,13,31,19,3,178,165,20,45,14,8,259,205,24,51,4,9,293,197,25,44,12,7,283,183,18,27,12,0,245,76,14,30,6,4,135,54,10,17,3,0,83,35,3,3,3,0,47,32,11,19,5,0,65,12,8,8,3,0,26,21,5,11,4,0,50,1270,177,362,186,40,2037
LGA47910,0,3,0,35,33,0,10,11,0,53,21,0,7,8,0,42,39,0,16,4,0,60,56,7,22,4,0,86,58,4,23,14,0,104,64,6,36,3,3,106,66,13,19,4,0,104,36,11,14,5,0,68,14,13,9,3,0,45,15,4,6,3,0,28,10,3,11,0,0,30,3,8,9,8,0,32,3,0,3,6,0,15,448,76,198,86,10,817
LGA47980,31,11,8,655,735,21,71,30,10,857,742,41,87,27,3,899,913,39,122,23,10,1101,1554,78,127,9,7,1783,1848,66,157,20,7,2102,2189,86,152,19,8,2459,2197,160,156,11,13,2544,1432,140,120,9,8,1710,1194,162,91,11,9,1469,756,105,60,5,3,932,1152,218,123,8,7,1508,516,314,132,13,10,977,185,22,17,6,9,238,16065,1476,1463,252,117,19370
LGA48050,17,11,5,256,175,6,51,21,3,261,214,10,54,13,8,295,302,22,64,12,5,403,477,15,89,14,10,606,501,30,68,9,8,618,449,17,67,6,5,544,401,35,56,3,6,502,232,22,23,0,3,277,155,29,29,0,0,219,112,18,18,0,0,155,100,19,32,0,3,153,26,11,23,3,3,66,42,6,6,4,3,63,3419,254,606,110,60,4450
LGA48130,14,7,3,98,61,3,20,6,0,94,86,10,16,14,0,123,130,6,31,13,3,182,200,15,37,16,4,273,336,28,39,8,4,412,399,21,56,10,7,493,258,30,50,16,4,356,135,15,36,4,5,193,100,18,43,9,3,170,83,8,17,4,0,109,66,11,23,4,0,108,11,7,16,4,0,43,39,3,8,3,4,58,1981,177,418,135,42,2745
LGA48260,12,0,0,98,98,3,12,4,3,118,103,3,9,7,0,124,132,11,11,0,4,151,196,9,18,0,3,223,203,21,23,5,3,254,245,13,27,3,0,290,239,27,27,0,0,290,169,26,20,0,0,211,144,16,14,3,0,178,95,20,7,0,0,121,94,25,24,0,0,146,30,31,18,9,3,81,22,3,3,0,4,34,1852,202,219,33,23,2332
LGA48340,18,15,3,169,163,13,31,20,7,232,161,13,39,20,7,240,212,12,45,17,10,293,373,20,63,34,5,495,443,21,60,22,8,555,491,38,48,21,8,607,435,37,53,12,3,534,252,25,50,4,5,341,241,36,15,12,3,312,170,22,16,14,4,226,214,31,25,21,0,288,38,33,21,17,3,122,57,11,13,6,10,94,3405,307,507,270,83,4579
LGA48410,47,14,17,1072,1224,41,109,25,22,1412,1303,50,128,21,10,1517,1816,53,155,15,49,2087,2973,113,231,29,29,3377,4205,131,213,15,34,4597,5864,181,219,14,36,6314,6188,265,250,16,47,6765,4112,212,146,13,25,4503,3178,244,120,9,15,3567,2209,140,80,7,6,2434,2837,222,89,7,24,3179,982,270,104,8,9,1363,460,28,28,7,39,556,38433,1978,1943,244,364,42959
LGA48540,15,5,8,280,323,4,32,9,7,380,332,9,39,5,12,391,429,6,31,4,10,486,636,13,40,9,3,699,591,20,31,3,8,655,785,23,32,3,10,854,795,31,28,0,11,867,588,20,20,0,6,636,592,22,15,0,3,640,464,15,3,0,0,483,474,15,8,0,3,500,113,23,9,0,4,153,102,0,6,3,6,124,6493,211,318,60,94,7180
LGA48640,0,7,0,23,13,0,10,6,0,37,26,3,3,6,0,39,30,0,14,8,0,52,32,3,8,6,0,49,51,5,14,4,0,75,52,7,14,6,3,83,59,11,10,11,0,84,25,7,12,3,0,47,18,11,11,0,0,48,10,3,8,3,0,26,13,4,9,0,0,26,3,6,11,3,0,27,4,0,4,0,0,10,366,65,131,78,9,636
LGA48750,8,5,0,61,58,5,16,8,0,90,60,4,22,8,0,95,73,10,22,3,3,107,130,7,38,12,0,195,124,14,36,7,0,181,97,17,31,14,3,169,89,20,43,4,3,152,57,14,23,13,0,102,36,8,11,0,0,52,18,3,3,0,0,28,25,13,8,0,0,47,8,3,16,0,0,23,12,3,5,3,0,21,823,128,286,114,15,1366
LGA48830,28,25,3,138,103,3,38,42,12,202,127,16,59,14,6,225,195,17,54,19,9,287,302,42,107,26,11,480,313,28,63,21,7,434,300,31,89,21,10,455,295,42,93,24,4,471,174,37,52,18,4,290,133,32,53,15,3,241,81,17,37,7,0,147,68,23,33,7,0,134,11,22,29,6,0,75,27,0,7,10,11,64,2225,336,759,315,81,3710
LGA49090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49399,3,6,0,55,77,9,13,0,3,100,57,5,11,9,3,85,63,5,5,13,0,90,162,11,15,0,3,193,185,17,10,4,3,216,276,15,9,4,3,304,419,12,23,9,4,464,398,10,8,4,0,428,609,5,11,3,5,634,636,12,14,4,3,659,1335,3,9,0,7,1352,488,10,9,4,5,519,56,0,3,0,4,68,4809,115,146,72,53,5200
LGA49499,303,46,19,1082,1110,59,661,50,39,1914,1257,99,781,52,63,2250,1593,108,922,54,56,2729,2255,196,1362,45,65,3932,2307,326,1469,34,59,4199,2527,366,1591,35,79,4601,2502,471,1642,25,53,4697,1471,324,1072,19,37,2932,1043,314,688,14,27,2077,610,150,366,0,8,1133,743,205,354,12,12,1332,257,126,148,10,10,551,318,55,160,22,36,591,18802,2837,11594,492,577,34306
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,52,0,4,0,0,64
LGA49898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,41,32,8,612,479,14,76,26,11,606,620,14,101,38,16,795,762,35,132,32,11,973,1239,51,163,41,16,1510,1445,53,145,34,26,1709,1611,66,170,21,21,1887,1603,96,184,26,14,1919,998,95,137,16,3,1250,903,93,101,16,7,1117,711,52,47,9,11,821,689,88,74,15,4,873,160,124,79,7,8,374,182,11,25,20,14,248,11973,805,1474,401,168,14812
LGA50210,62,25,9,1036,841,17,109,23,11,997,782,46,102,23,10,961,896,44,138,22,16,1106,1331,75,182,36,9,1634,1643,74,139,10,15,1884,1728,103,194,19,14,2051,1803,147,208,23,16,2198,1276,121,131,9,9,1540,1078,127,134,15,3,1352,781,75,63,5,0,919,805,145,85,0,3,1043,190,119,72,11,3,390,234,15,25,6,13,287,14350,1129,1668,296,133,17569
LGA50250,9,9,10,353,266,5,28,12,6,319,288,8,25,3,6,330,360,5,18,8,10,401,562,17,34,9,10,631,741,20,31,5,19,814,1016,21,40,10,17,1104,1448,30,47,6,17,1554,1512,38,29,6,13,1593,1704,36,21,3,8,1784,2069,27,13,9,7,2118,7135,47,33,0,27,7243,7761,80,37,3,24,7904,397,10,19,8,22,449,25651,349,383,116,211,26712
LGA50280,18,31,3,272,200,12,69,28,0,303,224,12,81,33,5,356,338,16,82,25,12,467,493,30,98,16,15,658,533,50,89,20,8,703,572,65,129,20,7,796,558,67,131,9,3,770,286,54,74,17,3,424,228,65,54,3,6,354,131,25,38,3,0,195,149,35,29,4,4,223,41,48,36,6,3,134,48,11,23,8,7,90,4036,484,970,263,81,5832
LGA50350,11,9,0,157,150,4,20,8,0,181,147,12,27,4,3,192,256,10,25,0,6,289,348,22,61,9,3,440,534,16,38,3,5,602,738,25,66,3,7,841,817,43,73,5,6,940,612,30,36,3,6,687,466,55,38,0,6,568,291,33,24,0,3,351,335,57,21,4,3,417,79,54,9,0,0,147,78,0,4,0,4,87,4996,363,458,60,50,5926
LGA50420,57,36,5,1031,1014,38,88,28,13,1180,932,49,131,24,15,1152,1046,44,136,12,12,1260,1611,103,196,32,25,1966,1814,135,201,19,27,2199,2151,157,226,22,22,2570,2164,194,241,20,19,2638,1411,166,148,9,9,1753,1074,180,149,6,6,1405,737,106,65,5,3,923,813,173,109,12,10,1114,208,165,77,3,4,462,232,29,36,13,22,331,16207,1579,1890,309,194,20178
LGA50490,38,25,16,878,937,11,60,15,12,1035,1016,24,94,14,15,1167,1428,47,87,17,13,1592,2334,73,135,21,21,2588,3391,102,148,17,39,3696,4867,123,179,16,36,5218,6053,190,177,13,49,6473,4512,149,140,14,23,4835,3790,191,113,10,17,4121,2970,118,66,4,21,3179,5419,233,113,10,21,5800,2698,304,83,14,20,3113,561,30,20,4,33,653,40883,1613,1458,237,339,44530
LGA50560,0,3,0,14,12,3,9,3,3,26,18,0,8,6,0,40,16,3,7,3,3,28,25,3,15,9,3,48,33,8,17,0,0,57,49,4,15,5,0,75,37,8,12,7,0,67,16,8,4,4,0,30,14,3,9,0,0,22,14,3,4,0,0,21,12,10,5,3,0,29,0,10,4,0,0,17,3,3,5,0,0,10,250,70,107,47,12,493
LGA50630,3,3,0,19,24,0,4,0,0,24,19,6,3,0,0,31,23,0,3,7,4,30,43,3,7,0,0,59,65,0,6,3,0,74,55,4,3,3,0,75,94,0,4,3,3,101,152,4,11,0,3,171,212,0,3,0,3,226,304,3,3,0,0,317,734,5,0,0,3,741,179,5,0,4,0,186,37,0,0,3,0,49,1960,45,60,38,23,2121
LGA50770,7,3,0,20,13,3,10,8,0,35,8,4,13,9,0,36,16,0,10,10,3,43,36,12,19,13,3,81,40,5,24,4,0,72,48,6,22,4,0,81,55,4,27,6,5,95,31,5,7,5,0,44,22,3,10,4,0,35,18,4,0,3,0,26,16,12,12,0,0,41,3,4,4,6,0,23,3,3,3,5,0,17,320,62,173,91,16,656
LGA50840,9,12,3,80,56,4,17,12,0,94,77,4,21,14,0,116,83,0,15,13,0,111,111,6,36,3,5,163,128,8,42,8,6,182,129,3,31,3,3,171,125,8,27,11,8,180,93,4,21,7,0,126,91,7,12,0,3,106,83,3,12,0,0,107,109,4,7,0,0,127,26,4,10,0,0,45,23,3,7,3,0,33,1193,65,285,89,30,1663
LGA50910,3,0,0,6,10,0,3,0,0,12,10,0,0,3,0,17,20,0,3,5,0,32,41,6,3,6,0,57,36,4,12,3,0,54,40,3,4,0,0,44,31,7,14,3,0,53,28,0,5,5,3,44,13,9,7,3,0,32,10,3,4,3,0,22,12,3,9,0,0,21,3,0,5,0,0,13,3,0,5,5,0,15,262,41,77,49,5,428
LGA50980,6,5,0,117,143,7,19,3,3,173,131,10,16,5,4,162,181,5,12,3,5,214,325,15,28,9,11,385,449,29,28,3,0,516,583,30,41,8,7,669,738,54,60,8,7,866,568,41,34,0,6,654,554,52,37,0,7,649,493,19,29,5,7,561,820,50,29,5,3,911,383,44,31,3,3,470,96,5,7,10,8,121,5590,362,386,94,77,6513
LGA51080,3,0,0,8,0,4,3,0,0,11,10,0,3,7,0,16,5,3,6,3,0,22,10,0,10,7,0,26,28,10,9,0,0,45,25,3,5,8,0,42,28,5,12,3,0,44,11,5,8,6,3,32,10,5,6,0,0,26,9,0,0,6,0,15,8,9,8,0,0,28,3,4,11,3,0,23,0,3,3,8,0,13,150,50,89,54,5,354
LGA51120,0,0,0,10,13,0,4,4,0,14,13,0,7,4,0,16,15,0,9,3,0,26,27,0,3,5,0,35,18,3,9,3,0,34,35,8,6,3,0,56,27,0,10,3,0,41,20,7,3,0,0,33,17,7,9,0,0,30,14,7,11,3,0,35,17,6,12,3,0,34,5,14,10,6,0,28,3,0,0,0,0,8,222,50,89,39,3,412
LGA51190,30,15,6,794,666,17,44,17,18,759,746,21,59,8,13,852,985,43,76,15,12,1136,1689,39,103,20,20,1867,2113,56,99,9,17,2296,2546,92,145,15,22,2815,2766,121,156,19,27,3087,1985,136,119,7,17,2258,1738,146,98,15,16,2012,1401,80,56,8,16,1554,2263,159,92,7,20,2537,835,177,92,4,3,1113,316,19,37,8,11,390,20860,1121,1223,223,219,23637
LGA51260,43,29,7,632,430,21,98,34,15,590,541,20,105,33,15,721,738,32,115,21,11,908,1200,57,180,41,17,1504,1352,81,177,31,16,1653,1446,110,215,36,13,1823,1400,133,248,39,13,1838,815,94,129,13,10,1064,644,161,128,18,9,954,406,68,95,3,3,582,429,117,106,7,3,673,141,141,76,11,3,373,134,9,20,8,15,194,10270,1048,1775,405,152,13651
LGA51310,26,9,6,494,457,13,42,16,3,526,449,16,58,12,10,537,553,19,67,6,3,647,907,28,79,19,11,1042,979,37,60,5,8,1087,1354,59,80,16,9,1514,1537,94,125,10,3,1775,1054,89,88,9,4,1239,932,113,78,13,3,1134,585,76,43,13,8,719,927,177,101,10,3,1222,492,287,205,18,7,1003,149,4,13,0,5,177,10852,1019,1056,182,81,13193
LGA51330,85,36,13,1809,1899,46,123,49,26,2140,1679,79,155,37,23,1971,2044,73,204,32,18,2371,3166,150,235,34,24,3613,4465,189,266,40,49,5015,6650,280,293,34,59,7314,7718,391,337,37,44,8535,5346,296,234,19,35,5931,4269,369,188,18,20,4861,3001,226,114,6,13,3360,4223,407,185,17,12,4843,1434,482,123,20,9,2079,588,54,36,20,47,749,48348,3095,2596,487,410,54937
