LGA_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA16950,4,0,3,6,0,3,0,0,7,29,0,7,0,3,4,8,0,9,3,42,3,6,3,0,9,8,4,6,3,47,3,4,4,7,6,9,0,7,6,46,3,3,3,3,0,11,5,3,17,46,5,10,6,6,3,0,4,0,15,44,4,4,3,0,3,3,0,3,13,29,0,4,3,4,0,0,0,0,6,19,0,0,0,0,0,0,0,0,22,24,35,76,42,41,51,65,20,37,127,487,97,1206,222,179,225,132,58,45,91,2278,95,417,349,396,632,486,294,182,85,2941,143,261,286,349,601,565,394,354,77,3030,138,329,339,353,556,552,324,393,55,3046,109,314,377,408,530,534,292,462,51,3080,76,344,426,497,677,621,339,556,57,3596,110,355,409,553,756,620,353,554,65,3782,135,362,451,578,851,603,373,620,70,4045,166,438,512,603,749,585,274,573,79,3978,128,420,387,403,418,311,163,310,48,2588
LGA17000,0,0,0,3,0,0,0,0,7,15,0,0,3,0,0,0,3,5,3,20,0,0,0,0,0,3,3,0,3,8,0,0,0,0,4,4,4,7,5,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,8,14,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,3,11,14,16,22,28,42,142,29,322,73,45,81,79,70,109,24,831,46,130,83,134,216,260,162,280,31,1341,63,75,90,131,260,294,297,467,43,1715,87,86,124,119,277,301,356,548,30,1932,60,101,136,130,259,238,349,577,31,1877,67,110,145,152,286,281,294,529,40,1894,53,83,130,154,245,270,309,472,32,1751,66,83,123,108,258,274,272,385,30,1608,63,74,106,121,181,201,234,331,27,1335,38,63,76,76,98,110,102,148,21,728
LGA17040,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,4,0,10,3,3,3,3,0,0,0,3,3,19,0,4,0,3,0,0,0,6,0,12,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,3,12,16,19,10,13,8,9,5,21,16,115,19,217,66,89,113,51,36,28,20,640,9,67,88,195,308,149,152,141,34,1143,26,56,66,130,240,156,141,182,26,1033,38,45,69,100,130,113,113,179,10,794,19,54,65,108,121,117,79,142,13,717,19,62,80,108,176,139,102,239,13,938,23,73,91,123,168,157,102,252,28,1021,34,81,78,121,189,151,110,292,12,1076,40,86,73,143,156,144,82,234,17,969,39,89,84,85,95,70,44,165,14,694
LGA17080,0,0,0,0,0,0,0,0,4,8,0,0,5,0,0,0,0,3,4,14,0,3,0,0,3,3,0,4,3,16,0,0,0,0,3,0,3,4,0,10,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,11,0,0,0,0,4,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,19,8,6,14,17,5,25,25,120,10,133,32,17,44,38,5,6,8,295,9,38,35,47,97,64,38,49,6,385,19,35,36,33,81,70,69,90,13,444,27,61,60,52,75,66,42,119,18,520,13,46,60,72,67,72,43,121,15,510,10,36,50,85,99,90,90,146,10,629,21,43,56,70,119,94,71,148,15,635,24,60,68,79,139,100,77,184,8,727,40,46,45,80,142,99,73,171,18,724,30,52,56,52,86,66,45,124,12,518
LGA17100,0,4,0,0,0,3,3,5,5,24,0,3,3,3,0,5,0,6,3,21,0,3,4,3,0,8,3,3,8,27,0,0,3,4,8,0,0,0,4,29,0,5,0,3,5,5,0,8,5,30,0,0,0,0,3,0,0,0,0,7,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,4,3,6,15,29,18,33,38,13,20,57,238,20,321,114,48,47,67,23,11,21,681,41,364,387,213,359,346,132,147,75,2056,66,158,303,202,543,610,216,290,68,2457,81,146,259,191,610,594,258,360,74,2570,65,152,198,193,534,590,240,407,50,2421,46,131,203,234,521,603,247,450,43,2489,50,129,182,195,507,582,293,460,42,2439,63,150,201,218,555,556,265,438,54,2505,66,139,143,204,493,477,217,353,41,2132,45,114,134,124,301,289,114,190,15,1323
LGA17150,0,8,5,9,3,8,0,6,21,60,0,4,5,10,9,8,0,11,13,67,3,6,4,3,4,11,6,12,10,59,3,5,6,10,12,13,3,14,6,81,0,5,4,7,5,7,5,12,8,52,3,3,3,9,3,5,3,3,7,52,4,10,4,0,3,6,0,6,4,32,0,3,3,0,0,0,0,0,3,11,3,0,0,0,0,0,0,0,10,18,31,87,61,66,62,85,26,70,148,636,201,3175,659,314,368,292,100,63,95,5264,188,1656,1277,841,1152,1186,434,386,175,7298,205,466,775,672,1440,1591,696,866,180,6882,286,532,799,663,1198,1301,642,998,117,6530,193,618,845,784,1056,1256,621,1010,110,6490,124,704,947,943,1167,1384,593,1188,107,7150,124,581,820,982,1185,1357,646,1271,107,7070,152,546,845,914,1250,1297,619,1182,120,6924,197,594,792,891,1150,1136,561,958,81,6354,181,591,679,619,748,599,272,513,51,4247
LGA17200,18,15,25,25,51,69,22,63,82,366,10,8,25,14,38,71,12,64,67,315,11,12,17,16,40,53,16,61,65,293,7,21,16,18,48,35,22,64,66,301,13,12,9,12,44,44,13,36,40,213,7,12,15,7,27,20,11,30,50,181,5,8,12,7,14,10,3,16,34,106,0,10,5,5,5,5,0,6,43,79,12,6,6,8,7,3,0,4,52,89,141,194,293,200,441,517,168,464,817,3232,247,3151,1558,675,824,700,274,231,379,8050,1004,6584,8134,3919,8434,9328,3955,4160,1208,46724,1850,3327,7112,4127,17736,22337,10036,12824,1440,80786,3666,2356,5754,4415,18050,25123,10185,15017,1304,85871,2882,2081,4699,4928,14216,19810,8374,13711,953,71661,1341,1703,3569,4348,10468,15917,7391,13545,736,59022,805,1460,2534,3480,8707,12072,6120,12411,607,48208,827,1285,1957,2855,7624,9482,4867,9606,553,39057,767,1261,1763,2288,6201,6685,3531,6589,450,29536,607,1406,1779,1686,3734,3622,1657,3194,290,17968
LGA17310,0,0,0,0,4,6,0,3,0,14,4,0,0,3,8,6,4,3,9,37,0,0,0,9,3,3,0,4,5,31,4,0,3,0,8,5,5,6,3,25,3,3,4,4,3,5,4,7,3,38,3,3,0,3,3,0,0,8,3,30,3,0,0,0,0,0,0,4,4,14,0,0,5,0,0,0,0,0,7,9,0,3,0,0,3,0,0,3,12,26,24,24,25,31,39,42,8,52,75,325,72,747,163,155,204,149,47,23,57,1617,70,154,185,233,566,476,217,157,43,2094,106,182,186,247,596,580,276,305,59,2544,119,170,225,276,555,512,289,366,43,2555,77,195,218,298,449,451,240,387,34,2339,60,174,236,300,561,527,262,457,40,2613,62,173,223,340,591,525,259,549,51,2768,81,181,236,358,582,517,272,476,47,2743,105,175,221,319,545,431,251,449,45,2552,84,174,208,272,336,280,160,322,31,1856
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,3,3,9,33,7,68,12,7,17,25,9,3,6,153,0,21,6,29,31,33,18,10,0,157,12,21,20,17,35,29,19,24,6,178,9,18,20,17,23,39,24,33,3,186,3,31,19,12,31,36,13,35,9,189,4,30,28,28,43,32,20,51,7,239,6,12,34,34,47,46,15,74,5,271,11,17,21,46,62,39,24,62,5,300,17,19,16,29,45,43,31,71,4,269,12,37,22,20,29,22,12,41,7,208
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,3,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8,6,5,3,10,0,8,9,57,6,48,8,11,7,6,8,0,7,101,3,9,10,17,24,18,5,18,9,112,0,10,12,14,33,20,13,26,5,130,11,10,11,11,18,20,11,30,0,123,8,16,16,24,23,20,12,35,5,154,5,28,25,28,38,33,14,45,10,222,9,12,21,25,38,37,22,57,4,219,3,35,27,24,25,30,14,61,6,227,13,27,29,46,45,45,17,78,5,304,13,34,23,29,35,33,13,73,8,272
LGA17420,0,4,5,0,3,7,0,12,11,47,0,5,3,3,3,11,0,3,14,40,0,3,0,7,5,9,7,8,16,56,3,8,8,5,11,4,4,11,4,57,0,3,9,5,5,3,4,10,12,58,4,0,7,10,0,6,0,7,7,38,3,7,5,3,3,3,0,0,6,36,0,4,0,0,0,0,0,3,10,15,0,3,0,0,0,3,0,3,3,11,23,57,45,54,60,73,29,73,132,540,191,2734,615,265,311,278,98,38,98,4629,166,1487,1172,735,1160,1223,470,450,172,7035,194,490,636,530,1471,1791,750,899,139,6899,281,483,683,675,1459,1825,719,1163,171,7463,206,605,764,745,1344,1879,661,1279,116,7590,134,632,839,893,1287,1890,710,1454,133,7960,122,566,750,874,1276,1615,720,1434,125,7482,127,479,660,790,1230,1420,686,1314,122,6835,143,458,567,672,1065,1069,514,1071,95,5652,121,511,506,500,658,655,246,560,67,3824
LGA17550,0,0,3,3,3,0,3,4,6,24,4,0,0,3,8,4,0,5,6,32,0,3,0,7,4,7,0,11,9,34,0,4,5,3,3,7,0,8,3,33,3,3,12,3,3,6,5,4,7,44,4,4,3,3,0,3,0,7,9,34,4,4,3,0,0,0,3,3,0,20,3,4,0,3,0,0,3,0,3,18,0,3,0,0,0,0,0,0,10,16,23,46,39,43,33,39,14,44,74,360,48,865,188,136,107,74,27,30,60,1533,55,324,305,350,413,253,141,132,54,2033,73,209,212,264,449,378,197,238,58,2089,111,240,271,316,446,418,200,335,63,2389,72,309,341,398,455,385,203,352,49,2562,62,313,350,441,506,511,231,469,62,2947,74,263,365,512,558,530,262,540,60,3164,100,274,344,551,664,519,269,481,55,3249,134,310,404,522,616,512,234,473,67,3270,116,276,303,410,389,280,124,291,42,2227
LGA17620,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,3,0,7,0,3,0,3,0,3,0,3,0,8,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,10,9,6,13,7,5,3,11,13,74,18,148,30,23,36,31,10,8,10,311,8,34,40,53,103,73,34,42,5,398,18,32,28,53,120,81,48,76,10,475,22,31,55,57,105,89,49,85,8,499,14,48,51,48,73,75,36,71,3,422,8,47,42,70,86,97,54,106,8,525,21,53,48,62,100,88,40,101,0,507,17,45,68,56,93,74,59,111,8,533,17,53,44,69,81,65,47,126,11,506,19,54,55,45,47,60,25,100,6,424
LGA17640,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,3,5,0,0,4,0,11,10,31,0,37,10,10,11,9,0,0,3,86,3,17,15,8,26,17,11,10,3,106,10,9,13,8,27,21,10,22,5,122,11,11,21,16,19,34,14,41,7,159,5,15,20,17,14,14,9,31,3,133,8,18,16,15,21,19,9,40,0,151,3,17,27,13,27,28,18,45,3,174,3,22,17,24,34,33,18,54,8,216,4,25,28,37,27,39,14,68,0,232,3,23,22,19,15,20,12,47,0,165
LGA17650,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,8,3,23,0,22,0,7,5,3,0,0,0,40,4,13,7,7,11,14,9,4,3,72,3,3,12,6,12,16,8,15,0,87,8,12,15,10,15,18,3,20,4,113,3,9,7,21,17,17,9,21,6,112,0,11,13,12,13,14,7,23,3,109,4,12,11,19,21,22,15,41,3,139,0,12,21,14,25,30,8,33,0,151,6,13,13,11,10,24,16,41,3,143,10,8,12,13,15,23,3,29,3,117
LGA17750,0,0,0,6,0,8,0,0,0,17,0,3,3,0,8,5,3,9,0,29,0,0,0,0,9,0,0,11,3,26,0,3,0,0,3,3,0,6,3,29,0,3,0,3,4,0,4,7,3,22,3,5,0,3,7,3,0,4,6,36,5,3,0,3,0,3,0,0,9,17,0,0,0,0,3,0,0,5,4,17,0,4,0,0,0,0,0,0,9,14,23,32,19,23,47,46,15,55,57,316,75,980,193,129,278,199,67,228,84,2234,98,538,317,376,755,638,348,515,108,3699,142,275,217,285,838,724,368,499,51,3403,158,207,286,330,748,609,325,506,50,3216,112,180,276,343,664,594,311,444,35,2958,69,159,281,375,682,635,320,532,38,3093,60,140,237,386,679,603,361,565,40,3069,87,154,230,350,698,542,304,554,31,2958,103,163,261,333,651,513,242,481,41,2782,94,166,225,245,402,280,158,296,31,1890
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,6,0,7,3,25,3,30,3,8,6,4,0,0,3,60,6,8,5,8,14,14,10,14,4,87,3,7,8,3,7,16,11,17,4,75,6,8,8,12,11,9,5,25,0,92,0,10,13,5,10,20,13,32,0,103,3,9,10,19,18,13,9,42,3,130,3,9,8,17,21,19,19,43,3,137,3,14,15,15,28,25,16,62,0,172,7,9,13,29,19,30,10,44,6,158,3,11,14,20,10,23,10,50,4,137
LGA17900,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,0,6,0,0,3,0,4,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,13,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,5,3,7,13,11,65,3,15,10,3,7,10,3,5,3,62,7,14,11,23,23,25,11,32,5,146,4,13,11,27,51,37,16,48,3,212,14,13,12,22,32,24,18,56,9,189,8,14,14,21,40,27,8,49,3,195,5,8,11,20,26,27,9,66,4,183,4,28,15,26,39,36,14,61,5,228,7,19,25,27,35,33,6,65,10,228,9,24,16,32,38,33,14,76,11,237,9,15,16,22,18,25,13,62,8,190
LGA17950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,20,3,11,0,0,0,5,0,3,0,23,0,9,5,5,19,10,11,13,0,74,7,6,0,5,24,25,12,21,0,97,11,5,5,10,13,13,9,39,4,112,0,9,16,6,12,20,8,14,0,87,0,4,9,9,21,24,3,31,4,106,0,4,10,12,19,18,8,51,0,115,0,8,13,7,14,27,10,49,0,130,7,5,10,15,13,25,13,51,0,134,6,11,3,8,15,15,4,20,0,78
LGA18020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,6,3,3,5,4,3,11,10,61,8,43,7,6,12,9,4,0,5,92,12,20,18,26,38,23,18,19,3,180,5,18,14,27,34,34,17,40,5,200,6,25,30,25,27,44,17,24,6,209,3,25,22,42,39,29,26,58,11,257,3,25,23,37,45,40,32,69,3,279,6,30,25,51,62,53,26,71,9,340,3,40,36,53,76,44,24,112,12,391,17,27,35,44,52,43,31,113,12,372,16,36,45,40,26,53,27,74,4,313
LGA18050,0,0,0,8,3,0,3,0,5,16,0,0,0,3,0,3,0,0,3,16,0,3,0,3,3,0,0,4,6,25,0,3,0,3,4,0,0,4,0,22,0,3,3,3,0,0,0,0,3,17,0,0,6,3,3,0,0,0,4,17,0,6,0,5,0,0,0,0,4,15,0,0,0,0,0,3,0,0,4,13,0,0,0,0,0,0,0,0,6,8,0,26,23,35,26,21,10,27,49,220,50,682,166,79,44,42,16,11,27,1123,70,649,776,417,447,380,181,153,76,3152,70,298,628,405,765,748,315,356,76,3663,113,244,446,295,649,718,300,519,64,3354,72,217,343,298,459,536,263,418,33,2641,54,227,284,295,333,502,210,421,48,2379,31,207,244,324,308,454,192,406,40,2198,25,158,210,287,253,395,170,372,19,1886,40,164,158,220,250,291,128,268,13,1539,35,164,165,161,187,170,76,140,11,1107
LGA18100,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,3,10,0,29,0,19,0,9,3,10,3,0,7,48,0,0,5,4,13,12,10,4,0,47,3,3,3,3,14,16,9,8,4,66,9,6,6,9,15,14,6,16,0,84,3,8,13,6,14,19,8,34,3,116,0,13,22,12,13,17,3,33,3,123,3,10,16,9,14,26,12,34,3,129,3,16,17,18,22,20,22,37,0,150,3,13,10,20,18,22,14,53,3,159,4,15,13,15,13,24,12,43,0,141
LGA18200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,3,9,8,3,6,12,48,0,42,11,3,15,7,3,8,7,92,0,27,15,19,49,26,19,26,10,191,4,19,21,23,38,39,24,57,3,231,11,10,21,21,45,36,21,50,6,214,5,18,16,20,45,55,16,57,4,240,3,19,15,32,52,56,34,71,4,292,8,25,21,31,39,64,31,66,5,300,14,12,20,27,70,63,35,101,7,356,16,19,20,36,72,50,31,92,6,349,26,27,30,26,48,43,12,57,6,278
LGA18230,0,4,3,0,5,3,0,7,3,28,0,3,0,5,3,0,0,3,5,27,0,0,0,3,0,0,5,8,3,21,0,0,3,0,4,3,3,5,8,32,5,3,3,3,5,3,0,5,6,34,0,6,0,0,0,4,3,0,4,23,6,7,3,0,0,0,4,7,3,30,0,0,3,0,0,0,0,4,3,11,0,3,3,0,0,3,0,0,10,18,21,39,19,21,32,34,25,46,55,293,52,633,127,108,183,115,54,49,36,1365,54,157,170,220,583,384,188,166,48,1971,103,136,151,199,630,497,263,299,52,2328,143,166,232,240,501,441,206,341,36,2301,64,152,186,240,465,425,193,319,33,2072,49,133,167,231,478,480,226,398,38,2202,43,113,175,255,560,444,247,454,34,2332,58,105,147,246,562,464,220,441,46,2289,80,127,175,254,503,424,203,389,27,2182,67,139,157,173,312,225,103,256,23,1453
LGA18250,0,0,3,7,3,3,9,3,16,45,5,0,0,0,0,12,0,0,5,27,0,3,0,0,8,3,0,6,8,30,0,7,3,3,3,14,7,3,3,40,0,0,3,5,0,8,3,3,9,39,0,4,0,0,3,3,0,6,9,33,0,3,0,0,3,3,0,0,5,22,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,5,10,14,37,29,38,38,72,33,35,98,398,86,1146,304,132,110,133,34,33,53,2028,141,1189,1087,576,913,984,380,326,154,5749,205,372,761,503,1796,2205,853,963,139,7792,368,326,689,520,1795,2415,880,1139,129,8266,243,378,614,555,1407,2062,755,1180,116,7312,127,362,609,621,1122,1787,741,1213,92,6683,82,303,542,593,994,1469,672,1194,94,5947,113,320,487,559,933,1356,586,1137,64,5555,100,296,423,508,824,1019,496,887,61,4611,93,297,431,308,512,639,255,456,40,3027
LGA18350,0,0,0,3,3,3,0,0,4,7,0,4,5,0,6,3,0,0,7,26,0,0,0,3,0,3,0,0,7,15,3,3,3,0,4,3,0,7,4,26,0,3,0,0,0,3,0,5,5,21,0,3,0,3,0,0,0,0,4,17,3,3,0,0,0,0,0,3,6,20,0,3,0,0,0,0,0,3,4,17,0,3,0,0,0,0,0,0,5,12,8,49,19,18,21,31,7,29,49,238,57,722,140,113,109,84,44,31,20,1320,30,181,185,201,360,240,138,119,38,1486,54,115,166,190,330,266,145,191,33,1483,68,137,148,167,251,260,135,195,21,1378,43,133,180,184,255,256,132,227,18,1420,35,189,238,232,284,346,152,298,31,1800,43,177,227,263,330,357,202,404,30,2029,48,177,224,282,379,379,184,398,22,2094,52,193,236,255,337,301,171,350,30,1923,37,210,201,212,215,191,94,223,21,1405
