LGA_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA32810,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,3,0,13,0,0,0,0,4,3,0,0,0,11,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,6,9,14,7,7,3,7,14,77,9,100,36,41,23,24,11,11,12,266,12,14,20,63,100,76,48,48,5,394,21,18,43,70,123,101,70,88,17,547,24,28,54,66,106,88,83,109,11,564,10,44,62,62,94,78,47,108,19,517,12,41,47,86,94,97,57,138,18,593,20,35,58,98,109,105,75,122,20,637,29,49,66,121,115,106,53,126,15,681,19,50,61,99,100,96,47,135,6,609,10,44,45,81,63,53,31,101,5,431
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,0,5,0,9,0,4,0,0,4,3,0,4,3,20,0,0,0,3,4,3,0,9,0,23,4,4,0,0,0,3,0,14,0,30,0,0,0,0,3,0,0,5,0,14,0,0,0,3,7,7,0,10,0,35,0,0,3,7,3,3,3,16,0,34,4,3,0,9,6,3,0,19,0,46,0,0,0,3,3,8,3,14,0,36,0,0,3,4,0,7,0,16,0,32
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,8,0,5,4,6,0,10,4,41,0,4,3,10,10,6,0,21,3,64,0,6,3,4,14,15,3,28,3,68,0,7,7,0,13,5,0,28,3,65,0,6,0,3,8,4,0,26,0,43,0,8,3,5,6,13,3,33,0,69,0,9,8,11,7,15,3,41,3,87,3,0,3,3,14,20,13,29,3,91,3,0,7,13,16,19,6,32,7,90,3,4,3,5,12,10,7,18,3,67
LGA33220,0,3,0,3,0,6,0,4,3,24,0,6,0,4,0,3,0,4,8,35,0,9,0,4,7,5,0,4,9,39,3,4,3,3,3,3,0,3,9,36,7,6,3,3,9,3,0,3,7,39,7,6,3,10,3,3,0,7,14,52,3,3,0,3,0,0,0,0,10,23,3,3,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,3,15,19,25,61,28,42,44,28,12,42,99,374,59,1078,255,210,218,97,42,35,43,2035,48,249,260,379,542,273,195,166,60,2176,96,211,214,364,579,324,181,236,41,2249,112,226,269,353,585,350,219,324,43,2478,91,267,304,416,574,447,234,389,43,2771,86,301,333,495,703,571,287,507,62,3351,104,299,315,597,839,549,302,570,64,3631,126,250,339,575,766,526,301,567,62,3519,144,342,349,556,711,482,219,519,48,3365,122,311,297,325,431,266,135,311,39,2243
LGA33360,0,3,0,0,0,4,3,3,4,13,4,0,0,0,3,8,3,4,6,29,0,7,0,0,4,0,0,6,3,18,3,0,0,0,8,3,0,3,3,18,0,3,0,0,0,4,0,7,3,19,0,0,0,0,0,0,0,6,3,17,0,3,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,3,6,10,14,25,12,10,19,27,14,37,44,202,40,689,170,128,161,92,48,44,35,1408,64,233,205,269,496,337,274,319,45,2238,133,160,181,262,472,442,340,621,49,2652,143,215,212,253,422,418,401,770,51,2894,107,213,218,248,422,428,359,713,49,2755,95,202,212,324,417,484,381,851,65,3020,91,169,227,311,474,489,371,822,52,3005,108,180,209,286,453,460,347,794,53,2887,124,174,180,254,366,378,287,593,31,2375,81,131,124,171,220,166,141,318,22,1372
LGA33430,13,10,17,16,21,27,11,29,37,182,10,18,16,22,26,23,17,38,36,207,9,19,13,22,34,43,11,47,44,231,11,18,13,28,37,30,11,46,45,238,3,12,20,28,26,24,17,37,46,214,11,24,20,13,14,16,12,28,39,179,8,14,11,15,5,21,3,3,21,113,5,8,11,5,5,11,0,4,28,78,3,10,0,5,0,3,0,0,47,82,120,239,208,214,253,273,105,281,480,2168,412,8007,2008,1508,1296,826,323,255,372,15010,581,3673,3332,3697,5201,3568,1639,1664,548,23905,874,1944,2600,3137,6039,4683,2585,3311,536,25696,1043,1968,2610,3136,5389,4993,2590,4221,463,26418,759,2001,2510,3317,4841,4773,2436,4424,384,25449,564,2052,2562,3775,5079,5288,2638,4847,453,27267,521,1767,2297,3811,5141,5147,2636,5135,421,26870,574,1553,2086,3572,5028,4407,2354,4550,346,24468,632,1561,2019,3053,4176,3509,1801,3672,317,20745,497,1618,1601,2219,2599,2122,1058,2179,225,14120
LGA33610,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,11,3,4,4,7,6,23,11,67,16,90,27,30,38,25,13,20,9,263,11,16,33,37,78,66,44,76,5,378,15,23,20,54,73,80,56,101,4,438,14,35,44,44,67,78,48,126,5,472,13,43,43,49,42,61,40,132,9,437,10,22,49,56,61,80,38,145,8,475,19,33,40,57,62,89,48,202,7,559,14,32,35,53,76,85,47,156,12,512,24,43,33,53,76,84,49,179,15,543,17,24,33,37,34,39,36,107,10,340
LGA33620,0,0,3,0,3,0,0,3,5,14,0,0,4,0,0,4,0,3,5,14,0,3,0,3,0,0,0,7,0,14,0,0,3,0,0,0,0,4,3,13,0,0,0,3,0,3,0,4,3,22,0,0,0,0,0,0,0,3,3,9,0,3,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,3,10,11,8,15,19,14,18,12,7,33,47,185,43,485,136,105,131,69,30,21,42,1065,40,135,107,190,285,151,109,101,33,1144,47,114,118,166,266,179,93,183,26,1193,66,117,139,177,228,188,118,227,19,1271,28,158,160,228,237,191,127,259,27,1420,40,150,167,259,287,248,140,325,38,1650,49,171,188,314,359,267,174,420,25,1977,77,170,213,327,323,258,173,391,36,1961,95,180,207,290,315,221,156,350,33,1849,72,171,129,205,161,153,74,256,20,1245
LGA33800,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,4,14,3,3,8,6,6,22,7,81,13,140,27,26,38,30,9,4,7,293,7,22,16,29,66,68,31,36,3,280,13,19,17,28,76,49,39,54,7,300,14,26,30,43,56,36,23,54,6,288,5,26,39,39,58,42,31,61,0,308,12,36,38,61,78,57,47,89,11,424,6,42,40,62,72,77,44,119,14,476,15,48,56,105,101,94,48,126,9,598,18,31,57,77,85,88,67,106,10,538,20,36,37,39,74,43,38,90,10,380
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,13,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,10,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
LGA33960,0,4,0,6,5,8,5,3,14,48,4,3,7,0,5,11,3,9,9,51,3,4,3,3,8,18,0,12,17,64,3,3,14,12,8,10,3,11,8,72,0,8,7,4,6,10,3,6,13,51,4,0,0,6,0,5,0,6,3,32,0,3,3,0,0,0,0,0,11,28,0,5,0,3,0,0,0,0,3,14,0,3,0,0,0,0,0,0,3,10,24,53,38,49,61,80,20,68,140,539,135,2318,638,408,404,230,97,76,115,4425,183,856,739,919,1413,966,500,503,159,6239,272,492,488,800,1708,1325,821,899,164,6969,334,510,644,848,1574,1343,750,1027,115,7144,223,508,603,850,1439,1290,715,1044,126,6797,164,438,591,973,1551,1384,737,1176,117,7131,169,390,514,929,1512,1377,812,1215,105,7014,166,326,470,878,1511,1228,696,1165,83,6526,225,346,468,679,1248,941,531,858,73,5369,156,314,334,488,699,493,291,462,34,3276
LGA33980,0,0,0,0,3,0,0,6,3,20,0,0,0,0,0,3,4,0,0,13,0,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,9,0,21,0,0,0,3,0,3,0,5,0,17,3,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,19,6,8,3,11,19,9,47,24,150,18,222,66,52,41,51,28,69,28,560,31,80,61,93,145,130,140,325,38,1044,85,74,80,90,156,150,229,709,42,1617,116,92,104,107,164,171,254,868,38,1926,95,102,108,114,169,149,212,744,25,1729,105,82,80,135,170,189,221,934,37,1950,97,56,79,115,166,205,191,801,31,1746,88,44,77,107,148,164,214,695,28,1570,53,48,60,93,132,128,158,459,25,1157,42,40,54,65,73,65,74,239,14,669
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,7,9,0,10,0,30,0,5,0,3,4,3,3,3,4,25,0,0,0,7,4,6,0,3,0,28,0,0,0,0,3,4,3,9,0,22,0,5,4,4,10,9,3,3,0,39,0,3,3,7,3,7,0,0,0,30,0,10,3,3,10,3,0,4,0,35,0,0,0,0,3,9,0,7,0,26,0,3,0,0,3,5,3,5,0,20
LGA34530,0,0,0,0,0,0,4,0,0,8,0,3,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,0,0,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,5,0,3,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,3,16,7,11,11,6,6,12,28,106,24,389,67,83,64,50,20,18,17,727,21,85,72,128,200,127,65,59,18,772,26,63,50,82,188,117,86,94,10,712,38,96,78,90,185,134,57,126,13,813,30,109,85,113,153,102,79,141,17,838,28,73,100,131,161,111,101,168,23,895,18,86,93,172,193,163,73,191,17,1017,35,81,125,128,204,144,73,239,23,1049,38,81,85,120,195,118,57,178,14,887,31,92,73,87,120,79,55,143,13,682
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,4,3,0,4,25,0,4,3,8,7,4,15,4,0,40,3,4,5,10,6,4,23,7,0,62,9,4,3,3,5,11,18,6,8,65,4,3,0,3,3,9,23,20,4,72,5,6,0,9,5,8,19,19,0,69,0,4,0,3,3,9,25,22,0,65,4,3,4,4,3,8,26,14,5,64,0,0,0,3,3,4,10,21,0,44,3,0,0,3,0,0,4,10,3,25
LGA34580,0,3,0,0,0,0,0,5,3,19,0,0,0,3,3,0,0,3,7,18,3,3,0,0,0,3,0,7,3,19,0,4,0,3,0,0,0,0,3,10,3,3,0,0,3,0,0,0,6,17,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,3,9,8,27,6,17,21,14,9,26,37,157,23,418,88,83,76,56,23,30,23,816,32,166,113,158,221,183,88,91,26,1084,57,77,97,192,220,190,139,213,22,1209,47,89,105,145,165,165,101,190,17,1020,25,92,86,143,167,138,95,183,25,941,20,101,97,147,221,187,96,244,35,1147,37,95,109,165,236,179,123,285,29,1269,35,79,106,157,248,163,127,250,21,1184,41,98,90,161,195,150,91,230,32,1090,36,91,79,93,140,92,54,162,15,749
LGA34590,9,9,3,4,13,11,3,15,17,84,9,6,7,7,12,17,3,22,12,87,3,7,8,5,8,13,3,14,11,67,6,0,8,12,8,9,5,14,15,74,5,9,4,13,8,12,3,11,16,80,8,5,9,3,8,8,0,4,12,48,0,6,0,3,0,0,0,3,16,31,0,0,6,4,0,3,3,0,9,23,0,4,0,0,0,0,0,0,13,24,44,118,67,79,94,102,31,101,206,834,197,3247,882,603,692,370,161,130,152,6445,220,1259,1127,1276,2191,1506,704,645,241,9167,349,704,876,1176,2275,1777,997,1198,211,9567,448,807,908,1167,2187,1832,950,1476,244,10005,295,748,902,1234,1968,1830,923,1576,190,9666,233,679,872,1278,2016,1958,964,1715,178,9896,205,599,835,1346,2038,1859,972,1722,171,9748,212,512,696,1184,1905,1665,863,1614,146,8804,248,578,707,1064,1617,1254,686,1311,101,7567,198,509,533,768,1002,807,414,764,71,5068
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,3,0,0,3,3,25,5,52,12,21,25,20,13,5,3,142,5,4,9,22,43,39,30,26,3,177,12,4,4,11,39,30,24,28,3,157,13,3,12,15,24,36,7,41,5,163,9,3,8,16,28,29,21,41,3,172,3,7,12,19,35,34,11,37,3,155,10,8,16,10,32,36,28,52,7,201,11,7,14,17,32,45,28,69,6,228,7,19,15,22,42,37,14,67,0,222,9,11,14,20,32,20,17,46,0,173
LGA34770,4,4,0,7,6,0,3,7,4,37,3,3,3,4,9,5,0,11,6,47,3,0,3,9,6,6,0,8,9,45,4,0,0,7,6,5,3,11,13,49,0,3,0,3,8,9,0,13,18,56,6,4,0,3,3,5,0,15,4,47,6,3,0,3,0,3,0,4,4,25,0,3,0,0,0,0,0,0,3,11,3,0,0,4,0,0,3,8,21,42,42,53,24,48,60,45,21,95,112,498,89,1372,295,287,425,225,111,96,65,2965,104,325,328,485,1140,726,418,441,99,4072,245,295,323,388,1092,784,581,782,87,4580,247,397,439,537,887,715,575,943,78,4830,152,452,423,505,846,678,496,914,88,4550,113,394,443,607,902,821,538,1067,79,4963,121,324,470,715,1017,896,587,1147,96,5375,175,313,406,652,1034,835,528,1089,97,5121,169,308,385,565,858,719,476,932,83,4489,129,281,307,346,523,439,276,561,44,2901
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,17,0,0,0,0,3,4,0,10,0,21,0,0,3,4,9,13,7,34,3,71,4,4,4,4,9,6,7,91,0,127,10,6,8,0,10,11,21,110,3,178,7,4,3,3,3,11,8,119,3,160,6,3,4,5,4,5,11,105,3,149,11,0,0,4,10,10,6,104,4,155,8,3,3,9,3,10,7,82,3,123,8,0,0,5,4,13,14,77,3,123,3,3,0,0,0,12,3,37,0,58
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,10,0,0,13,0,0,0,0,3,0,12,3,0,18,0,0,0,0,6,0,7,5,0,19,0,0,0,0,3,3,3,0,0,14,0,0,0,0,4,0,6,0,0,14,0,0,0,0,3,3,0,5,0,12,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,3,0,0,4
LGA34860,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,3,3,16,3,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,5,7,10,21,5,7,14,8,0,33,28,116,24,116,19,30,46,38,21,25,15,333,19,32,30,56,105,103,71,131,14,555,37,53,36,46,137,136,79,208,15,754,50,55,55,52,136,112,77,278,15,833,39,41,57,68,106,91,37,219,15,676,34,40,36,51,101,107,62,297,9,750,44,35,38,47,100,135,59,304,18,788,35,28,54,56,122,110,62,282,13,761,33,30,35,49,80,115,47,234,8,626,22,29,25,42,66,63,39,171,9,473
LGA34880,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,5,3,3,14,0,0,3,0,0,3,0,0,4,15,0,0,0,0,0,4,3,5,3,24,0,0,0,3,4,0,0,0,0,10,3,0,3,0,3,0,0,0,0,10,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,3,4,4,16,10,13,15,16,9,23,26,125,14,203,40,43,45,23,14,13,20,412,16,39,40,75,156,73,48,40,19,515,14,50,39,81,137,106,67,74,14,586,25,42,47,86,128,99,50,92,11,585,20,46,71,91,128,100,54,121,12,638,25,67,62,122,169,130,75,156,15,819,25,61,74,107,196,130,84,208,19,907,31,57,67,114,194,124,92,223,24,934,35,64,68,101,151,116,82,179,19,812,30,79,74,87,107,84,45,111,10,630
LGA35010,3,4,5,6,10,6,0,12,19,72,4,12,11,6,18,18,3,20,17,111,12,6,10,9,13,13,7,17,12,94,6,3,4,7,17,12,3,18,22,89,7,8,8,14,4,4,3,14,18,86,6,16,6,3,10,12,3,12,23,97,3,12,7,5,6,5,4,10,12,65,0,3,3,3,0,0,0,3,24,39,4,3,0,6,0,0,0,4,30,37,62,132,72,99,100,109,31,119,250,969,285,5480,1369,883,761,455,208,154,220,9810,315,1775,1475,1762,2472,1668,837,818,239,11363,430,847,954,1440,2556,1919,1079,1350,251,10819,467,1022,1114,1427,2376,1972,1063,1711,184,11327,341,1081,1203,1594,2170,1902,1046,1811,196,11341,300,1083,1344,2006,2343,2242,1100,2261,212,12896,278,997,1300,2013,2445,2283,1225,2297,220,13047,371,844,1111,1833,2335,1980,1068,2088,158,11790,339,837,1055,1484,1896,1563,870,1684,149,9876,274,839,844,1019,1077,924,442,931,103,6459
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,3,0,0,0,9,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,11,3,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,4,4,6,9,12,9,22,13,82,17,203,33,43,65,52,40,27,17,488,33,33,45,85,181,177,186,170,25,926,56,45,57,77,199,211,282,359,16,1304,77,55,45,96,133,176,265,368,16,1228,52,48,58,89,128,136,201,307,27,1028,43,43,41,79,126,159,182,297,17,993,33,34,36,69,142,173,184,284,19,973,38,25,30,77,148,156,210,264,21,966,44,29,31,70,100,116,128,181,19,714,34,23,22,34,49,77,55,105,3,408
