LGA_CODE_2016,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_15,TaTW_1000_1249_H_16_24,TaTW_1000_1249_H_25_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40,TaTW_1000_1249_H_41_48,TaTW_1000_1249_H_49mo,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_15,TaTW_1250_1499_H_16_24,TaTW_1250_1499_H_25_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40,TaTW_1250_1499_H_41_48,TaTW_1250_1499_H_49mo,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_15,TaTW_1500_1749_H_16_24,TaTW_1500_1749_H_25_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40,TaTW_1500_1749_H_41_48,TaTW_1500_1749_H_49mo,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_15,TaTW_1750_1999_H_16_24,TaTW_1750_1999_H_25_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40,TaTW_1750_1999_H_41_48,TaTW_1750_1999_H_49mo,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_15,TaTW_2000_2999_H_16_24,TaTW_2000_2999_H_25_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40,TaTW_2000_2999_H_41_48,TaTW_2000_2999_H_49mo,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000mo_H_0,TaTW_3000mo_H_1_15,TaTW_3000mo_H_16_24,TaTW_3000mo_H_25_34,TaTW_3000mo_H_35_39,TaTW_3000mo_H_40,TaTW_3000mo_H_41_48,TaTW_3000mo_H_49mo,TaTW_3000mo_H_NS,TaTW_3000mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_15,TaTW_PINS_H_16_24,TaTW_PINS_H_25_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40,TaTW_PINS_H_41_48,TaTW_PINS_H_49mo,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_15,TaTW_Tot_H_16_24,TaTW_Tot_H_25_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40,TaTW_Tot_H_41_48,TaTW_Tot_H_49mo,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_15,CoPSW_NNI_H_16_24,CoPSW_NNI_H_25_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40,CoPSW_NNI_H_41_48,CoPSW_NNI_H_49mo,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_15,CoPSW_1_149_H_16_24,CoPSW_1_149_H_25_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40,CoPSW_1_149_H_41_48,CoPSW_1_149_H_49mo,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_15,CoPSW_150_299_H_16_24,CoPSW_150_299_H_25_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40,CoPSW_150_299_H_41_48,CoPSW_150_299_H_49mo,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_15,CoPSW_300_399_H_16_24,CoPSW_300_399_H_25_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40,CoPSW_300_399_H_41_48,CoPSW_300_399_H_49mo,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_15,CoPSW_400_499_H_16_24,CoPSW_400_499_H_25_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40,CoPSW_400_499_H_41_48,CoPSW_400_499_H_49mo,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_15,CoPSW_500_649_H_16_24,CoPSW_500_649_H_25_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40,CoPSW_500_649_H_41_48,CoPSW_500_649_H_49mo,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_15,CoPSW_650_799_H_16_24,CoPSW_650_799_H_25_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40,CoPSW_650_799_H_41_48,CoPSW_650_799_H_49mo,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_15,CoPSW_800_999_H_16_24,CoPSW_800_999_H_25_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40,CoPSW_800_999_H_41_48,CoPSW_800_999_H_49mo,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_15,CoPSW_1000_1249_H_16_24,CoPSW_1000_1249_H_25_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40,CoPSW_1000_1249_H_41_48,CoPSW_1000_1249_H_49mo,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_15,CoPSW_1250_1499_H_16_24,CoPSW_1250_1499_H_25_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40,CoPSW_1250_1499_H_41_48,CoPSW_1250_1499_H_49mo,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_15,CoPSW_1500_1749_H_16_24,CoPSW_1500_1749_H_25_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40,CoPSW_1500_1749_H_41_48,CoPSW_1500_1749_H_49mo,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_15,CoPSW_1750_1999_H_16_24,CoPSW_1750_1999_H_25_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40,CoPSW_1750_1999_H_41_48,CoPSW_1750_1999_H_49mo,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot
LGA11700,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,10,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3
LGA11720,12,6,11,15,64,89,50,53,0,300,3,0,4,3,26,47,38,44,0,179,0,0,4,8,20,39,13,30,3,117,3,0,0,0,9,12,11,22,0,60,8,0,0,3,20,21,21,38,0,111,0,0,0,0,3,3,11,21,0,46,0,7,0,4,5,3,5,3,5,29,59,150,132,157,438,420,245,326,22,1947,4,6,0,4,0,0,0,0,5,14,14,71,10,3,0,0,0,0,3,103,8,106,37,14,0,3,0,0,0,172,4,75,72,24,9,3,0,7,3,197,11,51,90,46,12,3,4,3,5,221,8,59,109,132,38,18,7,12,9,382,12,21,45,115,73,37,23,9,3,346,11,12,40,68,81,51,25,13,5,301,12,7,14,27,55,56,29,27,3,231,8,0,3,10,44,33,6,12,0,122,9,0,3,7,41,39,14,12,0,128,3,0,0,3,21,37,13,3,0,80
LGA11730,4,6,10,23,61,66,42,30,3,255,3,3,3,12,31,28,22,38,0,137,4,0,0,10,23,21,13,29,0,107,0,0,0,3,15,11,3,5,0,40,0,0,0,0,7,15,7,28,0,60,4,0,0,0,3,0,3,9,0,26,0,6,0,0,3,0,0,0,5,23,71,154,151,236,559,429,183,309,42,2128,0,6,0,4,0,0,0,4,0,17,12,65,12,3,0,0,0,0,0,89,6,60,28,8,5,3,0,3,0,115,8,63,45,21,3,4,3,3,3,155,17,56,81,38,18,7,5,10,4,238,21,39,100,141,36,14,19,8,9,393,18,21,69,167,73,22,12,26,3,401,8,17,28,95,83,28,19,31,0,308,4,6,12,35,53,33,23,24,0,191,6,0,3,8,44,15,7,19,0,104,3,3,4,0,31,27,10,14,0,97,3,0,3,3,29,12,13,10,0,76
LGA11750,3,4,0,0,6,14,3,6,0,34,0,0,4,0,3,10,7,10,0,34,4,3,0,0,3,13,4,14,0,47,0,0,0,0,0,4,9,21,0,40,3,0,5,0,3,15,31,85,4,153,3,0,0,0,0,3,5,14,0,33,0,0,0,0,0,0,3,0,0,5,24,18,15,16,32,70,74,178,14,440,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,10,0,3,5,3,0,0,0,3,0,16,0,3,5,3,0,0,0,0,0,14,5,0,6,9,3,0,0,0,0,21,5,0,0,6,4,0,0,3,0,19,0,0,0,7,7,3,0,0,0,19,0,0,0,5,7,4,0,0,0,20,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,4,3,0,11
LGA11800,15,9,6,43,158,167,80,76,12,564,6,3,8,18,58,92,52,64,6,314,3,0,0,8,35,36,34,61,4,175,3,0,5,3,10,18,19,47,0,98,0,0,4,0,13,16,9,28,0,72,3,0,0,0,3,0,0,9,0,20,0,8,3,7,19,10,3,12,12,65,76,232,229,364,934,772,344,503,58,3511,3,4,0,0,0,3,4,0,0,17,13,162,11,5,3,0,0,3,4,203,11,146,40,21,0,6,3,4,3,225,15,128,74,34,10,10,3,4,9,278,12,101,120,70,24,3,7,12,6,361,24,75,162,231,62,22,3,16,15,621,34,56,103,250,144,39,37,22,16,700,13,20,50,144,141,72,37,38,8,522,12,13,19,66,104,51,27,37,5,334,3,3,0,24,42,23,21,35,4,158,10,0,5,11,26,13,14,16,4,94,7,0,3,3,29,15,13,8,0,77
LGA12000,0,0,0,0,4,3,3,5,0,17,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,12,6,18,22,7,26,4,110,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,9,3,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,6,0,3,7,3,0,0,0,0,0,16,0,0,0,3,4,0,0,0,0,11,0,0,0,0,10,0,0,0,0,15,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,12,3,12,34,27,13,18,7,140,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,13,0,3,7,7,3,0,0,0,0,25,0,3,0,9,11,0,0,0,0,32,0,0,0,7,3,0,0,0,0,11,0,0,0,3,3,3,3,0,0,18,0,0,3,0,9,4,0,0,0,18,0,0,0,0,3,0,0,0,0,6,3,0,0,0,4,0,0,0,0,10
LGA12350,3,0,3,0,25,23,12,22,0,89,0,3,3,3,8,12,12,11,0,53,0,0,0,0,6,7,4,7,0,27,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,4,0,3,0,12,18,41,39,27,149,136,67,96,8,582,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,17,4,16,7,0,0,0,0,0,0,29,5,12,10,10,0,0,0,0,0,33,0,13,20,15,8,0,0,0,0,51,3,11,32,15,15,5,4,3,3,84,0,3,9,27,27,10,3,0,0,94,0,0,12,26,14,19,8,7,3,77,0,0,0,3,13,9,0,3,0,36,0,0,0,3,0,5,0,4,0,14,0,0,0,3,3,0,3,0,0,14,0,0,0,0,7,0,0,3,0,11
LGA12380,31,40,40,64,575,594,256,250,32,1880,27,21,19,39,328,411,195,225,15,1289,11,3,14,17,194,260,157,208,16,883,5,6,13,4,102,133,93,150,5,516,11,9,8,11,85,130,110,213,6,578,3,0,0,0,5,19,13,61,4,110,4,12,4,0,37,34,18,23,30,161,180,558,643,660,2608,2750,1184,1526,235,10342,0,21,5,6,4,4,0,12,6,59,10,239,38,7,0,3,0,7,12,316,18,291,110,30,13,14,3,8,8,491,5,183,175,60,25,33,7,21,19,530,18,115,214,114,40,30,10,30,20,596,27,92,223,255,96,55,33,53,22,847,23,50,110,252,264,113,51,72,20,953,23,40,53,168,270,187,91,90,15,922,21,14,32,66,201,146,87,91,15,676,10,7,8,28,80,58,71,81,5,342,12,8,7,17,72,66,42,55,0,275,12,0,4,0,57,41,25,37,3,184
LGA12700,0,0,3,3,10,8,12,3,0,49,0,0,0,0,0,4,0,11,0,15,0,0,0,0,3,3,0,3,0,12,0,0,3,0,0,3,5,3,0,13,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,3,11,36,27,30,52,54,32,52,3,293,0,3,0,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,22,3,13,4,0,0,0,0,0,0,18,0,6,9,3,0,0,0,0,0,16,0,4,11,3,0,3,0,0,0,27,0,7,11,12,5,0,0,0,0,36,0,3,4,14,12,0,3,0,0,28,0,0,3,5,5,3,3,0,0,25,0,0,0,5,3,0,0,3,0,12,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
LGA12730,0,0,0,3,20,23,13,9,0,68,0,0,0,0,12,10,9,10,3,39,0,0,0,3,4,10,4,9,0,33,0,0,0,0,5,4,0,0,0,17,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,12,9,13,17,38,102,120,63,57,7,426,0,0,0,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,23,3,10,7,4,0,0,0,0,0,22,0,17,12,3,0,0,0,0,0,34,0,13,20,6,0,0,0,4,0,41,0,4,14,21,10,3,5,3,0,65,0,3,10,16,21,6,3,4,0,64,0,4,5,25,29,6,0,3,0,78,0,0,3,6,9,3,0,4,0,32,3,0,0,0,12,5,0,0,0,21,0,0,0,4,0,0,4,3,0,11,3,0,0,0,11,0,0,4,0,22
LGA12750,4,5,9,13,47,56,39,30,3,210,0,5,3,3,27,53,13,22,0,132,3,0,4,0,21,18,13,16,0,74,0,0,0,0,9,3,10,13,0,35,0,0,0,0,4,5,0,8,0,26,0,3,0,0,0,0,0,7,0,6,0,3,0,3,3,4,8,3,11,33,48,150,130,193,393,384,157,210,44,1707,3,0,0,0,0,0,0,3,0,5,7,80,4,0,0,0,0,0,0,98,3,69,22,5,0,0,0,0,0,101,8,53,39,16,3,6,0,3,4,135,5,45,72,30,5,3,0,9,3,179,5,39,78,88,29,12,5,10,3,262,16,25,52,102,47,15,6,20,3,284,3,14,28,74,58,21,15,25,3,237,0,3,10,27,34,22,5,7,0,111,0,0,4,14,11,13,10,8,0,61,3,3,0,4,12,3,5,8,0,41,7,0,0,0,16,9,9,6,0,49
LGA12850,13,34,23,49,425,422,200,207,23,1392,13,15,6,29,197,250,131,180,13,827,10,9,6,9,96,176,120,147,14,586,4,8,5,0,44,74,76,95,0,309,10,0,0,3,38,41,55,135,3,284,0,0,0,3,4,10,9,36,3,71,3,9,9,5,28,43,11,22,35,158,111,519,553,594,1939,1935,941,1194,228,8021,6,23,4,11,4,0,3,3,3,58,18,196,31,4,3,0,3,3,6,259,17,305,99,29,4,7,0,12,18,500,6,162,191,49,15,15,10,18,18,476,15,123,217,111,36,28,13,28,12,587,13,85,187,268,102,43,20,37,22,789,20,43,92,259,219,108,30,61,13,844,18,28,60,177,253,118,48,82,16,800,12,12,33,55,189,128,59,83,14,586,12,0,10,24,70,40,33,54,3,236,8,3,0,12,40,25,40,38,3,173,6,0,0,10,33,32,21,21,0,130
LGA12870,3,0,4,6,38,56,23,16,0,153,0,5,0,0,30,32,15,13,0,98,0,0,0,6,18,24,11,11,0,62,0,3,0,0,3,3,5,7,0,27,0,0,0,0,0,5,3,6,0,21,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,9,0,3,0,10,22,35,34,50,198,226,96,86,10,754,0,4,0,0,0,0,0,0,0,4,8,15,0,0,0,0,0,0,0,27,3,32,7,4,0,0,0,0,3,52,4,17,11,6,0,0,0,0,5,45,3,8,12,15,0,0,0,0,0,41,5,14,33,40,6,0,0,4,0,102,3,9,9,27,13,4,0,0,0,67,3,4,4,13,15,7,0,9,0,59,4,0,3,0,10,6,0,0,0,21,0,0,0,0,5,3,0,3,0,14,0,0,0,0,0,0,0,7,0,11,0,0,0,0,6,0,0,4,0,13
LGA12900,0,4,0,0,10,18,12,10,0,59,0,0,0,0,3,12,10,8,0,33,0,0,0,0,6,7,0,8,0,30,0,0,0,0,0,3,3,3,0,11,0,0,0,0,4,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,13,8,25,27,43,116,120,52,76,11,491,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,16,0,9,3,0,0,3,0,0,0,15,0,14,5,0,0,0,3,0,0,23,0,4,18,13,5,0,0,0,0,38,3,5,13,24,12,4,3,4,0,72,3,0,7,28,8,11,0,0,0,63,0,3,3,14,15,15,0,0,0,57,3,0,0,3,9,7,0,6,0,33,3,0,0,4,4,3,0,3,0,20,0,0,0,0,3,3,0,5,0,15,0,0,0,0,3,0,6,3,0,11
LGA12930,12,13,27,49,227,285,91,115,11,815,4,5,11,31,106,174,90,75,0,498,0,8,11,8,71,114,64,89,5,368,8,3,3,6,36,69,27,51,3,204,10,3,3,4,27,60,50,81,5,241,0,0,0,0,3,14,5,20,0,44,3,7,3,10,5,26,3,14,9,76,91,318,445,401,1008,1291,514,634,108,4804,3,14,4,0,3,3,0,3,0,38,19,308,31,11,0,0,0,0,3,365,11,288,114,18,3,9,0,5,12,455,19,140,195,39,15,9,3,5,4,432,15,84,197,86,24,21,9,11,9,451,19,94,169,197,62,51,17,9,3,631,21,35,114,225,144,115,17,24,12,712,18,27,44,140,195,147,35,38,8,657,19,4,36,68,116,115,54,37,3,459,16,10,20,31,66,53,34,27,3,264,11,4,3,14,57,31,50,27,0,208,7,5,3,9,50,31,34,11,0,145
LGA12950,0,0,0,0,5,7,0,0,0,17,0,0,0,0,0,7,0,3,0,12,0,0,0,0,0,4,0,5,0,12,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,9,9,17,30,43,10,30,3,163,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,0,4,3,4,0,0,0,0,0,17,0,0,7,4,0,0,0,0,0,15,0,5,6,6,4,0,0,0,0,24,3,0,8,10,6,0,5,0,4,40,0,0,0,10,6,3,0,0,0,30,4,3,0,4,10,3,0,0,0,25,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA13010,0,0,3,3,12,11,5,10,0,47,0,0,0,0,7,3,0,3,0,15,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,12,6,27,33,23,88,84,28,53,4,348,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,14,0,11,8,0,0,0,0,0,0,27,0,5,4,5,0,0,0,0,0,22,4,13,15,5,0,0,0,4,0,43,6,9,13,16,3,0,5,4,0,53,3,0,3,23,14,6,0,4,0,60,0,3,0,12,21,10,3,9,0,60,0,0,3,6,8,6,0,3,0,28,0,0,0,5,7,0,0,0,0,17,0,0,0,0,4,3,3,3,0,21,0,0,0,0,12,0,0,3,0,18
LGA13310,0,3,4,14,71,82,41,46,3,265,0,0,4,8,38,42,24,29,3,145,0,4,4,3,23,22,11,25,3,95,0,0,0,0,8,9,11,18,0,55,0,0,0,0,8,11,12,22,0,59,0,0,0,3,0,3,0,9,0,27,0,0,0,3,9,3,0,10,4,33,17,81,80,97,355,335,195,235,29,1436,3,4,0,0,0,3,0,0,0,12,3,55,0,3,0,0,0,0,3,63,4,44,22,4,0,0,0,0,10,83,9,26,29,9,4,3,0,3,0,82,3,26,48,28,3,3,0,4,0,123,8,17,62,71,14,13,10,4,3,204,3,6,35,81,58,27,6,7,3,221,4,5,21,53,59,35,14,20,0,212,9,3,14,29,55,31,6,14,3,164,4,0,4,16,23,19,3,13,0,82,7,0,0,0,19,10,8,7,0,56,0,0,0,3,21,12,8,5,0,59
LGA13340,3,0,3,3,13,22,9,8,0,69,0,0,0,0,4,14,4,5,0,27,3,0,0,0,4,0,4,5,0,22,0,0,0,0,0,4,3,3,0,13,0,0,0,0,3,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,13,9,23,23,29,71,116,54,62,5,403,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,19,0,18,3,0,0,0,0,0,0,25,5,11,3,3,3,0,0,0,0,23,0,3,7,0,0,0,0,0,0,26,3,7,14,13,4,0,0,4,3,58,3,0,8,13,8,0,0,0,0,40,0,0,9,10,9,9,3,3,0,37,0,0,0,3,0,3,4,0,0,15,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,7
LGA13450,3,7,5,4,97,72,44,51,3,284,0,0,0,3,32,40,33,39,0,157,0,0,0,4,22,43,29,24,0,129,0,0,0,0,11,20,9,20,0,69,0,0,3,3,9,8,6,27,0,59,0,0,3,0,0,0,3,10,0,16,0,0,0,3,8,5,6,5,8,32,29,66,57,71,466,388,209,284,25,1605,3,3,0,0,0,0,0,0,0,10,4,35,3,4,0,0,0,0,0,44,3,37,13,0,3,0,0,0,0,59,0,22,31,13,3,0,0,3,4,76,0,25,43,16,10,0,0,0,0,99,3,21,39,55,28,5,3,3,3,174,8,13,27,59,56,22,10,9,5,207,5,3,12,37,51,16,13,6,3,147,3,0,9,18,31,23,5,12,4,107,0,0,3,11,15,6,10,8,0,55,0,0,0,6,10,3,10,4,0,34,0,0,0,0,7,3,9,4,0,30
LGA13510,3,0,0,3,21,23,14,16,0,78,0,0,0,5,8,10,3,5,3,29,0,0,0,3,3,11,3,6,0,31,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,3,0,11,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,3,0,8,12,35,29,45,100,130,49,82,12,488,0,0,0,0,0,0,0,0,0,3,0,21,3,0,0,0,0,0,0,27,0,21,6,0,0,0,0,0,3,30,0,10,18,3,3,0,0,0,0,35,0,13,11,6,4,0,0,6,0,40,3,3,17,22,8,5,0,0,0,64,0,0,5,28,17,10,0,0,0,62,3,0,5,16,14,13,3,0,0,49,0,0,0,4,9,3,0,3,3,25,0,0,0,3,9,3,0,3,0,14,0,0,3,4,3,3,0,0,0,17,3,0,3,0,11,3,0,0,0,21
LGA13550,6,0,0,5,21,23,13,16,3,78,3,0,0,0,8,14,5,13,0,50,0,0,0,0,10,10,6,12,0,39,0,0,0,0,7,4,5,17,0,30,0,0,0,0,6,0,8,20,0,39,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,3,0,0,4,8,14,46,29,46,135,122,62,145,12,609,0,0,0,0,0,0,0,0,0,4,0,20,3,0,0,0,0,0,0,23,0,23,6,3,3,0,0,0,0,44,4,11,19,9,0,0,0,0,0,48,0,9,17,14,3,0,0,6,0,46,0,15,16,25,14,6,4,0,0,75,3,3,9,24,20,17,0,5,0,78,3,0,0,25,18,10,3,4,0,60,0,0,0,6,12,3,6,7,0,39,0,0,0,4,3,7,0,0,0,12,0,0,0,0,3,5,0,3,0,20,0,0,0,0,0,6,0,0,0,11
LGA13660,0,0,0,0,3,11,3,11,0,30,0,0,0,0,4,3,0,3,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,5,13,8,11,34,38,19,24,0,150,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,3,10,4,0,0,0,3,0,22,3,3,10,17,0,0,0,3,0,36,0,5,5,8,4,0,0,0,0,24,0,0,0,5,3,4,3,5,0,19,0,0,0,0,7,3,3,0,0,13,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,5
LGA13800,17,16,17,28,149,226,121,151,8,741,19,6,4,21,140,139,104,125,4,561,3,3,3,12,86,123,87,119,4,447,10,0,0,6,42,54,56,76,0,251,0,0,0,0,32,38,66,78,0,219,0,0,3,3,4,5,5,20,0,46,0,4,6,7,15,24,10,12,12,79,87,206,208,288,866,1130,635,890,72,4381,4,13,4,0,0,0,0,3,0,25,9,153,9,3,0,0,0,3,0,188,10,126,55,7,6,3,0,3,3,212,3,74,63,15,10,10,0,6,3,183,6,57,95,40,14,7,3,13,8,242,18,44,88,105,35,25,4,12,7,340,10,17,56,136,83,52,20,16,6,385,11,17,25,71,81,72,36,17,7,323,8,3,12,35,51,61,50,30,3,258,6,3,3,10,36,38,38,26,0,154,6,3,0,10,19,26,20,21,0,99,0,0,3,3,15,17,10,13,0,64
LGA13850,0,0,0,0,6,8,3,11,0,23,0,0,0,0,9,3,3,5,0,22,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,10,15,46,38,15,43,11,190,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,8,0,5,4,3,0,0,0,0,0,12,0,4,3,3,0,0,0,0,0,10,0,3,4,8,4,0,0,0,0,22,0,0,3,12,0,0,0,0,0,15,0,0,0,3,3,0,0,0,0,12,0,0,4,0,3,3,0,0,0,13,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4
