LGA_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
LGA33200,0,0,0,0,0,0,3,20,4,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,14,0,3,0,0,0,3,0,7,0,14,0,0,0,0,0,0,0,6,0,7,0,0,0,3,0,4,0,17,0,22,0,0,0,0,0,6,0,19,0,25,0,0,0,0,3,0,0,24,0,33,0,0,0,0,0,0,4,16,0,28,0,0,3,0,0,3,0,10,0,11,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,18,0,0,0,0,0,4,0,8,0,15,0,3,0,0,0,0,0,4,3,12,8,8,4,11,11,27,10,163,8,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA33220,0,4,7,4,0,18,3,43,0,79,0,17,3,3,4,3,3,22,0,48,0,20,10,3,3,4,7,15,4,59,0,14,10,14,10,26,3,45,0,129,3,17,13,18,8,16,11,44,0,128,10,26,12,40,18,17,9,78,0,200,14,8,15,41,79,45,21,90,3,310,14,13,12,36,106,91,57,108,5,436,5,5,9,24,79,93,81,155,5,464,7,4,0,11,42,65,33,104,6,267,5,3,3,7,31,34,30,95,0,223,9,7,3,9,29,45,30,82,0,214,18,3,6,7,30,45,45,146,3,296,4,7,0,0,3,13,4,56,0,91,0,0,0,3,4,3,3,18,4,38,94,150,106,213,443,522,338,1094,36,2994,0,4,3,6,3,0,0,3,0,18,0,17,4,0,0,0,0,0,0,22,3,41,9,8,0,0,0,3,3,67,8,49,16,9,0,8,0,4,4,91
LGA33360,0,9,3,3,3,8,7,40,0,71,0,11,3,3,3,3,0,10,0,29,3,11,4,4,0,0,3,18,0,45,0,5,5,11,5,14,6,27,3,76,0,9,6,13,5,10,0,36,0,81,6,8,9,20,16,13,6,49,0,121,6,5,15,24,38,24,13,52,0,184,4,9,11,16,61,51,44,59,3,259,3,9,7,17,45,66,56,107,3,309,8,3,6,9,35,52,26,74,0,210,7,3,7,5,18,44,24,92,0,191,4,0,0,3,16,31,19,75,0,143,12,3,0,7,24,69,49,225,4,397,15,10,7,9,19,51,60,243,0,410,0,3,0,0,3,0,0,17,8,34,69,96,80,138,299,444,308,1108,20,2564,4,3,0,0,0,0,0,0,0,12,0,26,9,0,0,0,0,0,0,38,3,35,4,4,3,3,0,0,0,55,4,23,12,8,0,3,3,4,0,54
LGA33430,7,31,26,27,17,56,13,128,10,315,10,81,30,18,6,13,12,41,4,214,15,120,60,40,20,36,20,52,3,364,19,117,100,72,27,69,21,124,7,562,9,93,152,138,51,87,34,161,11,732,32,94,222,297,173,198,66,272,17,1365,50,86,131,345,591,444,202,371,14,2237,84,83,96,301,988,937,522,635,38,3694,97,76,108,203,942,1116,746,1060,34,4379,66,64,54,140,537,777,527,1014,17,3206,57,43,54,117,427,683,446,1139,21,2994,32,27,20,84,217,484,320,780,13,1985,76,68,37,101,319,726,613,1809,28,3777,48,78,58,82,141,468,274,1487,14,2653,0,9,13,32,43,82,33,115,52,382,627,1069,1172,1994,4506,6173,3838,9184,292,28859,16,59,32,34,22,20,8,36,3,234,17,346,38,21,7,26,6,26,10,490,42,435,107,67,31,31,10,41,10,763,31,404,190,118,41,55,17,52,13,907
LGA33610,3,3,0,3,0,4,0,48,3,72,0,5,0,0,0,4,0,14,4,23,0,4,7,0,0,8,0,28,0,47,3,5,4,0,0,8,0,30,0,50,3,3,0,0,0,6,8,29,0,47,6,7,3,5,4,11,4,40,0,71,3,7,0,9,19,15,3,39,0,92,0,6,5,3,9,22,10,74,0,128,3,5,4,3,12,26,7,78,0,137,0,3,0,0,3,13,11,43,0,75,0,6,0,7,3,8,0,44,0,70,0,0,0,0,0,12,3,35,0,49,3,0,0,3,3,4,8,53,0,83,5,0,3,6,3,0,3,33,0,60,0,0,0,0,0,4,3,8,3,19,24,45,37,45,58,145,72,590,17,1020,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,12
LGA33620,3,4,10,6,3,14,4,57,6,113,0,15,3,3,0,5,0,29,0,57,10,17,9,14,3,7,6,43,0,109,3,23,15,13,4,16,9,53,5,140,3,10,13,18,12,14,5,50,3,141,4,15,21,27,4,27,11,91,0,202,4,12,11,21,37,33,20,64,0,194,0,11,3,32,54,68,25,98,0,299,4,0,3,21,28,42,35,104,3,239,3,0,3,3,26,19,10,82,0,146,3,3,3,3,17,22,18,59,0,126,3,3,4,0,6,16,10,49,0,93,7,4,0,3,10,32,26,105,3,188,0,0,0,8,0,11,7,46,0,77,0,4,3,4,4,8,3,21,17,58,57,130,108,184,217,322,186,956,40,2197,0,0,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,3,0,25,0,27,5,3,3,0,0,4,0,44,5,23,14,6,4,0,4,0,0,63
LGA33800,0,3,0,0,0,3,0,22,0,25,0,3,0,0,0,0,0,10,0,12,0,4,0,3,0,3,0,10,0,21,0,4,3,3,4,0,0,13,0,28,0,0,3,4,0,9,0,16,0,37,0,0,9,0,3,7,8,25,3,55,0,6,3,10,3,11,7,28,7,79,0,5,0,3,3,16,12,47,0,77,3,3,0,4,9,18,6,35,0,84,0,4,0,4,7,11,3,40,0,70,0,3,0,3,13,10,8,29,0,61,0,0,0,3,3,5,4,9,0,31,0,0,0,0,3,9,3,29,0,43,0,0,0,0,3,4,0,36,0,48,0,0,0,5,0,5,0,10,0,22,11,35,21,38,54,111,60,349,15,690,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,9,0,3,3,3,0,0,0,3,0,11
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,0,0,3,10,3,6,3,35,0,64,4,14,3,0,3,6,3,11,3,50,6,25,16,10,0,12,0,19,0,96,3,24,32,11,14,8,8,23,3,128,3,15,24,31,16,21,10,38,0,163,6,19,30,59,35,28,17,68,5,268,11,11,23,53,96,81,28,79,3,375,17,26,35,50,190,148,100,146,8,717,17,11,19,35,188,197,146,223,5,836,26,5,15,28,120,141,104,216,8,663,21,12,7,24,123,168,113,225,3,693,15,3,5,14,88,116,109,188,7,555,20,13,14,27,101,216,202,467,0,1070,13,14,5,11,23,62,73,298,0,500,4,3,0,5,9,11,11,19,7,74,166,193,245,369,1003,1236,927,2064,57,6247,7,7,4,3,3,6,0,12,0,39,3,63,8,3,4,0,3,3,4,86,10,82,22,14,8,11,4,8,0,154,13,78,33,26,8,6,8,14,3,186
LGA33980,0,4,0,0,0,5,3,42,0,58,7,0,0,0,0,3,0,18,0,24,0,8,6,3,0,3,5,15,0,46,0,3,3,8,0,0,0,20,3,37,0,0,8,3,0,3,3,20,0,31,0,4,5,9,5,14,3,40,3,82,3,0,0,8,12,15,4,40,3,85,4,0,0,9,26,25,7,40,3,118,4,4,3,7,13,20,17,68,0,145,0,0,0,4,5,14,12,60,0,102,3,0,3,6,7,15,8,51,0,100,0,0,0,0,0,17,10,25,0,55,6,3,0,6,10,21,30,135,0,205,11,7,3,0,3,26,32,202,5,277,0,0,0,3,0,4,4,22,7,41,37,39,35,70,89,183,134,789,30,1416,3,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,12,0,4,3,3,0,0,0,0,0,16,0,12,0,3,0,0,0,0,0,23
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,4,0,3,3,3,0,32,0,48,0,6,4,4,3,7,0,6,0,30,0,3,4,0,3,3,3,22,0,40,0,12,10,6,3,7,3,18,0,53,0,6,4,3,4,6,3,17,0,47,0,6,9,15,10,16,6,39,0,98,3,0,4,15,26,12,5,31,0,101,3,5,7,9,23,25,25,35,0,135,0,0,3,4,22,20,26,59,4,139,3,3,3,4,23,19,13,53,0,120,0,0,4,0,5,12,6,35,4,65,3,0,0,3,12,6,10,31,0,66,0,3,3,3,3,16,15,59,3,107,3,4,3,5,0,6,7,49,3,76,0,0,0,4,0,3,0,9,8,22,22,48,51,71,136,162,122,516,17,1156,0,0,0,3,3,0,0,0,0,10,0,9,0,3,0,0,0,0,0,10,0,6,3,0,0,4,0,0,0,17,0,21,13,0,0,3,0,3,0,42
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,13,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,10,3,4,3,3,3,32,0,52,3,5,0,5,0,0,3,22,3,44,0,28,4,12,0,8,5,26,3,90,3,7,23,5,6,3,3,30,0,89,4,12,14,13,5,8,3,35,3,99,4,3,11,12,6,13,12,38,5,116,4,12,12,31,43,29,29,55,4,221,4,4,3,15,35,37,22,68,3,197,8,3,7,15,32,45,32,88,3,232,3,3,0,5,14,18,24,68,0,133,10,3,0,0,14,19,15,60,0,121,6,0,0,0,9,17,8,39,0,75,3,0,0,3,6,29,22,66,0,129,0,0,3,0,3,6,4,46,5,68,3,0,0,0,0,3,3,14,3,35,50,98,89,124,181,249,196,682,31,1700,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,0,0,16,0,20,3,0,0,0,0,0,0,31,0,17,5,0,0,0,0,0,0,30
LGA34590,3,16,3,5,4,9,7,49,0,103,3,14,12,5,8,6,3,7,0,60,6,38,21,11,0,24,3,24,0,134,3,32,30,27,16,32,8,40,0,191,3,31,46,27,21,32,15,36,0,215,8,32,55,89,53,62,40,99,8,442,16,33,32,110,215,126,65,160,9,770,18,9,37,80,326,310,176,236,9,1205,33,30,29,61,307,368,243,419,10,1507,25,22,22,45,194,271,182,389,7,1159,18,14,17,37,147,243,175,403,6,1070,14,8,5,11,79,166,99,292,3,673,33,4,13,42,137,274,221,704,5,1424,19,7,13,21,51,114,84,452,8,763,0,0,4,10,23,24,16,47,22,143,207,297,356,586,1576,2061,1343,3348,104,9871,11,18,5,13,5,13,3,3,0,67,10,116,12,12,6,3,0,12,4,167,12,134,35,19,8,11,4,14,0,245,15,136,54,34,14,24,9,8,0,301
LGA34710,3,0,0,0,0,3,0,32,0,40,0,0,0,0,0,0,0,3,0,4,0,3,3,0,0,3,0,8,0,20,3,0,0,0,0,3,0,14,0,27,0,0,0,5,0,0,3,7,0,20,3,0,0,0,0,3,0,8,0,22,0,0,0,5,0,10,3,11,0,30,3,0,0,0,11,0,0,18,0,32,3,0,0,3,7,6,9,22,0,52,3,0,0,3,3,3,0,22,0,29,0,0,0,0,3,3,8,12,0,25,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,12,7,13,0,30,0,0,0,0,0,4,0,17,0,23,0,0,0,0,0,0,3,4,3,6,18,5,9,18,27,58,31,194,5,376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0
LGA34770,8,3,5,3,5,13,3,70,4,120,0,14,3,11,0,8,0,35,0,80,5,21,9,7,3,3,8,39,0,100,3,20,25,13,3,13,3,31,3,120,3,18,21,24,15,12,4,59,0,159,3,19,37,42,24,19,18,109,6,284,10,20,14,51,83,43,31,112,12,384,5,12,15,41,148,91,73,179,8,574,13,10,15,30,93,121,81,250,4,625,9,10,7,20,65,80,79,210,4,481,14,13,8,18,64,81,78,214,0,496,9,6,3,13,37,62,65,186,3,378,25,6,5,10,54,150,153,420,6,827,10,4,3,8,17,35,42,326,5,456,7,3,4,5,14,22,7,59,14,120,112,184,178,304,627,760,657,2302,71,5193,7,3,3,4,0,3,0,3,0,22,3,35,6,4,4,3,3,3,3,68,3,66,20,11,0,0,0,4,0,107,8,42,32,13,4,5,4,10,3,123
LGA34800,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,11,0,13,0,19,0,0,0,0,0,3,0,11,0,23,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,4,0,12,0,17,3,0,0,0,0,0,0,32,0,35,0,0,0,0,0,0,0,5,0,5,13,0,0,0,8,19,5,155,7,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,4,3,0,0,0,6,0,83,5,102,0,8,0,0,0,5,0,19,0,31,3,3,0,0,6,3,10,27,0,58,0,8,3,3,0,6,0,51,4,83,6,0,0,3,4,7,7,38,0,64,0,3,6,10,9,12,7,78,3,124,0,3,3,10,9,16,5,47,0,100,0,11,3,5,10,18,21,89,0,160,3,10,4,0,8,34,12,91,0,166,0,6,0,3,6,16,14,57,0,107,7,3,5,4,16,24,15,53,0,121,3,4,0,7,3,11,9,43,0,83,8,3,3,4,7,13,23,106,3,170,11,0,3,0,0,20,6,74,3,122,0,8,3,3,3,3,0,38,6,63,47,66,41,62,85,193,133,888,25,1541,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,10,3,9,3,0,0,3,0,0,0,15
LGA34880,0,3,3,7,0,6,0,21,3,49,0,3,3,0,0,3,0,17,3,25,0,5,6,7,0,4,4,24,0,48,0,4,3,8,3,7,8,37,0,78,0,4,8,12,3,22,7,17,0,76,0,5,10,10,9,14,5,59,0,121,3,3,9,22,25,28,10,34,6,145,3,5,3,13,21,20,23,39,3,135,3,10,5,8,17,37,23,72,0,175,3,6,3,3,13,15,12,51,4,115,3,0,0,4,4,20,13,47,0,93,3,0,4,0,3,10,4,30,0,55,4,0,0,3,9,15,5,54,4,99,0,3,0,7,3,8,6,28,0,54,0,0,4,0,0,6,0,15,0,31,26,64,64,105,125,213,120,555,21,1285,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,13,4,5,0,3,0,3,0,25,0,19,3,3,0,4,0,3,0,33
LGA35010,7,13,8,21,14,22,8,65,6,167,3,41,16,17,8,16,3,34,0,146,3,64,32,22,6,29,5,53,6,229,12,50,71,50,17,29,20,68,4,329,6,52,67,73,24,41,17,71,3,359,19,42,97,149,84,78,36,143,13,650,24,23,75,165,246,193,71,201,7,1003,39,29,41,106,389,333,199,347,13,1493,52,19,44,109,350,436,263,512,17,1792,24,27,20,44,201,285,199,447,6,1259,35,15,20,52,156,275,216,507,8,1290,24,9,14,21,95,147,146,346,0,805,32,23,16,31,117,283,223,768,10,1504,8,21,19,26,47,122,81,476,9,821,8,5,4,4,18,21,15,48,21,151,283,456,556,895,1777,2317,1499,4091,117,11990,14,23,8,8,5,7,3,15,0,88,10,196,27,14,10,15,3,10,4,294,25,205,63,35,8,20,0,17,6,369,22,201,89,68,14,26,4,27,11,453
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,7,0,14,0,0,6,4,0,6,0,0,0,18,0,0,3,3,0,8,4,3,0,22,3,0,0,8,10,6,3,11,3,43,9,0,0,3,7,20,13,22,0,71,3,0,0,6,11,19,16,23,3,88,9,0,0,0,6,10,12,28,0,62,3,0,0,0,5,6,8,58,0,80,0,0,0,0,7,21,4,20,0,56,4,3,0,5,11,20,14,84,0,131,4,0,0,0,3,9,13,90,0,122,0,0,3,0,0,0,3,6,0,14,32,6,14,34,78,125,85,367,9,752,3,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10
LGA35600,0,0,0,0,0,7,0,22,3,33,0,0,0,0,0,0,0,4,0,10,0,3,0,0,0,3,0,15,0,21,0,0,0,0,0,4,0,10,0,18,0,0,0,0,0,0,3,12,0,22,0,0,3,6,0,4,5,15,0,32,0,0,0,4,0,4,0,12,0,26,0,0,0,3,13,12,0,26,4,60,0,3,0,3,7,12,7,35,0,67,0,0,0,0,3,3,3,3,0,18,0,0,0,0,4,0,0,13,0,21,0,0,0,0,0,5,0,14,0,27,0,0,0,0,0,5,4,14,0,30,0,0,0,0,0,3,0,14,3,28,0,0,0,0,0,0,0,0,3,6,9,12,4,26,35,64,24,225,13,412,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,10
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,9,5,3,0,8,0,21,0,56,0,8,3,3,3,0,3,6,0,35,0,16,8,6,9,3,0,17,0,58,0,9,17,14,3,12,5,22,0,91,0,22,19,15,3,9,8,15,3,87,5,20,27,35,24,23,9,50,3,191,7,6,17,51,54,62,21,55,0,269,7,12,15,40,91,80,50,82,5,384,13,15,15,30,81,105,71,107,6,426,3,7,10,17,36,53,29,96,3,261,8,4,13,12,31,56,37,90,0,252,3,3,6,8,10,22,25,57,0,143,9,13,6,16,22,50,29,101,3,240,0,9,6,13,9,34,29,97,3,200,0,0,0,0,9,6,4,13,3,33,51,149,154,268,381,533,313,838,31,2725,0,0,7,3,0,4,0,3,0,20,0,21,10,4,0,0,0,3,0,41,4,45,19,7,3,3,3,0,0,93,5,36,14,17,7,7,7,12,4,98
