LGA_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
LGA17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,3,0,3,0,0,20,0,13,0,13,3,0,0,11,0,3,28,3,40,0,48,20,22,0,44,5,10,101,3,32,0,34,9,27,0,29,12,8,81,0,81,0,81,3,65,0,74,17,41,214,8,182,0,191,39,118,0,165,31,65,449,0,4,0,4,0,0,0,0,70,3,73,0,0,0,0,0,0,0,0,60,3,68,3,0,0,3,3,0,0,5,21,3,34,0,4,0,4,13,5,0,11,3,0,15,0,13,0,19,38,17,0,58,6,3,84,0,13,0,13,4,11,0,19,3,5,42,10,38,0,49,6,51,0,60,11,35,154,15,74,0,93,66,85,0,152,176,47,469,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,7,0,0
LGA17080,0,5,0,5,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,7,4,11,0,11,0,0,0,0,0,0,13,8,31,0,36,3,5,0,10,3,0,50,0,5,0,5,0,16,0,14,0,3,26,0,35,0,41,3,41,0,46,6,40,134,13,98,0,115,5,61,0,67,13,45,237,0,3,0,3,0,0,0,0,34,0,39,0,0,0,3,0,0,0,0,36,3,41,0,3,0,6,0,0,0,4,18,0,26,0,7,0,9,3,0,0,3,0,0,11,0,6,0,6,16,3,0,19,3,3,27,4,3,0,10,0,6,0,6,0,0,14,3,34,0,40,9,18,0,27,13,14,90,11,59,0,65,23,34,0,55,102,22,253,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0
LGA17100,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,6,0,6,0,0,0,0,0,0,10,6,17,0,19,4,3,0,5,0,3,31,13,54,0,70,42,48,0,86,9,5,172,6,32,0,43,22,57,0,76,13,3,134,35,68,4,103,56,144,4,202,81,58,440,53,190,4,251,121,248,4,372,107,69,803,0,0,0,0,0,0,0,0,50,4,58,3,3,0,4,3,0,0,3,44,0,55,9,6,0,14,74,3,0,78,18,0,111,6,8,0,10,145,6,0,151,9,0,170,36,19,0,53,508,68,3,581,31,6,672,23,21,0,40,151,36,0,192,44,6,281,40,61,0,100,75,68,0,147,58,24,329,106,121,0,228,961,189,3,1153,253,42,1671,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,10,0,10,0,0
LGA17150,0,18,0,20,0,0,0,0,0,0,20,0,40,0,44,0,0,0,0,3,0,46,5,78,0,84,3,3,0,10,8,3,104,5,111,0,123,15,10,0,22,10,4,157,25,308,0,335,96,123,0,214,32,18,602,24,155,0,181,52,196,0,247,38,13,476,43,249,5,290,94,477,5,580,164,169,1199,102,957,6,1070,254,806,7,1069,252,207,2606,12,3,0,18,0,0,0,0,710,13,745,16,18,0,35,8,0,0,8,748,13,803,37,36,0,67,447,31,0,477,273,3,824,31,56,0,84,695,53,0,748,22,3,859,101,121,0,226,1944,295,8,2247,87,28,2589,51,75,0,127,346,102,3,447,88,24,692,76,195,0,271,245,296,3,541,184,95,1084,317,503,3,824,3679,770,16,4465,2106,186,7584,0,0,0,0,0,0,0,0,37,0,39,3,3,0,5,0,0,0,0,58,0,68,3,6
LGA17200,0,21,0,25,0,0,0,0,8,0,33,4,39,0,50,0,3,0,7,11,3,58,10,108,0,121,32,32,0,59,17,5,207,40,169,3,212,105,96,0,201,27,17,457,147,770,3,923,1123,1987,14,3131,412,109,4574,138,784,0,926,837,3453,19,4318,640,215,6097,296,1771,24,2091,1359,7494,65,8919,1834,1100,13944,633,3669,34,4337,3465,13070,103,16634,2946,1450,25362,6,10,0,17,3,0,0,3,347,3,370,7,21,0,32,23,0,0,18,324,10,389,88,39,3,125,844,51,0,892,151,7,1179,133,86,0,214,1959,143,4,2106,115,23,2457,851,423,5,1273,10232,1388,30,11644,972,155,14048,849,630,3,1482,3360,824,13,4200,1473,141,7299,828,1012,14,1848,1915,1886,20,3817,1820,458,7944,2761,2218,21,5006,18327,4291,64,22680,5199,794,33685,3,0,0,3,0,0,0,0,42,4,54,5,5,0,10,3,0,0,3,54,3,71,3,4
LGA17310,0,3,0,7,0,0,0,0,3,0,11,0,15,0,19,0,0,0,0,0,0,22,3,35,0,34,0,0,0,0,3,3,43,4,32,0,37,3,3,0,7,3,3,46,16,121,0,140,16,47,0,63,14,14,232,11,64,0,72,15,91,4,105,19,11,218,12,146,0,157,27,218,3,247,62,129,592,48,412,3,468,59,363,8,427,102,168,1166,3,0,0,4,0,0,0,0,223,3,234,3,9,0,14,0,0,0,0,205,3,221,3,10,0,10,8,9,0,18,75,4,114,9,10,0,13,12,11,0,21,10,0,47,23,49,0,71,62,38,0,102,6,3,181,8,26,0,38,23,28,0,45,6,3,105,9,109,0,119,22,80,0,107,49,69,345,59,216,3,275,136,162,0,299,576,91,1239,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,22,0,26,0,0
LGA17350,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,0,7,0,7,0,0,0,0,0,0,14,3,6,0,10,0,7,0,7,0,0,17,0,3,0,3,0,0,0,0,0,0,4,0,5,0,4,0,11,0,11,3,8,30,6,40,0,38,3,19,0,17,4,18,83,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,27,0,24,0,0,0,0,0,0,0,0,10,0,8,0,3,0,3,3,0,0,3,0,0,7,0,4,0,4,7,3,0,13,0,0,15,0,3,0,3,0,0,0,0,0,0,4,0,8,0,13,3,5,0,6,7,11,36,0,24,0,24,18,8,0,21,54,16,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,6,3,6,0,11,3,16,0,16,4,13,49,3,15,0,23,3,18,0,23,4,18,62,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,7,0,3,0,3,0,0,0,0,0,0,9,0,10,0,10,6,5,0,10,4,18,47,7,20,0,24,8,8,0,18,41,18,94,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,0,4,0,0
LGA17420,0,15,0,15,0,0,0,0,0,0,15,0,41,0,41,0,0,0,0,3,0,45,12,66,0,74,3,3,0,3,4,0,86,13,85,0,98,12,3,0,13,11,3,123,28,229,0,262,132,182,0,319,44,19,640,12,126,0,143,78,225,0,299,47,15,500,43,299,3,341,97,558,10,665,202,167,1376,111,865,3,978,327,966,9,1300,316,196,2794,9,9,0,17,0,0,0,0,567,8,598,6,7,0,20,7,0,0,11,608,9,648,21,26,0,43,409,29,0,445,218,9,718,39,28,0,68,683,57,3,751,30,7,852,116,75,0,192,1848,282,3,2132,113,14,2448,56,63,0,121,298,101,0,395,84,13,610,63,218,4,283,184,257,0,441,179,100,1009,317,423,4,747,3435,726,9,4170,1804,158,6871,0,0,0,0,0,0,0,0,43,0,45,3,0,0,3,0,0,0,0,68,0,70,3,5
LGA17550,0,4,0,4,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,10,0,20,0,19,0,0,0,0,0,0,17,4,22,0,27,3,3,0,8,4,3,38,11,81,0,97,18,29,0,47,9,9,157,6,45,0,57,14,51,0,69,7,8,137,17,143,0,160,18,192,0,208,63,110,538,40,319,3,366,54,278,0,337,80,132,908,10,0,0,6,0,0,0,0,247,7,262,4,6,0,13,4,0,0,4,233,3,260,5,15,0,19,50,11,0,67,85,4,164,0,17,0,14,76,16,0,94,6,6,116,18,44,0,61,297,72,0,373,17,7,459,15,33,0,41,53,41,0,101,16,6,164,35,132,3,173,91,175,3,265,69,82,588,90,245,3,336,576,312,3,894,670,109,2013,3,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,19,0,19,0,0
LGA17620,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,11,0,11,0,0,0,0,0,3,15,0,4,0,8,0,0,0,0,0,0,10,3,16,0,13,0,4,0,4,3,0,26,0,11,0,9,0,5,0,10,3,3,22,3,34,0,37,7,33,0,37,10,36,121,4,81,0,93,6,41,0,52,10,47,197,0,0,0,0,0,0,0,0,38,3,44,0,0,0,0,0,0,0,0,44,0,45,0,4,0,3,4,0,0,3,20,3,32,0,5,0,5,9,0,0,9,3,3,12,3,8,0,4,20,3,0,26,0,0,33,3,6,0,8,5,9,0,6,0,3,20,0,17,0,17,4,14,0,16,15,19,60,5,34,0,38,34,24,0,57,120,33,249,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,4,0,4,0,0
LGA17640,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,5,0,3,0,3,0,0,0,3,3,0,10,0,8,0,10,4,6,0,11,0,11,28,0,15,0,20,6,9,0,15,4,10,51,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,3,4,0,3,0,0,7,0,0,0,0,9,0,0,9,0,0,7,3,4,0,5,13,0,0,11,0,0,22,0,0,0,0,0,5,0,5,0,0,7,3,3,0,7,3,4,0,11,3,9,27,4,16,0,19,27,9,0,33,28,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,5,0,3,0,0,0,3,0,0,5,0,3,0,5,0,7,0,6,0,15,30,3,15,0,18,3,10,0,15,3,12,48,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,13,3,0,14,0,0,13,0,0,0,0,0,0,0,3,0,0,4,0,8,0,10,3,3,0,9,4,8,25,0,8,0,9,26,11,0,32,4,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17750,0,10,0,10,0,0,0,0,3,0,16,0,28,0,32,0,0,0,0,3,3,40,5,60,0,68,3,0,0,5,21,3,90,21,61,0,80,10,3,0,14,15,3,117,85,175,0,262,48,109,0,160,60,5,487,41,95,0,133,25,164,0,182,32,7,365,30,195,3,228,37,375,0,418,77,113,831,180,622,10,813,128,649,3,779,220,133,1941,5,0,0,13,0,0,0,0,242,9,258,10,10,0,15,3,0,0,3,256,5,276,7,13,0,17,47,4,0,53,94,0,166,5,13,0,23,103,9,0,113,7,0,138,17,53,0,64,512,75,3,595,14,10,683,9,43,0,47,108,42,0,148,8,0,210,12,130,0,150,64,148,0,216,40,64,470,67,259,3,327,847,271,3,1127,665,96,2211,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,21,0,21,0,0
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,13,0,3,0,5,0,3,0,3,0,0,8,0,0,0,0,3,4,0,10,0,9,18,3,13,0,17,3,10,0,16,0,12,38,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,3,0,3,0,3,15,0,8,0,11,3,10,0,13,17,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,9,0,11,0,3,0,3,0,3,11,0,3,0,3,3,3,0,5,0,3,15,0,4,0,9,3,14,0,21,3,20,51,3,21,0,22,3,21,0,28,3,26,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,6,3,8,0,11,0,3,0,6,0,14,37,3,16,0,22,3,13,0,14,13,22,65,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,5,0,0,9,0,0,0,0,0,4,0,4,0,0,3,0,7,0,7,0,5,0,6,0,13,33,0,14,0,17,4,14,0,16,3,13,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,8,0,3,0,3,3,3,0,7,6,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,10,0,18,4,4,0,13,0,0,22,0,5,0,5,0,9,0,9,0,3,13,0,23,0,23,0,22,0,22,0,23,73,4,40,0,48,4,37,0,45,0,28,114,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,4,3,0,10,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,19,0,18,0,19,0,22,3,13,53,3,23,0,24,10,21,0,28,33,17,101,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18050,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,12,0,13,0,0,0,0,0,0,19,3,10,0,11,0,0,0,0,0,3,20,17,62,0,72,51,54,0,107,15,4,204,11,61,0,71,39,83,0,121,30,7,225,21,91,3,116,51,191,3,246,76,55,496,53,233,0,291,141,333,6,473,128,72,964,0,0,0,5,0,0,0,0,130,0,138,0,0,0,0,0,0,0,0,94,0,92,12,4,0,18,130,6,0,139,31,3,185,13,7,0,19,258,19,0,275,13,0,303,78,64,0,141,1002,122,3,1130,93,10,1371,90,75,0,167,285,74,0,359,128,20,672,91,118,0,211,155,124,0,284,201,52,747,284,272,0,555,1827,342,9,2178,690,84,3517,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,14,0,14,0,0
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,4,0,4,3,11,20,0,7,0,12,0,8,0,6,5,11,39,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,0,3,0,3,0,6,16,3,11,0,13,5,3,0,12,17,7,42,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,3,6,0,5,3,3,0,7,0,0,16,0,7,0,7,0,3,0,3,0,0,9,3,13,0,15,6,9,0,15,8,22,56,3,30,0,32,4,21,0,23,10,23,93,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,4,0,6,3,0,0,3,3,0,0,3,0,0,8,7,0,0,8,9,0,0,5,0,0,22,3,8,0,6,0,0,0,0,0,0,12,5,13,0,19,3,10,0,11,4,7,39,19,20,0,41,14,10,0,18,33,10,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
LGA18230,0,6,0,6,0,0,0,0,0,0,6,3,15,0,23,0,0,0,0,0,0,18,3,26,0,29,0,3,0,3,0,0,33,3,49,0,56,0,0,0,3,0,0,63,10,113,0,131,30,44,0,76,5,16,223,9,63,0,67,23,80,0,107,11,7,186,10,202,3,208,25,214,3,238,60,98,601,38,474,4,513,76,343,3,420,80,120,1132,4,5,0,3,0,0,0,0,156,4,161,6,0,0,5,0,0,0,0,190,0,198,6,10,0,11,9,0,0,7,90,3,116,10,12,0,22,16,0,0,16,0,3,39,15,38,0,56,63,30,0,95,10,14,173,9,34,0,49,20,16,0,41,8,7,97,11,95,0,107,23,88,0,113,31,56,302,65,196,0,259,127,136,0,271,489,82,1094,0,3,0,3,0,0,0,0,14,0,22,0,0,0,0,0,0,0,0,15,0,21,3,0
LGA18250,0,4,0,4,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,3,0,5,3,24,0,31,3,7,0,7,4,0,36,3,34,0,41,13,6,0,19,3,0,64,30,142,0,169,115,168,0,282,30,14,496,19,86,0,112,96,349,5,447,56,22,634,55,238,0,292,165,772,13,946,201,114,1554,105,535,3,645,396,1299,15,1707,291,143,2795,0,3,0,3,0,0,0,0,205,3,208,0,3,0,3,4,0,0,4,169,0,174,16,8,0,21,260,15,0,273,60,0,349,25,20,0,46,456,36,0,496,17,7,564,72,58,0,130,1720,248,4,1973,117,13,2228,75,68,0,137,370,123,0,495,117,16,761,110,181,4,292,240,231,3,476,238,57,1060,290,333,6,624,3051,650,4,3713,910,97,5344,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,28,0,26,0,3
LGA18350,0,3,0,3,0,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,5,0,27,0,30,0,0,0,0,3,6,38,0,28,0,29,3,3,0,3,3,0,42,6,73,3,84,10,37,0,52,16,13,162,3,33,0,34,5,25,0,31,15,9,88,3,80,0,81,20,134,3,156,46,62,348,19,254,3,279,33,206,3,241,83,91,689,3,6,0,13,0,0,0,3,175,4,194,3,5,0,12,0,0,0,0,161,3,173,8,8,0,21,38,5,0,43,71,3,137,3,12,0,10,66,6,0,70,9,4,95,12,32,0,40,161,32,0,188,16,5,254,10,22,0,31,32,17,0,42,7,3,85,9,83,0,96,38,86,0,125,52,57,335,47,170,0,223,329,149,0,482,494,79,1275,0,0,0,3,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,16,0,16,0,0
LGA18400,0,4,0,4,0,0,0,0,0,0,9,0,21,0,21,0,0,0,0,0,0,21,0,13,0,13,0,0,0,0,3,3,16,3,29,0,29,4,0,0,4,3,0,32,8,71,0,79,13,21,0,31,12,11,135,0,25,0,26,4,18,0,30,3,8,57,4,41,0,47,9,52,0,57,26,47,184,14,206,0,218,26,93,0,118,45,71,452,0,3,0,3,0,0,0,0,95,6,103,3,4,0,11,0,0,0,0,85,4,98,0,8,0,9,27,4,0,37,27,0,68,3,7,0,14,38,0,0,42,4,0,60,7,14,0,21,92,13,0,110,3,3,137,5,11,0,10,25,7,0,29,0,3,45,0,39,0,43,15,38,0,55,23,26,141,20,83,0,105,205,71,0,275,239,44,656,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,9,0,0
LGA18450,3,13,0,13,0,0,0,0,0,0,12,4,41,0,47,0,0,0,0,0,3,49,9,99,0,105,3,7,0,13,0,3,117,13,97,0,113,14,8,0,21,11,0,154,47,333,0,381,111,196,3,307,46,29,762,20,138,0,153,82,224,0,304,46,21,529,34,326,0,367,101,735,10,840,174,212,1603,128,1045,6,1179,313,1173,8,1495,285,272,3223,3,5,0,8,0,0,0,0,600,7,614,21,11,0,30,3,0,0,3,587,11,634,25,41,0,62,298,21,0,323,234,15,634,25,30,0,54,575,45,3,621,22,11,709,78,104,0,185,2120,255,0,2375,57,27,2636,35,72,0,106,454,166,3,617,58,12,795,83,287,3,378,317,435,8,761,169,137,1447,278,551,3,830,3769,929,11,4707,1726,212,7477,0,0,0,0,0,0,0,0,46,0,49,0,3,0,0,0,0,0,0,65,3,65,3,3
