LGA_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA36720,819,139,16,4551,0,39,925,1743,1901,1038,203,22,5878,8,22,330,949,1017,702,181,24,3223,140,159,291,325,395,281,72,33,1696,7782,9359,19437,23107,25334,17933,4283,494,107729
LGA36820,80,14,4,295,0,0,38,66,80,60,14,0,272,0,0,13,29,41,43,11,3,152,14,8,19,30,46,37,31,8,199,611,572,1295,1516,2013,1834,602,122,8561
LGA36910,674,115,14,3524,3,60,758,1127,1366,824,126,18,4275,3,12,204,501,562,400,134,19,1829,94,98,152,179,239,167,85,23,1038,4731,6748,13949,13850,15157,11408,3029,488,69361
LGA36950,13,3,0,97,0,0,31,44,45,37,5,0,161,0,0,9,13,12,15,0,0,53,5,11,13,17,12,17,3,0,81,58,122,385,347,296,239,51,10,1505
LGA36960,3,0,0,28,0,3,8,8,7,4,0,0,38,0,0,0,5,10,5,0,0,20,0,7,9,3,10,3,0,0,36,22,98,230,249,212,154,18,0,996
LGA37010,731,97,9,4449,0,64,970,1616,1666,857,121,11,5297,3,14,196,546,654,432,86,11,1943,97,138,221,211,251,195,52,15,1178,5493,9921,18663,17071,16795,11221,2259,244,81678
LGA37300,4,4,0,92,0,9,47,33,32,15,0,0,133,0,0,7,17,15,8,0,0,49,8,3,4,0,4,8,0,0,25,70,85,297,239,270,132,18,3,1123
LGA37310,149,30,8,933,3,48,466,441,411,201,45,0,1613,3,7,163,271,248,131,40,6,875,26,13,53,52,60,53,33,6,300,943,1314,3302,3456,3534,2595,884,213,16235
LGA37340,105,15,0,530,0,15,214,268,242,133,29,5,906,3,3,51,134,134,93,22,3,448,27,26,47,47,57,65,19,6,288,834,1509,3426,3055,3145,2435,602,103,15105
LGA37400,8,0,0,26,0,0,9,9,5,0,0,0,29,0,0,0,3,0,4,0,0,13,0,0,0,0,3,3,0,0,14,25,50,101,87,123,112,33,5,537
LGA37550,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,8,18,22,12,8,0,96
LGA37570,0,0,0,3,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,15,13,25,3,0,81
LGA37600,6,0,0,22,0,0,3,5,10,7,0,0,23,0,0,0,5,3,3,0,0,11,0,5,0,0,0,0,0,0,6,8,48,107,99,114,68,4,0,451
LGA39090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,628,81,9,4683,3,120,1311,1633,1398,746,120,14,5346,7,41,393,734,704,376,91,14,2356,96,178,394,455,446,328,108,26,2040,4033,9110,21309,21763,22360,16113,3813,410,98920
LGA39799,8,0,0,17,0,0,11,10,14,12,3,0,47,0,0,5,6,5,4,0,0,28,0,0,0,0,0,0,0,0,3,3,16,42,53,44,37,7,0,202
LGA39898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,1440,211,26,8471,4,29,1866,4102,3958,2330,311,15,12618,3,9,440,2049,2453,1651,379,48,7031,52,150,321,263,264,201,64,18,1321,2837,10513,30181,28162,25342,17026,3268,318,117645
LGA40120,114,37,0,417,0,3,32,101,137,77,21,3,376,0,4,9,60,81,61,30,3,247,5,10,24,22,30,25,10,0,130,649,968,1503,1790,2208,1882,721,102,9825
LGA40220,38,12,0,200,0,0,20,56,67,50,16,0,212,0,0,12,16,23,30,12,8,93,8,6,11,28,23,22,6,11,117,382,478,939,1252,1500,1410,477,102,6525
LGA40250,14,3,0,46,0,3,12,6,13,21,7,0,57,0,0,0,0,3,3,0,0,8,0,14,3,4,9,4,0,0,31,10,68,135,116,129,121,27,8,627
LGA40310,94,20,0,411,0,6,56,147,164,87,22,0,474,0,3,17,49,68,49,15,3,203,15,12,23,20,37,36,11,7,151,591,787,1671,2041,2431,1869,502,90,9974
LGA40430,7,0,0,29,0,0,3,11,9,12,4,0,42,0,0,0,3,5,4,4,0,13,0,0,3,0,10,4,0,3,24,26,30,96,122,159,163,56,15,662
LGA40520,46,3,0,165,0,3,27,47,51,52,6,0,183,0,0,3,20,16,24,6,0,63,4,8,18,14,12,27,4,0,86,218,341,759,900,1073,965,240,35,4533
LGA40700,216,57,9,947,0,8,166,387,426,286,83,12,1370,0,10,67,230,344,235,102,14,1003,17,20,31,31,45,31,14,6,195,807,1454,3397,3480,3629,2847,945,142,16709
LGA40910,116,13,0,425,0,7,43,80,119,104,20,3,377,0,0,14,44,50,28,12,3,150,9,11,22,25,29,33,3,0,127,572,864,1861,1903,2183,1639,440,60,9525
LGA41010,15,0,0,78,0,0,17,19,16,17,0,0,68,0,0,6,8,5,10,0,0,33,3,4,5,3,4,9,4,0,40,84,149,297,299,364,302,90,9,1591
LGA41060,361,55,12,1671,0,19,285,537,513,373,65,3,1802,3,15,91,253,318,227,84,16,1012,40,63,80,90,125,75,27,3,513,2202,4023,8483,7962,8954,6594,1538,177,39937
LGA41140,30,9,0,142,0,4,18,39,51,45,10,3,170,0,0,8,20,26,31,3,3,91,8,6,12,13,11,19,4,0,70,213,311,713,704,951,881,291,61,4122
LGA41190,10,3,0,46,0,0,11,7,20,6,5,0,41,0,0,5,0,5,14,4,0,29,0,0,3,4,6,3,0,0,19,32,48,137,162,207,175,57,8,842
LGA41330,9,4,0,36,0,0,11,19,7,0,0,0,40,0,0,0,3,7,0,0,0,11,0,0,3,0,3,4,4,0,18,9,39,163,142,140,125,51,12,675
LGA41560,37,3,0,158,0,0,25,31,55,36,13,3,167,0,3,0,24,22,15,7,0,68,5,10,13,14,8,17,3,9,69,337,364,721,768,1054,874,191,50,4350
LGA41750,5,0,0,11,0,0,3,3,8,9,0,0,27,0,0,0,3,8,11,0,0,16,0,0,0,0,3,3,3,0,9,12,23,59,82,109,127,28,4,446
LGA41830,9,0,0,55,0,6,33,29,19,10,0,0,92,0,0,11,19,10,10,0,3,55,0,0,0,3,4,5,0,0,11,29,42,126,140,162,143,36,5,686
LGA41960,5,0,0,16,0,0,0,6,10,7,0,0,23,0,0,0,5,5,0,0,0,14,0,0,5,0,5,4,0,0,16,21,23,51,84,105,93,31,5,424
LGA42030,54,10,0,275,0,0,14,67,68,66,12,0,226,0,0,22,21,43,23,7,4,120,14,14,14,23,22,14,4,3,112,622,695,1280,1251,1488,1117,226,29,6699
LGA42110,11,3,0,52,0,0,7,7,14,15,0,0,43,0,0,3,0,8,6,3,0,25,0,3,3,3,7,5,0,4,21,45,78,196,248,311,329,87,41,1333
LGA42250,22,7,0,87,0,0,24,29,33,20,12,6,113,0,0,8,10,13,15,7,3,66,3,0,8,4,9,13,6,3,42,124,155,418,481,635,459,179,61,2507
LGA42600,121,26,3,454,0,3,39,120,122,114,24,3,432,0,0,17,68,76,85,38,8,290,9,17,31,28,38,30,15,7,173,1063,1494,2428,2156,2424,2105,595,90,12350
LGA42750,21,3,0,60,0,0,3,18,24,17,3,0,70,0,0,0,3,7,7,3,0,25,3,0,8,0,9,4,3,0,36,100,117,319,348,481,470,186,35,2049
LGA43080,7,4,0,16,0,0,0,0,7,3,3,0,15,0,0,0,4,3,0,3,0,13,0,0,0,0,0,0,0,0,4,24,23,52,97,135,112,46,10,497
LGA43220,4,3,0,21,0,0,3,6,11,3,0,0,27,0,0,0,3,3,13,0,0,21,0,0,4,3,0,5,0,0,14,17,38,130,87,124,106,35,8,549
LGA43360,9,5,0,34,0,3,5,14,14,8,7,6,54,0,0,3,3,5,12,8,0,27,0,0,0,0,3,5,0,0,11,43,51,157,144,171,213,86,26,897
LGA43650,47,10,0,251,0,3,40,98,76,48,9,0,276,0,0,11,17,49,26,20,0,129,7,6,13,15,10,20,7,0,79,223,391,948,1061,1126,926,275,58,5010
LGA43710,12,3,0,67,0,0,7,23,22,13,4,6,84,0,0,5,8,12,13,4,0,44,0,3,6,0,7,4,5,0,31,74,77,257,330,394,328,107,26,1591
LGA43790,33,5,0,133,0,7,21,25,29,26,10,3,121,0,0,10,14,27,19,12,10,86,6,0,13,11,22,20,14,3,96,276,327,723,804,1062,921,273,69,4455
LGA43920,12,3,3,41,0,0,9,11,7,20,0,0,50,0,0,4,10,7,11,3,3,33,0,3,6,9,15,6,0,0,38,56,195,401,443,450,290,119,21,1966
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
LGA44060,211,37,0,909,0,8,125,284,317,206,41,3,986,0,5,31,95,109,92,29,3,372,14,32,60,47,63,40,12,8,279,1350,2271,4476,4325,4623,3605,914,110,21670
LGA44210,13,3,0,64,0,0,5,11,13,16,3,0,50,4,0,7,4,13,9,8,0,42,5,3,7,10,11,18,3,3,59,132,164,304,393,609,576,179,45,2397
LGA44340,392,62,6,1707,0,3,291,515,577,376,72,10,1845,0,0,54,267,310,229,77,11,955,15,24,54,61,86,47,21,9,314,1259,2414,5530,5757,6286,4884,1170,172,27472
LGA44550,67,16,3,417,0,0,69,123,141,93,16,3,442,0,3,19,39,76,46,23,8,219,20,18,20,27,36,28,8,0,156,907,1062,1807,2001,2419,1706,492,89,10479
LGA44620,89,8,0,393,0,0,55,114,145,102,21,3,436,0,0,8,30,46,50,12,6,156,15,12,22,26,31,37,7,3,162,749,1007,2005,2027,2454,1947,386,48,10624
LGA44830,16,4,0,29,0,0,3,3,17,5,0,0,34,0,0,3,0,8,5,4,0,17,0,0,3,3,3,3,4,3,20,34,60,113,132,233,258,91,28,945
LGA45040,78,3,0,304,0,0,40,66,81,69,12,3,267,0,0,10,20,29,35,9,0,96,10,11,18,23,29,21,3,5,124,535,916,1840,1713,2044,1510,350,70,8977
LGA45090,12,7,0,103,0,0,15,29,32,34,10,3,126,3,0,12,21,25,19,15,6,93,3,3,3,8,20,16,6,0,62,246,309,698,801,884,760,283,72,4062
LGA45120,19,3,0,61,0,0,6,21,22,14,7,4,75,0,0,3,6,9,14,0,0,35,5,0,3,0,12,3,3,4,30,69,121,244,311,372,393,159,35,1715
LGA45290,214,53,3,1149,0,0,184,413,429,301,69,9,1414,3,3,57,215,310,242,66,7,909,19,33,54,53,55,45,18,0,279,1258,2511,5104,4705,4870,3555,917,134,23053
LGA45340,354,60,0,1503,0,7,185,373,437,299,51,7,1354,4,8,52,165,205,124,49,3,617,65,47,91,106,109,82,29,4,540,3035,3664,7141,7625,8322,6301,1549,157,37784
LGA45400,3,0,0,6,0,0,0,0,0,7,0,0,8,0,0,0,0,3,0,0,0,4,0,0,3,3,3,3,3,0,9,13,20,52,51,68,106,34,7,354
LGA45540,5,3,0,17,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,0,10,21,21,53,58,75,116,33,8,387
LGA45680,209,24,0,1039,0,5,178,283,307,170,22,0,973,0,6,38,127,164,75,23,6,445,36,37,65,68,67,53,11,5,347,1529,2371,5502,5032,5461,3663,646,65,24272
LGA45890,727,92,7,3592,0,38,553,1190,1382,846,119,7,4134,4,15,101,373,509,326,76,9,1425,34,59,170,163,191,127,38,10,791,2575,5435,13700,13906,14781,10516,1988,210,63112
LGA46090,60,9,0,270,0,0,51,80,87,52,9,3,285,0,0,7,16,24,16,13,3,89,12,10,10,17,19,21,14,3,94,319,524,1025,1038,1288,929,226,18,5374
LGA46300,55,11,0,273,0,0,33,66,90,64,7,0,261,0,4,19,34,37,38,3,3,131,12,15,20,30,28,16,4,0,117,484,569,1350,1336,1477,1119,222,37,6599
LGA46450,78,9,0,354,0,3,69,76,118,88,8,0,366,0,0,31,38,43,48,7,0,167,14,9,17,15,28,26,10,3,116,432,584,1240,1282,1621,1249,234,25,6673
LGA46510,65,10,0,273,0,3,22,88,94,53,13,4,278,0,0,16,24,30,34,12,0,130,8,9,19,16,20,16,3,0,92,388,645,1262,1123,1145,922,219,28,5722
LGA46670,25,3,0,106,0,0,10,26,33,22,6,0,96,0,3,3,20,22,22,14,0,77,0,10,19,6,12,23,0,3,65,247,360,710,691,867,727,170,47,3828
LGA46860,10,0,0,29,0,0,6,3,3,8,4,0,23,0,0,0,0,3,4,0,0,12,0,0,0,3,0,4,0,0,6,37,60,104,115,141,120,59,16,658
LGA46970,45,3,0,350,0,22,229,211,171,91,6,3,739,0,0,49,87,83,25,3,0,239,0,8,10,9,8,3,0,0,33,65,213,725,630,541,263,28,4,2468
LGA47140,454,65,3,2586,0,23,418,1018,1162,641,88,12,3349,6,4,72,271,400,247,41,5,1047,45,59,130,114,153,93,29,11,636,2173,4202,10545,10464,10839,7093,1323,144,46772
LGA47290,6,3,0,29,0,0,0,13,10,6,3,0,30,0,0,3,5,6,0,0,0,13,0,3,4,0,0,4,0,0,14,47,53,177,176,209,206,81,21,971
LGA47490,11,3,0,41,0,0,8,13,11,9,3,0,43,0,0,0,9,3,7,3,0,19,0,0,4,0,5,8,4,0,22,41,64,151,188,224,232,61,17,981
LGA47630,21,13,3,98,0,0,9,19,29,20,4,0,86,0,0,3,11,18,10,6,0,48,10,3,12,12,10,15,3,0,62,219,247,590,678,778,637,235,44,3421
LGA47700,217,35,0,901,0,13,114,209,240,163,27,3,766,0,6,32,96,102,95,21,0,358,34,28,56,52,67,38,13,8,296,2083,2476,4100,3920,4435,3371,844,72,21308
LGA47800,14,6,0,47,0,0,5,9,30,17,5,0,65,0,0,3,3,4,9,0,0,26,3,0,8,11,7,7,3,3,50,96,140,299,361,472,441,195,32,2037
LGA47910,5,0,3,28,0,0,7,7,12,9,3,0,30,0,0,3,8,9,8,3,0,32,0,0,0,3,3,9,0,3,15,42,54,110,141,192,204,56,19,817
LGA47980,183,43,0,932,0,3,233,479,444,271,67,11,1508,0,5,74,263,337,219,62,8,977,7,32,45,51,45,39,15,0,238,780,1820,4343,4179,4059,3171,909,110,19370
LGA48050,42,12,0,155,0,0,17,45,48,43,4,0,153,0,0,3,24,15,10,14,3,66,5,3,11,19,14,6,6,3,63,326,342,686,825,989,972,265,41,4450
LGA48130,28,13,3,109,0,0,16,21,31,29,12,0,108,0,0,3,14,5,10,8,3,43,0,12,15,11,12,11,4,0,58,125,225,476,489,634,559,193,38,2745
LGA48260,23,7,3,121,0,0,14,46,39,32,9,0,146,0,0,3,16,25,24,7,3,81,5,0,4,0,10,12,3,0,34,103,223,492,427,481,425,147,26,2332
LGA48340,53,13,0,226,0,3,32,61,98,69,19,10,288,0,0,7,14,41,35,23,4,122,9,3,4,25,20,21,7,4,94,224,308,623,905,1180,924,342,75,4579
LGA48410,459,58,3,2434,0,10,455,914,1042,645,106,8,3179,0,0,90,365,506,303,80,16,1363,38,62,125,103,126,83,22,3,556,1486,3537,9407,9677,10261,7031,1410,159,42959
LGA48540,92,8,0,483,0,8,103,152,154,79,3,3,500,0,6,17,49,42,28,10,0,153,7,13,17,24,30,28,0,0,124,398,676,1505,1411,1792,1190,185,26,7180
LGA48640,9,0,0,26,0,0,4,12,6,5,0,0,26,0,0,3,3,11,6,3,0,27,0,0,3,3,0,0,3,0,10,26,50,108,123,134,143,49,11,636
LGA48750,6,6,0,28,0,0,3,10,23,6,7,0,47,0,0,0,3,8,11,4,0,23,0,0,5,3,9,5,3,0,21,73,97,163,212,311,339,134,33,1366
LGA48830,45,10,0,147,0,0,11,32,47,22,17,4,134,0,0,3,15,17,22,8,4,75,5,4,9,8,8,17,3,3,64,154,226,534,623,876,927,303,82,3710
LGA49090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49399,88,6,3,659,0,35,389,399,344,172,6,0,1352,0,3,92,163,159,92,8,7,519,3,3,11,10,20,11,0,0,68,100,337,1296,1213,1324,787,123,14,5200
LGA49499,191,27,0,1133,0,24,325,366,382,190,37,7,1332,8,12,90,155,156,92,36,4,551,18,47,122,119,135,112,32,6,591,1080,3145,6992,6833,8212,6315,1537,185,34306
LGA49799,0,0,0,7,0,0,0,3,9,3,0,0,22,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,13,25,8,0,0,64
LGA49898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,210,26,3,821,0,3,92,213,286,234,42,6,873,0,3,25,85,122,99,30,3,374,27,23,25,35,67,36,18,11,248,1028,1110,2388,2849,3543,2961,818,129,14812
LGA50210,158,44,0,919,0,12,210,285,296,194,34,4,1043,0,3,56,109,123,76,13,10,390,45,36,58,37,58,41,15,4,287,1561,1879,3947,3549,3355,2568,646,79,17569
LGA50250,327,34,0,2118,6,245,2239,2036,1760,868,88,4,7243,4,176,2220,2347,2067,987,96,0,7904,22,23,112,113,108,55,14,3,449,560,1387,7470,6922,6365,3486,480,37,26712
LGA50280,35,11,3,195,0,0,30,65,63,42,8,0,223,0,0,11,32,41,40,17,0,134,7,3,13,25,10,14,7,0,90,342,338,1079,1325,1263,1106,316,64,5832
LGA50350,67,7,0,351,0,4,60,106,138,82,16,3,417,0,0,13,33,52,29,12,3,147,7,8,20,9,27,15,0,0,87,234,484,1314,1273,1396,977,226,20,5926
LGA50420,166,35,0,923,0,8,197,327,324,205,54,0,1114,3,0,42,129,142,106,28,3,462,22,47,54,56,79,48,21,4,331,1463,2261,4535,3861,4029,3054,887,92,20178
LGA50490,486,72,3,3179,0,87,1442,1757,1524,844,139,4,5800,4,33,411,1020,1031,517,81,15,3113,30,69,123,134,166,92,24,4,653,1439,3944,11599,10418,9598,6167,1242,121,44530
LGA50560,3,0,0,21,0,0,0,3,8,12,4,0,29,0,0,0,7,7,0,3,0,17,0,0,0,0,5,3,0,0,10,14,27,58,90,110,118,58,17,493
LGA50630,49,5,0,317,0,22,217,218,192,90,4,3,741,0,0,29,75,47,21,0,3,186,3,5,10,12,11,6,0,3,49,36,124,506,557,523,304,53,19,2121
LGA50770,4,0,0,26,0,0,0,11,11,11,4,3,41,0,0,0,4,9,3,4,0,23,0,0,0,4,0,10,0,0,17,23,15,66,151,151,147,88,20,656
LGA50840,15,3,3,107,0,3,17,24,45,33,4,0,127,0,0,0,10,13,11,3,0,45,7,3,3,4,10,8,3,0,33,105,73,191,314,402,424,135,24,1663
LGA50910,3,3,0,22,0,0,3,7,8,3,0,0,21,0,0,0,6,5,3,3,0,13,0,0,0,0,8,4,3,0,15,13,38,53,62,113,81,66,8,428
LGA50980,106,10,0,561,0,20,193,267,246,163,17,0,911,0,3,97,146,123,77,25,3,470,5,11,31,17,30,17,12,0,121,227,464,1628,1559,1389,1006,210,28,6513
LGA51080,5,0,0,15,0,0,3,5,11,8,0,0,28,0,0,0,7,4,11,3,0,23,0,0,0,3,0,0,3,0,13,5,16,60,76,91,74,27,3,354
LGA51120,8,0,0,35,0,0,6,7,8,8,0,0,34,0,0,5,0,6,14,3,0,28,0,0,0,0,3,0,3,0,8,10,22,77,64,88,92,36,14,412
LGA51190,330,27,0,1554,0,47,505,710,750,461,67,0,2537,5,14,205,332,328,182,39,3,1113,32,39,62,66,99,65,26,4,390,1416,2046,4831,5083,5531,3877,787,66,23637
LGA51260,100,22,3,582,0,0,66,209,217,135,34,8,673,0,3,33,88,137,81,22,7,373,15,19,33,29,39,37,16,3,194,927,934,2295,3157,3259,2335,648,97,13651
LGA51310,111,28,4,719,0,8,206,381,341,219,41,17,1222,0,3,71,261,365,219,64,14,1003,17,18,47,26,34,22,7,0,177,608,1223,3070,2763,2809,2005,616,113,13193
LGA51330,661,106,9,3360,0,67,936,1420,1401,881,132,5,4843,3,12,224,586,716,427,81,18,2079,44,81,166,145,175,93,39,3,749,2876,5432,13013,11710,11620,8225,1891,166,54937
LGA51400,25,4,0,170,0,8,65,98,104,46,5,0,327,0,3,13,52,44,29,3,0,148,3,3,12,10,11,6,3,0,53,124,193,475,621,673,480,133,16,2721
LGA51470,0,0,0,9,0,0,4,4,0,5,0,0,18,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,8,7,16,42,29,33,60,9,0,204
LGA51540,15,6,0,150,0,12,105,117,114,44,9,0,403,0,5,45,70,69,39,10,0,233,0,3,8,13,19,14,10,0,64,79,164,587,519,571,375,95,18,2402
LGA51610,0,0,0,17,0,0,14,3,12,3,0,0,28,0,0,0,3,9,4,0,0,17,0,0,0,0,0,0,0,0,9,16,22,63,80,76,71,32,10,378
LGA51680,13,0,0,72,0,4,32,37,34,18,3,0,126,0,0,3,12,19,12,3,0,56,3,0,3,3,8,6,0,0,23,71,81,207,280,324,245,113,23,1344
LGA51750,65,13,3,332,0,3,108,165,168,121,36,3,600,0,3,26,88,118,80,24,5,348,4,18,13,14,18,16,9,3,105,444,941,1508,1190,1229,966,342,59,6679
LGA51820,466,70,7,3049,0,73,1181,1459,1357,661,91,4,4833,0,14,374,739,714,380,76,3,2305,39,50,147,143,128,72,21,4,603,2323,4130,10638,10073,9424,5770,1221,143,43710
LGA51890,53,3,0,378,0,38,254,345,346,183,10,0,1180,0,4,55,113,141,88,8,0,417,7,5,3,11,7,8,3,0,46,201,315,912,1056,1120,752,125,18,4490
LGA51960,27,0,0,210,5,25,177,146,132,55,3,0,536,0,3,57,92,71,36,3,0,274,0,3,8,9,9,6,3,0,35,58,141,553,486,458,258,44,6,2006
LGA52030,6,3,0,24,0,0,11,9,11,10,0,0,37,0,0,6,5,8,9,5,0,31,0,0,0,0,0,3,0,0,7,12,22,80,63,79,76,33,5,362
LGA52100,9,3,0,30,0,0,9,13,12,10,0,0,36,0,0,3,6,9,3,3,0,20,0,0,3,0,0,3,0,0,14,17,35,95,91,110,125,47,8,528
LGA52170,29,10,0,107,0,3,38,39,47,36,16,4,179,0,4,12,58,91,61,23,3,249,3,0,8,8,5,5,3,0,38,163,333,639,459,498,395,148,32,2678
LGA52240,3,0,0,7,0,0,4,5,5,6,0,0,22,0,0,0,5,3,3,5,0,22,3,0,3,3,3,3,0,3,13,19,24,87,97,110,99,58,17,504
LGA52310,0,0,0,4,0,0,0,7,9,0,0,0,14,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,5,3,6,27,41,36,42,25,10,186
LGA52380,0,0,0,6,0,0,5,0,5,3,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,13,25,14,0,0,69
LGA52450,12,3,0,38,0,0,7,8,10,11,0,0,37,0,0,0,6,3,0,4,0,14,0,0,0,0,0,4,0,0,13,17,55,114,127,123,124,47,8,609
LGA52520,13,3,0,49,0,3,14,14,10,6,4,0,53,0,0,7,7,3,9,0,0,33,0,0,3,0,4,0,0,0,7,22,60,163,169,161,140,56,23,789
LGA52590,11,0,0,56,0,5,18,56,42,33,3,0,155,0,0,14,14,19,7,5,0,61,3,0,4,5,6,7,0,0,24,57,86,252,278,346,277,121,26,1433
LGA52660,39,11,3,198,0,0,37,57,72,43,9,7,213,0,0,3,21,22,22,5,0,65,6,0,7,8,10,5,3,0,45,332,238,598,656,757,548,138,36,3306
LGA52730,18,3,0,67,0,0,8,23,26,28,8,3,88,0,0,4,12,12,7,7,0,43,8,0,3,3,4,8,9,0,31,141,74,211,330,481,420,192,33,1893
LGA52800,16,3,0,84,3,4,41,50,50,25,0,0,173,0,0,28,36,21,17,4,0,108,0,4,3,14,3,8,0,0,35,46,109,341,314,281,247,58,8,1400
LGA52870,12,3,0,54,0,0,12,13,17,24,5,0,68,0,0,4,3,6,5,12,3,37,5,0,3,0,8,8,8,0,35,99,82,212,284,360,412,175,35,1653
LGA52940,3,3,0,14,0,0,0,0,8,4,0,0,12,0,0,0,3,7,3,5,0,24,0,0,3,0,0,0,0,0,7,10,15,51,54,69,59,26,7,290
LGA53010,3,4,0,10,0,0,5,4,0,0,0,0,9,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,5,0,19,65,53,65,77,29,5,313
LGA53080,0,0,0,36,0,0,24,19,15,12,0,0,73,0,0,7,5,16,8,0,0,34,0,0,0,0,0,0,3,0,6,11,22,81,62,85,60,6,6,330
LGA53150,31,5,0,102,0,0,16,24,52,36,7,0,133,0,0,11,23,38,18,9,0,95,0,3,0,3,3,0,3,0,20,99,206,362,316,403,297,93,15,1792
LGA53220,173,15,0,1278,5,160,1397,1176,1003,456,39,3,4237,3,32,734,800,678,313,29,3,2595,5,17,42,53,48,28,3,0,209,217,746,3809,3288,2904,1630,239,13,12850
LGA53290,66,9,0,358,0,26,143,169,200,95,14,7,651,0,5,61,85,121,59,16,3,349,6,12,20,20,23,16,5,0,101,291,426,1090,1089,1254,874,217,44,5287
LGA53360,10,0,0,62,0,3,28,39,41,18,0,0,124,0,0,13,16,21,8,0,0,61,3,0,9,8,5,3,0,0,24,52,77,224,245,237,128,27,5,1000
LGA53430,314,61,4,1612,0,23,426,698,731,484,96,9,2463,0,16,146,332,415,267,95,16,1279,29,26,77,70,73,47,24,3,348,1209,2571,5734,5183,5408,3968,1115,127,25331
LGA53570,18,4,0,89,0,0,14,26,19,19,7,0,89,0,0,4,12,14,8,8,5,49,6,3,11,7,9,8,3,0,48,71,143,430,318,401,347,154,49,1912
LGA53640,10,4,0,22,0,0,6,15,14,8,3,0,49,0,0,0,10,13,10,4,0,39,0,4,0,0,5,3,4,0,17,20,58,128,114,130,131,51,7,645
LGA53710,3,0,0,10,0,0,3,3,0,3,3,0,19,0,0,0,5,3,6,0,0,17,0,0,0,0,0,0,0,0,3,6,13,66,64,78,83,32,17,356
LGA53780,261,63,6,1352,0,20,242,412,454,280,59,6,1474,3,12,68,154,152,105,34,7,531,25,50,58,61,76,59,18,8,350,1581,2425,5277,5135,5083,3742,1007,102,24345
LGA53800,233,24,3,1213,4,34,446,538,587,326,38,3,1983,0,17,108,214,265,159,33,7,801,17,28,56,56,66,53,12,0,292,927,1341,3391,3566,3938,2784,616,78,16650
LGA53920,6,0,0,16,0,0,7,9,15,13,0,0,38,0,0,3,4,3,0,0,0,11,0,3,4,5,3,0,0,0,11,13,28,77,68,76,35,8,0,298
LGA53990,92,14,0,509,0,6,111,176,207,114,15,0,626,0,0,23,53,67,44,6,3,215,15,7,11,21,26,22,7,0,112,450,444,1221,1428,1628,1117,280,49,6627
LGA54060,13,3,0,64,0,0,15,24,31,21,3,3,92,0,0,15,9,33,6,6,0,63,0,4,3,4,3,3,3,0,20,55,68,170,212,258,197,55,12,1037
