LGA_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
LGA10050,275,331,78,16,64,51,38,15,12,869,153,215,15,6,26,26,8,4,4,461,30,35,47,39,41,58,23,29,13,310,2278,3188,3014,2624,2558,3054,1364,2000,169,20254,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,3,3,15,0,0,0,3,0,4,0,4,9,14,0,0,0,3,0,0,0,0,12,22,0,0,0,0,0,3,3,0,9,14,0,0,0,0,0,0,0,0,14,22,0,0,0,0,3,0,0,0,9,10,7,3,0,3,0,0,3,5,15,29,0,0,7,0,0,0,0,0,7,13,0,3,0,0,3,0,0,0,3,15,0,3,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,3,0,5,9,0,0,0,0,6,46,69,12,24,16,9,11,10,7,26,139,257
LGA10130,139,167,25,3,33,13,13,7,6,398,74,103,8,3,15,15,3,4,3,218,47,24,22,17,13,16,8,29,12,190,1638,1540,1223,1182,1174,1320,419,1256,90,9835,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,3,6,6,3,0,0,0,3,0,0,0,3,10,0,0,3,0,0,0,0,0,5,14,3,0,3,0,0,0,0,0,6,13,3,0,0,3,0,0,0,0,10,13,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,12,0,10,10,5,4,0,12,66,115
LGA10250,140,212,28,11,29,25,16,10,9,479,126,141,9,0,13,26,3,14,3,335,22,25,25,21,17,21,8,20,6,171,1811,2136,1857,1676,1404,1668,671,1564,114,12912,0,0,0,0,6,0,0,0,5,13,0,0,3,0,0,0,0,0,9,8,0,0,0,0,0,0,0,3,7,14,3,3,5,4,0,0,0,0,7,23,0,3,3,0,0,0,0,0,7,14,0,4,0,3,0,0,0,0,13,21,4,0,0,3,0,3,0,6,11,27,3,0,3,0,0,0,0,0,5,11,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,3,0,0,29,34,11,16,21,9,9,7,0,19,107,200
LGA10300,16,3,0,0,0,0,4,0,0,20,15,0,0,0,0,0,0,3,0,17,11,0,0,3,0,0,0,3,3,16,196,34,83,56,62,31,65,145,12,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,15
LGA10470,200,219,92,8,40,25,29,32,10,654,103,105,19,4,21,16,8,9,0,290,33,10,35,24,22,24,15,28,13,214,1837,1954,2069,1722,1590,1839,832,1839,125,13805,3,0,0,0,0,0,0,0,6,16,0,0,4,0,0,0,0,0,12,15,0,0,4,3,0,0,0,0,11,16,0,3,0,0,0,0,0,0,7,12,3,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,4,6,12,0,0,0,0,3,0,0,5,10,19,0,0,0,3,0,0,0,0,5,15,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,3,23,41,16,6,20,11,5,4,0,18,100,181
LGA10550,91,101,41,13,17,15,15,0,3,295,43,77,10,7,8,8,5,10,0,168,27,10,26,14,14,23,6,40,6,173,1558,1329,1518,1227,1090,1359,599,1535,109,10318,0,0,0,0,0,0,0,0,4,7,0,0,4,0,3,0,0,3,3,11,0,0,3,0,3,0,0,0,3,11,0,0,3,0,0,0,0,4,4,16,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,16,11,4,15,8,8,6,3,17,66,137
LGA10600,22,35,22,0,9,4,6,4,3,105,20,27,9,0,0,0,0,3,0,66,11,8,10,7,4,7,3,10,3,57,547,417,458,375,290,294,211,428,31,3044,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,11,3,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,3,0,3,0,0,3,5,23,51
LGA10650,35,14,3,0,0,0,0,4,3,68,25,5,0,0,0,7,0,3,0,49,17,0,4,0,3,0,3,4,0,42,625,179,321,273,232,192,202,329,26,2379,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,8,4,3,7,0,0,6,4,5,21,46
LGA10750,2075,1495,733,53,401,329,522,171,53,5830,1448,669,150,24,147,152,108,51,22,2772,144,118,192,81,158,152,210,168,64,1290,11249,11605,12441,7314,12404,10618,15661,10604,1138,93032,0,3,3,0,5,0,3,0,33,45,3,4,3,0,0,7,0,5,26,46,3,3,0,8,3,8,0,10,46,84,4,3,3,10,10,10,7,12,58,119,3,6,17,14,5,3,11,10,54,119,4,9,17,11,13,7,21,20,68,178,11,8,22,13,10,8,22,20,70,188,6,7,21,11,11,4,26,26,83,203,8,12,21,9,12,9,15,10,77,167,7,8,4,0,3,3,13,7,34,83,7,10,3,4,3,0,6,3,22,56,3,12,7,0,3,3,3,0,13,36,9,13,3,0,0,0,3,0,10,40,0,3,3,0,0,0,3,0,12,21,3,14,19,10,19,12,16,23,201,322,69,111,154,103,88,69,151,162,803,1701
LGA10800,40,27,43,0,4,0,38,5,0,156,48,25,7,0,4,0,10,3,3,100,25,0,7,0,0,7,3,6,0,54,689,161,328,139,186,152,302,280,23,2264,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,10,0,0,0,0,0,0,8,29,45
LGA10850,34,58,130,3,7,3,88,13,8,342,37,35,33,0,0,0,10,3,6,123,9,3,3,0,3,0,4,7,0,40,508,253,462,153,186,152,455,379,27,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,11,15,4,0,0,3,0,0,0,0,18,42
LGA10900,163,280,53,8,44,25,13,12,3,607,72,139,16,6,25,17,3,6,0,276,30,36,44,33,26,31,4,22,9,232,1740,3076,2132,2678,1671,1737,512,1724,134,15418,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,0,3,13,0,0,4,0,0,0,0,3,7,9,0,0,3,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,3,7,22,0,0,0,0,3,0,0,0,8,11,0,3,3,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,6,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,10,0,0,0,3,0,0,0,3,21,28,3,15,19,10,11,11,3,16,73,160
LGA10950,11,26,38,0,4,3,25,0,0,104,24,5,11,0,0,0,6,0,0,52,20,0,3,0,0,3,3,3,0,38,267,89,177,87,78,63,174,129,13,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,4,9,19
LGA11100,1509,1482,867,206,405,224,144,130,52,5023,1561,1562,432,31,177,85,30,20,22,3914,76,74,95,46,67,63,68,52,35,588,6486,7372,6056,4744,6470,4896,4502,4067,647,45242,0,3,0,0,0,0,0,0,17,29,0,0,0,6,0,0,0,0,12,21,0,3,0,8,0,0,4,6,20,32,0,0,3,0,4,4,0,5,19,35,0,3,4,0,5,0,7,5,24,46,0,3,0,10,4,0,3,11,31,70,0,3,3,3,3,0,3,5,30,58,0,3,10,6,4,3,4,5,34,69,3,9,4,4,3,0,7,0,30,58,0,3,6,3,0,0,0,0,14,34,0,0,3,3,4,0,3,0,7,24,0,5,0,0,0,0,0,0,11,19,3,3,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,9,20,5,11,9,0,4,8,3,3,93,133,18,45,56,42,38,23,35,48,361,664
LGA11150,21,4,5,0,3,0,3,0,0,32,7,3,0,0,0,0,0,0,0,15,15,0,0,6,3,0,0,3,0,22,182,78,97,81,61,51,42,87,18,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,3,0,0,0,6,14,31
LGA11200,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,39,18,13,12,5,7,7,11,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11250,78,88,144,0,7,0,109,5,3,442,44,39,5,0,4,3,19,4,0,128,18,9,17,9,10,19,11,28,11,136,572,648,886,715,517,681,650,661,63,5386,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,3,0,4,10,0,0,0,3,3,0,5,0,3,14,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,3,0,4,8,3,3,13,3,61,96
LGA11300,194,386,52,19,69,25,23,7,0,793,152,264,24,6,26,23,9,3,0,508,19,34,11,21,30,26,12,13,11,166,1485,3225,1292,1634,1704,2173,447,993,154,13101,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,3,0,4,3,18,0,0,3,0,0,3,0,0,13,21,0,0,8,0,0,0,0,3,6,21,0,0,0,4,3,3,3,3,11,24,0,3,5,0,3,0,3,3,6,26,0,5,8,0,0,0,0,3,13,34,0,3,0,3,0,3,0,0,12,23,0,3,0,0,0,0,0,0,5,17,3,0,0,0,0,0,0,0,3,17,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,4,3,6,0,0,0,0,23,39,14,23,31,20,9,16,14,19,120,264
LGA11350,142,137,38,5,23,20,0,10,6,382,94,137,5,7,23,33,4,4,7,315,30,26,27,26,19,34,8,23,13,220,1954,2099,1704,1427,1257,1442,503,1222,126,11738,0,0,0,3,0,0,0,0,4,13,0,0,0,3,0,0,0,4,4,10,0,0,5,3,0,0,0,0,12,17,0,4,0,3,0,0,0,3,9,21,0,0,3,4,0,0,0,6,4,21,0,0,7,0,0,0,0,0,3,9,0,0,7,3,0,0,0,5,8,27,0,3,0,0,0,0,0,0,3,17,0,3,0,0,0,0,0,0,4,17,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,21,35,7,21,25,20,3,8,3,24,95,208
LGA11400,70,56,83,3,15,3,61,16,3,312,74,28,20,0,3,0,11,3,4,142,18,3,9,0,6,4,5,10,0,72,1027,412,560,207,278,182,395,598,45,3704,3,0,0,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,5,12,15,0,0,3,3,3,3,3,23,64
LGA11450,333,310,181,10,62,72,70,20,5,1063,185,163,36,11,43,33,8,11,3,494,36,36,64,37,30,55,37,36,16,338,2462,2647,3986,2218,2783,2674,2342,2239,235,21589,0,0,0,0,0,0,0,3,10,12,0,0,0,3,0,0,0,3,4,10,0,0,0,6,3,0,3,0,11,20,0,0,0,0,0,0,0,0,10,21,0,0,4,0,3,0,0,4,11,29,0,0,4,4,4,0,0,4,8,25,0,3,4,5,0,0,3,3,17,36,0,0,7,0,4,0,7,3,17,40,0,0,0,0,0,0,4,0,13,23,0,0,0,0,5,0,3,0,6,18,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,8,3,3,3,0,0,0,3,4,36,52,14,16,31,26,22,8,33,27,157,314
LGA11500,641,542,225,22,100,114,164,49,8,1866,374,310,47,11,45,60,20,27,4,902,46,49,78,62,51,72,67,66,24,517,4360,5081,5626,4155,4837,5232,4691,5080,494,39546,0,0,0,0,0,3,0,0,17,27,0,0,3,0,0,5,0,0,7,19,0,0,0,0,0,0,8,5,19,33,0,3,13,7,0,0,3,0,12,42,0,0,3,4,0,4,3,11,16,42,0,3,12,4,5,0,4,13,34,80,3,3,3,5,0,3,13,11,22,73,3,7,11,4,4,0,16,13,31,85,3,8,11,3,3,0,11,5,31,69,3,0,0,4,0,3,8,3,8,28,0,3,3,0,0,0,0,0,6,18,3,4,0,0,0,0,0,0,6,15,0,3,0,0,0,0,0,0,5,8,3,3,0,0,0,0,3,0,11,19,9,7,13,8,8,3,7,10,87,148,24,50,67,42,33,21,80,76,315,714
LGA11520,987,1374,211,33,230,161,21,36,31,3079,1089,795,49,25,146,127,3,11,25,2265,40,69,54,33,65,44,10,34,27,376,4726,7120,3070,2561,5457,3221,957,1574,369,29063,0,0,0,0,0,0,0,0,15,12,0,0,0,4,0,0,0,0,11,19,0,0,4,3,0,0,0,4,15,29,0,0,3,0,3,0,0,3,14,23,0,3,3,0,3,0,0,3,18,30,3,6,3,4,4,0,3,4,23,52,3,0,3,0,3,3,3,3,20,37,0,4,13,7,0,4,0,4,32,57,3,3,0,3,4,3,0,3,24,38,3,6,3,0,3,0,0,3,7,22,3,7,0,0,3,0,0,0,4,15,4,3,0,0,0,0,0,3,3,14,0,5,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,3,12,3,7,4,0,5,0,4,6,48,74,21,41,37,23,33,15,15,33,239,457
LGA11570,1618,1199,499,69,285,248,214,79,31,4234,1080,687,133,37,116,110,40,32,21,2255,138,136,203,116,134,138,83,127,68,1155,10188,11552,12675,8519,10947,9036,8593,9232,1113,81855,0,8,3,0,3,4,3,7,31,59,0,0,0,8,4,7,0,0,26,43,4,0,10,18,4,5,10,14,30,88,3,9,19,10,3,10,12,17,54,135,0,3,16,16,3,3,15,19,52,126,7,8,27,14,3,3,16,25,75,178,3,13,25,14,10,4,27,35,71,199,6,19,24,11,6,4,25,18,81,195,5,21,16,3,11,11,12,14,58,148,0,12,7,0,3,0,5,5,27,69,11,14,13,0,3,0,0,5,20,59,3,5,0,0,0,0,0,0,13,22,3,11,3,0,0,0,3,3,12,39,4,3,0,0,0,0,0,0,9,28,6,16,34,11,18,6,16,13,237,353,50,136,200,98,72,60,147,174,805,1740
LGA11600,39,3,3,0,0,0,0,3,0,53,32,0,0,0,0,0,0,7,3,46,7,0,5,3,3,0,0,16,0,40,441,47,118,54,83,31,115,258,13,1167,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,0,0,0,0,0,0,4,14,24
LGA11650,1192,1365,461,53,306,198,162,77,38,3851,697,868,126,38,127,126,38,44,38,2111,158,144,205,173,137,188,90,125,54,1270,10109,13250,13145,11140,11377,12656,5667,9913,912,88172,0,0,0,7,3,0,0,3,31,47,0,8,7,5,0,12,0,9,29,67,3,3,3,7,3,5,0,10,29,61,0,3,6,4,4,3,4,16,50,92,0,3,8,9,4,5,0,12,49,84,3,3,11,11,10,3,3,15,46,97,5,7,11,5,3,4,7,23,46,110,0,8,4,7,8,0,6,7,44,93,6,10,16,3,7,3,5,8,49,113,3,3,9,3,0,0,3,6,11,36,3,4,0,0,0,3,0,0,26,35,3,0,0,0,0,4,0,0,9,18,3,3,0,3,0,0,0,0,9,22,0,0,0,0,0,0,0,0,12,14,6,18,23,11,11,15,11,15,164,270,43,63,104,72,52,60,47,109,603,1153
LGA11700,8,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,3,0,15,126,22,27,29,14,11,12,60,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
