LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA20830,88,0,0,0,0,98,10,0,4,0,0,17,11,0,0,0,0,13,47,6,10,0,0,63,93,5,4,0,4,109,20,0,8,0,0,29,15,0,3,0,0,25,416,39,75,18,4,549,34,3,3,0,0,40,56,3,8,4,0,79,15,0,0,0,0,15,363,29,33,10,14,448,193,35,43,19,16,309,12611,1259,1765,518,244,16390
LGA20910,278,7,5,0,4,297,82,27,30,7,0,151,47,10,11,3,0,72,237,62,41,9,0,352,299,20,14,3,0,336,85,6,10,5,4,107,40,4,3,0,0,49,1199,248,211,31,12,1702,123,30,21,9,0,181,218,10,21,0,3,254,45,3,7,0,0,54,1333,222,217,43,25,1840,184,19,33,3,22,269,21623,3810,3220,613,270,29534
LGA21010,35,0,0,0,0,35,0,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,91,10,17,3,0,119,6,0,3,0,0,11,7,0,0,0,0,8,0,0,0,0,0,0,46,6,11,3,0,66,95,4,14,3,3,126,3834,347,539,186,80,4981
LGA21110,637,12,13,3,0,664,123,27,19,6,0,176,260,35,20,0,0,321,569,53,44,5,0,677,913,62,37,4,7,1025,241,24,28,6,3,305,66,15,7,4,0,96,2539,278,235,39,13,3100,353,25,37,6,3,421,636,69,72,24,11,812,83,12,9,0,0,107,3164,278,258,51,40,3788,448,54,46,14,30,597,58413,6942,5065,1152,528,72106
LGA21180,1666,33,48,20,10,1781,181,26,23,6,3,240,95,0,4,3,0,104,228,12,6,3,0,254,636,46,49,4,18,741,149,12,7,0,0,176,180,32,27,8,3,252,1532,75,62,12,7,1689,140,0,9,0,0,151,3118,418,474,118,57,4178,69,4,3,0,0,76,4322,404,406,68,99,5299,808,101,66,20,77,1067,56772,4422,3325,789,801,66102
LGA21270,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,30,3,4,0,0,36,3,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,20,7,0,0,0,28,36,0,7,3,3,52,1488,277,272,264,34,2345
LGA21370,101,0,0,3,0,107,10,0,0,0,0,5,4,0,0,0,0,4,24,0,3,0,0,25,16,0,0,0,0,16,6,3,4,0,0,12,3,0,0,0,0,3,215,17,24,8,3,273,21,0,0,0,0,21,4,0,0,0,0,4,10,0,0,0,0,10,99,17,4,0,3,129,279,28,42,20,23,390,11723,1169,1599,585,265,15338
LGA21450,134,3,9,4,6,149,22,3,10,0,0,31,26,0,7,0,0,32,120,7,10,3,0,140,262,27,21,8,0,314,38,11,7,0,0,55,13,3,3,4,0,21,851,131,144,25,4,1154,45,9,9,0,0,68,77,8,13,0,3,104,17,3,0,0,0,23,693,114,97,19,25,941,255,45,44,11,19,382,18165,2287,2269,561,291,23576
LGA21610,685,27,32,9,7,768,118,30,50,6,3,204,123,17,14,3,0,161,424,42,32,8,5,506,1310,195,298,46,23,1872,137,12,29,0,3,178,48,18,19,3,0,91,2102,238,244,47,23,2656,134,12,16,3,0,173,478,47,60,14,5,609,104,9,3,3,0,115,3298,506,688,105,88,4687,604,56,82,26,60,828,49942,5292,5530,1128,676,62565
LGA21670,22,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,8,0,3,0,0,15,3,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,97,4,8,5,0,112,6,0,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,37,3,8,0,7,56,115,3,13,8,8,144,3332,212,376,106,75,4102
LGA21750,48,0,3,0,0,50,12,0,0,0,0,11,3,0,0,0,0,6,21,0,0,0,0,21,33,0,0,0,0,37,8,0,0,0,0,17,3,0,0,0,0,3,170,19,33,9,3,240,11,0,0,3,0,15,25,0,0,0,0,30,11,0,0,0,0,15,231,20,13,6,10,280,126,15,31,8,9,186,7289,562,984,289,144,9265
LGA21830,40,0,0,3,0,39,3,0,0,0,0,3,9,0,0,0,0,8,12,0,0,0,0,12,29,0,0,0,0,34,3,0,0,0,0,5,3,0,0,0,0,3,96,3,25,8,0,132,10,0,0,3,0,12,14,0,3,0,0,18,10,0,0,0,0,7,108,9,11,5,3,146,93,11,29,9,7,151,4718,508,1062,355,126,6758
LGA21890,602,4,14,5,11,627,104,6,13,3,0,128,123,6,7,0,0,135,169,20,14,0,4,214,515,26,26,4,9,574,141,17,16,3,3,176,105,12,15,3,3,137,1182,86,115,12,12,1407,133,13,27,0,0,178,934,88,113,27,18,1180,53,3,3,0,0,58,2319,168,198,27,40,2759,539,61,67,22,43,731,40801,3572,3839,648,558,49419
LGA22110,73,0,3,3,0,85,3,0,0,0,0,4,6,0,0,0,0,6,37,3,3,0,0,46,29,3,0,0,0,30,11,0,3,0,0,10,0,0,0,0,0,0,396,37,79,19,9,535,31,0,6,0,0,37,24,0,5,0,0,36,8,0,0,0,0,9,161,12,33,9,8,217,328,26,42,26,22,440,11970,1058,1778,583,300,15681
LGA22170,391,11,22,6,7,432,69,15,17,3,0,101,52,8,3,0,0,69,261,35,20,3,0,325,408,31,23,3,6,472,67,10,13,0,0,87,29,3,4,0,0,34,2025,320,251,49,20,2671,111,16,15,3,0,138,262,23,32,12,3,332,68,0,5,0,0,71,1289,164,171,55,26,1705,404,53,48,7,32,538,32857,3568,3222,653,415,40714
LGA22250,29,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,54,6,8,6,3,72,4,0,0,0,0,5,15,0,0,0,0,14,0,0,0,0,0,0,48,0,3,0,0,56,66,17,11,3,10,115,2924,406,496,209,78,4106
LGA22310,468,6,3,5,0,482,143,47,65,9,0,266,93,13,12,3,0,125,604,167,162,20,11,966,534,33,30,3,4,604,118,12,18,12,3,159,50,6,10,0,0,69,1167,135,174,22,13,1512,233,22,30,3,0,287,283,28,45,8,4,378,71,7,3,0,0,83,2490,499,557,81,40,3671,235,44,34,12,27,349,29146,3900,3953,662,315,37975
LGA22410,58,0,0,0,0,61,7,0,0,0,0,7,0,0,0,0,0,0,23,0,6,0,0,27,24,0,0,0,0,24,5,0,0,0,0,8,3,0,0,0,0,4,153,7,16,4,5,181,14,0,0,0,0,15,14,3,3,0,0,21,7,3,0,0,0,10,100,4,6,3,3,115,130,19,23,12,9,192,5692,422,830,318,108,7374
LGA22490,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,7,6,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,4,85,15,24,9,0,134,3,0,0,0,0,7,3,0,3,0,0,7,4,0,0,0,0,4,51,7,6,6,0,58,55,8,21,0,3,84,2213,406,536,218,57,3421
LGA22620,205,4,3,0,0,217,6,0,3,0,0,9,17,0,0,0,0,22,128,7,9,3,0,148,76,11,8,0,0,96,63,0,3,4,3,69,8,3,0,0,0,8,818,72,89,16,14,1014,81,3,6,9,3,99,112,11,6,0,0,128,22,0,0,0,0,23,559,24,20,11,8,624,604,55,68,16,38,788,38424,2627,2807,677,500,45035
LGA22670,1622,17,20,3,17,1680,323,43,33,3,7,412,239,14,12,0,0,260,647,57,26,4,0,734,2978,254,198,47,37,3510,251,10,14,3,5,285,262,49,27,8,0,344,3578,218,87,16,35,3943,213,10,6,0,0,230,3061,311,414,85,40,3910,146,0,3,0,4,152,8842,684,716,153,146,10541,1037,80,62,17,73,1271,86281,5892,3850,900,986,97913
LGA22750,621,10,10,7,11,651,115,13,5,0,0,128,82,8,11,0,0,104,304,21,29,3,0,358,248,17,11,3,0,282,141,11,9,9,0,167,31,11,0,4,0,41,3466,258,324,54,29,4132,245,16,24,6,3,289,259,26,47,22,3,357,92,3,7,0,0,98,1961,125,157,38,39,2322,1151,87,82,17,79,1424,81684,5835,5975,1230,911,95635
LGA22830,216,0,4,0,3,224,13,3,0,0,0,20,25,3,0,0,0,27,76,3,0,0,0,82,111,13,3,7,0,130,40,5,3,0,0,50,33,3,5,3,0,49,502,27,33,4,4,564,51,3,0,0,0,59,55,8,10,0,3,75,23,0,0,0,0,24,743,53,55,14,16,884,415,27,52,21,29,545,23044,2019,1839,617,352,27867
LGA22910,45,0,0,0,0,50,0,0,0,0,0,3,3,0,0,0,0,3,11,3,3,0,0,13,9,0,0,0,0,10,7,0,0,0,0,10,0,0,0,0,0,0,139,27,43,11,7,215,18,3,11,0,0,27,10,0,0,0,0,11,0,0,0,0,0,4,96,12,20,5,3,136,79,11,10,17,7,122,3202,410,759,227,82,4688
LGA22980,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,17,3,3,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,66,3,0,0,0,74,37,0,9,4,0,55,1470,162,320,189,26,2171
LGA23110,846,6,9,4,4,869,96,15,9,0,0,117,75,6,6,0,0,89,121,16,11,3,0,147,320,9,11,0,0,341,91,14,8,3,0,120,68,4,7,0,0,83,1126,101,102,14,12,1352,77,9,14,3,0,102,1138,45,57,15,9,1263,23,0,0,3,0,26,2034,141,138,24,34,2378,391,33,38,12,38,508,29856,2387,2186,411,365,35197
LGA23190,49,0,0,0,0,54,3,0,0,0,0,3,0,0,0,0,0,0,23,5,3,0,0,30,14,0,0,0,0,12,10,0,0,0,0,6,8,0,0,0,0,12,98,12,16,4,0,130,14,0,3,0,0,11,6,0,0,0,0,4,5,0,0,0,0,5,89,8,9,0,4,106,119,11,10,3,3,149,7319,608,678,282,104,8991
LGA23270,1367,20,25,5,13,1431,176,11,4,0,0,201,175,10,12,0,0,192,289,12,13,3,0,317,1330,74,75,22,22,1522,213,7,3,0,0,227,900,230,195,45,32,1398,2182,132,97,13,13,2432,184,14,3,0,0,198,1725,65,66,14,24,1893,88,6,0,5,0,103,4711,344,279,66,72,5470,1239,101,74,21,97,1528,78483,5655,4120,884,1068,90209
LGA23350,12,0,0,0,0,15,3,0,3,0,0,8,3,0,0,0,0,3,10,0,0,0,0,13,0,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,102,16,18,10,0,143,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,41,6,8,11,0,69,78,6,10,10,6,114,3404,399,658,249,83,4795
LGA23430,880,14,25,3,5,919,203,48,41,12,3,309,145,7,3,3,0,161,564,94,45,7,8,724,1228,52,61,14,10,1363,241,7,16,3,9,274,115,26,20,7,3,165,2707,288,249,38,26,3309,181,29,20,8,3,234,1636,64,107,26,20,1851,94,6,3,0,0,101,4478,495,399,80,78,5526,683,67,43,14,43,850,60957,6192,4462,940,663,73211
LGA23670,713,15,20,3,11,761,166,25,20,3,0,208,207,22,22,3,0,252,510,49,28,7,0,589,1123,102,75,15,16,1325,200,6,14,7,0,225,57,7,6,0,4,69,2606,246,210,41,22,3116,166,14,9,3,0,198,769,41,57,9,7,888,79,4,5,0,0,86,2996,216,203,45,51,3512,528,66,44,17,38,696,56559,4941,3900,831,610,66838
LGA23810,145,8,6,4,0,166,21,6,0,0,0,29,13,3,0,0,0,16,78,5,0,0,0,91,70,18,3,0,0,89,29,5,0,0,0,30,5,0,0,0,0,9,713,44,50,17,9,839,46,4,0,0,0,53,37,12,10,3,0,61,22,0,0,0,0,23,382,28,41,6,6,467,455,26,23,12,23,548,24533,1375,1477,345,317,28046
LGA23940,34,0,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,32,6,7,0,0,45,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,4,7,3,0,30,39,6,19,13,3,74,1570,235,495,277,57,2643
LGA24130,60,0,0,0,0,62,6,0,0,0,0,6,10,0,3,0,3,14,32,4,3,0,0,41,36,4,0,0,0,49,20,0,0,0,0,23,7,0,0,0,0,4,374,69,105,14,7,579,28,9,9,3,0,48,31,6,8,0,0,42,9,0,0,0,0,8,214,25,38,8,5,292,185,20,45,11,15,279,9714,1312,1532,415,180,13147
LGA24210,222,4,9,3,0,239,35,4,4,0,0,41,126,12,14,5,0,153,233,28,46,5,0,318,281,19,17,3,0,321,73,7,7,3,0,93,26,7,11,0,0,45,665,107,103,16,9,897,69,4,7,6,0,86,219,19,24,16,0,283,31,0,4,0,0,36,969,158,154,33,16,1326,199,30,29,3,17,283,22752,3147,2545,632,252,29330
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,95,17,22,8,4,139,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,44,6,9,6,0,58,66,10,18,3,6,106,2210,315,453,191,40,3214
LGA24330,816,15,19,6,5,854,130,7,10,0,0,152,86,13,4,0,0,103,126,6,5,0,0,142,310,10,3,0,5,333,110,8,12,5,0,139,76,17,5,0,3,105,957,62,70,11,0,1099,119,7,15,3,0,145,1995,328,299,81,29,2725,46,0,0,0,0,45,2540,165,243,36,55,3027,398,33,30,12,46,519,32341,2283,2257,395,390,37665
LGA24410,409,11,4,3,0,424,74,12,9,0,3,101,79,12,6,0,0,101,278,35,20,3,0,332,401,22,14,5,0,439,104,10,5,6,0,124,27,4,4,0,0,40,1647,208,143,22,13,2021,136,8,17,3,0,155,315,15,35,4,3,380,57,0,3,3,0,61,1640,124,120,27,29,1947,400,22,28,11,22,490,35626,3383,2836,561,368,42780
LGA24600,6548,49,56,10,44,6707,1031,42,56,4,12,1145,2244,68,46,4,8,2376,3573,137,87,6,10,3810,6320,122,83,10,41,6582,1492,49,39,10,9,1606,736,64,44,15,17,874,18586,664,581,37,77,19941,2677,84,95,5,24,2891,6062,215,157,70,58,6569,628,20,13,0,6,665,26149,773,718,96,231,27972,3461,184,137,41,224,4048,406769,14529,10960,1694,2934,436884
LGA24650,459,23,21,5,9,517,40,16,16,0,0,67,48,13,5,0,0,59,87,11,8,0,0,111,178,34,32,4,3,252,51,10,6,0,3,69,44,11,4,3,3,68,663,45,65,9,5,795,42,0,4,0,3,49,287,39,37,16,3,393,28,3,4,3,7,36,1098,167,193,36,19,1508,241,35,37,10,18,347,20170,2020,1966,447,300,24909
LGA24780,108,0,3,0,0,113,9,0,0,0,0,10,6,0,0,0,0,8,50,3,0,5,0,59,53,0,0,0,0,60,12,0,3,0,3,22,24,9,5,10,0,50,368,21,33,13,8,434,28,3,3,0,0,31,72,4,0,0,0,78,6,0,0,0,0,10,430,31,23,5,11,500,329,40,49,30,24,460,15381,1412,1569,671,285,19322
LGA24850,74,0,0,0,3,79,4,0,0,0,0,7,7,0,0,0,0,6,26,3,0,0,0,29,22,0,3,0,0,25,5,0,0,0,0,12,3,0,3,0,0,5,271,22,21,16,8,339,17,0,0,0,0,18,12,3,0,3,0,14,13,0,0,0,0,10,150,19,18,4,4,201,213,21,33,8,21,290,8870,758,883,275,208,10991
LGA24900,69,3,0,0,0,74,0,0,0,0,0,0,3,0,0,0,0,5,13,0,3,0,0,17,10,0,0,0,0,9,14,0,0,0,0,18,0,0,0,0,0,0,157,14,21,13,0,206,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,139,7,15,0,3,170,191,22,48,13,22,298,7800,895,1149,519,173,10542
LGA24970,1233,17,13,7,11,1284,337,31,47,3,0,413,506,29,26,6,3,573,886,63,40,9,4,1010,2700,145,141,39,24,3043,263,17,25,3,0,299,159,21,16,5,0,206,3935,198,148,18,24,4332,411,17,20,3,0,452,1565,113,94,26,23,1812,169,9,3,0,0,178,6136,412,354,68,64,7031,829,57,58,9,54,1006,92353,6155,4512,1051,784,104862
LGA25060,442,4,12,0,0,469,55,8,11,0,0,74,60,13,5,0,0,78,102,10,8,0,0,121,292,13,10,4,0,329,157,8,20,0,0,192,89,29,19,9,4,149,746,113,81,10,3,951,100,12,11,0,0,122,650,71,100,25,11,862,27,4,0,0,0,32,1487,138,165,44,29,1865,384,49,41,6,33,517,29666,3291,2775,596,398,36722
LGA25150,39,3,0,0,0,44,8,0,0,0,0,6,3,3,0,0,0,11,14,3,3,0,0,14,35,4,3,0,0,39,13,3,3,0,0,19,6,0,0,0,0,6,163,32,35,15,0,247,8,0,4,0,0,13,80,0,4,3,3,95,3,0,0,0,0,3,149,15,21,9,0,190,68,20,17,4,6,109,4798,728,689,287,101,6600
LGA25250,515,8,7,3,6,531,58,3,11,0,0,74,71,10,3,0,0,83,88,5,20,3,0,120,329,29,28,9,3,398,103,10,13,3,3,133,250,85,71,24,8,444,767,92,145,10,7,1020,130,14,29,6,0,177,560,66,91,14,12,746,27,0,4,0,0,34,2167,214,238,34,44,2697,457,52,70,13,44,637,30449,3533,4194,647,472,39293
LGA25340,264,3,6,5,5,283,38,3,11,0,0,62,27,4,6,0,0,40,176,31,31,4,3,251,119,12,10,0,0,148,92,8,21,3,0,128,18,7,0,0,0,29,2658,445,524,99,43,3763,129,28,19,11,0,185,69,14,15,9,0,108,49,4,0,0,0,51,1032,115,137,34,19,1337,570,79,100,18,50,814,37512,5069,5227,1084,573,49461
LGA25430,49,0,0,0,4,52,0,0,0,0,0,3,3,0,0,0,0,3,10,5,5,3,0,16,6,0,3,0,0,9,11,0,3,0,0,14,0,0,0,0,0,0,144,17,53,9,0,226,6,4,3,0,0,14,3,0,0,0,0,3,0,0,0,0,0,4,171,8,14,3,3,195,120,16,18,9,6,172,5253,413,906,200,100,6878
LGA25490,42,0,0,0,0,42,9,0,3,0,0,9,0,0,0,0,0,0,13,3,0,0,0,21,33,0,0,0,0,36,8,0,0,0,0,10,5,0,0,0,0,8,115,9,19,8,0,153,6,0,0,0,0,5,15,0,0,3,0,21,3,0,0,0,0,6,110,6,7,0,3,130,69,17,23,4,5,133,4001,443,989,336,75,5851
LGA25620,17,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,6,15,4,0,0,0,16,8,0,0,0,0,4,3,0,0,0,0,9,0,0,3,0,0,0,98,20,23,15,4,161,8,0,8,0,0,21,0,0,0,0,0,7,0,0,0,0,0,4,43,3,4,3,0,62,62,15,18,8,0,105,2770,419,604,237,64,4096
LGA25710,41,0,3,0,0,44,10,3,3,0,0,16,11,3,3,0,0,18,61,6,11,0,0,86,53,6,11,0,0,71,27,0,6,0,0,40,4,4,3,0,0,13,362,114,99,20,6,598,23,11,4,0,0,43,40,3,8,3,0,54,10,0,3,0,0,19,210,38,49,8,0,308,87,30,27,10,14,164,9261,1889,1700,326,126,13305
LGA25810,35,0,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,12,13,3,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,71,13,8,9,0,95,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,4,97,3,13,3,0,120,70,10,12,5,5,111,3758,327,476,236,75,4868
LGA25900,891,21,13,9,8,938,207,21,39,3,0,277,279,14,12,0,0,303,668,93,43,6,3,806,963,35,25,3,10,1039,254,15,30,4,0,303,123,9,14,0,3,150,3193,376,245,29,14,3857,447,54,43,3,3,560,861,57,51,18,9,1002,93,5,0,0,0,107,4753,403,327,51,56,5588,498,71,39,8,46,669,63838,6428,4283,722,562,75840
LGA25990,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,14,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,16,31,13,8,12,6,59,1294,185,272,219,46,2005
LGA26080,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,30,7,8,3,0,53,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,20,13,3,0,0,0,25,973,114,139,34,12,1279
LGA26170,48,0,0,0,0,53,6,0,0,0,0,4,0,0,0,0,0,3,20,3,3,3,0,32,18,0,3,3,0,21,7,0,0,0,0,11,0,0,0,0,0,0,238,26,36,18,7,321,12,4,11,0,0,30,15,0,4,0,4,26,3,0,0,0,0,6,106,15,29,3,0,156,158,25,50,17,10,258,7344,795,1762,535,142,10577
LGA26260,21,0,0,0,0,19,6,0,0,0,0,7,4,0,0,0,0,4,21,0,3,0,0,25,13,0,0,0,0,10,3,0,3,0,0,8,0,0,0,0,0,0,122,8,19,5,5,161,18,0,0,0,0,19,4,0,0,0,0,9,3,0,4,0,0,6,55,0,7,0,0,63,132,12,33,16,6,195,5221,414,995,394,118,7137
LGA26350,592,11,11,3,9,619,147,41,29,4,5,220,176,19,18,0,0,213,452,73,52,12,0,595,702,29,20,0,9,764,257,23,15,4,3,300,62,7,12,0,0,84,1725,222,226,25,17,2211,275,26,26,3,4,333,494,55,45,14,10,616,90,7,3,0,0,98,3004,296,262,57,42,3659,406,50,40,10,31,542,44426,5305,4035,821,470,55061
LGA26430,22,0,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,5,6,0,0,0,0,7,4,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,69,6,26,3,3,107,4,3,3,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,38,6,10,3,0,56,64,3,14,0,7,92,2348,294,547,271,72,3533
LGA26490,48,0,3,0,0,57,6,0,0,0,0,5,8,0,0,0,0,5,24,9,5,3,0,44,18,0,0,0,0,16,21,0,0,0,0,17,4,0,0,0,0,4,234,54,57,21,3,379,20,10,6,3,0,38,9,3,0,0,0,9,9,0,0,0,0,11,143,17,18,6,7,192,84,13,31,13,3,147,6241,994,1226,369,104,8932
LGA26610,67,0,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,4,27,0,3,0,0,29,23,3,3,0,0,28,22,0,3,0,0,20,0,0,0,0,0,0,89,7,14,0,3,108,6,4,0,0,0,12,45,8,0,0,3,61,15,0,3,0,0,21,221,8,7,13,8,257,201,30,24,19,11,290,6815,725,743,391,175,8852
LGA26670,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,4,9,5,0,36,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,16,30,8,7,9,3,56,1183,182,428,181,36,2015
LGA26700,53,0,0,0,3,56,3,0,3,0,0,4,7,0,0,0,0,7,27,3,0,0,0,30,33,7,5,0,0,43,16,0,0,0,0,17,4,0,0,0,0,7,230,18,28,14,3,292,29,0,6,0,0,35,36,0,7,0,0,44,0,0,0,0,0,0,200,12,21,5,6,233,171,13,27,16,11,234,8824,838,1164,377,183,11383
LGA26730,67,0,7,0,0,71,4,0,0,0,0,6,16,0,3,0,0,18,44,8,3,0,0,56,89,0,4,0,0,102,20,3,3,0,0,28,6,0,0,0,0,10,330,15,28,3,3,378,19,0,0,0,0,27,43,3,4,0,0,53,12,0,0,0,0,11,259,23,29,3,11,318,150,12,22,9,9,195,10911,783,984,170,160,13000
LGA26810,92,0,0,3,0,94,17,0,0,0,0,18,9,0,0,0,0,14,52,3,0,0,0,56,34,3,0,0,0,39,16,0,0,0,0,15,3,0,0,0,0,3,427,24,47,23,5,524,32,3,3,0,0,39,34,4,11,0,0,46,13,0,0,0,0,16,178,10,18,9,0,220,265,23,58,30,29,410,13405,901,1813,560,242,16934
LGA26890,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,4,3,3,0,0,15,22,3,17,14,3,52,856,127,413,247,31,1677
LGA26980,674,9,15,4,7,709,161,15,15,0,0,189,318,18,29,0,0,370,497,30,25,3,0,555,1152,57,52,18,9,1281,152,9,18,3,0,179,48,9,7,4,3,69,2360,152,148,32,19,2715,250,14,20,4,0,289,744,65,80,16,9,911,113,9,5,0,3,128,3056,221,225,28,36,3559,496,37,29,16,34,612,59577,4938,4015,858,522,69914
LGA27070,750,3,19,4,11,789,79,8,9,0,0,95,105,0,3,0,0,119,187,20,16,3,3,226,751,71,64,8,17,910,108,4,4,4,0,126,173,47,24,3,4,251,1240,104,94,16,12,1474,101,3,11,0,0,119,1217,75,73,14,17,1401,75,4,0,0,0,82,2262,217,223,44,53,2802,655,74,64,18,55,870,46184,4197,3301,700,668,55053
LGA27170,127,0,3,0,3,133,5,0,0,0,0,5,5,0,0,0,0,5,55,0,4,0,0,56,48,0,0,3,0,56,16,0,0,3,0,25,5,0,0,0,0,6,410,22,30,4,7,466,41,0,0,0,0,42,18,3,0,0,0,24,12,0,0,0,0,12,323,14,18,6,5,366,254,10,14,6,12,296,15902,962,1007,203,161,18245
LGA27260,1548,41,46,13,9,1662,157,8,18,3,0,191,151,19,16,0,0,196,292,31,31,7,0,358,558,49,69,13,4,690,160,6,25,6,4,205,80,14,11,3,3,115,1841,120,135,15,18,2132,124,21,10,3,3,159,1320,73,66,25,19,1496,64,0,4,0,0,69,3753,355,498,69,84,4758,673,74,63,10,61,880,53192,4144,3862,798,700,62691
LGA27350,1008,12,9,0,3,1031,182,16,8,3,3,209,301,18,12,3,3,339,542,45,28,0,3,613,786,21,17,3,11,839,319,17,19,5,3,369,104,10,17,3,0,136,3137,293,229,40,27,3722,536,51,43,3,6,637,1432,143,143,24,22,1774,114,8,0,0,0,117,4376,223,275,47,57,4987,689,68,54,14,56,874,69346,5781,4686,637,681,81129
