LGA_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,12,0,0,0,8,9,0,0,0,9,3,0,0,0,4,10,0,3,0,9,3,0,3,0,9,5,4,3,0,14,3,0,3,0,10,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,51,17,9,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,6,0,3,0,0,3,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,4,3,0,0,5,14,25,5,0,39,50,221,16,8,296,151,105,17,12,282,195,81,7,4,289,158,92,19,9,277,194,129,11,6,334,295,183,9,12,502,336,186,11,9,544,365,198,21,18,595,350,229,28,6,613,217,175,28,5,434,91,105,14,7,212,19,45,3,5,74,22,21,4,9,53,2436,1775,196,100,4501,0,3,0,0,3,4,0,0,0,5,3,0,0,0,3,0,7,0,0,9,0,0,0,0,3,8,9,0,0,15,8,3,0,0,11,3,0,0,0,3,3,3,0,0,5,0,3,0,0,3,0,3,0,0,9,0,0,0,0,0
LGA20260,0,3,0,0,3,0,5,0,0,5,0,3,0,0,5,0,4,0,0,3,0,0,0,0,0,0,5,0,0,5,3,3,0,0,8,4,3,0,0,6,0,3,0,0,4,3,3,0,0,6,0,4,0,0,3,0,0,0,0,3,0,3,0,0,0,9,37,3,5,59,92,182,11,6,293,174,134,14,9,327,285,111,20,9,421,233,102,15,10,367,299,111,14,4,433,303,122,17,3,443,384,165,10,5,573,370,151,21,10,550,316,175,35,9,531,249,152,22,7,429,96,98,21,4,216,24,38,8,0,80,34,24,5,10,78,2869,1574,213,79,4735,0,3,0,0,6,3,0,0,0,8,3,0,0,0,6,7,0,0,0,9,4,4,0,0,8,3,3,0,0,8,5,6,0,0,11,6,0,0,0,3,3,0,0,0,7,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0
LGA20570,4,21,3,5,39,3,32,3,3,47,5,32,0,0,37,3,29,4,0,35,16,24,3,3,41,21,31,6,0,55,18,27,3,0,48,25,30,4,0,63,23,24,4,0,50,13,22,3,0,36,0,17,3,0,21,0,0,0,3,5,3,6,0,6,16,130,294,41,19,481,467,2144,101,81,2794,2166,2199,157,135,4655,3012,1353,188,66,4622,2687,1389,264,74,4419,2651,1550,174,58,4430,2946,1645,138,58,4786,3100,1563,122,69,4855,3116,1525,163,64,4868,2649,1469,185,59,4356,1504,1177,153,50,2882,437,623,76,29,1166,96,217,23,10,342,57,98,9,22,182,24882,16955,1745,775,44360,9,26,0,0,33,22,23,4,9,53,32,16,3,3,57,24,25,4,0,54,29,21,5,3,53,43,27,0,3,74,40,23,4,4,67,51,24,3,6,83,39,23,3,0,60,25,23,8,0,54,8,21,0,4,32,4,5,0,0,9
LGA20660,0,11,0,0,8,0,15,0,0,11,8,14,0,0,24,13,16,3,0,27,10,7,0,0,22,13,23,3,3,39,20,13,4,3,45,15,27,5,0,49,20,15,3,0,41,4,12,4,0,29,7,7,0,0,15,0,9,0,0,7,0,8,0,3,18,116,170,27,19,327,224,1788,54,36,2099,1515,2022,104,69,3705,2871,1219,154,70,4314,2713,1241,284,70,4308,2252,1468,148,82,3952,2373,1710,116,74,4276,2607,1762,105,55,4528,2468,1562,113,50,4193,2180,1524,152,58,3916,1394,1223,126,29,2763,477,683,67,22,1249,131,260,17,10,412,41,123,11,15,187,21237,16591,1437,640,39911,3,26,0,3,29,22,7,0,3,32,38,9,3,5,52,21,16,3,6,49,29,23,0,0,50,28,25,3,4,57,41,22,0,8,71,36,15,0,0,53,35,9,0,4,47,24,19,0,3,46,8,13,0,0,26,0,4,0,0,6
LGA20740,0,4,0,0,10,0,3,0,0,3,0,4,0,0,4,0,6,0,0,9,3,6,0,0,11,0,3,0,0,8,4,7,3,0,16,0,3,0,0,8,0,12,3,0,9,3,5,0,0,6,0,0,0,0,4,0,3,0,0,9,0,10,0,3,10,21,63,6,6,99,79,476,48,23,626,315,324,37,25,695,454,261,49,13,779,433,335,53,19,840,461,327,40,9,841,578,403,37,16,1036,668,431,46,10,1158,581,471,58,11,1120,583,516,70,11,1176,334,443,73,17,870,134,223,38,14,413,53,103,6,3,168,33,63,10,5,122,4709,4379,561,186,9834,0,8,0,0,8,3,5,0,0,5,0,3,3,0,7,3,5,0,0,11,6,5,0,0,10,10,6,0,3,23,16,6,0,0,25,12,10,0,0,28,9,5,0,0,15,5,7,0,0,15,3,0,0,0,6,0,0,0,0,3
LGA20830,0,7,0,0,9,0,4,0,3,11,0,9,0,0,13,0,6,0,0,9,0,5,3,0,11,0,10,0,0,8,4,11,3,0,20,8,10,0,0,14,4,11,0,0,12,4,4,3,0,16,0,5,0,0,7,4,4,0,0,11,3,11,3,0,15,43,90,12,6,157,185,842,28,31,1079,827,673,42,30,1572,1032,428,58,38,1561,963,504,82,31,1581,861,546,61,27,1498,982,543,46,24,1594,1068,621,35,37,1764,1020,576,46,33,1687,896,542,64,18,1530,581,490,57,21,1143,244,262,32,16,550,113,133,18,5,270,64,98,3,8,176,8828,6262,579,330,16000,4,8,0,0,9,12,10,0,3,26,7,3,3,0,15,14,3,0,0,18,10,10,0,0,20,14,11,3,0,25,13,13,0,3,24,15,12,0,0,26,19,11,0,0,28,6,10,0,3,19,3,6,0,0,12,3,0,0,0,6
LGA20910,0,9,0,0,6,4,3,0,0,4,7,5,0,0,10,0,9,0,0,11,0,6,0,0,4,11,7,0,0,20,6,7,0,3,21,9,10,0,0,18,10,14,0,0,32,3,8,0,0,14,3,9,0,0,15,0,7,0,0,7,0,11,0,4,14,54,110,8,9,189,133,1256,62,29,1476,998,1736,68,64,2869,1909,869,77,53,2904,1963,772,124,54,2914,1594,937,87,54,2667,1705,1203,72,39,3022,1918,1374,56,41,3391,1964,1199,58,37,3259,1536,1079,79,52,2736,923,924,60,25,1939,387,718,46,21,1160,104,334,20,12,461,41,171,7,16,230,15189,12556,808,489,29036,0,16,0,0,12,13,15,0,3,32,11,13,0,3,21,13,11,3,0,22,20,6,0,0,27,24,12,3,0,39,29,12,0,4,44,16,11,0,3,31,9,12,0,0,24,8,9,0,3,19,11,11,3,0,23,0,12,0,0,15
LGA21010,0,5,0,0,7,0,8,0,0,12,0,3,0,0,4,0,0,0,0,0,0,4,3,0,5,3,3,0,0,3,3,5,0,0,5,3,3,0,0,9,0,3,0,0,5,0,0,3,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,37,8,3,63,45,208,14,12,276,204,134,22,9,370,221,96,10,7,337,238,100,26,7,375,228,136,9,6,376,266,163,17,7,450,340,176,14,8,544,379,184,34,6,607,361,226,38,11,637,230,207,23,11,476,113,116,17,4,253,36,46,5,3,89,29,37,8,6,72,2692,1832,231,92,4849,0,6,0,0,6,0,0,0,0,6,9,0,0,0,9,3,3,0,0,5,3,0,0,0,4,0,8,0,0,6,0,3,0,0,7,6,0,0,0,5,3,3,0,0,5,4,0,0,0,7,3,0,0,0,4,0,0,0,0,3
LGA21110,0,13,0,0,13,0,25,0,0,27,11,26,0,0,36,15,24,5,0,45,16,31,3,3,59,25,30,3,3,57,25,34,8,4,69,16,37,0,0,58,11,30,6,0,46,7,29,8,0,48,9,32,0,0,46,3,14,0,0,21,4,15,3,3,26,148,352,42,21,557,214,2462,97,62,2839,2550,3946,171,171,6832,5951,2232,222,136,8541,6057,2034,380,128,8599,4923,2079,287,102,7393,4910,2471,142,109,7636,4938,2525,127,104,7689,4469,2307,134,102,7003,3722,2174,163,58,6118,2224,1844,149,48,4264,912,1370,95,51,2428,292,611,42,21,972,102,327,20,22,474,41269,26391,2023,1100,70786,6,21,0,5,30,15,43,5,3,63,54,13,5,3,76,48,19,3,10,74,49,21,4,7,74,46,22,0,3,77,77,36,0,5,116,59,15,0,0,75,44,18,0,0,65,22,19,0,0,45,12,20,0,0,36,6,15,0,0,21
LGA21180,3,21,0,0,26,9,27,0,0,38,15,25,3,0,38,13,19,3,0,36,18,25,0,3,50,28,27,5,3,64,29,34,10,3,72,37,39,4,0,83,22,31,10,3,57,17,21,9,0,42,9,13,0,0,27,3,9,4,0,12,0,5,0,3,16,194,290,53,25,566,428,2430,97,100,3053,2753,2849,132,185,5914,5151,1877,199,183,7412,5581,1922,251,193,7941,5103,1865,207,136,7314,5199,2055,163,165,7576,5253,1993,126,161,7536,4656,1786,151,141,6729,3875,1663,177,123,5836,2130,1166,135,45,3482,655,630,61,24,1377,146,203,12,13,378,55,83,3,13,159,40986,20517,1720,1483,64710,8,24,3,0,27,39,25,0,4,70,40,12,0,11,64,48,18,6,4,74,69,25,0,7,99,58,33,0,6,104,64,19,0,7,96,65,32,0,0,100,47,27,3,0,82,41,21,4,4,68,12,18,5,0,30,0,3,0,0,3
LGA21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,9,3,0,18,10,101,3,3,114,89,39,4,4,137,100,37,11,0,147,101,44,9,3,159,94,53,0,0,151,121,87,8,3,217,172,84,9,7,275,180,92,6,7,285,215,101,16,3,339,151,75,19,3,247,63,54,9,4,133,23,22,3,0,47,19,14,3,5,44,1343,807,95,42,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,4,0,3,0,0,4,3,4,0,0,4,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0
LGA21370,0,8,0,0,14,4,15,0,0,19,0,4,0,0,10,0,3,0,0,8,0,11,6,0,12,5,8,0,0,15,6,3,0,0,10,5,13,0,0,13,4,11,4,0,17,5,5,3,0,15,4,4,0,0,7,0,4,0,0,4,3,8,3,0,13,34,95,17,5,154,258,676,43,44,1016,732,372,41,33,1172,840,308,55,20,1228,776,369,60,23,1236,709,399,46,20,1183,1021,505,48,24,1604,1142,507,46,36,1731,1190,554,62,30,1837,1103,559,86,30,1779,661,485,66,24,1234,238,251,42,8,539,82,112,5,18,218,54,87,3,18,162,8797,5181,621,324,14928,0,7,0,0,10,3,3,0,3,7,10,5,0,0,15,12,10,0,0,23,19,8,0,0,28,19,10,0,3,24,27,3,0,0,26,15,16,0,0,32,17,4,0,0,26,5,16,0,5,27,10,4,0,4,17,0,0,0,0,3
LGA21450,3,13,0,0,19,8,14,0,3,25,3,7,0,0,11,9,10,3,0,25,3,8,3,0,17,6,18,0,0,24,10,19,5,0,32,11,17,0,3,26,9,6,0,0,17,9,14,0,0,20,0,3,0,0,10,7,4,0,0,8,3,11,0,4,16,62,150,22,8,247,329,1430,56,45,1858,1233,1098,53,58,2444,1580,645,80,66,2373,1511,785,121,53,2467,1372,846,63,44,2324,1445,912,40,41,2433,1631,869,51,35,2584,1408,734,61,38,2242,1192,678,70,38,1978,668,590,43,27,1334,242,313,36,12,600,93,149,7,9,255,60,85,9,4,155,12756,9129,690,475,23050,0,9,0,0,15,3,9,0,4,17,11,9,0,3,27,13,7,4,0,28,16,10,0,4,25,16,4,0,0,20,20,13,0,3,42,10,18,0,4,34,21,6,3,4,36,7,4,0,0,14,4,5,0,0,15,0,0,0,0,3
LGA21610,5,27,3,0,30,10,31,3,0,45,8,25,3,0,32,13,35,3,0,47,17,39,7,0,56,20,34,8,0,59,28,38,6,4,74,21,26,5,0,54,15,33,3,3,53,21,33,7,3,58,9,10,0,0,19,0,8,0,4,16,8,10,3,0,21,164,349,46,22,572,594,3531,135,101,4366,2896,3171,154,157,6381,4432,1829,213,156,6625,4376,2181,329,140,7031,3873,2330,192,111,6510,4003,2497,136,124,6753,4311,2450,140,101,7005,3860,1969,153,126,6107,3041,1805,182,85,5106,1733,1402,136,68,3339,575,678,74,21,1344,156,257,28,15,461,58,126,5,14,209,33911,24227,1862,1232,61236,3,24,3,4,36,32,34,4,8,79,42,17,0,3,62,53,20,5,8,83,38,23,0,4,70,42,29,0,5,84,52,37,0,7,93,67,23,3,8,100,41,28,3,8,78,27,22,0,0,51,3,5,3,0,13,6,4,0,3,11
LGA21670,0,6,0,0,3,3,5,0,0,7,0,3,0,0,9,3,5,0,0,9,0,3,0,0,4,0,3,0,0,7,0,10,0,0,8,0,7,3,0,8,3,3,0,0,5,0,0,0,0,4,0,3,0,0,3,0,0,0,0,4,0,3,0,0,5,19,52,10,0,81,44,204,13,10,266,161,141,10,11,320,189,99,12,6,314,158,120,10,7,298,169,111,15,6,300,241,138,15,4,398,279,188,12,11,481,309,173,15,10,505,245,185,25,11,467,184,159,19,6,365,60,86,9,3,157,10,36,3,0,52,10,20,7,3,41,2057,1658,156,90,3959,0,3,0,0,3,0,0,0,0,4,5,4,0,0,8,6,0,0,0,6,0,0,0,0,7,5,9,0,0,10,0,6,0,0,15,3,3,0,0,4,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA21750,0,5,0,0,5,0,5,0,0,5,0,3,0,0,3,0,6,0,0,4,0,3,0,0,6,0,6,0,0,3,4,4,0,0,7,4,4,0,0,11,0,7,0,0,9,4,9,3,0,19,3,0,0,0,6,0,3,0,0,3,0,6,0,3,12,24,57,8,3,92,124,398,16,13,548,442,315,30,32,815,589,257,32,25,903,550,275,59,13,905,495,308,20,11,840,547,287,22,17,870,600,323,27,9,960,619,327,41,13,1004,551,310,60,19,941,332,275,36,13,654,162,167,23,3,355,60,76,9,0,146,43,42,4,3,95,5106,3359,399,173,9041,0,7,3,0,11,3,4,0,0,6,4,0,0,0,6,4,7,0,0,10,14,4,0,0,20,8,8,0,0,13,10,3,0,0,12,6,7,0,0,15,10,5,0,0,16,5,8,0,0,13,0,0,0,0,0,0,4,0,0,4
LGA21830,0,3,0,0,3,0,3,0,0,9,3,0,0,0,4,0,0,0,0,3,3,3,0,0,6,4,3,0,0,10,3,0,0,0,3,0,3,0,0,5,0,9,0,0,9,0,3,0,0,9,3,4,4,0,10,0,0,0,0,0,0,3,0,0,3,14,39,4,6,62,66,304,27,19,418,280,219,23,17,536,377,145,27,20,569,325,160,24,15,518,363,152,16,9,544,403,225,10,8,648,534,212,16,11,768,555,214,40,15,819,459,216,33,10,724,304,182,24,6,518,130,126,15,7,279,85,59,10,5,157,37,35,7,5,83,3929,2250,269,147,6592,0,0,0,0,3,3,4,0,3,12,5,0,0,0,5,3,3,3,0,7,5,3,0,0,12,3,4,0,3,13,8,8,0,0,18,5,3,0,0,7,4,8,0,0,14,0,4,0,0,6,0,4,0,0,3,3,0,0,0,3
LGA21890,4,15,0,0,15,9,34,0,0,49,10,17,0,0,29,4,22,3,0,26,12,24,3,0,35,11,26,0,0,46,25,26,6,0,53,20,24,7,3,52,13,18,3,0,40,8,20,13,0,39,7,13,4,0,21,0,11,0,0,14,0,8,0,3,13,125,252,36,10,427,223,1894,70,80,2267,1865,2834,122,141,4958,3552,1883,195,151,5778,3734,1703,245,140,5817,3245,1727,189,94,5252,3220,1777,132,84,5215,3559,1726,114,100,5495,3173,1491,98,75,4842,2745,1370,108,50,4284,1573,1063,92,49,2770,546,539,47,26,1162,137,213,13,15,370,66,98,16,5,184,27634,18328,1438,1002,48398,5,16,0,0,26,15,23,0,5,43,33,25,0,10,70,32,19,0,5,55,36,21,3,7,66,35,32,3,6,77,39,14,0,6,61,55,24,0,3,85,24,19,3,3,46,24,16,3,3,44,3,7,0,0,12,4,3,0,0,9
LGA22110,0,16,0,0,16,0,13,0,0,12,4,13,5,0,20,0,5,0,0,8,0,4,0,0,6,3,7,0,0,10,8,9,0,0,16,3,17,3,0,23,4,18,9,0,31,4,9,0,3,16,0,9,0,0,13,4,4,0,0,10,4,10,0,3,12,37,121,23,14,196,183,630,37,31,883,615,370,53,20,1066,715,365,59,26,1161,682,443,80,12,1214,679,494,54,26,1249,820,527,61,31,1435,1033,612,49,20,1716,1059,653,96,44,1849,1052,735,96,29,1911,711,651,89,29,1480,275,388,50,24,739,103,145,28,10,292,70,92,13,19,204,8009,6108,775,325,15205,3,5,0,0,10,9,3,0,3,19,14,9,0,0,27,8,16,0,0,26,20,15,0,0,35,15,8,0,3,30,18,13,3,4,34,18,13,3,0,27,11,15,0,0,35,12,9,3,0,22,3,4,0,3,10,0,3,0,0,8
LGA22170,4,32,0,0,35,4,20,0,0,25,9,20,3,0,30,13,18,4,0,31,8,24,0,0,31,20,34,0,0,53,8,20,7,0,36,3,26,0,0,29,4,21,4,0,33,10,22,0,0,36,6,13,0,0,19,3,3,0,0,9,0,4,0,0,5,93,244,24,4,372,403,1934,67,54,2455,1926,1696,83,86,3792,2829,1044,161,74,4108,2666,1305,185,78,4239,2476,1390,151,68,4078,2624,1517,83,61,4279,2928,1550,83,75,4640,2687,1452,129,66,4328,2225,1320,126,57,3723,1311,1086,111,36,2551,434,622,58,23,1139,100,209,29,7,340,51,102,6,7,167,22652,15224,1272,701,39842,6,17,0,0,25,21,20,0,4,51,37,10,3,0,49,23,15,0,0,37,29,19,0,5,46,23,12,3,8,45,35,17,0,4,55,44,19,3,3,66,29,28,0,4,54,17,16,0,3,36,7,11,4,3,16,3,8,0,0,13
LGA22250,3,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,3,0,0,0,5,3,0,0,0,6,0,3,0,0,9,0,0,0,0,3,0,0,0,0,3,3,0,0,0,4,3,0,0,0,3,0,0,0,0,6,19,20,10,9,54,44,159,9,8,218,172,102,7,16,294,207,75,12,13,309,183,109,15,8,314,213,107,15,4,340,261,110,11,8,385,296,145,15,6,462,283,164,19,14,478,295,137,23,9,463,194,157,23,7,386,94,101,15,5,206,29,47,7,6,82,25,32,4,7,61,2290,1443,162,99,3994,0,3,0,0,5,0,5,0,3,4,3,0,0,0,9,0,3,0,0,3,3,0,3,0,8,0,0,0,0,4,3,0,0,0,8,6,4,0,0,6,7,5,0,0,10,0,0,0,0,4,4,4,0,0,10,0,0,0,0,0
LGA22310,0,13,0,0,10,0,17,0,0,20,7,11,5,0,17,5,11,3,0,19,3,13,3,0,20,8,8,0,0,24,15,12,0,0,27,7,21,3,3,25,8,15,6,0,32,5,16,0,3,27,3,16,3,0,20,0,17,0,0,14,4,8,0,4,19,69,166,25,19,282,157,1427,49,42,1680,1228,2220,95,69,3607,2557,1421,94,87,4161,2663,1392,188,78,4321,2200,1375,129,72,3776,2350,1543,71,70,4035,2394,1599,74,59,4125,2222,1373,66,43,3705,1865,1277,99,37,3283,1184,1154,89,38,2465,483,772,58,19,1330,145,336,29,11,522,63,174,7,16,265,19514,16063,1055,638,37275,0,16,0,3,15,13,14,3,4,31,27,15,0,3,42,25,16,0,4,45,12,14,4,3,28,23,18,0,4,44,26,18,0,0,47,28,15,0,0,44,31,19,0,0,44,24,12,0,3,43,14,14,0,0,23,3,4,0,0,8
LGA22410,0,4,3,0,5,0,6,0,0,6,0,3,0,0,8,0,4,0,0,4,0,0,0,0,6,3,4,0,0,5,0,3,0,0,8,3,4,0,0,12,3,4,0,0,8,3,0,0,4,6,4,4,0,0,7,0,0,0,0,0,0,3,0,0,10,23,46,9,9,87,91,344,16,12,464,262,238,21,26,548,330,159,26,21,532,372,167,36,15,587,376,204,26,14,607,424,251,16,8,701,539,239,29,17,821,618,281,32,18,949,510,253,39,12,819,337,208,40,14,599,143,136,21,9,312,59,59,3,3,127,45,42,3,8,101,4104,2578,303,168,7160,0,0,0,0,3,6,3,0,0,9,7,4,0,0,12,4,4,0,0,12,5,5,0,3,12,13,3,0,3,19,6,3,0,0,13,10,3,4,0,18,7,10,0,0,11,10,4,0,0,21,4,3,0,0,3,0,0,0,0,0
LGA22490,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,0,6,0,0,0,0,5,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,3,11,23,5,0,42,43,103,15,8,156,146,100,3,15,266,178,82,18,6,275,200,98,18,4,323,196,118,3,8,317,221,132,10,4,366,224,159,7,12,404,212,125,8,6,352,175,104,13,8,300,136,120,6,5,271,82,68,14,3,165,35,35,3,6,77,15,24,3,3,48,1855,1267,122,81,3330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,10,3,0,0,0,7,5,4,0,0,6,3,3,0,0,10,3,3,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3
