LGA_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
LGA18250,678,1809,1291,732,453,109,9,5077,226,369,320,174,96,33,7,1224,0,3,4,0,0,0,0,4,0,3,0,0,3,0,0,6,3,8,23,16,11,0,0,61,1267,3765,3982,3460,2325,701,98,15609,146,112,93,67,41,15,0,475,12,27,30,36,21,16,0,141,45,131,135,69,39,7,0,434,23,68,85,57,22,3,0,259,8,18,30,17,19,12,0,102,261,466,342,214,126,45,5,1471,2664,6779,6342,4856,3165,943,121,24866,186,363,271,152,107,23,0,1106,0,7,3,3,0,0,0,14,3,0,5,3,3,0,0,16,82,190,184,149,93,15,3,707,27,26,18,20,14,0,0,101,4,23,22,4,10,0,0,67,302,602,504,338,225,37,7,2011,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,13,17,19,11,5,0,0,69,10,0,4,0,3,0,0,19,3,8,4,0,0,0,0,17
LGA18350,17,13,3,8,0,7,0,50,17,3,0,8,3,0,0,44,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,754,1069,1108,1349,1103,354,50,5785,213,79,43,39,28,8,0,414,12,35,45,54,41,22,3,215,11,5,7,14,5,0,0,43,9,7,5,11,9,0,0,47,3,13,7,13,13,11,3,61,50,54,44,66,64,41,9,327,1079,1284,1272,1557,1274,445,68,6981,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18400,7,7,3,0,4,0,0,28,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,12,548,1001,1059,953,726,155,20,4463,148,54,33,29,16,3,0,290,19,49,84,64,53,17,3,290,9,4,3,7,7,0,0,29,5,0,4,0,0,0,0,12,0,6,9,10,3,0,0,30,34,29,18,33,29,20,3,168,790,1159,1223,1088,853,198,26,5332,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA18450,148,155,98,76,70,12,0,572,191,205,113,75,48,11,3,653,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,16,13,3,11,3,0,46,3557,5589,6271,6549,4642,840,103,27546,833,336,215,163,107,25,9,1682,35,106,132,159,117,32,3,587,53,89,59,78,73,4,0,362,54,80,102,119,53,10,0,418,12,30,40,54,39,20,3,195,263,310,206,195,133,39,13,1160,5152,6921,7257,7481,5297,1002,127,33236,36,39,21,26,14,4,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,23,25,19,3,0,96,8,3,3,0,4,0,0,26,6,3,6,8,4,0,0,27,60,70,56,56,40,10,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,3,0,0,25,8,14,10,3,0,0,0,30,3,6,3,0,3,0,0,16
LGA18500,150,291,136,83,47,20,4,734,99,139,72,41,38,4,0,389,0,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,7,3,3,3,0,37,435,1187,1044,920,674,294,73,4633,53,51,29,29,19,12,7,203,3,11,22,12,12,11,0,73,28,82,47,35,17,3,0,198,17,43,30,22,12,0,0,116,9,15,10,15,9,10,3,76,134,174,114,94,84,46,11,663,941,1998,1513,1258,919,391,106,7133,105,117,56,38,13,12,0,350,0,3,0,0,3,0,0,6,0,3,0,0,0,0,0,3,4,11,13,9,11,7,0,53,4,9,0,4,0,0,0,11,0,3,0,0,4,3,0,16,120,151,73,58,25,23,0,439,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,8,0,7,0,0,0,0,0,8,0,3,3,0,0,0,0,7
LGA18710,8,8,4,0,0,0,0,21,4,4,7,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,216,230,233,184,68,7,1049,29,8,3,5,9,0,0,52,3,6,9,17,11,11,0,56,0,4,0,3,3,0,0,14,0,0,0,3,0,0,0,9,0,6,4,7,3,0,3,21,14,16,12,18,35,18,3,110,163,272,269,293,241,95,19,1351,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,28,28,34,14,5,162,10,3,3,3,0,0,0,14,0,0,0,3,0,0,0,8,4,8,4,4,0,0,0,17,8,3,10,3,5,0,0,31,0,0,5,3,0,0,0,16,8,10,27,25,24,3,0,92,47,57,70,67,63,20,5,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,544,708,449,322,190,46,3,2258,197,247,140,110,89,32,8,816,9,13,11,7,3,0,0,46,8,8,6,5,0,0,0,22,11,80,83,104,100,38,4,413,9245,16766,17390,17199,12044,2693,251,75588,2657,1333,766,583,381,90,7,5816,489,1223,1645,2077,1751,518,36,7729,106,115,85,89,53,5,0,450,56,74,66,71,28,4,0,296,118,277,325,423,370,104,14,1631,189,199,176,212,217,69,7,1076,13626,21043,21143,21195,15224,3585,327,96151,194,216,110,81,61,27,0,689,0,3,6,0,0,0,0,13,0,0,3,0,0,0,0,7,74,97,86,87,62,18,0,419,62,29,12,18,10,0,0,138,14,22,17,10,0,3,0,67,345,366,235,202,130,52,0,1336,0,3,3,5,0,0,0,13,0,0,0,0,0,0,0,0,14,15,15,17,6,3,0,73,8,10,0,0,3,0,0,24,5,9,4,3,3,0,0,22
LGA19799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,21,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,3,0,3,0,0,0,10,3,16,10,11,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,143,195,267,377,324,80,12,1399,34,14,4,12,7,4,0,80,0,3,6,10,10,0,0,32,0,0,4,8,7,0,0,25,8,9,10,11,11,0,0,40,4,3,3,5,7,0,0,22,43,22,29,30,45,10,3,182,238,252,330,454,406,102,15,1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20260,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,168,312,352,442,349,81,14,1729,65,26,18,25,9,4,0,154,0,3,3,7,13,6,3,32,0,0,3,0,0,0,0,8,6,3,3,3,3,0,0,23,0,4,3,4,4,3,0,21,37,17,22,25,39,20,10,165,280,381,408,513,425,117,25,2144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20570,11,10,23,11,8,3,0,64,60,35,18,18,12,3,0,145,0,0,3,0,0,0,0,7,4,0,0,0,0,0,0,9,12,14,11,11,12,3,0,58,2089,3552,3665,3630,2767,607,78,16387,535,151,84,87,61,14,0,932,3,19,25,61,42,16,3,162,25,14,12,22,17,0,0,93,27,35,50,67,55,3,0,250,7,12,18,27,15,10,0,91,130,124,121,121,126,30,3,649,2899,3973,4031,4055,3115,691,93,18845,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,0,24,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,13,8,17,8,12,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,12,0,0,0,0,0,0,0,3
LGA20660,88,116,71,68,53,17,0,412,85,49,40,31,27,5,0,227,0,3,0,0,0,0,0,4,5,9,0,3,0,0,0,20,0,11,12,10,3,0,0,40,1314,2823,2652,2598,2066,572,52,12078,287,108,52,46,39,17,3,546,5,18,17,48,43,13,3,145,16,23,17,16,23,0,0,100,33,49,78,55,24,3,0,242,15,19,19,21,11,11,4,102,223,154,89,77,51,18,0,614,2071,3379,3055,2970,2341,662,69,14538,24,22,16,11,13,7,0,96,0,0,0,0,0,0,0,0,6,9,3,4,3,0,0,28,7,9,13,6,9,4,0,46,7,3,0,0,0,0,0,6,4,9,11,4,0,0,0,23,46,52,43,30,24,10,0,203,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,19,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7
LGA20740,0,0,0,0,3,0,0,4,5,0,5,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,8,290,551,667,766,641,156,31,3101,96,32,23,15,14,3,0,189,3,9,12,12,22,7,3,70,0,4,5,3,11,3,0,22,18,10,11,12,7,0,0,57,4,4,8,9,12,4,3,41,52,35,27,48,45,21,4,231,470,654,755,868,748,193,47,3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20830,25,56,41,36,20,0,0,182,12,5,0,3,0,0,0,27,0,0,0,0,0,0,0,0,8,34,12,7,0,0,0,62,0,5,3,0,0,0,0,9,734,1112,1069,1158,874,226,44,5223,191,56,28,19,23,5,0,323,7,21,15,21,30,10,0,118,8,16,11,5,4,0,0,45,4,23,13,25,5,0,0,72,3,5,14,12,15,10,3,57,54,62,50,54,67,38,7,335,1049,1392,1250,1348,1046,294,58,6441,8,3,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,12,0,11,8,9,3,0,0,36,6,0,0,4,0,0,0,10,0,3,3,0,0,0,0,3,17,24,21,19,9,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA20910,125,148,76,58,35,14,3,454,25,31,9,5,7,3,0,86,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,13,0,4,4,7,0,0,0,20,1013,2160,1926,1957,1429,480,72,9038,186,74,29,36,26,7,0,360,3,11,16,11,24,7,0,80,12,14,10,18,13,3,0,61,57,46,44,33,18,7,0,206,12,10,8,28,21,13,4,102,141,52,40,55,36,30,7,363,1574,2569,2173,2211,1608,565,83,10789,24,25,25,17,15,3,0,116,0,0,0,0,0,0,0,0,7,13,3,9,0,0,0,30,8,8,4,11,12,0,0,44,4,0,3,0,0,0,0,16,5,13,12,0,0,0,0,33,48,66,44,35,37,3,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA21010,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,6,197,283,316,401,379,91,14,1680,54,15,8,4,6,0,0,85,0,5,8,10,6,3,0,37,0,0,0,0,6,0,0,11,4,3,6,7,7,3,0,30,3,3,3,7,10,3,0,29,19,13,11,15,35,11,7,110,286,332,354,455,444,118,18,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21110,305,648,403,247,170,46,6,1817,60,42,26,27,18,7,0,178,0,0,0,0,0,0,0,9,180,187,79,58,49,18,8,582,3,12,16,13,13,3,0,65,2010,5354,5162,4699,3014,1032,129,21393,324,155,106,77,52,34,0,733,9,29,27,36,29,13,3,148,26,43,47,38,30,3,0,183,73,162,135,132,87,8,0,597,15,23,41,42,36,18,5,177,328,344,220,176,158,59,15,1296,3322,7001,6258,5539,3657,1235,159,27178,65,95,73,38,27,9,3,312,0,0,0,0,0,0,0,0,57,156,64,36,30,11,0,352,26,89,62,58,26,7,0,275,16,20,9,5,11,0,0,69,6,18,13,10,7,6,0,57,175,374,224,153,106,29,5,1069,0,0,0,0,0,0,0,0,15,16,6,3,5,0,0,56,3,3,5,0,0,0,0,16,3,0,3,0,0,0,0,6,0,0,3,0,0,0,0,3
LGA21180,128,165,98,63,46,16,0,511,114,58,49,24,19,4,0,263,3,4,0,0,0,0,0,10,8,17,5,10,4,0,0,47,9,51,25,23,18,4,0,129,2962,7562,7421,6872,4686,922,84,30503,741,304,167,151,81,27,3,1475,22,111,114,104,87,30,3,481,17,42,43,43,25,0,0,170,25,40,56,41,23,3,0,193,15,42,53,40,28,3,0,184,109,69,46,59,46,18,4,348,4148,8456,8079,7434,5064,1025,89,34299,48,52,27,22,20,4,0,172,0,0,0,0,0,0,0,0,6,8,3,8,0,0,0,28,8,21,21,14,9,4,0,79,10,6,0,5,0,0,0,21,5,13,6,7,0,0,0,36,80,101,57,55,30,9,3,336,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,4,5,6,3,0,0,14,20,3,3,0,0,0,0,25,0,0,5,0,0,0,0,7
LGA21270,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,129,128,173,173,52,9,731,14,6,0,4,6,0,0,34,0,6,6,3,9,3,0,27,0,0,0,0,4,0,0,3,5,3,0,7,3,3,0,18,0,0,3,13,15,6,0,34,24,11,20,27,40,10,3,128,114,158,164,224,250,70,15,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,677,994,1036,1275,1068,261,40,5349,173,45,29,22,16,5,3,292,4,9,21,28,27,3,0,100,5,11,15,19,32,4,0,86,22,5,18,21,23,0,0,89,4,3,9,13,18,16,3,61,64,59,63,85,87,41,12,403,955,1138,1189,1469,1264,330,57,6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21450,34,58,44,34,16,8,0,201,22,9,7,7,3,3,0,59,0,3,0,0,0,0,0,3,4,15,9,3,0,0,0,32,3,0,7,0,0,0,0,9,1176,1916,1655,1697,1216,293,37,7994,384,89,37,40,21,7,3,583,15,39,38,51,59,18,6,227,9,9,14,16,11,0,0,60,7,13,15,11,15,0,0,68,0,8,14,13,11,10,4,71,59,38,46,63,59,22,8,295,1725,2203,1889,1935,1416,365,55,9595,13,5,5,7,6,0,0,42,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,16,4,10,17,9,4,0,0,43,5,4,3,0,0,0,0,11,0,3,0,0,3,0,0,6,28,30,29,16,15,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0
LGA21610,78,122,94,69,37,13,0,404,95,37,18,14,15,3,0,188,0,3,3,4,0,0,0,9,13,21,13,6,6,0,0,55,0,28,16,13,13,3,0,72,2897,5434,4936,4709,3183,712,77,21957,875,239,110,114,75,16,5,1431,23,117,138,126,115,19,0,540,12,23,26,20,19,0,0,105,32,30,25,25,6,0,0,119,15,43,42,51,38,5,3,202,161,93,59,69,77,30,4,499,4215,6195,5483,5229,3581,803,83,25589,32,28,12,6,11,3,0,95,0,0,0,0,0,0,0,0,8,11,5,3,0,0,0,23,19,23,18,9,3,3,0,69,12,8,0,0,0,0,0,15,0,5,3,8,0,0,0,18,63,78,40,21,25,4,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,17,25,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0
