LGA_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA18710,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,19,8,3,7,3,4,3,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,3,14,25,45,66,55,27,231,26,26,19,20,14,18,3,115,0,3,3,11,3,0,0,24,192,315,325,366,335,176,44,1758,3,11,0,4,0,0,0,16,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,138,170,195,227,158,26,3,926,25,7,10,20,11,3,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,19,18,21,25,28,4,0,114,188,214,234,279,199,44,3,1160,3,0,3,0,0,0,0,9
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,8,16,21,11,4,78,7,7,7,3,8,3,0,36,0,5,6,0,3,0,0,12,59,86,99,101,92,43,9,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,23,23,26,5,0,97,6,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,5,7,4,0,0,24,0,0,4,0,0,5,0,14,12,10,16,20,21,7,0,90,31,42,49,52,52,19,0,241,0,0,0,0,0,0,0,0
LGA19499,29,38,27,24,19,5,0,134,247,312,291,250,158,40,4,1299,622,711,552,475,301,94,4,2770,107,73,61,49,18,8,4,334,5,14,3,6,0,0,0,24,8,17,10,7,3,0,0,48,122,104,78,63,24,8,3,403,59,195,266,289,247,99,34,1190,1223,1235,1281,1453,1577,634,95,7497,228,245,212,248,174,82,46,1227,15885,23532,23530,23729,17558,4501,506,109237,222,359,177,161,93,15,0,1031,154,170,112,97,91,24,3,654,0,3,3,3,0,0,0,17,3,4,3,0,0,0,0,11,4,20,11,14,11,3,0,68,1956,3567,4642,5861,4017,751,60,20854,379,313,312,568,430,88,16,2111,9,15,20,39,28,3,3,114,9,13,9,11,0,0,0,36,5,29,14,13,8,0,0,66,29,65,80,93,65,17,3,351,151,133,103,109,80,24,6,604,2915,4691,5504,6964,4824,945,87,25926,113,147,79,55,53,14,3,458
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,5,7,3,0,0,20,0,0,0,0,0,0,0,0,4,19,15,19,13,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,20,3,4,12,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,28,42,73,56,21,233,51,25,25,48,50,16,3,224,5,4,6,3,5,11,4,39,296,301,399,552,537,191,45,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,152,275,391,329,42,4,1316,61,22,17,17,16,7,3,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,3,7,0,0,16,0,0,3,3,0,4,0,15,33,25,32,43,29,7,0,160,202,213,332,453,387,62,3,1648,0,0,0,0,0,0,0,0
LGA20260,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,11,0,0,0,4,3,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,20,29,38,72,39,14,216,50,33,23,33,47,21,5,210,4,3,4,3,8,3,7,32,344,438,470,595,551,177,55,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,262,308,413,258,48,11,1426,57,23,15,19,19,4,0,129,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,13,17,16,29,13,0,115,211,305,342,452,310,63,11,1687,0,0,0,0,0,0,0,0
LGA20570,8,3,0,3,3,0,0,24,18,36,19,16,12,0,0,109,36,55,33,31,21,0,0,172,6,5,3,0,0,0,0,18,3,0,0,3,0,0,0,4,0,5,0,0,0,0,0,9,5,9,4,5,3,0,0,33,14,75,145,173,164,112,16,701,485,294,256,259,293,111,19,1711,68,40,25,52,35,22,8,255,3514,4448,4488,4574,3619,936,139,21712,12,17,22,13,11,4,0,72,97,40,27,30,18,3,0,211,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,14,9,11,10,0,0,53,2288,3261,3642,4132,2751,361,25,16463,641,176,135,154,127,24,0,1257,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,12,4,11,12,19,13,0,0,57,3,10,12,11,7,3,0,46,133,118,104,134,114,22,6,637,3181,3662,3959,4498,3058,421,32,18814,0,7,0,3,0,0,0,15
LGA20660,12,6,3,7,3,0,0,33,17,19,16,19,20,3,0,103,83,79,65,59,43,13,0,342,13,13,5,4,10,6,0,52,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,4,13,20,9,4,13,6,0,59,20,80,206,206,241,140,25,920,423,208,164,151,206,88,16,1264,30,43,33,18,18,3,5,148,2636,3811,3532,3417,2857,907,121,17276,85,170,80,84,55,16,0,481,97,82,36,48,43,5,0,309,0,0,0,0,0,0,0,3,10,11,9,3,0,0,0,38,6,6,8,7,7,5,0,35,1587,3265,3250,4022,2744,471,29,15368,447,171,114,140,147,37,3,1071,0,0,0,0,0,0,0,3,5,6,4,4,0,0,0,16,5,29,23,25,11,0,0,97,6,17,14,16,8,4,0,70,176,131,98,119,96,16,7,650,2427,3894,3633,4472,3118,552,46,18142,25,49,17,17,15,6,0,127
LGA20740,3,0,0,0,0,0,0,3,4,8,0,9,3,4,0,22,6,9,0,6,3,5,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,29,43,74,92,97,30,361,115,74,67,82,109,42,7,494,15,19,8,9,14,7,4,82,610,781,881,1035,963,344,85,4704,3,0,0,0,0,0,0,6,9,6,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,326,565,728,897,714,121,8,3360,106,26,19,30,30,3,0,218,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,3,4,3,7,0,0,22,0,0,7,7,0,3,0,17,58,31,37,36,50,16,3,230,510,636,795,984,805,140,15,3886,0,0,0,0,0,0,0,0
LGA20830,3,0,0,3,3,0,0,13,19,15,9,11,3,0,0,52,34,35,37,30,17,0,0,152,3,6,3,4,3,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,3,3,4,3,0,0,25,10,49,92,141,172,164,60,694,156,98,89,71,90,61,16,589,20,11,17,20,19,6,7,93,1284,1591,1484,1619,1341,528,142,7990,21,40,33,23,20,0,0,132,28,7,8,0,9,0,0,47,0,0,0,0,0,0,0,0,14,18,3,8,3,0,0,44,3,0,0,0,0,0,0,3,691,995,1150,1354,914,121,13,5245,231,62,28,55,38,17,3,426,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,13,8,3,3,4,0,0,0,24,0,8,11,4,3,3,0,29,56,50,34,62,50,16,4,278,1050,1183,1279,1514,1032,169,22,6246,3,3,7,3,0,0,0,23
LGA20910,4,3,5,3,0,0,0,14,13,10,15,18,8,4,0,75,70,85,57,54,47,9,0,319,15,25,16,5,11,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,28,18,10,16,4,0,83,40,69,185,348,400,237,64,1344,367,140,130,101,115,78,14,938,23,25,23,7,13,17,3,109,2083,2911,2584,2737,2194,907,169,13583,128,175,57,42,33,10,0,443,40,51,20,22,21,6,0,152,0,0,0,3,0,0,0,3,3,3,3,0,0,0,0,16,6,3,3,4,0,0,0,14,1092,1910,2087,2738,1615,428,26,9896,242,108,54,74,75,15,0,574,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,12,21,20,11,21,12,0,0,90,9,13,15,18,12,8,0,70,169,58,44,118,79,34,3,510,1717,2347,2298,3051,1844,494,33,11777,30,29,20,18,12,3,0,114
LGA21010,0,0,0,0,0,0,0,0,3,0,6,4,3,0,0,15,4,4,6,4,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,33,48,60,24,187,45,17,23,39,47,20,7,195,11,5,4,4,9,8,0,35,342,372,397,529,549,205,46,2447,0,4,0,0,3,0,0,8,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,160,234,320,471,359,67,6,1615,62,7,10,16,19,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,21,0,0,0,0,0,0,0,6,27,20,10,24,35,19,3,129,254,272,348,513,420,84,9,1908,0,0,0,0,0,0,0,0
LGA21110,27,23,18,7,5,3,0,84,56,65,43,40,29,8,0,238,250,468,283,197,142,42,5,1391,60,63,56,31,15,11,6,235,0,3,0,3,0,0,0,6,0,5,3,3,10,0,0,28,65,69,60,40,25,8,6,271,91,186,341,539,556,407,110,2224,667,378,264,245,251,184,40,2038,47,69,47,50,28,21,4,262,4441,8176,7263,6614,4649,1897,325,33355,341,748,318,204,155,31,3,1786,73,76,28,29,21,4,0,232,0,0,3,0,0,0,0,3,261,323,106,71,73,21,3,849,4,15,10,10,12,3,0,52,2295,5437,5111,5901,3862,805,73,23485,504,333,180,205,197,55,5,1479,0,0,0,0,0,0,0,3,3,0,5,12,0,0,0,30,28,71,53,30,23,3,0,206,6,18,46,27,32,11,0,143,377,352,204,219,221,70,5,1455,3898,7369,6055,6713,4593,1002,90,29722,67,106,50,24,30,3,3,279
LGA21180,19,11,13,6,6,0,0,56,42,75,49,34,18,7,0,228,143,189,121,95,58,15,3,627,26,36,16,8,10,3,0,95,0,6,0,3,0,0,0,7,5,4,0,3,0,0,0,11,37,40,18,15,10,3,0,118,23,76,155,167,129,68,8,629,561,378,362,313,312,95,13,2038,89,102,88,84,65,9,6,446,5009,9241,8817,8109,5638,1221,126,38154,89,127,85,63,43,4,0,410,120,80,43,54,26,7,0,331,0,3,0,0,0,0,0,3,14,20,7,5,6,0,0,46,3,15,4,10,0,3,0,35,2016,4530,4854,5062,2789,369,23,19646,790,302,211,276,239,44,3,1863,3,0,0,6,0,0,0,14,0,3,3,3,0,0,0,9,9,19,10,9,4,0,0,54,15,17,31,25,19,6,0,105,98,92,64,85,94,12,4,443,3156,5209,5314,5584,3220,453,30,22966,43,49,23,23,17,0,0,161
LGA21270,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,44,61,36,18,178,15,9,10,9,24,13,3,83,3,0,0,0,5,0,3,10,140,169,189,281,340,119,38,1272,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,54,74,127,157,133,29,0,574,18,6,0,7,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,3,3,0,0,6,13,15,16,43,34,7,0,134,84,101,148,214,183,38,0,772,0,0,0,0,0,0,0,3
LGA21370,0,0,0,0,0,0,0,3,4,10,10,11,9,0,4,48,6,17,10,11,11,0,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,30,40,73,156,192,106,43,642,141,68,94,103,134,42,7,584,21,19,18,23,19,7,10,121,1165,1274,1382,1753,1628,489,118,7805,0,0,0,0,0,0,0,0,4,3,0,6,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,4,0,0,0,11,521,851,1077,1350,940,157,17,4914,174,45,30,45,33,6,0,337,0,0,3,0,0,0,0,7,3,0,7,10,6,0,0,26,3,5,6,9,5,0,0,29,0,0,0,6,13,0,3,25,75,33,54,93,92,28,4,376,784,944,1179,1516,1098,199,28,5737,0,0,0,0,0,0,0,0
LGA21450,8,4,0,0,0,0,0,15,20,23,20,9,7,0,0,79,54,52,50,31,23,0,0,215,8,3,5,3,0,0,0,21,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,7,6,4,0,0,0,26,14,65,138,168,199,109,57,743,305,115,97,94,124,58,10,797,31,22,22,22,19,11,3,125,2147,2459,2203,2255,1778,535,126,11500,48,71,31,33,16,4,0,201,35,9,6,6,0,0,0,58,0,0,0,0,0,0,0,0,3,12,4,3,0,0,0,24,3,8,0,4,0,0,0,7,1133,1612,1817,1893,1073,169,12,7708,379,75,52,72,57,12,0,646,0,3,0,3,0,0,0,13,6,0,0,0,0,0,0,5,5,8,4,6,3,0,0,25,3,12,9,22,8,7,0,56,64,46,42,68,39,21,4,286,1677,1846,1975,2108,1202,212,24,9034,11,13,9,3,0,0,0,31
LGA21610,25,4,5,4,3,0,0,49,53,52,48,43,19,0,0,213,145,131,88,66,44,8,0,492,20,14,13,9,3,0,0,63,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,24,20,16,10,5,0,0,78,64,163,320,362,302,166,42,1415,722,302,273,228,264,117,13,1917,51,69,65,55,48,20,8,323,5224,6877,6251,5954,4242,1117,152,29804,57,95,58,28,21,3,0,265,137,62,38,34,26,3,0,299,3,0,0,0,0,0,0,3,14,20,3,9,7,0,0,57,8,9,5,0,0,0,0,23,2908,4796,5053,5575,3083,432,16,21859,1042,277,197,253,190,30,4,2002,0,4,0,5,0,3,0,9,3,5,3,3,0,0,0,11,4,7,11,12,4,0,0,34,15,37,34,49,18,7,0,158,154,94,76,114,97,8,7,557,4353,5400,5475,6080,3443,490,29,25271,31,25,13,12,11,0,0,96
LGA21670,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,20,38,20,8,108,40,20,29,21,38,15,3,175,7,4,0,3,3,4,0,33,292,312,348,450,427,104,28,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,159,207,270,437,287,53,3,1423,61,21,12,15,20,7,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,11,0,0,4,0,0,0,0,8,10,11,8,17,25,3,0,82,234,245,301,470,334,70,10,1663,0,0,0,0,0,0,0,0
LGA21750,0,0,0,0,0,0,0,3,11,7,4,9,3,0,0,38,21,15,11,19,8,0,0,70,7,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,0,0,0,0,18,8,27,49,68,79,81,23,347,101,51,37,46,83,36,5,371,13,16,13,11,3,4,0,62,753,993,915,946,838,305,76,4818,12,18,14,4,6,0,0,59,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,16,0,3,0,0,0,0,0,5,301,528,589,769,499,90,10,2781,103,47,22,32,21,10,0,239,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,3,7,3,10,5,0,0,17,0,0,7,0,3,0,0,11,39,41,29,47,45,11,3,211,464,654,663,869,589,111,10,3356,3,4,0,0,3,0,0,12
LGA21830,3,0,0,0,0,0,0,7,3,4,4,3,0,3,0,21,6,13,11,10,0,5,0,44,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,25,35,89,113,139,94,30,522,105,34,38,51,46,21,3,297,8,4,6,11,6,5,3,50,542,612,645,816,656,264,56,3599,8,9,8,3,3,0,0,27,9,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,191,286,353,505,345,59,7,1742,60,26,21,28,12,3,0,150,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,13,3,5,0,7,0,0,0,12,0,4,3,4,3,3,0,20,25,18,31,62,47,9,3,203,298,361,420,618,420,78,9,2199,0,0,3,0,0,0,0,5
LGA21890,28,35,18,6,13,0,0,106,30,48,33,29,23,3,3,162,148,182,134,83,72,16,4,638,24,31,26,16,12,3,0,110,0,4,0,0,0,0,0,11,3,3,0,0,0,0,0,4,31,37,28,17,14,3,0,126,29,173,261,244,202,73,14,989,438,353,247,212,212,92,13,1555,49,70,40,52,38,18,12,273,3383,5947,5319,5146,3687,946,148,24576,122,235,102,73,44,5,3,587,164,151,75,60,54,9,0,510,0,0,0,0,0,0,0,3,85,119,52,34,21,3,0,319,4,11,10,8,0,0,0,30,1819,3420,3520,3963,2497,379,23,15622,500,262,145,189,148,41,3,1282,0,0,0,3,0,0,0,9,3,9,7,5,5,0,0,24,40,95,86,44,16,0,0,277,3,21,12,21,13,0,0,70,195,210,124,136,82,20,5,761,2932,4532,4128,4526,2880,458,32,19497,56,94,27,29,16,4,0,217
LGA22110,0,0,0,0,0,0,0,3,9,8,14,8,11,3,0,57,8,8,14,10,11,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,4,0,3,3,0,0,0,13,4,43,43,90,166,150,51,540,156,67,74,113,168,79,14,673,23,13,16,16,27,16,7,105,991,1227,1304,1622,1727,630,149,7659,0,0,0,0,0,3,0,9,14,3,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,508,797,1031,1472,1123,195,12,5136,189,49,35,51,66,10,5,410,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,5,8,7,3,0,33,3,5,8,3,8,6,0,33,54,63,47,82,68,21,3,340,780,920,1132,1624,1279,235,28,5996,0,0,0,0,0,0,0,0
LGA22170,17,0,3,0,0,3,0,29,20,36,21,25,22,5,0,131,76,90,60,55,45,9,0,330,7,13,8,0,3,0,0,36,3,3,0,0,0,0,0,6,0,0,0,0,3,0,0,3,9,16,8,3,8,0,0,47,25,67,165,194,181,115,20,765,389,183,185,157,223,87,13,1248,34,32,27,44,24,17,8,187,3183,4154,4074,4124,3136,905,130,19711,39,81,39,43,21,3,0,218,103,47,37,30,25,4,0,246,0,0,0,0,0,0,0,3,4,9,10,3,3,0,0,31,3,3,3,0,0,0,0,16,1652,3058,3226,3858,2334,359,29,14513,504,131,99,151,115,27,0,1023,0,3,0,3,0,0,0,10,0,4,0,3,0,0,0,8,12,9,7,12,4,0,0,40,7,12,11,18,9,6,0,62,112,46,48,72,67,10,0,354,2431,3395,3488,4190,2587,410,31,16527,12,12,7,8,3,0,0,47
