LGA_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
LGA18020,0,0,3,3,4,6,3,11,8,32,9,42,36,50,25,88,41,257,18,563,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,3,0,10,0,0,0,3,0,3,0,10,0,23,0,0,0,3,0,3,0,15,0,19,0,4,3,3,0,3,0,14,0,26,0,0,0,4,0,4,0,20,0,34,3,3,0,3,0,5,0,21,0,40,0,3,0,0,0,5,3,14,0,34,0,6,0,0,0,7,0,21,0,42,3,5,6,12,0,4,3,6,3,42,8,38,13,29,4,36,15,133,9,298,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA18050,0,19,11,10,3,0,0,0,3,40,44,539,388,442,192,445,199,476,39,2759,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,6,0,13,3,10,6,0,3,4,0,9,0,44,0,10,3,3,4,5,3,11,0,41,0,9,3,15,4,7,0,8,0,52,0,10,8,3,0,11,0,9,3,44,0,6,0,0,3,7,3,9,0,31,0,3,12,3,0,6,0,3,0,29,0,9,4,3,3,3,0,0,0,27,0,14,0,0,0,0,0,0,0,21,0,3,3,3,0,3,0,0,3,13,0,8,0,0,0,0,0,0,3,11,3,98,48,40,22,45,16,56,13,339,0,0,0,0,0,0,0,0,4,7,0,3,8,3,3,3,0,0,0,22,0,3,0,3,3,0,0,0,3,11,3,0,3,5,0,3,0,3,4,25
LGA18100,0,0,0,3,3,5,0,4,0,19,8,26,30,29,20,47,27,158,4,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,0,13,0,4,3,0,0,0,3,3,0,13,0,0,3,0,0,0,3,5,0,15,0,0,0,3,0,3,4,7,0,24,0,0,0,0,0,0,0,7,3,17,0,3,0,3,0,0,0,3,5,15,3,0,0,3,0,0,0,0,0,11,7,14,12,13,0,13,10,41,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA18200,0,0,0,3,0,0,0,0,0,9,12,26,16,22,27,40,21,116,4,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,8,0,3,0,3,0,0,0,6,0,13,0,0,0,0,0,8,0,11,0,19,0,3,0,0,3,7,0,6,0,21,0,7,3,0,0,0,0,8,0,19,0,3,10,11,0,0,3,6,0,33,0,0,3,0,0,3,0,0,0,10,0,0,4,0,3,0,4,7,3,14,3,23,18,23,7,22,3,53,9,165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3
LGA18230,3,8,15,15,4,11,0,13,0,61,45,187,149,175,124,278,170,619,26,1780,0,3,0,0,0,0,0,4,3,13,0,0,3,0,0,0,0,3,0,14,0,4,0,0,0,0,0,5,0,10,3,7,3,0,0,3,0,7,0,25,0,11,3,3,0,0,0,6,3,32,0,5,0,4,3,3,3,6,5,29,0,4,3,5,3,4,0,12,3,39,0,5,0,3,0,5,3,17,0,40,5,3,4,3,3,8,3,23,4,59,0,13,3,5,4,3,0,9,0,42,0,4,6,5,4,10,6,16,3,49,3,8,4,7,3,5,0,12,0,47,0,10,3,3,0,8,3,11,10,46,17,87,49,44,16,55,21,135,30,448,0,9,3,0,0,0,0,0,4,15,0,3,0,0,3,6,0,0,5,20,0,0,0,3,0,4,3,0,9,19,0,0,0,0,0,3,0,4,3,16
LGA18250,3,35,14,5,0,5,0,5,0,61,59,505,357,356,227,467,206,478,57,2708,0,3,0,0,0,0,0,0,0,12,0,4,8,0,0,3,0,0,4,18,0,10,4,3,0,3,0,3,0,26,0,10,5,0,3,3,0,10,3,38,0,12,6,3,3,6,3,5,3,43,0,21,16,5,7,6,0,3,4,65,5,13,9,3,4,10,4,12,4,66,4,17,9,7,6,7,3,10,3,71,0,18,5,0,0,7,0,5,3,42,3,23,9,4,0,3,0,6,6,52,0,16,7,3,4,0,0,3,3,38,0,10,8,3,0,3,0,3,0,31,0,6,0,0,0,7,0,0,3,15,12,161,95,39,25,67,17,64,35,522,0,8,0,0,0,3,0,0,4,15,0,3,0,9,4,9,0,0,10,31,0,5,8,4,6,11,3,3,8,46,3,4,4,3,7,5,3,5,15,54
LGA18350,0,21,16,6,0,9,7,6,3,73,50,429,277,282,175,339,152,470,26,2190,0,8,0,0,0,0,0,3,0,14,0,0,0,3,0,0,0,0,0,9,0,9,0,4,0,3,0,3,0,22,0,7,0,0,0,0,0,3,0,22,0,0,10,5,3,3,0,7,0,28,0,8,12,4,4,4,0,3,0,44,3,4,10,6,3,8,0,15,0,47,0,19,0,5,0,4,0,8,3,46,0,15,6,3,0,6,0,18,0,55,3,13,10,5,5,6,0,16,3,61,3,24,9,4,0,0,4,15,0,58,3,23,13,5,4,3,0,8,0,54,5,15,13,3,0,3,3,11,4,52,19,139,74,54,17,52,17,107,18,494,0,12,0,0,0,3,0,0,0,19,0,3,3,3,0,3,0,0,0,18,0,0,0,4,0,8,0,3,3,22,0,0,0,0,3,5,0,0,0,12
LGA18400,0,7,6,0,0,6,0,3,0,18,29,170,139,129,80,228,74,318,17,1181,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,3,0,17,0,8,4,0,0,0,0,5,0,24,0,4,0,0,0,5,0,4,0,15,3,7,4,3,0,3,0,8,3,35,0,7,7,0,0,4,0,0,4,22,0,15,7,6,3,3,3,13,0,36,4,9,0,3,3,3,0,6,0,34,0,10,5,5,0,0,0,7,0,33,3,7,3,3,3,0,5,9,0,27,3,0,0,0,0,0,0,0,0,15,3,4,3,0,0,0,0,3,3,17,20,86,44,33,17,22,11,48,11,290,3,8,0,0,0,3,0,3,0,16,0,5,0,3,0,0,3,3,0,19,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,3,0,15
LGA18450,6,17,11,3,0,5,0,10,0,51,118,875,628,686,473,822,348,1040,67,5059,0,27,0,3,0,0,0,0,0,28,0,8,3,4,3,3,0,3,0,30,4,10,5,6,4,7,0,3,6,42,0,21,6,3,0,3,5,12,0,50,5,23,9,7,5,5,0,17,6,82,0,26,12,9,0,10,3,9,8,72,0,12,10,11,4,15,3,15,5,91,3,25,11,8,4,10,0,26,5,105,0,18,7,5,5,16,3,16,4,87,3,24,6,12,3,5,4,7,3,77,0,17,13,6,0,5,5,10,5,65,0,19,7,7,3,4,0,3,3,46,6,12,8,3,0,0,0,12,6,46,22,235,97,84,45,87,31,138,60,806,3,24,6,0,7,7,0,0,21,63,8,15,8,6,6,7,0,4,16,53,3,7,6,0,8,9,3,7,10,65,3,3,4,7,3,9,3,4,12,58
LGA18500,4,29,6,14,3,7,0,3,4,71,57,488,300,334,180,397,160,375,37,2323,0,4,0,0,0,0,0,0,3,4,0,5,3,4,0,0,0,0,0,18,0,4,0,0,0,0,4,3,0,9,0,4,9,0,0,3,3,4,0,19,0,12,4,3,3,3,0,4,0,34,3,12,10,11,4,5,0,8,0,50,3,15,13,5,5,8,0,9,3,61,0,16,11,7,3,7,0,11,0,58,0,12,13,10,0,3,3,5,0,48,3,8,3,10,0,3,4,5,3,36,7,27,12,5,0,6,3,4,0,54,3,19,10,10,0,3,0,0,3,43,5,30,15,5,0,0,0,0,3,52,21,155,89,69,16,37,15,57,21,488,0,3,3,0,0,0,0,0,3,8,0,3,3,0,3,7,0,0,3,18,0,0,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,0,7,15
LGA18710,0,3,0,3,0,4,0,5,0,25,23,87,53,73,44,72,35,147,12,530,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,3,0,10,0,3,0,0,0,3,0,3,0,13,0,0,3,0,0,0,0,3,0,10,0,3,3,0,0,0,0,0,0,13,0,7,5,0,0,0,3,9,0,24,0,6,5,3,3,3,0,9,0,37,4,7,3,5,0,3,0,11,0,36,3,8,4,5,4,4,0,9,0,30,0,7,6,4,7,3,0,0,0,26,13,44,29,28,13,20,9,49,9,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA19090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,0,0,4,14,5,7,9,4,29,6,90,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,5,0,13,0,0,3,0,0,0,0,7,0,13,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,5,13,3,0,0,3,0,38,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,19,89,41,23,8,9,7,18,5,226,1487,7175,5343,6133,3754,7988,2937,6507,637,41955,9,43,6,11,0,3,0,3,13,85,11,33,19,8,3,5,3,4,14,104,20,34,10,3,10,6,0,6,8,95,14,49,17,11,7,10,0,17,10,140,16,49,28,26,11,27,3,34,8,193,14,60,25,25,17,23,7,27,11,207,24,46,24,22,10,32,14,41,15,232,33,51,24,27,13,17,5,34,12,217,28,44,31,21,8,26,3,32,11,206,26,48,28,15,8,15,6,27,11,184,28,60,14,11,3,8,0,6,10,152,26,25,5,6,3,4,0,12,8,95,15,20,11,6,4,4,0,12,21,89,254,565,260,189,85,184,45,247,156,1991,4,19,10,8,16,17,3,3,21,103,22,21,15,30,31,30,8,19,43,209,15,18,16,20,37,43,9,24,46,238,15,17,19,29,19,43,11,34,40,226
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,3,3,0,0,0,0,0,4,0,12,30,78,57,71,42,83,55,165,11,589,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,3,0,9,0,6,0,3,0,0,0,4,0,17,0,0,6,0,0,6,0,3,4,22,0,0,4,3,0,3,0,4,0,19,0,0,3,3,0,0,3,8,0,21,0,5,4,5,4,3,0,7,0,31,0,8,0,3,0,0,3,9,0,29,3,4,3,4,0,6,0,5,0,28,3,4,3,0,0,0,0,0,0,19,3,0,5,4,3,7,3,0,0,33,15,38,33,28,15,29,8,48,13,233,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA20260,0,7,0,0,0,4,3,4,3,27,18,52,30,50,19,57,34,145,4,412,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,16,0,3,0,3,0,0,0,4,0,17,0,0,0,0,3,7,3,6,0,22,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,3,0,18,0,29,0,5,3,4,0,7,3,10,0,47,0,5,6,4,0,6,0,14,0,35,0,8,4,0,0,3,0,0,3,22,0,6,0,3,0,3,0,0,4,19,7,35,20,20,8,44,9,73,14,232,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7
LGA20570,4,15,7,3,3,6,0,0,0,33,56,414,275,350,207,393,215,549,46,2497,0,7,0,0,0,0,0,0,6,17,0,8,4,3,0,0,0,0,4,14,0,13,0,0,0,0,0,3,0,15,3,19,4,3,0,4,0,6,0,42,0,24,7,5,6,6,3,17,0,66,0,14,7,3,5,5,7,12,0,53,4,5,5,8,6,11,3,17,0,60,0,10,10,9,3,8,4,19,0,70,3,19,14,6,3,4,0,24,3,69,9,15,9,12,3,3,4,15,0,70,3,23,10,6,4,7,3,12,4,71,3,9,7,6,0,4,3,3,3,34,0,8,3,4,0,0,0,0,11,27,30,170,81,68,33,46,25,131,38,619,3,16,4,3,3,0,0,0,10,46,5,8,0,4,6,9,7,0,12,50,3,6,0,3,3,4,3,9,9,39,5,0,0,0,7,6,4,3,12,39
LGA20660,0,15,3,9,3,0,0,7,0,41,78,629,373,464,238,438,191,463,41,2913,0,12,0,0,0,0,0,0,0,12,0,9,3,0,0,3,0,3,0,15,0,11,6,3,3,0,0,0,0,25,0,6,0,12,4,6,0,3,3,28,0,24,0,6,3,4,0,10,3,53,0,14,3,7,0,8,3,3,0,40,0,14,7,12,5,3,3,14,3,53,0,13,8,12,5,11,3,10,4,69,0,18,3,12,3,10,3,10,0,51,3,14,6,3,3,5,0,3,3,49,0,23,9,6,0,3,0,11,6,50,0,16,4,3,0,3,0,6,0,36,3,3,7,3,0,3,0,0,5,26,13,171,54,77,27,51,13,73,24,511,0,7,0,0,0,0,0,0,4,13,3,5,4,3,4,3,3,0,9,35,4,5,0,0,6,3,3,3,5,33,3,3,0,3,4,10,0,0,3,34
LGA20740,4,5,3,9,3,5,3,9,0,46,71,223,120,176,90,221,99,291,22,1320,0,3,0,0,0,0,0,0,0,8,0,3,0,4,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,15,0,4,6,3,0,0,0,0,0,15,0,7,0,5,0,0,3,7,0,25,0,4,0,3,0,0,0,13,3,33,3,7,0,4,0,3,0,18,0,34,0,7,4,9,3,3,4,12,3,43,3,13,4,6,0,3,3,11,3,50,4,7,7,4,0,4,3,6,5,38,0,3,3,4,0,6,0,11,0,32,3,5,0,5,0,3,0,4,3,29,16,72,31,44,13,35,16,85,17,337,0,8,3,3,0,0,0,0,3,15,0,0,0,4,0,3,0,0,4,14,0,0,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,5,3,7
LGA20830,3,16,6,8,3,7,3,22,0,72,39,273,160,223,122,264,110,547,29,1765,0,6,0,0,0,0,0,0,3,10,0,9,4,0,0,0,0,0,0,11,0,8,0,0,0,0,0,4,0,19,0,9,3,0,0,0,0,9,0,22,3,12,4,3,0,0,3,4,0,32,0,17,3,5,9,3,0,17,0,44,0,18,9,3,0,3,3,16,0,47,0,13,5,10,3,3,3,18,5,59,0,11,4,4,3,3,3,20,0,55,6,16,11,3,0,7,3,16,0,58,5,14,5,8,0,3,3,17,3,71,3,17,5,3,0,9,0,4,4,45,3,13,3,3,0,7,0,5,7,45,22,151,64,41,22,42,17,132,23,518,0,13,0,3,0,0,0,0,3,16,3,7,0,3,5,0,3,5,3,23,0,0,0,0,3,4,0,0,4,19,0,0,3,0,0,0,4,0,3,13
LGA20910,3,19,9,8,3,0,0,0,0,56,68,656,402,561,265,499,211,504,55,3220,0,8,3,0,0,0,0,0,0,12,4,7,0,0,0,0,0,3,3,18,0,0,9,0,5,4,0,3,0,21,0,9,0,3,0,8,0,3,0,24,0,19,11,4,0,3,0,7,0,50,4,20,13,3,3,10,3,14,3,66,0,18,19,14,7,10,0,16,0,77,0,21,10,4,4,6,0,16,0,62,5,9,11,8,0,12,0,11,3,66,3,20,15,10,0,6,4,8,0,71,3,24,4,5,0,8,0,0,0,46,3,20,10,5,0,3,0,0,4,48,0,21,7,7,0,0,0,0,0,47,23,203,113,68,21,66,13,89,18,613,0,7,3,0,0,0,0,0,3,15,0,7,3,3,0,0,0,3,14,23,0,0,0,0,0,9,0,0,10,20,0,0,0,3,3,0,0,3,5,22
LGA21010,3,5,0,0,0,0,0,4,0,23,27,57,48,76,35,72,39,180,9,539,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,0,8,0,0,3,0,0,5,0,7,0,12,0,5,3,4,4,8,0,4,5,27,4,11,3,3,0,3,3,4,5,38,0,7,3,3,0,4,5,4,3,28,0,4,3,3,3,3,0,6,0,25,3,5,0,0,5,0,0,3,0,23,12,44,19,15,12,29,6,37,11,186,0,7,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5
LGA21110,12,61,18,14,8,3,3,4,0,121,115,1053,654,793,391,795,329,832,97,5065,3,18,0,0,0,0,0,0,0,18,0,18,6,6,0,0,0,0,5,38,0,10,3,3,4,4,0,10,3,42,0,16,13,10,0,11,3,16,0,69,3,33,18,15,5,14,0,10,5,103,3,50,18,25,12,21,5,16,6,159,5,38,26,25,9,19,6,37,9,170,6,33,16,20,4,21,3,21,3,122,3,29,10,19,11,10,0,23,0,107,3,34,18,10,11,8,4,15,3,103,3,32,15,9,0,11,3,10,8,99,5,37,7,7,0,3,0,10,4,71,5,25,8,5,0,4,0,3,3,52,38,366,155,147,69,124,35,166,58,1152,0,8,0,0,0,0,0,0,7,20,0,10,8,3,8,0,0,0,8,37,0,5,4,3,10,12,0,4,12,49,0,3,7,4,4,8,3,3,13,53
LGA21180,0,3,4,7,0,0,0,7,0,21,72,505,354,460,320,594,236,681,102,3325,0,10,0,3,0,0,0,0,3,15,0,21,6,9,0,0,0,4,0,41,0,14,7,4,7,3,0,9,4,44,0,24,9,13,3,8,3,9,7,84,5,20,3,19,8,15,0,13,0,88,3,28,8,19,7,19,3,9,6,106,0,22,11,15,11,9,6,14,3,93,0,20,8,12,0,14,4,18,7,80,8,15,5,9,10,9,4,20,3,85,3,10,10,7,3,3,3,11,0,64,3,11,6,10,0,0,0,3,5,39,3,10,3,3,3,0,0,3,0,30,0,3,0,0,0,0,0,5,0,13,21,213,91,117,57,89,31,119,46,789,3,21,0,0,0,4,3,0,11,38,3,9,10,5,11,8,5,5,22,85,4,6,8,5,11,9,3,6,11,73,3,3,11,10,12,14,6,8,24,85
LGA21270,3,4,0,0,3,3,0,3,0,14,15,31,24,24,15,43,16,101,3,272,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,9,0,19,0,7,0,3,0,0,3,11,0,16,0,0,0,0,0,0,0,17,0,28,0,0,4,3,0,6,0,13,0,28,3,0,6,6,3,11,0,22,0,42,0,3,0,3,0,3,0,24,0,40,0,3,0,10,0,6,0,6,3,33,0,8,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,9,4,22,3,32,16,29,7,35,11,129,11,264,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
