LGA_CODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
LGA32310,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,11,0,0,0,4,0,0,0,0,5,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,11,3,6,13,13,13,0,3,61,18,0,5,25,13,34,13,0,116,122,3,4,14,11,10,4,0,177,35,15,25,36,24,33,16,5,187,29,14,35,33,35,43,12,4,200,37,20,36,59,49,42,18,4,261,42,77,58,72,102,65,26,4,440,19,69,90,110,107,68,22,0,485,6,48,84,94,127,101,27,0,496,8,49,101,88,128,89,24,0,486,3,21,78,82,79,64,10,4,341,0,14,67,94,93,62,11,3,339,0,16,46,47,55
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,5,0,3,5,0,0,20,3,3,4,3,10,3,0,0,25,4,7,4,0,6,4,0,0,29,7,3,8,13,12,16,3,0,66,0,0,11,14,11,7,0,0,46,0,4,15,11,13,18,4,0,63,0,4,7,23,11,8,0,0,62,0,3,6,6,11,12,0,0,39,0,0,3,4,13,7,0,0,26,0,0,3,3,3
LGA32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,5,0,0,8,0,0,0,3,3,0,3,0,7,3,0,5,5,16,12,3,0,51,0,0,0,3,5,3,3,0,18,18,0,4,0,3,4,0,0,31,13,4,8,3,4,7,3,0,37,3,4,6,0,3,9,6,0,29,3,4,14,4,4,10,6,0,46,17,15,17,14,13,20,3,0,95,6,17,36,30,18,22,11,0,140,10,32,49,36,44,30,9,0,206,6,25,70,39,50,54,8,0,256,3,19,74,41,57,36,3,0,233,3,23,80,74,87,46,4,0,314,0,11,98,72,70
LGA32500,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,5,15,18,10,4,7,0,66,0,3,4,7,10,6,4,6,39,12,0,0,4,8,4,0,0,33,16,14,29,20,16,28,7,0,127,8,15,24,20,31,27,5,3,135,12,7,27,18,25,30,16,0,141,13,30,39,42,52,37,19,0,236,8,37,80,52,57,31,3,0,274,5,31,62,58,58,46,3,0,267,3,38,74,71,79,61,7,3,336,0,24,73,47,43,48,10,0,255,0,3,58,59,49,51,11,0,230,0,4,52,56,66
LGA32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,11,0,0,0,0,3,0,3,0,6,0,0,0,5,3,4,3,0,14,0,0,3,0,3,5,0,3,19,0,0,10,0,0,0,0,0,14,0,0,3,0,5,0,0,0,11,0,4,3,0,8,6,0,0,22,0,4,5,3,8,0,0,0,27,0,0,4,3,4,4,4,0,23,0,3,0,3,4,3,0,0,11,0,0,0,3,0,0,0,0,3,0,0,0,0,0
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,4,0,3,0,0,3,3,0,0,10,0,0,3,3,0,0,0,0,11,6,6,5,0,9,11,0,0,44,3,13,8,3,6,11,0,0,39,3,3,4,6,7,8,4,0,34,3,4,7,7,7,10,0,3,44,0,3,3,10,3,3,0,0,22,0,0,4,4,3,3,3,0,15,0,0,0,0,0
LGA32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,13,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,6,3,9,5,7,3,0,0,0,25,0,3,4,3,3,4,0,0,22,0,7,4,8,3,3,0,0,14,3,0,14,10,8,9,3,0,45,3,3,16,13,11,9,0,0,52,3,11,5,4,8,7,3,0,37,0,4,12,6,8,3,0,0,31,0,6,9,4,5,0,0,0,26,0,0,9,9,4,6,0,0,28,0,0,6,4,3
LGA32810,3,4,3,0,0,20,0,0,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,14,0,0,0,8,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,0,7,3,3,3,0,5,0,0,0,15,7,9,21,20,29,12,6,0,109,8,3,7,5,7,11,5,0,59,96,3,9,14,10,18,3,0,149,29,11,23,34,30,30,12,3,174,23,10,43,43,59,63,21,9,263,29,34,65,58,69,98,23,9,393,41,43,123,89,145,133,48,5,634,24,114,204,158,195,139,47,3,884,3,98,258,199,221,164,35,10,993,4,40,206,179,208,148,34,7,826,0,14,82,97,106,59,17,9,382,0,3,48,96,90,53,16,0,310,0,0,21,57,54
LGA33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,3,0,3,0,0,10,3,0,3,0,0,0,0,0,13,0,3,0,4,9,3,0,0,19,0,3,3,8,3,0,0,0,12,0,0,3,5,8,8,0,0,35,0,0,3,3,3,14,4,0,24,0,0,9,5,11,3,3,0,34,0,0,3,6,6,6,3,0,27,0,7,12,3,11,9,0,0,40,0,0,9,3,5,3,7,0,25,0,0,7,3,8,3,0,0,16,0,0,0,3,0
LGA33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,6,3,3,3,15,0,0,3,3,10,11,9,3,36,11,0,6,0,0,10,0,0,25,4,0,8,4,7,4,0,0,29,3,8,8,3,8,9,3,3,40,5,3,6,5,11,9,7,0,48,11,19,15,11,21,17,8,7,103,3,13,16,10,13,13,4,3,77,3,13,14,19,29,19,11,5,106,0,7,20,19,19,20,3,0,98,4,0,15,14,16,10,5,3,64,0,0,8,7,14,3,3,3,34,0,0,10,8,4
LGA33220,7,5,4,3,3,44,0,4,3,5,8,3,0,0,37,0,3,13,10,11,7,0,0,44,0,0,3,13,12,5,0,0,33,0,0,3,4,6,7,0,0,24,0,0,0,8,3,0,3,0,18,0,0,0,3,3,0,0,0,12,0,0,3,7,3,3,0,0,15,0,3,0,0,0,3,0,0,12,7,3,10,7,16,8,3,0,58,34,34,65,82,95,69,41,23,434,46,3,29,42,55,83,24,3,290,852,42,51,70,79,92,20,5,1216,376,134,142,181,205,206,50,4,1303,214,139,217,263,333,326,119,26,1639,203,244,311,380,436,400,141,31,2129,180,390,537,607,751,645,169,28,3317,73,492,754,879,957,746,141,11,4051,32,331,779,917,1088,814,143,17,4123,18,219,770,873,1045,770,104,9,3809,10,83,422,575,610,466,67,13,2234,0,27,305,578,638,395,38,6,1996,0,13,143,291,388
LGA33360,3,4,0,3,0,23,0,3,13,5,6,5,0,0,32,0,3,13,6,10,7,0,0,40,0,4,3,11,9,5,3,0,33,0,0,5,10,0,3,0,0,19,0,4,8,3,5,3,0,0,30,0,0,4,4,10,4,0,0,23,0,0,6,10,13,13,0,0,42,0,0,0,9,8,4,0,0,29,3,0,18,16,20,9,0,3,69,16,28,85,85,83,62,25,12,399,20,12,38,37,49,40,16,0,203,588,46,68,73,58,41,16,3,893,206,120,144,159,129,97,33,4,879,137,113,159,169,161,155,59,14,966,134,157,200,176,223,166,55,15,1123,130,309,367,364,364,245,84,15,1883,76,373,490,472,467,323,77,5,2278,46,340,609,523,577,392,79,7,2571,11,296,723,625,646,416,77,7,2802,3,178,609,502,519,347,49,5,2214,6,101,519,504,542,325,67,8,2071,0,67,399,439,448
LGA33430,52,65,42,21,11,325,11,39,97,107,70,68,16,13,412,11,48,134,108,98,62,17,3,474,0,33,108,118,95,53,34,6,450,0,8,73,75,77,51,16,0,296,0,5,41,65,61,23,13,3,205,0,0,31,28,25,13,9,3,111,0,0,22,50,46,22,14,3,161,3,4,17,36,29,22,16,9,141,53,79,101,130,149,66,26,17,618,236,354,836,922,837,539,243,109,4082,290,145,276,356,396,282,105,15,1873,6093,777,449,511,376,366,126,31,8719,2872,1842,1379,1278,1066,929,306,57,9728,1540,2057,2043,1715,1627,1447,631,88,11164,1385,2477,2594,2268,2257,1922,878,145,13929,1282,3936,4752,4132,4408,3384,1275,136,23305,705,4761,7164,6002,6106,4363,1271,128,30497,304,3812,9099,7427,7429,5047,1177,84,34381,109,2103,8657,7752,7655,5053,1155,83,32568,43,802,5510,5631,5110,3236,653,55,21042,16,364,3889,5016,4664,2863,555,40,17411,19,180,2217,3209,2917
LGA33610,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,5,0,3,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,5,3,0,0,0,11,3,4,5,14,16,14,11,0,69,3,3,8,15,33,26,13,3,109,85,0,20,14,12,16,8,3,159,35,16,25,25,47,33,17,11,204,21,24,31,38,41,39,21,20,230,30,27,40,50,53,54,15,3,273,32,52,72,94,99,90,42,11,485,20,78,126,110,140,102,28,4,610,12,82,148,114,163,139,34,3,705,0,65,185,135,154,135,24,12,713,3,20,106,86,106,65,16,4,410,0,4,67,85,73,65,12,0,303,4,3,31,40,47
LGA33620,3,6,5,3,0,24,0,0,9,3,3,10,0,0,28,0,3,6,11,5,7,0,0,31,0,0,9,3,0,6,0,0,27,0,0,3,3,3,0,0,0,16,0,0,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,7,6,5,5,4,6,14,3,7,48,30,12,48,43,52,49,19,16,271,27,10,21,33,46,57,25,3,231,415,28,38,48,50,69,14,3,668,179,66,75,115,145,169,41,3,792,126,95,108,133,186,220,93,18,987,116,102,153,192,270,207,99,31,1174,94,191,299,323,429,399,131,22,1889,51,271,427,413,512,398,95,10,2180,20,174,416,463,603,394,83,12,2164,9,95,356,430,491,388,69,10,1854,0,38,221,282,347,241,32,4,1169,0,17,161,233,288,201,40,3,944,0,13,72,126,198
LGA33800,0,0,0,0,0,3,0,0,3,0,0,4,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,0,4,4,9,11,9,6,59,9,0,4,10,17,8,6,3,55,114,7,12,6,17,11,8,5,183,46,14,23,34,47,36,13,11,223,29,22,23,35,36,46,21,6,223,30,21,32,46,65,49,27,7,268,35,42,56,81,139,101,47,10,508,15,46,75,80,134,115,50,13,533,12,54,92,95,166,123,28,12,576,0,34,100,104,141,136,32,12,557,0,19,65,81,88,86,26,4,370,0,12,46,52,100,78,17,4,303,0,3,38,24,47
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,10,0,0,3,3,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,3,0
LGA33960,16,12,4,4,0,70,3,17,27,32,30,9,3,0,118,0,17,38,39,30,18,3,0,151,0,13,48,39,32,12,3,0,148,0,6,25,26,23,10,0,0,94,0,0,27,20,23,6,5,0,82,0,0,4,13,17,6,0,0,43,0,0,9,9,11,5,0,0,37,0,0,3,6,7,3,0,3,19,11,17,33,34,26,20,4,3,141,71,103,260,260,239,109,48,14,1104,73,35,57,87,76,59,21,3,415,1790,192,114,101,114,89,35,4,2438,909,458,322,302,268,212,54,13,2530,442,455,463,381,378,343,109,18,2589,383,550,569,514,547,400,149,18,3124,362,858,1084,1038,1014,769,199,27,5348,197,1168,1760,1554,1557,1033,209,16,7491,112,1059,2347,2042,1974,1195,246,20,8990,41,787,2534,2156,2059,1317,218,16,9132,13,359,1902,1572,1420,915,111,5,6300,3,137,1345,1489,1394,818,109,3,5298,3,56,671,913,966
LGA33980,3,3,0,0,0,15,0,5,5,3,3,3,0,0,14,0,0,9,6,3,0,0,0,15,0,0,0,6,6,6,0,0,25,0,0,5,4,3,3,0,0,12,0,0,5,0,6,0,0,0,14,0,0,3,5,4,3,0,0,15,0,0,7,11,9,3,0,0,32,0,0,3,3,3,0,3,0,14,4,5,11,4,4,5,0,3,33,15,19,53,50,55,26,11,7,234,18,9,26,24,27,26,7,0,145,187,15,43,38,18,21,8,0,331,74,35,65,68,46,42,18,0,357,51,43,69,59,65,47,11,7,354,48,56,83,80,76,57,20,4,425,52,89,124,149,110,115,33,3,684,41,118,198,163,181,112,22,9,845,25,157,230,212,212,132,29,9,1003,14,149,313,290,317,188,27,6,1310,5,98,312,260,261,155,16,3,1115,9,74,328,326,307,139,16,4,1195,7,59,334,379,327
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,14,0,0,8,7,3,4,0,0,16,0,3,10,3,12,3,0,0,30,6,8,9,13,12,4,0,0,49,0,4,9,6,3,3,0,0,28,0,3,4,4,3,3,0,0,20,0,4,6,7,3,9,0,0,36,0,0,9,0,0,0,0,0,8,0,3,0,3,3,7,0,0,19,0,0,0,3,3
LGA34530,0,0,3,0,0,14,0,3,0,3,6,0,0,0,12,0,0,4,0,3,4,0,3,10,0,0,0,0,3,0,0,0,11,0,4,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,3,6,3,3,0,20,9,14,13,18,25,23,7,10,118,19,3,5,28,41,35,12,0,143,307,21,22,28,24,23,8,3,442,111,54,51,77,64,82,13,5,448,76,46,73,88,101,107,29,12,530,71,70,76,103,110,101,41,14,584,63,124,133,163,233,157,61,13,939,38,179,246,201,256,169,46,8,1149,17,137,268,241,280,210,39,5,1194,6,72,257,225,258,202,45,0,1059,0,32,152,192,210,142,27,0,748,0,12,99,139,175,142,10,0,575,0,4,53,88,111
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,0,5,0,0,0,0,12,0,0,0,3,0,0,0,0,4,4,0,0,0,5,3,0,0,11,0,4,3,5,5,7,0,0,27,0,0,3,0,0,0,0,0,4,3,3,4,7,3,3,0,0,23,0,7,9,12,8,4,0,0,44,3,8,9,8,4,3,0,0,33,0,4,7,10,7,3,0,0,32,0,3,6,8,11,4,0,0,42,0,8,12,9,7,3,0,0,37,0,3,14,9,9,3,3,0,44,0,3,12,19,18
LGA34580,4,3,0,0,0,14,0,0,3,0,10,3,3,0,19,0,0,3,9,3,0,0,0,11,0,0,3,3,3,3,0,0,15,0,3,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,3,9,3,3,3,0,20,10,14,30,34,31,18,12,8,160,19,3,12,21,34,21,7,4,120,326,39,17,29,32,39,19,11,507,136,89,74,88,78,75,51,13,612,74,68,84,87,100,86,51,14,563,77,100,111,114,147,119,58,20,749,76,179,260,219,241,225,83,13,1290,46,228,432,265,329,231,75,9,1626,28,180,383,291,372,263,66,3,1593,10,103,317,303,348,292,42,3,1413,4,41,224,200,235,146,39,5,893,0,14,120,196,189,125,25,4,673,0,4,61,81,118
LGA34590,23,23,13,10,3,110,0,23,46,33,22,16,8,0,151,0,19,63,52,43,26,9,3,213,0,6,56,30,37,11,0,0,148,0,0,22,33,24,9,3,0,99,0,0,17,22,12,16,4,0,70,0,0,9,17,12,3,0,0,40,0,0,3,31,8,4,0,0,49,0,0,6,8,3,4,3,0,31,20,27,60,44,51,31,3,3,234,99,129,371,351,287,179,55,23,1499,146,61,121,151,147,108,25,0,753,2468,282,185,183,143,139,44,4,3445,1311,626,514,468,401,377,109,9,3811,688,729,761,623,584,528,174,28,4116,593,884,851,888,800,708,251,41,5024,540,1402,1695,1591,1635,1249,409,40,8562,348,1887,2788,2337,2273,1632,391,24,11685,144,1537,3552,2923,2773,1835,348,23,13142,42,970,3416,3055,2836,1875,314,17,12528,10,349,2237,2186,1931,1195,234,13,8148,9,163,1484,1862,1747,1070,151,14,6504,3,57,751,1078,1000
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,3,9,3,4,4,5,13,4,5,3,40,3,0,0,10,11,30,9,0,63,47,0,0,4,4,12,3,0,69,13,3,12,6,11,19,7,3,86,9,3,10,6,15,17,11,4,84,18,7,9,16,16,18,13,0,101,24,21,18,28,36,29,6,3,167,9,39,35,38,47,48,4,3,217,5,44,42,44,58,49,14,0,258,3,21,64,46,58,42,13,3,258,0,12,47,32,30,41,10,3,184,0,6,27,40,45,34,3,0,160,0,0,8,23,21
LGA34770,11,11,6,3,5,55,0,9,14,16,11,3,3,0,56,0,4,15,13,17,14,0,0,68,0,0,10,8,18,13,3,0,59,0,0,14,9,18,11,0,4,52,0,0,9,16,14,11,4,0,61,0,0,3,13,8,6,0,0,33,0,0,3,19,16,16,3,5,59,0,0,3,10,5,3,3,0,31,3,16,23,28,30,12,5,8,124,30,55,124,159,171,121,43,35,740,52,19,63,78,86,87,32,3,422,1127,70,130,137,116,74,32,13,1691,432,172,251,291,249,230,57,15,1691,308,184,304,359,356,315,99,27,1944,322,265,369,422,503,370,120,21,2382,352,575,696,726,836,634,190,38,4049,159,846,1012,909,1028,739,193,16,4910,90,772,1379,1121,1332,956,174,25,5848,34,497,1460,1273,1449,1014,157,17,5901,6,264,1115,938,1044,694,121,17,4200,3,145,897,928,1052,706,102,9,3850,0,84,553,646,680
