LGA_CODE_2016,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
LGA20660,0,3,0,0,4,280,189,16,37,524,225,1818,51,37,2138,1536,2044,101,75,3753,2915,1243,156,78,4391,2748,1272,287,77,4384,2293,1500,150,81,4030,2421,1755,120,80,4372,2668,1797,107,72,4643,2517,1609,113,50,4288,2230,1550,154,67,4003,1427,1253,127,31,2838,488,709,72,22,1287,129,275,16,11,431,41,131,15,16,206,21635,16948,1484,696,40759
LGA20740,0,0,0,0,0,81,63,4,8,162,84,489,48,23,646,317,336,37,21,705,462,268,47,14,795,440,348,58,19,865,469,336,40,9,863,596,407,42,17,1063,687,442,44,13,1192,593,485,61,12,1147,588,524,71,11,1200,346,457,68,21,888,139,229,38,14,420,57,105,8,3,182,39,76,10,10,131,4812,4511,574,199,10097
LGA20830,0,0,0,0,4,117,87,9,17,231,186,856,28,29,1096,840,685,46,39,1605,1037,443,66,41,1588,980,511,82,31,1608,874,557,68,31,1530,995,560,48,26,1626,1085,643,43,43,1809,1042,603,53,38,1733,918,565,65,23,1575,587,500,57,22,1174,251,273,35,16,571,116,141,21,5,281,73,108,7,12,196,8992,6443,599,354,16390
LGA20910,0,5,0,0,7,155,134,11,21,317,132,1280,59,29,1497,1017,1755,68,67,2904,1931,885,77,52,2941,1986,787,125,55,2951,1607,950,87,56,2703,1741,1228,74,48,3084,1955,1392,59,50,3448,1992,1215,62,48,3315,1560,1102,77,53,2788,939,938,67,29,1968,397,740,48,20,1202,104,344,21,12,486,44,185,10,15,247,15396,12799,824,520,29534
LGA21010,0,0,0,0,0,42,29,3,3,74,45,217,14,12,287,209,146,22,12,387,230,100,9,4,346,246,103,26,7,383,228,142,14,6,387,268,172,17,7,466,350,186,15,9,555,388,192,36,8,620,364,232,38,10,649,240,208,26,14,484,121,116,22,4,257,33,42,5,3,86,25,37,8,6,70,2746,1895,241,99,4981
LGA21110,0,12,0,0,10,433,271,16,38,761,224,2501,97,68,2879,2575,4009,175,175,6931,6011,2275,230,139,8651,6120,2074,384,136,8722,4989,2131,293,112,7530,4980,2527,148,117,7766,5034,2592,131,110,7873,4547,2357,135,105,7136,3775,2224,172,59,6234,2261,1893,154,48,4356,940,1420,97,47,2506,298,642,47,23,1010,105,354,25,21,510,41851,27006,2088,1156,72106
LGA21180,3,3,0,0,5,498,260,24,54,829,433,2468,102,102,3109,2795,2904,135,192,6025,5211,1911,208,194,7517,5642,1957,257,202,8055,5186,1920,210,145,7465,5280,2116,173,176,7744,5343,2045,140,179,7703,4759,1855,155,141,6911,3942,1720,190,125,5969,2192,1204,145,53,3596,679,664,64,28,1434,151,217,19,18,400,58,92,8,21,181,41674,21068,1796,1561,66102
LGA21270,0,0,0,0,0,17,14,0,0,27,10,99,3,3,114,89,39,4,4,137,98,40,11,0,151,110,46,9,3,166,98,56,0,3,155,121,90,8,3,225,173,86,9,7,280,183,97,6,7,290,217,101,19,3,344,150,78,19,5,252,67,54,14,4,141,23,22,3,0,47,19,20,3,7,48,1365,831,105,44,2345
LGA21370,0,3,0,0,5,141,86,7,20,252,255,692,43,42,1037,739,388,41,35,1195,849,324,59,27,1253,794,387,62,20,1262,731,418,54,20,1224,1050,515,48,30,1641,1172,517,50,36,1769,1204,578,65,29,1879,1125,573,88,33,1820,674,500,74,30,1279,250,267,45,10,568,86,122,5,14,229,52,93,9,25,179,8975,5372,644,349,15338
LGA21450,0,0,0,3,3,134,103,14,31,280,326,1457,56,53,1888,1240,1124,57,66,2485,1595,660,88,71,2412,1532,805,125,53,2513,1386,871,66,46,2370,1464,931,40,47,2479,1663,899,54,41,2658,1428,763,59,45,2297,1222,695,76,41,2029,687,607,44,27,1363,246,327,36,12,622,96,152,11,12,270,68,88,9,13,177,12949,9385,721,517,23576
LGA21610,0,3,0,3,8,404,263,29,66,761,602,3578,137,111,4432,2942,3229,162,163,6497,4476,1874,210,155,6719,4440,2238,333,147,7162,3928,2385,199,123,6636,4066,2558,141,137,6899,4389,2526,147,118,7174,3948,2017,166,128,6262,3098,1860,182,93,5233,1780,1457,141,73,3449,579,694,76,27,1378,159,274,31,20,482,64,141,8,18,232,34481,24836,1933,1315,62565
LGA21670,0,0,0,0,0,29,32,0,4,61,40,205,13,10,272,163,150,8,11,334,191,107,14,12,326,160,127,13,7,306,175,116,15,6,309,246,149,15,9,418,282,204,12,9,500,316,178,15,10,521,249,192,22,11,474,188,167,19,6,380,59,88,11,3,162,10,37,3,3,53,11,20,7,4,45,2102,1733,169,99,4102
LGA21750,0,0,0,0,0,64,56,6,3,135,121,405,21,13,563,446,324,30,35,832,598,258,40,25,921,559,290,63,13,927,502,322,20,13,862,555,293,22,17,893,608,333,25,11,976,634,345,40,12,1031,564,325,64,17,963,339,283,44,13,683,165,173,22,4,362,60,81,9,0,146,44,46,4,9,106,5192,3475,412,184,9265
LGA21830,0,0,0,0,0,51,43,3,5,103,68,310,27,19,425,293,226,23,16,558,379,149,27,20,574,327,164,25,13,528,373,159,20,9,561,415,233,10,14,669,539,216,16,11,789,563,225,41,15,835,469,231,33,11,750,305,190,24,10,533,137,132,23,7,290,88,62,10,5,164,38,33,7,5,87,3996,2331,283,154,6758
LGA21890,0,3,0,0,8,310,220,16,43,597,227,1927,71,80,2304,1889,2900,127,145,5052,3590,1922,199,162,5873,3769,1742,252,143,5908,3291,1772,194,99,5352,3269,1842,133,94,5336,3625,1765,122,106,5618,3250,1539,102,82,4978,2785,1411,116,52,4364,1605,1099,105,50,2855,560,562,55,28,1194,143,224,10,15,387,67,105,16,9,197,28071,18799,1490,1054,49419
LGA22110,3,8,0,3,9,138,120,8,13,282,186,648,41,31,903,629,384,53,24,1095,731,383,68,27,1206,691,463,80,12,1249,694,515,55,27,1295,840,545,61,30,1474,1059,631,51,28,1765,1077,674,101,41,1901,1072,771,106,33,1978,725,665,92,33,1519,285,402,56,26,763,113,158,33,12,306,83,104,19,22,230,8180,6348,800,349,15681
LGA22170,0,4,0,3,3,269,183,16,38,505,417,1981,65,61,2519,1957,1741,88,90,3872,2866,1072,159,77,4183,2697,1335,194,79,4305,2502,1426,154,73,4154,2669,1558,88,68,4375,2974,1587,92,84,4738,2732,1492,131,67,4416,2254,1365,130,60,3812,1343,1123,116,40,2616,443,649,62,22,1175,103,222,29,10,366,53,103,6,11,182,23013,15648,1309,738,40714
LGA22250,0,0,0,0,0,27,25,3,10,61,41,166,14,10,222,171,106,7,15,297,208,77,12,17,317,183,118,15,6,320,214,114,13,4,344,262,107,13,6,394,306,147,13,12,471,295,170,23,14,495,299,147,23,9,469,197,162,23,8,388,98,101,15,5,222,30,49,7,7,89,25,34,4,4,69,2339,1483,167,112,4106
LGA22310,0,4,0,0,8,220,168,10,25,424,160,1450,48,48,1705,1234,2254,99,69,3659,2587,1444,102,95,4226,2697,1415,193,86,4387,2212,1398,140,76,3819,2382,1573,72,75,4106,2432,1624,78,65,4195,2258,1406,65,44,3775,1901,1314,107,35,3356,1220,1187,89,39,2534,500,800,62,19,1380,149,354,29,15,541,68,191,13,24,288,19798,16403,1095,680,37975
LGA22410,0,0,0,0,0,68,54,5,8,129,88,344,23,12,472,268,250,21,26,565,341,167,26,20,550,371,172,32,19,596,376,210,27,11,625,437,258,16,16,727,547,247,25,17,838,627,293,38,17,973,518,265,39,11,834,351,215,45,14,624,152,144,26,8,323,59,62,3,3,133,50,45,4,8,113,4196,2675,321,182,7374
LGA22490,0,0,0,0,3,29,19,0,0,49,43,103,15,8,161,146,108,3,19,273,173,81,18,6,279,209,98,18,4,335,195,118,3,8,322,221,140,10,4,377,229,163,11,11,418,209,128,12,9,360,182,110,13,8,305,138,122,8,5,271,86,76,14,3,173,34,38,3,6,81,17,25,3,3,53,1892,1315,131,87,3421
LGA22620,3,4,3,3,13,379,223,23,40,673,488,2218,116,84,2902,2274,2068,150,120,4613,3125,1226,208,57,4619,2824,1455,259,62,4592,2591,1481,203,66,4339,2928,1567,139,63,4699,3109,1597,145,58,4907,3153,1515,185,60,4917,2625,1649,191,82,4546,1550,1295,174,41,3064,456,636,93,38,1221,110,228,18,17,385,80,129,13,26,241,25312,17064,1894,773,45035
LGA22670,5,8,0,7,12,779,278,32,69,1163,612,2177,86,116,2992,4290,3209,168,235,7906,7582,2183,273,289,10336,8241,2339,445,235,11256,7887,2475,303,199,10859,8718,2687,228,196,11824,9086,2610,182,184,12059,8867,2273,231,210,11573,7026,2028,245,136,9432,4118,1753,196,92,6157,1383,943,97,60,2477,305,376,34,21,736,97,145,9,43,294,68205,25200,2501,2006,97913
LGA22750,6,6,0,9,12,703,459,39,64,1272,764,4523,232,166,5685,4245,4663,285,240,9437,6682,2658,373,199,9922,6469,2926,555,175,10125,5886,3306,397,140,9729,6525,3758,289,140,10703,6656,3563,273,158,10654,6465,3352,294,129,10240,5399,3367,372,127,9268,3045,2751,329,80,6207,904,1367,141,38,2456,222,507,49,36,809,110,248,20,39,417,53379,36981,3603,1668,95635
LGA22830,0,0,0,3,9,239,129,17,21,407,350,1149,62,74,1631,1393,842,94,71,2400,1955,691,123,44,2807,1783,793,151,62,2788,1659,852,114,59,2675,1928,939,95,53,3022,2133,885,88,63,3170,2070,882,114,48,3119,1775,852,144,49,2817,1116,761,127,26,2036,408,418,53,21,893,106,145,16,15,285,86,98,19,20,225,16764,9306,1192,605,27867
LGA22910,0,0,0,0,3,39,32,3,0,76,42,157,13,8,216,158,172,20,6,353,180,125,14,13,326,191,115,29,12,345,187,175,19,0,385,276,221,14,10,519,258,240,16,3,520,291,257,16,14,581,294,251,30,5,580,177,245,38,13,476,86,126,16,0,228,41,44,10,0,88,18,31,4,3,56,2194,2170,228,93,4688
LGA22980,0,0,0,0,0,13,3,0,3,22,30,59,3,3,92,102,51,6,3,164,126,35,6,3,172,95,56,6,4,165,108,42,5,3,155,133,57,4,0,200,163,74,5,3,240,166,87,13,8,276,184,106,11,7,311,114,84,13,0,205,45,29,3,4,84,32,27,3,3,67,16,19,4,8,48,1314,725,88,50,2171
LGA23110,0,0,0,0,4,275,112,13,31,426,176,1120,48,40,1389,1329,1255,56,86,2727,2562,875,104,93,3627,2881,929,148,95,4055,2840,861,131,65,3896,2956,1055,103,91,4204,3165,1043,63,68,4330,2988,948,85,74,4083,2442,853,104,61,3459,1470,659,104,35,2269,417,323,42,11,795,84,156,7,5,262,29,57,3,7,101,23331,10144,990,729,35197
LGA23190,0,0,0,0,0,60,48,3,9,125,147,436,18,24,626,507,248,28,20,813,597,211,48,20,875,493,281,48,11,829,457,263,35,17,764,533,343,18,8,907,576,333,19,16,946,657,312,43,14,1030,607,352,52,18,1031,348,253,44,18,668,118,152,24,7,302,36,63,4,9,111,27,45,3,10,90,5114,3299,392,185,8991
LGA23270,6,0,0,3,10,707,311,33,73,1130,576,2782,101,123,3587,4143,3570,197,269,8175,7185,2477,324,274,10257,7952,2554,418,237,11172,7202,2523,346,199,10269,7456,2738,268,206,10672,7762,2647,247,212,10869,7180,2376,273,156,9992,5551,1983,255,145,7923,3127,1435,206,98,4863,888,719,63,49,1721,197,234,32,25,481,88,103,13,26,239,59309,26145,2744,2018,90209
LGA23350,0,0,0,0,0,33,29,5,5,71,43,207,13,9,268,140,109,13,9,272,185,84,13,5,283,198,105,13,8,328,228,112,14,3,360,311,159,26,11,504,364,195,9,10,575,383,204,16,11,617,350,210,37,13,611,269,207,45,10,527,108,120,20,4,256,48,54,9,4,118,33,36,5,4,76,2664,1800,231,94,4795
LGA23430,3,0,3,3,11,505,239,25,54,823,414,3084,114,71,3691,3006,3591,172,173,6945,5270,1824,202,163,7457,5840,1792,309,148,8086,5288,1968,201,132,7590,5692,2193,161,119,8161,6198,2268,153,124,8740,5669,2022,149,110,7950,4583,1889,152,80,6709,2773,1614,148,69,4602,1031,1039,75,35,2187,248,440,30,13,728,97,220,14,17,355,46107,23950,1887,1267,73211
LGA23670,4,7,0,3,10,433,212,14,56,719,498,3105,123,91,3823,2898,3126,138,157,6320,4802,1624,223,163,6811,4832,1616,283,124,6850,4608,1856,208,115,6785,4964,2098,158,120,7340,5417,2253,148,115,7926,5149,2006,184,114,7460,4209,1925,200,70,6403,2505,1625,175,65,4365,844,918,90,28,1884,199,328,33,25,585,72,182,14,22,288,40993,22663,1979,1203,66838
LGA23810,0,0,0,0,4,190,129,13,24,359,311,1242,50,57,1656,1420,1039,86,86,2635,1899,752,141,55,2848,1753,888,152,48,2838,1600,934,109,47,2691,1850,952,77,34,2917,1942,996,109,49,3098,2042,957,125,55,3180,1821,933,169,51,2971,1053,741,151,35,1978,345,388,54,18,801,72,154,17,19,260,39,98,10,16,164,16147,10080,1256,562,28046
LGA23940,0,0,0,0,0,24,8,0,4,35,28,73,7,4,115,82,48,7,3,143,121,34,4,9,159,116,36,13,11,167,140,67,4,3,211,149,82,4,8,246,211,92,6,13,324,190,97,14,11,306,238,103,18,0,360,179,78,29,10,299,88,58,4,3,158,52,33,3,0,89,34,32,6,0,69,1611,839,110,79,2643
LGA24130,3,3,0,0,4,80,81,4,11,176,143,791,36,34,1004,565,591,37,30,1222,675,305,41,30,1048,615,366,56,21,1064,600,444,42,15,1105,735,599,40,12,1382,871,679,31,30,1611,831,609,51,30,1525,720,549,58,26,1340,443,438,59,22,955,193,303,34,12,542,72,150,12,7,239,25,67,4,7,106,6493,5885,499,265,13147
LGA24210,0,5,0,4,5,140,137,4,20,303,185,1790,42,35,2053,1109,2300,102,71,3583,1998,1043,102,77,3216,1684,944,118,45,2789,1451,914,86,59,2509,1593,1132,48,45,2821,1747,1263,70,54,3143,1697,1278,80,59,3113,1386,1093,84,34,2591,832,898,69,26,1817,328,594,46,14,984,114,288,22,12,437,53,192,11,14,271,14180,13736,874,535,29330
LGA24250,0,0,0,0,0,24,24,0,3,53,40,144,3,3,192,144,55,3,3,207,134,49,10,4,191,137,82,9,3,237,159,104,8,8,283,179,123,11,8,322,205,129,10,4,351,222,130,15,12,382,234,162,17,5,416,151,150,16,5,324,71,100,9,3,188,25,45,5,3,75,25,24,4,0,49,1728,1295,121,67,3214
LGA24330,0,0,0,0,0,244,166,8,33,452,190,1498,55,45,1785,1446,2529,107,126,4209,2922,1502,146,116,4692,2953,1255,200,99,4513,2586,1338,165,69,4159,2653,1340,86,62,4137,2626,1276,74,81,4057,2460,1064,91,76,3691,2011,1033,89,52,3179,1206,748,80,35,2072,412,359,29,12,819,126,113,8,9,248,26,58,9,3,97,21620,14120,1136,783,37665
LGA24410,0,3,0,3,4,266,202,16,36,519,356,2086,90,57,2584,1951,2175,121,106,4353,2981,1123,120,102,4332,2868,1199,183,63,4309,2656,1303,143,61,4173,2963,1521,66,81,4625,3122,1545,89,77,4835,3142,1467,116,69,4784,2604,1296,122,61,4082,1432,1203,122,34,2785,518,657,67,24,1266,150,279,26,18,470,41,119,9,20,195,24782,15964,1264,773,42780
LGA24600,11,6,0,9,27,3018,1051,128,269,4460,1218,6310,257,414,8193,18027,17600,925,1063,37615,48879,13523,1700,1216,65312,56520,11846,3683,1060,73109,47605,11589,2828,760,62787,40134,10137,1374,630,52274,35384,8181,990,576,45130,28575,6481,903,515,36474,21322,5594,862,389,28172,11394,4706,684,290,17069,3851,2934,370,150,7302,905,1215,113,74,2306,394,567,57,132,1150,314205,100677,14745,7263,436884
LGA24650,0,0,0,3,5,151,108,11,27,290,244,1465,57,41,1810,1233,1160,68,90,2548,1966,725,96,63,2844,1908,916,129,64,3005,1817,1001,80,51,2957,1796,1009,78,56,2934,1684,895,49,55,2681,1501,736,75,46,2352,1108,604,70,35,1813,660,524,64,15,1265,192,259,18,14,488,45,81,14,0,138,20,36,4,8,71,14173,9410,800,525,24909
LGA24780,3,0,0,4,5,148,89,14,20,265,228,819,47,31,1128,1012,608,57,45,1725,1339,510,86,45,1987,1157,541,93,41,1838,1169,583,61,45,1860,1355,589,49,41,2031,1507,611,54,43,2215,1410,560,60,47,2073,1304,594,82,29,2003,844,491,71,29,1429,311,295,43,11,664,95,121,14,15,239,57,65,3,14,140,11789,6386,716,432,19322
LGA24850,0,0,0,0,3,77,59,7,15,152,193,657,27,34,915,584,427,36,40,1085,680,262,49,18,1009,640,319,48,14,1022,604,323,37,18,991,696,377,37,16,1132,727,404,44,19,1194,732,390,43,19,1190,616,408,48,25,1089,404,316,52,13,787,153,178,27,11,369,61,66,8,3,136,21,39,11,9,82,6114,4175,457,249,10991
LGA24900,0,0,0,0,0,92,56,9,12,170,181,508,40,30,760,489,244,53,37,820,585,226,41,16,869,565,265,51,21,904,593,288,46,18,946,680,322,36,28,1066,808,302,48,28,1182,788,353,49,22,1208,725,358,59,25,1165,464,338,66,21,892,209,205,28,10,450,70,70,7,9,156,47,54,8,13,129,6214,3517,536,272,10542
LGA24970,5,7,0,3,13,652,369,35,74,1123,401,2638,94,90,3224,3809,4504,209,274,8794,8428,3080,307,247,12057,9453,2924,589,222,13190,8593,3090,421,181,12288,8625,3335,263,176,12395,8901,3189,240,195,12519,7935,2775,235,169,11115,6309,2516,249,115,9179,3666,2179,238,80,6166,1195,1303,100,37,2635,266,537,32,28,865,92,274,21,39,428,67662,32344,3009,1848,104862
LGA25060,0,0,0,0,4,248,158,12,26,440,210,1856,71,39,2175,1510,2253,108,98,3960,2767,1210,124,106,4207,2788,1157,179,92,4205,2387,1274,147,78,3892,2414,1378,98,83,3973,2517,1336,78,69,4004,2408,1188,81,57,3728,1835,1104,85,56,3078,1088,923,71,36,2123,360,481,38,18,900,101,184,17,10,310,60,99,10,12,174,20434,14435,1099,752,36722
LGA25150,0,0,0,0,0,46,40,3,4,96,92,325,11,7,441,277,275,11,11,578,393,152,17,21,579,393,203,31,7,638,378,227,17,14,639,418,232,23,12,691,460,269,13,15,766,432,268,27,20,745,382,224,29,7,646,228,208,28,3,464,91,112,10,9,227,52,57,6,3,119,28,32,3,4,66,3649,2576,226,146,6600
LGA25250,4,0,0,0,4,284,198,11,31,528,194,1139,48,48,1440,1404,2195,84,86,3763,3028,1800,132,123,5088,3120,1597,194,112,5022,2552,1555,130,91,4323,2506,1619,91,77,4292,2520,1580,91,86,4281,2524,1312,91,78,4002,2010,1141,107,70,3321,1202,895,86,36,2226,451,502,40,24,1019,122,189,7,11,339,60,110,10,12,189,21693,15626,1119,857,39293
LGA25340,0,3,0,3,7,292,238,26,54,606,677,3001,131,94,3898,2450,2303,116,114,4978,2783,1194,162,93,4234,2507,1412,177,73,4179,2336,1700,141,80,4256,2984,2151,149,93,5381,3334,2231,148,97,5811,3209,1943,146,77,5370,2620,1941,194,77,4836,1541,1683,188,61,3468,618,1135,111,39,1899,205,495,38,32,769,82,242,26,24,377,25350,21428,1728,956,49461
LGA25430,0,0,0,0,0,64,35,3,3,102,57,277,13,21,362,322,228,21,10,584,365,144,11,11,529,287,187,26,8,514,321,222,23,11,572,410,246,13,10,681,470,307,20,4,802,503,299,37,12,853,485,294,31,11,828,310,329,37,9,685,108,136,26,5,272,27,56,13,3,100,30,53,3,3,96,3698,2781,277,120,6878
LGA25490,0,0,0,0,0,47,28,3,3,80,72,190,13,17,290,249,154,20,19,434,386,106,18,20,532,354,128,33,14,525,383,146,26,15,571,391,162,17,10,578,446,170,15,14,650,469,145,26,6,649,434,207,24,13,676,273,178,24,9,491,140,107,18,4,263,47,46,6,5,103,40,48,3,4,100,3685,1787,236,139,5851
LGA25620,0,0,0,0,3,24,15,0,3,45,53,155,12,11,220,148,106,14,8,272,155,69,15,11,251,171,97,12,5,287,170,129,16,8,325,232,165,11,8,419,293,165,10,5,477,300,175,19,8,501,284,189,34,5,516,166,177,25,3,372,84,118,23,5,227,50,65,3,5,124,45,38,4,10,101,2159,1645,193,92,4096
LGA25710,0,0,0,0,0,78,64,5,5,156,122,1045,31,16,1212,520,791,34,32,1378,724,307,39,21,1093,566,379,48,24,1024,582,451,43,22,1097,733,614,34,24,1400,823,627,30,28,1509,756,623,29,15,1433,739,587,38,19,1376,418,499,34,16,973,176,302,23,10,522,42,156,11,3,217,15,56,0,6,81,6220,6440,392,251,13305
LGA25810,0,0,0,0,3,41,30,7,6,79,61,208,9,13,287,231,155,12,10,413,307,105,23,11,449,221,116,19,7,371,215,131,13,14,377,273,152,13,5,447,337,190,14,5,551,372,171,22,8,580,316,195,32,14,561,243,169,31,7,455,113,90,12,4,220,28,46,14,6,93,27,23,4,9,60,2766,1768,220,116,4868
LGA25900,0,0,0,0,6,487,218,22,60,789,244,1072,51,56,1425,3406,3111,164,162,6839,9042,2513,251,208,12013,9784,2214,423,185,12608,7607,1976,331,151,10064,6462,1870,185,112,8636,5707,1689,132,111,7641,4572,1348,114,95,6127,3426,1207,102,65,4801,1926,1116,125,38,3204,771,776,55,27,1630,213,306,29,16,562,86,172,16,26,298,53253,19364,1970,1255,75840
LGA25990,0,0,0,0,0,17,5,3,5,24,13,74,0,6,96,70,39,5,6,119,94,24,3,0,122,71,40,8,0,126,96,54,4,3,162,135,71,9,3,222,150,67,12,6,228,156,70,12,10,256,150,89,21,0,262,108,74,19,7,201,64,54,9,0,130,26,24,3,3,58,12,12,4,3,35,1149,693,112,52,2005
LGA26080,0,0,0,0,0,7,11,0,0,20,9,72,3,3,93,33,53,8,3,90,46,19,3,0,70,41,27,4,0,71,50,45,6,0,107,73,54,3,3,134,88,58,6,0,151,83,69,11,5,167,84,67,10,0,165,37,82,9,0,126,19,42,3,0,70,6,14,3,0,28,4,6,0,0,12,577,604,84,22,1279
LGA26170,0,3,0,0,3,87,39,5,16,146,147,440,24,32,648,425,307,25,13,768,531,233,41,25,824,522,260,46,15,839,495,284,29,19,818,623,386,30,22,1059,733,412,35,10,1200,753,457,58,18,1287,692,485,54,15,1242,478,414,51,16,959,221,262,34,16,533,83,120,15,10,233,66,68,20,18,172,5758,4117,465,238,10577
LGA26260,0,3,0,0,4,44,36,6,0,86,104,276,29,19,429,286,181,22,7,503,376,134,18,9,541,331,193,30,15,572,342,214,22,12,585,417,251,20,11,692,476,290,28,8,798,522,290,32,11,855,504,311,29,15,855,384,272,38,11,707,164,142,29,10,349,65,69,5,8,154,58,42,5,5,110,4018,2662,304,144,7137
LGA26350,3,8,0,0,8,319,217,14,32,578,199,1966,73,49,2285,2512,4680,184,148,7519,5423,2574,204,164,8364,5036,1969,292,115,7416,3500,1672,193,87,5451,3314,1663,99,76,5151,3258,1756,90,59,5159,2832,1541,96,54,4529,2264,1376,92,63,3789,1381,1220,99,55,2748,618,888,42,27,1577,194,435,26,22,672,98,246,18,26,398,30631,21973,1517,942,55061
LGA26430,3,0,0,0,3,37,18,3,7,63,40,134,10,3,187,127,81,11,4,219,174,69,12,9,263,166,81,7,8,264,175,67,7,3,261,168,98,10,6,283,208,106,9,12,337,249,147,15,7,423,236,156,26,14,429,228,152,19,15,414,112,116,15,3,248,45,46,6,7,105,41,51,4,9,107,1963,1316,146,108,3533
LGA26490,0,0,0,0,0,76,61,5,5,139,80,523,38,14,659,320,504,31,13,874,471,257,26,10,765,557,271,48,22,900,460,346,26,16,849,516,415,26,10,970,533,388,19,22,957,519,367,32,16,935,433,359,28,17,847,251,312,21,15,595,116,209,26,12,360,38,99,3,5,151,20,40,8,4,73,4319,4098,342,177,8932
LGA26610,0,0,0,0,0,108,64,4,10,185,121,384,28,17,552,526,239,28,30,822,621,206,30,19,881,540,238,43,16,835,514,250,29,21,814,525,228,25,27,807,632,245,21,23,925,682,270,44,19,1001,617,281,52,22,973,408,259,41,22,727,142,146,28,8,322,41,55,12,0,111,34,33,5,8,87,5408,2819,381,241,8852
LGA26670,0,0,0,0,3,12,10,3,0,32,18,79,9,0,102,63,45,3,8,114,70,38,3,0,115,65,53,8,8,134,75,37,4,3,119,106,56,4,4,168,120,71,7,0,202,153,68,12,6,238,161,106,14,6,286,123,84,15,3,228,82,64,12,3,164,47,29,4,3,86,39,23,0,6,66,1120,753,90,52,2015
LGA26700,3,3,0,0,3,87,56,9,4,152,141,534,39,25,737,515,392,50,26,976,627,270,33,35,963,660,288,44,21,1019,616,364,29,26,1035,713,403,41,20,1177,801,392,41,18,1246,868,387,45,24,1318,756,396,48,27,1231,461,386,46,9,902,177,236,34,16,455,79,81,5,8,170,67,59,19,9,151,6471,4185,475,256,11383
LGA26730,0,0,0,0,0,74,64,4,8,157,148,687,30,23,887,685,563,53,39,1336,935,355,65,29,1378,785,379,78,27,1269,786,448,52,20,1310,830,468,51,29,1379,950,505,37,28,1515,895,428,52,15,1391,734,394,52,12,1190,434,356,41,13,836,154,193,14,4,365,28,63,6,3,98,19,26,4,3,50,7371,4869,525,237,13000
LGA26810,3,7,0,0,5,134,101,19,13,266,219,712,37,28,1001,844,444,36,42,1365,1078,381,68,28,1550,1127,476,93,28,1725,1035,437,54,24,1558,1054,507,49,31,1643,1141,554,74,34,1806,1227,533,82,41,1874,1161,595,90,38,1880,741,585,88,23,1432,327,278,52,9,662,94,137,9,13,255,79,87,5,17,181,10134,5710,726,357,16934
LGA26890,0,0,0,0,0,18,8,0,0,27,26,38,3,0,61,61,27,5,5,99,78,23,12,8,114,85,30,7,0,121,74,36,3,3,123,88,50,3,3,144,121,54,7,6,182,154,59,6,3,222,126,50,11,3,193,106,55,16,4,177,62,47,3,0,111,33,29,0,0,60,34,25,3,0,64,1046,529,73,37,1677
LGA26980,0,3,0,4,9,392,271,26,39,722,319,2700,116,75,3206,2446,3435,174,159,6215,5330,2320,232,150,8027,5338,2215,398,133,8083,4524,2315,283,119,7233,4818,2602,147,100,7661,5165,2716,170,130,8182,4778,2375,147,91,7395,4052,2152,193,75,6471,2206,1861,170,63,4305,791,1113,82,35,2018,187,529,31,18,766,58,237,21,30,342,40023,26570,2154,1169,69914
