LGA_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA33620,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,17,1253,1789,2212,2820,1996,339,32,10442,396,116,97,131,76,12,0,840,5,43,51,66,48,21,5,239,8,20,24,34,14,6,3,113,13,10,11,9,3,3,0,44,9,17,9,26,16,14,3,91,87,76,73,131,119,53,10,542,1797,2063,2502,3238,2290,451,55,12396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,5,17,17,13,11,10,0,0,74,24,17,12,18,16,0,0,85
LGA33800,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,337,416,555,790,652,160,18,2924,94,21,21,27,11,5,3,182,3,10,17,8,20,8,0,63,6,5,8,6,9,0,0,38,7,6,0,16,10,0,0,36,0,0,4,8,13,12,10,45,19,31,35,56,43,29,13,224,469,487,634,912,753,215,43,3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,20,3,0,3,5,0,3,0,20
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,3,0,0,35,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,9,5,13,12,19,5,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,0,0,0,0,0,0,0,0,12,13,14,15,8,3,0,62,6146,10648,10837,10487,6407,1081,70,45678,1839,665,464,466,279,65,4,3783,27,84,123,171,111,29,10,556,63,121,110,122,81,12,0,502,39,48,65,65,22,4,0,241,46,58,66,77,45,26,0,316,250,223,180,212,163,51,3,1077,8680,12024,11956,11718,7182,1281,94,52928,46,34,21,9,8,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,12,18,10,0,0,68,19,12,7,3,0,0,0,42,3,10,3,4,4,0,0,17,79,60,47,38,20,3,0,248,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,5,6,7,3,0,0,31,40,10,3,10,0,0,0,57,3,6,0,0,0,0,0,7,45,23,12,19,3,0,0,98,82,86,91,86,38,8,0,387,204,170,150,141,64,9,0,733
LGA33980,5,0,0,3,0,0,0,10,0,0,0,3,3,0,0,4,826,1858,2045,1817,976,134,16,7667,218,237,200,168,86,19,0,931,6,18,16,20,15,0,0,75,4,12,30,21,12,4,0,76,12,18,14,21,12,0,0,75,20,80,66,62,33,6,0,274,138,130,125,133,111,21,8,665,1294,2631,2782,2519,1360,199,20,10803,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,6,8,0,0,0,0,16,0,5,3,3,0,0,0,9,0,0,0,0,0,0,0,3,3,15,14,21,8,0,0,67,3,5,8,3,0,0,0,20,0,14,7,4,5,0,0,38,10,41,32,39,18,0,0,138,11,48,46,24,22,0,0,152,21,97,84,61,41,0,0,308
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,11,23,14,0,0,75,5,3,0,3,0,0,0,20,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,28,39,34,22,0,0,140,33,54,54,60,39,4,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,829,1064,1209,1426,968,174,28,5689,276,94,57,70,42,8,0,556,3,13,23,33,31,10,3,111,12,10,10,19,12,3,0,62,9,7,7,7,6,4,0,39,11,12,9,12,18,4,3,66,76,58,54,83,69,16,7,363,1228,1261,1382,1665,1153,223,35,6951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,15,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,4,6,3,3,0,0,25,3,8,7,13,5,0,0,37,14,14,11,15,7,0,0,61
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,88,86,24,5,0,294,5,8,20,9,3,0,0,41,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,5,0,3,0,3,0,0,0,4,17,26,13,20,21,3,0,101,55,110,121,112,51,7,3,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,5
LGA34580,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,1000,1474,1501,1755,1211,266,26,7240,405,310,76,68,49,13,0,928,3,23,39,42,45,15,3,168,14,13,14,23,19,9,0,89,4,4,0,0,3,0,0,20,9,23,11,9,9,7,0,65,67,39,63,80,81,32,12,377,1523,1903,1719,1985,1420,344,45,8932,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,10,12,17,10,17,8,0,0,67,26,20,14,16,8,3,0,84
LGA34590,0,3,0,0,0,0,0,5,29,35,21,25,6,3,0,114,8911,14785,15256,14271,9033,1758,110,64137,2705,883,525,605,379,99,4,5202,60,166,256,305,275,93,0,1158,84,151,106,153,100,7,0,603,45,57,56,40,28,4,0,233,58,66,78,96,71,38,7,407,327,228,190,235,230,56,10,1271,12737,16683,16665,15894,10205,2075,135,74393,52,42,21,17,7,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,19,13,9,8,0,99,13,3,0,3,6,0,0,30,3,9,0,0,4,0,0,21,79,88,43,33,28,10,0,289,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,19,12,16,9,0,0,84,78,14,7,4,11,0,0,117,5,7,0,0,0,0,0,14,113,38,20,23,14,3,0,219,119,133,140,109,80,13,3,598,317,256,208,169,120,25,3,1100
LGA34710,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,160,207,206,256,217,40,12,1096,51,11,8,9,23,3,0,103,0,0,3,5,0,3,0,10,4,0,0,3,3,0,0,10,9,9,3,11,5,0,0,32,6,3,3,0,12,4,3,28,40,24,32,45,45,14,0,211,267,252,265,330,306,59,12,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,12,3,3,3,5,4,0,0,14
LGA34770,0,0,0,0,0,0,0,3,21,10,17,22,9,5,0,83,4418,7045,7340,7961,5346,827,79,33013,1098,399,322,312,207,46,5,2391,18,57,78,96,72,15,5,340,50,60,65,107,82,11,0,378,56,89,87,105,62,8,0,408,24,38,51,58,57,24,3,247,197,213,193,266,234,78,18,1191,5926,7967,8205,8951,6106,1035,114,38307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,0,0,24,7,7,0,3,0,0,0,16,4,0,3,0,0,0,0,8,13,7,9,11,8,0,0,46,56,60,52,61,42,3,0,276,70,72,73,73,49,5,0,337
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,44,51,47,25,7,0,200,3,3,6,6,6,0,0,23,0,0,0,0,5,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,41,34,33,15,3,0,127,32,29,37,43,27,4,0,171,70,212,205,184,108,23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,9,0,6,0,3,0,0,0,8,0,0,3,3,0,0,0,15,0,3,4,10,0,0,0,21
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,15,12,15,3,0,76,6,4,3,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,3,0,0,0,14,12,28,27,21,15,8,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA34860,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,483,985,868,854,569,116,24,3890,130,81,60,51,38,13,0,375,11,21,32,33,26,8,0,138,3,8,8,13,6,3,3,46,13,9,10,11,7,0,0,49,4,24,21,53,30,15,4,146,84,152,72,113,99,23,6,553,734,1282,1094,1135,787,183,36,5257,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,11,11,17,5,3,3,61,11,14,13,19,13,3,3,75
LGA34880,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,456,760,994,1201,898,211,17,4531,175,77,57,50,47,16,3,420,3,10,9,23,32,11,0,92,6,17,3,10,9,4,0,52,14,10,7,21,7,0,0,56,7,8,16,22,15,8,3,80,75,74,66,99,86,22,15,441,774,989,1176,1436,1099,270,38,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,11,4,12,14,12,9,0,0,49,5,12,9,14,11,0,0,58
LGA35010,4,3,3,0,3,0,0,11,27,21,18,27,19,11,0,127,11530,16105,17961,18286,11153,2104,142,77284,3669,1152,636,649,453,114,15,6694,51,167,258,345,265,72,6,1174,101,169,176,205,107,18,0,780,135,117,126,105,70,12,0,566,52,77,104,152,124,39,3,555,711,359,347,451,387,127,17,2401,16867,18484,19824,20409,12710,2524,187,91000,74,66,35,24,9,3,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,34,33,16,7,0,139,25,9,5,7,3,0,0,56,13,13,13,9,4,0,0,44,133,100,87,73,36,9,0,445,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,18,8,7,20,10,3,0,58,67,14,6,0,3,0,0,98,7,8,3,0,0,0,0,21,95,30,19,25,13,4,0,181,168,166,141,140,69,17,0,693,395,295,247,232,118,30,0,1317
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,0,0,0,14,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,0,0,22,4,12,20,11,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,0,11,9,15,14,11,4,0,63,800,1806,1432,1337,733,156,9,6268,289,143,100,99,44,16,0,688,9,7,16,13,18,10,0,67,7,33,42,35,23,4,0,151,29,29,17,40,10,3,0,128,4,30,30,26,13,3,0,101,108,132,78,101,66,16,4,511,1262,2213,1751,1686,931,207,20,8070,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,17,23,21,7,6,3,0,72,20,25,21,15,7,3,0,84
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,216,225,250,229,36,4,1110,54,34,14,14,20,3,0,138,0,3,3,10,7,0,0,26,0,4,3,10,8,3,0,27,3,7,3,3,10,0,0,29,0,0,12,3,5,0,0,18,24,41,25,33,43,6,3,169,240,304,292,324,312,54,9,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,12,0,3,3,0,4,0,0,14
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,36,38,10,6,0,138,6,4,5,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,9,9,0,0,31,24,48,44,57,23,9,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,4
LGA35740,0,4,0,0,4,0,0,10,3,3,0,3,0,3,0,15,1654,2149,3060,3546,2430,490,35,13365,480,127,116,131,102,30,3,997,0,7,26,29,42,13,0,117,22,57,59,60,49,6,0,254,33,24,40,41,39,9,3,182,11,12,28,41,29,20,3,146,104,82,95,118,155,28,7,589,2444,2566,3466,4012,2881,611,54,16028,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,6,9,3,0,0,18,24,0,3,3,0,0,0,30,0,0,0,0,0,0,0,3,32,3,10,10,3,0,0,57,26,20,19,35,16,3,0,120,57,23,31,55,22,3,0,188
LGA35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,418,462,552,456,135,14,2278,89,83,21,38,29,15,3,276,0,6,7,13,17,7,3,53,0,0,0,3,10,3,0,22,9,6,4,0,6,0,0,25,10,10,10,11,15,8,5,66,50,64,75,85,85,41,8,411,426,623,605,735,620,207,39,3252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,12,3,0,0,26,5,3,0,11,3,0,3,23,11,10,4,15,12,3,3,54
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,85,79,75,55,5,0,333,45,25,21,20,13,0,0,123,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,45,58,45,41,35,3,0,220,127,174,152,140,106,9,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,9,3,3,0,0,0,27,5,9,4,7,0,0,0,29
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,39,42,33,6,0,162,25,23,13,28,10,0,0,102,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,18,24,46,48,66,40,3,0,225,65,109,103,145,94,13,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,14,0,0,3,0,5,0,0,14
