LGA_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
LGA33610,0,0,0,0,0,0,0,4,0,6,4,38,0,0,0,0,0,0,3,46,0,11,5,3,0,0,0,0,0,23,0,9,19,6,0,0,0,0,0,41,3,3,12,16,0,0,0,4,0,37,3,0,5,22,10,8,5,0,0,56,3,0,0,16,18,12,4,3,0,54,4,0,4,8,19,10,14,5,0,60,0,0,0,3,4,7,6,11,0,33,0,0,0,0,5,7,0,10,0,14,0,0,0,0,3,5,0,4,0,9,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,4,21,60,59,72,60,49,29,47,6,399,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,9
LGA33620,3,8,0,0,0,0,0,0,0,14,14,176,13,3,0,0,0,0,3,206,7,77,47,12,3,0,0,4,3,149,0,38,54,13,5,5,0,6,3,123,11,32,65,47,16,11,0,9,3,179,11,28,55,113,37,9,8,13,0,273,7,18,21,78,103,37,14,16,4,293,6,5,3,23,76,33,20,27,4,199,0,3,0,9,14,20,21,31,0,96,3,0,4,0,7,6,5,20,0,46,0,0,0,3,0,3,6,24,0,34,0,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,13,0,16,0,0,0,3,0,3,0,4,0,12,0,10,0,5,0,3,3,4,8,35,56,391,265,313,266,137,89,162,24,1707,3,0,0,0,0,0,0,3,0,7,0,8,3,3,0,0,0,4,0,21,6,19,8,3,0,4,0,3,0,40,0,22,4,3,0,0,0,6,0,46
LGA33800,0,4,0,0,0,0,0,0,0,4,0,51,3,0,0,0,0,3,0,64,3,32,5,5,0,0,0,0,0,47,0,9,15,10,0,0,0,0,0,30,3,3,19,9,0,6,3,4,0,38,0,0,7,21,13,0,0,3,0,58,0,3,3,6,33,3,3,6,0,64,3,0,0,3,11,7,4,6,0,38,0,0,3,0,3,4,3,7,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,12,108,49,54,62,26,20,37,3,387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,3,0,16,0,0,4,0,0,0,0,0,0,8
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,4,28,3,5,0,0,0,3,0,55,33,857,58,12,0,3,0,0,14,979,23,502,172,55,3,8,0,4,12,773,13,208,235,85,21,10,10,9,6,593,25,133,245,166,33,10,9,11,5,625,21,83,177,332,141,43,15,26,11,847,13,38,65,231,353,108,59,44,15,934,19,11,29,80,280,128,92,60,3,701,13,5,10,25,105,98,57,71,0,393,3,3,9,10,36,51,38,54,3,208,0,0,3,11,29,25,17,57,0,138,0,0,0,0,16,22,12,42,0,97,3,0,0,4,9,20,7,49,0,101,0,4,4,3,0,7,8,25,0,54,3,21,15,14,11,9,3,8,8,92,186,1913,1025,1017,1034,543,324,462,83,6586,4,5,3,5,3,7,0,3,3,27,0,47,8,0,0,0,0,0,0,52,0,47,24,6,3,3,0,0,3,91,6,31,43,15,6,5,5,5,3,114
LGA33980,3,3,0,0,0,0,0,0,0,14,5,88,12,0,0,0,0,0,0,109,3,43,17,6,0,0,0,0,3,77,0,22,19,10,3,3,0,5,0,55,0,13,28,10,0,0,0,3,0,58,3,5,22,42,15,0,3,0,3,98,3,3,10,39,38,14,3,3,4,118,5,3,8,12,26,14,9,8,0,83,0,0,0,3,3,9,11,9,0,36,0,0,0,3,8,3,4,3,0,14,0,0,0,0,3,8,0,3,0,13,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,7,18,18,181,118,127,103,65,29,48,16,704,0,0,0,0,0,3,0,0,0,10,0,5,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,12,0,3,3,0,3,0,0,0,0,12
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34530,0,3,0,0,0,0,0,0,0,10,7,142,3,3,0,0,0,3,0,161,3,62,13,6,3,0,0,0,0,92,8,23,25,16,4,0,0,0,0,82,5,16,28,29,3,0,3,0,4,84,4,10,20,45,13,4,0,7,3,113,5,6,12,29,39,16,8,6,0,129,3,3,0,8,37,14,14,8,0,89,0,0,4,4,12,11,9,13,0,50,0,0,3,0,0,12,0,8,0,19,0,4,0,0,0,0,3,3,0,8,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,12,0,12,0,0,0,0,0,0,0,5,0,8,0,8,0,0,0,5,0,0,0,12,33,279,112,141,121,65,40,64,14,879,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,6,0,6,4,5,0,0,0,0,0,21
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,0,11,0,0,0,0,0,0,0,9,6,157,6,0,0,0,0,4,9,180,3,64,20,4,0,4,0,0,0,100,3,29,32,14,3,4,0,0,5,83,6,20,28,18,8,0,0,3,0,82,3,17,18,53,28,9,5,5,0,141,0,3,8,25,50,17,15,7,3,135,3,3,3,11,32,20,11,7,0,91,3,0,5,5,12,5,8,14,0,49,0,0,3,4,3,6,8,11,0,34,0,4,0,0,4,0,6,12,0,25,0,3,0,0,0,3,3,6,0,24,0,0,0,0,0,0,0,6,0,11,0,3,0,0,3,0,0,0,0,9,0,3,0,3,0,0,0,0,0,17,33,325,117,146,137,70,55,89,15,989,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,11,3,18,3,3,0,0,0,0,0,26,0,9,3,0,0,0,0,3,0,19
LGA34590,13,46,8,10,8,13,0,16,5,119,71,1221,88,21,6,0,0,9,25,1440,38,716,273,73,14,7,0,10,10,1141,24,352,330,126,31,13,8,11,26,936,17,193,357,238,48,28,11,22,4,933,37,142,319,503,218,79,39,53,21,1413,55,66,147,342,541,210,92,82,22,1542,27,24,56,124,462,266,171,112,10,1254,25,11,17,52,227,231,151,198,9,919,10,6,7,23,85,122,83,147,5,490,7,6,5,20,54,88,47,111,0,336,0,0,3,6,15,47,29,67,3,170,3,3,0,7,16,45,35,116,3,225,0,3,3,9,9,22,8,46,0,95,0,39,19,24,22,10,9,13,22,163,328,2828,1647,1578,1758,1191,676,1000,166,11170,3,7,4,6,3,4,3,3,3,41,3,73,3,6,0,3,0,0,0,95,3,88,42,19,5,6,0,4,3,165,11,56,78,31,15,10,0,6,8,211
LGA34710,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,9,0,3,0,4,0,0,0,3,0,6,0,0,3,9,0,0,0,0,0,10,0,0,3,15,0,0,3,0,0,30,0,0,0,10,14,0,3,3,0,35,0,0,0,4,4,4,3,3,0,22,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,11,38,34,12,11,21,3,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8
LGA34770,10,22,4,3,0,0,4,6,0,49,36,620,22,3,0,0,0,3,6,690,18,254,99,24,6,3,0,3,10,419,17,153,150,69,18,7,4,8,8,427,11,70,154,149,26,12,7,7,8,445,19,46,132,251,98,28,12,18,10,605,16,24,42,156,240,70,43,34,5,644,16,8,19,55,206,74,59,35,6,479,11,10,8,15,96,66,53,61,0,323,7,0,0,5,38,37,38,58,4,181,0,3,8,3,16,25,18,42,0,111,0,0,0,0,3,16,10,22,0,56,7,0,0,0,3,14,15,21,0,54,0,7,3,5,3,0,0,14,0,35,3,19,12,12,12,7,0,4,15,96,176,1236,659,762,763,355,265,336,65,4623,0,3,0,0,0,0,0,4,0,17,5,15,3,3,0,3,0,3,4,34,5,33,12,7,3,0,0,4,0,67,4,26,20,8,8,3,3,11,0,81
LGA34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,0,0,0,0,0,0,0,0,0,6,7,43,3,0,0,0,0,0,0,52,3,20,3,3,0,0,0,3,0,28,0,9,13,3,0,0,0,0,0,26,3,10,9,10,3,3,0,0,0,27,0,3,13,19,17,6,3,3,0,69,0,7,0,10,35,8,3,6,3,72,0,0,3,3,30,13,4,3,0,70,0,0,0,0,10,6,5,14,0,36,0,0,0,0,0,6,0,10,0,21,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,12,0,0,0,0,0,0,0,9,0,9,0,3,0,0,0,3,0,0,0,10,11,99,43,55,103,58,32,55,3,458,0,0,3,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,7,0,12
LGA34880,0,8,0,0,0,0,0,0,0,10,10,85,3,0,0,0,0,0,3,102,3,18,4,3,0,3,0,0,0,32,0,18,18,10,3,4,3,3,0,61,0,12,21,13,10,6,4,0,0,71,4,7,18,41,22,4,4,5,3,110,0,6,6,21,47,13,6,8,0,104,4,3,4,7,19,13,13,6,0,69,0,3,0,0,14,5,10,10,0,45,0,3,0,0,3,4,5,4,0,24,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,3,0,0,0,7,24,162,79,106,113,63,44,57,14,654,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,12,0,11,4,4,0,0,0,4,0,21
LGA35010,22,67,12,12,3,11,3,18,7,156,89,2043,132,22,9,7,3,15,29,2353,51,1050,352,111,15,18,10,12,23,1624,45,455,436,169,50,18,6,20,16,1217,32,216,511,344,70,31,18,23,9,1247,58,171,336,697,243,95,40,71,20,1730,38,85,140,449,624,202,106,101,23,1773,53,51,61,182,593,248,173,153,5,1523,23,33,32,61,246,272,141,202,10,1017,4,9,4,17,81,138,80,163,0,490,6,6,8,13,61,91,47,150,3,391,0,3,6,11,18,49,40,78,4,195,6,0,3,19,26,52,33,116,0,259,0,8,12,6,3,27,3,63,0,131,3,53,29,32,20,9,5,12,27,192,434,4252,2067,2137,2046,1267,717,1186,178,14285,6,12,3,4,0,3,0,9,3,43,6,102,10,7,0,3,0,10,5,145,3,99,32,16,6,5,0,12,3,176,3,70,72,30,16,14,5,15,7,229
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,4,0,0,0,0,0,3,0,13,4,102,3,0,0,0,0,0,0,115,0,23,9,4,0,0,0,0,0,47,0,14,15,11,0,0,0,0,3,49,3,3,15,15,5,3,0,0,0,44,3,4,15,29,26,6,0,0,0,88,7,0,8,23,42,8,5,3,0,101,3,3,0,12,37,15,13,9,0,91,0,0,0,3,11,9,8,3,0,43,0,0,0,4,9,7,4,14,0,30,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,3,3,4,0,0,0,0,12,22,173,72,108,134,58,31,45,3,650,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,8,0,3,3,0,0,0,0,0,0,4
LGA35600,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,12,0,3,5,5,5,0,0,5,0,22,0,0,3,3,11,3,7,0,0,26,0,0,3,0,9,0,3,0,0,21,0,0,0,0,3,0,3,3,0,7,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,29,16,16,43,6,12,8,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,4,5,0,3,3,4,0,3,0,26,22,296,14,3,0,0,0,3,4,342,9,155,47,16,3,5,3,8,3,245,3,92,71,35,5,10,0,7,5,236,4,46,92,67,9,5,0,9,3,241,12,35,84,158,52,16,12,18,3,390,5,20,42,126,124,53,14,17,0,411,6,11,13,51,83,46,34,34,0,278,3,11,6,14,41,45,32,50,6,207,6,6,8,4,15,25,5,29,0,99,3,0,4,12,16,14,8,22,0,70,3,0,0,3,6,7,3,10,3,38,0,0,3,6,3,11,6,27,0,55,0,4,0,0,0,9,3,16,0,44,0,10,0,11,0,0,7,0,3,40,88,695,385,508,371,257,128,256,29,2722,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,4,19,0,8,3,0,0,4,0,0,0,19,0,17,11,4,4,0,0,0,0,32
LGA35760,0,0,0,3,0,3,0,0,0,8,6,26,7,0,0,0,0,0,0,38,0,11,7,4,0,0,0,0,0,23,0,10,6,4,0,0,0,0,0,24,0,7,19,6,0,3,0,0,0,36,0,3,5,18,8,3,3,3,0,39,0,0,5,7,23,10,3,4,0,54,0,0,0,6,4,5,3,7,0,28,0,0,0,4,0,0,4,5,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,56,47,48,33,25,18,24,4,263,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,7,0,0,4,0,0,0,0,19
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,0,0,0,0,19,0,0,0,3,9,0,0,3,0,12,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,25,6,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,12,3,0,3,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
