LGA_CODE_2016,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000mo_Mng,CL_nfd_3000mo_Pro,CL_nfd_3000mo_TecTW,CL_nfd_3000mo_CoPSW,CL_nfd_3000mo_ClAW,CL_nfd_3000mo_SWks,CL_nfd_3000mo_MaOpDv,CL_nfd_3000mo_Lab,CL_nfd_3000mo_IDNS,CL_nfd_3000mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot
LGA21110,4,4,0,36,20,10,0,4,3,81,4,3,13,53,26,25,3,8,0,137,8,11,20,46,32,10,4,9,3,145,4,10,12,39,52,10,5,9,0,144,18,17,17,29,53,24,3,4,0,160,16,13,10,17,26,12,0,4,0,96,17,12,5,3,23,6,0,0,5,72,12,14,3,0,12,9,0,0,0,52,23,17,3,0,9,10,0,0,0,69,12,9,0,0,10,8,0,0,0,40,0,0,0,3,6,4,0,3,3,24,131,114,95,279,304,160,19,67,18,1185,10,3,5,4,7,3,0,6,4,45,3,7,16,45,8,8,0,20,3,115,13,18,34,60,19,47,0,23,7,228,7,8,73,107,27,43,4,26,8,307,16,21,91,130,66,39,4,44,3,428,33,37,183,184,67,51,10,57,5,626,60,41,295,219,129,54,34,65,11,909,105,57,419,218,169,85,27,76,8,1168
LGA21180,0,0,3,34,11,16,3,17,0,80,4,3,3,43,21,10,9,17,0,119,8,6,19,46,35,24,31,28,4,196,12,11,22,36,47,21,51,23,3,225,26,8,21,19,52,19,32,15,3,198,8,4,7,16,22,16,15,7,0,97,14,7,6,7,10,3,13,4,0,76,10,3,11,4,6,4,8,0,0,40,9,3,8,0,4,4,4,0,0,35,7,3,0,0,0,0,0,0,0,12,0,0,3,9,5,6,4,3,3,29,104,56,111,263,235,150,174,136,19,1251,13,3,17,8,6,5,10,3,4,65,7,10,22,26,11,45,3,20,5,144,13,17,64,57,24,54,21,42,4,290,9,24,97,96,42,50,24,83,10,445,27,20,154,127,44,50,39,65,5,548,46,31,270,236,135,90,91,132,16,1031,82,41,450,266,192,108,250,226,20,1631,153,52,743,191,266,107,394,194,25,2130
LGA21270,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,5,5,3,0,0,0,35,19,0,0,0,0,0,3,0,0,21,3,0,0,0,0,0,0,3,0,14,10,0,4,6,0,6,0,5,0,31,4,0,3,6,3,4,0,0,3,18,11,0,8,4,6,7,5,5,0,49,18,3,14,16,0,3,0,6,0,61,26,3,13,5,3,4,4,7,0,70,28,8,32,8,6,0,10,11,0,102
LGA21370,0,0,0,3,4,3,0,3,0,23,5,0,7,16,3,9,0,7,0,45,5,0,7,18,7,5,6,9,0,62,9,0,3,0,9,4,0,4,0,30,4,3,5,3,4,6,3,10,0,40,6,0,0,0,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,51,14,36,54,39,38,21,39,8,296,32,4,6,0,0,0,0,0,0,48,7,3,9,11,0,12,0,4,0,53,24,6,29,14,8,9,0,12,0,111,27,4,41,36,17,23,3,31,0,183,41,4,47,56,21,27,12,32,4,235,63,12,105,98,32,56,17,38,3,422,63,13,172,95,46,51,27,78,11,569,114,19,248,74,56,49,54,110,12,742
LGA21450,4,3,8,6,11,6,0,3,0,42,11,0,3,26,17,13,3,8,0,86,9,0,12,19,16,10,8,5,0,73,8,5,3,16,19,8,14,7,0,78,6,0,5,8,9,8,12,3,0,58,3,3,0,0,8,0,0,0,0,9,7,3,3,3,5,3,4,0,0,28,3,0,0,3,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,57,23,30,115,106,67,41,40,4,499,15,3,12,3,4,3,0,5,5,54,3,6,10,17,14,18,9,8,3,81,16,4,36,47,25,52,8,24,3,214,24,3,51,60,36,38,9,31,0,263,30,7,77,88,42,47,10,33,4,345,51,14,145,129,62,59,28,58,3,558,64,15,243,139,90,81,38,87,9,773,83,25,384,91,86,63,80,101,3,921
LGA21610,6,3,13,39,17,12,3,13,0,99,9,5,16,69,21,12,7,16,3,159,11,3,16,63,32,31,11,13,0,184,22,6,11,44,35,33,21,17,3,193,21,12,13,22,28,13,14,6,3,124,11,10,4,18,9,13,5,5,3,82,18,4,3,3,9,9,6,3,0,59,7,3,0,4,3,4,0,3,0,36,12,8,0,0,3,4,5,0,0,32,12,3,0,0,4,3,0,0,0,28,0,0,0,8,8,7,0,0,0,26,126,72,98,330,197,188,72,108,16,1206,17,0,16,12,11,10,11,5,9,88,6,14,39,44,24,56,4,43,4,234,20,16,107,146,61,85,12,52,0,495,24,25,139,201,49,73,15,71,3,607,26,24,206,195,74,75,25,96,7,742,62,49,348,395,160,137,42,141,20,1350,94,54,486,341,191,135,117,221,17,1650,163,79,762,287,222,132,162,209,15,2037
LGA21670,0,0,0,3,0,0,0,0,0,6,0,0,0,10,3,0,0,3,0,19,0,0,0,16,0,0,0,3,0,24,0,0,0,3,0,3,0,3,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,31,8,12,7,9,0,90,4,0,3,0,0,0,0,0,0,4,3,0,0,0,0,8,0,4,0,16,8,0,15,6,3,8,0,9,3,47,4,0,18,10,7,9,0,11,0,55,13,0,22,12,10,16,4,7,0,84,13,5,35,52,11,9,5,17,0,153,18,4,67,36,16,15,4,27,0,195,23,4,73,29,21,8,20,19,3,209
LGA21750,0,3,0,4,0,4,0,5,0,12,3,0,3,12,3,0,0,3,0,28,0,3,0,11,8,3,0,3,0,21,5,0,3,7,6,0,7,3,0,30,4,3,0,5,3,3,4,9,0,33,4,3,3,0,3,0,0,3,0,20,0,4,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,28,21,13,48,32,14,13,27,0,203,18,0,0,0,3,0,0,3,0,29,7,0,8,3,0,10,0,3,0,32,11,0,7,19,9,8,0,7,0,68,8,0,21,15,10,3,6,16,0,84,11,3,35,25,15,13,3,15,0,118,33,4,53,48,27,19,13,38,0,240,29,11,88,61,31,32,20,54,4,325,39,12,138,50,27,21,25,59,3,384
LGA21830,4,0,0,6,0,0,0,3,0,12,0,0,0,5,0,0,0,4,0,12,3,0,4,7,3,0,0,0,0,16,3,0,0,4,0,0,0,0,0,11,4,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,36,4,8,28,14,11,6,12,0,123,20,0,6,0,0,0,0,0,0,31,13,0,5,10,4,6,0,4,0,44,10,0,11,14,3,8,0,11,0,54,17,0,8,15,4,6,0,14,0,65,20,0,21,25,4,6,4,10,0,92,30,4,38,28,13,7,5,26,4,159,35,5,46,30,19,14,9,20,3,173,50,5,93,31,25,12,6,33,0,256
LGA21890,7,4,4,19,10,8,5,15,0,57,6,3,13,40,19,13,9,9,0,108,6,6,11,34,23,22,9,14,0,127,7,3,15,33,21,7,15,10,5,127,14,10,9,21,40,9,10,9,0,118,14,9,7,6,21,3,9,3,0,68,11,11,4,3,3,5,8,0,0,42,7,3,4,3,3,4,5,0,0,24,16,3,3,3,0,3,0,0,0,40,7,7,0,0,0,4,0,0,0,18,0,0,0,8,6,0,0,0,0,12,94,56,83,206,162,99,69,73,7,853,8,0,17,5,6,4,0,9,3,63,0,4,21,34,3,34,0,11,0,121,15,12,39,77,23,55,15,31,3,262,11,15,68,98,34,60,12,28,6,335,19,19,117,132,53,49,24,47,7,465,47,24,210,226,58,72,28,74,9,740,57,33,312,231,85,91,93,88,3,999,99,52,445,200,104,82,114,88,14,1209
LGA22110,3,0,4,10,5,6,0,4,3,43,9,0,0,13,4,6,3,4,0,39,3,4,6,15,10,13,4,5,0,57,7,5,3,6,11,10,7,3,0,49,8,3,4,5,4,3,6,10,3,50,3,3,6,3,0,0,0,3,0,14,3,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,49,23,30,68,48,50,24,53,9,351,8,0,5,0,3,0,0,5,0,23,5,7,15,8,0,8,0,11,3,70,24,4,37,37,9,14,0,28,0,149,26,4,57,45,23,17,13,43,3,228,34,14,67,74,31,34,6,46,8,313,54,21,127,133,62,52,21,64,4,521,55,25,190,121,72,53,42,81,11,647,106,27,247,77,64,56,57,90,8,720
LGA22170,4,0,3,23,20,12,3,10,3,70,3,5,9,41,23,12,4,17,0,119,9,8,16,40,27,25,5,15,3,145,10,0,15,31,23,19,9,7,0,123,15,8,15,16,32,12,9,10,0,108,7,11,8,6,9,6,8,5,3,53,11,6,8,3,5,3,0,0,0,40,6,3,0,0,3,6,3,0,0,25,16,0,0,8,0,7,3,0,0,31,3,3,0,3,4,3,0,0,0,20,0,0,4,4,5,3,0,3,0,19,89,43,82,206,173,127,48,79,13,863,10,0,15,4,8,3,0,7,0,56,11,8,22,26,14,28,7,27,0,141,19,9,73,73,43,52,16,48,5,333,19,19,85,103,39,51,8,40,3,380,23,25,134,138,58,48,19,62,5,507,63,29,215,233,118,63,46,101,4,878,78,42,339,233,155,102,68,125,14,1147,154,61,580,222,185,75,125,114,14,1528
LGA22250,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,9,0,0,0,3,3,0,0,0,0,15,3,0,3,3,3,0,0,3,0,12,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,12,16,7,5,11,0,76,13,0,3,0,0,0,0,0,0,16,9,0,0,3,0,0,0,7,0,21,3,0,7,6,0,0,0,10,3,41,3,0,12,3,9,7,3,3,0,40,24,0,12,12,3,3,3,12,0,74,24,3,23,22,14,10,9,11,0,112,32,8,58,11,15,12,5,14,0,163,46,12,46,13,11,4,12,24,4,175
LGA22310,4,3,8,11,6,3,0,10,3,51,4,7,6,28,18,4,0,6,0,76,6,9,3,33,18,8,3,3,0,86,10,9,14,30,27,6,0,3,0,85,10,13,4,35,32,5,0,0,0,104,5,10,0,13,17,7,0,0,0,48,3,6,0,3,3,0,0,5,0,26,3,5,4,0,4,3,0,0,0,16,6,3,3,0,3,3,0,0,0,23,6,0,0,0,0,3,0,0,0,17,0,0,4,0,7,0,3,0,0,15,74,64,57,197,133,70,14,46,3,662,4,3,5,4,4,0,0,3,3,30,8,6,17,22,10,11,3,11,3,90,5,8,37,72,19,26,3,25,3,201,10,13,65,65,22,30,4,24,3,241,15,5,96,94,31,21,8,29,11,305,23,25,161,162,53,46,17,47,3,523,40,44,258,186,72,46,25,54,10,729,49,37,304,189,98,49,23,60,4,806
LGA22410,0,0,0,4,3,0,0,3,0,10,0,0,0,3,3,7,0,3,0,21,3,0,4,6,3,3,0,3,0,18,5,3,4,3,3,3,0,3,0,25,5,0,0,3,3,0,3,4,0,15,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,12,30,13,13,18,29,0,155,16,0,3,0,0,0,0,3,0,29,4,3,3,8,5,6,0,5,0,40,17,3,10,11,6,7,3,15,0,70,8,3,17,18,13,15,4,14,0,97,10,4,16,23,12,15,7,18,3,101,14,3,38,40,19,21,9,28,0,176,22,4,67,59,23,13,13,29,0,241,28,6,97,28,21,14,32,29,8,260
LGA22490,3,0,0,4,0,0,0,0,0,7,3,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,5,10,3,5,5,6,0,55,7,0,3,0,0,3,0,3,0,18,3,0,4,3,0,3,0,5,0,19,7,0,9,7,0,9,0,9,0,38,13,3,10,5,4,3,0,3,0,47,16,0,19,3,7,13,0,6,3,67,17,0,31,16,10,5,3,12,0,96,18,4,36,14,9,3,8,27,3,115,24,0,44,9,7,0,9,22,4,123
LGA22620,4,3,10,19,15,15,0,11,4,83,6,3,13,44,19,27,3,22,0,137,18,0,9,46,35,20,12,24,0,167,12,8,16,25,31,13,9,12,0,125,9,8,3,15,29,7,8,10,4,89,3,3,9,6,19,6,5,0,3,64,12,9,7,0,3,3,3,7,0,41,4,4,7,0,3,4,6,0,0,17,4,6,3,0,5,3,3,0,0,24,4,3,0,0,0,0,0,0,0,6,3,0,0,5,0,3,3,0,0,15,93,54,83,194,172,116,61,115,12,904,17,0,13,4,10,3,3,9,7,57,6,12,18,21,13,23,7,13,5,116,20,11,52,74,24,67,16,50,8,324,22,17,84,94,39,57,19,85,6,422,28,14,137,169,60,94,18,81,5,613,75,39,277,283,134,102,55,121,9,1085,117,54,540,335,190,136,89,178,16,1664,159,74,739,246,264,113,147,169,12,1919
LGA22670,0,8,9,25,9,8,8,8,0,84,7,0,7,28,30,20,23,28,6,153,13,8,27,51,43,34,64,40,3,277,34,9,29,39,70,24,71,28,7,301,34,18,27,24,78,32,58,28,4,301,20,9,22,9,41,19,45,7,0,174,25,17,11,6,16,4,12,3,0,99,25,7,8,0,15,4,6,4,0,78,37,11,7,3,6,4,4,0,0,80,18,4,0,0,4,5,0,0,0,30,6,4,3,7,9,3,0,5,0,39,215,95,159,239,352,191,305,183,34,1781,15,0,26,11,7,7,13,9,14,95,3,5,23,36,15,29,3,20,3,132,8,16,77,75,30,59,18,68,7,359,23,12,96,85,55,77,39,86,10,474,27,17,178,125,89,77,54,78,14,652,51,42,320,218,171,93,145,171,23,1234,117,56,647,249,244,152,459,379,29,2333,213,95,1188,244,439,174,741,399,47,3535
LGA22750,7,10,9,51,21,29,9,13,0,145,12,15,19,74,47,31,4,32,0,234,8,8,23,68,48,35,19,20,0,234,30,15,29,63,65,31,18,26,6,277,27,8,22,43,63,17,26,19,3,223,18,18,7,18,32,14,10,3,3,118,13,15,16,7,18,3,6,8,0,86,6,9,3,3,3,5,10,3,0,36,19,14,12,4,5,14,11,5,3,84,8,9,6,3,3,5,0,0,0,40,0,0,6,11,6,7,3,3,3,28,170,119,160,420,337,223,120,176,24,1743,29,3,33,8,8,8,3,11,5,106,12,19,57,68,29,79,7,60,8,342,22,30,123,200,68,132,17,92,11,698,42,31,201,216,97,176,44,115,13,933,52,36,252,327,142,152,45,137,15,1157,100,66,499,611,274,200,90,216,18,2070,157,97,814,565,336,218,208,294,31,2720,257,122,1225,477,408,221,267,315,32,3330
LGA22830,4,0,5,11,7,7,3,3,0,28,5,3,5,18,19,14,3,14,0,79,5,6,12,28,22,10,6,11,0,99,13,7,11,17,14,11,3,16,0,85,10,8,6,8,12,4,11,3,0,65,4,3,6,0,11,0,6,0,0,30,0,5,3,0,4,0,0,0,0,16,9,0,3,0,0,0,3,0,0,11,5,3,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,10,70,36,59,115,97,54,37,54,3,525,17,0,8,3,4,0,3,3,7,43,12,0,11,16,6,5,3,9,0,67,18,7,32,46,20,26,5,20,0,176,33,8,55,58,19,25,10,40,4,250,32,15,89,73,36,34,19,45,0,344,40,25,155,157,77,61,33,68,4,622,68,35,300,165,94,73,72,119,9,947,106,49,406,145,142,79,105,114,11,1158
LGA22910,3,0,0,3,3,3,0,0,0,17,0,0,7,3,0,0,0,4,0,11,3,0,0,8,0,3,0,0,0,13,3,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,7,32,13,13,5,13,0,114,11,0,0,0,3,0,0,0,0,13,3,0,0,3,0,3,0,0,0,16,5,3,10,7,0,0,0,12,0,43,13,3,9,14,4,7,3,15,0,71,12,0,23,15,4,8,0,7,0,76,20,4,33,32,6,7,3,13,0,118,28,4,38,30,16,16,0,11,3,148,26,3,67,29,11,9,7,23,0,178
LGA22980,3,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,4,0,9,3,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,12,3,5,4,11,0,44,6,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,9,6,0,3,5,0,0,0,0,0,14,14,0,3,9,0,3,0,3,0,29,9,0,8,8,3,0,0,4,0,34,17,3,14,14,5,0,0,7,0,59,14,3,22,16,11,3,9,13,0,84,24,0,31,14,14,0,3,22,0,108
LGA23110,0,3,3,14,3,7,0,3,0,42,0,3,6,26,14,9,8,12,0,82,7,3,7,20,8,6,16,13,0,78,8,0,8,23,13,8,30,17,0,110,11,7,8,11,14,12,25,11,0,99,9,4,5,3,10,4,15,8,0,63,6,0,3,3,6,3,9,6,0,40,7,0,4,4,5,5,11,0,0,31,18,4,7,0,3,0,11,0,0,39,9,0,3,0,0,3,0,0,0,13,0,5,0,4,0,3,0,0,0,9,68,36,67,129,99,68,119,74,5,672,4,3,13,3,3,0,3,7,3,37,0,3,16,14,3,11,3,11,0,65,4,10,32,40,12,25,10,18,3,143,5,5,35,44,18,23,9,15,0,164,13,7,60,79,19,25,18,30,0,258,23,13,145,137,33,40,35,48,6,471,40,25,214,122,58,44,117,91,8,715,77,25,323,114,94,32,197,136,12,1010
LGA23190,0,0,0,3,3,6,0,0,0,11,3,0,3,5,3,4,0,4,0,23,0,0,0,5,7,0,4,0,0,23,8,0,5,8,7,3,0,4,0,39,6,6,0,6,3,0,3,3,0,24,0,3,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,28,16,17,44,38,27,12,23,0,199,18,0,0,0,0,0,0,0,0,23,0,3,3,5,3,7,0,3,0,28,10,0,18,19,8,14,0,5,0,76,5,3,22,13,8,16,5,12,0,85,8,4,28,22,20,8,3,13,3,112,21,10,47,51,33,25,15,25,0,226,32,10,145,59,43,26,16,24,3,360,51,16,185,38,43,40,32,26,3,436
LGA23270,3,7,13,29,17,12,3,17,3,111,17,9,14,39,37,25,13,22,3,169,13,3,9,50,53,40,48,35,4,249,17,9,21,53,77,31,62,35,6,323,28,13,24,35,63,20,38,19,5,242,21,13,15,20,30,23,33,13,3,162,25,7,7,20,29,15,17,11,0,127,16,3,7,9,16,3,7,4,0,63,26,10,9,3,10,12,11,3,3,82,13,3,5,3,4,0,0,0,0,26,3,0,0,8,5,0,4,3,0,27,183,82,133,327,373,210,250,175,36,1757,19,3,26,11,5,3,5,6,3,87,4,7,27,44,10,35,6,24,0,168,13,11,74,94,39,63,27,65,7,388,19,9,129,118,73,58,33,75,8,525,35,20,152,148,80,78,61,91,13,677,57,34,301,291,175,128,151,179,16,1334,100,40,566,306,218,147,338,265,32,2016,211,81,907,292,340,206,518,340,39,2934
LGA23350,0,0,0,4,0,3,0,3,0,14,0,0,0,9,0,0,0,3,0,11,4,0,0,4,0,0,0,3,0,13,0,0,0,0,3,0,0,0,0,13,0,0,0,0,3,3,0,7,0,16,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,21,9,4,17,15,8,0,23,0,102,9,0,0,0,0,0,0,0,0,12,6,0,3,3,0,6,0,4,0,26,8,0,7,7,3,6,0,10,4,50,8,3,8,12,0,3,0,11,0,49,16,4,24,13,6,11,3,12,3,87,21,10,30,22,5,6,9,14,0,116,14,8,47,17,18,8,6,12,0,142,20,3,83,21,10,5,15,27,0,185
