LGA_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
LGA10850,0,0,3,0,0,0,0,0,0,3,3,0,0,0,4,3,0,4,0,13,0,3,0,0,7,10,0,8,0,30,6,0,3,0,6,5,7,12,0,40,3,3,3,0,12,7,6,22,3,61,4,0,3,0,3,7,9,34,0,66,3,0,0,4,3,5,10,41,3,72,3,0,0,0,5,3,15,54,0,74,0,0,0,0,3,3,22,62,0,88,0,0,0,0,0,0,0,7,0,10,0,0,0,0,3,0,0,5,0,7,22,14,16,4,48,51,75,241,9,480,0,3,0,0,0,0,0,0,0,4,3,37,0,0,0,0,0,3,3,41,0,11,3,0,4,0,0,3,0,18,0,9,4,4,0,0,0,4,0,17,0,4,4,3,0,0,3,0,0,13,0,3,12,0,3,3,3,0,0,30,0,0,5,5,16,8,6,4,0,50,0,3,0,4,9,6,13,6,0,43
LGA10900,0,14,10,7,0,3,0,4,0,41,0,6,12,17,10,4,4,3,0,56,0,8,16,13,13,14,3,3,0,74,7,0,3,6,34,21,15,10,3,98,3,3,0,6,19,24,18,19,0,97,0,0,3,0,7,7,3,15,0,39,0,3,0,3,5,4,5,6,0,27,3,0,0,0,0,4,6,3,0,14,0,0,0,0,5,3,8,10,0,26,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,11,22,92,63,69,107,82,63,83,19,591,3,6,4,3,0,0,0,3,3,21,8,198,20,3,0,3,0,0,3,239,10,116,42,6,7,3,0,4,5,191,4,90,67,15,3,0,0,0,0,190,9,72,80,36,18,8,0,0,4,218,3,50,65,87,56,16,6,9,3,305,3,19,35,59,69,55,9,11,4,269,3,18,14,22,53,45,17,13,3,182
LGA10950,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,8,0,0,0,0,9,0,3,3,0,12,0,0,0,0,9,6,4,11,0,26,0,0,0,0,0,3,9,13,0,35,0,0,0,0,0,3,10,16,0,40,0,0,0,0,0,0,5,18,0,30,0,0,0,3,0,0,7,15,0,25,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,11,3,10,8,22,16,45,79,3,190,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,12,0,6,6,0,0,0,0,0,0,14,0,0,3,3,3,0,8,4,0,20,0,0,0,6,9,6,0,3,0,29,0,0,0,0,3,3,0,7,0,20
LGA11100,3,22,49,39,14,15,11,13,6,168,11,18,96,96,79,52,7,26,9,388,16,19,46,146,243,132,37,34,10,682,24,14,49,104,302,259,91,90,17,965,18,17,14,46,231,258,139,140,11,886,18,10,8,24,106,141,90,145,7,546,5,4,3,15,37,53,64,122,3,311,9,3,3,0,20,28,29,76,5,166,7,0,6,4,24,28,20,55,3,157,3,3,5,0,4,6,0,8,0,30,0,3,13,5,9,17,4,4,5,71,118,188,367,507,1085,1006,497,737,96,4599,4,6,3,7,3,3,0,3,3,32,12,91,12,14,3,3,0,0,0,138,10,103,56,14,6,6,0,0,4,200,9,85,136,25,10,3,3,3,7,278,10,75,190,50,17,8,4,3,6,366,16,55,155,137,88,41,3,9,16,508,14,32,69,136,238,118,41,22,12,680,14,27,40,56,276,199,73,36,17,733
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,3,4,0,10,0,0,0,0,0,0,6,5,0,14,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,5,3,5,8,9,25,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,11,0,4,0,0,0,3,0,0,0,7,0,7,3,4,0,3,0,0,0,14,0,3,0,0,4,3,0,0,0,13,0,0,3,4,7,0,3,0,0,20,0,0,0,3,5,8,3,0,0,17
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA11250,3,5,7,5,3,0,3,0,0,27,0,3,6,7,6,0,0,4,0,25,0,0,5,10,16,13,3,3,0,45,3,0,3,4,15,12,6,8,0,51,4,0,0,0,15,17,9,33,0,83,6,0,0,4,7,15,15,37,3,84,3,0,0,4,11,12,12,52,5,103,8,0,0,3,11,5,15,59,3,96,6,3,5,0,12,5,24,54,0,107,0,0,0,0,0,0,10,6,0,18,4,0,0,0,0,0,0,5,3,11,37,41,28,41,89,88,79,275,18,695,0,3,0,0,0,0,0,4,0,3,3,43,0,3,0,0,0,0,0,53,3,37,13,3,0,0,0,0,4,65,5,28,20,9,0,0,0,3,3,75,0,19,19,24,5,7,0,0,0,82,3,23,16,32,17,12,0,7,0,107,3,5,4,16,35,19,5,13,0,104,5,3,0,9,22,26,9,3,0,81
LGA11300,0,3,12,4,3,6,0,3,0,36,0,0,11,12,8,11,5,3,4,51,3,4,3,8,16,14,5,4,0,60,0,0,5,11,33,35,4,14,0,103,7,0,0,7,26,35,8,18,0,100,0,0,0,0,24,30,13,18,5,93,3,0,4,4,12,19,17,14,0,74,0,0,0,0,0,7,8,6,0,27,0,0,0,0,0,4,11,13,0,36,0,0,0,0,0,0,0,8,0,9,0,0,0,0,3,5,0,4,5,13,19,40,44,63,123,171,73,112,22,658,0,3,3,0,3,0,0,3,0,10,6,79,6,3,0,0,0,0,0,95,7,61,22,9,0,0,0,3,0,93,3,35,58,14,3,3,0,0,0,128,0,29,45,27,8,3,4,0,0,130,3,15,39,29,18,14,0,3,3,130,0,16,17,35,59,19,4,6,3,156,0,3,9,13,43,29,10,14,0,130
LGA11350,3,7,14,12,5,3,0,0,0,35,0,9,16,23,15,4,0,8,0,72,3,4,13,28,34,20,9,0,0,113,0,0,3,26,27,14,13,8,0,101,0,7,7,5,11,17,8,18,0,77,4,3,0,5,7,5,6,8,0,34,0,0,0,0,4,0,4,4,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,8,0,3,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,0,0,11,19,63,85,95,105,69,45,57,3,537,0,3,3,0,0,0,0,0,0,7,6,93,7,0,0,0,0,0,4,106,0,63,23,7,3,0,0,0,7,106,4,66,44,15,3,4,3,3,3,149,5,65,55,25,6,3,0,0,7,175,9,42,72,59,31,10,4,8,8,239,4,22,19,55,67,38,8,7,6,224,0,14,10,28,38,29,20,15,0,153
LGA11400,0,0,0,0,0,0,0,0,0,6,0,3,10,3,3,3,0,0,0,27,3,0,0,3,4,9,4,6,0,39,0,0,0,3,13,13,15,15,0,59,7,0,0,3,15,15,13,18,0,71,0,0,0,0,5,7,11,23,0,42,0,0,0,0,0,6,11,36,0,53,4,4,0,0,3,6,6,21,0,48,3,0,0,0,3,3,19,34,0,61,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,3,0,3,0,7,18,19,18,22,48,70,75,159,3,434,0,7,3,0,0,0,0,0,0,12,0,29,0,0,0,0,0,0,0,33,0,19,9,0,0,0,0,0,3,40,0,15,15,3,0,5,0,0,0,36,0,15,10,9,3,8,4,4,3,54,3,10,10,18,9,9,3,5,0,73,3,7,3,13,25,32,13,8,0,107,7,3,0,9,21,32,11,9,3,99
LGA11450,0,17,20,3,3,15,0,5,0,71,3,10,28,31,33,19,4,6,4,136,13,10,19,29,97,67,23,31,4,288,11,15,14,51,147,124,51,60,7,475,8,12,11,36,137,130,66,109,7,519,9,4,8,20,98,79,47,106,4,369,3,0,0,3,39,39,30,115,6,246,0,0,0,3,22,18,24,55,0,123,10,0,0,3,4,9,11,45,0,88,0,0,0,0,3,0,3,6,0,14,3,4,3,9,7,4,5,7,8,38,59,111,142,199,603,506,266,556,57,2502,0,17,0,0,3,0,0,3,3,25,9,226,20,3,0,0,0,0,5,268,8,125,45,16,3,3,0,0,0,199,4,54,71,27,8,6,0,0,5,182,8,40,63,40,14,5,3,7,4,184,6,33,55,72,44,34,18,9,7,274,12,8,28,68,149,73,20,15,9,375,12,12,16,34,104,85,45,37,4,346
LGA11500,5,33,38,33,21,11,4,9,4,156,3,24,44,57,113,57,16,22,10,343,12,30,48,72,410,179,58,33,20,870,20,29,25,64,501,294,125,104,12,1178,17,14,14,30,282,225,131,171,14,895,11,14,10,10,74,113,97,119,8,448,8,5,8,8,38,50,65,126,5,313,8,0,0,0,36,29,38,72,3,177,8,0,4,6,32,27,37,81,3,198,0,0,0,0,4,8,0,5,0,24,4,4,0,5,21,15,3,13,11,83,114,260,261,315,1538,1030,590,749,108,4968,3,27,0,3,3,7,0,0,3,46,25,346,38,9,5,0,0,0,6,437,9,230,90,28,8,8,4,0,15,391,17,163,115,38,17,9,0,4,9,377,13,82,169,79,34,23,3,8,7,424,16,70,126,180,164,80,21,21,9,694,16,44,55,143,382,188,51,35,19,927,22,27,40,64,419,242,77,52,16,951
LGA11520,4,12,23,23,7,8,4,5,3,77,3,9,35,29,20,31,5,14,6,142,3,6,22,31,50,15,15,15,4,158,7,5,17,25,47,48,12,15,3,175,0,3,8,14,45,45,21,20,4,159,0,0,3,4,7,10,19,19,0,65,0,0,0,3,9,8,0,29,0,51,0,0,0,0,0,5,5,9,0,25,0,0,0,0,0,3,4,17,0,21,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,3,3,0,3,18,19,87,155,137,186,184,81,154,28,1025,0,11,3,3,0,0,0,0,0,21,7,102,13,3,0,0,0,0,4,126,0,66,23,4,4,3,0,0,7,107,4,53,77,9,4,3,3,0,3,160,3,32,108,33,10,11,0,3,8,210,3,27,75,47,36,14,4,4,6,216,8,19,31,31,70,34,9,15,13,235,3,10,26,27,97,86,14,24,0,289
LGA11570,12,79,181,113,62,55,30,41,22,589,21,68,113,171,236,180,36,73,23,929,30,59,94,181,711,379,114,125,35,1721,37,41,49,102,770,540,194,198,36,1972,27,26,21,58,456,391,244,271,34,1519,20,21,13,25,180,198,155,201,12,821,19,9,6,9,88,88,93,202,8,524,13,5,3,0,36,44,30,113,4,245,9,3,6,6,31,30,28,121,0,226,0,4,0,0,4,6,3,15,3,48,0,3,6,18,16,18,9,21,24,113,210,564,718,781,2634,1983,944,1400,232,9469,7,39,11,6,11,7,0,5,10,93,36,398,48,11,8,6,0,3,7,510,25,391,135,26,14,9,4,10,20,624,17,246,287,77,29,23,4,7,26,728,17,169,335,152,58,33,11,14,30,824,47,150,227,309,416,170,31,37,31,1418,35,81,115,234,896,368,75,75,46,1925,24,52,74,115,688,433,141,101,27,1651
LGA11600,0,0,3,0,0,3,0,0,0,15,0,0,0,0,3,0,0,3,0,8,0,0,0,0,3,4,4,3,0,16,0,0,0,0,13,4,3,0,0,24,0,4,0,0,8,8,3,11,0,33,0,0,0,0,5,4,3,11,0,23,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,13,29,24,13,39,4,143,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,14,0,3,4,0,0,0,0,0,0,6,0,8,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,4,0,12,3,3,3,18,5,8,0,4,0,42,3,3,5,3,14,11,3,7,0,51,3,0,0,4,7,15,3,17,0,55
LGA11650,8,43,84,49,20,17,3,13,6,251,18,49,100,118,123,48,21,28,8,515,25,34,86,136,386,144,56,57,9,941,25,20,50,114,441,280,145,130,16,1230,25,9,35,62,328,262,169,235,16,1138,21,6,22,12,119,134,105,176,11,602,12,10,5,7,50,63,69,152,3,372,8,3,0,8,24,35,24,99,0,201,5,0,6,0,23,24,18,95,4,182,4,0,0,0,3,9,0,19,0,41,3,12,10,13,22,11,7,14,19,102,169,464,511,576,1560,1039,625,1025,113,6081,5,58,4,8,4,3,0,7,8,98,67,977,67,14,5,0,0,0,16,1149,51,538,193,58,24,14,0,3,18,911,28,366,284,91,33,17,9,22,21,872,28,258,328,197,54,38,17,15,22,964,39,191,324,397,248,139,29,42,14,1423,45,114,165,336,589,312,97,74,25,1754,28,56,84,172,476,413,168,98,17,1509
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,4,0,3,0,12,0,0,0,0,3,5,0,4,0,14
LGA11720,0,11,15,9,7,3,0,0,0,42,0,12,10,17,15,13,6,5,0,81,3,3,13,10,33,21,8,5,3,103,0,3,4,12,36,58,19,12,3,148,6,6,3,14,34,50,24,47,3,180,3,0,0,0,19,18,27,33,0,99,0,0,0,0,12,13,15,26,0,70,0,0,0,0,16,10,12,19,0,49,3,0,0,4,42,19,16,23,3,111,3,0,0,0,7,4,3,4,0,19,0,0,3,0,5,4,3,3,0,17,25,81,82,67,226,212,133,179,19,1021,0,3,3,0,0,0,0,0,4,17,8,149,21,4,0,0,0,0,0,191,13,115,30,14,0,0,3,3,3,181,5,85,53,24,5,4,0,0,3,186,8,65,95,56,11,9,0,5,8,243,12,59,68,88,41,27,0,5,3,305,11,15,30,63,98,62,22,7,7,318,6,14,13,20,81,67,26,15,5,240
LGA11730,3,7,11,12,4,9,0,8,3,57,7,13,18,22,22,4,0,7,0,94,4,7,17,16,57,27,12,18,3,165,7,0,13,24,56,47,33,31,7,217,4,7,13,19,37,40,39,72,3,226,3,0,3,5,9,22,13,63,3,121,3,3,4,0,9,3,9,43,0,72,0,0,0,0,3,6,3,27,0,39,0,0,3,0,0,3,0,14,0,23,0,0,3,0,0,3,0,4,0,7,0,0,0,0,3,3,0,10,0,16,37,71,85,105,203,170,109,287,28,1096,0,6,0,5,0,3,0,6,4,24,8,134,11,5,0,0,0,3,0,159,8,91,26,8,0,8,3,0,8,153,10,94,50,30,7,6,0,11,0,203,10,67,50,45,3,9,4,3,3,197,14,45,49,82,35,23,11,17,12,280,12,22,25,70,106,54,25,23,3,338,10,4,16,30,63,53,42,22,0,241
LGA11750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,7,0,19,0,0,0,4,0,3,0,3,0,11,3,0,3,3,4,5,9,18,3,49,0,0,0,0,5,10,0,27,3,43,5,0,4,0,3,10,14,52,6,92,5,0,3,0,3,7,12,38,0,74,8,3,0,0,0,3,34,69,3,121,0,0,0,0,3,0,11,7,0,27,3,0,0,0,0,0,3,0,0,9,22,11,15,9,33,37,86,242,19,460,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,20,6,4,10,0,0,0,0,3,0,21,0,0,11,5,0,0,0,0,0,19,7,0,4,4,7,3,0,5,0,32,0,0,3,8,6,6,3,3,0,30,0,0,0,3,7,7,4,10,0,31
LGA11800,3,30,23,16,3,3,3,4,0,90,7,19,27,42,30,4,5,5,3,138,8,10,32,49,82,36,19,19,0,251,3,6,12,43,95,68,53,33,3,328,9,6,12,13,64,58,39,48,0,255,4,0,3,3,13,13,24,52,0,114,7,4,0,0,3,11,10,37,0,64,0,0,0,0,3,6,3,24,0,45,0,0,0,3,4,7,0,17,0,26,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,3,0,4,10,30,45,139,135,189,306,220,156,251,26,1472,4,16,6,5,4,0,0,4,0,45,17,253,18,10,0,0,0,0,7,305,10,162,70,14,4,3,0,3,5,273,11,135,105,42,17,12,8,3,10,342,7,114,123,69,26,15,3,5,12,371,12,78,97,163,86,43,17,20,7,524,14,48,61,128,210,92,27,24,7,604,14,16,27,71,152,113,47,44,7,492
LGA12000,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,17,0,0,0,0,3,3,6,3,0,15,0,0,4,0,0,0,0,10,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,4,9,11,7,20,3,77,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,8,3,3,3,4,4,0,0,0,0,20,0,0,0,3,0,4,0,3,0,13,0,3,0,4,7,5,3,5,0,26
LGA12150,3,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,3,7,3,0,20,0,0,0,0,4,4,0,3,0,11,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,4,15,15,10,14,3,74,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,3,0,0,0,0,0,10,3,5,7,0,0,0,0,0,0,15,0,4,7,3,0,3,0,3,0,13,0,3,6,7,4,3,0,4,0,26,0,0,9,9,9,8,4,4,3,42,0,0,0,0,5,8,8,8,0,30
LGA12350,0,3,3,3,3,0,0,0,0,13,0,3,8,4,11,4,0,4,0,36,0,0,5,6,24,15,0,6,0,52,0,0,0,3,15,4,7,10,0,44,4,0,0,0,16,5,5,13,0,42,0,0,0,3,0,6,3,10,0,31,0,0,0,4,0,4,0,12,0,17,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,4,0,0,0,8,14,18,22,27,67,45,18,72,7,288,0,0,3,0,0,0,0,0,0,5,3,31,0,0,0,0,0,0,0,35,3,28,12,3,0,0,4,0,0,55,0,21,13,6,3,3,0,0,0,56,3,18,8,18,4,4,0,0,0,53,0,8,20,25,25,25,0,6,5,120,3,10,10,21,71,41,17,3,0,167,4,3,4,8,37,17,12,13,0,98
LGA12380,7,54,117,60,42,33,10,19,17,357,13,64,105,124,184,108,24,52,20,698,27,45,95,175,708,311,78,91,23,1546,43,46,50,147,882,555,223,163,26,2133,27,36,26,81,594,425,265,298,26,1779,18,16,10,30,237,198,143,260,9,923,7,9,5,13,95,113,88,197,9,539,8,0,3,4,39,68,46,158,3,329,20,3,5,6,30,46,58,179,4,343,0,0,0,0,5,4,8,25,0,51,8,10,6,6,39,22,12,22,16,136,185,453,615,706,2888,1924,955,1467,170,9368,10,34,11,3,3,0,0,6,6,80,18,258,22,12,7,0,0,3,4,326,10,274,103,16,9,9,0,3,7,425,12,186,202,53,17,18,7,10,15,515,17,115,233,113,42,29,11,9,10,575,27,94,193,205,235,101,16,25,26,924,20,85,91,198,610,247,65,52,28,1393,21,42,53,100,517,311,129,94,29,1289
LGA12700,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,5,19,0,0,0,3,3,0,3,4,0,12,0,4,3,0,8,9,0,3,0,26,3,0,0,0,7,3,0,7,0,15,0,0,0,0,3,0,0,13,0,19,0,0,0,0,0,4,3,6,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,11,14,7,21,19,4,42,3,139,0,0,0,0,0,0,0,0,0,7,0,23,3,0,0,0,0,0,0,25,3,10,9,0,0,0,0,0,0,23,3,6,5,3,0,0,0,0,0,27,0,10,6,6,0,0,0,0,0,24,0,7,15,13,3,4,0,3,0,50,0,6,9,10,9,10,3,4,3,47,3,0,0,4,7,9,0,8,0,32
