LGA_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
LGA21610,16,22,11,55,124,137,75,91,6,540,12,4,12,10,55,65,30,56,3,241,5,3,8,3,25,45,25,47,0,172,5,3,3,6,9,26,34,27,0,108,3,3,0,0,7,11,13,28,0,64,0,3,3,0,0,5,0,9,0,26,3,26,16,11,28,11,8,8,22,130,197,1626,918,880,1243,868,413,466,140,6750,5,9,0,0,0,0,0,8,17,47,3,24,3,0,3,0,0,0,18,48,3,14,7,0,0,3,0,0,17,42,0,10,7,4,0,0,0,3,12,39,4,6,5,5,3,0,0,3,16,45,4,14,11,11,11,6,0,9,31,101,0,6,0,12,20,17,3,7,26,95,3,3,6,9,18,13,9,6,27,94,0,0,3,8,11,18,9,18,19,88,4,0,6,5,9,17,8,14,13,76,0,0,0,5,8,7,3,9,7,41,0,0,0,0,6,7,5,10,0,28
LGA21670,3,0,0,0,4,10,11,0,0,30,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,18,29,174,82,97,94,72,38,23,10,626,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,3,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA21750,5,0,10,19,39,35,21,18,0,148,0,0,3,4,8,17,11,17,3,61,0,0,0,0,0,3,0,3,0,12,0,0,0,0,3,0,5,3,0,15,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,3,0,0,0,28,60,277,198,221,216,164,77,85,30,1317,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,3,7,19,0,0,0,0,4,5,0,0,9,21,0,0,0,0,4,3,3,0,4,19,0,0,0,0,3,8,0,0,8,12,0,0,0,0,4,3,0,0,3,9,0,0,0,0,0,0,0,0,0,3
LGA21830,3,0,3,6,20,21,23,18,0,100,0,0,0,0,8,12,12,6,0,33,0,0,4,0,3,4,16,3,0,33,0,0,0,0,3,0,19,3,0,27,0,0,0,0,0,3,5,3,0,16,0,0,0,0,0,0,0,5,0,7,0,6,0,4,5,0,0,0,7,26,37,215,105,93,107,122,113,106,26,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,4,3,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,3,3,0,4,16,0,0,0,0,4,3,3,0,3,13,0,0,0,0,3,5,0,0,5,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,3,0,0,0,7
LGA21890,5,7,7,20,82,79,45,27,6,287,0,5,3,16,29,39,13,30,4,136,3,4,3,3,24,21,21,22,3,98,0,0,0,0,10,13,14,19,0,59,10,0,0,0,4,7,4,20,5,53,0,3,0,0,0,3,3,3,0,16,0,6,8,17,9,8,3,7,10,78,100,883,694,533,762,514,201,191,110,3989,6,3,0,3,0,4,0,3,10,30,0,15,0,0,0,0,0,0,12,24,0,10,6,0,0,0,0,3,17,34,4,6,3,6,0,3,0,0,16,40,3,0,9,6,3,0,0,0,17,44,5,4,4,10,7,7,0,7,19,67,5,4,9,11,17,19,0,6,19,89,4,4,3,7,26,21,3,4,34,106,0,4,3,7,23,19,12,9,31,103,0,0,3,3,10,7,8,3,6,40,3,0,0,0,8,8,7,3,7,38,0,3,0,0,3,5,0,7,4,28
LGA22110,11,7,8,11,56,43,39,27,5,199,4,0,0,9,7,8,15,13,0,56,0,0,0,0,10,3,9,10,0,32,0,3,4,0,0,3,3,3,0,17,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,10,0,10,10,4,4,4,3,0,3,35,120,495,288,336,353,203,128,111,54,2095,0,5,0,0,0,0,0,0,10,16,0,6,0,0,0,0,0,0,11,13,3,4,0,0,0,0,0,0,9,16,0,3,9,0,0,0,0,0,6,23,3,0,3,0,0,0,0,0,8,19,0,0,5,3,3,0,0,3,5,18,4,0,4,3,6,0,0,0,9,32,0,3,0,9,5,0,4,3,0,27,0,0,0,0,0,3,0,4,9,21,0,0,0,0,6,3,3,3,3,15,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,3,3,0,0,4
LGA22170,13,7,12,25,81,115,62,64,9,388,3,5,4,5,25,46,21,46,0,164,3,0,0,9,10,20,14,28,0,92,0,0,0,4,9,8,8,20,0,50,3,0,3,4,3,6,15,27,0,67,0,0,0,0,0,3,3,6,0,19,3,21,12,12,9,13,3,3,8,79,101,958,534,541,695,555,246,280,78,3988,3,0,0,6,0,3,0,4,14,34,0,12,3,0,0,0,0,0,7,26,3,19,3,0,0,0,0,0,15,40,0,8,9,4,0,0,0,0,16,44,0,3,3,4,0,0,0,7,11,33,0,3,6,3,0,6,0,8,7,33,3,8,4,7,11,15,0,3,13,56,0,3,0,3,12,8,7,4,23,67,3,0,0,4,7,18,6,9,8,56,3,0,0,3,8,9,4,10,9,50,3,0,3,0,10,12,0,5,5,34,0,0,0,0,3,10,4,0,4,22
LGA22250,0,0,0,4,9,16,5,13,0,44,0,0,0,0,0,5,3,3,0,19,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,0,0,3,9,24,122,69,53,75,80,32,41,10,507,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,7,5,11,21,45,34,21,29,3,184,0,4,3,3,24,22,10,18,0,97,0,0,3,8,15,20,13,20,0,75,0,0,0,3,7,7,8,21,0,48,0,3,0,3,7,3,3,28,0,46,0,0,0,0,4,3,0,4,0,19,3,9,3,0,8,6,3,10,6,52,62,726,424,314,392,264,129,182,46,2544,3,6,4,0,0,0,0,4,17,34,3,7,3,0,0,3,0,0,18,31,0,11,0,0,0,0,0,0,10,27,0,3,12,0,3,0,0,0,13,33,0,8,6,8,3,3,0,3,18,37,3,3,6,4,4,0,0,0,16,35,3,3,3,3,5,3,0,0,17,41,0,3,7,8,9,6,3,0,18,57,3,3,3,11,4,7,3,4,8,49,0,0,5,3,3,6,0,0,3,27,0,0,3,3,11,6,3,8,9,42,0,3,3,0,0,7,0,6,3,28
LGA22410,0,7,7,10,22,16,8,7,0,83,0,0,0,0,7,3,5,7,0,33,0,0,0,0,8,9,0,3,3,26,0,0,0,0,4,3,5,9,0,23,0,0,0,0,3,0,3,10,0,20,0,0,0,0,0,0,0,0,0,8,0,6,3,4,7,0,0,4,0,28,38,211,143,137,150,118,56,74,22,943,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,8,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,8,0,3,0,0,4,0,0,0,4,10,0,0,0,0,3,3,0,0,4,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,4
LGA22490,3,0,7,7,12,23,7,3,0,60,0,0,0,0,3,6,0,3,0,12,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,17,121,62,75,83,73,33,37,9,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA22620,14,7,12,20,91,77,72,54,0,352,6,4,4,7,31,31,33,36,0,151,3,3,3,3,16,19,21,26,0,101,0,3,0,0,10,4,4,12,0,32,0,3,0,0,0,5,3,15,0,28,0,4,0,0,0,0,0,5,0,16,6,19,3,5,17,3,3,3,12,75,187,1231,604,568,973,516,317,271,88,4750,7,0,0,0,3,0,0,4,13,26,3,9,3,0,0,0,0,0,12,33,3,13,4,0,0,0,0,0,3,24,0,15,10,3,0,0,0,0,15,44,0,5,7,3,0,4,0,0,26,42,3,6,13,3,6,3,0,0,14,47,4,3,4,15,17,7,3,5,21,71,3,3,3,6,24,13,3,10,8,77,4,0,4,3,14,11,3,8,16,68,0,0,4,9,7,10,5,7,6,52,3,0,0,0,4,4,4,9,4,35,0,0,3,3,3,7,0,4,0,25
LGA22670,29,23,29,71,370,335,189,162,17,1222,14,12,9,30,143,129,98,89,5,527,5,4,5,15,61,66,65,75,4,303,5,0,0,9,15,45,38,51,9,170,3,3,0,6,13,29,24,74,0,149,0,0,4,0,6,3,3,11,0,40,6,25,13,14,64,41,10,3,20,192,242,1473,1218,1209,3187,1950,810,707,220,11009,11,6,3,6,4,6,0,9,34,75,4,21,0,3,0,5,0,0,25,57,4,24,9,0,3,3,0,3,23,76,0,12,24,3,3,0,0,8,31,87,6,9,18,14,9,3,0,3,42,104,7,20,18,21,34,11,0,4,53,161,12,16,13,18,62,29,6,10,53,210,4,10,4,18,67,58,16,18,39,241,4,5,3,19,60,50,17,24,32,224,9,0,0,4,43,47,18,14,24,156,3,0,4,3,30,17,13,21,19,113,0,0,0,0,11,18,8,6,7,54
LGA22750,22,28,18,51,206,276,84,120,13,825,4,12,14,17,73,116,51,63,11,366,7,5,7,10,43,48,27,64,3,209,8,0,0,7,15,26,19,46,4,128,3,8,0,7,11,20,18,70,0,133,0,10,3,4,3,3,4,13,0,43,5,49,21,24,31,23,3,3,27,189,313,2395,1220,1189,1524,1280,433,587,197,9138,4,3,0,0,0,3,0,3,34,54,5,25,6,0,4,4,0,3,29,71,3,17,7,3,0,0,0,0,35,77,3,5,11,3,3,3,0,0,29,54,6,18,7,13,5,6,0,8,22,78,5,14,7,21,14,5,0,6,27,101,6,6,8,23,19,23,0,11,38,138,5,5,7,13,35,32,0,12,30,143,8,5,12,9,27,41,12,18,26,161,3,4,3,8,27,25,12,15,18,112,3,5,0,8,15,21,13,19,10,95,7,0,0,5,9,21,5,8,8,61
LGA22830,11,12,14,36,86,108,48,54,4,368,8,8,3,10,33,48,40,19,0,168,7,3,0,3,15,29,24,34,0,109,4,0,0,0,4,9,20,9,0,51,0,0,0,0,0,3,8,6,0,25,0,3,0,0,0,0,0,0,0,12,3,12,9,11,17,5,0,4,4,64,130,660,382,417,630,529,255,220,50,3280,3,3,0,5,0,0,0,0,13,27,0,7,0,0,0,0,0,0,9,20,0,7,3,0,0,0,0,0,3,19,3,6,3,3,0,0,0,0,8,25,3,5,4,3,0,0,0,0,11,29,0,7,3,6,8,7,0,0,14,36,3,0,3,3,12,7,0,5,18,55,0,0,0,3,8,7,3,4,14,40,5,0,0,3,4,11,4,5,3,36,0,0,0,0,4,8,5,0,8,25,3,0,0,0,3,4,0,3,3,16,0,0,0,0,3,0,0,3,4,12
LGA22910,0,3,3,9,6,12,0,4,0,39,0,0,0,0,8,7,3,3,0,16,0,0,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,0,0,0,0,8,22,167,96,112,60,64,29,28,19,595,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,4,11,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,3,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,7,7,0,3,0,19,0,0,0,0,0,6,0,3,0,8,0,0,0,0,3,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,13,54,27,39,120,52,16,16,4,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,19,12,3,26,224,197,92,40,7,625,7,8,3,9,134,129,59,36,3,389,12,7,0,11,40,63,56,44,0,238,3,3,4,8,20,23,31,37,3,133,3,3,3,0,9,25,24,51,0,117,0,0,0,3,0,3,0,6,0,8,0,6,3,0,12,12,3,3,15,52,111,626,378,383,1045,813,387,309,90,4141,0,5,0,0,0,0,0,4,11,20,0,3,0,0,0,0,0,0,9,13,0,8,7,0,0,0,0,0,8,26,3,8,3,0,3,0,0,0,9,31,0,3,8,0,3,3,0,4,7,33,3,0,5,6,12,3,0,4,19,51,0,7,0,8,17,10,0,3,13,61,0,4,0,7,13,18,0,3,18,61,9,0,3,6,22,11,7,13,20,94,0,4,0,0,13,20,6,4,10,57,3,0,0,0,9,14,0,3,0,31,0,0,0,0,3,9,3,8,4,29
LGA23190,3,3,0,8,22,12,7,7,0,66,3,0,0,0,3,0,4,3,0,20,0,0,0,0,4,3,0,8,0,15,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,0,6,19,30,293,132,124,153,109,33,57,26,956,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,0,3,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,5,21,0,0,0,0,8,0,0,0,3,8,0,0,0,0,0,3,0,0,0,11,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,0,0,7,3,3,0,0,14,0,3,0,0,0,3,0,0,0,3
LGA23270,30,13,32,76,365,426,172,134,10,1262,13,11,7,27,145,200,90,101,8,595,6,7,4,12,62,78,53,84,4,312,5,0,6,9,23,60,19,43,3,164,4,3,0,7,11,21,26,59,3,136,0,5,0,5,4,6,5,16,0,48,9,25,13,16,42,34,7,3,32,189,265,1543,1246,1193,2612,1867,733,691,212,10359,11,10,0,3,0,3,0,4,43,75,8,25,5,0,0,0,0,0,29,65,4,14,3,3,3,0,0,0,33,60,4,12,18,5,3,3,3,0,27,80,3,11,12,3,8,3,0,0,32,84,5,11,16,18,33,9,3,5,37,147,6,12,10,21,74,38,11,7,50,226,7,9,6,15,66,47,17,20,44,225,3,0,0,10,62,54,21,22,42,212,3,0,3,3,31,34,12,26,14,131,4,0,0,0,24,19,7,13,12,87,3,3,4,0,19,12,8,18,8,64
LGA23350,4,0,8,8,17,57,25,11,0,129,3,3,3,0,17,39,23,8,0,104,0,3,0,4,12,20,23,6,0,62,0,0,0,0,3,7,8,6,0,30,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,0,0,0,3,6,5,0,0,0,3,0,0,3,15,51,155,96,69,118,181,100,50,15,836,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3
LGA23430,7,21,26,41,276,201,96,86,14,756,7,3,6,10,82,92,58,61,3,323,7,0,10,5,49,40,32,41,0,177,0,0,0,3,20,32,19,22,0,103,0,9,3,3,8,25,24,27,0,101,0,0,3,0,6,7,3,5,0,23,5,26,13,12,25,13,3,12,17,120,174,1383,925,822,2045,1101,465,402,121,7438,0,3,0,3,3,6,0,3,26,44,3,14,4,0,0,0,0,0,19,41,0,19,7,6,0,0,0,0,19,52,0,17,11,0,0,0,3,4,20,55,9,9,10,6,0,0,0,3,18,53,5,10,11,5,16,11,3,3,31,92,4,3,8,10,27,22,5,12,36,123,3,0,4,3,43,31,5,14,31,137,3,3,0,10,35,33,6,15,17,121,4,5,0,4,14,16,7,11,13,79,5,0,4,6,8,15,8,14,9,74,0,3,0,0,9,16,5,4,0,44
LGA23670,15,12,16,60,211,173,97,69,8,660,5,3,9,3,80,81,36,44,3,269,3,0,0,11,34,27,32,35,4,143,3,8,0,5,13,19,10,25,0,85,0,0,3,0,11,15,23,29,0,76,0,0,0,0,6,3,3,11,0,19,0,25,12,7,19,17,9,3,11,98,188,1437,835,742,1612,901,381,356,123,6574,5,3,4,0,3,3,4,4,22,44,0,29,0,0,0,4,0,0,20,53,3,10,7,0,3,3,0,0,15,44,3,16,13,7,0,0,0,0,23,59,4,9,12,9,9,3,0,0,29,67,4,6,11,7,6,6,0,3,28,74,3,3,12,9,29,15,3,3,40,115,0,6,3,9,51,21,15,15,36,151,4,9,3,9,28,34,14,9,17,125,0,0,0,3,23,21,8,11,13,70,3,0,0,0,10,15,10,13,3,59,3,3,0,0,3,15,5,10,3,39
LGA23810,12,8,9,12,44,63,27,23,6,199,3,3,3,9,24,30,18,27,0,112,0,3,4,3,30,21,18,24,3,116,3,0,0,4,12,26,7,21,0,81,6,6,0,3,27,19,10,38,0,110,0,0,3,3,3,0,0,17,0,30,5,15,8,8,10,3,3,4,6,54,120,721,355,331,389,321,148,218,60,2661,3,0,0,3,0,0,0,0,12,28,0,12,3,0,0,0,0,0,5,18,4,5,5,0,0,0,0,0,12,25,0,3,4,0,0,0,0,0,16,24,3,5,5,0,0,0,0,0,12,29,3,0,3,10,6,4,3,0,11,40,3,0,3,0,6,4,0,0,11,34,7,0,4,3,18,4,4,0,17,61,3,3,0,5,19,7,10,3,12,59,0,0,0,3,6,11,8,3,3,32,0,0,0,3,11,6,9,0,3,40,3,0,0,0,3,5,3,0,5,20
LGA23940,0,0,0,3,6,10,8,10,3,38,3,0,0,0,0,3,5,3,0,16,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,7,18,74,33,46,72,74,34,39,9,403,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA24130,4,6,10,13,30,50,11,16,4,148,0,0,0,4,7,13,3,11,0,45,0,0,3,0,3,6,8,8,0,36,0,0,0,0,3,3,4,3,0,11,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,4,0,0,3,24,60,445,220,200,214,188,71,87,29,1513,0,0,0,0,0,0,0,0,4,10,0,8,0,0,0,0,0,3,7,11,3,4,0,0,0,0,0,0,3,11,0,5,0,0,3,0,0,0,6,22,0,0,3,0,0,0,0,0,6,6,3,0,0,3,0,0,0,0,3,15,3,0,0,0,3,3,0,0,3,18,3,0,0,3,4,3,0,3,3,19,0,0,0,0,0,4,0,3,4,12,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,4,0,3,13,0,0,0,0,3,3,0,0,3,10
