LGA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
LGA56300,8,6,3,8,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,5,0,8,0,0,3,0,0,0,0,0,10,0,3,3,0,4,9,0,0,15,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,12,10,21,17,9,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,7,5,6,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,0,10,0,0,3,0,0,4,0,0,15,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,3,8,16,4,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,10,14,20,27,37,21,0,128,0,0,0,3,0,0,4,0,6,3,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,15,4,6,0,8,9,3,0,0,29,0,0,3,0,3,3,5,0,16,0,6,3,4,10,10,0,0,38,5,11,6,4,8,8,6,0,46,3,14,11,5,10,6,5,0,51,0,0,13,5,10,5,0,0,35,3,0,6,3,3,0,0,0,16,0,0,0,3,4,0,0,0,11,0,0,0,0,0,5,0,0,3,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,20,38,42,47,63,56,19,6,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,28,102,78,77,89,31,3,420,6,3,0,0,0,0,0,0,13,32,15,3,3,3,7,0,0,58,14,33,15,8,5,13,0,0,80,3,21,15,8,10,10,3,0,74,7,8,38,17,19,14,5,0,109,8,20,41,25,32,22,3,0,159,4,9,22,26,37,28,10,0,136,0,12,33,29,42,38,4,0,153,5,16,36,26,23,26,11,0,137,0,3,13,14,7,11,3,0,49,0,0,3,7,5,5,0,0,25,0,0,4,11,0,0,0,0,15,0,0,3,6,3,3,0,0,16,0,0,0,0,3,3,0,0,9,0,0,4,0,0,5,0,0,9,81,134,225,181,195,184,47,5,1053,3,0,0,3,3,0,0,0,12,3,5,5,0,0,0,0,0,19,3,4,7,3,0,0,0,0,16,0,3,0,0,4,3,0,0,12,0,4,4,0,4,3,0,0,18,0,3,0
LGA56620,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,18,35,64,79,76,19,0,302,0,0,0,0,0,3,0,0,3,16,0,4,0,3,3,0,0,29,7,3,5,4,11,6,4,0,46,0,8,10,6,9,8,9,3,43,3,6,0,6,8,8,4,3,33,4,5,8,13,15,11,0,0,57,0,19,12,10,15,20,0,0,71,3,6,14,15,9,21,3,0,70,0,8,12,4,8,13,0,0,42,0,3,5,3,7,4,0,0,25,0,3,4,3,4,5,0,0,23,0,0,0,0,3,0,0,0,6,0,0,4,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,13,33,56,80,64,97,104,23,4,472,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA56790,3,15,12,22,22,5,0,87,0,0,0,0,3,0,0,0,7,5,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,5,0,3,0,4,0,3,0,0,10,0,0,3,4,3,0,0,0,7,0,0,3,0,4,0,0,0,10,0,0,0,5,0,0,0,0,14,0,0,0,0,0,4,0,0,7,0,0,4,3,3,3,0,0,18,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,5,15,23,24,22,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,0,9,3,3,0,0,0,0,0,0,7,0,0,6,5,0,0,0,0,8,0,6,3,6,3,0,0,0,16,0,0,3,7,6,0,0,0,20,0,0,8,0,0,0,0,0,7,0,0,0,3,3,3,0,0,11,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,25,23,15,5,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,9,57,51,63,38,6,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,3,10,0,0,3,0,0,18,0,0,9,0,3,3,0,0,9,0,0,4,4,3,0,0,0,9,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,23,12,16,13,0,0,79,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,124,560,587,529,371,48,5,2249,6,17,6,0,10,4,0,0,45,120,68,37,18,13,16,3,0,270,74,115,97,59,35,32,7,0,429,40,127,200,90,48,39,15,3,562,18,125,224,118,60,55,11,8,622,18,93,199,115,88,91,21,4,630,25,98,195,122,103,92,31,3,665,10,59,166,112,112,89,31,4,580,7,30,119,79,87,76,21,0,421,0,9,74,60,36,30,6,3,220,0,9,50,37,35,20,3,0,157,0,7,49,35,21,12,0,0,133,0,12,55,55,43,30,0,0,195,0,0,29,41,23,22,3,0,121,11,12,18,11,12,17,3,0,80,328,780,1516,960,724,620,178,27,5130,3,9,8,11,3,4,0,0,44,21,10,3,3,3,4,0,0,54,8,16,16,10,6,7,3,0,55,6,5,16,13,8,3,5,3,57,0,10,13,13,15,6,6,3,69,3,17,24
LGA57140,0,0,4,6,8,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,10,6,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,5,21,29,41,33,11,0,139,3,0,0,0,0,0,0,0,9,8,3,0,3,3,3,0,0,17,6,0,3,0,6,3,0,0,22,4,0,0,3,4,10,3,0,23,3,3,3,5,3,3,0,0,18,7,8,4,7,6,4,3,0,38,9,16,13,10,18,6,3,0,77,12,39,27,38,24,9,3,0,157,6,12,21,22,13,3,3,0,80,0,3,6,6,3,0,0,0,21,0,0,5,0,3,0,0,0,7,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,48,88,84,103,91,51,19,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA57280,40,219,211,272,159,31,0,939,0,0,0,0,0,0,0,0,4,13,0,7,3,5,0,0,0,31,3,0,5,8,4,0,0,0,23,0,5,9,0,7,9,0,0,26,3,5,5,9,10,4,0,0,36,8,3,4,5,10,11,3,0,49,3,13,14,8,17,9,0,0,74,3,7,20,10,13,14,0,0,74,3,13,22,16,18,15,0,0,86,0,3,14,10,14,6,0,0,47,0,5,18,13,6,7,0,0,46,0,4,21,9,11,0,0,0,46,0,7,31,23,15,5,0,0,80,0,0,13,6,11,4,0,0,35,0,0,3,4,4,3,0,0,14,45,65,181,127,140,94,7,4,664,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0
LGA57350,0,0,0,4,17,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,3,8,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,3,18,19,16,8,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,13,6,3,0,0,0,0,0,0,13,0,3,5,0,0,0,0,0,6,0,4,0,0,0,3,0,0,10,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,17,8,13,12,9,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,144,224,221,333,282,67,6,1341,13,4,5,9,4,5,3,0,43,364,29,13,14,11,13,5,0,445,145,57,28,45,32,32,12,0,362,57,53,43,56,56,38,18,3,321,30,43,46,64,53,35,16,5,290,20,69,65,70,93,66,19,9,409,12,56,64,60,91,62,12,4,351,9,33,62,72,87,51,9,0,321,3,31,56,40,66,48,15,0,250,3,18,21,19,21,16,8,3,105,0,4,13,21,11,13,0,0,57,0,3,8,14,10,0,0,0,39,0,3,7,16,9,3,3,0,40,0,0,3,4,4,0,0,0,13,6,3,4,7,7,10,0,0,37,660,405,448,506,554,396,110,20,3098,0,0,3,6,3,0,0,0,12,10,3,3,3,0,0,0,3,20,8,5,7,3,0,5,0,0,25,3,0,3,6,3,6,0,3,21,4,3,4,3,8,3,0,0,22,0,7,8
LGA57630,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,42,76,100,128,83,16,3,458,4,0,0,0,3,0,0,0,12,43,5,7,4,10,0,3,0,67,20,3,4,4,7,3,4,0,55,9,11,7,3,6,3,9,0,45,8,4,5,18,9,4,7,0,55,6,19,17,17,16,16,3,0,92,6,21,27,19,22,14,3,0,103,0,16,17,14,12,10,0,0,80,3,8,25,16,12,19,0,0,78,0,0,11,8,10,4,3,0,39,0,0,6,3,3,0,0,0,18,0,0,4,3,3,0,0,0,10,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,13,99,83,131,116,124,78,33,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA57770,4,3,7,12,5,4,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,7,8,7,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,34,43,37,41,38,4,0,206,3,0,0,0,0,0,0,0,9,57,13,6,3,4,7,3,0,90,33,23,20,10,8,6,0,0,108,14,20,31,14,6,4,3,0,107,5,18,28,19,17,13,3,0,103,3,15,33,17,15,22,8,3,113,0,10,29,22,15,23,7,5,106,0,6,23,13,22,16,6,0,89,0,0,28,13,11,16,3,0,76,0,0,7,4,5,6,3,0,27,0,0,9,7,3,4,0,0,17,0,0,0,3,3,3,0,0,11,0,0,10,4,8,4,0,0,21,0,0,0,0,0,0,0,0,6,4,3,0,4,0,3,0,0,13,117,113,229,136,120,127,50,8,898,0,0,0,5,0,0,0,0,9,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,12,3,0,4,0,0,0,0,4,9,0,3,7
LGA57910,295,705,588,665,476,157,12,2994,17,7,16,4,12,5,0,0,56,342,68,45,26,30,27,4,0,533,117,148,73,53,59,38,13,0,497,59,153,132,83,66,66,27,5,587,27,94,182,80,101,93,24,10,624,21,119,195,139,155,119,46,8,803,14,104,240,191,201,167,36,3,952,10,90,237,187,211,138,33,9,911,0,49,167,133,142,109,20,3,628,0,8,77,79,94,62,19,0,338,3,15,34,48,53,40,5,0,200,0,3,33,30,24,9,7,0,103,0,4,29,33,35,7,3,0,110,0,3,8,16,12,3,3,3,46,13,10,18,22,12,12,9,3,102,627,876,1479,1121,1208,894,249,39,6484,9,0,10,8,9,0,0,0,33,24,3,8,7,4,12,0,0,58,9,8,6,4,7,6,5,3,49,0,7,14,8,3,3,8,0,49,0,12,12,5,6,5,0,0,46,0,6,15
LGA57980,56,193,152,163,103,26,3,715,4,0,3,3,0,3,0,0,18,117,29,3,8,3,3,0,0,163,21,35,32,17,9,6,3,4,124,11,31,32,18,10,12,4,0,124,3,23,34,31,10,9,13,3,128,5,10,39,37,27,25,8,3,152,3,14,41,18,27,16,20,3,139,0,13,33,33,28,30,5,0,141,0,5,37,29,17,19,9,0,114,0,0,19,11,22,8,3,0,68,3,3,18,12,4,6,0,0,53,0,0,12,4,7,0,0,0,22,0,3,14,11,3,0,0,0,31,0,0,10,15,3,0,0,0,29,4,0,3,3,4,3,0,0,21,170,181,326,232,186,155,64,17,1323,0,0,3,4,3,0,0,0,12,3,3,0,0,0,0,0,0,12,4,8,4,0,3,0,0,0,16,0,3,3,4,3,0,0,0,19,0,0,0,3,0,0,4,0,11,0,3,8
LGA58050,430,1285,1198,1427,969,196,8,5623,18,6,8,10,3,8,0,0,61,390,37,35,22,21,15,5,0,532,132,99,72,49,50,52,21,3,476,65,82,102,68,89,50,29,3,489,41,84,91,83,93,77,23,9,507,42,105,151,108,132,96,33,6,670,30,125,186,150,149,123,20,10,786,18,109,208,158,177,142,23,3,836,14,61,159,130,151,134,18,3,673,3,36,66,61,57,43,10,0,279,0,4,64,48,57,42,3,0,219,0,9,28,24,23,12,0,0,98,0,5,27,27,23,16,0,0,104,0,0,11,14,13,9,3,0,53,15,13,17,8,18,15,3,0,84,761,782,1220,965,1058,830,194,43,5858,7,0,5,7,9,3,0,0,31,16,4,3,0,3,3,0,0,27,3,5,10,3,4,11,0,0,29,3,9,4,8,10,4,9,0,49,0,6,8,8,0,5,3,0,34,0,13,14
LGA58190,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,9,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,8,14,10,4,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,3,4,6,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,6,8,26,23,5,0,74,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,3,5,6,0,0,15,3,3,0,3,0,0,3,0,11,0,0,0,0,6,4,0,0,8,0,0,0,4,0,0,0,0,9,0,0,0,0,4,3,0,0,11,0,0,3,3,0,0,0,0,11,0,0,0,4,3,0,0,0,9,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,17,21,16,3,3,104,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
