SA2_MAINCODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
204021067,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,6,0,0,0,0,0,3,4,3,0,10,11,16,3,0,32,22,89,12,3,129,77,53,4,8,148,112,29,0,0,146,112,35,7,7,159,124,57,4,3,188,142,64,13,8,231,176,72,8,0,257,200,72,15,6,293,196,80,3,3,288,128,100,11,3,237,83,82,19,4,186,58,35,0,6,90,41,31,6,4,84,1475,806,105,56,2439,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,5,0,0,0,5,4,0,0,0,3,0,0,0,0,0,3,0,0,0,8,6,0,0,0,7,0,0,0,0,0,4,4,0,0,8,0,0,0,0,3
204031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,20,68,0,4,88,41,32,3,4,73,51,21,4,3,86,50,46,3,0,97,70,42,4,0,119,76,62,9,3,148,81,74,0,0,158,123,75,7,3,212,104,89,15,3,214,78,81,16,3,176,43,51,3,0,98,10,19,0,0,31,3,11,0,4,16,756,663,67,27,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,7,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
204031069,0,5,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,14,3,0,29,103,181,13,7,309,327,138,13,14,490,258,99,3,8,372,154,88,12,4,264,158,103,0,6,275,260,138,10,3,407,224,120,12,5,358,241,120,15,9,386,223,178,18,8,420,153,123,22,4,300,66,75,11,9,160,24,34,4,0,62,15,19,3,0,39,2219,1417,127,74,3840,3,0,0,0,5,3,0,0,0,3,3,0,0,0,6,0,7,0,0,7,7,0,0,0,3,4,6,0,0,8,7,3,0,0,12,0,0,0,0,3,3,3,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0
204031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,36,4,0,40,11,24,3,0,32,21,17,5,0,44,16,7,0,0,30,13,15,0,0,26,27,21,0,3,49,28,24,0,0,45,23,27,3,0,57,38,22,3,0,66,29,16,10,0,54,13,13,5,0,31,9,9,3,0,20,4,6,3,3,15,229,235,37,4,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204031071,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,3,0,19,25,94,4,3,128,47,45,6,3,104,85,25,3,3,115,79,20,8,3,107,79,47,6,5,139,110,66,4,5,186,151,80,5,3,237,171,84,6,10,274,166,72,8,4,249,101,67,13,7,186,32,38,8,0,78,10,15,0,3,28,9,3,4,5,16,1060,659,83,51,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0
204031072,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,10,4,0,20,18,79,9,0,100,59,41,3,4,112,72,34,3,0,112,65,52,8,8,129,72,38,4,3,113,104,51,4,4,162,115,72,4,0,196,152,65,12,6,236,161,100,12,6,282,123,80,16,3,225,82,61,9,3,153,49,27,0,3,84,37,21,0,4,64,1105,727,87,45,1958,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,3,3,4,0,0,8,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
204031073,0,0,0,0,4,0,5,0,0,4,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,5,0,0,0,4,0,6,0,0,9,3,3,0,0,9,0,0,0,0,4,0,3,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,26,4,0,42,80,205,12,5,303,219,138,15,15,383,316,123,19,7,466,282,137,18,3,440,308,146,12,7,477,319,163,7,6,499,326,161,9,10,503,285,145,10,4,452,282,138,22,3,449,141,106,20,8,271,59,54,9,4,121,14,15,0,0,33,3,17,0,0,20,2638,1549,165,76,4427,0,3,0,0,5,3,0,0,0,4,0,0,0,0,0,3,7,4,0,15,3,6,0,0,4,3,3,0,0,9,4,3,0,0,8,3,3,0,0,8,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204031074,0,3,0,0,3,9,15,0,0,17,3,5,0,0,10,3,14,0,0,17,5,10,3,0,18,4,12,0,0,16,6,16,0,0,22,5,5,3,0,17,4,12,5,0,17,4,0,3,0,9,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,43,92,19,3,158,311,500,35,19,867,881,394,41,28,1341,980,329,64,25,1404,919,376,81,30,1405,891,389,48,26,1361,982,394,35,27,1440,1053,410,33,25,1519,1008,384,38,16,1451,829,375,58,11,1264,503,328,47,13,896,125,130,12,7,282,34,57,7,3,104,13,13,6,3,32,8535,4077,510,240,13361,6,9,0,0,11,11,3,0,4,10,10,12,0,0,18,15,12,3,0,28,9,3,0,6,17,11,11,0,0,17,17,7,0,0,24,17,3,0,0,19,6,5,0,3,22,5,3,0,0,6,10,0,0,0,11,0,0,0,0,0
204031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,5,56,0,0,63,47,20,0,3,73,51,19,3,0,71,61,20,3,0,88,60,20,0,0,85,68,25,3,3,106,80,45,3,0,138,84,44,4,3,135,69,58,3,3,138,68,42,8,4,125,23,30,12,0,68,16,14,0,0,35,15,7,0,0,23,654,405,47,24,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
205011076,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,3,0,0,4,0,4,0,0,6,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,29,0,3,43,42,216,7,8,275,186,157,4,3,349,230,123,10,8,375,246,123,21,10,407,219,139,20,5,383,218,140,14,7,378,257,156,8,7,426,250,136,12,10,403,204,142,13,10,361,141,111,10,0,264,56,68,5,0,127,22,31,7,0,61,15,22,0,0,33,2088,1561,134,63,3854,0,0,0,0,3,5,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,3,3,0,0,9,8,0,0,0,4,5,8,0,0,12,5,0,0,0,7,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0
205011077,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,20,13,52,0,0,69,59,51,8,4,125,63,29,3,3,96,63,44,3,0,120,81,54,7,4,146,83,47,4,3,139,95,55,6,0,165,88,61,6,7,160,105,56,6,3,170,74,62,6,6,153,46,50,0,5,97,34,23,3,0,54,15,19,0,0,36,819,603,57,38,1520,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,8,3,0,0,0,3,0,4,0,0,8,0,0,0,0,4,3,3,0,0,4,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3
205011078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,8,12,0,0,17,14,87,3,7,114,75,85,7,5,177,120,64,3,3,189,108,73,6,3,193,91,61,9,0,161,94,66,3,0,163,114,71,7,10,196,124,74,3,3,206,105,73,5,0,191,77,61,9,0,156,33,38,7,0,76,16,17,0,0,32,12,22,4,0,37,987,803,62,38,1892,0,0,0,0,0,3,4,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205011079,0,0,0,0,3,0,4,0,3,11,0,4,0,0,4,0,3,0,0,3,0,3,0,0,6,0,5,0,0,6,3,3,3,0,11,4,4,0,0,9,0,9,0,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,6,0,0,9,20,45,4,5,78,106,488,10,17,630,509,380,23,19,933,613,219,39,22,905,543,257,55,15,875,477,290,33,14,823,583,288,27,18,916,605,332,20,22,981,566,304,26,22,918,489,276,37,10,807,278,246,35,8,565,116,113,21,3,250,43,66,10,4,123,30,34,4,3,73,4954,3303,338,189,8784,0,3,0,0,5,5,4,0,0,10,9,3,0,0,14,9,0,0,0,9,4,0,0,0,9,3,9,3,0,14,7,8,0,0,10,9,8,0,0,10,9,3,0,0,14,0,3,0,3,11,0,3,0,0,3,0,0,0,0,3
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,6,0,0,6,0,6,0,0,7,4,11,0,0,12,0,4,0,0,4,0,3,0,0,7,0,6,0,0,4,3,3,0,0,6,0,5,4,0,8,3,10,3,0,19,0,6,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,60,11,5,90,116,371,22,14,522,395,224,38,11,669,459,216,39,12,734,412,247,36,7,695,404,284,32,9,732,481,281,24,14,803,617,318,28,7,981,606,337,54,13,1008,560,386,49,20,1016,346,319,44,12,717,111,143,24,10,298,27,44,14,0,83,13,33,3,7,59,4555,3208,414,143,8314,3,3,0,0,4,5,0,0,0,12,5,8,0,0,14,3,5,0,0,9,11,9,0,0,21,11,4,0,0,17,11,5,0,0,18,5,3,3,0,12,8,7,0,0,22,4,0,0,0,4,3,0,0,3,4,0,3,0,0,4
205021082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,0,0,9,11,14,0,0,27,22,36,3,3,62,56,28,9,4,96,78,24,5,6,113,84,42,12,0,133,65,42,3,0,112,88,50,3,3,138,102,77,6,0,188,111,56,15,6,189,121,69,14,3,206,109,67,13,3,194,52,59,11,4,125,37,28,3,3,73,23,28,3,9,59,953,599,83,52,1682,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,0,0,0,7,0,5,0,0,5,0,0,0,0,0,3,0,0,0,3
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,3,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,3,24,3,3,30,22,132,8,9,170,84,62,14,7,157,80,62,12,0,153,84,82,20,6,188,98,88,9,5,200,107,107,18,3,236,140,102,3,6,250,149,120,15,14,289,144,141,23,3,309,104,135,18,9,266,40,92,11,5,148,16,43,8,5,63,10,9,3,0,25,1069,1166,148,68,2454,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,9,3,6,0,0,3,0,3,0,0,6,4,0,0,0,6,5,0,0,0,4,0,3,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
205021085,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,4,3,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,3,7,9,17,9,3,39,18,61,0,4,79,45,34,0,0,81,74,39,6,7,123,79,54,5,0,135,82,71,4,8,163,94,76,6,3,190,123,92,4,3,227,154,105,8,7,281,162,109,11,4,293,125,84,15,6,233,58,63,3,0,124,13,21,4,3,42,25,13,3,4,48,1056,812,88,55,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0
205021086,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,33,8,0,50,30,28,0,3,62,26,18,0,5,44,29,26,7,0,63,29,21,0,0,51,47,21,3,0,71,48,27,0,3,78,50,32,4,0,87,59,29,3,0,96,25,45,3,0,69,9,29,3,0,50,11,18,3,0,31,6,9,3,0,19,396,332,39,12,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,4,0,3,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,17,4,0,31,56,98,5,8,175,105,71,8,0,188,129,62,6,7,208,129,51,3,3,190,99,77,8,4,191,151,77,4,3,240,167,106,6,3,290,214,132,16,3,363,177,145,11,5,337,132,131,16,4,287,86,96,14,3,202,30,46,8,0,82,25,25,3,8,66,1498,1126,130,62,2816,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,3,3,0,0,0,6,0,3,0,0,3,4,0,0,0,9,4,0,0,0,5,5,8,0,0,6,8,9,0,0,15,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,31,31,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,0,0,19,25,89,4,8,121,102,91,0,4,200,141,63,13,10,223,125,75,7,6,214,122,56,4,0,185,145,79,3,7,233,175,98,3,3,276,152,105,9,6,273,155,103,5,7,270,129,84,16,6,228,49,48,8,5,108,17,26,3,3,44,22,17,8,3,42,1354,934,88,52,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,4,0,0,7,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3
205031090,0,3,0,0,3,0,3,0,0,6,0,5,0,0,5,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,8,0,0,6,0,8,0,0,9,4,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,10,34,0,3,50,67,245,17,19,343,208,133,14,7,366,256,99,16,9,383,262,127,20,5,415,257,137,16,8,420,319,219,21,13,568,383,191,30,4,607,379,211,32,10,625,345,225,32,5,608,225,190,21,5,446,86,106,9,9,211,33,46,8,7,93,19,23,3,3,57,2832,1963,235,108,5136,0,3,0,0,8,3,0,0,0,3,4,0,0,0,5,4,4,0,0,9,3,0,0,0,5,7,4,0,0,6,9,4,0,0,13,0,3,0,0,3,9,0,0,0,4,5,0,0,0,5,0,4,0,0,4,0,0,0,0,5
205031091,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,3,0,23,15,122,14,8,162,89,108,14,12,214,121,91,9,3,225,140,96,17,4,258,146,114,19,3,280,156,123,12,3,298,190,121,15,3,330,179,158,18,3,357,190,164,19,3,376,105,136,22,3,266,47,84,16,4,142,14,40,7,0,60,6,19,0,4,27,1397,1361,179,51,2988,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,4,4,3,0,0,9,8,5,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,3,0,0,0,3,0,0,0,0,3,3,3,0,0,7,4,0,0,0,4,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,10,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,0,4,0,0,8,0,3,0,0,3,0,4,0,0,4,0,6,0,0,9,0,3,0,0,3,0,0,0,0,0,4,5,0,0,12,0,4,0,0,5,0,8,3,0,9,0,5,0,0,5,0,0,0,0,4,0,3,0,0,9,0,7,0,3,7,14,50,5,7,73,63,352,36,16,460,222,220,26,11,475,339,174,35,8,554,286,236,34,20,583,312,220,27,8,562,422,280,22,12,737,475,307,34,9,824,398,307,42,7,752,385,354,42,9,793,220,306,49,11,586,91,148,23,11,264,39,63,3,3,113,26,54,10,3,89,3277,3007,381,129,6800,0,8,0,0,8,0,3,0,0,3,0,0,0,0,5,3,8,0,0,16,5,0,0,0,11,10,6,0,3,15,12,6,0,0,21,7,5,0,0,20,5,0,0,0,7,3,7,0,0,9,0,0,0,0,3,0,0,0,0,0
