SA2_MAINCODE_2016,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20more_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20more_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20more_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20more_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20more_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20more_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20more_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20more_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20more_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20more_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20more_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20more_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20more_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20more_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20more_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20more_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20more_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20more_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20more_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20more_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20more_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20more_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20more_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20more_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20more_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20more_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20more_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20more_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20more_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20more_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
101021007,11,26,0,0,38,6,10,0,0,13,3,4,0,0,12,0,0,0,0,0,5,5,0,0,12,3,0,0,0,9,3,3,0,0,10,0,0,0,0,6,0,0,0,0,0,37,50,0,3,88,71,36,0,0,104,45,5,0,0,56,34,7,0,0,42,9,3,0,0,8,6,3,0,0,8,6,4,0,0,15,4,0,0,0,4,17,0,0,5,23,0,0,0,0,0,195,52,0,5,258,83,54,3,0,137,57,14,0,0,69,34,8,0,0,51,9,3,0,0,8,9,9,0,0,15,15,5,0,0,16,9,3,0,0,14,17,7,0,7,24,3,0,0,0,3,229,104,3,11,345
101021008,3,9,0,0,10,3,0,0,0,3,10,6,0,0,17,0,0,0,0,0,4,0,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,50,0,7,0,0,11,10,0,0,0,9,17,4,0,0,21,23,0,0,0,28,3,0,0,0,3,3,0,0,0,3,0,7,0,0,10,8,0,0,0,10,0,0,0,0,0,75,19,0,0,93,4,14,0,0,18,17,0,0,0,14,30,7,0,0,35,23,0,0,0,28,13,0,0,0,13,3,3,0,0,6,5,7,0,0,12,11,0,0,0,12,0,0,0,0,3,100,38,3,3,141
101021009,16,58,12,4,87,18,33,3,0,58,25,39,0,0,68,9,10,0,0,14,4,19,3,0,25,3,14,0,0,17,9,3,0,0,9,5,8,0,0,8,0,0,0,0,4,82,185,20,5,295,8,19,0,0,28,43,14,4,0,57,42,27,0,0,68,24,5,0,0,31,15,3,0,0,19,5,3,0,0,10,8,3,0,0,11,28,8,0,0,28,3,0,0,0,3,174,75,3,0,257,28,78,12,4,120,57,46,6,3,118,64,69,3,0,137,34,13,0,0,43,18,26,3,0,44,8,17,0,0,27,18,4,0,0,24,28,11,0,0,39,3,0,0,0,8,254,262,25,6,548
101021010,6,80,14,0,100,7,4,0,0,9,19,58,4,0,84,0,3,0,0,3,4,23,3,0,28,4,5,0,0,15,0,3,0,0,8,3,11,0,0,10,0,0,0,0,0,51,192,15,0,259,4,8,0,0,19,11,4,0,0,16,38,13,0,0,52,3,0,0,0,3,8,0,0,0,8,4,3,0,0,6,5,3,0,0,9,7,0,0,0,10,0,0,0,0,0,89,28,3,0,124,15,84,11,0,120,19,10,0,0,30,59,74,4,0,137,3,3,0,0,7,14,27,0,0,39,5,8,0,0,15,7,7,0,0,15,15,11,0,0,19,0,0,0,0,3,138,222,18,3,389
101021011,40,74,3,0,119,46,28,0,3,73,30,26,3,0,59,5,3,0,0,7,16,34,0,4,59,3,10,0,0,10,3,11,0,0,15,3,9,0,3,18,0,5,0,0,3,150,199,11,13,368,80,36,0,3,118,71,10,0,0,80,73,21,0,0,105,19,0,0,0,22,15,10,0,0,28,5,0,0,0,12,9,3,0,0,13,21,10,0,0,32,7,0,0,0,10,310,92,0,11,414,123,102,3,3,237,115,39,0,4,156,101,56,3,3,165,24,4,0,0,28,32,49,0,4,83,13,13,0,0,18,15,12,0,0,29,28,16,0,4,44,6,4,0,0,16,453,298,9,19,780
101021012,9,68,24,0,100,21,17,0,0,40,24,35,5,0,65,3,0,0,0,4,24,26,3,0,51,0,5,0,0,5,6,13,0,0,21,3,8,0,0,14,0,0,3,0,6,93,175,33,0,302,8,6,3,0,19,40,0,0,0,42,46,19,0,0,66,11,3,0,0,15,11,13,0,0,23,7,0,0,0,7,3,5,0,0,5,11,3,0,0,12,0,0,0,0,0,139,45,3,0,191,22,76,27,0,120,64,18,0,0,86,72,54,5,0,135,18,8,0,0,22,32,31,4,0,70,7,3,0,0,9,13,20,0,0,26,12,12,0,0,24,3,0,3,0,5,235,223,38,0,495
101031013,3,26,0,0,33,0,0,0,0,3,3,0,0,0,7,0,3,0,0,3,0,3,0,0,9,0,4,0,0,3,0,8,0,0,11,0,0,3,0,3,0,0,0,0,0,20,50,3,0,72,54,38,0,0,100,3,3,0,0,7,11,4,0,0,17,6,0,0,0,6,0,4,0,0,5,3,3,0,0,7,4,0,0,0,4,3,3,0,0,5,5,3,0,0,4,86,58,0,4,146,62,71,0,0,135,3,4,0,0,8,11,5,0,0,17,6,3,0,0,7,5,4,0,0,10,4,8,0,0,13,4,12,0,0,18,5,4,3,0,12,5,3,0,0,4,103,109,3,4,217
101031014,6,45,9,3,68,3,27,0,0,35,6,14,0,0,25,0,0,0,0,6,3,18,0,0,25,3,21,3,0,24,6,0,0,0,4,0,8,0,0,7,0,0,0,0,0,40,132,22,5,196,35,45,0,3,92,26,14,3,0,41,57,26,0,0,82,15,3,0,0,18,3,8,0,0,11,0,3,0,0,5,5,3,0,0,11,15,3,0,0,25,4,0,0,0,4,161,110,6,7,286,46,96,9,5,160,29,44,6,4,78,61,44,0,0,104,11,10,0,0,26,10,18,3,0,31,6,19,6,0,33,12,6,0,0,19,18,15,0,0,36,4,4,0,0,7,202,248,26,13,485
101031015,10,23,0,0,35,5,4,0,0,7,8,3,0,0,13,0,0,0,0,0,3,8,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,41,0,0,74,59,69,0,3,130,9,0,0,0,9,13,6,0,0,21,7,0,0,0,7,5,3,0,0,6,4,0,0,0,4,3,0,0,0,3,11,3,0,0,12,0,0,0,0,0,108,80,0,8,196,74,88,0,3,167,15,4,0,0,17,24,8,0,0,35,9,0,0,0,9,6,10,0,0,17,4,0,0,0,4,8,0,0,0,5,11,3,0,0,13,0,0,0,0,0,144,121,0,8,271
101031016,27,105,16,0,144,11,17,0,0,36,10,27,3,0,38,4,7,0,0,7,6,24,0,0,30,0,15,3,0,20,3,11,3,0,10,0,6,5,0,12,3,4,0,0,9,59,212,32,0,304,78,83,0,4,161,31,10,0,3,44,68,17,0,4,86,20,5,0,0,28,7,3,0,0,12,14,9,0,0,29,17,0,0,0,15,24,8,0,3,31,9,0,0,0,12,267,137,0,16,416,100,188,16,4,307,47,29,0,3,80,69,44,3,4,120,29,11,0,0,37,14,28,0,0,41,14,27,3,0,56,20,7,3,0,27,21,13,5,3,41,10,3,0,0,13,328,351,32,17,725
101041017,11,79,16,0,112,13,24,0,0,36,18,21,3,0,38,0,9,0,0,15,3,28,0,0,39,0,25,3,4,32,3,3,3,0,7,10,4,0,0,9,0,3,0,0,5,55,191,31,5,283,30,42,3,3,77,27,12,3,0,34,79,42,0,0,121,24,8,0,0,33,22,13,0,0,35,8,6,0,0,9,15,4,0,0,15,27,4,0,0,35,8,0,0,0,10,228,133,10,3,371,34,127,21,6,188,38,30,3,0,69,94,61,3,0,163,29,18,0,0,50,23,41,0,0,72,9,27,3,4,39,15,10,3,0,24,32,4,0,0,42,7,3,0,0,14,285,326,36,6,654
101041018,4,24,3,0,29,8,16,0,0,24,12,4,0,0,13,0,4,0,0,6,5,5,0,0,17,3,3,0,0,9,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,34,57,4,5,100,13,22,0,0,34,46,9,0,0,55,50,19,0,3,71,16,0,0,0,12,7,3,0,0,8,4,0,0,0,4,6,0,0,0,7,24,3,0,0,35,3,0,0,0,3,168,56,5,7,226,19,43,3,0,56,55,19,0,0,74,55,23,0,3,87,14,7,0,0,21,16,12,0,0,26,6,3,0,0,14,6,0,0,0,7,26,5,0,3,39,6,3,0,0,6,198,116,6,10,329
101041019,15,69,0,0,86,6,31,8,0,43,7,30,0,0,40,3,4,0,0,10,7,25,0,0,28,6,20,0,0,30,3,3,0,0,10,6,3,0,0,10,0,0,0,0,0,66,189,8,0,262,26,38,0,0,72,55,21,5,3,84,71,38,0,0,110,23,6,0,0,27,15,4,0,0,20,7,8,0,0,13,10,3,0,0,9,14,4,0,0,18,0,0,0,0,6,224,120,9,9,359,46,110,5,0,161,66,48,9,3,127,85,67,0,0,151,21,14,0,0,37,22,29,0,0,54,18,24,0,0,47,14,4,0,0,19,20,8,0,0,27,0,0,0,0,4,287,306,15,12,616
101041020,23,35,3,0,54,15,7,0,0,22,13,8,0,0,20,0,0,0,0,0,3,6,0,0,13,0,3,0,0,3,6,4,0,0,14,3,0,0,0,3,0,0,0,0,0,56,65,3,0,125,155,85,0,12,248,42,5,0,3,50,61,17,0,0,83,17,0,0,0,21,11,0,0,0,9,6,0,0,0,6,4,5,0,0,11,24,8,0,0,27,0,0,0,0,0,318,122,0,16,456,171,117,3,12,304,55,12,0,3,71,73,22,0,0,100,20,3,0,0,18,10,10,0,0,24,6,3,0,0,11,13,10,0,0,26,26,8,0,0,31,3,0,0,0,4,380,188,3,18,588
101041021,0,10,0,0,16,7,3,0,0,5,4,4,0,0,6,0,0,0,0,0,3,6,0,0,11,0,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,13,34,3,0,48,10,5,0,0,12,12,12,0,0,17,38,6,0,0,46,7,3,0,0,5,7,4,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,81,30,0,0,106,14,14,5,0,28,12,11,0,0,22,39,16,0,0,56,7,3,0,0,5,8,9,0,0,16,0,4,0,0,4,4,0,0,0,4,13,3,0,0,13,0,4,0,0,4,93,58,7,0,156
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
101041023,0,25,3,0,26,3,0,0,0,4,8,8,0,0,13,3,0,0,0,3,4,8,0,0,17,0,3,0,0,3,4,10,0,0,15,0,0,0,0,0,0,0,0,0,0,19,62,4,0,86,5,6,0,0,12,11,3,0,0,13,21,13,0,0,33,0,0,0,0,5,4,0,0,0,3,3,7,0,0,7,0,0,0,0,3,6,7,0,0,13,3,0,0,0,4,61,34,0,3,102,5,33,3,0,43,10,3,0,0,14,24,18,0,0,51,3,0,0,0,4,4,14,0,0,18,3,9,0,0,14,6,10,0,3,16,6,9,0,0,17,3,0,0,0,4,79,98,6,6,188
