SA2_MAINCODE_2016,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20more_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20more_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20more_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20more_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20more_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20more_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20more_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20more_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20more_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20more_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20more_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20more_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20more_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20more_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20more_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20more_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20more_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20more_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20more_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20more_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20more_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20more_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20more_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20more_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20more_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20more_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20more_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20more_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20more_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20more_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
101041024,8,21,3,0,30,6,0,0,0,12,6,6,3,0,16,0,0,0,0,0,6,7,0,0,9,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,29,36,3,0,74,46,29,0,3,78,14,0,0,0,12,27,4,0,4,33,9,0,0,0,9,8,5,0,0,15,7,3,0,0,14,3,0,0,0,4,13,0,0,0,14,0,0,0,0,0,121,45,0,11,178,49,54,3,3,106,17,3,0,0,22,35,8,3,4,49,6,0,0,0,6,14,9,0,0,20,7,3,0,0,14,6,0,0,0,7,13,7,0,0,19,0,0,0,0,4,150,82,3,15,251
101041025,20,87,12,0,126,16,39,3,0,59,21,38,0,0,55,7,9,0,0,15,5,30,0,0,36,14,19,3,0,37,3,6,0,0,12,7,14,0,0,15,0,4,0,0,7,93,245,24,4,361,41,54,0,4,102,49,16,0,0,63,97,39,3,3,138,15,8,0,4,22,19,14,0,0,37,28,17,0,0,43,3,6,0,0,7,34,13,0,3,48,0,0,0,0,0,296,154,3,8,464,62,143,16,3,226,64,52,3,0,119,116,75,3,3,198,19,16,0,4,40,27,44,0,0,71,43,32,3,0,76,9,11,0,0,20,44,26,0,3,70,3,6,0,0,10,387,401,27,16,825
101041026,5,44,8,0,57,20,12,0,0,34,10,11,0,0,26,5,3,0,0,12,5,9,3,0,23,3,3,0,0,7,3,4,0,0,7,8,4,0,0,7,0,0,0,0,0,61,101,17,3,175,29,39,0,3,71,49,15,0,0,67,74,30,0,4,106,15,3,0,0,17,17,12,0,0,31,6,5,0,0,16,9,0,0,0,10,34,3,0,0,38,3,0,0,0,7,233,115,0,4,359,35,87,11,5,132,72,29,0,0,96,83,47,0,3,132,23,11,0,0,27,28,24,3,0,51,11,11,0,0,27,11,3,0,0,16,38,4,0,0,47,6,0,0,0,4,298,211,16,10,539
101041027,9,57,3,3,69,21,17,0,0,41,7,21,0,0,32,4,3,0,0,10,7,16,0,0,25,0,9,0,0,8,0,7,0,0,3,0,6,0,0,11,3,0,0,0,0,61,139,3,3,204,62,52,0,0,107,51,11,0,3,58,91,34,0,0,118,29,4,0,0,36,18,5,0,0,24,18,7,0,0,33,12,0,0,0,9,42,9,0,4,56,3,0,0,0,4,315,127,0,7,446,65,106,3,3,177,71,27,0,3,101,94,54,0,0,153,34,7,0,0,42,29,18,0,0,50,19,17,0,0,39,10,4,0,0,16,40,15,0,4,66,7,4,0,0,8,375,258,5,12,657
101051539,21,127,27,8,181,17,58,4,0,88,28,42,9,0,77,4,8,0,0,10,12,33,0,0,43,8,34,0,0,49,15,9,0,0,27,8,5,3,4,19,4,0,0,0,9,124,326,42,7,497,54,60,3,4,124,83,44,0,0,127,113,59,0,0,175,48,8,0,3,65,21,5,0,0,30,21,12,0,0,25,21,8,0,0,35,41,13,0,0,50,14,3,0,0,19,421,208,5,10,640,73,183,26,12,301,103,101,4,0,209,137,104,8,0,248,52,16,0,3,72,37,36,0,0,74,27,46,0,0,76,36,20,0,0,59,50,16,3,4,71,16,4,0,0,22,544,534,48,20,1140
101051540,40,59,3,0,101,22,15,3,0,36,16,21,0,0,29,3,0,0,0,3,12,13,0,0,25,6,3,0,0,11,9,12,0,0,17,0,0,0,0,3,0,4,0,0,4,105,130,5,4,237,152,114,0,15,280,41,7,0,4,48,57,20,0,5,81,13,3,0,0,16,15,12,0,0,28,0,0,0,0,3,12,3,0,0,13,26,4,0,0,37,3,0,0,0,4,319,172,0,20,511,189,175,3,10,383,63,20,3,4,87,67,38,0,5,107,10,4,0,0,18,32,27,0,0,57,11,6,0,0,15,22,18,0,0,36,28,9,0,0,38,3,5,0,0,6,427,296,5,20,745
101061541,4,37,3,3,47,9,11,0,0,20,5,16,0,0,19,3,3,0,0,4,3,7,0,0,19,0,3,0,0,8,4,5,0,0,10,0,4,0,0,5,0,0,0,0,3,29,96,6,3,135,27,31,0,0,58,31,11,0,0,40,28,22,0,0,47,13,0,0,0,16,7,9,0,0,12,3,3,0,0,6,5,0,0,0,8,18,4,0,0,24,0,3,0,0,4,132,80,3,0,220,31,70,3,3,109,35,25,3,0,65,31,37,0,0,68,16,3,0,0,25,12,18,0,0,28,4,6,0,0,16,9,5,0,0,14,18,6,0,0,28,3,3,0,0,9,160,175,8,3,352
101061542,22,58,0,0,84,25,24,0,0,50,17,14,0,0,34,3,0,0,0,3,8,10,0,0,17,7,6,0,0,14,4,4,0,0,9,3,3,0,0,5,0,5,0,0,3,89,125,0,5,219,116,74,0,4,194,46,6,0,0,48,45,19,0,0,63,15,0,0,0,15,12,8,0,0,24,6,3,0,0,9,15,0,0,0,20,20,5,0,0,23,8,3,0,0,6,279,115,0,4,399,136,131,0,10,281,72,28,0,0,103,57,36,0,0,95,17,0,0,0,15,20,20,0,0,36,13,7,0,0,17,18,6,0,0,29,25,6,0,0,31,6,8,0,0,16,366,238,3,7,617
101061543,22,55,14,0,89,13,29,3,0,49,5,21,0,0,36,0,0,0,0,0,11,32,3,0,44,3,16,4,0,23,11,3,0,0,9,7,7,0,0,14,0,0,0,0,4,73,172,17,5,268,43,55,0,3,102,18,16,5,0,38,42,29,3,3,83,17,5,0,0,22,10,11,0,0,28,7,16,0,0,19,17,3,0,0,20,19,7,0,0,23,0,0,0,0,3,176,147,7,11,338,67,109,14,3,191,35,46,6,0,84,49,55,3,3,114,17,8,0,0,25,21,42,3,0,71,14,27,4,0,44,25,10,0,0,34,20,18,0,0,40,0,3,0,0,8,250,319,28,14,606
101061544,14,57,7,0,76,3,6,3,0,12,4,8,0,0,8,3,0,0,0,3,0,6,0,0,10,0,3,0,0,3,4,0,0,0,7,3,0,0,0,3,4,0,0,0,7,34,85,10,3,135,110,105,0,8,226,12,3,0,0,15,33,7,0,0,41,6,0,0,0,15,3,4,0,0,12,5,0,0,0,8,10,5,0,0,14,15,7,0,0,15,6,0,0,0,6,205,130,0,13,354,123,161,7,9,305,13,13,3,0,26,36,13,0,3,55,10,0,0,0,14,3,14,0,0,20,5,4,0,0,16,15,6,0,0,21,14,7,0,0,22,13,0,0,0,14,241,221,13,13,484
102011028,22,30,5,0,51,26,20,0,0,45,12,17,0,0,29,0,3,0,0,4,10,12,0,0,17,15,3,3,0,18,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,86,80,7,0,180,18,19,0,0,34,74,10,0,0,81,60,10,0,0,73,25,0,0,0,27,25,9,0,0,28,10,0,0,0,8,3,0,0,0,3,9,6,0,0,20,0,0,0,0,3,216,57,0,0,271,37,43,5,0,86,100,24,0,0,127,73,30,0,0,100,29,3,0,0,29,27,13,0,0,43,16,4,3,0,27,3,0,0,0,3,13,11,0,0,23,4,0,0,0,3,305,140,7,0,453
