SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101021007,5,8,3,46,20,0,13,18,6,60,32,15,20,11,4,78,32,8,38,6,0,91,56,9,29,21,0,120,77,4,26,12,0,114,75,11,21,8,3,120,78,10,28,18,3,133,36,6,17,4,3,71,24,13,14,6,3,56,29,3,9,0,3,41,27,4,15,3,3,52,0,8,7,0,0,25,13,6,3,9,4,27,531,88,258,137,35,1048
101021008,0,0,0,43,31,0,5,0,0,41,28,0,5,0,0,37,34,3,8,3,0,50,52,3,8,0,0,68,72,6,7,3,3,95,62,3,13,0,3,88,62,7,13,0,0,86,70,4,15,0,0,85,44,4,5,0,3,58,67,3,3,0,0,70,44,7,3,0,0,54,3,0,4,0,0,6,7,3,0,0,0,13,626,50,93,13,13,794
101021009,5,3,0,223,174,3,18,3,0,192,176,14,16,5,3,209,237,13,22,5,3,279,374,18,23,0,3,415,543,20,22,10,7,598,675,28,53,6,7,768,680,34,20,0,7,745,447,38,21,0,3,510,388,38,18,0,3,445,280,26,5,3,0,314,418,35,20,3,0,472,93,39,16,0,3,149,55,0,3,0,0,62,4767,295,257,49,36,5407
101021010,4,6,0,130,61,5,7,0,0,72,59,6,6,4,0,78,80,3,11,0,0,93,138,12,9,3,0,155,278,13,15,0,3,309,397,26,20,5,3,451,435,44,13,0,0,499,278,29,12,3,4,329,159,40,7,0,0,214,106,20,9,0,0,136,114,29,9,0,0,153,25,25,11,3,0,61,33,5,0,0,8,45,2296,259,124,33,20,2735
101021011,17,14,0,118,56,6,28,16,0,107,72,8,26,16,0,123,77,11,26,7,0,120,118,20,47,6,5,190,126,19,41,5,0,191,183,47,37,14,3,292,205,53,55,12,6,328,185,43,35,8,3,271,187,51,25,4,0,266,138,19,25,3,0,178,328,45,14,3,0,392,137,47,20,6,0,211,24,7,10,6,3,49,1923,368,414,139,31,2873
101021012,6,0,0,70,48,0,12,5,0,70,55,0,5,0,3,64,73,5,8,0,0,91,104,18,19,0,0,146,139,16,21,0,0,180,242,20,19,0,0,287,256,33,28,6,3,322,202,30,16,0,3,254,140,49,15,0,0,212,95,30,4,0,0,140,79,42,19,0,0,138,25,45,10,0,0,79,31,0,3,0,0,30,1553,302,191,22,12,2086
101031013,4,6,3,31,20,0,12,6,0,49,27,0,5,7,0,48,44,3,9,3,0,60,75,3,14,4,0,101,88,11,18,5,0,125,115,4,23,3,8,151,106,7,19,11,3,140,72,13,13,0,0,96,49,8,10,0,0,79,35,3,3,4,0,46,32,3,5,0,0,41,9,3,5,0,0,20,14,0,3,3,0,20,704,72,146,79,19,1023
101031014,6,7,0,142,107,8,27,7,0,144,120,8,10,6,3,150,186,8,27,4,3,229,316,10,43,9,3,389,402,18,34,3,9,470,421,21,34,3,6,493,339,28,24,3,0,400,215,21,17,3,0,256,166,21,5,3,3,197,147,15,8,0,0,169,159,8,12,0,0,184,60,18,12,3,0,92,43,8,10,0,3,66,2821,196,286,65,35,3403
101031015,4,3,3,21,18,0,7,17,4,44,20,4,23,10,0,55,23,3,13,16,0,60,35,7,34,13,0,92,25,5,22,10,0,65,49,3,19,4,0,86,36,14,20,7,3,75,26,11,11,5,0,52,15,4,12,3,0,42,9,3,9,3,3,20,16,6,12,6,0,37,7,9,6,5,0,23,3,0,3,3,0,10,291,74,196,115,21,695
101031016,7,11,9,141,118,4,26,7,0,151,202,8,18,4,0,234,244,10,32,16,3,308,559,23,57,10,4,655,660,18,57,11,0,753,575,46,49,8,7,687,449,56,61,8,4,571,243,18,28,7,0,300,151,42,27,7,0,226,109,13,15,8,0,145,121,23,20,0,0,158,22,24,15,3,0,75,57,9,10,0,5,82,3648,304,416,123,43,4538
101041017,3,3,7,221,144,7,21,3,3,184,175,13,25,6,7,224,276,15,33,3,4,334,405,21,62,4,13,499,514,24,37,7,8,585,540,37,68,4,8,657,444,37,41,9,3,537,221,34,25,3,3,287,139,31,25,0,0,192,113,15,13,0,0,138,119,19,7,0,0,147,36,24,15,3,4,72,78,4,4,3,3,91,3424,283,371,65,64,4206
101041018,0,4,0,46,32,6,13,0,0,52,39,5,18,3,0,64,71,3,23,3,0,104,101,13,28,4,0,143,129,12,32,4,0,175,112,13,32,3,0,160,71,8,28,0,0,108,44,10,22,0,0,78,45,15,4,0,0,58,32,4,11,0,0,47,42,3,9,0,0,50,8,4,11,0,0,25,15,0,0,3,3,18,777,100,226,29,18,1149
101041019,11,0,0,198,131,6,34,14,3,189,159,6,28,9,6,206,269,12,35,5,6,336,438,22,38,3,0,500,522,36,39,8,4,611,673,34,38,0,9,761,674,23,44,0,4,746,425,28,32,4,3,489,315,21,10,0,5,358,226,8,9,0,0,240,219,17,11,0,6,254,59,18,15,0,0,92,59,13,4,6,4,86,4354,262,359,66,61,5098
101041020,17,15,0,61,42,5,42,18,0,110,46,11,50,19,6,137,47,3,40,9,4,109,73,19,62,3,10,171,93,15,61,14,0,179,87,9,45,12,4,162,74,21,47,11,3,153,38,5,31,5,0,86,25,9,21,4,0,53,29,3,15,0,0,45,22,9,4,3,0,40,3,6,10,6,0,25,10,5,3,4,3,26,627,125,456,151,30,1390
101041021,0,0,0,29,12,0,7,0,0,24,27,0,9,3,0,34,47,0,10,6,0,62,63,4,15,0,0,78,71,9,20,0,0,99,66,8,12,0,0,91,64,5,8,0,0,75,36,7,15,0,0,60,29,3,4,0,0,36,35,3,0,0,0,43,21,3,3,0,0,30,3,0,4,0,0,16,9,5,0,0,0,16,514,48,106,13,7,693
101041022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
101041023,4,0,0,42,46,3,12,3,3,64,62,0,11,3,5,84,96,0,14,7,4,124,150,16,16,0,0,184,167,6,11,0,3,192,146,18,9,4,4,183,132,13,5,3,0,158,77,13,6,3,0,103,50,6,0,0,0,57,49,0,5,0,0,56,35,5,0,0,0,44,11,0,3,0,0,15,9,0,3,0,0,13,1069,86,102,36,35,1327
101041024,8,3,0,30,26,3,20,8,0,61,25,4,21,4,0,55,38,4,16,6,0,66,52,9,28,6,0,98,75,10,31,3,0,120,59,10,11,0,0,80,45,10,17,4,0,72,27,9,14,3,0,54,14,8,9,0,0,26,3,0,3,0,0,7,5,9,4,4,0,22,0,4,0,0,0,15,12,0,0,0,3,10,410,74,178,53,15,733
101041025,10,3,5,191,139,14,37,8,3,200,158,7,34,5,7,216,257,18,39,6,9,324,360,33,65,13,7,485,417,44,60,5,11,533,409,40,57,7,3,508,270,51,55,3,9,387,128,39,35,0,4,199,93,47,27,0,3,166,87,13,15,3,3,123,54,32,11,0,0,101,26,17,12,0,3,54,47,8,4,3,3,68,2627,361,464,67,64,3585
101041026,6,8,0,132,116,4,21,8,0,155,119,7,39,16,6,187,174,12,38,6,8,238,300,14,38,4,6,366,395,28,36,0,4,460,437,17,40,0,0,497,356,26,40,0,0,432,224,17,27,3,3,270,158,13,9,4,0,187,116,9,10,0,0,141,91,15,19,0,0,125,33,9,14,0,0,60,39,0,10,0,7,60,2684,175,359,56,41,3318
101041027,15,13,0,102,84,3,30,12,4,129,141,13,32,11,9,210,162,6,61,7,8,237,276,32,71,13,3,398,273,24,61,12,6,379,232,29,49,3,8,315,161,21,35,6,3,227,92,22,24,3,0,134,75,23,12,3,0,108,38,3,15,0,0,60,44,5,11,5,0,68,17,10,8,0,0,34,26,11,15,7,0,48,1688,204,446,91,43,2475
101051539,21,11,6,379,315,14,29,15,5,372,321,9,57,5,10,409,433,18,54,12,14,532,834,43,62,11,12,964,1101,45,83,12,6,1244,1193,46,81,11,10,1339,1192,71,71,3,5,1351,763,62,50,4,9,891,560,53,42,3,3,662,473,33,19,0,0,520,526,43,28,5,4,598,150,43,35,5,0,233,139,13,11,0,12,178,8377,497,640,120,105,9744
101051540,15,26,4,119,86,7,27,28,3,156,61,16,30,14,4,118,90,16,33,25,7,165,138,23,73,31,3,269,185,26,51,33,9,292,223,33,60,22,3,333,203,36,62,18,10,326,148,17,39,11,0,219,112,12,35,9,0,170,100,8,10,4,0,119,115,18,22,13,3,179,27,21,37,10,0,89,31,3,12,10,3,58,1606,237,511,283,47,2679
101061541,4,4,0,63,68,0,16,5,3,94,65,3,16,0,3,89,89,3,25,4,3,126,152,13,19,10,7,193,189,21,24,3,3,241,189,20,32,3,0,246,211,21,22,6,3,264,122,11,16,0,0,150,96,17,8,0,0,121,80,4,6,0,0,98,110,8,15,0,0,136,31,14,12,6,0,59,18,0,10,0,3,32,1487,135,220,51,26,1922
101061542,18,4,0,67,46,7,19,22,3,98,66,17,34,17,0,135,47,11,31,23,3,114,91,14,41,31,7,187,117,14,45,15,0,193,147,19,41,21,3,227,147,18,40,19,3,222,73,24,35,6,0,142,71,30,27,15,0,136,50,24,10,9,0,92,54,17,26,7,0,103,32,26,16,0,3,77,20,3,4,5,0,33,1003,219,399,207,26,1856
101061543,11,9,4,102,99,10,19,23,0,150,108,9,26,9,4,152,174,7,26,14,3,219,297,25,49,15,7,394,403,31,37,14,4,487,465,27,45,10,0,560,348,38,37,0,7,432,191,26,19,3,0,237,155,14,19,0,0,192,105,22,11,0,0,137,128,31,26,0,3,191,46,29,11,0,0,87,37,0,5,7,4,53,2669,268,338,116,44,3432
101061544,5,7,0,52,38,0,12,22,0,78,37,8,11,11,3,66,61,4,31,10,3,108,108,11,30,23,5,178,142,14,45,7,3,213,153,15,45,7,3,219,123,23,35,11,0,191,80,3,36,7,3,124,87,16,28,3,0,132,49,4,13,8,0,72,54,14,19,10,3,101,19,19,31,8,0,75,22,4,4,8,3,43,1013,135,354,166,33,1693
102011028,9,5,0,79,54,3,19,7,0,88,46,10,19,5,0,83,33,13,16,0,0,61,63,15,34,7,0,121,60,10,25,0,6,101,63,13,23,0,4,98,64,27,27,4,0,117,30,22,45,0,0,99,34,30,27,0,0,88,26,4,16,0,0,42,26,17,13,0,0,54,8,12,5,3,0,33,13,0,3,0,0,20,585,180,271,43,15,1094
102011029,11,5,0,63,45,10,26,3,0,88,49,11,22,11,3,99,64,14,33,4,0,119,94,19,50,9,0,167,91,20,27,0,0,140,75,21,41,0,0,144,78,33,34,5,3,152,54,23,16,3,0,93,29,29,26,3,0,78,27,18,14,0,0,61,22,19,10,0,0,61,6,9,8,0,0,31,10,0,0,0,0,17,701,223,339,60,12,1339
102011030,5,4,0,84,96,3,20,9,0,125,120,13,25,9,3,171,153,8,24,5,3,191,334,22,32,8,9,401,623,32,45,8,11,716,786,42,60,9,4,895,666,48,40,8,3,765,470,29,40,3,0,543,372,41,24,4,3,444,254,17,9,0,3,287,279,43,24,3,3,353,93,37,22,7,3,153,66,13,11,3,11,98,4382,348,378,101,59,5266
102011031,27,13,3,676,588,5,38,12,3,650,543,22,35,7,12,612,630,30,36,11,14,711,958,42,50,13,9,1067,1107,53,61,4,13,1235,1083,72,75,3,5,1239,823,98,75,14,4,1012,461,56,42,3,3,567,339,73,44,4,5,462,279,35,17,0,0,332,280,88,37,0,3,406,81,96,39,0,4,213,118,12,16,0,13,156,7955,687,586,101,87,9410
102011032,28,16,3,506,447,14,41,15,6,529,559,29,57,14,11,669,792,36,79,19,10,931,1425,55,105,8,16,1611,1856,78,101,7,21,2061,2391,87,95,5,15,2593,2494,123,94,4,13,2730,1704,102,53,3,15,1873,1467,90,46,3,7,1614,1102,64,33,3,3,1206,1158,148,48,0,9,1364,358,116,72,3,5,552,220,15,11,4,13,266,16472,975,873,142,161,18623
102011033,4,0,0,49,30,0,7,3,3,44,47,6,8,3,3,60,56,3,7,0,0,68,93,11,14,0,0,117,121,8,15,0,0,149,131,7,8,0,3,150,122,13,9,0,3,143,136,4,7,0,0,157,144,3,7,0,4,159,80,7,4,0,0,88,64,8,6,0,0,76,15,0,4,0,0,23,28,0,0,0,0,31,1117,75,111,10,12,1321
102011034,9,4,6,184,128,8,7,4,4,147,112,4,18,8,0,140,135,4,22,0,3,162,181,12,24,5,5,225,241,14,30,3,9,297,236,24,27,0,0,279,193,24,35,4,3,263,115,11,7,0,0,137,91,10,8,0,4,123,63,11,7,3,0,77,54,17,9,0,0,70,19,15,7,0,0,37,19,3,0,0,3,29,1748,156,212,36,34,2186
102011035,8,0,0,19,28,5,12,3,0,52,19,3,12,0,0,33,31,5,8,0,0,44,60,4,18,3,0,84,51,10,13,0,0,73,60,0,15,0,0,72,61,10,4,0,0,75,48,0,4,0,0,49,41,6,10,0,0,56,28,4,3,0,0,33,30,3,3,3,0,41,11,3,0,0,0,15,7,0,0,0,0,10,483,66,99,14,3,658
102011036,11,4,3,129,96,4,8,3,0,113,84,0,11,0,4,99,139,4,13,3,0,162,238,6,23,4,3,279,339,15,24,6,5,388,387,10,18,4,3,422,343,21,23,0,3,390,192,13,6,0,0,218,120,15,8,0,0,141,88,4,9,0,0,98,99,17,7,0,0,126,30,10,3,0,0,45,35,3,7,0,0,43,2314,130,166,33,29,2663
102011037,10,0,0,32,30,4,17,0,0,54,43,3,8,9,0,64,45,3,15,0,3,72,79,9,15,0,0,109,90,9,10,0,4,113,68,11,11,0,0,96,70,11,10,0,0,95,30,10,5,0,0,50,46,4,6,0,0,55,24,9,4,0,0,34,36,7,3,0,0,46,0,6,3,0,0,16,13,0,0,0,0,13,604,87,133,22,3,849
102011038,4,0,0,31,26,3,12,3,0,38,32,0,9,3,0,53,32,5,13,3,0,51,48,10,28,0,3,91,40,9,20,0,3,69,49,8,28,0,3,92,32,13,22,0,0,70,17,17,7,0,3,50,17,17,5,0,0,42,20,4,5,0,0,30,12,17,5,4,0,40,4,10,5,0,0,22,6,0,6,0,0,15,362,117,175,26,16,698
102011039,13,3,0,186,115,3,21,12,5,153,142,14,32,4,0,189,174,15,31,5,0,227,206,29,50,8,3,300,236,35,51,7,0,335,260,43,46,3,5,359,183,50,57,4,3,296,124,35,37,5,0,205,98,30,26,3,3,159,86,20,21,0,0,135,70,33,27,0,0,138,36,45,17,3,0,97,24,0,4,0,0,27,1929,361,453,75,28,2838
102011040,22,13,3,231,173,7,43,0,0,230,182,14,63,21,8,279,256,15,51,7,6,327,363,15,67,7,6,466,333,36,60,5,6,438,349,25,68,12,9,462,285,51,76,8,4,423,121,30,39,0,4,197,92,32,31,0,0,160,78,17,15,0,0,110,81,48,16,0,3,151,27,25,26,0,3,73,38,6,8,3,3,57,2578,327,585,98,57,3644
102011041,16,3,0,60,53,3,21,3,0,80,61,6,22,4,0,95,60,14,30,3,0,107,130,14,30,7,0,176,143,18,35,0,4,197,125,15,29,7,0,178,95,36,33,0,3,178,63,23,25,3,0,113,53,26,21,0,0,97,46,9,14,0,0,78,42,24,6,0,0,75,14,19,11,0,0,45,16,5,7,0,8,32,950,206,292,34,20,1511
102011042,14,6,4,240,206,8,18,4,4,234,195,15,24,5,3,245,223,5,35,4,3,277,413,14,35,5,3,465,463,18,31,3,3,525,447,29,42,6,5,524,360,37,41,3,4,433,204,26,25,0,0,250,153,26,10,0,0,194,121,11,8,0,0,142,97,14,21,3,0,140,34,23,21,0,4,77,62,5,9,0,5,84,3208,240,319,48,39,3858
102011043,9,0,0,168,112,4,19,3,0,139,120,5,21,0,0,151,163,7,22,0,3,200,303,4,23,3,3,341,331,8,35,5,3,385,322,10,22,4,3,359,212,15,25,0,0,257,107,13,14,0,0,133,75,12,12,3,0,93,67,11,4,0,0,80,60,14,12,0,0,84,26,12,9,0,0,50,33,5,0,0,4,43,2098,117,241,31,20,2516
102021044,9,4,6,298,238,5,30,4,0,281,184,9,41,11,5,250,280,19,41,7,8,347,449,19,62,5,12,547,473,26,38,4,6,552,426,29,49,3,0,512,325,33,50,0,9,417,191,27,28,0,0,256,121,35,25,0,0,183,81,15,14,0,0,108,79,24,8,0,0,118,30,25,12,0,0,69,49,0,3,0,7,62,3209,281,423,53,53,4019
102021045,3,3,0,24,25,0,11,0,0,42,43,3,11,0,0,59,48,3,20,3,0,68,71,7,17,0,0,101,111,15,14,3,0,141,101,17,14,3,0,129,83,6,16,0,0,111,52,0,7,0,0,68,41,6,3,0,0,50,19,5,3,0,0,29,29,9,4,0,0,46,4,0,0,0,0,11,13,0,0,0,3,18,664,59,146,20,7,898
102021046,8,4,0,59,55,0,9,0,0,60,64,7,13,4,3,96,58,9,19,5,0,89,91,12,17,3,3,127,92,5,18,0,3,124,90,12,18,0,0,126,57,10,21,0,3,91,38,8,4,0,0,53,24,3,8,0,0,32,17,6,5,0,0,23,13,4,8,0,0,30,6,5,3,0,0,16,15,0,3,0,0,21,673,90,160,21,16,961
102021047,20,7,0,173,150,7,17,13,3,190,153,16,29,9,3,213,212,12,39,8,3,272,323,17,53,3,3,404,496,29,47,3,0,585,676,40,46,4,12,775,597,53,53,3,8,710,361,48,35,3,0,446,312,42,40,4,4,403,209,17,16,0,0,242,243,35,10,3,3,298,114,27,9,0,0,158,53,3,3,3,4,71,4066,347,423,70,50,4953
102021048,9,3,6,367,261,4,19,3,7,300,255,14,23,5,7,305,278,7,41,7,3,341,480,19,57,3,9,567,552,24,39,4,0,626,466,31,52,0,0,546,310,36,37,0,0,384,173,18,21,0,0,208,123,11,15,0,0,152,90,7,9,0,0,102,68,22,8,0,0,98,28,14,6,0,0,50,42,8,5,0,5,59,3492,229,346,46,48,4157
102021049,4,4,3,74,43,0,5,3,0,49,28,7,13,3,0,43,30,6,11,3,0,51,55,6,11,6,0,84,74,6,9,6,0,96,57,12,8,0,3,81,65,13,14,0,0,96,45,6,9,0,0,59,29,13,3,0,0,43,12,10,4,0,0,29,25,10,6,5,0,40,4,12,3,0,0,24,5,0,0,0,0,10,533,99,105,34,10,790
102021050,9,0,0,55,47,5,10,13,0,79,76,0,15,0,4,96,100,4,16,0,3,119,143,11,11,0,0,165,130,7,11,3,5,151,151,17,16,3,0,192,131,17,25,0,3,178,109,21,16,0,3,153,101,8,4,0,0,123,120,0,4,0,3,124,181,6,8,0,0,200,77,14,3,4,0,102,27,0,4,0,0,31,1452,118,157,34,32,1793
102021051,4,3,0,42,41,3,3,3,3,53,72,4,7,4,0,92,78,9,14,3,0,101,154,15,19,6,3,194,190,15,20,0,0,231,248,17,17,3,0,286,227,15,20,0,0,256,178,19,13,0,0,210,157,19,6,0,0,185,113,7,6,0,0,134,134,13,4,0,0,151,20,16,3,0,0,44,25,3,0,0,0,30,1667,153,143,34,11,2007
102021052,0,4,0,26,16,4,9,0,0,27,14,0,9,3,0,28,17,3,6,0,0,31,42,5,15,0,0,63,43,9,16,4,0,69,27,9,11,3,0,50,20,16,9,0,0,50,13,5,5,0,0,23,16,0,7,0,0,21,11,3,4,0,0,12,12,9,4,0,0,23,0,3,0,0,0,9,12,0,0,0,0,14,265,68,93,26,3,454
102021053,11,4,3,188,165,10,28,13,3,218,168,10,33,8,3,234,195,15,25,8,0,243,307,25,45,7,0,395,326,33,43,10,12,421,356,48,40,9,5,458,255,35,54,3,3,345,138,37,23,0,4,211,112,31,12,0,4,151,77,15,15,3,0,104,60,22,10,0,0,98,23,28,16,0,0,64,40,9,6,0,0,55,2384,325,378,80,48,3209
102021054,3,6,0,63,90,4,8,3,4,114,106,8,24,9,3,147,157,11,17,8,3,200,250,9,43,0,3,304,284,15,25,5,5,332,239,14,33,0,0,286,157,27,29,4,3,216,106,11,14,0,0,132,61,12,14,0,0,92,50,5,13,0,3,71,42,15,10,0,3,73,18,20,17,0,0,51,30,0,9,4,3,47,1654,156,264,45,29,2157
102021055,7,7,5,481,411,3,17,9,5,449,437,16,13,4,9,479,503,18,28,9,3,568,799,33,35,7,9,883,1095,42,30,3,12,1183,1265,69,37,3,6,1384,1189,68,61,7,12,1328,690,49,21,0,5,766,502,63,22,0,4,580,277,31,13,3,0,327,349,53,16,0,3,420,110,57,14,3,0,183,116,9,9,3,6,147,8226,515,326,62,87,9214
102021056,13,20,0,216,172,7,23,4,3,213,187,17,33,10,5,252,237,9,39,5,3,289,451,20,46,7,7,521,647,34,39,4,8,734,907,44,48,7,9,1015,931,47,43,0,8,1026,593,37,32,0,4,663,446,26,17,0,3,494,349,11,7,0,0,376,284,20,21,3,0,326,85,29,12,0,3,132,64,8,6,0,3,87,5543,317,381,66,58,6375
102021057,6,0,0,157,135,9,19,3,5,171,140,13,22,9,4,193,260,6,24,4,4,299,346,24,27,7,10,416,505,25,24,4,4,558,650,31,43,4,7,724,695,47,25,3,8,766,460,26,15,0,0,506,416,37,14,3,0,469,281,10,3,0,0,303,315,27,10,0,0,348,67,18,6,0,0,99,66,10,6,0,10,87,4499,281,242,55,56,5129
103011058,19,9,11,544,492,12,38,22,8,572,511,14,52,12,11,604,661,26,60,17,8,775,1049,50,107,20,18,1241,1298,48,96,11,18,1475,1490,93,77,9,16,1688,1427,79,84,11,9,1605,970,51,54,3,7,1088,851,77,56,0,8,993,663,28,23,3,3,721,710,77,54,0,0,839,175,71,36,9,0,288,152,8,13,9,13,201,10975,641,784,162,145,12705
103011059,3,3,3,114,98,4,16,7,3,134,107,3,10,9,5,136,152,5,19,3,4,183,277,15,22,6,0,325,391,20,23,9,8,461,458,18,23,7,0,509,377,38,27,0,8,450,273,19,15,0,0,317,251,30,17,4,3,302,220,12,7,0,0,241,199,16,15,0,0,231,50,16,7,0,0,71,48,0,7,0,0,56,3006,220,232,60,36,3550
103011060,11,13,0,50,23,3,20,21,3,77,40,7,29,13,0,94,51,5,32,14,3,99,59,8,35,15,0,120,60,12,31,9,5,117,67,14,41,16,3,146,61,17,36,10,4,130,52,13,26,11,0,104,37,19,14,11,3,77,34,5,12,8,0,60,43,4,14,0,0,59,6,12,16,3,0,36,12,5,5,4,0,23,575,129,326,169,23,1223
103011061,5,5,0,55,59,0,18,16,10,97,45,3,21,10,0,78,80,4,14,13,0,113,108,5,32,10,3,166,186,20,24,7,0,240,269,13,25,10,10,329,262,17,17,8,0,296,204,10,10,4,3,230,139,9,14,4,0,174,75,4,16,4,0,104,99,5,13,0,0,123,10,8,13,4,3,41,21,4,4,7,0,34,1609,105,228,113,33,2091
103021062,9,11,0,55,49,9,20,6,5,81,97,6,27,15,10,156,110,6,30,29,4,182,220,14,46,21,0,303,247,17,44,21,0,329,259,16,63,26,6,368,206,20,58,18,12,311,127,13,28,6,0,175,104,15,20,3,6,143,76,10,17,0,0,104,73,12,24,3,3,116,16,18,35,12,0,77,23,3,6,17,5,61,1645,158,432,233,57,2530
103021063,11,7,6,133,105,8,28,13,3,153,154,4,39,13,6,209,194,4,30,0,13,244,364,18,70,5,8,471,539,15,44,5,12,614,505,39,37,3,8,593,372,31,43,3,10,459,204,16,24,3,3,247,156,14,21,3,3,201,118,5,3,4,0,129,107,13,18,3,0,145,23,17,20,0,3,70,41,0,4,3,9,59,3008,187,399,74,72,3738
103021064,8,7,0,48,43,0,26,19,3,94,44,3,31,21,0,97,61,6,44,12,10,130,110,7,51,18,3,191,145,4,59,13,3,222,116,10,42,15,5,194,105,17,30,10,6,170,76,5,31,3,0,116,47,8,27,4,0,88,29,10,19,3,0,62,22,3,18,3,3,47,8,7,17,3,3,38,25,0,10,8,0,40,868,99,401,172,34,1570
103021065,11,14,3,131,94,3,18,10,3,132,146,6,37,27,9,226,191,10,42,16,10,273,354,21,67,22,12,473,461,11,61,16,13,570,455,20,82,15,10,585,383,37,78,4,8,517,234,21,37,7,4,297,159,27,45,3,0,234,110,14,21,0,0,139,129,18,26,7,0,181,33,26,17,3,0,77,49,0,15,12,11,86,2925,218,565,197,80,3992
103021066,0,14,0,49,34,0,14,8,3,56,40,4,18,12,0,71,54,0,18,12,0,88,66,6,46,7,4,133,98,5,43,14,4,165,119,6,40,7,0,183,82,18,38,5,4,151,38,6,29,4,0,79,33,9,16,3,0,70,23,3,13,3,0,41,16,3,16,0,3,48,4,3,23,3,3,40,10,0,5,7,3,24,662,84,336,121,31,1229
103021067,10,0,3,212,141,0,24,12,6,191,140,15,19,5,6,179,219,10,32,3,5,263,341,19,27,11,7,404,431,25,30,9,8,504,504,31,38,3,0,575,440,38,24,0,8,510,315,31,18,5,3,376,237,16,12,5,4,268,163,10,9,3,3,187,198,13,8,0,0,221,48,16,9,0,3,82,62,4,9,0,7,82,3430,236,288,59,61,4071
103021068,11,16,0,39,27,0,18,13,0,63,25,0,17,22,0,63,34,5,17,16,3,80,70,10,39,19,0,142,65,4,42,23,13,147,80,9,36,8,0,141,84,11,33,19,0,145,68,10,20,3,0,101,83,4,17,6,0,115,99,3,13,4,0,112,152,0,14,4,3,176,32,3,5,0,0,40,14,0,0,3,4,19,854,63,299,173,28,1422
103021069,4,9,3,84,60,3,30,17,0,109,85,6,24,19,6,133,118,6,34,18,4,183,205,17,45,28,3,296,176,13,27,24,7,245,194,24,69,19,3,305,195,26,63,15,0,296,134,10,45,6,0,203,140,11,32,6,3,195,76,7,23,3,0,111,153,8,22,7,0,190,40,8,30,12,4,100,31,4,14,11,4,67,1683,151,470,229,41,2578
103031070,9,4,0,193,195,3,25,8,3,238,225,10,27,11,3,273,286,9,27,13,6,339,433,17,38,9,7,503,524,19,29,4,5,587,592,20,32,8,10,659,555,16,38,0,3,623,428,20,20,3,4,482,325,12,17,0,3,356,269,16,7,0,3,291,243,18,6,0,5,279,56,25,5,0,0,86,55,3,3,0,7,61,4373,196,300,77,56,5007
103031071,15,11,0,61,58,4,12,7,0,84,72,7,20,10,3,108,61,9,24,11,0,107,117,18,26,10,0,170,122,17,26,10,3,180,189,14,30,5,4,242,169,19,19,5,4,224,130,13,15,3,3,171,144,13,9,3,5,174,151,0,6,0,0,158,447,12,5,5,0,477,203,3,8,4,0,219,29,5,0,3,3,51,1936,147,227,109,30,2455
