SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
201011001,9,0,3,185,174,4,15,3,3,199,172,7,6,6,4,201,243,10,22,4,0,283,356,20,33,3,3,420,426,27,22,0,5,479,482,30,25,3,6,546,402,42,19,4,0,471,265,21,14,3,3,306,193,33,8,4,0,243,102,23,3,0,3,130,102,32,13,0,0,150,29,38,10,0,0,81,45,3,0,3,9,62,3175,287,208,58,50,3786
201011002,17,13,13,789,773,23,33,16,9,853,739,28,40,11,16,833,973,33,41,8,19,1063,1470,57,81,23,17,1649,1927,80,57,16,21,2100,2172,66,65,9,14,2323,2065,101,78,7,17,2264,1470,99,34,3,7,1616,1163,73,35,0,8,1275,713,42,30,0,5,797,724,110,47,3,7,889,325,165,101,12,6,608,200,15,15,3,11,241,15503,897,678,160,165,17416
201011003,22,7,3,182,138,10,42,16,4,202,153,14,36,6,3,212,225,22,33,4,0,286,317,40,62,12,7,426,400,54,61,6,5,527,428,42,50,11,5,537,334,49,51,8,6,442,184,45,26,6,4,268,181,30,18,0,4,236,92,15,12,3,0,126,99,28,16,0,0,144,22,23,4,0,0,52,46,3,0,0,3,58,2779,370,441,98,42,3722
201011004,16,9,3,314,262,13,21,10,3,311,282,10,44,5,7,352,346,15,39,5,10,409,516,23,42,7,8,597,532,33,57,5,9,637,581,38,51,0,7,682,481,26,53,3,10,573,305,28,24,3,8,366,221,17,23,3,4,268,151,13,16,4,0,189,155,19,20,0,3,200,49,10,5,0,0,75,71,3,9,3,5,94,4267,264,418,71,84,5101
201011005,7,6,3,105,91,3,8,6,3,108,97,3,19,0,3,119,139,8,10,0,3,159,212,11,10,0,3,234,235,4,17,3,0,263,262,12,22,3,4,310,396,19,10,3,0,436,289,10,10,0,3,309,301,12,5,0,0,315,188,8,7,0,4,199,246,3,8,3,0,254,46,9,3,0,0,64,23,0,3,0,0,33,2620,100,142,33,30,2914
201011006,5,10,0,83,70,3,17,3,3,92,79,4,11,9,3,108,134,11,21,7,0,173,221,22,33,0,3,286,339,25,23,3,5,404,492,35,37,3,3,570,425,39,28,0,12,503,219,29,15,0,3,264,131,39,3,0,0,173,94,22,7,0,0,128,78,19,8,0,4,108,17,13,0,3,0,35,35,3,5,0,4,50,2409,262,221,53,38,2979
201011007,0,0,0,13,4,0,11,6,0,19,4,3,6,0,0,20,15,0,8,0,3,23,23,5,9,5,0,44,19,3,12,0,0,40,28,8,5,0,3,42,19,13,4,0,0,33,21,3,0,0,0,27,20,4,3,0,0,24,11,3,3,0,0,11,8,0,4,0,0,17,3,5,3,0,0,11,3,0,0,0,0,4,177,50,78,20,7,333
201011008,9,12,3,326,303,5,14,13,4,341,317,8,37,8,4,379,417,10,30,8,7,482,695,31,30,5,9,772,1004,54,31,6,18,1120,1304,47,35,10,8,1400,1304,54,38,3,6,1404,823,43,15,5,4,894,588,33,8,0,3,637,464,17,4,0,0,493,471,42,13,3,0,531,123,42,11,4,8,185,139,12,10,3,7,170,8296,413,294,86,89,9175
201021009,5,7,0,115,70,9,14,11,0,100,66,12,6,16,0,99,85,11,8,7,0,115,109,8,17,4,0,146,132,16,17,8,3,177,160,18,18,7,4,207,129,22,15,0,0,169,58,12,10,0,0,81,50,16,3,0,0,76,31,9,6,0,0,43,33,9,12,0,0,52,11,14,5,4,0,33,11,0,0,0,3,17,1053,154,137,88,21,1451
201021010,11,12,3,104,67,3,21,13,0,114,96,6,34,16,5,159,108,9,40,16,4,169,151,22,44,16,8,236,179,24,36,14,0,252,181,20,43,5,3,252,151,19,30,12,5,210,99,22,3,3,3,127,52,6,16,0,3,80,47,3,6,0,0,52,46,7,12,0,0,65,3,9,6,6,0,28,15,3,8,4,3,38,1272,168,310,144,33,1933
201021011,21,17,4,129,122,10,44,13,3,191,147,10,74,15,6,254,182,27,53,14,13,283,269,31,70,6,7,387,328,32,66,12,7,449,303,31,70,7,0,414,227,36,47,0,10,321,143,25,34,3,0,207,93,27,18,0,0,135,68,12,13,5,0,94,67,13,14,4,3,101,17,28,6,4,0,54,35,4,13,7,5,64,2106,300,533,148,58,3140
201021012,0,9,0,36,40,0,20,15,3,75,27,11,12,5,5,67,30,8,28,5,0,74,46,15,19,4,3,85,41,10,15,10,4,83,54,17,24,7,0,103,51,17,16,7,0,93,40,11,10,7,3,71,32,11,7,0,0,54,19,3,6,0,0,36,19,5,3,0,0,32,3,13,3,3,0,18,12,0,3,0,0,11,432,136,186,79,22,854
201031013,10,14,0,38,36,4,12,19,3,72,24,12,11,16,0,59,33,10,14,13,0,69,58,14,20,15,3,108,59,8,20,14,3,100,71,9,15,6,0,112,72,5,26,5,3,109,44,8,7,0,0,55,19,4,4,3,0,34,23,0,0,0,0,23,28,0,0,3,0,37,6,5,3,3,0,16,12,0,3,4,4,23,498,91,140,144,22,893
201031014,6,5,3,52,42,9,10,7,0,67,42,11,12,9,0,76,52,12,21,11,7,91,78,10,22,6,0,118,102,13,28,9,4,154,99,16,17,10,7,139,142,6,12,3,0,170,92,12,7,3,0,110,68,5,8,0,0,86,43,3,7,3,0,53,28,3,0,4,0,39,5,3,0,0,0,15,12,0,3,4,0,19,841,104,148,88,23,1215
201031015,7,3,0,21,18,0,7,8,0,40,22,9,10,11,0,54,17,3,21,0,0,45,22,3,14,3,0,40,31,4,27,3,0,67,42,4,19,7,3,67,54,8,10,0,0,74,33,9,5,0,0,48,17,4,7,4,0,29,5,0,5,0,0,10,15,3,0,0,0,19,0,6,4,7,0,17,4,0,9,0,0,15,292,47,143,60,5,548
201031016,6,9,10,180,142,7,26,13,5,190,176,11,13,5,3,205,199,7,32,3,5,243,385,7,31,7,4,439,462,18,27,7,5,526,467,21,26,3,4,521,373,17,19,3,3,407,161,12,15,0,0,185,140,15,3,0,3,164,73,6,3,0,0,84,65,13,3,0,0,91,15,4,13,0,0,35,48,7,5,3,9,63,2868,146,230,57,56,3361
201031017,6,0,0,29,26,3,23,12,0,60,22,5,22,9,0,56,39,7,15,3,9,67,66,12,31,6,3,114,81,7,13,10,3,117,63,10,8,0,3,83,61,5,12,7,0,84,40,3,3,3,0,52,31,3,5,0,0,41,19,0,0,0,0,23,17,4,3,0,0,25,5,6,0,0,0,8,5,0,8,4,0,16,495,68,152,53,17,785
202011018,12,20,19,889,752,17,37,21,11,825,885,22,46,7,17,978,1055,17,62,12,12,1154,1736,51,79,9,14,1889,2257,63,91,9,30,2454,2496,79,74,8,15,2679,2517,92,79,4,19,2715,1914,86,42,3,12,2056,1413,81,36,7,9,1542,899,43,31,0,5,979,1029,97,22,0,8,1153,361,154,57,0,8,588,279,10,11,12,14,322,18467,823,701,145,197,20329
202011019,8,7,0,90,67,4,23,11,4,102,96,6,21,10,0,129,112,7,17,3,3,146,197,8,28,7,3,252,258,10,29,4,7,312,260,16,28,0,0,308,223,18,14,3,6,262,150,9,8,0,0,169,87,10,4,0,0,108,54,7,4,0,0,68,38,7,0,0,0,48,15,18,3,0,0,39,30,6,0,0,0,40,1684,121,203,47,26,2088
202011020,3,3,3,272,186,13,19,9,4,221,192,12,35,10,5,250,275,19,18,10,7,328,488,34,38,3,14,573,726,39,32,8,6,811,765,62,41,4,18,889,578,68,40,3,10,694,384,38,25,0,0,450,244,64,10,0,3,322,131,25,11,0,0,167,148,39,14,0,3,202,54,40,9,0,0,104,74,4,7,0,4,90,4513,451,306,61,75,5408
202011021,7,4,3,60,56,0,17,0,0,80,55,3,11,4,0,67,89,4,11,0,0,109,162,5,25,0,3,188,143,14,16,0,3,177,179,15,21,3,0,216,176,9,22,0,3,206,112,12,13,0,0,142,108,10,15,0,3,136,91,7,6,0,3,109,78,9,9,0,0,97,19,6,7,0,0,34,17,0,4,0,0,22,1331,103,176,27,26,1663
202011022,16,6,5,355,274,7,24,7,3,322,261,22,40,3,6,327,358,19,36,5,4,432,563,32,47,13,12,664,758,30,60,0,8,851,911,52,48,3,7,1020,703,54,49,3,7,816,429,48,26,3,0,514,296,36,25,0,0,357,188,18,18,4,0,228,211,38,13,0,0,264,39,36,12,0,0,93,88,9,13,7,5,124,5438,406,415,62,61,6381
202011023,6,4,4,41,16,0,5,3,0,33,16,7,8,3,0,34,30,3,5,0,0,44,42,4,11,3,0,60,38,7,8,0,3,60,39,10,7,7,0,60,59,10,15,3,0,82,34,4,11,0,0,53,28,9,9,0,0,43,17,3,0,0,0,21,14,5,3,0,0,16,3,0,0,0,0,9,5,0,4,0,0,12,371,62,99,26,14,570
202011024,13,3,0,95,56,0,5,7,4,70,50,3,10,3,0,70,77,5,14,3,0,104,108,12,18,0,3,139,121,15,23,0,5,159,112,14,15,3,3,146,102,17,19,0,0,131,99,26,10,0,0,136,69,15,10,3,0,100,48,10,5,0,0,58,34,9,11,0,0,50,11,16,3,0,0,25,5,0,0,4,0,10,970,142,164,35,12,1321
202011025,11,3,0,160,120,3,9,0,3,138,101,5,21,8,3,135,162,9,18,8,3,196,263,14,38,4,8,324,348,15,28,6,6,401,360,12,36,3,6,414,343,32,22,0,0,404,247,21,12,0,0,280,239,16,6,0,0,265,152,12,6,0,0,167,201,22,6,0,0,223,34,13,5,0,0,53,30,5,0,0,5,45,2764,178,223,39,39,3235
202021026,6,7,3,29,26,9,18,13,3,70,45,4,12,11,0,71,54,0,25,5,3,86,87,16,13,9,0,123,297,18,20,15,3,346,245,22,19,5,3,290,152,14,23,3,0,190,72,22,16,0,0,114,49,5,7,0,0,61,17,13,9,0,0,34,40,11,7,0,0,52,18,7,4,0,0,29,15,3,8,3,0,27,1124,143,185,80,19,1551
202021027,17,6,9,213,145,4,34,7,3,196,188,11,70,6,5,280,267,15,55,11,3,347,504,18,66,8,5,601,722,28,57,3,15,827,801,39,60,4,16,913,626,33,43,3,10,719,387,18,29,4,3,449,264,20,22,3,0,310,150,15,12,3,0,180,151,24,22,4,6,194,48,23,16,0,0,87,67,7,8,4,5,86,4514,261,513,89,83,5461
202021028,12,25,0,98,37,10,46,17,0,110,53,8,51,10,0,124,66,14,58,7,3,143,87,22,52,11,0,177,110,23,34,18,0,178,114,16,50,5,4,191,91,18,36,3,0,144,45,7,29,0,0,86,36,13,19,0,0,67,32,0,10,0,0,41,24,13,9,4,0,45,5,13,21,0,0,36,13,3,9,4,3,30,779,157,413,118,21,1491
202021029,7,6,0,39,40,0,9,14,0,65,50,0,11,8,0,64,54,3,13,6,6,81,84,7,15,5,3,117,100,11,21,7,3,137,89,8,15,3,3,127,113,12,10,3,4,132,66,6,4,3,0,85,54,12,7,3,0,79,51,5,0,0,0,61,56,0,6,0,0,63,12,3,0,0,0,18,18,0,5,7,0,33,828,69,133,65,15,1113
202021030,19,3,4,217,163,7,32,7,3,211,211,11,22,10,10,261,228,6,29,15,10,283,399,28,48,6,13,486,431,22,53,13,11,530,487,40,45,6,6,590,506,41,55,4,3,613,300,38,33,3,3,378,215,33,37,3,0,290,130,17,20,0,3,164,121,25,18,0,0,164,41,27,7,3,3,82,51,7,15,3,0,78,3476,302,429,117,74,4396
202021031,5,9,4,96,87,9,19,11,3,121,74,8,22,3,0,108,89,11,24,4,0,130,162,17,24,3,3,207,179,13,30,8,0,226,173,27,25,4,3,235,137,23,35,0,0,192,85,21,12,0,0,114,74,26,18,0,3,121,38,9,0,0,0,46,47,27,10,0,0,85,19,19,9,6,0,51,26,4,0,3,4,38,1275,216,229,65,23,1804
202031032,5,8,0,39,30,0,15,8,0,50,22,5,18,10,0,58,25,3,13,6,4,59,61,17,29,16,3,128,78,21,28,10,3,138,101,26,21,12,0,163,123,15,29,3,4,178,85,7,14,0,0,105,104,7,10,3,0,123,63,3,3,0,0,65,171,9,9,0,0,195,30,10,8,0,0,43,20,0,7,0,0,30,932,121,223,96,18,1391
202031033,14,17,0,113,61,8,32,39,0,137,75,17,39,34,3,171,97,14,44,27,4,186,183,25,63,31,9,306,222,21,57,19,3,325,241,31,64,8,9,350,212,33,45,12,6,313,110,21,13,3,0,155,79,14,23,0,3,116,54,4,10,6,0,86,49,10,5,4,0,62,16,7,9,3,3,37,27,3,7,13,6,58,1510,225,459,258,52,2496
203011034,3,3,0,54,51,0,10,4,5,63,62,5,8,0,0,81,93,7,10,3,0,117,120,7,20,0,0,150,115,17,18,3,0,161,121,19,7,0,0,155,137,20,13,3,3,181,74,13,3,7,0,94,78,16,5,0,3,98,42,8,3,0,0,47,42,9,3,0,0,57,15,6,3,5,0,27,20,0,0,0,0,20,1010,132,118,44,14,1329
203011035,13,7,0,58,50,7,8,3,5,79,35,5,11,17,3,70,55,8,26,11,4,101,76,23,26,6,0,140,77,20,20,9,7,132,98,25,14,7,3,139,110,11,22,5,0,157,62,12,7,0,0,86,37,15,9,0,0,61,24,11,3,0,0,42,34,8,7,0,0,53,11,12,12,3,0,43,12,6,5,3,0,33,725,168,194,98,27,1215
203011036,7,10,0,64,52,6,25,13,3,106,50,8,30,15,3,102,59,11,19,16,3,107,90,18,42,13,3,164,104,12,34,8,0,164,120,16,38,12,0,186,99,29,21,10,0,160,60,20,20,11,3,111,48,18,13,4,3,88,21,13,7,3,0,45,21,17,11,0,0,49,11,17,13,3,0,43,10,0,3,3,0,20,788,191,281,131,24,1420
203021037,10,3,0,401,307,8,22,8,8,353,311,11,34,3,7,360,356,14,41,7,3,418,481,24,38,5,10,548,651,34,49,5,4,746,583,30,45,6,7,668,537,40,42,0,3,623,353,22,34,0,0,407,220,31,20,3,0,276,138,18,16,0,0,176,129,27,15,3,0,182,34,40,22,0,0,100,62,0,9,0,0,73,4560,307,391,52,49,5369
203021038,9,6,12,419,325,7,25,11,3,372,337,17,21,8,7,395,395,14,30,9,11,457,557,35,33,7,8,643,641,27,36,3,10,712,756,37,41,3,11,838,821,37,26,4,4,894,586,29,21,0,3,641,473,27,16,0,4,522,399,12,5,0,0,415,600,36,12,4,0,647,275,52,9,3,0,334,106,8,8,0,9,127,6687,343,292,79,83,7476
203021039,29,20,12,1006,1027,23,36,17,10,1114,1133,35,74,31,15,1279,1401,35,75,12,15,1543,2452,66,102,24,22,2663,3212,84,102,9,31,3438,3938,134,113,11,34,4227,4157,132,128,11,21,4455,2950,108,77,3,15,3154,2425,154,71,6,16,2669,1555,75,39,0,7,1674,1833,149,75,3,8,2069,674,275,113,6,8,1077,446,23,26,13,32,541,28228,1311,1074,216,240,31068
203021040,23,0,3,316,248,13,30,6,3,300,286,9,47,10,6,362,334,14,42,5,3,400,492,35,56,8,4,597,489,36,54,3,5,597,551,47,49,4,4,655,528,52,53,0,3,638,336,45,44,3,3,430,262,40,21,3,0,322,145,29,20,3,3,195,136,47,25,3,0,211,29,58,16,0,0,104,52,7,6,3,6,76,4189,435,501,79,44,5247
203021041,20,8,5,504,364,8,34,11,0,418,348,10,43,10,4,416,430,10,32,12,4,487,642,26,56,9,5,749,611,33,44,7,4,703,663,50,49,7,9,765,555,48,46,4,0,651,289,28,33,4,4,358,208,35,15,3,0,255,146,17,15,0,3,183,131,26,25,3,3,188,40,21,16,0,3,76,95,3,8,0,3,115,5025,335,431,93,56,5939
203021042,15,5,3,200,209,12,32,11,0,263,172,17,30,11,3,230,250,20,31,10,0,303,353,25,44,0,9,429,366,28,28,6,9,431,456,28,50,7,5,554,477,38,55,7,6,587,396,29,36,8,3,472,416,32,23,0,5,473,289,20,13,0,0,321,384,35,23,3,4,445,118,48,23,4,0,186,55,12,4,3,3,72,4133,337,395,86,52,5008
203021043,13,12,4,270,222,8,25,12,7,277,216,13,27,10,10,270,236,12,36,4,0,286,359,33,41,10,9,446,547,27,47,12,0,634,625,34,34,3,5,710,709,49,34,7,0,798,543,36,24,3,0,610,425,22,19,0,0,460,256,12,9,3,3,276,286,19,14,3,0,320,81,23,11,3,4,119,81,10,3,0,7,103,4825,303,352,88,43,5619
203021044,8,4,4,98,56,4,12,3,0,77,78,5,22,4,3,112,96,5,12,3,0,123,130,5,26,5,0,166,158,11,22,8,4,197,163,16,25,0,3,203,153,16,18,3,0,184,77,13,6,0,4,104,47,19,12,0,0,81,48,3,8,0,0,58,46,10,14,0,0,66,15,12,12,0,3,42,22,3,0,3,0,32,1174,125,190,45,26,1560
203021045,10,16,5,248,181,12,20,11,0,222,209,18,23,7,4,259,258,10,33,10,5,310,402,28,44,6,12,490,492,36,44,8,3,584,579,55,42,5,4,689,518,47,35,3,10,616,312,42,33,3,3,391,277,57,14,0,3,352,156,19,9,3,0,185,163,30,13,0,0,208,39,29,7,0,0,71,63,7,9,4,3,85,3870,396,346,81,56,4746
203021046,14,0,0,196,164,7,26,8,3,208,208,9,24,0,4,246,216,13,25,6,4,269,359,27,37,5,0,424,442,18,42,3,10,515,457,26,44,0,4,533,469,52,37,3,3,562,275,34,23,6,0,339,229,53,29,4,0,311,206,32,12,0,8,249,161,47,24,3,0,235,36,42,15,0,0,91,37,9,5,0,4,54,3441,360,361,47,50,4259
203021047,10,5,3,209,232,12,30,3,4,275,308,20,28,7,12,371,401,24,51,10,12,497,687,44,48,7,7,802,1022,52,67,3,10,1156,1417,80,41,10,14,1561,1500,89,42,0,12,1645,1029,79,29,4,6,1154,738,59,27,3,6,830,563,26,13,4,3,607,735,49,25,3,0,814,284,64,10,4,0,363,144,9,8,4,16,190,9269,608,433,83,113,10501
203031048,16,7,3,139,107,4,28,8,4,152,106,17,28,9,4,164,128,7,28,3,4,170,207,21,43,6,0,279,218,25,36,7,4,292,206,23,36,7,3,277,192,24,28,5,3,248,129,17,20,0,3,171,113,17,8,0,3,138,111,13,12,4,0,137,42,18,11,3,3,71,13,16,9,0,0,40,34,6,4,3,0,52,1735,207,310,73,36,2364
203031049,3,3,0,109,99,8,19,6,0,135,123,9,19,6,0,158,114,16,12,3,0,148,184,6,34,8,6,235,170,23,28,7,3,230,171,28,27,3,3,233,146,17,41,3,5,209,77,37,23,0,0,131,57,14,24,4,0,97,34,15,5,0,3,53,42,23,14,3,0,75,16,23,10,8,0,53,25,6,5,3,3,39,1353,222,254,63,27,1913
203031050,22,13,9,366,253,12,35,9,0,311,263,12,68,19,9,369,273,22,62,15,8,376,424,44,76,14,5,571,443,50,57,10,8,558,461,63,63,8,3,596,396,88,87,5,8,588,252,63,55,10,3,383,177,67,45,3,4,299,126,42,25,7,0,204,110,61,33,3,0,199,48,42,21,6,0,123,84,11,10,4,3,112,3656,598,669,149,56,5126
203031051,3,4,0,73,50,3,21,3,0,81,49,6,17,8,0,83,60,5,15,9,0,88,98,13,20,8,0,138,88,11,27,4,3,127,95,16,21,3,0,134,81,11,13,0,3,109,44,20,8,3,0,74,29,11,4,4,0,50,24,7,4,0,0,30,26,9,8,0,0,48,11,5,3,0,0,24,8,3,4,0,0,21,725,134,167,52,11,1093
203031052,3,0,0,87,72,7,13,4,0,100,62,8,18,4,0,83,74,18,17,3,0,116,124,23,11,3,0,160,148,13,27,7,5,195,127,18,24,10,3,171,147,21,23,3,0,192,89,14,14,3,0,115,80,9,15,0,0,104,52,9,9,0,0,75,60,6,8,0,0,82,25,20,5,4,0,49,11,4,3,0,3,26,1156,155,191,47,17,1569
203031053,27,11,8,377,291,7,45,16,0,356,262,25,58,18,4,368,324,21,40,14,0,398,405,44,64,16,6,529,495,57,72,13,7,639,519,61,78,10,9,669,443,48,103,9,4,609,331,68,53,10,4,460,238,69,67,3,3,383,156,37,16,3,0,213,153,57,22,8,3,248,63,67,19,7,0,161,53,5,9,8,4,81,4085,572,679,175,54,5575
204011054,9,12,0,104,93,11,18,12,4,138,108,13,27,11,3,166,127,16,43,6,5,204,231,24,48,10,3,320,252,25,32,5,9,321,245,17,33,7,4,312,241,26,37,10,4,305,130,19,18,7,0,179,83,10,17,3,3,112,61,0,8,3,3,74,59,12,12,5,0,90,17,14,12,3,3,47,35,5,15,0,0,56,1771,197,328,115,44,2458
204011055,20,12,0,117,67,9,34,23,3,135,76,5,23,19,3,132,88,8,34,13,3,150,177,26,39,18,4,268,212,7,44,8,4,274,225,28,29,6,9,303,146,18,37,8,3,208,103,12,36,6,0,153,47,17,14,10,0,88,40,12,8,3,0,70,34,7,11,5,0,58,10,17,10,4,0,45,28,5,17,14,4,67,1336,180,370,185,43,2120
204011056,8,5,0,216,164,3,19,12,0,198,169,13,32,6,7,221,214,8,31,7,5,266,294,33,28,9,3,369,372,38,39,8,10,465,420,33,53,9,6,522,401,34,35,4,7,488,298,23,27,4,3,358,218,23,4,0,6,255,164,7,11,0,0,184,127,29,16,0,0,179,34,23,9,3,3,70,54,5,8,3,3,74,3139,277,330,103,64,3909
204011057,13,9,0,198,130,10,23,31,3,197,159,4,29,25,0,224,241,22,40,21,0,325,386,28,63,20,3,504,428,34,70,15,10,558,421,45,57,13,10,542,390,48,48,15,10,511,215,24,39,11,0,296,127,31,26,3,3,190,96,19,21,3,3,137,84,37,19,5,0,147,26,26,11,3,3,66,57,6,7,0,12,79,2940,350,473,194,58,4012
204011058,3,4,3,67,39,5,13,11,0,57,47,9,16,10,0,81,69,8,14,3,3,101,115,12,23,13,3,162,160,23,20,5,0,209,178,10,16,5,7,213,139,11,17,5,0,180,86,5,9,0,0,105,46,10,8,6,3,70,25,4,11,0,0,39,30,10,9,0,0,47,10,8,10,4,0,32,29,0,3,0,0,30,1010,115,170,87,25,1413
204011059,4,8,7,131,130,3,12,5,3,149,146,5,19,0,3,177,162,4,13,0,9,193,279,12,29,3,7,327,322,10,11,4,7,364,309,17,34,6,6,370,288,20,12,0,7,340,192,18,13,3,0,218,138,13,9,3,3,173,116,9,6,0,4,128,89,9,0,0,3,110,33,5,9,0,0,51,51,3,0,4,4,60,2383,138,168,47,65,2801
204011060,10,12,0,36,27,3,10,8,0,45,27,9,15,10,0,63,35,10,18,8,3,74,79,3,12,3,5,111,214,7,17,4,3,243,241,10,18,3,4,274,289,11,17,0,3,318,235,10,8,0,0,250,208,6,4,5,7,233,142,3,3,0,3,147,123,3,0,0,0,136,14,3,3,3,0,28,23,0,3,0,5,33,1701,79,134,72,33,2015
204011061,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
204011062,10,8,0,57,26,3,14,7,0,55,44,5,11,11,0,76,55,7,14,5,0,80,95,12,17,5,3,129,81,7,21,4,0,113,89,7,17,0,0,117,71,17,25,3,7,122,51,17,20,3,0,88,26,9,6,0,0,43,19,5,0,0,0,23,23,8,7,3,0,43,7,6,9,0,0,23,8,8,9,4,0,30,630,111,178,86,21,1025
204021063,6,0,4,175,156,3,27,13,3,209,179,16,11,7,6,221,240,12,37,9,5,310,346,29,61,8,6,441,473,42,38,4,13,572,481,30,51,9,10,577,449,35,28,0,7,524,298,25,19,3,3,347,235,18,10,0,0,269,152,13,3,0,3,174,139,19,14,0,0,172,41,15,10,3,0,74,65,3,3,8,3,82,3440,269,325,77,67,4185
204021064,8,5,0,42,21,0,14,21,0,60,17,4,21,21,0,72,28,9,32,19,0,85,39,3,21,5,3,75,57,9,29,11,0,106,58,7,29,4,0,92,55,7,16,3,0,80,42,6,20,5,0,72,25,7,7,5,0,47,11,3,4,0,0,18,23,0,3,0,0,29,9,12,3,0,0,27,6,0,0,3,0,16,415,76,217,111,9,833
204021065,10,4,0,68,41,0,6,3,0,52,41,6,6,5,0,58,60,13,15,7,3,99,84,9,16,6,3,121,115,12,12,4,3,153,181,7,12,7,0,206,192,9,5,5,3,222,155,9,16,0,0,182,139,9,5,0,4,152,71,0,7,0,0,84,77,4,3,0,0,84,17,12,4,3,0,40,29,3,0,3,4,36,1256,100,126,64,25,1576
204021066,18,9,8,428,323,14,29,9,10,393,366,31,37,17,9,458,483,27,42,7,11,573,701,38,61,12,11,827,1045,54,68,12,21,1203,1136,73,83,4,14,1312,1010,91,66,5,7,1176,619,55,45,9,3,736,449,52,36,0,10,540,318,25,14,0,0,364,330,51,18,3,0,403,123,46,36,4,3,212,140,16,14,5,8,184,7467,596,585,114,117,8875
204021067,26,29,3,139,60,15,30,28,6,138,62,21,61,31,5,170,89,14,43,34,3,186,144,25,73,40,9,289,199,36,58,13,3,313,209,26,91,12,15,350,203,23,52,17,6,298,109,20,37,7,4,171,89,19,28,3,0,137,36,11,11,4,0,56,43,11,31,3,0,82,18,15,24,4,0,59,21,7,15,3,5,49,1357,245,577,260,64,2508
204031068,9,5,3,67,66,4,11,9,3,101,73,6,20,10,0,108,68,6,30,3,3,107,135,12,25,10,3,184,152,16,25,0,0,196,165,11,26,5,0,209,135,29,13,3,0,182,106,9,8,0,0,123,62,8,6,0,0,77,52,4,6,0,0,71,40,11,7,0,0,54,13,3,0,0,0,23,20,4,7,3,3,33,1132,134,209,58,17,1551
204031069,10,5,6,192,139,10,29,23,3,208,188,15,27,36,5,278,252,16,51,13,8,333,383,44,78,16,9,524,452,50,33,5,3,552,428,59,64,8,3,565,308,36,56,10,3,419,207,32,19,7,0,261,115,29,31,0,5,177,87,5,8,3,3,113,84,31,22,3,0,136,34,12,18,0,0,68,42,8,7,10,3,68,2893,370,452,163,50,3933
204031070,0,6,0,46,17,3,9,4,4,43,20,0,11,7,4,38,22,0,9,5,0,40,45,5,12,3,3,78,33,8,22,0,4,67,42,4,6,10,0,67,37,5,6,5,3,54,12,3,3,0,0,23,13,0,3,0,0,16,3,0,0,0,0,7,10,0,3,0,0,21,0,3,0,0,0,8,3,0,3,0,4,7,296,44,113,53,22,523
