SA2_MAINCODE_2016,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000mo_A_15_19,Mng_3000mo_A_20_24,Mng_3000mo_A_25_34,Mng_3000mo_A_35_44,Mng_3000mo_A_45_54,Mng_3000mo_A_55_64,Mng_3000mo_A_65_74,Mng_3000mo_A_75ov,Mng_3000mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24
101041017,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,8,0,0,4,0,3,5,3,0,19,0,0,0,0,7,3,0,0,17,0,4,5,12,10,14,4,0,49,0,6,8,6,9,8,3,0,44,0,5,19,15,18,21,0,0,76,0,0,16,20,27,27,0,0,88,0,0,3,18,15,7,0,0,46,0,0,9,11,10,10,0,0,43,0,0,4,12,3,6,3,0,29,0,0,6,11,15,9,0,0,40,0,0,3,3,9,7,3,0,23,0,0,4,0,0,0,0,0,9,6,18,75,118,136,122,25,3,496,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,7,0,0,11,0,0,0,3,0,3,0,0,10,0,0,0,8,8,7,7,0,32,0,0
101041018,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,0,11,0,0,3,5,5,3,3,0,18,0,0,4,3,4,3,0,0,15,0,0,0,4,8,3,0,0,14,0,0,0,0,0,6,0,0,11,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,11,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,4,3,4,13,26,29,37,5,0,115,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,0,3,0,0,11,0,0,3,0,4,3,0,0,23,0,0,4,3,5,6,0,0,23,0,3
101041019,0,0,0,0,0,3,3,0,12,0,0,0,0,3,0,0,0,7,0,0,0,4,3,3,4,0,17,0,0,0,0,7,5,3,0,16,3,0,0,3,0,8,9,3,22,0,0,9,9,5,0,0,0,24,0,0,3,13,12,10,4,0,41,0,11,8,14,21,11,4,3,62,0,0,11,16,24,11,11,0,69,0,0,4,10,18,18,5,0,53,0,0,3,16,18,10,0,0,50,0,0,0,12,13,10,0,0,33,0,0,3,12,28,20,5,0,68,0,0,0,0,10,9,3,0,23,0,0,0,0,4,3,0,3,9,5,16,42,110,167,123,48,9,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,0,0,17,0,0,0,3,8,11,0,0,22,0,0,0,3,12,6,0,0,27,0,0,10,10,16,22,7,0,61,0,6
101041020,0,0,0,3,3,8,6,0,25,0,0,0,0,3,4,0,3,20,0,0,4,3,5,9,20,3,42,0,0,0,6,11,14,10,11,46,0,0,0,5,3,4,15,0,30,0,0,0,11,17,9,20,3,58,0,3,0,7,10,18,11,4,59,0,0,6,15,12,13,11,4,64,0,0,5,3,9,21,8,3,55,0,0,3,10,3,5,6,0,27,0,0,0,0,7,5,0,6,24,0,0,3,3,0,4,0,0,10,0,0,0,7,9,8,0,0,16,0,0,0,0,4,4,0,0,13,0,0,0,0,0,0,0,3,8,10,6,32,78,94,138,104,36,495,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,10,0,0,0,3,0,6,0,0,9,0,0,0,0,0,3,0,0,7,0,0,0,4,8,7,6,0,25,0,0
101041021,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,0,9,0,0,3,3,4,0,0,0,12,0,0,3,0,3,0,0,0,10,0,0,0,3,0,3,0,0,7,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,8,20,17,20,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,6,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,5,0,0,0,0,3,0,4,0,8,0,0,0,6,4,3,0,0,17,0,0,0,8,7,8,0,0,26,0,0,0,3,0,9,0,0,18,0,0,0,0,0,3,4,0,13,0,0,0,0,3,3,0,0,4,0,0,0,0,0,6,0,0,7,0,0,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,9,25,34,45,12,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,0,3,0,3,3,0,12,0,0
101041024,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,6,0,0,0,3,3,3,3,0,17,0,0,0,3,0,6,7,0,11,0,0,0,6,3,0,0,0,13,0,0,0,5,8,0,5,0,24,0,4,3,4,5,15,3,0,27,0,3,3,9,6,4,0,0,21,0,0,0,3,4,3,4,0,23,0,0,0,3,9,4,3,0,13,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,5,7,37,48,52,28,9,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0
101041025,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0,12,8,0,0,19,0,0,0,0,0,8,0,0,11,0,3,0,6,7,4,5,0,23,0,3,3,9,10,17,8,0,45,0,7,7,8,11,12,7,0,49,0,0,9,8,16,13,9,0,58,0,0,8,13,36,12,3,0,76,0,0,6,16,12,6,4,0,44,0,0,7,7,15,16,4,0,46,0,0,0,3,12,0,6,0,23,0,0,3,4,8,8,3,0,25,0,0,0,0,5,3,0,0,10,0,0,0,0,3,3,3,0,7,0,18,39,88,138,110,48,3,440,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,3,3,0,0,12,0,0,0,3,4,0,0,0,11,0,0,0,3,3,3,3,0,15,0,5,7,12,8,14,3,0,42,3,0
101041026,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,5,4,0,3,0,13,0,0,0,7,3,4,0,0,13,0,0,0,3,4,10,0,0,16,0,0,3,8,9,7,0,0,28,0,0,12,9,11,9,0,0,45,0,0,7,3,14,18,3,0,53,0,0,0,8,11,13,3,0,39,0,0,3,9,15,4,3,0,33,0,0,0,10,7,6,0,0,27,0,0,0,8,18,15,0,0,44,0,0,0,4,3,4,0,0,15,0,0,0,3,0,5,0,0,9,0,3,36,74,102,105,16,7,345,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,4,4,3,0,15,0,0,0,3,3,3,0,0,9,0,0,0,3,3,3,3,0,15,0,0,5,10,5,11,6,0,42,0,3
