SA2_MAINCODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
126021591,196,3,4,0,0,204,19,0,0,0,0,22,7,5,0,0,0,13,43,6,8,0,0,53,56,6,0,0,3,67,83,5,4,4,4,99,24,5,0,0,0,26,225,18,20,4,0,264,25,3,0,0,0,26,111,10,16,4,4,142,21,0,0,0,0,21,614,39,42,3,6,709,76,4,3,3,9,88,6842,536,545,108,96,8123
127011504,12,3,3,0,0,19,3,0,0,0,0,8,0,0,0,0,0,3,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,4,32,0,0,0,0,32,0,0,0,0,0,0,68,20,12,0,0,98,0,0,0,0,0,0,114,9,20,3,3,148,18,3,0,0,0,28,1328,90,123,18,22,1584
127011505,42,0,0,0,0,41,5,4,0,0,0,11,0,0,0,0,0,3,12,0,0,0,0,15,3,0,0,0,0,3,19,0,0,5,0,22,0,0,0,0,0,0,50,5,5,3,0,64,6,0,3,0,0,10,56,7,5,6,0,77,7,0,0,0,0,7,200,27,21,8,3,256,41,4,10,0,3,52,2260,429,383,116,37,3233
127011506,85,4,4,0,0,89,5,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,21,17,0,0,0,0,22,14,0,0,0,0,12,4,0,0,0,0,6,130,14,15,0,3,165,10,0,0,0,0,16,50,3,6,0,0,61,12,0,0,0,0,12,260,32,35,3,6,334,46,8,14,3,4,70,3535,443,446,98,68,4590
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,8
127011593,6,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,0,11,3,0,0,0,0,4,7,3,5,0,0,24,0,0,0,0,0,0,45,17,17,3,0,82,3,0,0,0,0,3,512,102,87,16,8,727
127011594,11,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,37,0,0,0,0,39,3,0,0,0,0,3,51,12,20,0,0,84,0,0,0,0,0,0,74,23,29,0,3,129,11,3,3,0,0,17,1179,134,162,13,9,1505
127011595,23,0,0,0,0,22,3,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,6,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,0,20,4,0,0,0,23,3,0,0,0,0,3,26,16,3,4,0,52,0,0,0,0,0,0,71,12,24,4,3,116,11,0,3,0,3,12,927,106,136,17,27,1208
127011596,24,4,0,0,0,28,0,0,0,0,0,0,3,0,3,0,0,4,7,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,5,0,0,4,0,0,6,32,0,0,0,0,33,3,0,0,0,0,3,27,3,9,0,0,43,3,0,0,0,0,3,93,26,19,5,3,151,8,0,0,0,0,13,1388,133,133,28,23,1707
127011597,16,6,7,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,13,4,0,0,0,0,7,3,0,0,0,0,3,0,5,0,0,0,4,23,3,3,0,0,26,6,0,0,0,0,8,15,3,6,0,0,29,3,0,0,0,0,3,67,27,20,0,0,111,10,3,10,4,4,25,999,170,184,33,19,1405
127021509,12,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,12,6,0,0,0,17,0,0,0,0,0,4,24,3,0,0,0,31,9,0,0,0,0,11,130,22,59,11,0,226,0,0,0,0,0,0,184,17,40,7,0,254,18,3,4,0,0,21,1807,163,212,36,24,2249
127021510,47,0,4,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,19,4,6,0,0,26,3,0,0,0,0,3,30,8,9,3,0,53,4,0,0,0,0,7,160,25,29,4,3,224,22,0,0,0,3,29,1310,230,248,35,27,1850
127021511,72,4,4,0,0,82,13,0,0,0,0,15,11,0,0,0,0,7,3,0,0,0,0,3,9,0,0,0,0,16,66,8,14,0,3,91,12,0,6,0,0,12,63,3,3,0,0,68,4,0,0,0,0,3,1672,330,285,67,24,2385,3,0,0,0,0,7,695,78,91,13,17,886,66,10,7,3,12,100,5254,668,564,147,92,6723
127021512,26,0,0,0,0,23,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,12,0,3,0,0,14,3,0,0,0,0,6,21,0,0,0,0,17,3,0,0,0,0,3,136,36,71,9,6,256,0,0,0,0,0,0,152,23,25,10,5,215,10,3,4,0,3,27,1210,138,199,30,19,1600
127021513,30,0,3,0,0,42,3,0,0,0,0,4,6,0,0,0,0,3,9,0,0,0,0,9,7,0,0,0,0,10,23,0,6,0,0,30,5,0,0,0,3,11,40,0,0,0,0,43,5,0,0,0,0,5,379,104,136,31,7,657,3,0,0,0,0,3,184,21,36,0,6,252,28,3,3,0,0,37,1926,198,275,57,36,2491
127021514,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,31,19,11,0,0,65,0,0,0,0,0,0,67,15,25,3,0,111,3,0,3,0,0,8,703,143,125,15,11,994
127021515,90,3,0,0,0,90,6,0,3,0,0,11,6,3,0,0,0,13,11,0,0,0,0,14,20,0,0,0,0,19,43,3,4,0,0,48,15,7,0,4,0,23,46,3,3,0,0,54,9,0,3,0,0,8,407,50,84,17,7,566,7,0,0,0,0,7,594,69,75,14,9,761,52,3,4,3,8,66,4408,439,500,87,73,5512
127021516,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,6,14,0,0,0,0,22,7,0,0,0,0,7,93,24,38,9,3,169,0,0,0,0,0,0,138,26,31,5,6,213,18,3,12,0,3,37,1319,185,225,29,42,1801
127021517,108,0,0,0,3,111,8,0,0,0,0,9,3,0,0,0,0,4,13,0,0,0,0,13,28,0,0,0,0,28,9,0,0,0,0,11,8,3,7,0,0,14,56,0,3,0,0,62,7,0,0,0,0,7,126,16,23,0,0,170,15,0,0,0,0,15,301,19,23,13,3,360,40,3,4,0,0,44,3165,150,144,27,34,3524
127021518,70,3,0,0,0,70,8,0,0,0,0,8,9,0,0,0,0,9,12,0,0,0,0,12,16,0,0,0,0,16,13,0,0,0,0,11,12,3,0,0,0,13,77,11,3,3,0,94,14,0,0,0,0,14,63,6,5,0,0,79,3,0,0,0,0,3,249,3,34,9,4,291,31,8,8,0,0,52,2528,264,196,50,22,3069
127021519,64,3,3,0,0,73,9,5,0,0,0,14,3,0,0,0,0,6,16,0,0,0,0,16,6,0,0,0,0,6,6,0,0,0,0,5,10,4,6,0,0,21,57,10,5,0,0,72,5,0,0,0,0,5,154,25,22,4,6,217,3,0,0,0,0,8,307,54,54,7,4,428,32,10,5,0,7,58,2819,413,322,55,69,3682
127021520,24,0,0,0,0,25,5,0,0,0,0,5,3,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,12,3,0,0,0,0,6,3,0,0,0,0,3,13,0,0,0,3,18,8,0,0,0,0,8,71,17,28,7,3,126,0,0,0,0,0,0,179,14,23,0,4,220,14,0,4,0,0,21,1259,92,123,11,25,1510
127021521,426,3,0,3,4,439,34,9,3,0,0,50,13,0,0,0,0,14,88,3,3,0,3,94,89,0,0,0,0,89,80,3,0,0,0,85,53,9,3,3,5,76,402,31,10,0,5,450,27,9,0,0,0,34,761,55,20,13,8,859,14,5,0,0,0,11,1680,131,42,13,23,1890,205,11,7,0,25,251,15576,1260,421,110,230,17596
127031522,89,4,3,0,0,95,4,0,0,0,0,11,0,0,0,0,0,3,11,3,0,0,0,21,18,0,3,0,0,19,18,3,0,0,0,17,3,0,3,0,0,6,56,4,3,0,0,70,4,0,0,0,0,4,70,10,11,3,0,94,3,0,0,0,0,3,194,28,39,5,3,269,46,3,4,0,0,55,2512,238,230,40,36,3058
127031523,283,3,0,0,0,287,41,3,4,0,0,47,13,0,0,0,0,13,51,4,7,3,0,63,42,0,0,0,0,44,59,5,0,0,0,64,37,4,6,0,0,48,257,28,8,0,4,296,15,0,0,0,0,17,710,55,33,11,14,827,7,0,0,0,0,9,1099,96,64,8,17,1284,140,19,3,3,8,177,11044,1091,530,156,160,12985
127031524,90,3,3,0,3,100,11,3,0,0,0,16,5,0,0,0,0,5,55,0,4,0,0,58,32,0,0,0,0,35,9,0,0,0,0,10,4,0,0,0,0,4,194,14,15,0,0,219,15,0,0,0,0,20,72,3,11,0,0,81,12,0,0,0,0,12,338,26,40,5,6,410,55,3,7,0,11,75,5779,256,278,37,59,6420
127031598,424,3,4,0,0,431,53,3,10,0,0,60,18,4,0,0,0,21,71,3,4,0,0,83,86,6,5,0,0,95,62,0,3,0,0,64,34,0,4,0,0,46,357,14,7,0,3,391,44,0,3,0,0,48,399,31,56,10,10,495,52,0,0,0,0,54,1351,105,114,15,31,1616,162,13,13,7,12,209,13726,788,717,150,164,15556
127031599,8,0,0,0,0,8,3,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,0,0,0,8,3,14,0,0,24,0,0,0,0,0,0,40,5,15,0,0,62,10,3,3,0,3,18,507,75,130,14,4,728
127031600,236,6,8,0,3,254,16,0,3,0,0,21,5,0,0,0,0,6,47,8,0,0,0,59,51,7,3,0,0,61,24,3,0,0,3,31,73,8,14,0,0,94,206,19,9,0,0,232,25,0,0,0,0,25,333,22,12,4,3,375,9,0,0,0,0,13,703,85,65,11,8,863,94,6,5,0,9,116,8053,728,446,74,90,9390
127031601,89,0,0,0,0,88,9,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,22,6,0,0,0,0,6,14,0,0,0,0,14,14,0,0,0,0,21,74,9,3,0,0,84,7,0,0,0,0,4,168,19,14,7,0,205,5,0,0,0,0,5,318,14,19,3,3,353,41,0,0,0,3,45,3180,152,127,31,41,3525
128011529,20,0,3,0,0,18,3,0,0,0,0,3,3,0,0,0,0,3,12,3,0,0,0,15,0,0,0,0,0,0,21,0,3,0,0,21,0,0,0,0,0,4,66,21,26,0,3,118,11,0,0,0,0,14,13,3,4,0,0,21,0,0,0,0,0,0,112,19,18,4,0,159,12,4,3,0,0,25,1973,393,398,54,24,2843
128011530,134,0,3,0,0,141,18,0,3,0,0,24,13,0,3,0,0,14,58,8,11,0,0,72,10,4,0,0,0,18,80,3,3,0,0,84,21,4,5,0,0,33,310,32,14,8,5,359,38,0,3,0,0,40,61,11,12,3,3,85,3,0,0,0,0,9,600,44,29,3,3,688,83,12,5,0,10,110,8958,833,610,101,96,10593
128011531,92,0,0,0,0,99,6,0,3,0,0,8,6,0,0,0,0,9,25,3,4,0,0,28,13,0,0,0,0,14,23,0,0,0,0,27,4,0,0,0,0,8,163,23,15,0,0,206,11,0,3,3,0,12,43,3,10,0,0,53,3,0,0,0,0,3,369,27,23,8,0,428,40,4,8,3,7,53,4568,585,420,120,52,5746
128011602,203,5,4,3,3,212,27,4,0,0,0,32,24,4,3,0,0,29,86,4,8,0,0,104,37,0,0,0,0,41,50,4,0,0,0,56,14,0,3,0,0,19,420,30,22,3,3,483,39,0,0,0,0,38,60,12,11,0,0,87,26,0,0,0,0,26,581,40,43,6,7,679,108,11,4,6,5,126,10318,863,622,92,97,11991
128011603,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,9,8,3,3,49,3,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,0,23,8,11,3,0,40,3,0,0,0,0,4,475,219,155,37,7,901
128011604,112,0,3,3,0,121,15,0,0,0,0,15,14,0,0,0,0,14,29,9,8,0,3,44,19,0,0,0,0,19,39,3,6,0,0,43,10,0,3,0,0,12,213,37,19,0,4,277,22,0,3,3,0,26,77,11,8,3,3,101,5,0,0,0,0,4,433,37,33,15,3,514,59,4,9,0,7,79,5507,782,666,114,84,7153
128011605,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,3,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,0,0,13,4,0,0,0,0,5,219,102,55,6,3,380
128011606,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,10,12,0,0,64,3,3,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,58,8,5,0,3,72,12,0,0,0,0,18,1110,230,202,34,17,1602
128021533,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,33,3,7,3,0,48,0,0,0,0,0,5,0,0,0,0,0,6,3,0,0,0,0,3,56,3,0,0,0,62,5,0,0,0,3,6,1179,119,121,19,23,1464
128021534,11,0,0,0,0,13,0,0,5,0,0,9,3,0,0,0,0,3,7,4,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,24,15,11,0,0,54,0,0,0,4,0,3,6,6,3,3,3,16,3,0,0,0,0,3,63,9,6,0,0,84,8,5,0,0,0,8,874,221,186,39,13,1335
128021535,44,0,0,0,0,49,9,0,0,0,0,10,3,0,3,0,0,7,35,6,7,0,0,50,9,0,0,0,0,11,12,0,0,0,0,12,4,0,4,0,0,7,197,16,35,4,0,244,23,0,3,0,0,21,45,0,8,3,0,55,9,0,0,0,0,9,274,21,17,3,7,325,45,8,4,0,0,56,4808,424,441,54,54,5769
128021536,11,0,0,0,0,15,3,3,0,0,0,5,0,0,0,0,0,8,9,3,3,0,0,12,0,0,0,0,0,0,22,3,3,0,0,31,0,0,0,0,0,0,81,31,29,8,3,144,11,0,0,0,0,11,22,3,12,0,0,34,3,0,0,0,0,3,120,18,8,4,0,154,5,0,3,0,0,8,1947,380,420,65,21,2839
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,84,4,0,0,0,93
128021538,113,3,0,3,0,114,11,3,0,0,0,17,11,3,0,0,0,20,54,9,6,0,0,64,18,0,3,0,0,22,36,4,4,0,0,42,4,0,0,0,0,3,332,44,18,5,3,403,31,3,3,0,0,37,45,6,9,0,3,64,10,0,0,0,0,10,420,34,38,8,4,505,97,9,10,0,9,128,8672,927,685,101,99,10473
128021607,26,0,0,0,3,32,5,0,0,0,0,5,3,0,0,0,0,6,6,0,0,0,0,5,4,0,0,0,0,9,23,3,3,0,0,28,0,0,3,0,0,0,73,17,21,0,0,111,5,3,3,0,0,14,25,7,5,0,0,38,4,0,0,0,0,4,97,13,14,0,5,124,23,6,3,0,3,31,2550,329,373,43,32,3331
128021608,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,6,0,0,27,0,0,0,0,0,5,0,0,6,0,0,7,0,0,0,0,0,0,13,0,3,0,0,23,8,0,3,0,0,10,428,96,114,12,5,652
128021609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,18,0,0,0,0,0,0,185,47,58,5,7,302
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,65,7,16,0,3,90
199999499,583,53,195,9,15,851,134,63,146,5,9,357,102,32,46,0,4,183,346,99,209,9,13,686,139,25,35,6,3,215,215,11,94,7,5,340,94,44,86,9,11,249,2890,726,2007,83,73,5787,268,44,149,3,6,469,666,166,342,22,19,1207,62,11,16,0,0,90,4365,930,2430,96,144,7967,1384,305,721,62,183,2656,79641,17188,41955,1991,2587,143362
201011001,14,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,16,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,65,14,3,3,0,83,6,0,0,0,0,6,8,0,0,0,0,12,0,0,0,0,0,3,46,4,11,0,0,61,49,5,3,0,0,65,3175,287,208,58,50,3786
201011002,66,0,0,0,0,71,13,0,0,0,0,13,11,0,0,0,0,16,38,3,3,0,0,47,34,3,3,0,0,36,23,3,3,3,0,33,0,0,0,0,0,0,416,19,23,3,3,466,41,4,3,0,0,52,20,12,6,0,0,39,12,0,0,0,0,8,172,18,14,4,0,210,188,22,13,3,10,229,15503,897,678,160,165,17416
201011003,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,16,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,88,12,21,6,0,120,4,0,3,0,0,8,3,0,0,3,0,8,3,0,0,0,0,3,28,4,10,0,0,40,35,4,0,0,5,50,2779,370,441,98,42,3722
201011004,14,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,96,7,15,0,0,123,12,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,55,0,5,0,0,64,52,4,10,0,4,72,4267,264,418,71,84,5101
201011005,16,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,8,15,0,0,0,0,12,11,0,0,0,0,11,4,0,0,0,0,4,0,3,0,0,0,3,98,4,10,0,0,114,6,0,0,0,0,10,6,0,0,0,0,4,4,0,0,0,0,6,60,0,0,0,0,59,32,0,0,0,4,45,2620,100,142,33,30,2914
201011006,20,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,48,3,7,0,3,62,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,42,0,0,0,0,45,43,3,5,0,6,57,2409,262,221,53,38,2979
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,0,0,15,177,50,78,20,7,333
201011008,49,0,0,3,0,49,0,0,0,0,0,0,5,0,0,0,0,5,22,0,0,0,0,25,12,0,0,0,0,13,3,0,0,0,0,8,0,0,0,0,0,0,206,8,8,0,0,219,16,0,0,0,0,18,10,0,3,0,0,14,7,0,0,0,0,5,77,3,3,0,0,88,149,6,8,0,7,177,8296,413,294,86,89,9175
201021009,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,10,0,0,0,0,11,0,0,0,0,0,0,38,9,9,7,0,62,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,35,5,7,0,0,50,15,5,5,0,0,26,1053,154,137,88,21,1451
201021010,33,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,43,5,19,4,0,68,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,0,36,30,3,7,10,0,51,1272,168,310,144,33,1933
201021011,16,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,3,9,3,3,0,0,17,8,0,0,0,0,6,5,0,0,0,0,6,0,0,0,0,0,0,98,23,25,5,7,158,10,0,6,0,0,18,10,0,0,0,0,11,0,0,0,0,0,4,65,13,18,5,3,103,51,4,8,12,5,86,2106,300,533,148,58,3140
201021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,13,9,5,0,0,25,432,136,186,79,22,854
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,6,15,5,3,3,5,28,498,91,140,144,22,893
201031014,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,14,0,9,3,3,27,841,104,148,88,23,1215
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,14,292,47,143,60,5,548
201031016,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,11,3,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,78,4,3,5,0,86,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,4,4,0,3,37,102,3,9,6,3,123,2868,146,230,57,56,3361
201031017,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,27,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,14,3,3,0,0,20,16,0,7,4,0,22,495,68,152,53,17,785
202011018,100,0,0,0,0,108,0,0,0,0,0,0,17,0,0,0,0,17,51,0,0,0,0,56,45,0,0,0,0,47,19,0,0,4,3,20,0,0,0,0,0,5,431,26,26,0,9,488,36,4,0,0,0,42,26,4,0,0,0,33,11,0,0,0,0,15,200,6,9,5,3,224,266,11,21,3,14,308,18467,823,701,145,197,20329
202011019,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,43,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,28,33,0,9,3,0,43,1684,121,203,47,26,2088
202011020,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,6,0,0,0,0,6,8,0,0,0,0,11,0,0,0,0,0,0,75,8,3,3,3,94,10,0,0,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,47,4,3,0,0,51,76,17,6,3,10,110,4513,451,306,61,75,5408
202011021,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,36,0,9,0,0,43,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,24,23,4,0,0,0,29,1331,103,176,27,26,1663
202011022,31,4,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,25,0,3,0,0,33,7,4,3,0,0,13,12,0,3,0,0,11,0,0,0,0,0,0,117,14,6,0,0,136,10,0,0,0,0,11,10,0,0,0,0,14,0,0,0,0,0,0,52,4,0,3,0,67,81,10,9,0,10,103,5438,406,415,62,61,6381
202011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,8,371,62,99,26,14,570
202011024,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,3,0,32,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,10,0,8,0,0,16,970,142,164,35,12,1321
202011025,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,7,4,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,3,46,3,6,6,0,58,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,42,5,3,0,0,49,58,3,7,0,0,67,2764,178,223,39,39,3235
