SA2_MAINCODE_2016,HQ_NNI_Mng,HQ_NNI_Pro,HQ_NNI_TecTW,HQ_NNI_CoPSW,HQ_NNI_ClAW,HQ_NNI_SWks,HQ_NNI_MaOpDv,HQ_NNI_Lab,HQ_NNI_IDNS,HQ_NNI_Tot,HQ_1_149_Mng,HQ_1_149_Pro,HQ_1_149_TecTW,HQ_1_149_CoPSW,HQ_1_149_ClAW,HQ_1_149_SWks,HQ_1_149_MaOpDv,HQ_1_149_Lab,HQ_1_149_IDNS,HQ_1_149_Tot,HQ_150_299_Mng,HQ_150_299_Pro,HQ_150_299_TecTW,HQ_150_299_CoPSW,HQ_150_299_ClAW,HQ_150_299_SWks,HQ_150_299_MaOpDv,HQ_150_299_Lab,HQ_150_299_IDNS,HQ_150_299_Tot,HQ_300_399_Mng,HQ_300_399_Pro,HQ_300_399_TecTW,HQ_300_399_CoPSW,HQ_300_399_ClAW,HQ_300_399_SWks,HQ_300_399_MaOpDv,HQ_300_399_Lab,HQ_300_399_IDNS,HQ_300_399_Tot,HQ_400_499_Mng,HQ_400_499_Pro,HQ_400_499_TecTW,HQ_400_499_CoPSW,HQ_400_499_ClAW,HQ_400_499_SWks,HQ_400_499_MaOpDv,HQ_400_499_Lab,HQ_400_499_IDNS,HQ_400_499_Tot,HQ_500_649_Mng,HQ_500_649_Pro,HQ_500_649_TecTW,HQ_500_649_CoPSW,HQ_500_649_ClAW,HQ_500_649_SWks,HQ_500_649_MaOpDv,HQ_500_649_Lab,HQ_500_649_IDNS,HQ_500_649_Tot,HQ_650_799_Mng,HQ_650_799_Pro,HQ_650_799_TecTW,HQ_650_799_CoPSW,HQ_650_799_ClAW,HQ_650_799_SWks,HQ_650_799_MaOpDv,HQ_650_799_Lab,HQ_650_799_IDNS,HQ_650_799_Tot,HQ_800_999_Mng,HQ_800_999_Pro,HQ_800_999_TecTW,HQ_800_999_CoPSW,HQ_800_999_ClAW,HQ_800_999_SWks,HQ_800_999_MaOpDv,HQ_800_999_Lab,HQ_800_999_IDNS,HQ_800_999_Tot,HQ_1000_1249_Mng,HQ_1000_1249_Pro,HQ_1000_1249_TecTW,HQ_1000_1249_CoPSW,HQ_1000_1249_ClAW,HQ_1000_1249_SWks,HQ_1000_1249_MaOpDv,HQ_1000_1249_Lab,HQ_1000_1249_IDNS,HQ_1000_1249_Tot,HQ_1250_1499_Mng,HQ_1250_1499_Pro,HQ_1250_1499_TecTW,HQ_1250_1499_CoPSW,HQ_1250_1499_ClAW,HQ_1250_1499_SWks,HQ_1250_1499_MaOpDv,HQ_1250_1499_Lab,HQ_1250_1499_IDNS,HQ_1250_1499_Tot,HQ_1500_1749_Mng,HQ_1500_1749_Pro,HQ_1500_1749_TecTW,HQ_1500_1749_CoPSW,HQ_1500_1749_ClAW,HQ_1500_1749_SWks,HQ_1500_1749_MaOpDv,HQ_1500_1749_Lab,HQ_1500_1749_IDNS,HQ_1500_1749_Tot,HQ_1750_1999_Mng,HQ_1750_1999_Pro,HQ_1750_1999_TecTW,HQ_1750_1999_CoPSW,HQ_1750_1999_ClAW,HQ_1750_1999_SWks,HQ_1750_1999_MaOpDv,HQ_1750_1999_Lab,HQ_1750_1999_IDNS,HQ_1750_1999_Tot,HQ_2000_2999_Mng,HQ_2000_2999_Pro,HQ_2000_2999_TecTW,HQ_2000_2999_CoPSW,HQ_2000_2999_ClAW,HQ_2000_2999_SWks,HQ_2000_2999_MaOpDv,HQ_2000_2999_Lab,HQ_2000_2999_IDNS,HQ_2000_2999_Tot,HQ_3000mo_Mng,HQ_3000mo_Pro,HQ_3000mo_TecTW,HQ_3000mo_CoPSW,HQ_3000mo_ClAW,HQ_3000mo_SWks,HQ_3000mo_MaOpDv,HQ_3000mo_Lab,HQ_3000mo_IDNS,HQ_3000mo_Tot,HQ_PINS_Mng,HQ_PINS_Pro,HQ_PINS_TecTW,HQ_PINS_CoPSW,HQ_PINS_ClAW,HQ_PINS_SWks,HQ_PINS_MaOpDv,HQ_PINS_Lab,HQ_PINS_IDNS,HQ_PINS_Tot,HQ_Tot_Mng,HQ_Tot_Pro,HQ_Tot_TecTW,HQ_Tot_CoPSW,HQ_Tot_ClAW,HQ_Tot_SWks,HQ_Tot_MaOpDv,HQ_Tot_Lab,HQ_Tot_IDNS,HQ_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot
124011454,0,7,0,0,3,0,0,0,0,11,0,19,0,4,8,3,0,9,0,44,4,21,7,22,14,7,10,11,0,79,8,30,3,19,13,6,4,10,4,93,10,49,9,25,15,13,0,5,0,127,13,44,7,26,21,8,3,13,0,135,13,63,15,37,23,10,0,9,0,166,11,89,11,42,23,12,0,0,0,195,18,117,11,39,21,8,3,10,3,226,23,127,7,20,19,4,4,3,0,203,16,112,3,29,8,3,0,0,8,174,17,147,4,18,9,4,0,0,0,190,42,105,8,15,9,3,3,0,3,188,16,28,0,3,4,3,0,0,0,57,3,8,0,7,4,0,0,0,3,26,180,958,80,306,184,87,28,73,18,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,6,0,0,0,0,0,9
124011455,4,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,4,0,12,0,3,0,13,0,0,0,4,0,23,0,9,0,5,5,3,0,0,0,25,0,13,6,9,3,0,0,0,0,26,5,22,0,16,6,0,0,6,3,59,11,18,9,13,0,0,0,3,0,50,5,19,3,13,4,3,0,0,0,53,7,29,5,3,12,3,0,0,4,56,4,31,0,3,6,0,0,0,0,50,3,37,3,3,0,0,0,0,0,47,6,27,0,0,0,0,0,0,0,42,13,26,0,0,3,0,0,0,0,44,5,13,0,0,3,0,0,0,0,22,0,3,0,0,0,0,0,0,0,7,73,258,25,70,52,17,4,23,10,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,9,0,3,0,3,4,4,0,0,0,14,0,3,0,3,0,8,0,0,0,13,5,4,0,3,0,3,3,3,0,22,3,3,3,4,6,7,0,0,0,31,3,8,0,15,0,0,0,0,0,30,3,14,4,15,3,4,0,3,0,46,0,30,0,12,7,0,0,0,0,51,4,40,0,0,0,0,0,0,0,48,6,30,0,0,0,0,0,0,0,40,3,34,0,0,3,0,0,0,0,45,7,22,0,0,0,0,0,0,0,30,3,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,41,220,10,57,23,28,6,6,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
124031458,0,0,0,3,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,11,0,7,3,3,4,4,0,0,0,28,3,10,3,5,9,3,0,0,0,35,4,14,4,7,12,4,0,3,0,47,3,23,4,14,14,6,0,8,0,65,5,25,3,16,6,3,3,5,0,72,10,59,8,26,15,6,3,0,0,126,11,81,4,7,11,3,0,0,0,124,10,67,0,15,7,0,0,0,0,102,8,72,3,7,8,0,0,0,0,99,13,73,0,3,0,0,0,0,0,94,26,62,0,0,4,3,0,0,0,98,10,21,0,0,3,3,0,0,0,29,0,7,0,0,0,0,0,0,0,11,108,526,37,106,89,38,8,25,4,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4
124031459,4,3,0,0,0,0,0,0,0,6,0,4,0,6,4,0,0,0,0,18,0,4,0,11,7,4,0,9,0,37,0,8,0,9,9,3,0,4,0,35,3,12,9,10,6,11,0,5,0,55,3,26,3,10,14,9,0,10,0,72,7,29,11,17,11,3,7,10,0,86,9,57,17,21,13,3,7,5,3,139,18,64,13,16,18,0,10,3,0,134,12,69,8,5,20,6,4,3,3,135,17,83,8,13,9,3,0,0,0,138,13,75,3,5,9,0,0,0,0,105,38,52,0,5,0,7,3,0,3,115,20,21,0,0,3,0,0,0,0,46,3,9,0,0,0,0,0,0,0,16,154,522,72,123,126,53,28,52,16,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,8
124031460,3,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,9,0,3,0,9,0,3,0,7,0,18,0,15,0,7,4,3,0,0,3,32,3,7,0,15,6,0,0,0,0,32,3,17,3,11,11,6,0,0,0,58,6,25,3,32,8,0,0,3,0,72,12,41,0,25,11,13,0,6,0,105,7,69,6,10,9,7,0,0,0,102,6,58,0,7,6,0,3,0,0,75,4,65,3,4,0,0,0,0,0,82,7,71,0,0,0,0,0,0,0,85,16,39,0,3,3,3,0,0,0,73,3,18,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,4,71,433,19,132,67,39,8,21,3,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
124031461,4,0,0,0,0,0,0,0,0,10,3,0,0,5,0,4,0,0,0,18,0,4,3,12,6,22,0,3,0,52,7,8,0,14,11,12,0,6,0,55,3,10,9,12,10,23,0,3,0,74,5,25,13,15,9,16,3,8,4,92,4,22,8,21,34,26,6,9,0,131,27,62,19,31,18,28,5,7,0,194,28,69,21,21,18,8,0,0,3,166,24,60,11,10,9,19,0,3,0,131,18,64,4,3,7,3,0,0,0,103,7,47,3,0,0,5,0,0,0,66,36,48,0,0,11,6,0,0,0,97,23,25,0,0,4,0,0,0,0,43,0,3,4,0,3,0,0,0,3,12,180,444,92,143,137,162,23,47,16,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
124031462,4,9,0,3,0,0,0,0,0,16,3,8,3,3,5,0,0,0,3,33,0,25,0,16,3,3,0,8,0,50,0,41,3,19,7,4,0,4,3,86,5,37,7,22,24,4,13,8,0,113,6,117,11,40,24,4,11,8,0,222,5,146,8,65,41,3,12,11,0,299,16,233,24,81,53,8,4,17,3,451,22,485,37,92,59,15,8,9,0,722,19,528,33,33,55,0,4,3,0,685,33,594,24,16,48,0,0,3,0,721,51,483,11,8,33,0,0,0,9,594,149,531,0,4,27,0,0,0,3,707,52,248,0,0,3,0,0,0,0,304,4,23,0,7,0,0,0,0,3,42,369,3511,163,423,387,46,50,71,28,5044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,7
124031463,0,3,0,0,0,0,0,0,0,6,4,0,0,4,3,0,0,0,0,12,0,7,0,8,4,0,0,0,0,20,3,13,0,5,7,0,0,3,0,30,7,10,5,10,0,5,0,3,0,38,3,18,4,11,9,3,6,3,0,63,3,27,3,13,11,3,0,6,0,61,14,20,5,8,11,6,4,0,3,68,13,37,9,9,22,3,3,3,0,104,10,73,6,9,11,0,0,0,0,117,18,63,6,5,9,3,0,0,0,111,10,89,3,4,11,0,0,0,3,122,47,63,5,3,8,3,0,0,0,127,19,20,3,0,0,0,0,0,0,47,0,3,4,0,4,0,0,0,4,11,148,451,57,90,107,31,18,23,9,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3
124031464,3,7,0,4,3,3,0,3,0,26,0,14,5,7,9,13,0,6,0,53,6,13,3,36,22,40,0,14,0,133,10,46,15,40,24,45,3,20,3,204,12,42,8,45,32,56,8,28,0,231,27,87,22,91,82,61,13,33,3,412,28,123,28,119,112,73,11,25,6,538,95,211,45,119,138,69,21,21,12,722,93,419,52,104,162,34,15,13,3,903,89,384,46,90,132,21,13,16,6,798,93,441,24,96,88,13,10,10,7,782,87,338,21,78,46,8,10,4,10,601,213,383,27,58,58,8,9,4,7,765,120,254,6,10,17,6,0,0,6,416,13,26,3,9,12,8,0,0,5,76,887,2783,309,910,939,457,115,187,81,6674,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,4,4,4,7,0,0,0,22,0,0,3,6,7,11,0,0,0,29
124031465,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,3,3,0,9,3,0,0,0,0,20,0,3,0,0,7,0,0,0,0,19,0,6,0,5,10,0,3,0,0,21,3,0,0,3,3,0,3,3,0,19,0,6,4,3,0,0,0,0,0,10,4,14,0,4,0,0,0,0,0,26,3,9,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,21,53,11,33,30,7,6,3,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
124041466,5,3,0,0,3,3,0,3,0,15,0,4,0,10,4,3,0,4,0,30,4,18,0,20,3,8,0,6,0,61,3,22,0,20,4,12,3,7,0,69,9,20,10,29,7,6,0,12,0,101,9,46,19,37,26,21,6,8,0,172,12,48,15,35,27,18,3,11,3,171,18,84,19,39,24,18,4,8,0,224,31,122,21,33,55,11,0,9,7,294,42,170,45,28,34,4,0,3,6,325,50,215,46,12,37,6,3,0,10,383,43,182,38,10,20,4,8,0,0,301,146,266,51,16,22,3,15,0,0,521,50,111,7,3,7,4,0,0,4,187,6,6,6,5,3,6,0,0,0,43,431,1322,282,305,278,118,48,75,35,2887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,5
124041467,8,0,0,3,0,3,4,0,0,10,0,7,0,7,0,3,0,0,0,12,3,13,7,11,10,3,3,0,0,46,5,5,3,9,10,8,0,0,0,45,3,16,7,13,9,6,3,3,3,66,8,34,9,30,21,10,3,14,0,131,17,59,11,29,25,10,4,7,0,161,26,119,19,38,38,17,5,9,0,272,36,144,9,39,37,11,11,6,3,300,18,148,16,28,22,7,0,8,0,235,27,157,13,22,13,0,3,3,0,238,27,99,11,16,10,0,4,0,4,168,76,118,6,30,15,9,0,0,4,256,26,63,0,4,3,0,0,0,0,97,9,8,3,0,3,0,0,0,3,25,277,992,112,267,217,80,43,63,17,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,0,0,0,0,14
124041468,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,9,0,3,0,3,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,3,0,4,7,0,0,3,0,21,7,8,0,3,7,3,0,4,0,35,3,22,3,5,7,0,3,0,0,43,4,11,7,13,4,0,0,3,0,44,3,7,9,15,5,0,0,5,0,50,4,17,3,20,5,0,0,0,0,60,4,17,3,18,4,0,0,0,0,41,28,24,7,16,3,0,0,3,0,86,12,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,71,134,35,100,55,4,6,24,7,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
124051469,3,0,0,0,3,0,0,0,0,8,0,3,0,0,4,0,5,0,0,11,0,4,0,0,4,0,0,4,0,13,0,5,0,0,3,0,7,0,0,13,0,3,0,0,3,6,15,8,0,43,0,4,0,3,10,0,9,12,0,47,0,15,0,6,15,7,48,20,0,113,11,23,3,15,34,10,82,20,5,204,14,38,8,6,62,4,77,18,0,224,14,45,5,0,28,6,34,9,3,155,19,51,13,0,17,8,19,14,0,142,25,74,4,0,8,9,12,3,0,134,66,46,14,0,13,3,6,0,0,158,65,13,0,0,3,0,0,0,0,81,3,0,0,0,0,0,0,0,0,8,230,323,50,38,211,60,309,115,15,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
124051470,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,14,4,4,0,9,6,3,0,3,0,24,3,6,0,3,5,3,0,3,0,26,0,6,0,5,4,3,0,0,0,29,0,13,3,13,9,3,0,0,0,44,4,18,3,20,7,0,3,0,0,54,15,25,5,22,10,5,0,3,0,85,7,56,3,6,5,6,0,0,0,93,7,48,0,3,3,3,0,0,0,62,3,45,0,0,5,0,0,0,0,60,8,50,0,0,0,0,0,3,0,64,20,27,0,0,3,0,0,0,0,47,3,19,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,14,75,341,26,82,63,22,8,13,3,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,6
124051580,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,12,0,0,0,3,4,3,3,0,0,15,0,3,0,10,0,0,0,7,0,18,0,11,5,5,5,3,0,0,0,32,0,20,0,9,6,0,0,0,0,40,5,38,0,3,8,0,0,3,0,59,3,35,0,7,0,0,0,0,0,45,4,17,0,0,0,0,0,0,0,30,0,30,0,3,0,0,0,0,0,40,9,22,0,3,0,0,0,0,0,35,4,12,0,0,0,0,0,0,0,13,0,6,0,3,0,0,0,0,0,7,36,200,11,51,30,19,6,13,7,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124051581,3,3,0,0,0,3,0,3,0,12,3,8,4,7,0,5,0,0,0,29,0,11,0,14,15,21,4,6,0,69,9,22,0,23,10,17,5,14,0,99,4,16,4,15,12,17,7,9,0,92,19,61,13,40,26,22,7,12,7,208,25,69,20,41,41,14,21,24,3,255,30,114,31,54,58,15,24,27,4,364,42,252,40,49,73,18,17,18,10,521,44,229,33,24,37,11,12,9,3,396,61,251,15,32,15,11,8,0,3,402,49,225,13,27,18,7,4,0,0,344,129,215,23,21,18,0,6,0,0,405,70,101,3,5,9,4,3,0,0,190,3,18,3,5,0,3,0,0,4,40,483,1599,206,352,336,170,117,117,46,3423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,9
125011473,17,10,0,3,9,5,0,3,7,57,9,10,0,17,6,11,0,16,3,76,6,21,7,32,21,24,14,21,5,147,10,32,8,48,33,29,16,41,7,216,12,45,13,37,61,22,21,34,10,263,51,87,43,57,91,36,35,50,14,453,62,130,80,47,246,56,91,94,13,819,118,299,123,60,394,86,98,80,30,1292,213,546,159,73,508,120,76,54,36,1783,215,607,127,71,313,86,30,27,24,1490,268,660,99,81,187,56,17,19,20,1405,268,540,74,96,112,56,3,8,18,1184,816,986,84,87,185,82,4,4,16,2265,727,326,20,15,82,38,3,7,7,1210,21,35,3,4,18,0,3,0,20,103,2803,4329,846,723,2256,701,420,451,230,12760,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,3,3,0,0,13
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,6,3,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,0,0,3,0,0,0,0,8,4,3,0,3,0,5,0,0,0,29,3,18,0,14,4,17,0,3,0,58,7,23,8,15,17,12,7,4,0,98,14,27,3,18,25,13,15,9,3,130,7,63,6,39,24,30,12,10,3,199,6,59,6,36,38,20,9,6,3,191,22,120,19,49,49,15,16,11,3,309,32,157,29,45,51,20,5,9,3,352,17,189,23,33,28,8,8,6,0,314,21,165,22,42,22,3,9,9,3,293,27,135,25,31,19,3,11,7,3,260,72,153,18,31,11,6,10,3,3,308,39,93,3,4,8,3,0,0,0,155,7,9,0,3,0,3,0,0,4,24,285,1216,161,361,303,167,94,82,43,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8
125011583,0,3,0,3,0,3,0,0,0,10,0,6,0,8,0,3,0,0,0,19,5,8,3,3,9,11,6,7,0,45,0,10,0,12,11,8,6,7,0,55,4,13,5,18,3,18,13,6,0,78,11,28,3,20,22,25,15,8,0,134,17,47,15,21,33,37,24,8,3,206,40,58,21,24,41,45,17,13,3,255,43,80,21,29,33,38,17,5,6,270,46,79,14,13,28,9,3,4,3,199,42,46,11,10,13,5,0,0,0,134,33,48,6,3,4,0,0,0,3,98,47,40,4,3,5,7,0,0,3,118,36,14,0,0,0,4,0,0,0,61,3,8,0,0,3,3,0,0,3,25,322,488,108,163,208,215,107,60,25,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
125011584,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,3,3,5,5,0,3,0,21,0,5,0,5,9,4,0,4,0,34,0,9,0,4,3,0,0,5,0,31,3,8,8,4,4,8,5,3,0,54,5,20,5,10,21,13,13,8,0,98,14,38,11,23,20,13,14,11,0,140,21,46,17,4,25,6,11,4,0,136,22,40,8,6,17,0,4,0,0,110,24,39,3,4,3,6,3,0,0,78,17,38,3,3,4,4,0,0,0,66,48,36,3,0,7,3,0,0,3,106,40,8,0,0,0,3,0,0,0,54,0,3,0,0,3,0,0,0,0,6,204,305,61,80,127,66,56,48,7,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
125011585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,3,3,0,3,0,20,0,3,0,4,3,4,0,0,0,17,0,3,0,6,0,4,0,0,0,14,4,4,3,0,3,3,4,3,0,19,0,8,0,0,0,9,0,0,0,21,3,9,0,6,3,3,4,0,0,30,4,14,3,6,3,3,0,0,0,39,0,4,0,4,3,0,0,0,0,16,3,7,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0,16,3,11,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,93,16,39,29,32,12,7,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011586,9,3,0,3,3,0,0,3,0,24,0,7,3,7,7,9,0,0,3,31,11,31,0,23,10,29,4,12,3,118,9,34,13,33,19,25,6,14,0,151,15,33,20,32,24,36,10,25,3,191,26,69,20,51,47,37,21,30,8,302,32,101,62,51,97,61,49,43,3,514,75,163,75,68,172,69,36,54,17,731,93,241,100,36,191,55,44,32,9,802,77,240,53,17,93,36,10,17,8,562,101,220,36,18,50,24,14,10,4,478,72,236,19,14,26,8,12,18,3,410,179,265,27,11,38,27,12,24,8,592,136,110,5,0,10,21,0,3,0,295,3,23,7,3,10,3,4,0,5,60,843,1772,438,370,800,448,224,282,76,5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,10,0,0,0,3,0,3,0,3,0,9
125011587,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,8,0,5,4,0,0,0,0,20,5,10,5,5,7,5,7,7,0,50,0,10,7,8,10,5,8,5,0,50,6,17,5,6,16,8,12,5,0,73,10,32,11,5,27,7,18,18,3,137,12,41,22,11,32,9,22,12,0,167,30,71,22,16,43,5,5,0,3,196,14,77,10,0,15,9,0,0,0,132,28,69,21,0,12,3,3,0,0,134,23,51,8,6,5,3,3,0,3,103,59,60,5,0,8,10,0,0,0,147,48,23,3,3,5,0,0,0,0,79,0,0,0,0,0,0,0,0,0,8,233,459,133,73,186,69,74,49,13,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
