SA2_MAINCODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
101041017,0,0,0,0,0,0,7,3,8,3,0,0,3,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,9,0,3,12,3,6,0,7,10,0,0,11,17,3,42,0,0,0,0,0,0,0,0,60,0,60,0,6,0,7,0,0,0,0,52,3,63,3,9,0,12,3,0,0,6,31,3,51,4,9,0,12,4,0,0,4,0,3,17,3,32,0,35,11,3,0,16,0,0,55,3,9,0,12,6,4,0,11,0,0,31,3,41,0,46,18,55,0,73,16,35,173,14,102,3,119,48,62,0,114,171,52,454
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,8,0,0,8,3,0,9,0,4,0,4,0,0,0,0,7,0,9,0,3,0,3,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,6,0,0,13,0,0,0,0,3,0,0,5,0,0,9,0,10,0,14,5,14,0,24,7,10,51,0,21,0,18,18,19,0,35,30,10,100
101041019,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,0,8,0,4,5,0,3,0,4,6,7,0,12,12,5,29,0,0,0,4,0,0,0,0,36,3,43,3,8,0,12,0,0,0,0,64,0,68,0,3,0,3,0,0,0,0,18,0,29,0,5,0,5,4,0,0,4,4,0,14,0,22,0,20,11,13,0,22,7,3,60,4,12,0,14,4,18,0,26,8,3,47,6,29,0,35,15,87,0,103,23,65,234,12,80,0,99,40,125,0,164,153,77,491
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,6,0,10,3,4,0,6,0,0,0,0,0,0,5,0,5,0,4,0,0,0,4,0,0,11,0,6,0,4,0,0,0,0,0,0,5,0,12,0,12,3,8,0,14,3,14,39,4,31,0,34,9,6,0,20,24,15,86
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,13,0,13,0,0,0,4,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,8,0,0,12,0,0,0,4,0,0,0,0,0,0,3,0,11,0,11,0,10,0,15,0,8,37,5,17,0,23,7,15,0,28,22,10,75
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,6,0,3,0,3,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,0,0,0,9,0,10,0,3,0,3,0,0,0,0,3,0,3,3,10,0,10,0,0,0,0,0,0,10,0,4,0,8,6,0,0,6,4,0,12,0,8,0,8,3,5,0,4,4,3,19,3,8,0,15,3,10,0,15,0,20,52,9,33,0,42,7,15,0,25,33,25,121
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,7,0,3,0,3,0,0,0,0,6,0,7,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,8,18,0,13,0,13,5,0,0,6,14,10,41
101041025,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,4,3,10,0,0,0,0,3,3,0,8,13,0,30,0,0,0,0,0,0,0,0,47,3,57,0,3,0,3,0,0,0,0,46,0,57,3,8,0,11,3,0,0,3,24,0,39,0,0,0,4,4,0,0,4,4,0,13,4,17,0,24,15,11,0,22,5,3,55,0,10,0,5,3,10,0,12,0,4,22,0,30,0,32,13,41,0,55,19,46,148,10,77,0,82,35,62,0,94,145,57,385
101041026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,7,7,3,4,0,3,0,4,0,7,5,10,25,0,0,0,0,0,0,0,0,22,0,25,0,0,0,4,0,0,0,0,33,4,34,0,9,0,8,0,0,0,0,12,0,24,3,4,0,8,0,3,0,3,0,0,9,3,15,0,21,10,7,0,23,4,0,43,4,10,0,12,3,7,0,10,0,3,22,9,33,0,41,8,64,0,73,20,37,168,17,68,0,90,28,77,0,108,90,48,332
101041027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,3,0,6,3,0,0,3,7,4,22,0,0,0,0,0,0,0,0,14,0,15,0,3,0,4,0,0,0,0,21,0,25,0,3,0,4,4,0,0,4,11,0,10,3,3,0,3,0,0,0,4,0,0,6,3,17,0,19,4,3,0,7,3,3,32,0,12,0,12,4,0,0,4,0,0,22,3,26,0,35,7,25,0,32,8,31,112,6,61,0,73,19,31,0,54,58,41,225
101051539,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,5,0,0,8,0,4,0,4,7,0,0,10,0,0,14,0,0,0,0,3,0,0,4,0,0,5,0,4,0,8,3,8,0,7,4,6,26,0,11,0,13,20,9,0,32,22,13,72,0,0,0,4,0,0,0,0,97,0,101,9,8,0,17,0,0,0,0,81,0,98,0,24,0,29,19,0,0,25,34,0,83,3,26,0,33,33,11,0,42,3,3,78,10,65,0,77,118,32,0,155,21,5,253,8,31,0,40,27,37,0,65,13,8,122,8,88,0,102,41,147,3,188,57,79,429,36,251,3,295,236,234,6,473,309,97,1169
101051540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,4,4,4,19,3,3,0,3,0,0,0,0,20,0,19,0,3,0,3,0,0,0,0,20,0,18,0,3,0,3,4,4,0,3,0,0,14,0,3,0,4,9,0,0,9,0,0,15,3,17,0,19,20,3,0,24,0,3,45,0,9,0,11,5,3,0,9,7,3,25,3,20,0,25,6,32,0,39,9,25,100,9,55,0,69,49,38,0,90,60,27,239
101061541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,3,3,0,4,5,6,0,4,5,0,19,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,14,0,17,0,4,0,4,7,0,0,9,0,0,13,0,3,0,6,11,0,0,14,0,0,20,3,11,0,15,23,13,0,33,3,0,55,7,3,0,11,10,11,0,19,5,3,33,3,17,0,20,4,29,0,31,13,12,79,11,46,0,56,55,57,0,108,47,18,236
101061542,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,3,5,0,7,5,0,8,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,0,0,0,4,0,7,0,3,0,3,3,0,0,3,3,0,8,0,3,0,3,5,0,0,6,0,0,10,3,7,0,5,31,6,0,37,0,0,49,4,3,0,10,5,7,0,8,6,0,20,4,13,0,19,14,16,0,36,11,18,75,8,27,0,39,59,31,0,92,33,20,182
101061543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,0,0,4,0,3,0,3,0,0,0,0,0,3,8,0,6,0,6,0,4,0,4,10,3,23,0,0,0,0,0,0,0,0,11,0,15,0,3,0,3,0,0,0,0,26,0,26,5,11,0,15,4,0,0,8,10,0,29,0,6,0,6,4,0,0,6,0,0,12,0,24,0,24,33,28,0,59,3,3,90,4,11,0,13,10,12,0,18,8,0,41,3,30,0,33,3,41,0,47,14,34,131,11,87,0,97,53,81,0,136,70,42,352
101061544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,3,0,3,3,0,0,3,4,3,15,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6,0,8,0,3,0,3,0,0,0,3,4,0,11,0,4,0,4,3,0,0,7,0,0,8,3,4,0,10,13,6,0,17,3,8,31,3,6,0,6,4,3,0,6,0,0,16,4,14,0,17,6,19,0,23,9,11,66,5,35,0,46,28,32,0,57,31,16,149
102011028,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,17,0,18,3,3,0,9,6,3,0,11,8,0,22,3,0,0,3,11,0,0,11,0,0,11,0,13,0,13,21,3,0,20,0,4,35,0,3,0,3,6,0,0,9,0,0,9,0,9,0,9,4,14,0,17,7,6,37,10,29,0,33,44,20,0,68,56,14,168
102011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,7,0,0,7,0,0,10,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,10,0,3,0,6,6,0,0,6,3,0,15,0,6,0,6,8,6,0,10,0,0,15,3,10,0,16,25,10,0,33,0,0,50,0,5,0,5,3,0,0,4,0,0,14,3,12,0,16,3,14,0,19,7,15,53,10,38,0,49,43,29,0,69,30,18,166
102011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,3,0,3,8,0,4,0,3,4,0,0,11,0,4,22,0,3,0,3,0,0,0,0,10,0,12,0,9,0,6,0,0,0,0,18,0,27,0,12,0,9,4,0,0,4,0,0,19,3,9,0,17,8,4,0,12,0,0,28,10,40,0,46,33,8,0,39,3,3,91,0,13,0,15,7,14,0,26,0,6,51,7,40,0,46,9,28,0,34,13,39,136,24,124,0,147,62,58,0,115,54,49,362
