SA2_MAINCODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
116011308,0,0,0,193,162,4,11,0,0,168,160,10,10,0,0,174,170,8,10,0,0,189,200,5,5,3,3,220,170,11,13,3,0,192,135,8,3,0,0,150,75,3,3,0,0,88,23,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1435,57,55,14,8,1564,163,0,0,0,3,162,176,0,0,3,0,184,80,3,3,0,0,89,137,9,3,4,0,152,146,8,14,3,3,179,140,8,13,4,0,172,130,6,12,0,0,159,95,11,8,3,0,116,89,6,3,0,0,103,61,3,14,3,0,77,37,7,0,3,0,43,9,0,0,0,0,14,3,0,0,0,0,3,1267,63,77,31,10,1444,88,4,3,0,0,97,46,0,3,3,8,57,2833,123,137,41,23,3162,80,0,0,0,0,82,307,3,9,0,0,319,463,24,14,0,0,505,437,39,28,6,0,509,425,42,27,9
116011560,0,0,0,42,35,0,3,0,0,37,22,0,3,0,0,29,32,0,3,0,0,38,26,3,3,0,0,36,38,3,3,0,0,46,32,3,0,0,0,34,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,245,15,19,3,4,291,11,0,0,0,0,11,13,0,0,0,0,21,15,3,0,0,0,19,22,0,0,3,0,28,16,0,11,3,0,28,31,0,0,0,0,35,23,0,4,0,0,29,24,0,4,0,0,31,24,3,0,3,0,31,17,0,0,0,0,18,11,0,0,3,0,12,7,0,0,0,0,4,0,0,0,0,0,0,209,8,26,11,4,259,33,0,0,0,0,31,6,3,0,0,0,12,498,28,45,16,9,592,14,0,0,0,0,14,39,3,0,0,0,48,60,4,3,0,0,68,61,11,11,0,0,81,40,7,12,0
116011561,0,0,0,60,36,3,0,0,0,41,29,6,10,0,0,45,41,3,8,0,0,52,44,0,3,0,0,47,47,0,3,0,0,51,48,0,0,0,0,51,31,0,4,0,0,33,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,366,21,28,3,0,418,29,0,0,0,0,29,25,0,0,0,0,27,33,0,0,0,0,30,39,3,10,3,0,49,33,0,9,0,0,43,46,3,5,0,0,63,45,0,0,0,0,51,50,3,4,0,0,53,45,0,11,0,0,54,35,0,3,3,0,38,11,0,0,0,0,15,5,0,0,0,0,4,0,0,0,0,0,3,390,15,45,11,3,463,21,0,0,0,0,28,12,0,0,0,0,16,785,35,75,13,5,920,8,0,0,0,0,8,48,0,0,0,0,51,116,15,7,0,0,131,88,12,18,3,0,118,66,18,19,0
116021309,4,0,0,67,34,0,7,0,0,42,41,11,5,3,0,53,46,3,6,0,0,59,44,3,13,0,0,53,45,3,3,0,0,54,26,0,0,0,0,30,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,23,30,4,0,437,47,0,0,0,0,51,43,0,0,0,0,45,19,3,0,0,0,25,20,4,10,0,0,32,32,5,13,3,0,56,30,4,11,4,0,48,38,7,9,0,0,63,29,0,12,0,0,38,28,4,7,0,0,37,8,4,6,0,0,22,3,0,3,0,0,4,0,0,3,3,0,5,0,0,0,0,0,0,308,34,66,15,3,426,35,0,0,4,0,34,19,0,3,5,0,21,729,62,103,24,7,919,20,0,0,0,0,20,72,3,0,0,0,74,93,0,4,0,0,102,66,15,15,0,0,102,64,22,10,3
116021310,4,0,0,113,78,7,15,0,0,98,68,12,14,0,0,93,86,14,10,3,0,112,76,6,9,0,0,99,58,9,6,0,0,75,58,5,3,0,0,69,31,3,0,0,0,33,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,684,59,68,7,5,830,212,0,0,3,3,221,108,0,4,0,0,118,66,3,8,3,0,71,80,11,27,9,0,128,96,16,26,3,0,144,94,10,31,7,0,137,82,8,25,0,0,114,53,6,9,3,0,73,38,0,10,0,3,54,25,0,10,0,0,37,9,3,4,0,0,18,3,0,0,0,0,4,0,0,0,0,0,0,872,66,153,27,4,1126,63,0,5,0,3,75,31,3,0,0,3,35,1645,123,235,44,12,2057,50,0,0,0,0,50,147,3,6,0,0,153,205,19,11,0,3,243,183,36,20,3,3,241,149,51,29,0
116021312,3,0,5,168,123,5,9,3,0,140,117,13,8,3,0,135,143,12,5,0,0,167,125,7,5,6,0,149,137,10,14,4,0,161,79,7,8,0,0,104,43,5,3,3,3,62,22,3,7,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,1103,79,63,19,5,1270,140,0,0,0,0,143,132,0,0,0,0,138,80,3,4,0,0,97,96,5,11,7,0,113,122,11,13,0,3,149,121,3,10,3,0,140,107,9,11,4,3,134,86,8,9,3,3,109,73,0,14,3,0,86,49,4,11,4,0,60,16,3,3,3,0,27,3,3,4,0,0,10,0,0,0,0,0,7,1026,53,99,35,13,1219,74,0,3,4,0,85,23,10,3,7,3,44,2228,136,166,56,23,2621,123,0,0,0,3,132,364,7,7,0,0,378,489,29,24,0,3,542,440,57,38,5,0,544,406,64,36,8
116021562,0,0,0,12,5,0,0,0,0,5,10,0,0,0,0,8,10,0,3,0,0,8,12,0,0,0,0,19,6,0,0,0,0,6,7,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,7,5,0,0,82,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,5,10,0,0,0,0,5,7,0,6,4,0,13,3,0,6,0,0,8,6,0,4,0,0,8,0,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,3,13,6,0,77,7,0,0,0,0,12,5,0,0,0,0,6,136,9,24,6,0,173,7,0,0,0,0,7,17,0,0,0,0,17,15,0,3,0,0,17,14,3,3,0,0,18,17,5,6,0
116021563,4,0,0,88,66,3,14,0,0,80,60,4,8,0,0,71,59,4,5,0,0,71,56,5,12,0,0,72,42,5,9,0,0,62,58,11,3,0,0,65,19,3,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,508,40,46,4,5,601,77,0,0,3,0,80,54,0,0,0,0,53,48,0,6,0,0,54,64,0,11,5,3,82,63,3,15,3,0,84,59,0,16,0,0,73,63,13,11,0,0,89,40,3,8,3,0,52,46,6,7,0,0,52,24,0,3,0,0,30,9,3,4,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,550,31,79,18,5,680,60,0,0,0,0,59,20,0,3,3,0,26,1137,75,133,24,13,1367,21,0,0,0,0,21,92,0,0,0,3,101,154,10,12,0,3,184,133,14,28,0,0,175,123,22,28,0
116031313,0,0,0,63,42,0,5,0,0,53,36,3,5,0,0,46,52,0,3,0,0,58,52,0,3,0,0,56,46,0,3,0,0,54,29,0,0,0,0,29,19,0,0,0,0,18,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,392,6,26,3,0,425,65,0,0,0,0,67,35,0,0,0,0,35,32,0,3,0,0,35,46,0,0,0,0,48,42,3,4,0,0,50,40,3,8,0,0,47,49,4,3,0,0,60,41,4,9,0,0,51,42,0,5,0,0,50,24,0,3,0,0,25,12,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,430,14,33,3,3,488,28,0,0,0,0,27,14,0,0,0,6,22,863,27,64,6,9,964,15,0,0,0,0,13,49,0,0,0,4,54,84,3,3,0,0,86,67,7,9,0,0,80,56,7,10,0
116031314,5,0,0,81,102,9,3,0,0,105,87,0,0,0,0,95,114,3,3,0,0,124,116,0,0,0,3,119,110,0,0,0,0,114,99,0,0,0,0,97,49,3,0,0,0,50,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,3,862,20,20,3,4,904,40,0,0,0,0,40,38,0,0,0,0,40,34,0,5,0,0,36,50,4,0,0,0,56,49,3,4,3,0,60,53,3,0,0,0,59,53,3,3,0,3,57,31,3,6,0,0,43,38,0,0,0,3,42,29,0,0,0,0,27,9,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,3,424,22,25,11,4,483,38,3,0,0,0,41,31,0,3,0,3,39,1347,44,42,12,14,1467,62,0,0,0,0,59,263,0,3,0,0,271,352,5,4,0,0,372,436,27,17,0,0,484,423,29,9,0
116031315,3,0,0,85,52,4,8,0,0,66,52,8,3,0,0,64,45,3,8,0,0,55,50,3,11,0,0,64,48,3,3,0,0,56,39,3,5,0,0,42,28,0,0,0,0,32,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,479,24,35,0,4,548,130,0,0,3,0,132,76,0,3,0,0,86,54,3,4,0,0,62,45,0,6,0,0,56,60,5,6,3,0,76,67,5,9,3,0,79,55,3,3,0,0,66,51,0,8,0,0,65,38,0,12,0,0,51,28,3,0,0,0,36,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,621,23,51,12,3,706,55,3,5,0,0,63,23,3,0,0,0,22,1176,50,89,11,8,1340,35,0,0,0,0,34,90,0,4,0,0,94,142,8,3,0,0,157,88,19,15,0,0,123,80,20,9,0
116031316,3,0,0,52,27,4,4,0,0,36,37,0,4,0,0,40,31,4,3,0,0,33,29,3,4,0,0,31,29,8,3,0,0,38,26,0,0,0,0,30,11,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,17,26,0,7,306,13,0,0,0,0,13,19,0,0,0,0,19,29,0,3,0,0,38,33,0,8,0,0,37,26,0,3,3,0,39,33,0,4,3,0,37,29,0,0,0,0,38,27,0,0,0,0,26,28,0,3,0,0,31,9,0,0,0,0,8,5,0,3,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,251,6,32,11,3,305,16,0,4,0,0,25,14,0,3,0,4,22,539,21,61,8,13,646,9,0,0,0,0,5,37,0,0,0,0,45,62,5,5,0,0,78,57,10,12,0,0,82,59,3,12,0
116031317,11,0,0,253,195,3,6,0,4,209,157,6,10,3,0,178,220,12,19,4,0,248,203,16,11,0,0,227,221,9,13,0,0,248,180,5,5,5,0,198,97,3,4,0,0,108,41,3,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,1775,58,79,9,8,1933,287,0,0,3,4,298,206,0,0,0,4,212,141,0,10,0,0,148,166,8,8,0,3,184,154,5,14,3,0,178,155,4,6,4,0,166,147,4,4,6,0,163,129,3,4,5,0,136,125,3,5,7,0,140,94,0,7,0,0,103,33,0,4,0,0,39,10,0,0,0,0,13,0,0,0,0,0,5,1655,29,56,26,18,1784,156,0,4,0,0,163,69,3,3,3,8,86,3658,93,141,36,39,3969,90,0,0,0,0,94,324,4,7,0,3,338,448,21,33,0,3,502,394,24,19,0,9,457,316,28,25,3
116031318,0,0,3,412,407,0,0,0,0,406,443,5,0,0,3,452,459,3,0,0,3,467,493,15,3,3,3,513,399,6,0,0,0,403,343,4,0,0,0,347,175,3,0,0,0,181,45,0,0,0,0,50,8,0,0,0,0,8,0,0,0,0,0,0,3518,39,10,6,22,3590,139,0,0,0,0,140,110,0,0,0,0,111,106,0,0,0,0,106,147,3,0,0,0,149,161,0,3,0,0,167,184,4,0,0,0,190,134,8,3,0,0,140,119,0,0,0,0,121,104,4,0,0,0,109,52,4,0,0,0,57,19,0,0,0,0,21,7,0,0,0,0,10,0,0,0,0,0,0,1269,28,7,3,8,1316,132,0,0,3,3,136,105,0,3,7,17,137,5030,73,22,17,45,5185,212,0,0,0,3,218,955,8,3,0,4,973,1521,20,12,0,7,1560,1787,41,11,0,0,1847,1911,55,9,3
116031319,3,0,0,254,256,5,4,0,0,266,218,10,7,0,0,235,214,5,8,3,4,236,241,10,12,0,4,270,236,10,14,0,3,263,171,7,0,0,0,179,84,4,4,0,0,95,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,1858,66,67,3,13,2011,174,0,0,0,0,180,167,0,3,0,3,177,115,0,10,0,0,124,123,3,7,0,0,139,146,9,9,6,0,166,143,0,10,3,0,160,162,6,8,8,3,183,160,5,7,6,0,178,117,4,4,0,0,124,84,3,3,0,0,88,37,0,0,0,0,33,7,0,0,0,0,9,3,0,0,0,0,0,1437,37,62,23,8,1568,131,0,4,0,3,142,80,0,3,0,15,103,3507,100,132,30,41,3816,111,0,0,0,0,115,454,6,8,0,4,468,755,21,17,0,3,799,904,39,23,0,3,970,818,51,27,3
117011320,0,0,0,174,166,5,0,0,0,171,164,3,0,0,0,162,135,4,0,0,0,140,162,5,0,0,3,175,120,7,0,0,0,125,96,3,0,0,0,96,46,9,0,0,0,50,16,5,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,1150,40,5,0,4,1202,8,0,0,0,0,5,35,0,0,0,0,32,21,0,0,0,0,21,43,0,0,0,0,42,47,4,0,0,0,50,52,0,3,0,0,55,45,4,0,0,0,48,26,0,0,0,0,28,24,0,0,3,0,24,10,0,3,0,0,13,5,0,0,3,0,7,3,0,0,0,0,3,3,6,0,3,0,8,309,19,9,10,0,344,41,0,0,0,0,42,29,3,0,0,4,35,1522,62,15,16,6,1617,34,0,0,0,0,34,249,0,3,0,3,256,484,17,3,0,0,505,609,21,10,0,3,640,591,27,7,0
117011321,0,0,0,174,182,3,0,0,3,183,118,9,3,0,0,129,164,14,13,0,0,185,118,11,10,0,3,145,132,16,4,0,0,155,71,20,3,0,3,95,60,0,4,0,0,62,18,3,0,0,0,24,4,5,0,0,0,6,4,0,0,0,0,5,1151,76,36,3,8,1277,22,0,0,0,0,22,85,0,0,0,3,83,71,0,0,0,0,70,49,0,7,3,0,60,75,4,10,4,0,91,101,5,10,3,3,126,76,11,6,0,0,91,63,5,11,0,0,79,37,4,0,0,0,48,32,5,0,0,3,36,17,6,0,0,0,27,11,0,0,0,0,14,0,0,0,3,0,8,648,47,42,19,13,770,50,0,3,0,0,60,39,0,3,0,8,56,1885,123,96,23,32,2156,74,0,0,0,0,74,377,3,0,0,0,381,590,11,20,3,3,630,680,48,17,0,8,758,590,61,28,0
117011322,3,0,0,801,835,9,11,0,0,857,682,14,3,3,0,699,676,18,20,0,0,712,660,23,19,0,0,701,543,14,19,4,0,577,421,11,7,0,9,452,201,9,4,0,0,212,58,5,0,0,0,64,7,3,0,0,0,11,3,0,0,0,0,3,5242,121,78,15,16,5476,133,0,3,0,0,135,307,5,4,0,0,315,259,0,6,0,0,271,285,6,8,5,0,311,275,10,15,3,0,302,356,9,25,4,0,390,378,12,17,0,4,408,291,5,17,3,3,317,200,5,10,0,0,217,114,8,10,5,3,144,53,0,4,0,0,56,8,3,0,0,0,16,3,0,0,0,0,3,2673,60,116,22,19,2890,433,3,0,3,3,447,139,5,5,6,17,178,8484,190,208,49,59,8988,84,0,0,0,0,84,786,5,7,0,4,810,1840,45,21,3,4,1911,2253,78,50,5,7,2398,2042,95,47,3
117011323,3,0,0,132,92,0,0,0,0,99,70,3,0,3,0,85,74,9,9,0,0,90,83,7,5,0,0,94,73,3,3,0,0,88,58,4,3,0,0,66,33,3,3,0,0,34,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,740,38,27,4,5,809,206,0,0,0,0,205,272,0,0,0,0,275,115,0,0,0,0,119,85,4,3,0,0,97,79,8,5,6,0,102,75,3,6,3,3,94,91,3,6,0,3,108,67,7,3,0,0,77,59,3,9,0,0,75,58,0,7,0,0,66,27,0,3,0,4,28,3,0,0,0,0,8,3,0,0,0,0,3,1141,41,54,15,14,1255,90,3,0,0,3,101,32,0,4,4,4,41,2005,79,83,25,23,2209,27,0,0,0,0,27,183,0,3,0,0,193,291,16,15,0,5,318,248,25,5,0,4,287,210,20,15,3
117011324,0,0,0,91,91,0,0,0,0,91,85,0,0,0,0,87,71,3,0,0,3,78,75,0,0,0,0,75,64,7,0,0,0,71,56,0,0,0,0,52,17,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,596,11,0,0,3,613,6,0,0,0,0,6,7,0,0,0,0,11,12,0,0,0,0,12,21,0,0,0,0,17,22,0,0,0,0,27,43,0,0,0,0,44,19,0,0,0,0,24,18,0,0,0,0,18,8,0,0,0,0,10,5,0,3,0,0,5,3,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,176,8,5,3,0,188,25,0,0,0,0,25,20,0,0,3,3,33,826,17,7,5,9,862,25,0,0,0,0,24,155,0,0,0,0,156,311,6,0,0,0,319,404,4,8,0,0,413,435,17,9,0
117011325,0,0,0,476,407,0,0,0,4,413,343,3,0,0,0,351,365,6,0,0,0,374,376,8,4,0,0,393,335,3,0,0,0,343,227,4,3,0,3,237,94,0,0,0,0,101,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,2998,22,13,3,14,3049,171,0,0,0,3,174,425,0,0,0,3,431,328,0,0,0,3,332,268,3,0,0,0,276,263,0,3,0,0,265,284,4,0,0,3,288,299,0,3,0,0,305,256,0,4,0,0,264,183,0,6,0,0,189,82,0,0,0,0,88,26,0,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,2600,13,18,4,15,2648,401,0,0,3,9,410,126,3,4,3,12,146,6121,36,35,11,52,6251,67,0,0,0,0,73,587,0,4,0,0,592,1053,16,4,0,3,1074,1232,6,4,3,7,1256,1156,22,8,0
117021326,15,0,0,489,348,17,24,3,3,389,266,26,23,3,3,320,260,28,26,0,4,330,279,39,19,3,3,342,271,37,26,6,0,339,223,33,26,3,0,280,130,10,11,6,0,161,46,3,5,5,0,58,7,3,0,0,0,11,7,0,0,0,0,5,2511,217,184,22,15,2954,140,0,0,0,3,148,291,0,10,0,4,305,233,6,12,3,0,256,233,12,22,4,3,269,177,12,30,3,3,225,247,18,37,0,3,301,209,17,26,4,0,257,201,16,27,5,0,246,166,15,16,0,0,194,120,14,10,3,0,145,52,3,12,4,0,71,23,3,0,0,0,23,10,4,3,0,0,10,2091,108,205,35,23,2467,145,10,5,3,3,168,113,3,3,0,9,127,4857,338,404,63,50,5710,74,3,0,0,0,73,484,3,10,0,0,501,1044,49,52,3,9,1150,952,94,78,3,11,1141,773,110,87,4
117021327,10,0,0,167,159,5,17,0,0,186,110,6,10,0,0,127,83,19,13,6,0,122,102,21,18,3,0,143,94,17,17,3,0,132,91,9,16,5,0,123,58,0,3,0,0,61,24,0,4,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,956,92,119,15,6,1195,76,0,3,0,0,84,129,0,4,0,0,141,80,0,9,0,0,93,73,3,22,3,0,104,86,16,24,3,0,124,86,8,27,4,0,123,78,13,20,4,0,114,65,6,10,3,0,83,67,8,19,3,0,91,48,5,11,3,0,59,28,3,3,0,0,40,3,3,3,0,0,16,0,0,3,0,0,3,819,67,161,24,12,1081,72,3,0,0,0,81,23,3,5,4,0,39,1878,157,292,49,22,2395,20,0,0,0,0,27,182,0,8,0,0,191,340,9,28,0,0,380,356,36,60,0,3,450,289,41,32,3
117021328,4,0,0,163,141,5,8,0,0,146,95,18,13,3,0,132,89,11,20,4,0,115,91,19,18,0,3,130,107,16,15,4,4,144,60,11,6,0,0,75,33,3,4,0,0,42,14,0,0,0,0,22,0,0,0,3,0,0,3,0,0,0,0,3,861,87,86,14,6,1055,63,0,0,0,0,63,115,0,0,0,3,115,87,3,10,0,0,97,68,0,13,0,0,83,65,3,14,0,0,91,86,4,8,0,0,100,62,3,7,0,0,79,49,3,3,3,0,56,40,3,3,0,0,55,41,3,5,0,0,49,16,4,0,0,0,21,6,0,0,0,0,3,0,0,0,0,0,0,699,26,61,10,10,813,53,3,4,0,0,69,27,3,0,0,4,32,1646,117,153,30,20,1967,38,0,0,0,0,39,264,3,7,0,0,270,487,14,24,0,3,526,486,38,32,6,3,566,381,56,29,5
117031329,24,0,0,878,690,26,26,0,0,740,419,17,17,3,0,458,319,26,24,0,0,363,322,19,18,0,3,360,342,22,8,0,3,381,259,18,12,3,0,286,168,9,9,0,0,183,71,6,5,0,4,77,15,3,0,0,0,20,3,0,0,0,0,3,3800,153,143,5,15,4109,70,0,0,0,0,68,215,5,3,0,0,218,232,0,14,3,0,250,235,6,19,0,0,263,276,10,17,4,0,306,215,13,17,0,0,250,222,8,10,0,0,245,155,3,13,3,0,175,156,7,5,0,0,175,138,6,11,4,3,168,69,13,7,0,0,88,35,3,3,0,0,41,7,3,3,5,0,20,2030,81,128,24,8,2261,257,8,10,0,0,273,78,4,4,7,10,96,6160,236,277,32,38,6747,25,0,0,0,0,25,554,11,5,0,0,574,1391,29,40,0,6,1462,1278,80,60,3,4,1427,910,106,49,4
117031330,22,3,8,1285,1103,30,30,0,3,1163,726,40,24,0,4,795,570,42,15,0,3,634,572,40,12,0,5,641,469,48,21,0,4,540,325,27,8,0,6,365,188,19,4,0,4,211,45,7,0,0,0,51,10,0,0,0,0,9,4,3,0,0,0,4,5863,286,148,8,38,6335,143,0,4,0,0,146,373,3,8,3,0,391,340,4,23,0,0,363,293,13,26,5,5,339,288,15,38,6,0,341,245,21,20,6,0,294,228,9,22,4,0,261,150,23,10,0,0,183,134,8,20,3,5,173,100,10,10,3,0,120,40,7,4,5,0,54,21,0,6,0,0,23,4,3,0,0,0,12,2359,108,186,35,24,2713,270,6,5,0,0,291,108,9,8,0,26,148,8606,400,350,50,87,9482,133,0,0,0,0,134,1157,8,12,3,7,1186,2615,65,64,3,13,2755,2699,138,101,11,13,2953,2068,193,88,3
