SA2_MAINCODE_2016,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
110031197,332,520,454,352,396,352,265,359,57,3097
110031198,589,233,258,104,165,90,299,211,49,1998
110041199,389,608,540,473,472,415,394,468,78,3843
110041200,616,136,302,62,110,33,675,251,43,2230
110041201,631,301,280,252,238,156,356,390,50,2659
110041202,589,1330,742,765,603,741,211,957,91,6029
110041203,995,2335,1041,1462,1490,1209,318,917,156,9921
110041204,583,574,1142,228,699,422,741,1028,89,5506
110041205,1112,368,404,285,303,208,219,646,64,3616
111011206,494,1071,836,894,685,848,332,535,58,5756
111011207,71,64,98,77,60,66,15,64,10,532
111011208,1103,2466,1280,1618,2200,1979,317,901,163,12030
111011209,1153,1544,1540,1197,1315,1553,735,1221,168,10431
111011210,126,222,154,305,97,364,41,178,16,1504
111011211,103,132,223,134,93,36,76,105,10,902
111011212,186,314,280,260,224,249,47,204,20,1790
111011213,133,283,203,160,150,82,31,79,22,1142
111011214,669,1135,873,760,945,844,313,595,79,6209
111021215,138,473,250,343,174,62,121,178,29,1768
111021216,69,162,148,113,103,77,35,112,14,837
111021217,250,380,357,386,434,228,274,292,44,2655
111021218,569,1037,1156,669,621,566,560,735,75,5995
111021219,385,847,479,733,502,504,245,378,64,4130
111021220,145,216,234,113,155,87,167,102,26,1248
111021221,71,214,183,162,111,43,80,80,11,954
111031222,749,929,740,693,924,1934,212,489,94,6768
111031223,736,659,1351,279,753,397,905,1583,103,6768
111031224,1307,2675,1591,1469,2052,974,758,954,176,11961
111031225,597,4708,1021,1185,1303,403,291,744,124,10380
111031226,142,275,234,194,158,182,163,176,23,1543
111031227,878,1597,1184,931,1241,629,720,743,99,8030
111031228,330,979,447,601,452,355,59,246,48,3520
111031229,2178,5345,1599,1946,4926,1430,239,1016,285,18971
111031230,416,499,851,67,438,50,1238,423,91,4067
111031231,684,2613,742,708,1068,583,446,561,93,7503
111031232,107,347,209,548,127,78,59,210,19,1704
111031233,481,1367,790,788,872,518,315,472,88,5693
111031234,327,2016,495,905,598,337,170,433,74,5352
111031235,741,1331,1018,569,964,382,379,487,107,5961
112011236,936,1768,1165,1265,1052,1265,447,892,141,8928
112011237,841,819,592,490,505,263,252,640,66,4470
112011238,425,477,288,233,196,139,89,189,35,2075
112011239,216,321,269,265,162,214,33,149,33,1659
112011240,987,1119,797,808,703,817,274,658,106,6265
112011241,166,181,202,172,109,118,104,159,19,1238
112011242,178,371,228,208,156,169,27,145,31,1510
112011243,411,645,416,305,351,300,135,288,59,2904
112021244,410,687,510,580,507,450,348,1099,93,4686
112021245,465,140,144,85,84,42,144,309,36,1450
112021246,262,549,308,542,322,241,111,293,41,2673
112021247,461,341,303,208,247,213,164,296,40,2258
112021248,1292,3874,1629,1733,2214,1714,674,1320,196,14646
112021249,807,372,312,211,223,144,183,562,62,2875
112031250,490,736,576,657,493,434,155,515,61,4116
112031251,434,995,636,535,694,528,323,565,75,4776
112031252,457,250,252,139,167,72,132,250,35,1754
112031253,321,368,336,367,276,244,72,285,39,2306
112031254,614,1699,727,1208,892,684,440,660,125,7042
112031550,153,292,198,294,168,125,69,153,30,1478
112031551,57,93,77,46,76,22,27,44,9,452
112031552,617,831,737,553,787,709,296,461,81,5076
113011256,971,1475,1232,1069,1160,1226,495,950,135,8715
113011257,1768,386,610,202,523,125,637,1745,127,6132
113011258,589,613,583,326,468,318,416,851,89,4246
113011259,524,251,238,221,213,155,173,307,31,2120
113021260,384,107,164,139,113,85,190,246,31,1463
113021261,315,496,509,342,343,315,427,370,46,3163
113021262,350,125,153,81,107,34,127,258,29,1255
113031263,438,385,350,288,293,214,185,505,46,2698
113031264,311,142,142,131,129,152,81,328,28,1446
113031265,388,192,160,301,182,102,172,311,22,1827
113031266,599,371,313,246,273,251,150,267,28,2485
113031267,679,819,1322,575,746,743,554,563,86,6084
113031268,281,654,449,143,348,56,177,662,40,2816
113031269,277,812,396,642,316,297,91,294,32,3151
113031270,1498,3530,1840,2615,2237,2003,624,1157,213,15718
113031271,1421,533,731,535,376,183,281,481,77,4614
114011272,515,407,441,398,232,279,122,348,39,2787
114011273,43,53,84,43,32,63,11,64,11,410
114011274,125,111,149,111,69,92,22,115,15,819
114011275,14,25,7,19,5,0,0,10,3,84
114011276,201,303,266,273,159,341,55,204,29,1826
114011277,432,667,727,540,392,384,307,607,63,4122
114011278,1566,3352,2301,2131,2119,1688,871,1221,232,15482
114011279,144,267,219,300,161,175,46,184,36,1529
114011280,96,81,101,124,85,71,24,91,25,691
114011281,97,61,92,36,58,22,41,70,9,483
114011282,586,824,753,729,586,764,218,576,75,5108
114011283,153,71,158,45,79,45,35,109,12,711
114021284,723,1645,764,1008,834,657,107,439,91,6266
114021285,56,64,95,46,61,36,36,65,8,461
114021286,550,516,680,445,482,652,294,578,60,4257
114021287,526,654,794,435,499,413,475,509,61,4361
114021288,261,130,152,85,73,54,30,124,22,932
114021289,335,231,242,164,153,159,76,251,40,1647
115011290,401,1125,382,781,519,499,64,282,75,4133
115011291,4141,7964,2345,1978,4291,1833,784,1417,452,25206
115011294,117,182,131,138,122,63,31,76,10,871
115011296,464,1023,288,178,344,123,54,93,52,2614
115011553,1424,1527,1318,837,1466,1273,575,778,155,9358
115011554,122,465,150,407,164,109,59,149,34,1659
115011555,724,944,666,960,601,1837,243,500,112,6586
115011556,266,696,289,313,387,273,89,171,48,2529
115011557,77,188,60,59,93,33,25,46,14,596
115011558,264,850,255,398,316,281,88,223,47,2722
115011559,380,1082,475,542,487,499,161,352,94,4056
115021297,1295,1390,1423,834,1162,822,573,821,141,8455
115021298,266,343,241,201,197,92,54,259,37,1680
115031299,113,45,111,49,52,18,28,86,8,505
115031300,568,492,737,303,519,178,283,464,66,3610
115041301,700,473,998,273,621,476,544,773,73,4924
115041302,735,988,788,748,695,1110,340,599,108,6112
116011303,2275,3948,2396,1899,3036,2580,1822,1951,384,20299
116011304,134,495,230,331,161,180,102,176,32,1831
116011306,171,417,225,269,165,313,115,187,30,1902
116011307,2084,2051,2540,782,2262,1174,1818,1591,264,14557
116011308,832,1084,873,651,960,925,572,845,125,6863
116011560,98,356,133,131,132,56,64,76,17,1063
116011561,161,460,205,286,185,107,111,167,39,1720
116021309,164,499,125,278,165,167,88,139,39,1661
116021310,390,744,393,734,356,612,161,296,59,3757
116021312,814,1035,1134,488,771,710,879,833,98,6749
116021562,30,92,45,43,32,11,31,30,14,327
116021563,200,721,277,408,274,231,138,208,45,2506
116031313,124,417,80,283,126,168,68,160,29,1463
116031314,624,515,723,222,701,230,1233,647,97,4999
116031315,184,502,193,336,208,343,104,243,30,2138
116031316,88,323,90,181,98,86,66,121,20,1067
116031317,651,1497,568,1045,720,1145,378,778,152,6930
116031318,2255,1513,2172,373,2859,1081,5603,1719,405,17977
116031319,975,1007,944,963,1421,822,2909,1174,203,10412
117011320,979,638,880,73,1188,297,985,527,128,5701
117011321,1082,926,1476,389,1283,403,782,643,166,7150
117011322,3468,5013,2331,2522,3409,1786,1546,1837,500,22416
117011323,571,490,457,401,375,1278,190,392,68,4221
117011324,507,218,410,76,966,133,1424,536,95,4359
117011325,1189,1412,1647,2841,1993,2709,2062,1278,388,15515
117021326,1749,2186,1970,1203,1508,1190,1367,1750,259,13190
117021327,668,1663,579,637,557,387,128,331,95,5050
117021328,836,772,949,298,725,600,956,581,131,5841
117031329,1550,5573,921,1172,1386,591,176,553,175,12105
117031330,4286,4438,3053,1156,4117,2423,2306,1347,471,23606
117031331,1134,2355,798,736,847,716,122,380,133,7224
117031332,2136,10130,1570,2009,2544,897,225,829,306,20653
117031333,2716,3851,2420,2354,1543,838,171,733,323,14937
117031334,6296,14107,2766,3858,4404,2644,433,1601,743,36844
117031335,2520,5333,1285,1515,2206,1110,310,708,299,15287
117031336,5495,11593,1788,2585,4627,2100,249,817,561,29818
117031337,59180,129578,16478,16157,60144,20417,2246,9983,6697,320883
117031338,2577,3285,2119,943,2077,1589,667,1135,270,14670
118011339,439,892,569,472,240,225,58,287,65,3244
118011340,703,891,650,855,311,470,65,324,83,4360
118011341,2053,3755,1185,1946,1912,2926,464,786,258,15288
118011342,16,14,19,34,8,7,0,14,0,106
118011343,1482,2698,937,1173,1225,1105,108,566,190,9480
118011344,200,503,178,187,166,94,35,68,34,1464
118011345,1715,2786,1081,1484,883,773,138,417,157,9430
118011346,699,1091,529,866,352,330,48,249,101,4259
118011347,399,872,260,475,296,292,42,138,47,2820
118021348,521,873,514,753,362,346,59,298,75,3790
118021350,608,1194,589,1124,629,249,212,336,95,5040
118021564,1164,4896,910,796,1388,548,263,591,141,10705
118021565,286,462,311,366,249,285,106,229,40,2337
118021566,225,558,261,368,263,176,104,146,47,2154
118021567,164,388,191,203,157,145,74,107,25,1450
118021568,239,504,254,425,271,346,83,207,54,2373
118021569,432,1272,492,545,476,238,347,308,68,4171
118021570,883,4416,934,1187,1278,700,363,625,172,10554
119011354,294,628,309,665,246,379,151,298,68,3034
119011355,953,786,1062,239,1561,486,1327,1166,193,7763
119011356,1952,1426,2597,422,2036,861,2040,1528,271,13131
119011357,619,995,791,598,784,791,824,795,124,6325
119011358,454,543,659,361,516,373,333,292,68,3598
119011359,306,1164,552,362,412,196,117,219,67,3391
119011360,301,628,363,677,369,445,125,303,59,3266
119011361,197,486,297,401,253,216,144,214,55,2259
119011571,722,1805,579,1206,1249,1026,254,493,146,7469
119011572,1188,2323,1375,992,1298,962,839,1016,201,10198
119021362,419,630,569,585,412,253,305,403,89,3667
119021363,660,1727,844,1022,950,780,348,653,153,7137
119021364,946,1135,992,365,1245,546,890,558,112,6793
119021366,543,640,741,353,549,366,510,562,119,4375
119021367,318,298,361,386,241,814,169,305,52,2940
119021573,300,702,336,488,358,272,305,245,65,3072
119021574,50,57,64,89,45,64,88,46,10,511
119031368,1038,2368,678,1069,1609,1830,163,587,174,9518
119031369,316,793,394,571,384,305,87,235,62,3149
119031370,199,413,213,339,226,130,45,136,39,1754
119031371,187,489,338,221,258,132,112,161,46,1941
119031372,765,754,1200,451,797,415,472,521,116,5480
119031373,208,288,242,286,229,224,199,143,50,1867
119031374,414,972,403,746,492,356,105,262,72,3815
119041375,523,657,625,427,547,377,457,427,76,4120
119041376,292,932,414,535,278,190,209,302,60,3210
119041377,222,581,232,239,314,180,54,138,42,2002
119041378,966,5248,774,1002,1949,358,173,499,187,11146
119041379,275,516,373,358,314,255,129,226,36,2483
119041380,273,426,318,320,238,163,58,206,42,2044
119041381,724,952,716,642,778,839,322,668,103,5748
119041382,308,474,354,370,273,360,60,188,40,2426
120011383,514,881,624,628,557,373,127,326,87,4109
120011384,3176,6572,1483,1121,4243,1389,625,835,402,19847
120011385,609,956,378,445,507,834,52,269,52,4122
120011386,643,1224,751,727,661,648,220,363,87,5331
120021387,829,1470,627,756,506,448,80,283,100,5104
120021388,1433,2608,1357,1194,1325,1217,558,573,173,10424
120021389,971,1622,741,812,670,389,161,288,131,5802
120031390,924,2195,652,1145,1213,775,161,515,160,7737
120031391,1556,3624,1085,1596,2073,2000,476,842,266,13513
120031392,178,363,281,215,175,117,65,165,25,1579
120031393,312,654,345,391,317,284,173,252,55,2783
120031394,325,865,343,354,272,203,102,180,34,2677
120031395,381,850,433,556,363,341,150,240,51,3372
120031396,1755,1814,1100,374,1668,1579,1226,1057,246,10812
120031575,709,2590,773,821,1810,512,297,525,154,8195
120031576,332,351,342,128,418,178,408,279,48,2479
121011398,4893,7967,2259,2135,4153,4094,428,1317,452,27698
121011399,398,1024,288,392,372,197,65,193,63,2995
121011400,2092,3752,1404,1125,1718,991,337,799,243,12444
121011401,4783,12361,2692,1339,4462,1687,692,1026,476,29513
121011402,894,2113,931,939,772,701,310,360,134,7149
121021403,561,731,735,272,478,354,524,526,52,4243
121021404,197,330,267,277,195,154,53,151,27,1644
121021406,737,1303,656,571,654,555,247,432,69,5235
121021577,944,1890,1109,891,1122,999,377,615,158,8107
121021578,273,614,254,469,303,214,109,205,46,2485
121021579,226,507,262,389,299,183,96,186,25,2167
121031407,832,1757,449,710,773,464,69,334,117,5506
121031408,582,1610,511,609,572,414,67,263,93,4722
121031409,988,1801,447,808,846,286,106,223,70,5573
121031410,533,1210,389,665,442,606,51,270,73,4244
121031411,419,1149,424,709,421,427,45,273,74,3956
121031412,528,2799,453,889,844,195,95,320,96,6206
121041413,510,1089,345,518,344,428,58,237,69,3608
121041414,1465,3133,907,931,1091,704,123,326,142,8818
121041415,1304,2250,1254,1345,865,951,81,473,183,8719
121041416,1001,2269,612,862,715,687,137,285,111,6683
121041417,11285,20629,2589,1983,7479,2660,262,1100,954,48941
122011418,732,1202,612,618,602,760,114,308,80,5025
122011419,1185,2656,902,1440,898,767,100,563,146,8660
122021420,528,819,573,470,377,376,35,224,74,3472
122021421,316,519,399,219,268,102,60,159,42,2091
122021422,413,635,444,331,329,205,35,160,54,2609
122021423,1794,2928,1745,1279,1834,1616,654,902,192,12934
122031424,153,371,210,215,136,127,32,159,22,1416
122031425,451,544,554,228,399,97,276,258,37,2851
122031426,643,1447,653,841,828,721,96,369,79,5677
122031427,278,791,260,392,255,211,51,124,26,2400
122031428,2439,3868,1395,1208,2258,1331,603,840,252,14195
122031429,2507,2744,2482,1182,2274,2450,1187,1155,224,16209
122031430,435,964,396,615,380,283,77,290,63,3498
122031431,618,1039,728,947,535,422,110,361,72,4837
122031432,330,433,446,292,247,130,226,230,26,2349
123011433,424,1109,668,895,676,441,160,452,78,4893
123011434,583,839,993,735,761,1043,356,598,93,5999
123011435,1047,1111,1848,633,1218,885,1634,974,158,9508
123021436,133,479,177,436,220,84,84,147,38,1790
123021437,1734,4140,1757,2484,2335,3180,770,1602,310,18307
123021438,181,576,229,329,214,202,76,252,29,2089
123021439,0,0,0,0,0,0,0,0,0,0
123021440,1367,1125,2069,427,1758,626,2078,1609,232,11297
123021441,133,298,204,334,161,101,73,147,23,1474
123021442,247,830,270,730,263,281,252,323,57,3255
123021443,898,766,1057,461,907,661,1557,1235,161,7697
123021444,175,691,208,432,213,191,67,218,26,2227
123031445,138,150,242,75,116,77,247,138,12,1195
123031446,300,336,765,216,251,115,768,298,44,3088
123031447,481,631,735,467,484,473,379,614,73,4330
123031448,226,175,277,103,218,53,112,215,24,1413
124011449,169,274,184,169,110,100,38,154,11,1214
124011450,390,824,391,519,408,297,66,246,47,3180
124011451,3,6,3,4,6,0,5,12,0,40
124011452,735,1320,756,1204,741,694,246,715,80,6484
124011453,176,420,254,216,191,112,57,107,20,1551
124011454,414,1120,550,850,560,482,169,541,73,4747
124011455,126,331,143,195,112,91,13,109,24,1135
124021456,0,3,3,8,0,0,0,0,0,16
124031457,106,246,162,175,131,247,70,197,17,1341
124031458,278,596,383,332,355,178,232,329,49,2723
124031459,463,674,786,446,562,380,463,521,83,4377
124031460,167,506,229,327,286,273,74,218,25,2108
124031461,641,588,1034,571,675,1167,299,549,95,5619
124031462,592,3785,652,1100,1201,249,309,584,110,8586
124031463,381,517,440,262,393,123,239,277,48,2672
124031464,2033,3425,2217,2466,3591,3058,1259,1676,350,20075
124031465,141,67,162,86,113,50,120,127,19,885
124041466,926,1628,1500,1154,959,915,393,731,152,8351
124041467,690,1168,1044,850,991,595,574,707,136,6756
124041468,279,171,351,388,241,62,247,253,32,2022
124051469,508,426,405,116,854,217,2342,686,134,5685
124051470,169,385,213,248,215,260,98,219,22,1826
124051580,77,224,114,137,113,62,72,92,20,907
124051581,1168,1904,1428,983,1274,850,1147,957,198,9903
125011473,4568,5494,3125,1887,5132,1768,1990,1988,593,26539
125011475,25,10,48,12,24,6,11,36,3,172
125011582,487,1370,803,683,700,462,410,440,122,5478
125011583,611,584,601,351,539,676,468,370,85,4282
125011584,362,376,345,186,329,210,290,300,48,2457
125011585,48,119,96,94,66,108,51,65,24,669
125011586,1592,2192,1762,1043,1941,1496,1189,1428,273,12900
125011587,430,573,485,206,454,225,348,275,65,3059
125021476,522,1247,566,566,510,655,119,373,93,4660
125021477,2133,2605,2082,679,2168,909,1122,1294,298,13295
125021478,251,528,253,239,209,118,39,121,42,1798
125031479,960,1015,944,795,1212,519,1210,954,204,7823
125031480,712,852,771,479,699,470,810,656,130,5576
125031481,748,1044,954,549,1375,522,590,680,158,6615
125031482,700,1190,734,705,931,515,1048,483,122,6433
125031483,456,608,586,431,407,295,523,447,121,3872
125031484,254,491,383,404,291,183,209,256,56,2523
125031485,598,922,684,885,735,1042,263,469,149,5752
125031486,1335,730,1906,109,1397,526,2344,1172,261,9778
125031487,351,229,353,44,435,103,1110,221,75,2932
125041489,1045,2731,917,1189,1335,558,246,701,142,8859
125041490,523,835,426,403,459,363,252,283,81,3623
125041491,1109,8541,1075,1512,2332,681,675,890,262,17083
125041492,5844,12353,3022,4380,15690,3771,1261,2033,1263,49620
125041493,439,645,459,413,371,163,314,369,69,3253
125041494,274,459,287,279,264,465,141,271,47,2480
125041588,706,874,770,380,693,423,730,894,112,5587
125041589,332,698,362,492,379,378,139,284,55,3107
126011495,583,1558,398,572,855,399,80,266,94,4803
126011496,723,1758,640,745,823,490,92,269,95,5636
126021497,605,1816,567,992,712,558,119,314,108,5788
126021498,982,1561,875,650,968,532,213,532,117,6425
126021499,326,963,301,633,310,138,36,199,48,2952
