SA2_MAINCODE_2016,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_M,Mnf_Food_pdt_F,Mnf_Food_pdt_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_lther_clthing_footw_M,Mnf_Tex_lther_clthing_footw_F,Mnf_Tex_lther_clthing_footw_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pulp_paper_cvertd_paper_M,Mnf_Pulp_paper_cvertd_paper_F,Mnf_Pulp_paper_cvertd_paper_P,Mnf_Print_inc_repdtn_RM_M,Mnf_Print_inc_repdtn_RM_F,Mnf_Print_inc_repdtn_RM_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Basic_chem_and_chem_p_m_M,Mnf_Basic_chem_and_chem_p_m_F,Mnf_Basic_chem_and_chem_p_m_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Prim_met_and_met_p_m_M,Mnf_Prim_met_and_met_p_m_F,Mnf_Prim_met_and_met_p_m_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
303051074,0,0,0,84,49,133,0,0,0,3,0,3,3,0,3,5,0,9,99,50,152,12,3,14,326,44,365,8,4,11,17,3,18,3,0,3,17,3,20,381,51,434,43,14,55,64,29,98,4,0,3,8,18,18,8,3,11,15,3,17,0,4,3,0,0,0,19,10,29,75,16,88,25,4,28,87,14,98,74,24,94,52,3,58,89,15,99,15,4,19,570,153,731,0,0,0,28,4,31,0,0,3,4,0,4,119,21,142,156,25,176,45,8,47,71,12,84,58,7,62,264,34,294,433,61,489,8,3,17,87,16,98,157,31,185,60,18,76,60,44,106,40,23,69,0,0,0,416,138,553,24,15,38,54,11,67,13,17,27,459,169,636,101,144,236,9,11,14,658,361,1018,0,0,0,18,18,35,95,129,217,111,150,257,56,14,67,978,172,1146,12,0,14,4,0,7,36,26,68,3,0
303051075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,16,7,3,14,0,0,0,0,0,0,0,0,0,8,3,11,8,4,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,21,12,3,14,67,30,95,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,7,3,9,6,0,6,39,10,51,17,3,15,74,14,88,134,32,166,0,3,7,3,0,7,63,74,134,12,3,17,16,5,19,0,0,3,0,0,0,104,82,181,0,0,0,7,3,14,0,3,4,117,100,216,65,89,156,0,3,7,196,197,395,0,0,0,0,0,0,28,33,62,25,34,65,9,0,14,124,13,134,3,0,3,0,0,0,3,0,3,0,0
303051076,4,0,5,80,46,122,0,0,0,0,0,0,0,0,0,21,0,17,102,43,145,42,5,43,36,12,44,11,3,16,9,6,15,13,0,14,24,3,27,134,24,160,372,95,466,150,107,259,24,3,25,30,34,70,78,21,94,227,66,297,53,15,67,26,12,38,171,97,270,432,93,519,66,7,77,568,79,646,392,74,462,604,91,689,480,79,554,63,15,84,3729,898,4627,0,0,4,83,20,103,11,7,11,90,11,109,323,108,437,511,144,659,109,12,120,252,72,323,124,18,144,951,155,1101,1437,256,1693,116,62,175,392,124,509,895,215,1112,401,82,485,755,330,1089,140,94,240,29,15,42,2730,926,3654,98,43,143,249,51,296,64,52,114,408,200,602,362,302,663,12,10,15,1185,645,1831,0,0,0,20,24,45,206,242,448,225,265,489,147,43,188,1305,223,1530,194,38,231,8,0,8,64,12,80,5,4
303061077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,3,0,3,34,3,39,51,8,58,0,0,0,3,0,3,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,10,6,14,3,0,3,0,0,0,4,0,4,3,3,9,12,6,16,0,0,0,22,14,36,0,0,0,0,0,0,7,15,19,7,15,19,0,0,0,18,3,15,0,0,3,0,0,0,0,0,0,0,0
303061078,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,11,0,12,6,0,6,4,3,5,0,0,0,0,4,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,6,175,0,0,0,3,0,3,6,6,10,3,0,4,196,22,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,41,7,44,3,0,3,82,12,94,130,20,145,3,3,4,6,0,7,0,0,0,3,0,3,3,0,3,3,7,6,0,0,0,15,9,22,0,3,4,0,0,0,4,3,9,42,28,71,13,18,31,0,3,0,59,57,117,0,0,0,3,0,5,62,67,135,65,71,133,0,0,0,42,0,43,3,0,3,0,0,0,0,0,0,3,0
303061079,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,33,4,36,0,0,0,35,10,42,76,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,8,8,0,0,0,10,5,15,3,0,9,0,0,0,12,4,12,70,44,107,13,33,47,0,0,0,96,78,178,0,0,0,0,4,4,121,115,235,121,120,239,0,0,0,13,4,16,9,0,9,0,0,0,0,0,0,0,0
303061080,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,3,0,3,12,7,19,0,3,3,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3,12,7,0,7,8,15,20,0,0,0,4,5,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,3,0,3,3,0,3,3,0,3,0,0,0,33,25,58,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,4,38,6,50,0,0,0,82,9,92,123,24,146,0,0,3,6,4,8,0,0,0,0,0,0,11,3,14,6,6,9,0,0,0,25,20,45,8,4,9,3,0,3,3,4,6,63,48,112,38,92,132,0,3,3,116,153,266,0,0,0,4,6,4,143,135,280,149,137,284,6,0,8,38,6,43,0,0,0,0,0,0,5,0,4,0,0
304011081,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,6,0,8,3,0,3,9,13,17,0,0,0,3,5,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,19,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,27,7,33,3,3,5,47,8,59,79,20,104,0,3,4,0,0,0,3,0,6,4,0,4,8,3,5,0,3,3,0,0,0,9,9,21,10,6,16,3,0,3,4,7,10,123,146,269,172,502,670,0,0,0,308,667,976,0,0,0,11,13,26,125,210,337,134,231,367,3,0,3,14,3,12,0,0,0,0,0,0,3,0,3,0,0
304011082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,7,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,3,17,0,0,0,27,7,32,46,8,57,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,0,0,0,35,36,70,10,23,34,0,0,0,45,56,106,0,0,0,0,0,0,25,34,59,25,34,59,3,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0
304011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,22,3,25,29,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,4,5,0,3,3,3,0,6,0,0,0,13,11,15,0,0,0,0,0,0,11,10,15,11,10,15,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
304011084,0,0,0,24,19,41,3,0,3,0,0,0,0,0,0,4,0,4,28,19,55,13,4,13,182,22,199,8,0,8,11,0,15,3,3,3,32,9,37,243,35,280,47,18,61,37,27,65,0,0,0,4,7,12,10,0,17,15,15,27,12,4,9,0,0,0,5,3,9,5,3,8,39,3,40,46,5,56,15,7,24,20,3,22,63,15,86,16,4,20,342,117,461,0,0,0,11,3,8,0,0,0,6,3,8,10,0,10,22,6,33,24,0,29,84,19,105,59,10,68,181,25,211,348,55,406,8,4,14,15,19,32,64,23,90,5,0,8,22,12,33,21,19,36,0,0,0,141,81,217,9,20,35,53,15,60,11,8,11,78,73,153,184,313,500,14,7,22,340,440,778,0,0,0,11,3,13,151,190,346,162,193,353,4,0,4,55,4,62,6,0,9,0,0,0,20,13,31,4,0
304011085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,0,0,4,13,3,16,26,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,7,7,0,0,0,0,0,0,3,3,8,3,3,8,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0
304021086,3,0,3,5,4,8,0,0,0,0,0,0,0,0,0,3,0,3,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,18,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,28,4,36,0,0,0,49,16,64,83,23,108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,4,11,0,0,0,0,0,0,0,3,6,34,44,86,13,28,41,0,0,0,55,75,133,0,0,0,3,3,3,76,65,138,77,68,140,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
304021087,0,3,4,19,9,26,28,25,54,0,0,0,0,0,0,3,0,4,50,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,0,0,0,0,0,5,0,5,0,0,0,3,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,6,0,0,0,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,29,6,31,0,0,3,52,4,57,88,12,99,0,0,0,13,3,13,3,0,3,0,0,0,0,0,0,4,3,3,3,0,3,23,6,31,0,4,9,5,0,5,0,0,0,70,61,132,37,73,116,0,0,0,114,136,251,0,0,0,3,3,9,46,47,90,49,47,98,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
304021088,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,16,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,6,0,6,43,12,46,58,11,75,0,0,4,0,0,3,6,0,12,0,0,0,3,0,3,3,4,5,0,0,0,19,8,25,4,3,9,3,0,3,0,3,4,91,67,163,12,34,49,0,0,0,115,110,228,0,0,0,0,0,0,72,93,166,72,94,171,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
304021089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,13,0,15,0,0,0,33,3,39,48,6,56,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,3,0,0,0,0,0,0,3,4,8,0,0,0,3,6,8,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0
304021090,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,3,3,3,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,11,11,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,3,12,20,31,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,3,4,40,3,43,12,3,18,59,13,72,119,22,145,0,0,0,7,0,9,3,4,7,0,0,0,0,0,4,3,9,9,0,0,0,13,17,27,0,4,5,0,3,0,4,4,14,14,18,32,25,29,61,0,3,3,51,63,115,0,0,0,0,0,0,73,62,130,73,58,133,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
304021091,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,4,35,4,41,0,0,3,3,0,8,3,0,3,12,0,12,53,9,65,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,6,10,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,17,17,37,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,8,4,0,3,28,5,32,9,3,12,78,13,96,117,21,136,0,0,0,0,3,3,3,0,6,0,0,0,0,0,0,3,0,4,0,0,0,8,3,15,0,4,7,7,3,7,0,0,0,13,13,25,12,21,25,0,0,0,28,33,63,0,0,0,0,10,11,11,18,31,17,26,41,0,0,0,12,5,14,14,3,20,0,0,0,0,0,0,0,0
304031092,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,36,10,48,10,0,13,59,4,63,115,15,121,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,9,9,16,3,0,3,0,0,0,3,3,7,22,18,37,22,28,46,0,0,0,49,46,92,0,0,0,0,5,7,68,105,172,72,110,180,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
304031093,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,13,8,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,5,9,0,10,37,5,43,4,3,10,44,6,51,93,19,108,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,0,0,7,5,14,0,3,5,0,0,0,0,0,0,35,47,84,8,36,42,0,0,0,45,84,130,0,0,0,0,0,0,65,66,132,65,66,132,4,0,4,182,32,214,41,9,51,0,0,0,0,0,0,0,0
304031094,0,0,0,12,16,31,0,0,0,0,0,0,0,0,0,0,5,3,12,23,40,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,10,3,9,13,7,21,0,3,3,7,9,16,0,0,0,5,13,15,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,0,3,24,38,62,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,0,4,39,3,41,7,6,5,93,12,108,138,24,163,0,0,3,14,4,13,8,4,11,0,0,0,0,0,0,8,31,39,0,0,0,26,43,74,15,40,58,107,42,143,14,3,10,187,195,379,461,1457,1919,0,5,5,778,1739,2517,0,3,3,6,6,9,380,561,944,387,571,955,0,0,3,8,0,9,4,0,9,0,0,0,0,0,0,0,0
304031095,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,48,3,48,0,0,0,63,0,63,113,3,119,0,0,0,0,0,0,22,4,28,3,4,4,19,5,21,4,0,9,0,0,0,43,10,56,0,0,3,0,0,3,3,0,0,41,24,67,13,30,45,0,0,0,58,55,120,0,0,0,3,0,4,27,41,69,29,38,69,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0
304031096,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,3,0,0,0,18,0,13,0,0,0,0,0,3,20,0,19,0,0,0,12,9,17,0,0,0,0,3,3,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,17,20,43,0,0,0,3,0,3,0,0,0,0,0,3,3,0,3,4,0,9,6,3,9,50,3,52,6,0,6,97,0,97,157,3,165,0,0,0,3,0,3,0,0,0,0,0,0,5,8,11,0,0,3,0,0,0,14,9,18,0,3,3,3,0,3,0,0,0,35,33,65,24,40,61,0,0,0,66,73,142,0,0,0,66,79,146,189,269,453,255,343,604,0,0,0,7,4,10,4,0,4,0,0,0,0,0,0,0,0
304031097,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,3,0,3,0,0,0,3,3,5,0,0,0,3,0,6,10,6,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,10,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,32,5,39,12,3,12,30,4,33,70,14,86,3,0,0,3,0,3,0,0,0,13,0,18,0,3,6,3,4,5,0,0,0,24,8,36,0,8,4,81,26,111,3,0,4,15,22,38,45,67,111,0,0,0,151,118,266,0,0,0,3,4,8,89,80,163,90,79,174,0,0,0,18,4,16,0,0,3,0,0,0,0,0,0,0,0
304041098,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,5,3,3,10,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,0,3,3,3,0,3,0,0,0,3,0,3,13,4,12,47,7,49,93,19,107,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,4,3,10,99,14,115,13,0,11,184,22,211,301,44,343,0,0,6,37,7,42,29,12,44,0,0,0,0,0,0,8,4,16,0,0,0,79,27,106,3,7,10,41,16,61,3,6,9,8,13,28,59,42,106,0,0,0,121,83,208,0,0,0,0,0,3,62,112,177,65,113,180,4,0,4,82,16,103,0,0,3,0,0,0,0,3,7,0,0
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
