SA2_MAINCODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
124051470,4,20,6,9,8,11,3,6,0,68,3,3,5,9,10,10,4,6,15,74,61,346,226,229,269,295,123,248,29,1826
124051580,3,17,3,8,14,9,4,6,0,52,0,7,3,6,3,7,0,0,15,44,25,121,120,123,134,148,80,121,33,907
124051581,6,42,30,35,74,104,57,66,7,418,15,59,52,43,182,149,52,88,109,753,293,900,928,894,2124,2167,886,1496,216,9903
125011473,14,51,62,36,170,188,101,100,6,735,33,99,114,104,424,432,123,206,284,1822,667,1447,1627,1684,6441,7237,2852,4080,511,26539
125011475,3,5,5,3,43,39,13,4,0,125,0,0,0,0,3,0,0,0,0,3,3,11,12,6,62,47,20,7,0,172
125011582,0,18,15,16,34,36,23,17,0,163,5,25,30,26,40,33,17,21,56,260,173,527,538,554,1199,1194,519,653,119,5478
125011583,0,9,19,19,71,66,22,41,0,239,9,19,26,25,51,54,19,30,37,265,101,428,465,396,950,867,339,648,79,4282
125011584,0,10,3,10,16,11,3,5,0,51,10,24,14,12,58,51,19,15,33,226,53,215,204,230,587,530,228,348,60,2457
125011585,0,5,6,0,3,7,3,4,0,30,0,7,3,4,9,8,0,3,5,35,14,115,95,77,96,117,41,89,13,669
125011586,16,48,60,64,139,119,50,79,0,575,21,68,61,50,176,164,47,90,130,801,320,1285,1214,1146,3158,2736,1157,1624,263,12900
125011587,0,7,14,4,53,55,19,19,0,167,8,22,24,7,49,48,11,15,33,221,75,251,270,209,762,702,284,437,73,3059
125021476,4,35,41,23,43,34,25,24,0,229,9,38,29,26,26,34,4,24,48,241,122,956,740,591,634,689,322,495,110,4660
125021477,4,36,29,32,130,121,44,82,6,478,15,49,78,68,198,208,96,122,166,1004,306,826,965,883,3360,3300,1398,1981,281,13295
125021478,0,13,6,15,10,10,6,9,0,79,0,22,11,6,14,9,0,5,22,92,52,297,223,277,291,331,111,190,27,1798
125031479,6,25,28,16,56,43,26,30,0,229,16,50,43,56,179,136,38,53,128,702,165,618,615,601,2074,1663,800,1065,227,7823
125031480,3,17,22,23,66,56,24,35,7,253,10,43,45,46,125,91,26,29,96,500,141,460,474,548,1480,1120,484,708,169,5576
125031481,3,45,52,27,118,110,53,77,3,489,11,26,42,28,91,79,28,45,103,455,151,630,655,599,1505,1419,597,875,190,6615
125031482,4,35,17,26,27,21,12,25,6,175,9,24,17,21,65,45,15,22,71,308,173,632,585,698,1516,1238,581,882,133,6433
125031483,3,16,20,10,26,28,14,31,0,138,4,42,27,29,71,56,20,28,79,364,77,402,382,335,881,819,341,494,144,3872
125031484,0,11,12,6,18,22,13,6,0,88,9,23,12,14,29,30,14,19,35,177,67,349,256,319,511,439,197,324,68,2523
125031485,3,56,36,31,46,57,23,84,3,328,4,36,30,20,35,43,14,22,81,294,143,932,806,714,1117,912,352,614,165,5752
125031486,0,15,17,18,103,110,50,83,6,410,18,63,70,54,278,234,76,94,132,1010,179,368,484,469,2707,2505,1143,1710,212,9778
125031487,0,6,4,3,13,13,10,11,0,60,5,15,24,13,46,54,19,16,42,234,59,117,190,242,930,663,234,420,75,2932
125041489,17,48,37,57,127,141,49,74,6,548,11,45,35,29,56,87,17,29,93,416,245,973,971,903,1789,1915,698,1174,188,8859
125041490,14,46,38,39,65,55,34,38,7,338,5,15,17,8,42,42,18,29,26,200,118,529,407,388,700,619,301,493,64,3623
125041491,5,16,17,19,38,33,13,28,0,167,13,38,38,42,75,111,23,46,177,563,778,1028,1902,1747,3845,4306,1279,1869,321,17083
125041492,30,103,102,85,320,206,102,128,20,1100,41,133,143,127,358,295,84,123,582,1884,1720,3288,4194,4174,15093,11014,4125,4934,1072,49620
125041493,0,18,9,10,21,27,5,14,0,106,3,18,10,17,63,58,15,16,41,247,85,316,304,351,755,690,288,402,72,3253
125041494,3,20,6,9,20,9,7,3,7,84,6,16,4,3,36,30,14,7,25,135,74,424,327,305,463,442,156,245,52,2480
125041588,5,14,19,7,35,58,21,32,4,192,4,26,34,29,108,79,30,47,69,427,147,486,473,492,1284,1154,551,870,137,5587
125041589,3,26,13,13,35,25,10,14,3,140,0,15,10,12,27,22,7,11,36,135,81,443,439,390,565,537,230,357,62,3107
126011495,13,48,43,34,43,36,31,37,8,286,3,30,27,14,26,42,7,17,43,219,123,845,656,521,762,893,358,560,85,4803
126011496,10,44,38,39,50,44,31,37,3,297,7,30,22,23,23,40,11,22,35,216,150,895,737,624,918,965,454,796,93,5636
126021497,4,47,43,32,26,41,14,43,7,244,10,44,41,27,24,30,5,19,54,260,168,823,939,701,913,1099,357,667,118,5788
126021498,5,28,42,40,63,75,32,47,3,333,5,34,22,34,55,71,39,62,55,369,168,724,761,641,1089,1419,567,944,112,6425
126021499,0,23,21,11,8,14,7,11,0,97,3,13,5,9,13,21,4,18,21,111,86,491,470,361,402,509,175,413,44,2952
126021500,18,70,62,56,236,210,74,99,12,835,52,82,112,108,396,502,170,275,450,2160,1258,3076,3258,2910,11589,12768,5349,7527,774,48503
126021501,3,22,36,35,57,46,20,37,3,264,9,40,35,32,73,89,22,69,128,505,325,688,837,816,2582,3304,1237,2040,217,12046
126021503,6,36,28,19,57,61,35,55,4,295,3,29,31,21,66,57,18,25,44,283,130,733,646,536,960,964,459,689,95,5212
126021590,0,4,0,4,6,4,5,4,0,23,0,3,4,3,3,0,3,4,5,24,9,108,73,81,83,106,49,98,11,608
126021591,10,51,43,39,64,56,21,41,7,328,10,45,25,22,35,74,19,25,88,340,249,1191,1142,895,1427,1509,605,931,189,8123
127011504,0,10,4,4,3,4,0,4,3,33,0,7,4,12,15,14,3,9,22,92,43,197,173,227,314,282,109,190,45,1584
127011505,0,11,13,13,27,27,20,26,3,134,4,16,18,12,31,34,13,40,49,216,72,319,365,373,511,598,238,658,95,3233
127011506,3,23,15,22,30,22,13,32,0,153,6,34,11,22,30,41,17,27,56,242,157,477,453,499,798,966,379,745,107,4590
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8
127011593,3,8,4,0,7,9,0,0,0,29,0,3,3,4,10,6,0,3,7,34,15,129,81,65,130,159,39,80,16,727
127011594,0,8,8,7,13,8,0,10,0,53,0,10,9,3,6,17,0,12,14,65,48,233,176,185,289,261,111,175,38,1505
127011595,4,3,9,7,9,27,13,12,0,77,0,9,0,3,6,12,3,4,16,56,33,128,112,141,264,254,102,137,33,1208
127011596,0,20,7,7,11,7,0,5,0,65,0,6,4,10,4,11,7,7,26,73,68,284,203,203,287,306,115,196,45,1707
127011597,0,10,7,7,3,8,0,4,0,43,0,10,4,9,3,6,3,8,12,55,48,158,167,172,232,264,117,216,32,1405
127021509,0,27,22,12,9,15,5,7,0,98,3,22,8,11,12,20,0,0,32,113,65,437,312,314,353,326,132,257,57,2249
127021510,0,18,12,13,12,14,0,4,0,80,0,24,16,5,6,15,3,7,32,111,50,276,234,277,309,317,100,240,53,1850
127021511,4,56,30,43,49,79,31,51,7,364,12,70,59,45,106,88,26,34,118,564,134,968,808,741,1431,1235,505,682,221,6723
127021512,0,17,14,8,19,10,6,13,0,78,9,14,12,9,16,11,5,3,36,113,45,212,238,245,268,252,100,181,57,1600
127021513,3,14,11,14,10,9,12,14,3,91,3,26,22,17,31,23,4,15,31,170,66,376,349,354,423,421,162,281,67,2491
127021514,0,4,5,3,3,8,0,6,0,39,0,4,4,3,4,12,4,3,6,48,27,171,147,152,138,166,53,124,17,994
127021515,4,42,30,38,77,52,23,31,8,290,10,43,36,27,39,39,10,13,85,306,156,870,758,685,1075,924,391,512,157,5512
127021516,3,22,10,9,8,13,10,18,0,88,4,12,10,7,16,8,5,3,35,91,44,300,238,241,265,289,124,247,59,1801
127021517,0,17,20,16,32,11,6,4,0,101,6,16,10,8,15,18,0,8,44,129,136,661,537,492,601,615,159,234,89,3524
127021518,4,3,8,9,13,14,3,10,0,62,3,13,17,12,36,30,15,22,34,180,85,210,235,260,687,581,344,611,63,3069
127021519,0,36,21,20,51,45,22,36,0,243,9,39,35,31,74,49,20,30,50,338,70,424,391,348,799,729,317,509,92,3682
127021520,0,3,8,8,5,0,0,3,0,30,0,4,6,0,17,8,3,3,28,69,51,156,157,206,435,217,101,140,41,1510
127021521,11,39,38,39,183,203,93,141,10,753,38,116,92,76,523,422,132,211,264,1871,305,880,986,960,4645,4143,2037,3169,481,17596
127031522,3,23,11,12,15,5,7,10,0,77,9,21,19,6,14,30,8,4,40,144,87,672,470,422,521,379,162,268,83,3058
127031523,14,47,47,45,148,197,75,114,10,690,26,98,91,77,314,283,70,103,161,1221,283,982,956,936,3207,3080,1249,2014,272,12985
127031524,0,16,14,5,13,21,11,7,0,92,8,22,16,15,47,59,12,27,82,282,230,432,412,500,1213,1458,766,1285,129,6420
127031598,13,51,38,34,112,86,46,54,13,446,12,70,56,56,113,108,34,49,206,701,514,1618,1733,1567,3857,3173,1112,1579,403,15556
127031599,0,3,4,0,7,7,3,0,0,34,0,6,3,3,8,5,4,3,3,37,24,88,86,92,126,130,70,101,18,728
127031600,5,34,25,26,62,53,21,48,0,273,16,49,45,62,157,130,44,71,102,680,200,916,847,903,2072,1987,876,1370,211,9390
127031601,3,6,11,9,18,23,6,9,3,89,0,26,16,11,36,18,3,12,43,176,72,398,346,291,790,661,333,551,84,3525
128011529,9,35,16,26,17,13,13,9,3,139,3,13,22,12,11,19,5,9,24,109,83,572,425,396,323,444,185,358,56,2843
128011530,9,58,58,45,73,88,43,62,0,443,3,53,55,26,79,85,23,52,86,462,330,1989,1693,1280,1760,1536,714,1114,171,10593
128011531,3,34,34,44,73,61,28,36,5,307,8,38,27,27,57,74,23,44,59,354,136,830,723,650,1003,1050,476,777,110,5746
128011602,12,59,52,46,88,101,36,68,0,468,19,59,44,61,119,113,48,72,113,654,371,1354,1516,1324,2136,2405,1122,1541,224,11991
128011603,0,10,3,8,3,7,4,7,0,43,3,3,3,5,7,7,0,0,12,40,27,163,102,131,107,158,40,150,15,901
128011604,5,50,35,42,53,41,27,31,3,296,13,39,30,32,58,50,30,45,74,369,191,1101,879,815,1039,1334,583,1059,148,7153
128011605,0,0,3,3,3,3,0,3,0,17,0,0,3,0,4,5,0,6,5,21,8,66,51,60,40,75,14,58,12,380
128011606,0,10,8,7,6,13,6,7,0,64,3,8,9,11,8,8,4,4,11,74,50,258,212,215,202,263,109,268,23,1602
128021533,10,20,15,15,21,21,11,17,0,114,0,13,8,5,6,17,0,12,3,60,49,263,200,173,209,232,110,200,15,1464
128021534,0,15,9,6,4,3,0,10,0,56,0,8,9,6,4,3,0,5,14,52,42,259,186,171,149,222,77,206,18,1335
128021535,3,34,33,21,34,29,18,25,0,204,7,24,19,12,14,31,12,33,39,193,191,932,745,647,1015,983,477,689,96,5769
128021536,0,39,19,19,15,18,20,13,0,137,0,14,19,12,9,20,9,14,17,121,75,595,469,412,332,439,157,316,44,2839
128021537,0,9,0,0,0,7,3,0,0,25,0,0,0,0,0,0,0,0,3,5,0,15,8,12,9,18,12,6,4,93
128021538,16,48,49,73,141,184,79,113,9,712,13,36,52,56,103,100,26,64,71,524,283,1192,1191,1194,2094,1976,927,1435,178,10473
128021607,7,30,21,21,22,36,20,22,5,173,11,18,8,11,15,13,0,15,31,126,105,630,516,422,476,468,219,407,76,3331
128021608,0,4,3,3,3,6,3,12,0,31,0,3,8,4,3,3,0,3,6,28,22,84,82,85,82,117,59,107,15,652
128021609,0,3,3,3,0,0,0,3,0,8,0,0,5,0,0,3,0,3,0,17,5,58,32,45,41,54,22,40,0,302
197979799,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,6,5,5,3,9,7,34,0,90
199999499,195,1161,676,691,669,969,349,796,80,5577,521,953,752,691,957,1448,379,951,1622,8274,6077,19722,15762,16389,17452,30717,11319,22127,3790,143362
201011001,5,29,18,15,29,13,14,11,0,139,3,20,10,14,29,15,14,12,48,156,151,580,436,512,682,608,329,392,83,3786
201011002,10,75,34,69,85,64,44,42,8,438,17,48,25,23,59,44,22,49,132,415,743,2492,2232,2725,3195,2657,1357,1721,292,17416
201011003,10,33,20,30,30,43,9,28,0,197,9,26,15,11,9,18,6,20,31,149,144,636,467,538,548,581,276,471,64,3722
201011004,10,40,39,27,79,46,32,30,0,296,6,21,16,19,31,19,7,20,36,184,210,891,668,670,871,693,423,596,88,5101
201011005,0,10,4,7,7,8,7,11,0,44,4,12,9,4,13,8,0,9,23,81,136,379,307,329,635,504,316,261,55,2914
201011006,0,14,10,18,42,45,29,34,3,202,7,15,8,7,42,25,14,19,20,154,82,293,233,308,606,541,379,475,56,2979
201011007,0,0,5,3,0,0,0,3,0,12,0,4,0,3,3,0,3,0,4,22,13,44,37,40,37,54,27,71,12,333
201011008,15,42,25,38,69,40,34,43,3,308,16,27,21,25,79,62,25,30,81,373,342,1010,773,886,2090,1644,1076,1179,183,9175
201021009,0,6,3,10,4,11,3,8,4,46,3,12,11,6,9,12,3,13,12,85,51,245,171,187,200,235,92,240,33,1451
201021010,4,16,13,10,9,10,7,10,0,79,4,12,10,3,7,13,3,16,15,83,92,299,252,241,246,273,151,325,47,1933
201021011,7,23,11,16,19,16,4,17,3,120,9,19,7,11,8,13,11,15,26,115,151,546,459,493,359,445,207,422,54,3140
201021012,0,9,4,3,3,7,6,3,0,26,0,3,3,0,0,11,3,9,9,40,41,137,78,88,68,139,67,212,24,854
201031013,0,4,0,0,0,5,5,3,0,21,3,7,3,4,4,6,0,3,14,40,38,112,94,87,114,146,71,209,25,893
201031014,0,3,5,3,4,3,8,3,0,29,9,8,0,0,4,8,0,9,18,59,79,151,130,157,129,206,93,246,32,1215
201031015,0,0,7,0,0,3,0,4,0,12,0,0,3,3,3,9,0,3,3,24,21,80,55,68,52,74,48,143,7,548
201031016,3,20,14,6,29,22,14,11,0,125,4,17,17,13,15,23,12,10,31,139,140,503,453,500,648,455,251,335,82,3361
201031017,0,6,3,4,4,0,3,0,3,32,0,3,0,9,12,3,0,8,12,48,27,97,97,100,107,129,57,152,19,785
202011018,28,87,63,83,131,81,76,83,3,633,17,50,46,50,81,69,22,50,158,547,962,2755,2428,2868,4153,3050,1705,2054,359,20329
202011019,0,19,4,11,30,9,4,9,3,101,4,20,7,13,21,11,8,9,20,109,84,355,207,302,396,291,173,219,44,2088
202011020,6,27,26,31,44,59,26,33,3,248,11,27,16,17,48,50,21,38,27,258,176,778,530,698,1018,936,521,655,89,5408
202011021,5,13,7,11,17,9,4,10,0,73,4,8,10,4,7,8,0,7,3,52,59,257,205,218,298,247,146,213,17,1663
202011022,10,35,27,42,73,73,60,49,3,371,15,23,7,19,44,29,22,22,37,208,255,931,691,785,1197,1031,655,748,97,6381
202011023,0,7,3,5,0,0,0,5,0,24,3,3,0,5,0,3,3,5,0,32,27,94,58,69,73,93,47,101,4,570
202011024,3,15,6,13,5,3,4,6,0,56,0,9,10,10,5,9,0,4,10,53,47,240,176,190,202,191,88,166,19,1321
202011025,4,18,7,13,27,19,11,17,3,119,8,17,8,9,27,27,9,16,12,131,138,446,295,365,660,526,342,411,49,3235
202021026,0,4,3,3,4,5,0,10,0,41,3,11,4,7,19,13,3,15,12,81,39,127,138,144,431,263,141,231,35,1551
202021027,7,10,21,19,26,28,12,22,4,150,18,31,17,31,28,41,21,27,50,258,226,689,661,788,827,1106,518,554,90,5461
202021028,0,10,3,3,6,4,0,11,0,36,0,10,8,7,3,8,6,10,13,67,50,274,208,202,142,218,99,278,31,1491
202021029,0,4,3,5,4,8,3,7,0,36,0,9,5,0,6,7,0,7,13,42,51,163,131,113,135,147,94,246,28,1113
202021030,0,26,12,25,25,38,20,28,0,167,15,22,17,17,17,20,12,20,40,174,190,666,575,667,644,650,327,577,93,4396
202021031,0,9,8,14,21,14,9,13,0,91,4,12,8,11,9,6,3,6,20,84,66,335,255,267,260,241,132,221,30,1804
202031032,7,4,3,0,4,8,0,12,0,39,0,11,3,4,6,10,0,8,7,46,56,131,93,99,163,184,174,464,33,1391
202031033,4,5,0,6,3,4,0,9,0,39,3,11,10,4,10,16,6,18,40,115,109,298,208,289,278,391,195,658,73,2496
203011034,4,9,4,10,4,5,6,8,0,44,0,4,3,8,3,7,4,3,14,48,58,194,163,193,203,205,107,170,33,1329
203011035,0,9,3,6,8,4,0,7,0,37,3,3,3,3,3,8,3,5,13,47,41,186,111,133,143,193,89,277,33,1215
203011036,0,0,12,4,8,8,3,10,0,46,3,10,0,0,4,3,3,9,14,49,50,234,168,194,131,227,109,278,33,1420
203021037,3,38,30,38,38,28,18,24,4,227,5,30,8,12,9,24,11,13,50,167,222,1079,713,768,859,730,395,495,109,5369
203021038,4,29,28,36,49,49,26,30,3,252,19,39,26,33,54,74,23,48,52,370,254,1085,751,810,1381,1281,708,1061,139,7476
203021039,14,135,88,95,211,184,79,92,14,923,38,78,79,86,177,160,54,92,248,1001,1284,3412,3739,4083,6434,5610,2769,3208,528,31068
203021040,15,56,52,55,76,52,30,29,4,363,4,23,20,25,24,29,6,7,40,176,196,921,732,754,872,746,373,557,83,5247
203021041,10,36,21,32,40,49,17,20,3,229,8,38,17,13,22,31,5,24,49,211,228,1310,818,883,871,766,396,556,110,5939
203021042,6,34,23,24,17,23,9,14,0,147,5,16,12,14,20,24,7,18,29,147,163,821,613,582,940,808,373,633,73,5008
203021043,8,28,16,18,21,30,11,19,0,149,7,23,13,12,24,42,18,33,48,222,229,705,529,539,904,1259,502,847,108,5619
203021044,3,13,15,7,11,16,0,4,0,70,0,5,7,7,11,7,7,4,14,57,56,283,223,234,222,230,107,189,18,1560
203021045,4,25,30,29,42,45,26,34,3,233,8,25,13,18,31,51,9,31,44,234,161,675,558,590,803,858,406,612,84,4746
203021046,6,25,24,28,39,53,14,24,4,224,9,16,16,15,28,26,7,28,27,171,147,675,561,544,643,689,383,559,61,4259
203021047,8,35,28,28,86,102,35,65,9,391,15,42,33,54,88,96,35,48,87,495,333,804,876,1082,1865,2539,1221,1601,187,10501
203031048,3,19,8,18,25,18,6,9,3,107,8,19,7,7,4,7,9,9,21,87,84,437,333,329,370,355,158,262,47,2364
203031049,0,15,6,5,3,7,0,5,0,47,0,16,3,3,8,9,7,11,13,71,87,383,284,278,206,295,106,235,35,1913
203031050,10,37,32,37,41,33,16,25,5,240,9,26,24,17,19,27,12,20,44,203,194,1060,709,686,680,744,362,590,102,5126
203031051,3,5,0,3,5,6,0,5,0,30,0,5,3,3,13,10,8,7,10,53,50,241,155,142,135,148,64,139,18,1093
203031052,4,18,4,3,11,4,3,10,0,54,3,3,4,3,0,8,0,4,11,42,91,308,222,227,228,202,96,171,29,1569
203031053,6,41,26,35,45,46,12,29,3,239,13,39,33,30,21,29,10,19,38,238,209,1137,727,675,801,855,381,679,107,5575
204011054,0,8,6,9,13,8,4,14,0,70,9,13,4,7,7,14,3,14,25,98,124,332,284,349,368,409,208,334,54,2458
204011055,7,7,8,7,20,5,3,5,0,65,4,5,7,4,6,19,5,16,30,100,91,312,246,278,289,304,164,372,67,2120
204011056,6,20,13,18,19,22,17,22,5,136,7,13,18,18,32,27,10,12,31,166,161,579,504,503,606,629,338,523,77,3909
204011057,4,25,15,20,11,17,8,24,0,130,11,20,17,17,16,26,13,28,38,184,138,522,406,560,468,587,401,842,90,4012
204011058,0,4,0,6,0,6,3,3,0,20,0,8,4,4,9,7,3,3,14,52,57,186,117,172,270,229,111,222,40,1413
204011059,0,17,12,13,19,22,15,22,3,129,5,15,14,8,11,14,6,6,38,119,123,387,385,411,438,430,213,337,70,2801
204011060,3,4,3,0,8,8,4,4,0,30,0,5,3,3,4,9,5,6,16,48,82,108,109,118,361,433,293,461,42,2015
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5
204011062,0,0,3,5,7,4,0,6,0,30,3,5,8,3,5,16,7,7,14,69,44,157,127,139,105,168,73,178,30,1025
204021063,3,28,17,20,25,33,14,27,3,170,7,22,11,16,26,29,11,15,38,170,209,534,494,597,736,661,391,487,76,4185
204021064,3,5,3,0,3,0,3,6,0,20,0,5,3,0,3,6,3,8,11,45,33,103,92,94,94,120,58,213,29,833
204021065,0,8,4,5,18,6,4,9,0,58,0,5,3,0,8,12,4,6,15,47,76,150,156,148,207,395,173,232,32,1576
204021066,5,42,36,37,72,99,23,58,4,372,17,52,30,30,48,47,19,42,80,361,368,1145,996,1204,1628,1517,733,1081,205,8875
204021067,0,4,6,0,9,9,0,9,0,42,11,15,11,10,15,19,7,11,22,115,108,318,235,281,302,395,237,585,54,2508
204031068,3,9,3,3,3,9,5,3,3,39,3,3,3,3,5,4,0,6,12,41,70,258,207,215,205,264,91,205,35,1551
204031069,4,11,3,17,9,16,7,20,0,87,11,18,9,13,20,12,4,23,25,131,127,483,414,570,618,504,387,756,79,3933
204031070,0,3,3,4,0,3,0,3,0,27,5,3,3,5,4,0,0,12,7,36,40,99,75,74,48,58,22,111,5,523
204031071,0,4,10,4,11,10,5,13,0,60,3,9,5,3,12,6,3,10,17,77,90,222,222,237,359,292,132,293,58,1899
204031072,0,5,10,10,12,19,6,15,0,82,10,15,3,6,6,6,3,7,18,77,90,284,199,262,214,290,136,486,52,2008
204031073,0,16,13,10,30,23,21,25,0,135,6,11,11,7,15,23,12,26,32,148,174,523,491,579,895,721,460,604,82,4525
204031074,17,54,43,69,149,137,82,68,10,629,18,52,37,37,99,100,33,58,125,559,528,1332,1291,1631,2678,2694,1467,1856,254,13717
204031075,0,3,3,5,3,7,0,3,0,26,3,7,3,3,0,4,4,8,10,40,47,166,113,135,136,153,131,240,25,1150
205011076,0,32,30,16,29,32,9,25,0,179,8,17,17,15,20,34,14,22,31,176,134,666,468,483,568,616,321,628,72,3957
205011077,5,6,9,0,4,8,0,4,0,33,0,19,8,3,8,8,6,5,16,68,60,280,178,180,203,187,102,346,43,1576
205011078,0,6,8,7,7,10,7,15,0,59,4,4,5,5,10,21,3,7,13,78,57,323,247,258,247,266,162,330,38,1928
205011079,7,47,37,37,75,68,43,60,4,383,11,42,26,21,37,48,20,32,100,330,350,1309,1024,1056,1482,1547,840,1174,205,8982
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205021081,8,47,38,49,67,75,40,66,4,398,14,27,19,33,46,60,7,27,68,316,427,1020,1022,1288,1560,1356,741,996,160,8566
205021082,3,0,4,10,8,4,0,3,0,31,7,18,3,7,20,14,9,12,19,106,90,249,183,206,239,221,135,381,54,1751
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,21,17,12,12,10,3,15,4,91,3,10,10,6,12,7,0,10,31,100,160,440,366,406,340,293,160,310,75,2536
205021085,3,16,10,14,7,11,4,3,0,67,3,8,9,8,8,15,4,3,25,96,97,332,238,271,267,304,121,377,58,2074
205021086,0,3,9,3,3,8,3,3,0,23,0,4,13,3,3,4,0,4,7,39,39,131,102,102,105,113,65,125,12,789
205031087,0,18,13,6,8,12,3,11,0,75,8,24,10,7,14,14,3,15,31,125,130,456,339,359,279,391,167,679,75,2876
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,8,16,7,11,0,60
205031089,0,13,5,9,10,18,4,17,3,88,7,14,8,6,14,28,5,13,26,124,88,370,286,299,339,373,203,458,62,2485
205031090,4,21,20,19,45,36,22,32,0,197,6,19,20,20,39,24,14,20,42,207,237,757,617,652,783,755,540,807,112,5254
205031091,9,15,14,14,17,18,3,17,0,101,9,16,11,3,12,9,3,13,29,115,178,548,389,454,441,444,203,341,60,3058
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,7,12,7,0,0,0,37
205031093,16,48,41,33,44,62,21,26,0,288,13,43,29,27,32,39,12,36,65,301,393,1159,898,1051,1003,1024,497,824,138,6987
205041094,3,18,3,4,15,3,4,16,0,72,13,12,3,8,18,21,11,29,46,156,205,417,287,283,911,621,463,687,87,3953
205041095,5,29,20,20,31,29,9,28,0,185,4,19,11,16,23,26,8,20,53,173,211,732,586,609,873,649,358,496,97,4613
205041096,6,44,26,23,96,81,36,55,3,371,12,28,27,18,63,57,29,38,92,365,371,907,862,967,1797,1499,778,1012,160,8352
205041097,5,73,43,47,96,105,33,51,5,461,15,32,30,31,61,47,18,28,94,361,449,1647,1165,1416,2007,1657,890,1206,212,10647
205041098,0,4,3,5,3,4,0,3,0,22,0,3,3,0,0,7,0,0,3,18,16,66,57,48,47,63,34,75,9,403
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,5,0,14,0,27
205051100,0,3,0,4,3,4,0,8,0,24,4,6,8,11,26,7,10,33,31,130,96,145,120,155,449,399,319,989,60,2726
205051101,4,21,12,22,26,33,9,18,0,152,4,26,17,14,10,50,9,24,34,190,187,560,415,447,523,660,364,745,82,3985
205051102,0,0,0,3,4,0,0,5,0,21,0,6,0,7,0,5,0,3,16,36,42,119,96,110,130,213,171,389,33,1294
205051103,10,45,32,43,57,63,31,45,4,325,14,24,15,27,42,32,10,40,61,272,323,1110,831,866,1176,1182,550,867,134,7038
205051104,0,6,7,12,11,12,3,10,0,61,3,3,6,13,8,11,5,8,17,72,71,255,199,255,247,255,103,369,48,1814
206011105,12,64,66,79,121,115,54,64,10,597,9,78,72,56,140,114,28,65,115,673,309,1525,1477,1466,2208,1977,887,1275,243,11375
206011106,0,20,11,8,22,43,15,21,3,139,3,18,17,16,35,28,16,21,19,168,44,382,358,339,424,483,212,402,42,2683
206011107,0,18,15,12,20,20,16,17,0,105,3,9,6,8,11,15,3,14,17,87,36,266,185,234,202,188,104,202,44,1458
206011108,3,44,35,36,46,47,32,32,5,280,13,41,27,25,56,52,9,26,76,333,245,1106,1047,1122,1563,1110,556,787,177,7705
206011109,4,10,6,8,4,7,3,6,5,51,3,9,3,6,0,9,0,7,11,53,43,181,147,148,141,156,58,130,25,1017
206021110,5,22,23,12,35,41,6,19,0,167,6,31,26,30,58,54,14,25,44,286,91,486,428,394,716,759,338,525,78,3820
206021111,13,56,37,35,74,66,29,32,0,337,3,28,33,31,30,54,6,36,42,279,161,956,752,774,967,988,503,751,110,5964
206021112,0,37,30,36,49,52,35,29,3,276,10,26,22,22,51,53,11,20,37,255,125,646,590,618,867,743,347,579,86,4603
206031113,0,12,18,19,21,25,6,24,0,134,0,13,21,11,19,12,5,18,14,105,76,443,355,327,341,335,191,320,44,2433
206031114,9,58,55,65,88,62,31,37,4,422,11,33,45,22,39,49,12,28,75,318,192,1460,1004,971,1223,1180,566,979,154,7736
206031115,0,13,15,9,6,9,3,10,3,70,3,15,15,11,12,20,4,8,26,111,71,364,274,299,390,554,213,319,64,2550
206031116,10,41,44,37,50,40,30,27,4,283,4,27,26,22,44,43,19,32,89,306,290,1098,1016,1095,1758,1484,630,908,168,8456
