SA2_MAINCODE_2016,M_Tot_H_0,M_Tot_H_1_15,M_Tot_H_16_24,M_Tot_H_25_34,M_Tot_H_35_39,M_Tot_H_40,M_Tot_H_41_48,M_Tot_H_49_more,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_15,F_AgFF_H_16_24,F_AgFF_H_25_34,F_AgFF_H_35_39,F_AgFF_H_40,F_AgFF_H_41_48,F_AgFF_H_49_more,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_15,F_Min_H_16_24,F_Min_H_25_34,F_Min_H_35_39,F_Min_H_40,F_Min_H_41_48,F_Min_H_49_more,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_15,F_Mnf_H_16_24,F_Mnf_H_25_34,F_Mnf_H_35_39,F_Mnf_H_40,F_Mnf_H_41_48,F_Mnf_H_49_more,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_15,F_EGWWS_H_16_24,F_EGWWS_H_25_34,F_EGWWS_H_35_39,F_EGWWS_H_40,F_EGWWS_H_41_48,F_EGWWS_H_49_more,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_15,F_Const_H_16_24,F_Const_H_25_34,F_Const_H_35_39,F_Const_H_40,F_Const_H_41_48,F_Const_H_49_more,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_15,F_WST_H_16_24,F_WST_H_25_34,F_WST_H_35_39,F_WST_H_40,F_WST_H_41_48,F_WST_H_49_more,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_15,F_RetT_H_16_24,F_RetT_H_25_34,F_RetT_H_35_39,F_RetT_H_40,F_RetT_H_41_48,F_RetT_H_49_more,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_15,F_AcFd_H_16_24,F_AcFd_H_25_34,F_AcFd_H_35_39,F_AcFd_H_40,F_AcFd_H_41_48,F_AcFd_H_49_more,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_15,F_TPW_H_16_24,F_TPW_H_25_34,F_TPW_H_35_39,F_TPW_H_40,F_TPW_H_41_48,F_TPW_H_49_more,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_15,F_IMT_H_16_24,F_IMT_H_25_34,F_IMT_H_35_39,F_IMT_H_40,F_IMT_H_41_48,F_IMT_H_49_more,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_15,F_FinIns_H_16_24,F_FinIns_H_25_34,F_FinIns_H_35_39,F_FinIns_H_40,F_FinIns_H_41_48,F_FinIns_H_49_more,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_15,F_RHRE_H_16_24,F_RHRE_H_25_34,F_RHRE_H_35_39,F_RHRE_H_40,F_RHRE_H_41_48,F_RHRE_H_49_more,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_15,F_ProSTS_H_16_24,F_ProSTS_H_25_34,F_ProSTS_H_35_39,F_ProSTS_H_40,F_ProSTS_H_41_48,F_ProSTS_H_49_more,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_15,F_AdSup_H_16_24,F_AdSup_H_25_34,F_AdSup_H_35_39,F_AdSup_H_40,F_AdSup_H_41_48,F_AdSup_H_49_more,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_15,F_PubAS_H_16_24,F_PubAS_H_25_34,F_PubAS_H_35_39,F_PubAS_H_40,F_PubAS_H_41_48,F_PubAS_H_49_more,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_15,F_EdTrn_H_16_24,F_EdTrn_H_25_34,F_EdTrn_H_35_39,F_EdTrn_H_40,F_EdTrn_H_41_48,F_EdTrn_H_49_more,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_15,F_HltHC_SA_H_16_24,F_HltHC_SA_H_25_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40,F_HltHC_SA_H_41_48,F_HltHC_SA_H_49_more,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_15,F_ArtsR_H_16_24,F_ArtsR_H_25_34,F_ArtsR_H_35_39,F_ArtsR_H_40,F_ArtsR_H_41_48,F_ArtsR_H_49_more,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_15,F_OthSvs_H_16_24,F_OthSvs_H_25_34,F_OthSvs_H_35_39,F_OthSvs_H_40,F_OthSvs_H_41_48,F_OthSvs_H_49_more,F_OthSvs_H_NS,F_OthSvs_H_Tot
120011385,30,236,232,188,275,349,174,370,45,1906,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,9,3,0,3,8,0,37,0,0,0,0,3,0,0,0,0,3,0,3,5,9,3,3,6,0,0,35,3,5,3,4,11,8,3,3,3,38,14,145,122,81,102,38,17,21,4,540,5,50,55,19,16,15,10,15,0,194,0,0,4,3,3,3,0,0,0,14,0,9,3,8,0,3,0,0,0,22,0,4,5,3,6,12,3,10,0,42,0,11,10,13,9,11,4,15,0,79,4,50,42,32,33,40,20,26,3,251,0,13,16,12,10,12,5,6,0,63,5,7,10,10,38,20,3,5,0,104,11,39,34,28,17,37,12,21,0,194,17,62,85,74,52,49,12,17,4,367,0,5,8,0,4,4,0,3,0,23,0,30,17,15,15,17,14,10,0,127
120011386,51,323,272,197,431,602,293,553,54,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,3,13,8,4,0,46,0,0,0,0,0,0,0,0,0,3,0,12,11,19,6,19,0,3,0,77,3,5,4,5,10,7,4,5,0,43,7,63,55,44,31,34,12,22,3,277,7,88,57,28,36,26,6,15,8,262,0,3,6,6,3,4,0,3,0,26,0,0,0,3,6,4,0,0,0,20,3,4,8,14,4,14,8,7,0,61,3,3,10,8,5,17,9,8,0,62,8,31,56,36,34,36,13,18,0,230,0,10,7,3,6,14,3,7,3,71,0,17,0,5,10,10,3,3,0,41,21,81,70,64,56,55,34,66,0,447,18,79,123,102,113,79,20,30,6,566,0,25,11,6,11,0,0,0,0,60,0,31,27,27,27,22,9,14,3,158
120021387,61,218,236,200,312,577,262,619,63,2558,0,4,0,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,9,12,12,12,3,0,0,0,51,0,0,0,0,0,0,0,0,0,5,0,16,14,3,3,10,4,3,0,61,3,6,3,0,3,4,5,3,0,28,5,63,48,50,39,26,8,18,0,262,4,64,59,25,24,23,6,25,3,229,0,10,9,3,11,9,0,4,0,47,0,4,8,4,7,13,9,9,0,60,3,13,6,10,3,15,8,7,3,65,3,16,10,12,12,21,10,12,0,94,7,65,56,45,42,53,31,48,3,342,3,24,17,11,5,25,7,7,0,97,3,11,6,14,18,8,4,3,0,64,18,44,35,33,31,37,24,34,3,252,24,84,91,106,110,96,18,29,6,563,4,11,15,6,4,10,3,9,0,57,3,27,26,22,23,18,3,15,0,139
120021388,98,413,450,407,948,1230,593,1037,109,5290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,32,25,35,31,4,26,0,182,0,0,0,0,0,3,0,0,0,7,3,12,13,12,20,27,11,9,0,110,4,13,15,25,28,26,13,5,0,131,25,159,124,125,150,119,61,69,6,838,11,83,80,55,23,20,11,24,3,306,3,5,3,0,8,3,5,3,0,30,0,24,22,10,18,16,6,23,0,130,3,12,6,8,18,13,0,8,0,68,9,12,11,11,24,35,17,14,0,132,25,95,91,76,65,100,44,45,0,535,0,27,14,30,16,27,19,15,0,156,11,31,23,33,74,39,27,20,0,258,34,110,109,104,132,118,53,80,5,744,38,146,182,166,201,133,49,43,11,964,3,22,22,16,6,8,7,7,0,86,7,47,46,31,43,31,21,16,4,232
120021389,55,218,217,196,493,732,335,723,66,3030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,7,12,6,10,4,7,0,67,0,0,0,0,0,0,0,0,0,0,0,5,9,13,4,19,4,6,0,57,0,5,8,3,10,9,0,0,0,39,3,57,36,20,27,22,9,23,0,198,3,32,35,28,14,32,11,16,0,179,0,3,3,0,14,0,0,3,0,26,4,9,4,4,13,30,10,19,0,91,10,8,6,10,23,28,16,11,0,108,0,3,4,0,13,12,0,8,0,46,5,31,43,43,51,65,22,36,3,298,5,19,17,19,46,34,20,17,0,177,0,13,10,7,40,21,8,7,0,117,14,62,47,33,52,46,22,46,5,331,27,87,81,86,189,121,44,49,10,687,0,23,16,11,4,11,3,11,0,75,0,22,27,23,28,19,22,13,0,154
120031390,78,306,294,268,743,758,350,524,95,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,10,4,5,8,18,13,4,0,54,0,0,8,3,6,3,3,3,0,20,21,93,66,55,78,36,8,16,9,382,10,78,53,44,60,25,10,13,3,299,0,3,3,0,3,3,0,0,0,18,3,3,4,0,4,3,0,0,0,19,5,6,7,12,20,9,3,4,0,66,0,7,4,12,38,27,14,9,0,113,0,22,20,29,24,38,14,13,0,172,7,16,16,11,23,15,5,4,3,96,55,44,58,93,357,203,113,78,7,1001,20,76,94,65,71,63,56,90,8,545,47,125,214,240,332,160,47,59,8,1237,3,13,4,0,3,3,0,3,0,24,4,16,19,8,34,24,11,4,0,125
120031391,134,575,549,465,1275,1559,612,916,161,6252,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,17,11,13,13,11,3,10,0,81,0,0,0,0,0,0,0,0,0,0,3,13,13,13,9,19,14,19,0,102,0,8,12,4,14,9,5,3,0,55,48,350,272,184,231,96,27,45,10,1269,17,159,121,72,53,51,23,29,3,531,19,6,17,8,60,61,25,10,0,201,9,34,9,3,13,10,7,3,0,82,16,19,31,32,93,83,20,15,0,308,7,14,18,21,29,42,5,12,4,152,6,47,53,60,117,111,36,31,7,463,7,15,31,26,38,30,10,6,3,170,37,31,35,46,307,151,64,47,9,727,32,211,130,142,168,149,95,151,13,1083,56,187,272,288,313,201,67,82,14,1472,0,20,6,9,5,3,0,4,0,46,11,41,40,45,48,27,26,17,4,248
120031392,9,93,88,108,139,205,75,131,25,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,6,9,9,5,3,3,4,0,39,0,0,0,0,0,3,0,0,0,5,0,10,5,3,9,5,0,3,0,37,3,25,10,12,23,6,5,3,0,86,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,3,3,3,3,3,0,3,0,17,0,14,5,13,5,11,0,3,0,51,0,8,3,3,6,9,0,0,0,29,0,3,0,3,4,4,0,3,0,15,6,24,16,36,35,22,20,28,0,190,6,13,25,17,15,16,3,3,0,108,3,3,0,0,3,5,0,0,0,12,3,8,7,3,0,3,0,0,0,23
120031393,35,170,113,108,204,325,114,239,36,1351,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,7,0,8,4,0,7,0,33,0,0,0,0,3,0,0,0,0,3,0,6,12,5,4,9,0,0,0,44,0,3,0,0,3,0,0,0,0,11,0,24,14,16,10,10,6,10,0,90,7,49,29,15,11,10,3,4,0,131,0,11,3,0,3,5,3,0,0,28,0,4,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,3,4,8,6,10,3,3,0,35,0,27,19,7,16,11,0,8,0,94,0,3,5,10,7,0,0,0,0,32,0,6,9,9,3,7,5,0,0,34,7,23,36,29,34,33,14,18,4,193,26,48,100,132,126,91,22,23,4,575,0,8,3,5,0,0,0,0,0,19,3,14,4,15,12,5,5,3,3,57
120031394,22,133,102,107,215,298,135,268,33,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,10,6,6,7,0,36,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,4,3,0,27,0,3,3,5,0,3,3,3,0,21,3,16,11,19,11,13,4,12,0,95,4,30,21,19,6,11,0,11,4,106,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,0,4,3,0,26,0,0,3,3,3,0,0,0,0,9,3,0,5,3,3,12,0,0,0,23,3,29,19,26,11,19,3,10,0,120,0,7,8,3,0,10,0,0,0,27,0,0,4,0,0,4,0,0,0,20,6,41,51,48,49,59,32,45,7,331,11,59,56,74,95,55,23,31,7,400,0,3,6,7,0,3,0,0,0,24,0,12,8,8,3,7,4,3,3,50
120031395,29,163,146,144,255,340,132,362,34,1599,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,4,5,3,4,0,4,0,37,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,8,0,27,0,0,0,0,0,0,0,0,0,7,4,51,36,41,79,38,18,19,3,287,6,55,30,16,10,11,9,3,0,137,0,0,0,0,3,4,0,0,0,16,0,5,4,4,3,4,3,0,0,23,0,3,3,3,3,0,0,8,0,20,0,4,3,3,4,14,4,3,0,28,9,18,16,17,22,30,15,18,0,141,3,11,6,6,8,5,8,3,0,55,4,3,10,3,5,0,0,0,0,25,8,37,40,36,33,36,13,31,3,238,19,82,101,102,115,76,20,26,6,557,0,4,3,8,3,4,0,4,0,22,3,12,13,6,11,8,6,4,0,71
120031396,104,373,527,433,1388,1837,724,1300,160,6857,0,0,3,7,7,12,0,3,0,36,0,0,0,0,0,0,0,0,0,0,3,10,15,17,45,29,14,10,3,135,0,0,10,4,9,11,0,0,0,30,0,14,13,11,12,20,14,13,0,99,12,28,61,44,127,94,27,33,3,433,28,183,196,143,216,180,68,53,13,1071,4,50,42,27,26,22,6,13,3,201,3,12,16,7,47,32,11,10,0,140,6,0,5,0,22,23,5,5,0,67,19,15,33,28,98,88,14,15,0,311,0,11,4,5,12,14,3,3,4,56,11,15,29,27,43,64,22,24,4,239,4,36,42,29,68,33,21,15,4,258,0,6,0,8,7,9,3,3,0,43,5,39,38,36,40,40,12,24,4,237,4,31,33,31,23,34,5,12,0,179,0,10,0,0,12,10,8,7,0,49,0,11,8,7,15,9,3,3,0,61
120031575,102,326,314,290,773,860,364,610,83,3731,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,3,4,7,6,8,0,0,40,0,0,0,0,0,0,0,0,0,4,0,8,17,4,7,19,0,3,3,70,0,6,10,0,9,6,0,3,0,35,7,56,40,48,35,28,11,8,3,236,0,63,43,38,24,15,12,17,3,211,25,25,16,20,165,88,72,26,0,447,0,4,7,7,5,0,0,0,0,20,0,5,23,14,26,19,3,5,0,103,3,6,12,12,9,24,6,7,0,87,4,39,25,25,37,39,4,14,0,188,4,26,32,15,12,16,3,0,3,105,5,10,16,12,37,18,3,6,0,106,65,211,206,162,298,194,110,163,12,1420,41,122,205,199,202,238,53,72,10,1142,0,10,4,4,4,3,0,0,0,25,0,11,13,19,14,16,6,0,3,81
120031576,36,95,109,94,332,364,176,367,42,1613,0,0,0,0,6,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,11,10,9,15,6,9,0,57,0,0,0,0,0,0,0,0,0,5,0,5,10,7,13,22,3,4,0,60,3,4,8,7,31,23,6,9,0,87,4,3,12,14,8,11,0,3,0,56,3,20,7,7,3,4,0,4,0,44,0,3,9,4,18,21,3,10,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0,0,14,0,0,3,5,0,3,0,0,0,10,0,4,3,0,3,16,3,6,0,37,0,9,12,7,4,7,3,0,0,43,0,0,4,3,4,8,3,0,0,22,0,8,18,18,15,13,11,11,0,99,10,12,24,30,28,22,3,4,6,133,0,0,3,0,0,0,0,0,0,6,0,6,9,3,15,10,3,0,0,48
121011398,232,1088,1074,792,2470,3905,1494,2580,261,13888,0,0,0,0,3,0,0,0,0,4,3,3,6,3,14,0,4,8,0,32,15,34,55,37,67,74,34,45,0,359,0,5,0,0,8,16,7,3,0,43,18,30,35,45,123,134,54,43,4,489,22,38,54,49,112,157,44,56,3,531,87,592,511,398,415,258,121,93,26,2503,32,270,250,109,131,91,52,80,14,1022,8,8,5,22,36,32,6,14,3,136,23,70,46,48,123,187,64,71,3,638,21,39,87,75,225,216,55,73,6,791,8,42,46,50,69,73,28,29,0,342,51,142,167,179,370,420,131,126,8,1597,23,59,81,48,98,110,40,45,4,515,55,36,79,68,240,183,63,42,10,769,23,201,87,80,91,93,45,52,17,688,71,277,383,339,443,281,106,127,14,2045,3,42,10,16,35,11,6,7,0,133,16,72,101,64,118,76,35,37,12,529
121011399,24,130,146,111,228,407,173,301,30,1552,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,4,3,3,0,0,0,15,0,0,0,3,3,0,0,0,0,6,0,3,4,4,3,3,0,3,0,19,0,3,4,4,3,6,3,0,0,19,3,15,5,8,7,19,5,3,0,73,0,17,24,9,6,7,0,3,0,64,0,0,0,0,3,5,4,0,0,19,3,3,4,3,9,20,3,13,0,56,0,3,3,7,8,12,0,0,0,30,0,3,3,0,10,5,0,0,0,18,7,43,26,20,20,35,8,18,0,174,0,14,6,8,3,8,3,3,0,51,4,3,5,9,16,13,11,10,0,63,10,60,51,62,42,58,27,40,4,355,3,40,67,67,66,60,15,18,6,338,0,3,3,5,0,3,3,5,0,22,3,4,4,4,5,6,0,7,0,42
121011400,110,531,414,386,1121,1629,766,1375,107,6445,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,25,28,20,151,89,33,24,0,378,0,0,0,0,0,0,0,0,0,6,3,14,31,14,21,21,7,22,0,127,15,12,20,23,58,81,33,35,0,285,12,125,76,58,91,81,41,31,4,523,6,60,66,46,28,45,27,35,3,312,0,0,3,9,10,11,7,4,0,47,9,5,18,13,31,24,5,9,0,121,0,21,9,11,27,24,9,13,0,116,3,24,14,10,16,21,11,16,0,120,31,119,84,91,131,171,84,73,0,792,5,28,39,23,26,21,11,9,3,169,3,17,21,18,45,12,5,5,0,115,15,128,133,111,66,78,51,99,8,683,58,203,255,260,322,249,87,126,10,1575,3,32,13,15,7,12,4,9,0,103,0,47,42,20,26,25,17,14,3,210
121011401,269,479,693,657,2736,4731,2082,3783,244,15688,0,0,0,0,3,4,0,0,0,13,5,3,0,4,3,6,3,8,0,29,10,23,44,30,94,124,55,46,0,423,0,0,0,0,3,4,4,0,0,18,9,22,34,27,53,63,36,29,7,267,17,14,41,43,97,159,52,88,3,505,21,72,66,65,109,111,50,34,3,532,12,54,52,25,38,41,16,17,0,256,6,15,13,16,61,39,11,16,0,167,55,39,93,72,189,297,156,229,3,1134,21,25,48,53,141,155,51,57,0,552,4,12,26,31,49,44,15,19,0,205,69,117,194,200,370,587,270,324,18,2157,8,37,80,37,104,78,24,32,0,404,7,4,24,16,36,58,12,10,0,162,15,65,85,70,170,111,45,39,10,614,298,310,877,694,1004,1363,398,412,40,5398,0,15,8,14,13,25,16,18,0,106,17,37,44,51,104,68,45,33,3,391
121011402,78,372,358,274,447,861,399,753,65,3600,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,7,12,5,8,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,19,12,17,12,18,7,5,0,99,3,3,6,6,0,4,3,3,0,34,10,83,87,56,55,39,13,26,0,358,6,52,56,26,18,18,4,13,3,201,0,4,4,0,0,3,0,0,0,22,13,21,44,36,81,112,67,95,3,472,3,24,14,10,6,12,3,3,0,71,0,21,9,19,8,29,10,25,0,129,4,75,58,46,31,56,22,33,4,335,0,25,22,15,11,12,3,5,0,95,0,14,8,7,6,8,4,4,0,46,26,126,118,82,44,87,54,73,4,618,13,114,149,110,73,65,23,35,4,589,0,38,20,8,10,3,0,5,3,94,8,44,28,23,28,32,21,10,0,201
121021403,58,236,154,170,533,628,270,505,53,2600,0,3,3,4,4,5,3,4,0,28,0,0,0,0,0,0,0,0,0,0,7,20,17,18,50,23,19,9,3,152,0,0,0,0,4,0,0,0,0,4,4,26,15,12,10,10,5,3,0,82,3,8,6,9,28,24,3,9,0,84,11,58,35,30,41,22,17,16,0,230,10,60,10,13,15,8,0,5,0,124,0,10,5,4,6,10,0,4,0,38,0,4,0,0,3,0,0,0,0,16,6,4,0,5,5,5,5,3,0,29,0,8,0,0,0,3,0,3,0,15,9,25,19,29,13,14,4,4,0,122,3,12,16,6,3,4,3,4,0,51,3,0,3,4,9,3,0,3,0,26,12,55,43,29,30,22,15,38,0,251,8,23,33,37,40,21,10,9,0,177,0,16,4,3,0,0,0,0,0,35,0,21,18,13,13,9,0,0,0,72
121021404,23,99,76,67,99,190,71,168,13,801,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,3,3,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,4,8,30,18,8,9,12,3,4,0,89,0,41,24,14,9,7,0,9,0,106,0,7,0,3,0,0,0,0,0,10,0,5,3,0,0,5,3,0,0,20,0,6,0,4,0,0,0,0,0,16,0,0,7,3,0,3,0,0,0,19,3,23,10,6,4,4,3,9,0,65,3,19,3,10,3,5,0,0,0,36,0,0,0,3,3,0,3,0,0,8,6,37,31,22,17,27,11,18,0,171,3,28,37,34,23,17,3,6,0,153,3,3,0,0,0,3,0,3,0,15,0,18,5,7,5,0,3,0,0,41
121021406,68,372,206,186,450,613,273,530,35,2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,9,6,18,12,5,3,0,62,0,0,0,0,0,0,0,0,0,0,0,14,18,15,19,14,6,9,0,100,0,4,11,9,23,22,3,14,0,79,8,45,45,41,31,26,7,11,0,209,25,106,59,32,34,63,26,58,3,396,0,0,5,6,0,0,0,0,0,17,0,3,0,3,0,0,0,0,0,8,0,5,0,3,0,5,0,3,0,19,0,12,7,0,3,4,4,4,0,40,12,38,41,42,30,64,21,20,0,263,0,18,6,13,9,11,5,6,0,74,3,4,12,7,17,4,3,0,0,49,13,108,92,67,46,72,43,96,10,540,15,53,93,76,75,33,18,18,4,395,3,17,3,0,3,5,0,5,0,35,3,26,16,12,13,17,3,4,0,103
121021577,95,362,309,299,746,905,452,746,116,4028,0,7,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,19,22,13,76,24,8,22,0,189,0,0,0,0,0,3,0,0,0,8,0,13,10,20,15,17,6,4,0,89,10,15,16,13,47,35,5,6,3,147,20,178,123,100,122,51,16,28,5,638,6,75,46,31,17,14,9,9,7,212,0,8,6,3,3,3,4,3,0,31,0,14,3,0,5,6,3,3,0,35,15,0,23,14,19,23,4,6,0,108,0,5,10,4,6,14,7,9,0,49,5,37,45,48,67,49,19,15,5,284,3,19,11,6,17,23,3,8,0,90,10,12,26,23,48,30,9,14,0,169,19,95,77,66,84,81,33,70,3,521,47,149,226,215,189,189,52,50,6,1125,0,17,7,8,5,0,3,3,0,43,0,32,25,25,22,19,7,10,0,142
121021578,31,128,124,112,226,235,137,200,27,1212,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,10,7,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,8,0,3,0,18,0,0,0,0,4,3,0,0,0,10,5,20,20,12,15,8,0,11,3,103,5,33,33,27,18,18,5,8,0,144,3,3,0,3,0,6,3,0,0,23,0,0,3,0,0,0,0,0,0,8,0,6,3,7,5,6,0,0,0,24,0,4,3,0,4,9,3,3,0,26,3,10,12,6,13,10,0,8,0,66,0,7,8,3,10,4,0,3,0,42,4,4,10,8,27,18,4,6,0,76,10,33,40,21,25,27,11,10,0,167,20,37,92,62,56,90,20,27,3,402,4,10,10,0,0,4,0,0,0,25,0,15,9,4,3,4,3,0,0,37
121021579,21,95,70,88,181,250,118,208,17,1047,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,7,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,16,0,0,3,4,3,0,0,0,0,14,3,9,13,16,32,17,15,17,0,126,0,24,18,7,6,3,0,7,0,64,0,3,3,3,3,3,0,3,0,15,0,0,3,0,0,0,0,0,0,7,0,3,5,0,3,10,0,3,0,23,0,10,6,3,0,4,3,5,0,38,0,15,12,12,12,5,3,4,0,58,0,3,0,3,3,8,6,0,0,23,0,0,0,0,3,3,0,0,0,10,7,24,24,24,19,25,15,32,0,167,21,46,85,74,78,55,18,18,4,407,0,5,3,3,0,0,0,0,0,26,0,5,4,14,5,6,3,0,0,40
121031407,57,326,239,209,419,508,236,443,44,2483,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,4,10,10,3,11,18,7,7,3,75,0,0,0,0,0,0,0,0,0,3,0,8,3,7,5,7,3,0,0,34,3,11,10,10,24,29,11,24,0,122,5,60,40,31,23,24,3,7,0,189,8,83,32,17,15,18,8,6,0,179,3,7,0,0,3,3,0,0,0,15,0,8,8,0,6,3,3,0,0,26,3,20,11,20,15,19,3,10,0,100,0,15,13,7,11,22,9,15,0,97,10,75,50,42,42,54,19,26,0,325,0,21,16,15,16,8,7,9,0,96,13,16,25,18,56,18,8,3,3,167,21,135,96,59,67,79,47,89,0,592,15,119,163,153,122,66,27,43,7,712,3,10,5,0,3,3,0,0,0,25,6,32,26,11,13,12,8,6,0,104
121031408,32,313,225,158,275,429,188,425,46,2100,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,13,3,6,9,9,0,3,0,42,0,0,0,0,0,0,0,0,0,0,0,16,9,3,10,3,0,4,0,45,0,4,3,4,8,8,0,0,0,27,3,52,49,39,35,15,4,8,4,210,4,67,35,8,16,15,7,12,0,160,0,5,0,3,0,0,0,0,0,12,3,18,3,9,3,14,9,0,0,53,3,26,17,16,7,8,3,3,0,91,0,16,11,6,5,13,6,25,0,80,17,71,60,51,23,43,16,28,0,301,0,20,15,10,6,6,3,3,0,63,0,9,8,8,18,14,9,7,0,72,31,127,102,77,49,71,49,85,3,593,18,136,121,123,88,54,25,30,4,596,0,16,5,7,3,5,0,3,0,37,0,45,22,14,26,7,8,8,0,135
121031409,50,249,168,150,336,627,282,596,40,2501,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,9,14,17,14,32,18,20,0,131,0,0,0,0,0,0,0,0,0,4,3,4,8,13,10,15,4,10,0,62,10,11,17,13,42,59,18,31,0,191,7,26,13,15,16,14,9,8,0,102,8,36,7,7,9,9,3,7,0,86,0,3,4,3,12,24,4,6,0,62,0,3,5,9,3,5,3,4,0,29,0,10,11,13,15,12,6,4,0,69,4,15,14,14,20,27,5,13,0,110,8,69,59,42,77,75,28,32,0,398,4,18,21,10,19,14,3,4,3,92,0,3,3,3,5,5,3,0,0,27,31,171,101,97,84,97,59,126,3,763,17,111,105,100,94,85,29,30,0,566,0,25,14,5,5,5,6,4,0,76,3,21,20,18,25,20,11,11,3,145
