SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
506031127,48,8,0,799,699,57,43,9,6,819,634,51,55,12,3,755,591,54,28,15,8,699,413,34,30,3,4,482,187,14,12,0,3,220,42,16,9,0,0,70,8,3,0,3,4,20,8289,434,396,81,66,9264
506031128,16,3,0,154,102,12,28,3,0,140,109,6,26,0,0,139,115,22,28,7,0,166,87,18,28,0,0,135,44,3,15,0,0,57,6,0,0,0,0,6,7,3,3,0,0,13,1146,101,205,26,8,1488
506031129,23,9,0,205,185,30,48,7,0,273,166,33,34,8,0,244,145,31,27,8,0,204,121,29,27,3,0,178,50,13,16,0,0,90,23,8,21,3,0,49,10,4,0,5,0,25,1853,216,259,50,9,2401
506031130,56,5,11,2068,1761,145,55,5,10,1966,1645,151,68,10,14,1882,1306,127,66,14,11,1521,855,79,46,13,7,1004,324,57,24,11,5,426,67,23,8,3,0,100,33,11,0,7,0,46,15556,926,476,86,118,17161
506031131,52,13,5,435,326,66,52,7,3,460,337,55,63,10,7,471,275,55,58,6,3,390,270,51,56,15,3,399,90,28,42,0,0,160,24,12,8,4,0,46,9,3,3,3,0,23,3653,426,450,83,35,4655
506041132,38,8,3,368,264,38,52,14,4,362,238,44,47,12,0,337,219,28,36,4,4,290,146,23,41,11,0,224,77,14,31,4,5,139,18,11,13,4,0,43,8,9,4,0,0,15,2928,290,399,73,45,3738
506041133,59,11,4,470,342,44,54,10,4,461,297,36,41,12,4,395,240,45,35,11,0,338,214,28,29,0,5,270,72,6,8,3,0,88,28,6,6,5,0,43,3,4,9,0,0,12,3165,310,373,84,33,3951
506041134,31,9,0,311,254,16,32,7,0,310,246,21,25,3,3,300,225,20,38,5,3,287,183,8,29,6,0,227,70,9,19,3,0,100,18,3,10,4,0,28,3,0,3,0,0,7,2487,154,293,50,34,3018
506041135,42,6,0,219,146,22,45,5,3,218,99,21,47,3,3,172,88,13,23,5,0,134,63,17,23,0,0,105,20,0,12,7,0,40,8,0,5,8,0,18,0,0,0,0,0,3,1313,162,326,61,15,1878
506041136,53,11,3,979,830,97,56,14,6,1006,725,79,73,14,10,897,600,80,74,3,11,766,465,57,67,15,3,601,179,41,43,13,0,271,37,7,11,11,0,71,21,0,6,5,3,34,7541,611,527,114,75,8872
506041137,55,5,5,283,253,27,58,3,0,338,205,17,45,9,8,280,196,23,47,10,0,275,152,12,46,3,0,214,74,20,16,3,0,107,28,3,10,0,0,49,15,3,3,3,0,20,2211,199,399,47,31,2889
506051138,44,3,4,741,624,41,42,11,3,718,559,42,48,11,10,666,485,41,47,7,7,582,342,37,33,9,4,434,123,17,20,5,0,175,31,5,13,7,0,56,17,0,3,0,0,26,5638,335,409,71,50,6503
506051139,37,0,0,205,130,29,41,5,4,209,139,42,41,4,4,229,122,24,28,3,3,177,85,15,15,4,0,122,25,4,10,8,0,44,7,0,3,3,0,18,8,0,3,0,0,10,1570,183,246,45,16,2059
506051140,48,5,0,309,272,65,57,7,0,410,256,38,53,12,3,358,220,53,61,11,3,343,140,30,42,12,6,226,81,30,34,15,0,162,34,15,21,0,3,66,7,0,9,4,0,28,2442,350,435,82,28,3345
506051141,52,6,3,301,224,39,43,8,3,319,188,34,37,4,3,271,202,41,42,8,0,291,152,32,43,10,0,236,57,21,22,4,0,110,20,10,20,3,0,48,17,3,10,9,0,38,1851,258,344,73,20,2550
506061142,35,5,0,182,136,26,35,5,0,202,106,22,33,4,3,168,98,18,35,4,0,156,67,13,31,3,0,113,20,11,3,0,0,33,8,3,0,0,0,14,3,0,0,3,0,5,1365,160,324,54,17,1921
506061143,25,3,3,181,117,35,33,11,3,196,126,44,34,12,3,218,88,23,24,10,0,137,62,14,24,6,0,111,20,10,9,3,0,46,5,8,5,8,0,27,0,4,3,10,0,11,1090,200,203,82,23,1595
506061144,22,3,3,116,85,11,14,5,0,120,88,20,26,8,0,139,89,15,15,5,3,135,54,14,26,9,0,97,26,8,7,8,0,52,12,6,9,4,0,24,3,0,3,0,0,15,728,106,169,51,13,1061
506071145,31,4,3,299,212,41,37,3,0,289,205,48,43,5,0,311,164,34,40,3,0,245,127,33,36,0,3,204,63,15,28,5,5,112,21,6,4,0,0,31,4,4,9,0,0,13,2098,290,326,45,28,2792
506071146,18,4,0,235,174,28,29,5,0,245,176,38,19,4,0,238,170,36,37,10,3,258,107,23,20,4,0,161,68,10,13,5,4,100,15,4,6,3,0,29,5,0,7,0,0,13,2007,230,220,63,12,2529
506071147,49,12,6,841,689,80,72,9,11,863,607,88,76,14,7,787,591,81,66,11,5,753,389,69,68,11,3,545,173,49,46,10,3,281,59,20,26,12,0,115,16,5,8,5,3,40,6534,624,539,108,47,7855
507011148,50,5,0,284,149,29,43,5,3,224,137,29,39,4,0,214,60,14,23,4,4,112,56,12,28,3,0,97,18,4,18,0,0,39,9,0,0,0,0,15,3,0,4,0,0,4,1486,205,318,60,19,2090
507011150,39,8,6,1062,944,102,44,8,6,1108,778,96,29,10,10,930,610,89,48,8,3,758,383,47,29,6,3,465,136,34,17,3,3,190,27,19,9,3,3,58,18,9,3,0,0,37,7863,670,292,74,69,8969
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
507011152,19,0,0,122,85,21,23,4,3,138,61,21,38,9,0,125,51,21,10,3,3,83,51,10,18,4,0,84,19,4,8,5,0,38,6,3,3,0,0,10,3,0,6,0,0,7,743,120,171,30,13,1086
507011153,17,3,0,75,45,8,25,0,0,72,38,11,16,0,3,69,40,8,15,7,3,69,24,7,12,0,0,44,7,0,8,0,3,19,3,0,3,0,0,13,0,0,3,0,0,7,371,71,158,20,10,627
507011154,37,5,4,194,123,23,44,5,0,198,116,22,42,6,4,189,115,18,30,0,3,164,101,7,28,3,0,133,32,8,9,6,3,61,12,3,0,3,0,20,0,4,3,0,0,9,1218,165,283,42,15,1730
507011155,10,0,4,755,657,27,14,0,7,708,541,21,7,0,0,573,364,18,10,7,0,405,235,6,11,4,0,257,59,5,0,4,4,71,17,3,0,0,0,18,3,3,0,0,0,9,5461,140,75,24,39,5737
507011158,7,0,0,47,45,12,7,0,0,60,43,9,7,0,0,63,22,7,6,3,0,41,21,5,3,0,0,28,3,5,7,0,0,14,3,3,0,0,3,4,0,3,0,0,0,3,422,57,59,9,3,551
507011159,48,8,0,549,454,43,44,13,7,558,369,61,41,13,3,490,309,50,38,8,3,413,201,21,21,0,3,254,89,13,15,3,0,126,22,7,9,0,4,36,8,0,3,0,0,13,4239,375,319,68,41,5049
507011160,25,8,3,240,186,12,22,4,3,226,183,18,34,7,0,240,183,18,16,0,0,218,108,14,24,0,0,141,39,8,11,0,0,60,17,0,10,0,0,23,3,0,3,0,3,12,2043,113,197,31,15,2396
507011161,39,9,0,274,203,23,36,0,3,262,165,18,23,6,0,211,124,4,11,3,3,137,82,6,11,3,0,101,19,4,4,0,0,31,4,0,0,0,0,9,7,0,0,0,0,8,2612,172,244,39,18,3083
507011163,28,0,0,122,77,12,32,3,3,122,63,15,19,4,0,101,42,12,26,0,0,80,24,13,12,3,0,56,13,5,5,0,0,32,7,0,0,0,0,7,0,0,0,0,0,0,686,107,181,26,8,1003
507011259,34,6,4,252,165,20,33,6,3,219,147,15,21,7,0,196,146,10,30,0,4,188,89,6,14,9,4,113,30,5,7,7,0,46,0,0,4,0,0,15,0,5,5,3,0,13,1629,129,197,37,29,2019
507011260,17,3,9,1051,975,49,31,17,15,1090,844,46,37,8,8,948,683,36,31,12,6,769,407,19,25,6,10,473,143,19,13,6,3,192,43,6,10,3,0,70,11,3,7,3,4,27,8243,324,248,88,70,8971
507021164,36,5,0,181,134,38,31,9,4,213,118,32,38,9,0,193,118,25,28,3,0,172,67,29,25,0,0,130,38,17,12,4,0,68,7,6,9,3,0,24,6,3,3,0,0,15,1293,195,250,39,18,1792
507021165,98,28,8,1764,1530,167,133,33,13,1878,1435,131,135,35,16,1754,1256,112,151,17,13,1551,820,77,111,22,8,1040,395,51,78,19,9,550,85,25,39,16,3,168,41,11,17,5,6,84,14659,926,1093,212,130,17028
507021166,64,14,8,441,320,49,71,10,0,448,315,50,62,3,3,429,308,52,62,10,9,438,206,28,49,10,5,294,99,14,35,4,0,163,26,8,13,6,0,55,11,4,3,3,0,26,3276,329,498,71,36,4208
507021167,21,3,3,468,409,57,22,3,3,497,340,69,35,5,4,454,330,66,21,0,3,417,186,40,31,0,3,262,110,25,8,8,3,151,28,8,5,3,0,45,8,4,4,5,0,22,3639,418,221,40,29,4357
507031169,23,8,0,174,120,7,11,5,0,139,88,14,10,0,0,111,86,4,15,3,0,113,53,6,15,0,0,73,21,0,3,5,0,25,8,0,0,0,0,6,0,4,0,0,0,5,1072,85,176,39,12,1387
507031170,9,0,0,146,119,13,11,0,0,145,117,11,15,0,0,147,114,6,12,0,3,133,80,4,7,0,0,100,22,3,11,0,0,38,14,0,0,0,0,17,3,0,0,0,0,4,1037,66,99,11,6,1220
507031172,3,0,0,74,43,4,0,0,0,55,63,7,3,0,0,75,47,3,0,0,0,49,21,3,0,0,0,27,6,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,482,28,17,4,0,536
507031173,12,3,5,725,745,34,10,3,3,791,711,17,14,0,7,747,548,28,8,3,0,588,331,17,5,0,6,357,93,7,4,4,3,104,29,10,0,3,0,35,6,0,0,3,0,11,5341,142,76,23,38,5616
507031174,20,3,0,316,257,10,25,5,6,301,255,7,16,3,0,275,197,3,22,3,0,221,108,5,13,0,6,130,32,3,4,0,3,44,8,0,3,0,0,13,5,0,0,0,0,7,2405,71,156,28,19,2677
507031261,15,0,0,218,179,17,25,4,0,237,142,12,11,0,0,170,108,15,10,6,3,148,71,9,12,3,3,96,19,10,8,0,0,30,7,0,0,0,0,6,4,0,3,0,0,9,1300,112,120,25,13,1573
507041175,52,13,3,383,336,70,36,10,6,460,283,75,57,4,0,421,236,78,47,4,0,365,175,62,37,8,3,292,66,34,31,9,0,140,18,23,11,8,0,63,11,3,6,9,0,34,3184,518,376,90,27,4191
507041176,7,0,0,80,51,8,3,0,0,67,56,4,11,0,0,74,50,5,5,3,0,65,35,3,13,0,0,48,26,3,4,3,0,38,3,3,0,3,0,14,3,0,0,0,0,3,466,41,66,11,3,592
507041177,41,4,3,295,236,28,59,7,0,338,211,26,46,3,7,291,204,40,53,8,0,308,125,21,29,8,3,181,61,23,14,9,0,109,20,8,8,6,0,40,3,5,4,3,3,24,2359,249,351,57,30,3047
507041178,43,8,3,644,483,89,54,9,6,641,446,101,59,12,3,618,406,58,58,6,3,539,269,58,48,11,3,383,97,33,27,14,0,164,33,12,15,11,0,72,10,4,13,6,3,34,6033,541,414,89,50,7128
507041179,25,0,0,162,135,18,17,6,0,179,159,13,15,3,0,196,131,15,14,4,0,167,85,20,11,3,0,122,33,9,14,9,0,66,8,4,7,0,0,25,3,3,3,3,0,9,1476,112,163,40,12,1802
507041180,33,3,0,152,108,17,31,4,0,164,108,24,25,0,0,164,98,25,32,0,0,161,60,20,36,6,0,125,38,13,21,3,0,73,11,3,4,0,0,20,0,0,3,0,0,7,995,162,256,36,10,1457
507041181,77,6,6,683,535,85,77,24,6,722,492,84,65,20,0,667,426,89,76,16,9,618,293,61,51,13,0,421,146,46,38,8,6,239,48,11,8,7,3,83,26,14,13,5,4,50,5540,586,561,103,50,6843
507041182,50,9,8,1574,1474,48,40,5,3,1575,1455,49,49,5,8,1567,1198,39,40,10,8,1302,738,26,44,13,5,831,231,16,13,7,3,269,46,8,4,0,0,63,18,3,3,3,0,27,12839,303,331,67,78,13627
507041183,12,0,0,65,61,10,8,0,0,83,55,4,7,0,0,69,53,11,7,0,0,69,55,8,5,0,0,70,23,3,6,0,0,32,8,0,0,0,0,9,0,0,0,0,0,3,612,60,103,12,5,796
507041184,6,0,0,45,38,15,10,13,0,72,49,8,19,3,0,86,48,17,26,7,0,89,23,20,21,6,0,66,17,7,11,0,0,38,3,0,5,0,0,15,5,3,0,0,0,10,445,103,122,36,5,705
507051185,81,7,4,475,354,39,90,15,8,499,275,29,57,14,5,381,176,28,26,11,0,243,113,24,29,6,0,175,45,6,16,3,0,79,16,3,7,10,0,32,3,3,0,0,0,10,3592,256,557,109,34,4546
507051186,12,3,0,240,249,3,16,0,0,267,261,5,10,4,4,288,203,6,12,0,0,218,130,5,6,0,3,149,31,3,5,0,0,43,3,0,3,0,0,8,4,0,3,0,0,13,1913,31,111,14,15,2080
507051187,47,7,0,339,244,37,33,10,3,321,217,25,36,10,3,295,166,28,34,4,0,232,89,9,22,0,0,126,30,0,10,4,0,47,19,3,3,0,0,25,5,0,3,3,0,10,2218,187,284,63,20,2770
507051188,70,9,10,1358,1221,88,83,18,14,1421,1230,92,87,18,8,1437,894,64,87,17,12,1067,532,42,75,16,10,675,188,23,29,11,3,256,37,8,7,3,3,61,14,3,3,3,7,32,12579,521,578,129,120,13936
507051189,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11
507051190,23,0,0,161,121,16,29,6,3,173,123,11,26,0,0,170,109,18,25,6,0,164,72,17,18,5,0,112,29,9,10,0,0,55,11,4,8,3,0,22,0,0,6,0,0,12,1067,114,208,34,7,1431
507051191,57,8,3,282,175,35,53,5,0,264,127,23,45,5,0,193,84,17,30,8,0,147,67,6,11,0,0,89,23,5,6,0,3,35,5,3,3,0,0,14,8,0,0,0,0,11,1438,173,382,56,12,2057
507051192,23,4,0,137,123,11,21,0,0,147,116,6,25,3,0,144,77,5,27,0,3,116,45,10,9,0,4,67,20,0,7,3,0,27,3,3,3,0,0,11,8,0,0,0,0,12,1017,50,166,28,11,1277
507051193,26,4,0,209,198,16,22,9,0,236,155,6,29,0,0,189,100,4,8,3,3,120,59,5,10,0,0,74,23,3,11,3,0,34,5,0,4,0,0,11,0,0,0,3,0,5,1696,70,163,29,13,1978
509011225,83,21,4,1040,972,72,96,16,9,1161,902,76,115,6,11,1112,888,69,115,22,13,1110,614,51,98,19,12,793,247,23,56,13,8,346,61,9,19,8,3,102,27,3,12,7,5,56,8179,464,743,142,98,9627
509011226,21,6,0,149,98,17,12,16,0,145,108,12,39,9,0,178,104,13,49,18,3,187,35,20,38,23,0,111,31,11,36,25,7,101,6,3,18,21,3,54,3,5,13,11,3,47,981,121,266,143,26,1537
509011227,5,3,0,40,37,3,10,0,0,58,31,4,8,0,0,55,40,4,9,0,0,52,25,3,6,0,0,29,11,0,12,4,0,25,0,0,3,3,0,5,0,0,0,0,0,0,298,27,67,16,0,409
509011228,39,3,3,182,162,15,59,12,7,247,147,15,53,10,3,231,133,17,55,9,3,223,95,15,53,24,0,198,54,11,40,23,0,138,13,4,19,15,3,56,5,0,20,7,0,33,1219,114,406,127,25,1893
509011229,28,11,5,146,79,31,35,18,3,166,76,22,52,20,8,174,72,27,47,17,3,170,51,18,54,22,3,148,20,8,26,19,0,80,9,4,11,12,0,36,3,4,10,13,10,32,766,193,335,170,41,1510
509011230,25,3,3,169,142,15,20,7,8,188,195,26,32,7,3,260,166,17,31,10,3,226,103,13,28,10,7,159,37,6,12,9,0,63,13,5,14,6,0,40,3,4,4,8,0,17,1568,125,208,87,36,2019
509011231,39,15,5,162,108,27,46,17,4,203,129,28,63,31,0,244,89,16,59,42,3,204,73,18,49,31,3,169,25,11,40,33,0,116,11,10,22,15,3,56,0,0,17,26,3,47,908,190,426,259,28,1804
509011232,22,4,0,76,64,8,22,0,3,93,59,10,13,3,0,82,48,6,16,4,0,81,48,6,18,8,0,78,25,3,10,8,0,43,5,0,3,3,0,12,0,0,0,4,0,6,446,40,120,40,13,661
509011233,31,9,4,257,258,30,33,11,4,334,254,21,42,4,5,323,229,25,36,11,0,299,159,21,30,7,3,220,65,14,27,4,3,115,15,0,6,3,0,22,3,0,8,4,4,19,2064,158,276,56,27,2582
509011234,24,13,4,205,165,15,41,23,0,242,160,19,49,12,0,238,136,18,33,28,3,223,112,8,39,27,3,195,37,3,29,23,7,106,4,5,16,22,3,51,0,6,13,17,0,44,1389,105,295,190,41,2019
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,24,12,0,168,111,26,16,5,0,159,96,14,40,10,0,162,72,9,32,10,0,122,65,14,30,14,0,119,24,9,10,16,0,68,14,0,12,21,0,51,0,0,7,11,0,23,890,114,216,110,16,1344
509021237,23,4,0,138,103,25,37,8,8,175,117,23,40,15,4,190,120,27,40,17,0,202,87,15,20,8,0,137,23,11,18,17,3,73,15,5,11,8,0,38,0,3,10,8,4,28,1026,162,251,103,27,1568
509021238,34,15,3,170,89,33,24,14,3,162,116,29,33,16,4,199,103,24,44,17,3,191,102,40,33,16,3,197,30,20,29,15,0,97,11,14,16,11,0,48,6,9,15,25,0,53,1009,238,293,158,22,1725
509021239,48,3,5,315,245,53,48,18,15,369,232,44,68,28,7,378,203,31,62,33,5,335,134,41,73,32,11,283,57,18,43,44,3,166,29,11,26,30,3,103,9,8,28,24,3,73,2247,312,468,253,62,3341
509021240,27,8,3,218,163,23,38,11,3,243,159,32,31,25,3,254,188,25,41,25,3,284,103,37,31,8,3,179,46,14,21,12,0,89,20,6,20,18,0,60,6,3,25,12,0,47,1584,224,301,147,27,2284
509021241,41,17,3,268,148,25,43,22,3,247,170,47,63,27,4,317,162,39,48,29,4,277,110,24,36,18,10,195,49,16,31,26,3,128,24,7,17,21,3,66,10,3,17,22,0,59,1545,250,369,212,45,2421
509021242,25,10,5,255,213,15,38,21,5,293,218,18,48,24,9,315,176,20,42,17,4,269,106,15,37,16,10,178,33,13,21,13,7,91,7,3,23,15,0,51,8,6,7,17,3,38,1691,140,285,180,50,2335
509021243,29,9,5,421,426,25,49,15,4,520,428,26,43,6,11,513,455,38,59,15,3,570,330,38,37,15,12,428,121,17,24,18,0,183,39,9,9,12,6,73,7,5,9,10,0,33,3607,228,335,124,71,4361
509021244,5,3,0,68,62,9,26,8,0,106,52,12,20,13,4,100,64,11,40,9,3,121,40,7,29,9,3,89,22,7,25,15,0,68,4,7,14,8,0,30,3,0,5,5,0,18,492,83,195,80,15,858
509021245,24,10,3,131,105,31,20,10,4,161,114,19,33,14,3,180,100,14,55,13,3,186,69,27,34,19,11,166,39,17,38,20,0,115,21,6,13,9,0,53,9,9,10,8,0,32,919,176,271,128,32,1518
509031246,17,12,0,131,105,29,43,12,0,185,80,29,34,14,5,157,85,18,35,23,0,170,71,24,33,22,5,155,36,11,31,26,3,103,14,7,20,14,0,58,0,0,11,18,3,33,828,180,260,163,26,1453
509031247,69,18,0,265,135,35,55,30,6,257,138,55,79,25,0,300,128,48,74,44,3,296,80,29,69,37,7,209,41,27,46,39,5,148,9,15,13,21,0,66,10,4,17,33,4,64,1286,314,509,303,41,2453
509031248,11,3,3,309,296,3,12,3,6,317,270,5,12,8,5,292,186,11,14,0,0,210,144,3,5,8,3,166,23,7,9,4,0,49,0,3,8,6,0,19,3,0,3,10,5,22,2225,70,77,47,31,2443
509031249,21,9,3,219,206,25,23,15,0,269,215,16,26,9,0,264,221,11,21,10,4,271,144,13,35,11,0,207,56,17,17,6,0,98,23,4,5,4,3,43,11,0,3,10,3,22,1807,123,200,76,30,2238
509031250,42,13,3,174,87,26,53,27,3,191,105,36,39,27,3,206,101,28,64,35,0,227,82,23,65,18,0,192,34,9,43,33,4,124,14,10,33,19,0,78,10,4,20,20,4,54,921,208,433,223,28,1809
510011262,58,14,6,729,562,61,36,4,4,666,501,55,45,7,9,616,427,40,49,13,5,536,335,24,37,13,3,408,109,23,13,9,3,153,23,6,11,11,3,44,13,3,8,4,0,27,5188,346,366,86,74,6060
510011263,9,0,3,158,124,5,11,3,0,148,123,7,3,0,0,133,124,11,7,3,0,149,76,8,9,0,0,96,26,6,9,4,0,48,6,0,0,3,0,7,3,0,0,0,3,8,1245,58,57,18,18,1400
510011264,0,0,0,29,36,4,3,0,0,36,34,3,0,0,0,35,24,0,0,0,0,26,9,0,0,0,0,12,8,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,283,8,10,0,0,298
510011265,16,9,4,339,280,22,12,0,0,326,282,20,15,3,4,322,261,16,7,6,0,293,168,8,8,5,4,189,49,3,7,3,0,63,12,3,7,4,0,23,3,4,3,3,0,14,2553,134,113,49,22,2867
510011266,4,0,0,45,54,0,4,3,0,60,26,8,4,0,0,40,31,0,4,0,0,36,16,0,3,3,0,26,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,403,14,21,11,3,454
510021267,15,8,9,1500,1364,21,18,8,6,1415,1257,18,21,4,15,1316,956,20,19,4,5,1010,471,10,7,3,8,498,158,5,7,5,3,180,24,3,9,3,3,42,7,0,0,0,0,16,11591,161,142,52,83,12031
510021268,10,0,3,143,117,4,3,0,0,128,97,10,13,7,0,126,78,7,4,0,3,95,51,3,3,0,0,55,13,0,3,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,1065,41,50,13,15,1190
510021269,17,0,7,420,369,22,19,3,8,421,329,27,3,3,4,371,270,14,7,7,5,306,120,11,5,0,7,143,42,3,6,0,0,54,6,0,4,0,0,13,3,0,4,0,3,9,3277,146,101,19,41,3595
510021270,12,0,3,245,236,12,9,0,3,266,207,10,9,0,0,228,164,10,10,3,0,191,100,4,3,0,3,114,35,0,3,3,0,43,3,0,0,3,0,14,3,0,0,0,0,3,2093,76,102,18,26,2318
510031271,59,12,16,3495,3268,59,49,20,21,3415,2843,36,51,20,30,2978,2170,47,43,10,20,2284,1123,36,31,14,15,1208,328,20,27,8,6,398,57,8,3,3,6,88,26,0,0,7,6,37,25769,349,383,116,211,26824
510031272,31,0,0,483,404,29,20,0,5,460,361,32,23,5,0,426,282,23,19,3,4,331,156,9,13,8,4,183,52,3,6,0,0,64,15,3,0,0,0,23,6,5,0,3,0,15,3729,224,209,53,31,4235
510031273,15,6,6,866,724,23,18,5,12,785,595,21,13,4,13,645,465,16,9,0,3,495,229,6,16,4,3,258,81,4,13,0,3,103,15,0,0,3,0,18,13,0,0,0,0,13,5918,131,135,41,61,6279
511011274,35,8,5,454,425,45,51,9,8,536,363,65,47,17,12,501,335,32,52,17,10,435,186,35,38,12,8,277,79,23,15,16,0,128,26,9,10,12,0,57,10,3,7,12,0,32,3501,324,352,114,62,4350
511011275,27,11,3,162,88,15,42,12,3,159,107,15,45,10,4,186,83,27,37,20,3,168,53,11,17,15,0,91,15,4,11,5,0,42,7,0,10,16,3,35,0,0,8,8,0,16,951,135,271,114,26,1495
511021276,19,3,3,171,179,16,28,5,3,230,129,11,25,3,3,179,117,7,31,5,0,167,73,10,30,3,3,121,30,7,20,7,0,61,7,4,4,3,0,17,4,4,4,0,0,14,1312,103,205,43,27,1691
511021277,17,3,3,257,195,26,26,3,4,258,195,17,9,3,3,226,143,20,17,5,3,183,95,0,12,3,0,107,27,3,11,4,0,46,12,0,3,0,0,14,3,0,3,0,0,5,1745,133,128,26,28,2063
511031278,10,7,0,139,143,12,17,3,0,177,115,14,8,7,0,147,82,11,13,0,0,103,64,9,7,3,3,87,22,4,5,0,0,38,8,4,0,3,0,16,0,0,0,0,0,0,1138,93,91,32,9,1363
511031279,53,14,4,1037,868,80,53,6,11,1015,795,75,55,6,11,942,648,67,53,7,6,774,417,35,30,11,3,503,123,13,22,4,0,165,38,10,4,3,0,59,12,5,0,5,3,29,8082,456,362,81,87,9064
511031280,13,0,0,77,61,16,14,3,0,89,72,5,13,0,0,86,53,8,10,0,3,76,38,4,11,4,0,58,8,3,3,0,0,24,0,3,0,0,0,6,5,0,0,0,0,6,605,53,83,13,8,774
511031281,0,0,0,12,10,0,0,0,3,15,16,5,0,0,0,19,13,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,97,7,3,3,3,116
511031282,3,0,3,395,390,16,10,0,3,422,320,6,14,3,3,347,273,10,8,0,5,302,142,13,5,3,4,159,46,7,5,3,4,66,11,0,0,0,0,18,4,0,3,0,0,10,3177,86,71,26,34,3400
511031283,21,4,3,643,593,12,10,7,5,623,512,5,16,3,3,538,403,13,21,4,3,438,240,5,14,6,0,267,71,4,7,5,3,88,19,0,7,0,0,26,3,0,0,3,0,7,4781,77,115,28,35,5038
511031284,3,0,0,147,111,3,3,0,0,118,120,3,0,0,0,123,97,0,0,0,0,97,41,0,0,0,0,45,11,3,0,0,3,18,5,0,0,0,0,7,0,0,0,0,0,0,1076,17,13,5,10,1115
511041285,85,23,11,1397,1308,103,84,32,15,1528,1190,102,91,28,20,1429,992,99,86,24,21,1219,679,63,86,19,12,856,221,36,42,29,4,329,56,18,25,13,3,116,25,15,8,8,3,57,11009,668,644,203,123,12644
511041286,27,4,0,246,233,18,18,6,7,274,213,22,29,7,5,271,183,25,23,7,3,243,109,8,21,0,0,136,43,3,7,0,0,53,8,0,3,3,0,22,3,0,3,0,0,4,1832,120,162,47,14,2178
511041287,15,0,0,61,59,6,15,3,3,93,41,10,17,6,0,71,38,11,16,0,0,66,25,8,24,5,0,54,13,7,7,4,0,26,3,0,3,0,0,13,0,0,0,0,0,0,426,53,148,28,10,657
511041288,11,0,0,84,67,13,15,5,0,98,52,8,13,3,0,82,40,10,15,4,3,66,25,3,9,6,0,44,3,10,6,0,0,17,0,3,3,3,0,12,0,7,0,0,0,10,466,77,121,29,10,705
511041289,9,0,3,117,95,12,7,0,0,121,103,13,9,6,3,137,66,12,22,7,3,111,52,14,17,7,0,87,18,6,8,8,0,37,5,3,3,7,0,18,3,4,0,7,0,12,772,92,112,46,15,1037
511041290,11,3,0,294,300,3,4,7,0,311,273,9,5,3,4,300,231,8,14,6,0,260,116,3,14,0,5,143,44,3,10,4,0,55,3,0,6,3,0,16,0,3,0,0,0,9,2474,50,69,33,17,2647
511041291,17,0,0,215,155,19,15,10,4,203,169,16,30,7,3,220,135,23,33,15,3,216,105,16,21,9,7,159,29,4,16,5,0,55,12,5,7,12,3,48,0,4,6,0,0,16,1522,131,181,87,28,1954
511041292,28,13,0,186,111,23,36,8,0,180,118,23,48,22,3,213,94,23,43,12,5,181,71,22,44,24,3,164,23,13,25,16,0,80,10,6,12,16,0,46,7,5,9,12,3,22,1006,182,285,161,17,1652
597979799,3,0,0,229,209,8,4,0,0,216,221,4,3,0,0,230,146,4,3,0,3,154,58,3,0,0,0,64,16,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,1533,22,23,5,8,1595
