SA2_MAINCODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
125011475,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,0,0,10,0,3,0,0,0,10,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,6,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,16,88,95,116,77,8,0,410,0,0,3,0,0,0,0,0,3,14,3,3,0,7,0,0,0,23,4,0,3,8,3,9,0,0,28,0,5,9,3,10,3,0,0,29,5,5,7,5,6,4,3,0,41,3,10,10,10,14,9,0,0,58,0,5,5,6,9,6,3,0,36,0,4,9,15,14,3,0,0,51,0,0,20,11,13,10,0,0,47,0,0,9,11,5,5,0,0,28,0,0,3,6,11,6,0,0,30,0,0,3,12,6,5,0,0,30,0,0,6,6,3,3,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,12,29,44,91,95,108,67,6,0,440,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,3,6,0,0,0,0,0,15,0,4,4
125011583,29,131,131,93,69,6,0,468,0,0,0,0,0,0,0,0,10,11,0,3,0,0,3,0,0,23,12,3,8,4,4,10,0,0,33,3,8,7,3,4,6,0,0,33,0,5,11,0,3,3,0,0,34,3,5,13,8,14,6,3,0,52,3,3,18,7,17,4,0,0,52,0,10,15,6,15,14,3,0,54,0,0,8,12,11,3,0,0,34,0,3,4,7,0,0,0,0,19,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,43,82,61,73,57,13,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,10,0,0,3
125011584,16,52,63,79,63,8,0,290,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,0,3,0,3,3,0,0,13,0,0,3,0,4,4,0,0,14,0,7,4,3,6,6,0,0,34,3,3,13,10,12,9,3,0,49,3,4,17,20,8,11,3,0,65,0,6,13,6,12,10,3,0,48,0,0,3,8,12,12,0,0,34,0,0,6,0,3,4,0,0,11,0,0,0,4,0,3,0,0,11,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,62,62,59,64,7,0,300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
125011585,5,10,7,16,8,0,0,51,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,3,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,8,0,3,0,0,3,3,0,0,12,0,0,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,8,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,11,18,8,0,0,65,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0
125011586,66,248,276,320,201,52,3,1189,0,0,4,0,8,0,0,0,11,50,4,3,3,0,0,0,0,60,17,18,9,9,10,6,0,0,66,11,17,15,7,16,14,3,0,83,7,12,25,13,17,13,3,0,91,8,29,28,29,34,23,4,0,158,4,30,53,52,46,46,9,0,248,3,24,59,42,61,43,3,0,234,0,4,36,46,45,31,5,0,159,0,7,22,23,30,8,7,0,94,0,3,17,12,12,12,5,0,66,0,0,16,17,19,13,0,0,60,0,0,10,8,19,18,0,0,58,0,0,0,3,3,0,0,0,4,0,4,5,9,6,3,0,0,27,106,153,311,271,320,224,34,4,1428,4,0,0,0,0,0,0,0,10,5,0,0,0,0,3,0,0,10,0,3,0,4,4,0,0,0,14,0,0,6,0,0,3,0,0,11,0,3,0,0,3,3,0,0,13,4,3,3
125011587,37,77,87,80,48,11,0,348,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,4,3,5,0,3,3,0,0,18,0,3,3,3,4,0,0,0,10,3,4,12,3,3,3,0,0,32,0,6,7,8,10,8,3,0,48,0,5,8,20,13,13,0,0,62,0,5,8,8,10,14,0,0,46,0,0,9,4,3,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,16,25,56,50,63,44,8,0,275,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3
125021476,9,22,19,37,22,5,0,119,0,0,3,0,0,0,0,0,4,35,5,0,3,3,3,0,0,47,9,15,5,0,3,6,0,0,41,6,3,11,6,8,7,3,0,39,0,7,10,8,15,9,3,0,45,0,5,11,4,14,11,3,0,48,0,5,5,7,11,13,0,0,47,0,0,6,9,8,8,7,0,40,0,3,8,6,11,8,0,0,30,0,0,3,3,3,3,0,0,14,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,55,41,61,51,88,65,14,0,373,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,6,0,0,0,3,0,3,0,3,12,0,0,0
125021477,75,214,229,306,227,44,0,1122,0,6,4,0,3,0,0,0,7,23,6,5,3,3,3,0,0,42,15,12,6,5,13,18,3,0,73,3,8,12,13,13,13,3,0,57,3,11,19,13,27,15,3,0,95,0,16,25,30,34,26,5,0,136,5,22,54,49,65,55,10,0,265,0,28,52,48,56,53,11,0,249,0,10,32,28,61,63,6,0,207,0,4,16,15,22,12,6,0,78,0,3,6,9,18,3,0,0,40,0,0,0,6,3,4,0,0,19,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,7,3,0,3,0,7,0,3,0,22,56,124,225,227,330,281,54,3,1294,4,3,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,3,0,4,3,3,3,0,11,0,0,3,0,5,0,0,0,9,0,4,10,0,0,0,0,0,14,0,3,3
125021478,0,10,14,11,3,0,0,39,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,8,0,0,0,0,0,5,0,0,14,0,0,6,0,3,0,0,0,12,0,0,0,3,3,5,0,0,17,0,0,0,0,5,6,0,0,18,0,0,4,3,3,0,0,0,19,0,0,0,3,3,3,0,0,10,0,0,7,0,5,0,0,0,11,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,23,16,32,29,7,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0
125031479,80,248,276,339,224,34,0,1210,0,0,3,0,0,0,0,0,10,5,3,0,0,0,3,0,0,17,3,5,4,6,3,8,0,0,31,0,5,8,11,11,9,3,3,58,0,7,11,10,9,10,0,0,49,0,17,37,33,53,29,3,3,169,0,21,61,55,67,55,5,0,272,4,18,37,31,40,34,6,0,162,0,3,14,14,40,26,3,0,101,0,4,6,9,8,12,3,0,43,0,0,0,4,7,9,0,0,24,0,0,0,3,6,3,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,10,16,97,197,188,243,188,24,3,954,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,4,3,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,10,0,0,3
125031480,60,144,154,220,168,31,3,810,5,0,0,0,0,3,0,0,10,17,0,3,0,0,4,0,0,22,13,3,3,5,7,7,0,0,44,6,7,7,7,13,6,4,0,52,0,12,9,8,10,5,0,0,47,11,11,17,27,21,26,5,0,125,5,16,39,26,46,26,0,0,151,3,10,16,18,25,26,3,0,99,0,3,9,9,10,8,0,0,47,0,0,3,10,3,3,0,0,21,0,0,0,3,9,0,3,0,13,0,0,0,0,3,3,0,0,12,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,12,51,62,109,122,165,123,15,0,656,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,0,0,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,4,0,0,4
125031481,37,113,128,132,136,32,0,590,6,4,0,0,0,0,0,0,10,19,0,3,3,4,0,0,0,27,9,0,9,7,12,4,0,0,44,10,9,14,8,6,9,5,0,56,5,11,14,10,3,11,0,0,63,3,13,13,7,14,12,3,0,66,3,6,23,22,23,23,3,0,107,0,8,19,17,18,18,0,0,87,0,13,21,15,23,11,5,0,90,0,4,13,4,12,3,0,0,29,0,4,14,12,11,3,0,0,42,0,3,5,7,6,8,0,0,25,0,0,5,9,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,15,58,82,153,121,138,113,17,0,680,0,3,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,5,0,3,3,3,8,0,0,0,12,0,0,3,0,0,0,0,0,8,0,3,0,3,0,0,0,0,8,0,3,3
125031482,63,255,256,258,179,30,0,1048,0,0,0,0,0,0,0,0,8,8,3,0,0,3,0,0,0,17,9,8,5,3,5,7,3,0,46,3,3,10,8,5,3,3,0,31,3,10,10,4,8,4,4,0,49,3,11,7,12,21,19,4,0,72,0,5,13,14,16,18,3,0,75,0,5,15,14,16,18,3,0,72,0,0,14,20,5,5,3,0,52,0,3,3,12,0,5,0,0,24,0,4,3,0,6,3,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,14,35,53,83,94,94,89,22,4,483,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,0,5,0,6,0,0,9,0,0,0
125031483,28,95,105,153,114,21,0,523,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,17,5,9,6,3,3,3,0,0,32,4,8,15,3,6,9,0,0,44,3,10,16,7,9,5,0,0,46,0,9,14,7,24,11,0,0,66,3,9,32,25,28,24,3,0,117,0,4,18,15,12,4,3,0,56,0,0,6,11,10,5,0,0,31,0,3,7,0,3,0,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,36,51,120,81,94,68,4,0,447,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,7,0,4,4
125031484,10,36,46,55,50,4,0,209,0,0,0,0,0,0,0,0,3,13,0,3,0,4,0,0,0,23,7,5,0,0,0,6,0,0,23,3,10,4,0,0,4,0,0,28,0,3,0,5,0,0,0,0,12,0,3,4,8,6,11,3,0,32,0,10,12,7,13,10,0,0,46,0,3,7,9,11,6,0,0,30,0,3,3,5,5,5,3,0,28,0,0,0,4,0,3,0,0,13,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,40,35,44,53,43,7,0,256,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3
125031485,11,69,64,50,50,17,3,263,0,0,0,0,0,0,0,0,5,36,3,3,0,0,3,0,0,43,7,6,3,5,6,8,4,0,36,0,15,9,8,8,6,3,0,48,3,11,9,4,9,8,3,0,54,0,12,14,11,16,8,3,0,63,0,10,20,12,7,13,0,0,65,0,14,11,14,14,14,0,0,66,0,0,14,10,4,9,0,0,39,0,0,4,3,5,3,0,0,17,0,0,0,3,4,0,0,0,14,0,0,4,3,3,0,0,0,12,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,8,51,68,86,75,85,75,18,4,469,0,0,0,8,0,0,0,0,7,4,3,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,7,0,3,3,0,0,0,0,0,13,0,0,3,3,5,0,0,0,8,0,0,8
125031486,149,422,517,664,481,79,0,2344,0,0,0,0,5,0,0,0,11,4,0,0,0,0,0,0,0,6,7,0,6,4,0,3,0,0,23,5,9,16,20,8,5,3,0,63,5,3,11,12,19,5,3,0,65,0,11,19,20,29,26,9,0,105,3,32,52,58,53,61,9,0,261,7,24,53,53,71,58,12,0,286,0,4,37,33,50,48,6,0,181,0,8,15,17,20,17,3,0,72,0,0,9,7,14,14,0,0,53,0,0,3,3,3,6,0,0,16,0,0,0,8,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,4,9,0,0,0,19,31,108,227,230,289,252,48,0,1172,0,0,0,4,3,0,0,0,6,0,4,0,0,0,0,0,0,8,4,3,3,0,0,0,0,0,10,6,3,0,0,3,0,0,0,11,3,0,7,3,0,0,4,0,15,0,3,4
125031487,90,241,280,277,176,27,0,1110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,6,5,0,3,0,3,3,0,0,15,0,0,0,5,3,0,0,0,14,0,3,8,3,9,7,0,0,27,0,7,14,7,10,9,0,0,50,0,5,21,7,7,3,0,0,49,0,0,10,5,4,3,0,0,27,0,0,3,8,0,3,0,0,14,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,68,42,42,37,3,0,221,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
125041489,29,57,46,50,42,11,0,246,0,0,0,0,4,0,0,0,3,24,0,3,0,0,0,0,0,29,13,9,10,4,7,4,0,0,41,3,10,11,3,13,8,0,0,45,5,11,16,6,18,11,3,0,64,0,11,24,15,25,18,6,0,106,0,10,26,21,35,33,4,0,128,0,11,26,26,46,47,6,0,165,0,7,23,14,12,11,5,0,70,0,3,4,3,10,3,0,0,26,0,0,3,6,3,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,51,71,145,97,174,130,22,3,701,3,0,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,3,4,3,3,0,0,11,3,0,4,3,0,0,0,0,14,0,0,5
125041490,10,46,56,62,58,18,0,252,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,16,0,5,0,0,3,0,0,0,18,0,0,3,8,3,5,0,0,22,3,0,3,0,5,0,0,0,16,0,7,10,4,4,9,0,0,38,3,4,6,4,18,14,0,0,45,0,3,11,6,10,8,5,0,44,0,3,9,10,6,9,0,0,41,0,3,6,9,10,3,0,0,24,0,0,0,3,0,3,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,55,47,58,55,13,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0
125041491,30,116,153,182,155,27,3,675,0,0,0,0,3,0,0,0,6,38,3,3,0,0,0,0,0,45,13,10,8,5,4,3,3,0,45,3,8,5,4,3,12,4,0,42,0,10,8,5,11,17,0,0,54,0,6,18,14,33,26,4,0,106,3,3,18,20,50,42,12,3,155,3,4,30,50,67,81,17,0,251,0,0,17,23,30,15,5,0,91,0,0,6,0,11,11,5,0,33,0,0,3,3,11,5,0,0,28,0,0,0,7,12,3,0,0,22,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,13,61,47,116,134,243,224,58,6,890,0,3,4,5,0,0,0,0,14,3,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,8,0,0,3,3,0,3,0,0,8,0,0,6,9,0,6,4,0,18,0,3,5
125041492,109,305,252,301,208,54,0,1261,3,4,3,4,0,8,0,0,14,76,5,13,0,3,9,0,0,108,27,41,32,24,20,20,4,3,166,15,49,41,20,26,27,7,3,195,6,55,49,30,32,22,8,0,202,10,42,68,37,48,33,5,0,245,10,30,78,51,77,40,12,0,308,4,34,87,65,63,43,14,0,302,3,20,48,46,34,30,3,0,183,0,12,38,21,26,13,8,0,116,0,7,17,13,21,13,3,0,76,0,3,11,6,17,3,0,0,38,0,0,12,9,5,10,0,0,28,0,0,0,4,0,3,0,0,12,0,0,7,6,9,3,3,0,32,153,299,493,344,382,287,66,12,2033,3,6,6,12,5,3,0,0,37,12,8,0,7,0,0,0,0,22,8,11,10,3,5,0,3,0,43,6,13,13,8,6,4,0,4,51,3,12,12,9,6,7,3,0,55,3,23,18
125041493,18,76,63,74,68,6,0,314,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,3,5,0,0,0,4,0,0,18,0,0,8,3,6,3,0,0,18,3,3,3,7,10,6,0,0,37,0,5,14,7,13,10,0,0,61,0,7,32,21,18,14,3,0,91,0,9,23,15,21,7,3,0,77,0,3,4,8,12,5,0,0,33,0,0,4,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,15,38,92,58,93,61,10,0,369,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,4,0,3,0,0,4,0,0,0
125041494,14,31,25,41,11,4,0,141,0,0,0,0,0,0,0,0,0,13,9,3,0,0,0,0,0,18,15,7,0,0,10,0,0,0,35,0,6,3,3,8,9,3,0,32,0,3,3,4,8,3,0,0,27,0,3,8,5,9,4,5,0,38,0,3,13,6,16,15,0,0,46,0,3,6,6,5,6,0,0,32,0,0,4,3,0,0,0,0,11,0,0,3,0,3,3,0,0,11,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,28,36,42,41,66,43,11,0,271,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125041588,42,173,182,166,123,32,0,730,3,0,4,3,3,0,0,0,13,25,3,3,4,0,0,0,0,39,10,12,4,4,7,4,0,0,41,5,8,7,3,3,7,0,0,39,0,10,9,7,8,9,3,0,44,4,6,30,18,28,15,4,0,104,3,20,62,47,44,45,7,0,228,3,13,66,39,45,25,8,0,207,0,7,27,27,31,13,0,0,100,0,0,15,8,10,9,0,0,47,0,0,0,4,6,0,0,0,14,0,0,3,0,0,0,0,0,6,0,0,4,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,60,79,230,179,188,133,21,3,894,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4
125041589,10,29,32,42,18,3,0,139,0,0,0,0,0,0,0,0,3,19,0,0,0,3,0,0,0,20,7,5,5,3,0,3,0,0,18,3,3,7,0,0,5,0,0,23,0,4,3,0,3,0,3,0,18,3,5,10,7,16,8,3,0,49,0,7,11,10,10,6,0,0,46,3,0,12,12,11,7,0,0,47,0,0,10,7,8,0,0,0,26,0,0,3,3,3,0,0,0,8,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,40,37,56,40,59,46,9,0,284,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3
