SA2_MAINCODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
126021499,3,29,0,4,39,1496,1320,86,44,2952
126021500,32,60,3,16,114,37229,9242,1258,774,48503
126021501,12,16,0,8,38,9164,2337,325,217,12046
126021503,7,27,0,0,37,3071,1919,130,95,5212
126021590,0,7,0,0,7,332,256,9,11,608
126021591,5,28,3,3,39,4461,3225,249,189,8123
127011504,0,3,0,0,3,897,604,43,45,1584
127011505,8,7,3,0,18,2005,1061,72,95,3233
127011506,9,18,3,0,33,2891,1429,157,107,4590
127011592,0,0,0,0,0,11,0,0,0,8
127011593,0,0,0,0,0,418,277,15,16,727
127011594,0,5,0,0,7,826,592,48,38,1505
127011595,0,0,0,0,3,758,386,33,33,1208
127011596,0,3,0,0,4,901,695,68,45,1707
127011597,0,0,0,0,0,823,499,48,32,1405
127021509,0,0,0,0,3,1065,1057,65,57,2249
127021510,3,3,0,0,8,961,786,50,53,1850
127021511,13,12,3,0,25,3846,2515,134,221,6723
127021512,0,4,0,0,9,804,698,45,57,1600
127021513,5,6,0,0,15,1278,1080,66,67,2491
127021514,0,4,0,0,3,477,473,27,17,994
127021515,7,10,0,0,13,2895,2311,156,157,5512
127021516,0,8,0,3,8,912,784,44,59,1801
127021517,4,0,0,0,5,1605,1690,136,89,3524
127021518,6,4,0,0,11,2219,705,85,63,3069
127021519,0,8,0,0,8,2357,1168,70,92,3682
127021520,3,3,0,0,4,893,525,51,41,1510
127021521,13,20,6,4,48,13993,2818,305,481,17596
127031522,3,3,0,0,12,1332,1555,87,83,3058
127031523,16,21,9,5,50,9551,2876,283,272,12985
127031524,0,6,3,4,17,4718,1343,230,129,6420
127031598,18,38,5,4,63,9725,4912,514,403,15556
127031599,3,3,0,0,5,421,265,24,18,728
127031600,12,18,3,3,36,6310,2675,200,211,9390
127031601,0,4,0,3,9,2333,1035,72,84,3525
128011529,0,14,0,3,17,1304,1396,83,56,2843
128011530,12,33,5,0,45,5129,4961,330,171,10593
128011531,7,34,3,4,44,3306,2195,136,110,5746
128011602,16,27,5,0,51,7203,4187,371,224,11991
128011603,0,8,0,0,10,457,397,27,15,901
128011604,11,29,0,4,47,4013,2794,191,148,7153
128011605,3,9,0,0,7,186,173,8,12,380
128011606,3,10,0,0,19,844,681,50,23,1602
128021533,3,3,0,0,6,764,639,49,15,1464
128021534,0,0,0,0,3,656,615,42,18,1335
128021535,4,13,0,0,24,3166,2319,191,96,5769
128021536,8,13,0,0,22,1243,1475,75,44,2839
128021537,0,0,0,0,0,47,32,0,4,93
128021538,14,25,0,3,39,6434,3581,283,178,10473
128021607,0,7,3,0,13,1574,1573,105,76,3331
128021608,3,5,0,0,5,366,260,22,15,652
128021609,0,0,0,0,0,157,136,5,0,302
197979799,0,0,0,0,0,52,18,9,0,90
199999499,130,389,76,91,688,81622,51876,6077,3790,143362
201011001,3,9,0,5,19,2020,1536,151,83,3786
201011002,13,38,7,11,68,8928,7450,743,292,17416
201011003,10,13,0,3,27,1875,1645,144,64,3722
201011004,8,13,0,0,22,2573,2231,210,88,5101
201011005,4,3,0,0,5,1717,1015,136,55,2914
201011006,6,12,0,0,15,2003,835,82,56,2979
201011007,0,4,0,0,6,192,124,13,12,333
201011008,8,17,0,3,28,5991,2667,342,183,9175
201021009,10,10,3,0,20,763,607,51,33,1451
201021010,10,16,0,0,29,994,792,92,47,1933
201021011,14,28,4,3,41,1440,1502,151,54,3140
201021012,9,16,3,0,26,480,306,41,24,854
201031013,5,10,4,0,13,542,292,38,25,893
201031014,8,9,3,3,20,673,441,79,32,1215
201031015,10,3,0,0,17,309,209,21,7,548
201031016,10,19,3,4,32,1685,1452,140,82,3361
201031017,3,7,3,0,14,447,292,27,19,785
202011018,18,23,3,16,64,10964,8043,962,359,20329
202011019,3,11,0,0,14,1086,866,84,44,2088
202011020,9,21,0,0,33,3134,2002,176,89,5408
202011021,0,4,0,0,9,903,680,59,17,1663
202011022,8,18,0,0,29,3633,2403,255,97,6381
202011023,0,0,0,0,3,323,226,27,4,570
202011024,4,4,3,0,11,642,603,47,19,1321
202011025,5,6,0,0,14,1948,1103,138,49,3235
202021026,11,10,3,0,18,1069,407,39,35,1551
202021027,14,29,3,0,44,3008,2132,226,90,5461
202021028,20,31,3,4,57,738,673,50,31,1491
202021029,13,11,3,3,31,631,400,51,28,1113
202021030,11,26,0,0,40,2198,1911,190,93,4396
202021031,0,3,3,3,14,852,864,66,30,1804
202031032,6,12,0,0,23,981,321,56,33,1391
202031033,28,27,6,0,70,1519,796,109,73,2496
203011034,6,4,0,0,12,689,547,58,33,1329
203011035,7,7,4,7,25,705,433,41,33,1215
203011036,14,20,3,0,32,746,592,50,33,1420
203021037,5,15,0,6,17,2483,2563,222,109,5369
203021038,4,10,0,0,23,4431,2650,254,139,7476
203021039,34,56,7,7,98,18024,11238,1284,528,31068
203021040,9,6,0,3,21,2554,2414,196,83,5247
203021041,6,15,3,0,29,2586,3009,228,110,5939
203021042,4,26,0,3,31,2752,2021,163,73,5008
203021043,7,16,0,0,22,3508,1776,229,108,5619
203021044,0,9,0,0,10,753,730,56,18,1560
203021045,8,12,0,3,23,2681,1814,161,84,4746
203021046,5,24,0,0,32,2275,1783,147,61,4259
203021047,6,12,0,8,32,7228,2756,333,187,10501
203031048,0,19,0,0,23,1139,1092,84,47,2364
203031049,0,6,0,0,12,848,949,87,35,1913
203031050,14,19,4,0,38,2375,2458,194,102,5126
203031051,3,8,0,0,14,483,543,50,18,1093
203031052,5,13,0,0,22,690,757,91,29,1569
203031053,3,15,7,0,28,2715,2542,209,107,5575
204011054,28,19,4,3,53,1326,958,124,54,2458
204011055,28,38,3,4,69,1129,831,91,67,2120
204011056,10,18,0,3,25,2095,1581,161,77,3909
204011057,25,24,4,0,51,2293,1491,138,90,4012
204011058,12,17,0,3,41,840,481,57,40,1413
204011059,3,11,5,3,21,1421,1182,123,70,2801
204011060,8,9,0,0,18,1552,337,82,42,2015
204011061,0,0,0,0,0,5,4,0,0,5
204011062,18,14,3,3,42,520,430,44,30,1025
204021063,17,27,4,0,49,2281,1619,209,76,4185
204021064,7,13,4,0,22,492,289,33,29,833
204021065,8,6,0,0,19,1011,453,76,32,1576
204021066,20,20,7,10,53,4958,3351,368,205,8875
204021067,48,37,9,4,102,1511,833,108,54,2508
204031068,3,12,0,4,17,764,685,70,35,1551
204031069,18,22,3,0,41,2260,1465,127,79,3933
204031070,4,8,3,3,20,238,246,40,5,523
204031071,9,3,3,6,20,1072,674,90,58,1899
204031072,39,23,0,6,66,1122,752,90,52,2008
204031073,3,15,0,0,21,2676,1591,174,82,4525
204031074,16,15,4,3,43,8683,4248,528,254,13717
204031075,15,7,0,0,19,663,421,47,25,1150
205011076,13,22,0,3,39,2136,1610,134,72,3957
205011077,15,24,0,0,38,841,629,60,43,1576
205011078,13,26,4,0,41,1005,827,57,38,1928
205011079,30,44,7,3,80,5037,3391,350,205,8982
205021080,0,0,0,0,0,0,0,0,0,3
205021081,16,40,3,10,65,4652,3332,427,160,8566
205021082,28,30,3,9,69,977,636,90,54,1751
205021083,0,0,0,0,0,0,0,0,0,0
205021084,10,15,4,0,28,1096,1209,160,75,2536
205021085,24,13,3,6,47,1077,843,97,58,2074
205021086,6,9,3,0,19,403,342,39,12,789
205031087,23,29,3,9,64,1522,1152,130,75,2876
205031088,0,0,0,0,3,31,31,0,0,60
205031089,22,16,8,4,49,1377,959,88,62,2485
205031090,19,28,3,3,57,2886,2021,237,112,5254
205031091,6,21,0,4,27,1431,1393,178,60,3058
205031092,0,0,0,0,0,16,10,8,0,37
205031093,30,59,10,8,102,3348,3107,393,138,6987
205041094,7,18,3,3,35,2679,985,205,87,3953
205041095,6,15,3,4,21,2373,1927,211,97,4613
205041096,17,29,0,10,49,5082,2737,371,160,8352
205041097,13,26,3,3,52,5759,4224,449,212,10647
205041098,3,0,0,0,4,213,168,16,9,403
205051099,0,0,0,0,0,19,7,0,0,27
205051100,21,3,0,7,25,2147,421,96,60,2726
205051101,18,28,0,5,49,2290,1421,187,82,3985
205051102,15,10,0,4,24,897,324,42,33,1294
205051103,11,27,0,0,40,3774,2807,323,134,7038
205051104,10,23,0,3,38,980,714,71,48,1814
206011105,25,30,0,3,53,6350,4472,309,243,11375
206011106,5,12,0,0,23,1522,1072,44,42,2683
206011107,3,0,0,0,7,692,680,36,44,1458
206011108,7,24,0,4,38,4013,3270,245,177,7705
206011109,3,0,0,0,8,477,473,43,25,1017
206021110,9,7,0,0,14,2343,1305,91,78,3820
206021111,11,18,0,3,36,3212,2480,161,110,5964
206021112,12,12,0,5,28,2534,1852,125,86,4603
206031113,6,5,3,0,19,1187,1127,76,44,2433
206031114,13,27,0,3,44,3950,3436,192,154,7736
206031115,6,4,0,0,11,1475,937,71,64,2550
206031116,12,22,3,3,44,4787,3210,290,168,8456
206041117,24,39,5,10,81,10165,5909,563,301,16937
206041118,24,44,0,15,85,42594,10314,2059,968,55928
206041119,14,37,0,11,65,12083,4483,715,254,17540
206041120,5,18,0,0,19,867,517,35,29,1458
206041121,7,7,0,0,15,2944,1443,135,84,4606
206041122,198,243,21,55,515,164256,46463,6973,3440,221132
206041123,30,31,5,8,72,10552,4445,448,309,15752
206041124,26,54,6,11,96,16710,10021,1317,559,28606
206041125,16,44,3,6,64,11397,3933,611,274,16215
206041126,22,45,15,8,93,27197,10257,1270,721,39444
206041127,3,7,0,0,8,3207,540,182,79,4004
206051128,25,41,3,4,80,11885,3966,422,267,16532
206051129,3,11,3,0,22,1146,1007,65,31,2251
206051130,5,17,3,0,26,2769,1538,157,77,4546
206051131,26,18,0,11,51,19167,3571,628,421,23784
206051132,18,41,9,12,77,19277,5644,656,408,25978
206051133,13,33,7,0,61,9502,4624,405,232,14760
206051134,4,27,0,0,27,1599,1341,75,64,3077
206061135,8,27,4,3,45,3392,2396,167,117,6080
206061136,12,24,0,3,43,6094,3751,250,176,10267
206061137,23,38,0,3,69,7993,4157,327,213,12679
206061138,13,74,9,3,92,2475,1955,112,77,4615
206071139,3,14,0,4,21,7134,2340,263,163,9897
206071140,0,16,0,0,16,1181,789,47,37,2051
206071141,10,14,3,7,36,8137,3014,273,206,11623
206071142,18,32,8,7,63,8244,5139,515,250,14146
206071143,0,12,0,0,12,2008,1446,90,69,3619
206071144,41,59,3,8,117,25205,10063,1022,622,36911
206071145,6,13,0,0,18,1800,1227,96,57,3179
207011146,4,15,0,0,15,888,1157,53,35,2136
207011147,10,35,3,0,51,2530,2189,117,93,4931
207011148,8,32,0,0,42,1532,1584,86,50,3252
207011149,15,36,3,0,62,4740,3432,250,118,8538
207011150,10,28,3,0,41,4742,2215,229,125,7311
207011151,17,68,10,3,95,9467,5240,479,242,15422
207011152,6,33,0,0,43,6617,3123,263,148,10142
207011153,26,64,3,4,98,7022,4837,411,203,12472
207011154,7,10,0,0,11,1179,874,55,44,2150
207011155,14,29,3,0,42,3142,2367,139,96,5742
207021156,5,17,0,3,27,1436,1167,68,50,2714
207021157,9,52,0,3,67,4609,4631,250,172,9666
207021159,3,22,0,0,23,1177,1305,72,41,2595
207021160,9,25,4,3,32,1321,1477,158,57,3008
207021424,7,10,0,0,18,1296,1224,80,53,2646
207021425,13,23,0,0,34,2215,1710,95,77,4095
207031161,3,36,0,4,53,4827,3180,239,151,8396
207031162,3,10,0,0,12,721,787,59,24,1596
207031163,9,44,0,7,59,11182,7399,713,341,19633
207031164,0,15,0,0,20,1125,978,40,28,2171
207031165,8,18,0,3,25,4653,2386,212,114,7366
207031166,4,10,0,7,17,3529,1768,209,95,5601
207031167,5,17,0,0,25,1347,1079,64,42,2530
208011168,0,29,0,0,30,1014,1118,67,34,2243
208011169,11,62,0,3,79,4700,4308,274,184,9467
208011170,5,22,0,4,34,1475,1357,79,48,2962
208011171,12,15,0,0,28,3734,1624,116,98,5572
208011172,3,22,0,3,29,1994,1926,111,66,4099
208011173,3,27,3,3,41,2466,2461,176,92,5190
208021174,11,22,0,3,36,2974,2553,160,80,5760
208021176,3,10,0,0,16,1649,1564,79,68,3356
208021177,24,64,5,3,92,3796,3035,166,113,7116
208021178,5,26,0,7,40,3079,2424,218,111,5831
208021179,14,21,0,0,33,2357,2127,131,87,4701
208021180,0,3,0,0,9,775,617,41,27,1453
208021181,0,10,0,0,7,654,616,30,20,1329
208021182,3,9,0,0,15,1178,1200,70,42,2495
208021426,3,18,3,6,26,2982,1942,168,108,5193
208021427,0,13,0,5,20,1137,942,68,51,2195
208031183,0,0,0,0,3,517,434,27,23,1003
208031184,13,26,3,3,48,9439,2239,241,223,12141
208031185,4,8,0,0,13,846,860,69,35,1815
208031186,0,10,0,0,6,1048,973,79,47,2146
208031187,0,0,0,0,3,890,607,40,22,1557
208031188,22,45,3,3,73,7192,5801,366,234,13603
208031189,8,11,0,0,14,909,835,53,22,1817
208031190,7,32,0,0,37,2633,2115,164,80,4986
208031191,29,36,0,3,67,10705,3933,384,263,15288
208031192,4,3,0,0,6,1687,730,69,28,2510
208031193,7,23,3,0,31,3529,2382,129,125,6172
208041194,35,46,4,10,87,5736,4342,339,171,10582
208041195,5,39,3,0,50,4946,5368,321,194,10833
209011196,3,8,0,0,9,1284,747,53,35,2120
209011197,4,13,3,0,24,2593,3227,201,118,6142
209011198,13,30,5,7,54,7417,5490,668,213,13789
209011199,9,19,3,3,35,4341,2085,206,150,6778
209011200,8,18,0,4,28,1878,1795,108,63,3838
209011201,0,7,0,4,11,679,710,48,25,1457
209011202,4,14,0,0,13,1196,1316,76,40,2625
209011203,3,14,0,0,22,1644,1000,94,29,2765
209011204,0,6,0,0,6,607,586,37,22,1250
209021205,3,16,0,0,18,3543,2321,234,136,6234
209021207,3,8,0,0,12,1461,1474,106,65,3115
209021208,8,10,7,0,21,3139,1754,166,118,5176
209021428,20,41,4,5,72,10633,6716,522,418,18291
209021429,3,4,0,0,5,1202,894,73,46,2212
209031209,4,21,0,3,31,2818,3103,170,116,6210
209031210,0,3,0,0,3,255,288,16,5,567
209031211,6,3,0,0,13,363,286,31,11,695
209031212,3,11,0,0,11,508,416,26,19,971
209031213,3,11,0,0,12,956,855,66,35,1914
209031214,3,8,0,0,9,625,535,34,20,1219
209031215,0,6,0,0,5,1052,1241,79,51,2419
209041216,4,0,0,0,4,2281,1253,132,80,3751
209041217,0,3,0,0,7,804,1061,72,65,2004
209041219,4,4,0,0,6,1131,905,71,53,2155
209041220,4,0,0,0,4,1936,2427,168,110,4644
209041221,0,0,0,0,0,370,367,21,9,767
209041223,7,35,3,4,47,10519,3579,334,331,14770
209041224,3,4,0,0,14,1031,1074,89,54,2251
209041225,8,17,3,0,24,891,845,64,40,1841
209041430,0,6,3,0,11,1468,1187,79,58,2789
209041431,3,5,0,0,11,621,481,45,23,1173
209041432,12,17,3,3,30,7637,4887,463,257,13242
209041433,0,5,3,0,10,1176,695,57,33,1959
209041434,3,0,0,3,10,715,512,39,33,1294
209041435,0,0,0,0,4,492,398,28,24,945
209041436,0,9,0,3,9,1663,1268,117,68,3123
209041437,0,7,0,0,9,349,222,17,7,595
210011226,3,12,0,0,18,2541,1729,113,97,4480
210011227,4,3,0,0,6,3057,1089,142,92,4375
210011228,23,21,4,4,54,12981,3731,416,365,17497
210011229,10,15,0,0,22,1538,1476,75,70,3164
210011230,0,0,0,0,0,1170,791,67,43,2073
210011231,3,7,0,0,7,692,618,59,21,1386
210021232,4,11,0,0,9,1867,1792,128,76,3861
210021233,0,7,0,0,8,385,290,14,20,703
210021234,0,3,0,0,6,272,261,29,10,565
210021235,9,20,4,3,30,926,774,80,28,1811
210031236,8,15,0,4,30,2982,1505,122,110,4724
210031237,0,3,0,0,9,1393,918,68,71,2452
210031239,0,7,0,0,8,1473,1227,91,54,2836
210031438,4,12,0,0,16,1998,1494,117,68,3678
210031439,0,0,0,0,0,82,77,7,10,172
210031440,0,4,0,0,4,678,405,45,19,1149
210041240,3,6,0,0,10,918,741,48,31,1737
210041241,6,16,0,3,26,2988,2976,212,130,6300
210051242,7,17,8,3,31,7019,3766,368,258,11409
210051243,36,22,0,10,67,17571,4533,446,515,23063
210051245,0,0,0,3,6,2077,1330,123,106,3636
210051246,3,5,0,0,8,1049,754,67,43,1909
210051247,0,0,0,0,0,453,404,41,43,934
210051248,9,7,0,8,20,10266,4682,710,357,16008
210051249,7,4,0,0,11,4517,1958,183,165,6820
210051250,6,7,0,0,18,3010,1019,104,85,4213
210051441,0,0,0,0,3,552,400,40,33,1024
210051442,3,5,0,0,9,655,561,52,32,1301
210051443,3,10,0,0,8,2979,1154,129,76,4334
210051444,3,3,0,0,3,707,540,36,33,1316
210051445,0,0,0,0,4,424,263,30,8,733
211011251,13,33,0,3,56,8907,2964,281,207,12364
211011254,11,37,0,5,57,10385,3365,394,237,14379
211011255,3,3,0,0,3,360,268,11,12,659
211011256,8,4,3,0,10,2690,1852,141,73,4759
211011257,0,9,0,3,14,2121,694,66,52,2936
211011258,0,10,3,3,19,1599,970,83,45,2697
211011259,0,11,0,3,12,1923,2103,187,94,4309
211011260,7,29,0,0,38,3984,4388,282,158,8821
211011446,7,25,5,4,41,4073,2572,231,140,7021
211011447,8,14,0,0,15,1482,1203,105,71,2867
211011448,3,8,4,0,18,3197,2040,169,99,5503
211011449,0,3,0,0,0,266,258,19,16,554
211021261,4,31,0,0,35,1139,1172,76,42,2430
211021262,4,22,4,0,35,995,1073,80,43,2193
211031263,12,16,0,3,32,6420,2309,189,165,9083
211031265,3,10,0,3,16,1034,979,62,34,2099
211031266,16,23,5,13,56,8346,5667,447,254,14716
211031267,0,34,0,0,38,2501,2622,225,90,5442
211031268,3,8,0,0,10,645,721,37,29,1430
211031450,8,9,0,0,17,2609,1708,131,96,4544
211031451,0,8,0,0,11,1403,1247,101,58,2808
211031452,4,3,0,0,7,1813,705,81,52,2646
211041269,4,17,3,3,22,2318,2323,150,103,4890
211041270,3,20,3,3,30,3671,2118,142,86,6021
211041271,6,20,3,3,37,3920,2343,169,113,6543
211041272,5,13,0,0,21,1611,987,71,35,2698
211041273,3,9,3,0,12,1154,1248,83,38,2525
211051274,7,14,3,0,20,990,986,65,41,2089
211051275,3,12,0,0,15,1479,1788,97,56,3427
211051276,13,28,4,0,42,1935,1937,180,97,4150
211051277,3,11,0,3,15,2643,944,100,79,3767
211051278,17,32,3,3,53,5348,3350,324,137,9160
211051279,5,7,3,3,12,1138,859,89,43,2128
211051280,0,7,3,0,8,692,590,49,26,1359
211051281,6,13,0,0,21,1621,1643,116,59,3445
211051282,3,8,0,0,12,793,1139,98,28,2062
211051283,4,3,0,0,9,876,885,57,32,1844
211051284,0,7,0,0,7,583,760,52,19,1408
211051285,8,14,3,0,27,778,697,54,32,1561
211051286,6,22,8,3,30,1483,1391,172,89,3134
212011287,3,6,0,0,15,2107,1497,111,65,3788
212011288,21,14,0,0,40,1129,857,67,55,2107
212011289,11,19,0,3,37,1406,1388,97,79,2966
212011290,14,25,0,4,52,1129,839,83,73,2119
212011291,3,10,0,0,16,1981,1422,104,68,3581
212011292,12,11,3,0,28,5203,3400,260,184,9047
212021293,10,12,0,4,25,4240,3547,264,154,8204
212021294,4,9,0,0,11,1415,1504,102,64,3089
212021295,0,9,0,0,11,966,663,63,37,1722
212021297,8,15,0,3,30,8286,3229,332,242,12089
212021299,4,10,0,4,13,685,573,34,19,1311
212021453,0,3,0,0,6,730,602,39,26,1391
212021454,0,10,0,0,10,538,517,38,29,1123
212021455,5,3,0,0,7,427,376,40,23,870
212021456,10,14,0,0,22,4077,3451,268,188,7982
212031300,3,13,0,3,20,3545,3147,222,140,7060
212031301,3,7,0,0,7,1813,1280,96,62,3256
212031302,0,0,0,0,0,845,768,58,33,1704
212031303,0,10,0,0,13,1333,733,72,53,2190
212031304,4,0,0,0,5,534,405,26,20,978
212031305,0,4,0,0,10,1158,1108,60,57,2389
212031306,3,4,0,3,6,1678,1154,81,73,2984
212031308,9,4,0,0,16,937,619,58,51,1670
212031457,3,4,0,0,10,568,464,31,27,1096
212031458,0,5,0,0,3,700,702,37,30,1471
212041309,3,11,0,0,13,1828,958,91,47,2925
212041310,0,8,0,7,18,3691,1375,119,94,5279
212041311,64,76,5,24,171,48668,14530,1682,1335,66217
212041312,0,8,0,3,13,1084,896,70,56,2097
212041313,3,13,3,0,21,1192,709,49,25,1977
212041314,7,16,0,10,40,6812,3184,236,193,10430
212041316,4,3,0,0,8,3013,905,115,72,4102
212041317,17,27,0,0,39,5835,3335,235,237,9643
212041318,0,3,0,0,3,564,511,37,25,1142
212041459,0,9,0,0,11,824,792,53,36,1713
212041460,6,6,0,0,12,1410,1036,67,54,2575
212051319,8,13,0,0,21,2757,1913,134,65,4869
212051320,21,51,5,11,92,22148,9454,1096,589,33288
212051321,10,13,5,3,34,2805,1583,145,77,4616
212051322,8,38,5,3,55,4609,3934,278,140,8960
212051323,0,19,0,3,23,1086,993,67,46,2190
212051324,9,41,3,3,54,9050,3570,329,228,13187
212051325,14,39,0,5,57,15570,4762,527,337,21198
212051326,15,30,0,9,54,7043,3799,279,266,11386
212051327,5,31,0,4,37,1826,1709,107,70,3714
213011328,0,0,0,0,0,1010,394,49,35,1487
213011329,0,0,0,0,0,353,318,29,11,711
213011330,12,14,0,3,34,9013,3663,359,275,13304
213011331,0,0,0,0,0,339,390,16,17,764
213011332,0,3,0,0,5,845,983,60,50,1934
213011333,0,3,0,0,3,343,332,23,24,723
213011334,0,10,0,0,10,1364,1030,53,74,2510
213011335,4,10,0,5,15,2433,1776,190,97,4498
213011336,14,15,3,3,31,4340,2781,249,163,7537
213011337,0,6,0,0,7,2861,1228,108,110,4299
213011338,9,4,0,0,12,7354,2230,216,275,10072
213011339,0,0,0,0,3,796,793,63,43,1697
213011340,3,8,0,0,9,1891,2578,135,135,4733
213021341,8,11,3,5,23,4874,2001,225,157,7255
213021342,0,0,0,0,0,719,990,61,40,1811
213021343,6,15,0,4,28,10059,2782,384,280,13502
213021344,3,10,0,0,13,2400,1240,96,84,3814
213021345,0,0,0,0,0,166,151,6,9,333
213021346,12,24,0,0,31,3978,2456,170,115,6713
213031347,0,7,0,0,15,3300,1972,132,128,5541
213031348,14,25,7,0,44,8643,5072,528,301,14543
213031349,0,10,0,0,7,2435,3618,168,133,6354
213031350,0,0,0,0,0,829,540,39,20,1431
213031351,3,9,0,0,12,3422,1141,131,111,4809
213031352,7,13,0,0,13,2994,1772,141,87,4986
213041353,7,11,0,3,15,2366,1646,139,89,4240
213041355,0,3,0,0,3,752,562,44,23,1382
213041356,9,9,0,0,18,3335,2266,194,124,5919
213041357,0,3,0,0,10,1409,881,78,55,2421
213041358,4,0,0,0,10,1306,1697,116,69,3184
213041359,6,8,0,0,16,4398,1474,189,116,6173
213041360,0,0,0,0,3,795,852,44,49,1748
213041461,0,0,0,0,0,220,226,15,8,467
213041462,0,0,0,0,0,264,185,19,10,477
213041463,4,9,0,0,14,1589,1189,101,71,2942
213051361,7,6,0,0,13,4513,2216,183,148,7064
213051362,0,3,3,0,5,1846,2655,149,120,4767
213051363,12,6,0,3,22,14398,3316,432,427,18568
213051365,3,4,0,0,5,2110,1623,106,100,3942
213051366,3,10,0,0,11,5218,1815,209,171,7417
213051368,9,16,4,3,38,5325,3552,344,188,9415
213051369,3,0,0,0,3,967,778,67,41,1851
213051464,0,3,0,0,3,632,508,43,27,1206
213051465,5,10,0,3,20,2936,2331,187,120,5579
213051466,3,0,0,3,5,732,525,22,28,1310
213051467,0,6,0,0,6,1135,956,72,51,2210
213051468,0,0,0,0,3,624,439,39,22,1120
214011370,8,18,0,5,33,6649,3194,243,200,10298
214011371,16,33,0,3,53,7246,5070,506,222,13051
214011372,3,7,0,0,12,1658,1976,138,70,3843
214011373,3,14,0,0,16,1145,1236,99,32,2515
214011374,3,9,0,0,14,1992,1757,120,62,3929
214011375,15,22,0,4,38,3704,1939,163,124,5930
214011376,4,4,0,0,11,614,475,40,24,1159
214021377,3,13,4,0,28,1412,1252,89,65,2822
214021378,14,36,3,0,50,1409,1215,116,63,2797
214021379,6,22,3,6,37,4906,2473,272,134,7787
214021380,14,49,6,8,79,6144,5741,419,239,12539
214021381,9,27,0,0,38,1982,2112,123,69,4289
214021382,0,20,0,0,22,1239,1236,80,36,2590
214021383,6,28,3,6,40,1915,1966,174,92,4141
214021384,8,30,5,9,53,2872,2896,262,140,6178
214021385,10,22,0,0,33,3474,2536,194,120,6320
215011386,15,17,3,0,33,2271,1336,178,68,3850
215011387,21,16,0,7,42,625,287,42,31,978
215011388,18,32,0,13,53,4408,2928,346,160,7838
215011389,12,16,3,0,40,714,376,40,29,1161
215011390,29,24,4,8,66,1643,886,110,57,2695
215011391,16,8,0,9,32,782,492,65,37,1375
215011392,9,12,3,0,26,1982,1275,149,84,3493
215011393,25,24,0,0,50,720,366,52,31,1166
215011394,26,29,3,4,72,1477,889,105,69,2539
215021395,4,3,0,0,10,1161,557,61,51,1831
215021396,3,3,0,0,7,523,300,44,22,883
215021398,6,20,4,3,37,1303,478,55,42,1887
215021399,7,3,0,4,8,878,479,60,51,1470
215021469,20,26,4,5,53,6395,3382,377,197,10350
215021470,11,8,0,0,22,1531,1190,118,63,2904
215031400,19,20,3,7,48,1365,831,105,44,2345
215031401,16,30,4,0,52,1385,757,85,76,2299
215031402,6,4,3,4,17,957,727,79,42,1805
215031403,3,4,3,0,8,727,368,57,64,1217
215031404,9,17,0,9,29,3400,2021,243,130,5799
215031405,26,13,3,3,44,1292,425,82,50,1844
216011406,9,23,0,11,51,4498,2911,348,166,7921
216011407,20,20,0,5,46,2301,1395,151,76,3911
216011408,5,16,0,0,27,564,251,35,36,886
216011409,11,4,3,3,20,936,461,65,36,1503
216011410,12,23,4,5,45,714,360,44,42,1165
216021411,8,8,3,9,23,2081,1019,203,88,3391
216021412,16,9,3,0,33,389,175,40,15,616
216021413,22,27,0,4,60,2577,1297,167,108,4151
216021414,0,7,3,0,11,1162,1028,132,52,2377
216031415,5,7,0,0,13,759,707,60,45,1576
216031416,25,39,3,9,72,8267,4608,577,285,13736
216031417,22,17,9,8,55,4122,2363,271,156,6910
216031418,20,15,3,3,40,947,300,61,31,1347
216031419,20,27,3,0,47,2596,1303,222,89,4217
217011420,39,33,4,6,79,1506,897,107,68,2585
217011421,11,13,3,7,31,2694,2024,217,95,5035
217011422,15,16,0,4,31,2685,1778,210,114,4790
217011423,42,26,4,3,73,1362,657,86,50,2161
217031471,0,7,3,0,16,752,578,48,36,1421
217031472,14,14,4,7,41,3636,2399,274,119,6429
217031473,17,26,5,3,43,850,485,58,36,1435
217031474,16,11,3,3,29,1181,733,86,54,2047
217031475,18,15,0,3,38,2055,1030,147,61,3290
217031476,12,6,0,0,24,705,588,82,28,1404
217041477,24,23,3,3,49,1392,660,72,42,2167
217041478,14,27,0,3,45,1634,913,131,80,2751
217041479,3,7,3,0,11,1972,1416,154,66,3603
217041480,17,21,3,3,44,6021,3656,411,194,10281
297979799,0,0,0,0,0,110,24,22,9,155
299999499,139,351,60,61,612,68404,42345,5166,3122,119037
301011001,0,3,0,3,9,1058,1108,59,42,2275
301011002,5,15,0,0,26,929,654,37,22,1643
301011003,3,7,0,0,13,996,1033,67,23,2119
301011004,11,14,3,7,31,6157,3951,282,162,10547
301011005,3,0,0,0,0,253,126,11,5,391
301011006,3,0,0,0,4,811,923,62,33,1822
301021007,14,23,0,0,35,5308,3628,356,148,9441
301021008,6,8,0,0,14,849,670,52,27,1600
301021009,10,15,0,0,19,1279,913,57,53,2307
301021011,3,3,0,0,7,1278,618,62,35,1988
301021012,4,4,0,0,7,1150,963,53,35,2195
