SA2_MAINCODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
305031129,14,0,0,0,0,14,36,0,0,0,0,35,42,0,3,0,0,44,24,6,3,0,0,39,32,10,7,0,0,49,29,7,3,0,0,42,24,15,0,0,0,44,15,16,6,0,0,38,11,8,8,0,0,25,4,5,4,0,0,21,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,225,73,48,3,0,348,20,0,0,0,0,22,24,0,0,0,0,25,13,0,3,0,0,13,4,0,0,0,0,11,3,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,6,6,0,5,0,0,8,3,3,0,0,0,5,5,0,0,0,0,12,7,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,3,97,11,11,6,0,125,15,0,7,0,0,19,8,0,0,0,3,7,344,83,62,11,7,504,7,0,0,0,0,7,36,0,0,0,0,37,37,0
305031130,33,0,0,0,0,33,100,0,4,0,0,101,185,3,7,0,0,202,137,12,9,0,0,163,143,16,10,0,0,174,156,34,16,0,3,200,122,35,14,3,0,168,102,22,13,0,0,141,75,21,9,0,0,105,50,12,6,0,0,68,15,3,0,0,0,24,0,0,0,0,0,3,4,0,0,0,0,0,1125,166,81,4,7,1380,60,0,0,0,0,61,84,0,0,0,0,83,49,0,9,0,0,56,22,0,3,0,0,31,17,3,3,0,0,24,20,0,8,0,0,26,13,3,3,0,0,18,8,3,8,0,0,19,15,0,0,0,0,14,10,0,8,0,0,15,10,3,4,0,0,22,0,3,3,3,0,9,4,0,0,3,0,8,303,21,44,11,12,387,26,0,3,0,0,29,30,3,0,0,0,34,1483,188,130,13,16,1826,16,0,0,0,0,16,96,0,3,0,0,97,113,3
305031131,11,0,0,0,0,14,55,0,4,0,0,64,122,6,8,0,0,136,146,15,16,0,0,174,129,13,9,3,0,148,123,25,7,0,0,160,123,23,10,0,0,161,113,24,20,0,0,156,84,8,7,0,0,99,45,7,5,0,0,61,15,6,3,0,0,16,3,0,4,0,0,9,0,0,3,0,0,5,973,120,92,6,0,1190,38,0,0,0,0,38,54,0,0,0,0,57,37,0,9,0,0,45,18,0,3,0,0,25,16,0,9,0,0,21,23,0,9,0,0,28,18,3,3,0,0,25,14,3,4,0,0,18,11,3,7,0,0,22,5,4,3,0,0,14,3,3,8,0,0,13,3,0,0,0,0,6,0,0,0,0,0,3,239,24,52,3,3,317,29,0,0,0,0,35,20,0,0,0,0,19,1260,143,146,14,5,1561,10,0,0,0,0,10,93,0,0,0,0,99,146,0
305041132,19,0,0,0,0,19,82,0,3,0,0,83,101,13,4,0,0,115,82,14,17,0,3,117,77,25,12,3,0,111,66,32,13,0,0,114,65,33,22,3,0,119,56,33,26,3,0,118,38,21,19,3,0,78,26,16,18,0,0,59,8,10,10,0,0,33,0,0,0,0,0,4,0,0,0,0,0,3,622,193,143,10,3,975,90,0,7,0,0,96,99,0,8,0,0,110,35,3,0,0,0,39,28,8,0,0,0,39,15,3,5,0,0,27,21,0,7,0,0,30,14,5,4,0,0,28,10,5,11,0,0,30,18,11,9,3,0,39,12,3,11,0,0,22,17,8,3,0,0,28,3,3,3,0,0,8,0,4,0,0,0,4,368,53,64,16,3,494,26,0,0,0,0,26,25,0,0,0,0,30,1043,243,203,28,7,1527,13,0,0,0,0,13,66,0,3,0,0,70,81,0
305041133,3,0,0,0,0,6,39,0,0,0,0,41,66,3,0,0,0,75,76,7,0,0,0,90,71,8,9,0,0,92,79,9,22,0,0,112,80,21,22,0,0,126,69,19,20,3,0,107,41,18,9,3,0,71,34,7,7,0,0,48,9,9,5,0,0,19,4,0,0,0,0,3,0,0,0,0,0,0,569,111,102,7,3,794,15,0,0,0,0,14,56,0,0,0,0,60,32,3,0,0,0,32,25,0,0,0,0,23,19,0,0,0,0,19,11,0,0,4,0,18,10,4,3,0,0,16,10,0,0,0,0,13,5,4,3,0,0,13,6,6,3,3,0,19,9,3,3,0,0,13,3,0,7,0,0,11,4,4,0,0,0,8,209,29,20,12,3,267,16,4,0,0,0,24,14,0,0,0,4,23,813,143,127,19,11,1104,6,0,0,0,0,6,130,0,0,0,0,131,202,4
305041134,11,0,0,0,0,11,21,0,7,0,0,31,27,10,6,0,0,42,29,14,0,0,0,44,14,19,8,0,0,45,18,21,5,0,0,49,9,29,11,0,0,52,13,11,13,0,0,36,20,21,4,4,0,51,4,11,3,0,0,20,3,7,6,0,0,15,0,0,3,0,0,6,0,0,0,0,0,3,167,149,70,4,0,390,25,0,3,0,0,22,20,0,0,0,0,24,15,3,4,0,0,23,10,3,0,0,0,11,3,3,6,0,0,14,3,3,11,0,0,14,4,4,3,0,0,17,9,0,7,0,0,16,7,4,4,3,0,14,5,4,0,0,0,13,10,0,4,0,0,15,0,3,0,0,0,4,0,0,7,0,0,3,109,36,49,4,0,200,8,0,0,0,0,8,4,0,0,0,0,3,285,183,118,6,3,604,0,0,0,0,0,0,29,0,0,0,0,31,33,0
305041135,55,0,4,0,0,57,391,10,5,0,0,409,777,33,32,0,3,844,1013,55,23,3,9,1100,1021,71,42,3,3,1138,904,100,27,0,5,1031,709,119,32,8,4,874,571,86,25,4,6,693,370,79,20,3,0,472,206,54,19,5,0,280,64,24,5,3,0,93,17,8,8,3,0,30,5,5,3,0,0,10,6103,635,248,29,23,7042,261,0,4,0,0,267,392,0,4,0,3,404,172,3,15,3,0,192,119,7,11,4,3,138,84,17,15,6,0,115,60,13,5,3,0,81,63,12,9,3,0,88,41,11,9,0,0,61,45,10,8,0,0,59,45,14,13,3,0,77,37,7,6,8,0,56,9,3,10,4,0,22,0,0,6,0,0,14,1326,95,111,29,10,1569,188,10,5,0,3,209,97,6,13,3,9,131,7713,752,380,59,51,8953,53,0,0,0,0,59,410,0,9,0,0,422,709,7
305041136,9,0,3,0,0,8,53,0,3,0,0,60,78,5,10,0,0,96,56,10,6,0,0,77,45,11,10,0,0,61,49,20,0,0,0,71,31,16,3,0,0,51,35,14,12,0,0,63,24,18,7,0,0,42,15,4,6,0,0,20,0,3,3,0,0,11,0,0,3,0,0,4,0,0,0,0,0,0,398,100,55,5,0,564,27,0,0,0,0,30,53,0,3,0,0,58,18,0,4,0,0,29,10,3,4,0,0,14,8,0,4,0,0,16,9,0,6,0,0,18,5,6,3,0,0,20,5,3,0,0,0,9,4,3,0,0,0,6,3,3,8,0,0,9,7,3,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,148,29,36,6,0,224,17,0,3,0,0,16,4,0,0,0,0,5,569,134,93,9,6,812,8,0,0,0,0,8,47,0,0,0,0,47,71,6
305041137,29,0,0,0,0,30,254,3,4,0,0,258,427,8,10,0,0,449,454,38,12,0,3,511,381,31,15,0,0,432,397,45,22,0,3,470,310,53,17,0,3,384,262,51,19,4,4,340,204,48,18,0,0,263,161,28,9,0,0,204,55,16,6,0,0,76,11,3,4,0,0,18,7,5,0,0,0,7,2955,332,139,7,20,3455,183,0,3,0,0,187,277,0,9,0,0,287,116,0,12,0,0,129,54,0,9,0,0,63,33,3,9,0,0,46,24,4,8,0,0,33,22,7,6,0,0,32,30,6,6,0,0,41,27,7,5,0,0,37,33,5,10,0,0,45,36,4,9,0,0,51,14,5,3,0,0,26,10,0,0,3,0,12,843,52,83,10,4,986,86,7,0,0,3,92,57,6,7,7,13,79,3935,393,225,26,32,4614,34,0,0,0,0,34,280,0,6,0,0,283,371,8
306011138,0,0,0,0,0,0,10,0,0,0,0,10,9,0,5,0,0,13,14,0,3,0,0,21,15,3,10,0,0,26,19,3,5,0,0,29,14,3,3,0,0,17,4,8,10,0,0,15,10,6,3,0,0,18,7,3,4,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,104,22,45,3,0,178,20,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,6,3,0,6,0,0,8,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,3,40,9,16,4,0,70,4,0,0,0,0,6,3,0,0,0,0,4,154,34,60,7,6,258,0,0,0,0,0,0,5,0,0,0,0,5,12,0
306011139,8,0,0,0,0,8,35,0,0,0,0,36,61,4,7,0,0,70,54,6,3,0,0,72,61,10,8,0,0,77,57,22,13,3,0,91,41,8,15,4,0,67,29,10,26,0,0,70,30,16,10,3,0,60,20,10,18,0,0,42,4,8,4,0,0,15,0,0,3,4,0,6,0,0,0,0,0,3,395,91,102,17,0,601,33,0,0,0,0,33,28,0,0,0,0,34,24,0,0,0,3,29,19,0,10,0,0,33,9,0,8,0,0,19,14,5,4,0,0,22,18,4,3,0,0,23,7,4,14,0,0,24,9,6,7,0,0,29,10,3,13,0,0,30,4,4,13,0,0,18,7,0,3,0,0,9,0,0,0,0,0,0,182,32,77,7,7,296,16,6,0,0,0,20,12,0,8,0,4,21,603,126,187,19,8,937,5,0,0,0,0,5,43,0,0,0,0,43,39,3
306011140,28,0,0,0,0,23,113,3,0,0,0,119,147,0,3,0,0,155,173,12,6,0,0,189,194,3,3,4,0,207,187,13,11,0,0,212,195,12,4,0,0,213,219,16,10,0,0,239,132,18,7,5,0,158,88,5,3,0,0,99,36,3,3,0,0,42,6,0,0,0,0,10,0,0,0,0,0,0,1509,76,58,9,3,1657,31,0,0,0,0,34,30,0,0,0,0,30,31,0,0,0,0,31,38,0,0,0,0,38,36,0,4,0,0,40,39,0,0,0,0,39,32,0,7,0,0,43,37,0,3,0,0,42,27,0,6,0,0,32,16,0,3,0,0,18,11,0,4,0,0,17,12,3,3,0,0,18,0,0,0,0,0,3,327,5,27,4,3,376,80,0,5,0,4,83,33,0,3,0,4,36,1945,84,93,12,10,2154,14,0,0,0,0,14,63,0,0,0,0,63,71,0
306011141,17,0,0,0,0,18,34,0,0,0,0,41,55,3,6,0,0,64,66,10,12,0,0,86,70,5,7,0,0,85,79,11,17,0,0,102,80,12,14,3,0,108,60,12,14,0,0,88,63,17,15,0,0,91,38,3,7,3,0,45,9,4,5,0,0,18,3,0,0,3,0,4,0,0,0,0,0,3,563,81,92,10,3,753,93,0,0,0,4,102,32,0,4,0,0,34,14,0,3,0,0,14,16,0,5,0,0,24,17,0,7,0,0,23,14,0,3,0,0,21,13,3,11,0,0,20,15,4,3,0,0,24,13,7,12,3,3,29,20,0,9,0,0,31,17,0,4,0,0,18,4,0,3,0,0,5,0,0,0,0,0,3,267,19,50,8,8,351,24,0,4,3,0,30,20,0,5,0,3,28,874,96,155,20,19,1161,15,0,0,0,0,15,39,0,0,0,0,43,47,0
306011142,23,0,0,0,0,26,77,0,0,0,0,83,102,5,14,0,0,120,109,11,13,0,0,142,125,24,14,0,0,161,121,22,24,0,0,170,118,26,22,4,0,167,92,28,27,6,4,149,78,25,19,3,0,131,59,7,16,0,0,89,21,9,8,3,0,43,9,0,6,0,0,16,3,0,0,0,0,4,936,156,166,20,8,1287,182,0,3,0,0,185,77,0,3,0,0,83,33,0,3,0,0,40,22,3,3,0,0,32,22,5,7,0,0,32,26,0,11,0,0,31,24,3,3,0,0,35,20,7,10,3,0,39,25,5,10,0,0,43,23,3,11,0,0,39,22,0,11,0,0,36,8,3,5,0,0,20,0,4,0,0,0,3,480,35,79,6,10,612,29,3,0,0,0,36,20,0,4,0,5,36,1471,194,252,21,19,1965,21,0,0,0,0,21,84,0,0,0,0,85,111,3
306011143,3,0,0,0,0,4,15,0,3,0,0,15,5,0,4,0,0,13,13,0,0,0,0,22,18,3,0,0,0,21,19,3,3,0,0,32,10,3,5,0,0,22,18,5,3,0,0,29,11,8,13,3,0,35,7,3,7,3,0,20,7,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,133,40,46,9,0,230,24,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,6,0,4,0,0,10,0,0,3,0,0,6,4,3,0,3,0,11,3,0,3,0,0,10,6,0,7,0,0,14,3,0,6,0,0,9,9,0,0,0,0,9,0,3,3,0,0,4,3,0,0,0,0,4,73,11,26,6,0,114,7,0,4,0,0,12,3,0,0,0,0,6,212,48,78,15,4,352,3,0,0,0,0,3,0,0,0,0,0,0,3,0
306021144,7,0,0,0,0,7,27,0,0,0,0,27,24,0,8,0,0,33,35,6,9,3,0,50,22,6,4,0,0,34,33,4,3,0,0,40,29,9,3,0,0,43,22,6,6,0,0,28,34,10,4,0,0,46,11,6,3,0,0,13,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,242,40,37,3,3,332,31,0,0,0,0,33,14,0,0,0,0,17,4,0,0,0,0,4,9,0,0,0,0,9,14,3,0,0,0,15,8,4,0,0,0,18,8,0,4,0,0,9,4,0,4,0,0,16,11,3,0,0,0,9,10,0,4,0,0,16,9,0,5,0,0,9,10,0,0,0,0,10,0,0,0,0,0,3,123,14,20,4,3,161,14,0,3,0,0,12,14,0,3,0,3,16,389,51,61,7,10,521,7,0,0,0,0,7,31,0,0,0,0,32,43,0
306021145,66,0,0,0,3,71,383,3,0,0,3,391,653,13,18,0,0,686,715,40,29,3,3,788,677,65,21,7,6,776,710,75,37,3,0,825,700,80,59,4,9,853,613,88,44,8,5,752,486,70,58,9,4,625,286,53,23,8,8,374,106,32,18,4,0,160,20,13,5,0,0,40,7,4,3,3,0,16,5417,521,314,45,45,6350,229,0,0,3,0,237,290,0,3,0,0,291,176,3,14,4,4,193,147,0,12,0,0,164,116,3,13,0,0,139,110,9,19,4,0,138,106,8,10,10,0,128,91,5,17,3,0,122,93,8,16,3,0,117,76,3,14,6,0,102,54,12,6,3,0,79,13,10,3,6,0,39,6,3,3,3,0,18,1520,67,125,42,15,1765,236,5,7,3,7,252,170,10,16,4,17,215,7333,602,462,98,83,8580,150,0,0,0,0,150,647,3,3,3,0,657,872,7
306021146,17,0,0,0,0,17,51,0,0,0,0,51,70,3,10,0,0,85,47,8,3,3,0,57,42,8,6,0,0,59,40,7,16,3,0,62,50,12,4,3,0,67,33,15,12,0,0,57,27,4,10,0,0,49,19,12,7,0,0,38,11,3,4,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,402,73,71,10,7,564,69,0,0,0,0,69,53,0,0,0,0,57,23,0,0,0,0,23,9,0,0,0,0,14,11,0,4,0,0,15,10,0,6,4,0,20,3,7,0,0,0,9,6,0,5,0,0,11,13,3,4,0,0,23,6,9,9,0,0,17,6,0,3,0,0,11,4,0,3,0,0,14,0,0,0,0,0,4,222,24,35,4,3,281,24,3,0,0,0,27,14,0,0,0,0,17,654,95,110,16,10,892,16,0,0,0,0,16,71,0,0,0,0,71,57,0
306021147,17,0,0,0,0,17,52,0,3,0,0,52,70,0,7,0,0,73,56,3,6,0,0,70,65,6,10,0,0,78,64,12,10,3,0,85,55,12,21,0,0,90,51,12,3,0,0,70,36,16,15,0,0,63,15,4,0,0,0,28,5,0,7,0,0,18,0,3,0,0,0,7,0,0,0,0,0,3,484,66,81,8,0,650,47,0,0,0,0,47,21,0,0,0,0,21,10,0,0,0,0,13,10,0,3,0,0,11,11,0,3,0,0,16,11,5,3,0,0,14,4,0,4,0,0,17,12,3,3,0,0,23,11,0,3,0,0,13,8,0,3,0,0,14,10,0,0,0,0,10,4,0,0,0,0,3,3,0,0,0,0,4,161,5,32,0,0,200,16,0,3,5,0,27,21,0,0,0,3,24,684,77,118,15,6,893,13,0,0,0,0,13,31,0,5,0,0,31,25,0
306021148,23,0,0,0,0,23,57,0,3,0,0,62,76,0,11,0,3,87,58,5,3,0,0,69,64,5,11,0,0,81,77,6,5,0,0,88,82,16,11,3,3,110,82,20,16,3,3,119,76,15,18,3,0,113,41,11,4,3,0,61,19,0,5,3,0,37,3,0,3,0,0,7,0,0,13,5,0,17,662,77,107,19,6,870,51,0,0,0,0,51,32,0,0,0,0,31,16,0,4,0,3,24,6,0,5,0,0,13,8,0,4,0,0,12,9,0,3,0,0,17,11,0,6,0,0,22,8,6,3,3,0,23,9,0,4,3,0,19,14,0,7,3,0,21,7,0,8,0,0,15,9,0,3,0,0,6,0,0,0,0,0,4,189,16,44,16,3,263,21,0,0,0,0,24,19,0,3,4,0,28,887,94,152,42,14,1188,11,0,0,0,0,11,46,0,0,0,0,45,44,0
306021149,3,0,0,0,0,4,14,0,0,0,0,18,10,0,0,0,0,14,16,3,4,0,0,21,14,9,10,0,0,24,21,6,7,0,0,37,17,4,7,3,0,35,12,15,9,0,0,37,7,5,5,0,0,20,7,10,3,0,0,17,3,6,3,0,0,11,3,0,0,0,0,4,0,0,0,0,0,0,115,60,52,4,3,239,13,0,0,0,0,11,10,0,0,0,0,10,4,0,0,0,0,8,5,0,0,0,0,3,9,0,0,0,0,10,8,0,6,0,0,9,3,4,4,0,0,6,3,0,3,0,0,8,4,4,7,0,0,12,0,0,8,3,0,12,3,3,7,0,0,12,3,3,3,0,0,11,0,0,0,0,0,8,59,17,43,5,3,131,3,0,0,0,0,4,3,0,0,0,0,9,188,80,98,11,4,377,0,0,0,0,0,0,12,0,0,0,0,10,20,0
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,7,0,0,0,0,7,13,0,0,3,0,18,13,0,3,0,0,18,21,3,3,0,0,25,22,3,3,0,0,37,26,4,5,0,0,42,24,8,7,0,0,35,11,8,13,0,0,32,15,6,11,0,0,29,13,3,8,0,0,21,3,0,6,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,176,31,57,4,3,279,57,0,0,0,0,55,23,0,3,0,0,23,6,0,0,0,0,13,11,0,3,0,0,13,7,0,4,0,0,14,5,0,3,0,0,8,8,0,4,0,0,13,4,0,0,0,0,4,5,0,0,0,0,13,3,4,0,3,0,7,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,139,9,20,5,0,172,13,0,3,0,0,15,6,0,3,0,0,15,334,46,81,10,8,473,3,0,0,0,0,3,38,0,0,0,0,38,27,0
306021152,35,0,0,0,0,35,90,0,0,0,0,89,96,0,10,4,0,103,150,8,8,0,0,169,132,13,8,0,0,151,145,24,5,3,4,181,150,29,9,0,0,197,121,24,14,0,0,163,121,17,11,3,0,150,80,10,5,0,3,100,24,0,3,0,0,34,9,0,0,3,0,13,0,5,0,0,0,3,1154,126,81,15,10,1383,57,0,0,0,0,57,43,0,0,0,0,43,27,0,0,0,0,29,23,0,0,0,4,23,23,0,0,0,0,23,33,0,3,3,0,44,28,0,3,0,0,31,30,0,3,0,0,39,39,0,3,0,0,41,28,0,0,0,0,26,13,0,0,0,0,16,7,0,3,3,0,18,0,0,3,0,0,3,352,3,22,6,8,395,48,3,0,0,3,51,33,0,3,0,0,35,1584,134,109,17,20,1872,24,0,0,0,0,24,62,3,0,0,0,68,98,0
306021153,0,0,0,0,0,4,12,0,0,0,0,14,20,0,3,0,0,19,19,3,4,0,0,27,8,0,3,0,0,17,22,3,9,0,0,36,19,4,9,0,0,33,10,8,3,0,0,21,8,6,9,0,0,21,8,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,130,30,51,3,0,210,53,0,0,0,0,56,19,0,3,0,0,18,8,0,0,0,3,11,5,0,0,0,0,5,7,0,5,0,0,14,4,0,6,0,0,7,9,3,3,0,0,11,3,0,3,0,0,11,3,0,3,0,0,12,4,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,112,10,29,8,0,165,9,0,5,0,0,13,3,0,3,0,0,9,251,38,86,17,9,396,12,0,0,0,0,12,23,0,0,0,0,26,23,0
306021154,155,0,0,0,0,156,552,3,0,0,7,562,667,9,14,0,4,691,741,35,28,3,8,810,699,69,34,3,3,800,707,70,32,3,7,820,721,105,36,3,4,869,596,89,44,3,9,742,510,86,54,9,4,656,320,62,36,3,3,425,91,34,13,6,0,133,20,7,4,0,0,35,5,4,0,3,0,12,5783,562,300,34,46,6721,135,0,0,0,0,136,120,0,0,0,0,125,100,0,3,0,0,105,83,3,4,0,0,91,58,3,10,0,3,72,78,5,7,3,0,93,79,0,8,0,0,87,79,10,8,0,0,91,74,9,13,0,0,93,66,7,15,3,0,95,35,3,9,3,0,56,21,0,3,3,0,28,10,0,3,0,0,18,935,44,81,14,12,1093,199,6,7,0,4,223,104,10,7,0,13,141,7025,632,391,45,74,8170,47,0,0,0,0,46,219,0,0,0,0,221,307,8
