SA2_MAINCODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
124011449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,5,0,0,0,0,3,4,0,3,0,5,0,0,3,0,0,0,0,6,0,12,0,4,0,0,0,0,0,7,0,19,0,3,0,0,5,0,4,9,0,23,0,0,3,3,6,11,0,5,0,27,0,0,0,3,0,5,3,8,0,23,0,0,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,14,13,13,15,31,15,65,3,169,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,9,0,6,0,0,0,0,0,0,0,16,0,9,3,0,0,0,0,0,0,16
124011450,0,3,4,0,0,3,0,0,0,11,0,7,0,0,0,0,0,0,0,11,0,4,0,0,0,3,0,0,0,6,0,0,4,0,5,3,0,3,0,12,0,0,5,0,0,0,0,0,0,12,0,3,9,0,4,4,0,3,0,26,0,0,3,5,7,5,3,5,0,32,0,4,3,9,9,11,4,11,0,47,0,0,4,5,0,9,6,8,0,35,0,3,0,3,3,3,5,3,0,25,0,6,3,5,10,7,0,4,0,34,0,0,0,3,5,8,0,7,0,24,8,3,3,0,8,13,13,22,0,75,0,0,0,5,3,4,3,19,0,34,0,0,0,0,0,0,0,0,0,3,12,34,38,34,49,66,45,105,5,390,0,0,0,0,0,0,0,0,0,7,0,19,4,0,0,0,0,0,0,28,0,17,0,4,0,0,0,0,0,25,0,16,4,0,0,4,0,0,0,30
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,0,12,3,6,0,4,0,3,0,34,0,6,3,7,0,3,0,6,0,28,0,4,5,10,7,7,3,17,0,60,0,3,5,12,15,9,3,7,4,67,3,0,3,12,18,30,12,14,0,94,0,5,6,5,27,34,28,29,0,134,3,0,3,4,12,20,9,26,0,77,0,0,3,4,12,13,7,27,0,65,0,0,0,4,4,14,4,15,0,35,0,3,5,3,17,18,13,33,0,84,0,0,0,3,0,6,3,14,0,34,0,3,0,0,0,3,3,0,0,9,5,42,46,74,119,168,73,209,5,735,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,11,0,26,6,3,5,5,0,4,0,49,6,19,13,4,4,0,0,4,0,45
124011453,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,3,0,11,0,0,7,0,0,5,0,3,0,14,0,0,3,0,0,3,0,3,0,18,0,0,3,0,3,6,0,6,0,20,0,0,0,0,0,8,3,0,0,25,0,0,3,3,3,5,3,6,0,25,0,0,0,0,8,3,3,10,0,23,0,0,0,0,0,3,3,5,0,9,0,0,0,0,0,6,3,9,0,22,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,10,15,15,18,37,21,62,3,176,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,6,0,13,3,5,0,0,0,3,0,27,0,11,0,4,0,0,0,0,0,20
124011454,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,3,0,0,3,0,0,0,10,0,0,3,3,0,0,0,8,0,20,0,3,0,7,8,3,0,5,0,30,0,3,3,8,4,8,3,7,0,33,0,0,0,3,0,13,5,12,0,42,0,0,0,6,8,16,10,15,0,57,0,0,4,3,10,8,3,8,0,39,0,0,0,4,7,13,8,12,0,43,0,0,0,0,3,4,3,14,0,27,4,3,3,0,4,8,12,29,0,65,0,0,0,0,3,5,4,13,0,19,0,0,0,0,0,0,0,0,0,3,11,19,20,43,59,80,44,129,0,414,0,0,0,0,0,0,0,0,0,7,0,15,8,0,0,0,0,0,0,26,0,16,6,4,0,4,0,0,0,36,0,22,7,0,0,4,0,3,0,41
124011455,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,13,0,0,0,3,3,3,0,5,0,7,0,0,0,0,4,3,0,3,0,10,0,0,0,0,3,4,3,0,0,15,0,0,0,4,0,0,0,4,0,14,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,3,0,7,0,17,0,0,0,0,0,4,0,10,0,12,0,0,0,0,0,0,0,0,0,0,3,9,4,15,12,25,11,42,0,126,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,3,0,0,4,0,0,0,14,0,11,0,0,0,0,0,0,0,14
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,9,0,0,0,4,0,0,3,0,0,10,0,0,0,0,7,3,0,0,0,11,0,0,0,3,5,4,4,0,0,17,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,3,0,3,0,9,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,10,0,13,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,5,7,9,17,13,11,33,6,106,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0
124031458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,9,0,3,0,0,3,0,11,0,3,7,3,0,3,3,8,0,20,3,0,0,0,0,5,0,5,0,14,0,0,7,7,3,13,3,7,0,35,3,3,0,4,3,13,8,11,0,38,0,0,0,3,6,6,0,6,0,30,0,0,0,0,3,0,0,14,0,20,0,0,0,0,3,3,5,7,0,25,0,0,0,0,0,4,7,29,0,43,0,0,0,0,0,4,0,11,0,11,0,0,0,0,4,0,0,4,3,13,10,14,23,20,36,50,20,100,5,278,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,4,4,3,0,0,0,0,0,17,0,11,0,3,0,0,0,0,0,15
124031459,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,4,3,0,0,0,3,0,13,0,0,3,3,4,3,0,5,0,20,0,0,4,7,12,3,0,7,0,31,0,0,0,3,10,10,6,9,0,42,0,4,3,0,9,14,15,17,0,71,3,0,0,4,8,8,11,13,3,47,0,0,0,0,4,16,16,21,0,57,0,0,0,0,7,9,3,18,0,40,0,0,0,0,3,13,12,52,0,82,0,0,0,3,3,6,4,26,0,41,0,0,0,0,0,0,3,3,0,6,9,9,13,27,62,83,64,187,7,463,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,15,0,6,10,0,0,0,0,0,0,10,0,4,3,3,0,3,0,0,0,15
124031460,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,12,0,3,0,8,3,0,3,3,0,18,0,3,0,4,7,3,8,11,0,32,0,0,0,0,0,9,3,7,0,16,0,0,0,0,3,3,0,9,0,16,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,6,5,17,0,32,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,4,11,5,23,14,28,21,60,0,167,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,9,0,10,0,7,0,0,0,0,0,20
124031461,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,4,0,0,0,0,0,3,0,16,0,3,5,4,0,3,0,5,0,19,0,0,5,9,3,3,3,6,0,27,0,0,3,7,8,6,3,4,0,38,4,0,0,4,33,31,6,21,3,97,4,0,0,0,18,30,19,32,0,112,0,0,0,3,13,20,17,36,3,87,0,0,0,0,4,12,13,33,0,61,0,0,0,0,0,4,6,20,0,34,0,0,0,0,3,7,15,50,0,83,0,0,0,0,0,6,6,18,0,33,0,0,0,0,0,0,0,0,0,8,17,21,29,31,92,123,93,235,11,641,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,14
124031462,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,3,0,8,0,0,6,4,0,3,0,4,0,20,0,0,3,5,3,6,0,0,0,22,0,3,6,4,3,9,5,9,0,44,0,0,5,6,12,25,3,8,0,65,0,0,0,3,19,15,5,5,0,43,3,0,0,7,13,12,3,17,0,52,0,0,0,0,19,17,11,16,0,64,3,0,0,3,41,39,36,48,0,174,0,0,0,0,11,10,11,28,0,63,0,0,0,0,0,3,3,0,0,8,10,12,29,41,117,139,86,150,7,592,0,0,0,0,0,0,0,0,0,9,0,17,3,0,0,0,0,0,0,17,0,23,4,3,7,0,0,0,0,36,3,31,12,0,0,0,0,0,0,49
124031463,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,8,0,0,4,3,0,3,0,3,0,17,0,4,3,3,0,3,0,3,0,15,0,3,3,4,0,0,0,7,0,21,0,3,0,0,10,3,3,8,0,25,3,0,0,0,0,7,0,13,0,26,0,0,0,7,6,9,3,10,0,42,0,0,3,3,6,5,3,7,0,31,3,0,0,0,7,13,4,14,0,43,3,0,0,0,5,4,5,13,0,34,0,0,3,0,3,17,13,31,0,71,0,0,0,3,0,3,3,21,0,35,0,0,0,3,0,0,0,4,3,11,14,24,25,28,43,74,37,140,6,381,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,5,3,0,0,4,0,0,0,14
124031464,3,0,0,0,0,5,0,3,0,10,0,3,0,0,0,0,0,3,0,8,0,8,0,3,0,3,0,0,0,17,0,3,8,8,0,8,0,10,0,28,0,11,17,11,0,3,0,8,0,51,4,3,16,20,21,8,9,8,0,93,3,0,14,13,42,28,15,28,0,145,5,3,5,16,95,59,38,50,4,270,9,3,6,17,71,78,45,57,0,281,7,3,4,14,44,55,29,53,3,216,9,0,0,7,42,48,40,67,3,214,3,0,3,0,23,41,20,57,0,162,10,0,0,4,54,77,65,119,0,338,9,0,0,9,5,27,31,103,0,182,0,0,3,0,0,9,5,12,3,30,61,39,76,120,406,450,295,571,21,2033,0,4,0,4,0,0,0,3,0,11,0,36,0,0,0,0,0,0,0,42,0,24,4,6,3,0,0,0,0,40,3,26,17,6,4,4,0,0,3,62
124031465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,7,0,0,0,0,3,9,9,10,0,24,0,0,0,0,0,5,0,3,0,16,0,0,0,0,3,0,3,9,0,17,0,0,0,0,0,0,3,5,0,9,0,0,0,4,3,0,3,9,0,14,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,3,0,6,0,6,0,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,3,0,3,6,17,12,28,17,59,0,141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
124041466,0,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,3,0,7,0,4,3,3,0,0,0,0,0,9,0,3,6,0,0,0,0,0,0,8,0,0,5,4,0,3,0,3,0,24,0,7,0,7,3,5,0,12,0,33,0,3,9,13,12,7,8,18,0,73,0,4,3,9,16,22,15,16,0,84,0,0,3,6,26,30,13,36,0,117,4,3,5,8,18,20,14,31,0,102,3,0,9,4,25,22,13,19,0,98,3,0,0,3,9,23,8,24,0,76,8,3,0,0,27,50,43,59,0,195,0,0,0,6,6,5,3,40,0,73,0,0,0,0,6,3,0,14,6,29,26,32,47,56,145,191,129,283,13,926,0,0,0,0,0,0,0,3,0,7,0,17,3,0,3,0,0,0,0,24,0,21,0,3,0,0,3,0,0,31,0,22,5,3,0,0,0,0,0,38
124041467,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,0,0,3,0,22,0,3,0,0,0,3,3,0,0,13,0,0,7,12,10,6,0,7,0,39,3,0,3,4,9,11,4,12,0,43,0,0,0,6,21,23,11,21,0,82,0,0,0,3,16,23,13,28,0,94,4,0,0,5,15,8,10,20,0,68,0,0,0,0,8,15,15,20,0,64,0,0,0,0,10,11,13,21,3,62,3,0,3,4,5,28,24,44,3,117,0,3,0,0,0,5,6,38,0,51,0,0,0,0,0,3,0,3,0,16,15,23,31,42,102,134,113,235,6,690,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,0,11,7,0,0,0,3,0,0,22,0,11,3,0,0,0,0,3,0,17
124041468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,3,0,9,0,3,0,0,0,5,0,0,0,11,0,0,0,0,0,3,0,7,0,14,0,4,4,0,0,0,0,8,0,22,0,0,0,7,7,12,0,5,0,31,0,0,0,0,3,7,3,9,0,25,0,0,0,3,5,6,3,12,0,27,0,3,0,0,3,5,0,8,0,29,0,0,0,0,3,11,0,10,0,24,0,0,0,0,4,0,4,3,0,16,0,0,0,0,10,11,10,20,0,48,0,0,0,0,3,0,4,12,0,15,0,0,0,0,0,3,0,0,4,9,3,20,14,18,39,60,24,103,4,279,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7
124051469,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,6,0,3,0,13,0,0,0,0,16,7,0,3,0,23,0,3,0,0,7,19,0,6,0,45,0,0,0,3,7,21,6,15,4,58,3,0,0,0,11,9,12,21,0,57,0,0,0,0,7,16,13,31,0,61,3,0,0,0,8,34,17,67,0,131,3,0,0,0,3,8,18,61,0,96,0,0,0,0,0,0,0,3,0,4,16,8,5,10,58,110,79,212,8,508,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
124051470,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,13,0,0,3,3,0,0,0,0,0,11,3,0,3,4,3,0,0,3,0,18,0,0,0,0,3,17,4,3,0,28,0,0,0,0,4,8,3,7,0,27,0,0,0,0,4,6,0,5,0,13,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,4,4,0,10,0,0,0,0,0,5,7,8,0,23,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,3,4,3,15,15,17,35,27,44,0,169,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,3,0,13
124051580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,6,0,14,0,0,0,0,5,0,0,0,0,5,0,0,3,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,12,4,28,0,77,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,8
124051581,0,0,0,0,0,0,0,6,0,7,0,10,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,4,6,0,3,0,3,4,3,24,0,0,5,3,0,4,0,0,0,17,0,4,7,4,11,6,3,12,3,59,0,0,3,6,20,25,3,12,0,72,0,4,0,7,25,35,5,18,5,94,3,0,0,6,39,48,13,30,3,146,3,0,11,4,26,43,22,38,0,137,0,3,3,3,28,38,17,51,0,145,0,0,0,0,10,30,22,50,0,109,4,0,0,0,25,40,41,99,0,216,0,0,0,0,7,18,9,72,0,116,0,0,3,0,0,0,0,5,4,13,17,37,48,39,192,286,142,383,27,1168,0,0,0,0,0,0,0,0,0,3,5,15,0,0,0,0,0,0,0,23,0,16,5,0,0,0,0,0,0,15,4,13,7,0,4,3,0,3,0,33
125011473,0,3,7,0,3,5,0,3,0,25,3,10,3,0,0,0,0,3,0,12,0,9,0,3,4,0,0,0,0,26,0,5,9,5,3,3,0,3,0,28,3,15,12,14,0,3,0,5,0,45,0,9,16,16,18,17,9,14,0,91,0,5,9,17,19,29,8,14,3,113,3,3,17,12,68,69,20,37,3,231,4,8,14,16,97,134,44,66,6,388,10,3,8,20,86,124,50,97,0,396,15,8,8,18,93,152,65,149,3,511,6,0,6,15,76,158,67,129,0,456,30,10,8,28,164,360,212,388,8,1203,17,7,3,14,49,219,142,551,3,1000,0,0,0,3,9,10,7,14,8,43,89,95,117,186,684,1271,628,1466,30,4568,0,3,3,0,0,4,0,0,0,17,0,10,3,0,0,0,0,0,0,19,0,12,5,0,0,3,0,3,0,32,0,15,18,0,3,3,0,5,0,44
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,4,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,12,0,4,4,0,0,3,0,4,0,14,0,0,9,3,3,4,0,0,0,25,0,0,4,3,3,3,0,4,0,19,0,0,0,4,7,6,0,0,0,27,0,0,0,7,20,9,6,5,3,47,0,0,0,4,16,12,8,9,0,59,0,0,3,0,11,6,7,15,0,40,0,0,0,0,10,16,6,11,0,43,3,0,0,0,7,17,9,10,0,46,3,0,0,0,13,16,24,26,0,84,0,0,0,0,6,10,9,28,0,55,0,0,0,0,0,5,0,3,0,8,13,20,30,35,91,110,65,119,11,487,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,12,0,19,8,0,0,4,0,3,0,29,0,24,4,4,0,0,0,3,0,36
