SA2_MAINCODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
101041017,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,3,0,4,0,19,0,0,0,3,3,3,4,3,0,17,0,4,4,8,9,7,3,15,0,49,0,0,3,7,14,8,3,10,0,44,4,0,3,6,17,14,5,13,0,76,0,0,0,7,24,16,14,19,0,88,3,0,0,0,8,13,10,17,0,46,0,3,0,0,3,11,12,9,0,43,0,0,0,3,3,3,3,6,0,29,3,0,0,0,5,10,5,12,0,40,0,3,0,3,0,3,0,15,0,23,0,0,0,0,0,0,0,0,3,9,9,14,25,46,90,103,61,140,8,496,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,7,4,0,0,0,0,0,0,11
101041018,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,11,0,7,3,4,6,0,0,3,0,18,0,0,0,3,3,3,0,3,0,15,0,0,0,0,3,3,3,3,0,14,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,5,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,15,11,12,11,17,4,39,0,115,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,11
101041019,0,0,0,3,0,3,0,5,0,12,0,4,0,0,0,0,0,0,0,7,0,4,0,3,0,5,0,11,0,17,0,0,6,3,4,0,0,6,0,16,4,0,3,10,0,3,3,5,0,22,0,4,3,3,0,4,0,7,0,24,0,6,9,3,8,4,5,10,0,41,3,0,0,3,19,17,9,16,0,62,3,0,0,3,22,11,8,16,4,69,3,0,3,4,8,13,8,19,0,53,0,0,0,0,12,14,13,12,0,50,3,0,0,0,9,4,8,16,0,33,0,0,0,5,11,12,10,30,0,68,6,0,0,0,0,3,5,8,0,23,0,0,3,0,0,0,0,3,0,9,23,21,25,40,80,88,79,161,11,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,0,0,0,0,0,17,0,9,6,3,0,0,0,0,0,22
101041020,3,3,0,0,3,7,0,13,0,25,0,3,0,0,3,3,0,10,0,20,3,3,3,9,4,3,3,12,3,42,3,4,3,10,0,5,6,15,0,46,0,4,4,6,0,4,0,18,0,30,0,7,7,4,4,8,5,25,0,58,0,4,3,8,10,9,5,20,3,59,3,3,0,7,8,6,7,24,3,64,0,4,3,3,0,17,9,23,0,55,0,3,3,0,0,0,8,15,0,27,0,3,0,0,3,0,3,11,0,24,0,0,0,0,0,3,0,7,0,10,3,0,0,0,0,8,0,8,0,16,0,0,3,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,8,18,35,29,60,31,67,43,194,14,495,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,0,9
101041021,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,6,3,0,3,0,12,0,0,0,0,0,0,3,5,0,10,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,6,6,9,8,8,31,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,3,0,8,0,0,3,0,4,7,3,3,0,17,0,0,0,3,7,5,0,13,4,26,0,0,0,0,3,4,0,3,0,18,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,4,3,15,22,24,8,43,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101041024,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,6,0,0,3,4,0,0,0,3,0,17,0,0,0,3,3,0,0,3,0,11,0,0,4,0,0,0,0,3,0,13,0,0,7,3,0,0,0,8,0,24,0,0,0,6,3,4,3,16,0,27,0,3,0,0,6,4,0,4,3,21,0,0,0,0,8,6,0,9,0,23,0,3,0,0,0,0,0,8,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,11,13,25,23,25,13,67,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
101041025,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,3,6,3,3,0,0,0,8,0,19,0,4,0,3,0,0,0,6,0,11,0,3,3,3,0,6,0,0,0,23,3,7,6,5,6,3,3,9,0,45,3,7,0,6,9,7,6,11,0,49,0,7,0,8,14,11,0,11,0,58,3,3,0,8,12,10,15,27,5,76,3,0,0,4,9,11,7,16,0,44,0,0,0,4,5,13,3,14,3,46,3,0,0,0,0,3,0,4,0,23,3,3,0,0,0,8,3,12,0,25,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,5,3,7,16,35,15,50,69,72,45,134,12,440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,3,3,0,0,0,0,0,0,12,0,4,7,0,0,3,0,0,0,11
101041026,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,5,0,3,0,3,0,7,0,0,0,13,0,0,0,4,0,4,3,3,0,13,0,0,3,5,0,3,0,3,0,16,0,0,0,9,9,3,0,5,0,28,0,0,0,7,8,3,12,9,0,45,0,0,0,4,13,17,4,18,0,53,0,4,0,4,10,12,3,10,0,39,0,3,0,3,3,9,4,10,0,33,0,0,0,0,3,0,5,8,0,27,4,0,0,3,7,4,6,11,0,44,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,7,0,9,13,12,14,39,50,62,48,110,3,345,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,3,9
