SA2_MAINCODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
128011606,3,0,0,0,3,168,35,0,0,202
128021533,3,0,0,0,3,89,26,3,3,121
128021534,12,0,0,0,13,153,34,0,0,186
128021535,13,3,0,0,20,352,85,3,3,441
128021536,8,3,0,0,13,349,73,3,0,420
128021537,0,0,0,0,0,0,0,0,0,0
128021538,22,6,0,0,32,529,149,4,3,685
128021607,5,3,0,0,16,277,92,3,0,373
128021608,3,0,0,0,3,96,23,0,3,114
128021609,3,0,0,0,3,53,9,0,0,58
197979799,0,0,0,0,0,16,3,0,0,16
199999499,1157,123,3,35,1321,36349,4957,45,606,41955
201011001,4,0,0,0,3,161,41,3,4,208
201011002,27,0,0,0,31,429,219,28,10,678
201011003,15,5,0,0,21,350,80,7,10,441
201011004,11,3,0,0,16,308,98,3,5,418
201011005,9,0,0,0,4,108,31,0,3,142
201011006,11,4,0,0,16,166,46,0,4,221
201011007,3,0,0,0,3,62,13,0,0,78
201011008,11,0,0,0,11,213,63,10,7,294
201021009,4,0,0,0,4,99,35,0,3,137
201021010,3,0,0,0,7,223,78,0,6,310
201021011,26,0,0,0,26,417,104,0,13,533
201021012,0,3,0,0,7,131,52,0,3,186
201031013,0,0,0,3,6,97,38,0,4,140
201031014,8,0,0,0,6,99,53,0,3,148
201031015,3,0,0,0,6,97,48,0,3,143
201031016,15,0,0,0,15,154,68,7,3,230
201031017,7,0,0,0,5,114,35,0,6,152
202011018,42,7,0,0,49,443,232,20,15,701
202011019,13,0,0,0,10,146,44,3,6,203
202011020,7,3,0,0,13,218,86,3,5,306
202011021,13,5,0,0,14,137,33,0,3,176
202011022,15,0,0,0,18,302,100,0,11,415
202011023,9,0,0,0,9,72,23,0,3,99
202011024,8,3,0,0,13,120,34,0,6,164
202011025,4,3,0,0,11,161,52,7,3,223
202021026,10,0,0,0,10,145,38,0,5,185
202021027,22,6,0,0,29,390,111,0,10,513
202021028,21,0,0,0,17,310,95,0,11,413
202021029,0,0,0,0,5,100,30,0,4,133
202021030,18,3,0,0,25,323,92,0,9,429
202021031,10,0,0,0,15,194,32,0,0,229
202031032,5,0,0,0,4,157,59,0,12,223
202031033,4,0,0,0,3,306,133,0,13,459
203011034,3,0,0,0,3,93,24,0,0,118
203011035,3,0,0,0,3,141,50,0,3,194
203011036,5,0,0,0,8,209,60,0,12,281
203021037,9,4,0,0,7,294,89,6,3,391
203021038,17,3,0,0,23,216,67,3,3,292
203021039,40,8,0,3,53,702,325,26,18,1074
203021040,12,4,0,0,15,365,116,3,14,501
203021041,12,3,0,0,20,342,77,7,7,431
203021042,19,0,0,0,24,324,68,3,3,395
203021043,18,3,0,0,25,256,90,3,3,352
203021044,8,0,0,0,8,156,31,0,0,190
203021045,15,4,0,0,17,256,86,0,3,346
203021046,18,3,0,0,19,280,73,3,10,361
203021047,28,4,0,0,33,307,121,0,10,433
203031048,19,0,0,0,20,263,48,0,4,310
203031049,17,0,0,0,17,180,74,0,5,254
203031050,21,3,0,0,24,553,108,6,8,669
203031051,14,0,0,0,14,134,29,0,3,167
203031052,7,0,0,0,7,143,41,0,3,191
203031053,31,5,0,0,37,547,127,0,5,679
204011054,6,7,0,0,12,243,76,0,11,328
204011055,19,6,0,0,27,274,92,3,4,370
204011056,11,0,0,0,11,257,61,0,5,330
204011057,14,3,0,0,19,328,131,0,9,473
204011058,10,0,0,0,12,127,44,0,3,170
204011059,3,0,0,0,4,105,57,0,5,168
204011060,0,0,0,0,3,110,20,0,3,134
204011061,0,0,0,0,0,0,0,0,0,0
204011062,9,0,0,0,9,139,36,0,7,178
204021063,17,3,0,0,20,215,99,3,14,325
204021064,9,0,0,0,9,173,36,0,3,217
204021065,0,3,0,0,3,85,41,0,0,126
204021066,21,3,0,0,24,370,203,8,6,585
204021067,22,3,0,0,22,443,115,3,17,577
204031068,5,0,0,0,5,158,40,3,5,209
204031069,13,0,0,0,16,306,129,0,14,452
204031070,3,0,0,0,3,81,20,0,5,113
204031071,3,0,0,0,9,99,65,0,6,181
204031072,12,7,0,0,13,337,87,0,4,430
204031073,3,0,0,0,9,206,53,0,5,256
204031074,23,8,0,0,31,495,234,10,9,751
204031075,8,0,0,0,8,170,41,0,3,219
205011076,13,0,0,0,15,321,115,3,13,453
205011077,14,4,0,0,15,250,69,0,7,329
205011078,5,0,0,0,4,207,85,0,3,296
205011079,19,3,0,0,27,484,185,11,17,692
205021080,0,0,0,0,0,0,0,0,0,0
205021081,14,3,0,0,17,366,177,3,8,553
205021082,15,0,0,0,22,297,107,0,6,412
205021083,0,0,0,0,0,0,0,0,0,0
205021084,9,3,0,0,10,230,87,0,4,321
205021085,5,3,0,3,13,247,85,0,10,338
205021086,16,0,0,0,16,119,43,0,3,158
205031087,27,0,0,0,30,481,205,0,15,708
205031088,3,0,0,0,3,18,0,0,0,18
205031089,5,3,0,0,11,327,104,3,12,440
205031090,17,5,0,0,24,412,201,0,21,636
205031091,9,3,0,0,14,287,113,0,8,402
205031092,0,0,0,0,0,0,0,0,0,0
205031093,32,4,0,3,39,659,209,8,24,892
205041094,7,0,0,0,5,195,57,0,5,250
205041095,8,3,0,0,12,184,92,3,6,286
205041096,9,7,0,0,20,185,108,4,4,304
205041097,10,8,0,0,12,380,166,8,8,557
205041098,7,0,0,0,7,68,9,0,0,81
205051099,0,0,0,0,0,5,0,0,0,5
205051100,12,0,0,0,12,144,43,0,5,197
205051101,12,3,0,0,16,382,175,3,12,569
205051102,3,0,0,0,3,169,80,3,3,259
205051103,11,0,0,0,12,282,150,3,3,447
205051104,9,3,0,0,16,218,110,0,12,334
206011105,54,5,0,0,63,920,169,4,10,1105
206011106,15,6,0,3,24,305,62,3,4,373
206011107,11,0,0,0,11,248,44,0,3,289
206011108,43,10,0,0,51,618,150,3,11,780
206011109,6,0,0,0,6,129,23,0,0,153
206021110,18,9,0,0,28,277,62,3,4,346
206021111,29,4,0,0,34,765,120,3,6,898
206021112,31,3,0,0,38,444,94,0,6,544
206031113,13,0,0,0,13,262,57,0,0,324
206031114,27,4,0,0,31,521,169,8,7,707
206031115,10,0,0,0,10,157,28,0,0,188
206031116,17,5,0,0,24,400,135,5,5,543
206041117,30,7,0,0,34,463,137,12,6,621
206041118,46,11,0,3,62,561,145,16,14,736
206041119,14,4,0,0,22,326,168,14,10,526
206041120,4,0,0,0,3,25,4,0,0,35
206041121,13,0,0,0,18,273,42,7,3,319
206041122,220,47,12,0,281,3773,1260,946,45,6025
206041123,29,4,0,3,34,638,190,5,12,844
206041124,18,3,0,0,25,264,92,15,5,367
206041125,34,3,0,0,40,302,60,5,0,362
206041126,45,4,0,0,56,576,106,78,9,773
206041127,3,0,0,0,3,57,6,0,0,67
206051128,32,10,0,0,43,594,147,20,11,767
206051129,19,0,0,0,21,392,58,0,3,452
206051130,24,0,0,0,28,365,79,3,0,450
206051131,26,12,0,0,34,408,52,12,10,483
206051132,39,18,0,0,56,724,207,15,9,963
206051133,46,3,0,0,55,779,146,19,14,956
206051134,22,4,0,0,24,403,90,4,3,500
206061135,10,3,0,0,12,356,98,6,7,465
206061136,38,7,0,3,55,698,175,12,10,897
206061137,33,6,0,0,41,629,149,25,8,815
206061138,23,3,0,0,31,388,92,0,7,484
206071139,28,7,3,0,31,316,62,9,8,390
206071140,18,0,0,0,20,302,50,0,3,359
206071141,39,8,3,0,49,529,119,24,5,681
206071142,34,3,3,0,39,524,176,14,14,725
206071143,24,0,0,0,32,415,71,3,5,495
206071144,62,19,0,3,90,1278,399,33,21,1732
206071145,13,0,0,0,11,291,31,0,3,330
207011146,9,3,0,0,15,177,50,0,0,225
207011147,18,0,0,3,28,344,112,8,8,470
207011148,20,3,0,0,27,357,80,3,3,450
207011149,22,0,0,0,30,488,123,9,6,633
207011150,25,3,0,0,25,352,80,5,0,436
207011151,34,9,0,0,43,601,151,26,7,778
207011152,33,9,0,0,39,434,121,11,3,572
207011153,29,0,0,0,34,638,146,4,6,798
207011154,12,0,0,0,11,149,44,3,0,191
207011155,14,7,0,3,22,402,108,6,8,518
207021156,13,0,0,0,16,217,42,0,3,260
207021157,27,3,0,0,32,395,70,3,0,473
207021159,11,4,0,0,17,290,50,0,5,342
207021160,20,0,0,0,18,221,37,11,3,278
207021424,14,3,0,0,17,210,41,0,3,253
207021425,8,0,0,0,9,235,79,3,3,320
207031161,26,3,0,0,29,469,94,16,6,580
207031162,6,0,0,0,6,178,35,0,3,219
207031163,39,8,0,3,53,520,167,8,9,702
207031164,17,4,0,0,27,286,49,0,0,339
207031165,9,3,0,0,13,183,38,3,5,230
207031166,11,0,0,0,13,185,40,7,0,234
207031167,11,0,0,0,11,219,35,0,3,256
208011168,13,0,0,0,15,299,65,0,3,371
208011169,53,0,0,0,56,741,184,9,3,936
208011170,24,8,0,0,27,356,65,0,5,422
208011171,16,3,0,0,18,358,54,3,7,425
208011172,23,3,0,0,22,452,99,3,4,555
208011173,25,12,0,0,40,410,101,3,4,519
208021174,29,8,0,0,38,545,158,3,3,709
208021176,9,4,0,0,12,311,58,3,5,382
208021177,39,3,0,3,44,549,115,0,7,680
208021178,28,0,0,0,32,516,71,6,9,596
208021179,13,0,0,0,15,338,82,0,3,424
208021180,3,3,0,0,9,120,18,0,0,143
208021181,9,0,0,0,9,166,30,3,3,196
208021182,20,3,0,0,17,238,71,0,8,313
208021426,15,0,0,0,18,330,66,8,0,407
208021427,10,3,0,0,13,209,43,3,3,259
208031183,7,0,0,0,13,100,19,0,0,123
208031184,19,4,0,0,27,213,74,5,0,291
208031185,9,0,0,0,12,176,48,0,3,234
208031186,15,3,0,0,13,225,40,0,0,269
208031187,5,0,0,0,8,102,20,3,4,134
208031188,38,8,0,0,44,602,171,10,12,792
208031189,10,0,0,0,13,250,34,0,0,286
208031190,13,4,0,0,17,292,57,0,3,352
208031191,45,7,0,0,48,470,116,3,3,599
208031192,6,0,0,0,4,21,8,0,3,31
208031193,27,3,0,0,28,471,123,4,5,604
208041194,24,4,0,0,32,575,226,10,9,815
208041195,29,4,0,0,30,442,105,10,3,556
209011196,4,3,0,0,7,152,38,0,0,189
209011197,6,0,0,0,13,347,71,4,3,418
209011198,16,3,0,0,19,359,117,11,5,493
209011199,12,5,0,0,16,315,93,8,5,416
209011200,8,0,0,0,9,289,83,5,3,378
209011201,8,0,0,0,11,164,32,0,4,203
209011202,24,0,0,0,24,328,57,0,6,390
209011203,13,0,0,0,15,223,39,0,3,265
209011204,0,0,0,0,3,112,40,0,0,161
209021205,10,0,0,0,14,139,33,0,0,180
209021207,17,0,0,5,23,312,58,0,9,381
209021208,19,3,0,3,23,318,76,0,8,406
209021428,48,10,0,0,65,636,152,18,14,816
209021429,11,3,0,0,11,235,32,0,3,275
209031209,33,0,0,0,35,584,126,8,10,726
209031210,7,0,0,0,7,99,25,0,0,124
209031211,3,0,0,0,3,89,17,0,3,108
209031212,17,0,0,0,17,154,27,0,3,182
209031213,12,4,0,0,15,160,34,3,0,191
209031214,9,0,0,0,12,158,35,0,3,189
209031215,6,0,0,0,11,226,60,3,0,292
209041216,13,0,0,0,13,101,26,0,0,130
209041217,13,0,0,0,13,91,41,7,0,135
209041219,6,0,0,0,6,204,74,0,5,278
209041220,11,0,0,0,10,205,55,3,7,270
209041221,5,0,0,0,5,87,16,0,0,107
209041223,30,5,0,0,36,414,147,9,15,584
209041224,12,3,0,0,15,190,44,0,11,241
209041225,8,0,0,0,15,138,38,3,3,182
209041430,14,0,0,0,14,314,41,0,0,356
209041431,7,0,0,0,11,115,23,0,0,140
209041432,18,3,0,3,19,215,68,8,3,302
209041433,8,0,0,0,6,162,29,0,3,196
209041434,6,0,0,0,6,165,22,0,0,188
209041435,6,0,0,0,6,140,9,0,3,150
209041436,6,0,0,0,6,151,43,0,0,195
209041437,0,0,0,0,0,83,12,0,0,93
210011226,7,0,0,0,7,148,56,4,0,212
210011227,5,0,0,0,9,49,8,0,3,61
210011228,15,3,0,0,21,373,124,13,9,509
210011229,19,0,0,0,19,299,63,0,7,371
210011230,3,0,0,0,0,133,38,0,0,173
210011231,5,0,0,0,7,151,37,3,3,192
210021232,23,3,0,0,25,279,80,3,6,367
210021233,9,0,0,0,9,96,12,0,0,107
210021234,3,0,0,0,3,91,17,0,3,105
210021235,9,0,0,0,13,205,76,0,3,286
210031236,19,3,0,0,23,278,57,0,3,345
210031237,10,3,0,0,8,208,49,0,3,259
210031239,6,0,0,0,6,303,54,3,4,373
210031438,14,0,0,0,14,278,74,4,7,356
210031439,3,0,0,0,3,32,4,0,0,32
210031440,8,0,0,0,7,96,17,0,3,121
210041240,9,0,0,0,10,194,38,3,8,240
210041241,18,6,0,0,23,427,108,3,4,539
210051242,23,4,0,0,26,260,44,0,5,309
210051243,49,21,0,3,72,532,184,14,15,747
210051245,20,0,0,0,19,271,55,0,6,334
210051246,8,3,0,0,10,215,40,0,3,261
210051247,5,0,0,0,4,154,23,0,0,177
210051248,22,3,0,0,22,130,11,5,0,148
210051249,13,3,0,0,12,302,62,3,0,365
210051250,12,0,0,0,17,140,34,5,3,180
210051441,4,0,0,3,5,88,17,0,3,113
210051442,6,0,0,0,6,129,13,0,3,145
210051443,14,0,0,0,12,214,46,0,3,265
210051444,12,0,0,0,11,146,15,0,3,168
210051445,0,0,0,0,0,52,13,0,0,65
211011251,34,3,0,0,38,426,122,11,9,571
211011254,25,8,0,3,29,412,85,5,8,509
211011255,3,0,0,0,9,90,12,0,3,106
211011256,11,3,0,0,19,225,47,0,6,276
211011257,8,5,0,0,7,130,32,0,3,161
211011258,12,0,0,0,11,183,34,0,0,223
211011259,13,0,0,0,14,247,55,0,7,308
211011260,12,5,0,0,22,334,82,0,0,413
211011446,21,0,0,0,21,419,102,9,3,525
211011447,4,3,0,0,8,233,69,0,0,297
211011448,10,4,0,0,13,301,101,0,6,409
211011449,4,0,0,0,4,69,9,0,3,91
211021261,16,0,0,0,21,283,36,0,3,323
211021262,12,0,0,0,12,240,46,3,3,295
211031263,22,7,0,0,30,294,74,3,3,375
211031265,22,0,0,0,25,319,63,0,0,385
211031266,30,6,0,3,40,433,141,8,5,591
211031267,14,4,0,0,21,359,90,3,0,456
211031268,7,0,0,0,12,177,31,0,0,215
211031450,10,0,0,0,10,294,84,3,3,383
211031451,8,0,0,0,12,230,54,0,0,286
211031452,5,0,0,0,5,114,33,0,3,146
211041269,10,0,0,0,13,204,27,7,3,239
211041270,14,3,3,0,15,346,71,5,6,424
211041271,7,0,0,0,13,254,62,0,0,318
211041272,9,3,0,0,11,203,45,0,0,248
211041273,13,3,0,0,14,177,45,0,0,228
211051274,15,0,0,0,17,285,60,0,4,345
211051275,11,0,0,0,15,181,30,3,3,218
211051276,15,0,0,0,20,373,76,3,11,465
211051277,8,0,0,0,8,177,50,0,3,229
211051278,22,4,0,0,30,452,126,4,5,593
211051279,5,0,0,0,10,183,68,3,0,253
211051280,9,0,0,4,13,152,35,0,3,191
211051281,15,0,0,0,15,392,77,3,3,470
211051282,25,0,0,0,25,282,65,0,0,347
211051283,16,0,0,0,12,204,54,0,3,255
211051284,11,4,0,0,20,257,42,0,4,310
211051285,4,0,0,0,4,157,69,3,3,227
211051286,23,5,0,3,28,363,80,0,8,455
212011287,8,0,0,0,10,223,66,0,3,296
212011288,23,5,0,0,25,248,71,0,6,322
212011289,27,7,0,0,35,403,84,0,9,492
212011290,15,0,0,0,11,202,67,3,4,280
212011291,13,4,0,0,18,232,54,0,6,284
212011292,31,3,0,0,32,441,137,9,6,595
212021293,26,3,0,0,27,482,141,4,11,633
212021294,25,0,0,0,23,388,48,0,7,446
212021295,4,0,0,0,8,115,26,0,4,146
212021297,36,3,0,0,41,388,101,11,3,502
212021299,4,0,0,0,4,135,25,0,7,165
212021453,5,0,0,0,5,155,28,0,0,180
212021454,5,0,0,0,11,183,37,0,4,220
212021455,12,0,0,0,7,160,25,0,0,184
212021456,13,3,0,0,18,294,91,5,3,391
212031300,27,0,0,0,25,349,95,9,5,450
212031301,7,0,0,0,8,289,57,0,4,354
212031302,7,0,0,0,7,235,31,0,0,265
212031303,11,0,0,0,17,189,41,5,0,234
212031304,0,0,0,0,0,140,16,0,3,159
212031305,10,0,0,0,14,242,42,0,0,285
212031306,5,0,0,0,5,211,33,0,0,249
212031308,3,0,0,0,7,183,40,0,3,232
212031457,14,3,0,0,19,162,19,0,0,183
212031458,6,0,0,0,6,209,27,0,0,234
212041309,10,8,0,0,17,180,32,0,0,214
212041310,19,6,0,0,19,259,75,0,4,334
212041311,101,20,0,3,126,1287,407,36,29,1757
212041312,16,0,0,0,19,232,42,3,5,282
212041313,12,0,0,0,11,164,30,0,3,196
212041314,34,3,0,0,35,385,113,3,3,507
212041316,11,3,0,0,12,116,26,0,0,141
212041317,24,12,0,0,33,383,185,6,7,578
212041318,3,3,0,0,7,98,31,3,0,132
212041459,8,3,0,0,10,151,28,0,3,178
212041460,14,0,0,0,14,217,43,3,0,271
212051319,18,4,0,0,26,302,59,3,0,369
212051320,47,12,0,0,56,546,142,3,9,703
212051321,21,0,0,0,21,319,57,0,0,377
212051322,18,7,0,0,23,384,92,7,4,487
212051323,19,0,0,0,20,239,56,0,0,298
212051324,21,5,0,0,32,428,115,6,7,562
212051325,35,5,0,0,47,429,95,8,5,546
212051326,24,10,0,0,38,499,161,4,7,671
212051327,20,3,0,0,25,276,79,0,3,355
213011328,9,0,0,0,9,88,11,0,0,97
213011329,9,0,0,0,8,118,23,0,0,140
213011330,35,7,0,4,43,399,92,7,7,507
213011331,3,0,0,0,3,62,19,0,0,76
213011332,12,0,0,0,8,134,18,3,4,162
213011333,8,0,0,0,8,99,11,0,0,113
213011334,19,4,0,0,21,206,70,0,0,277
213011335,5,3,0,0,5,183,38,0,5,226
213011336,26,3,0,0,28,251,77,6,5,339
213011337,5,3,0,0,13,185,54,0,3,246
213011338,23,3,0,4,31,227,72,3,10,301
213011339,6,0,0,0,6,137,21,0,0,160
213011340,12,0,0,0,18,217,48,3,4,273
213021341,17,0,0,0,15,277,87,3,7,376
213021342,5,0,0,0,10,190,20,0,3,218
213021343,28,9,0,3,34,313,95,3,3,418
213021344,22,3,0,0,25,421,58,0,5,479
213021345,5,0,0,0,9,68,4,0,0,73
213021346,14,5,0,3,26,405,116,6,11,538
213031347,15,0,0,0,16,247,55,4,4,309
213031348,30,7,0,3,42,523,186,3,11,720
213031349,17,0,0,0,17,195,54,3,6,255
213031350,6,0,0,0,4,200,46,0,0,244
213031351,19,3,0,0,23,255,37,3,6,292
213031352,20,0,0,0,25,370,53,3,3,435
213041353,11,3,0,0,13,283,78,6,6,365
213041355,8,3,0,0,9,201,30,0,0,238
213041356,12,5,0,0,22,324,89,3,4,428
213041357,9,3,0,0,11,214,47,0,6,270
213041358,4,0,0,0,4,155,26,0,3,184
213041359,10,3,0,3,16,143,44,0,3,194
213041360,7,4,0,0,12,180,44,0,4,227
213041461,0,0,0,0,0,58,9,0,0,65
213041462,3,0,0,0,3,56,9,0,0,66
213041463,8,0,0,0,10,212,40,3,4,257
213051361,19,4,0,0,26,327,85,5,3,423
213051362,6,3,0,0,10,245,37,0,3,283
213051363,30,0,0,0,34,281,70,11,3,362
213051365,11,0,0,0,15,445,49,3,3,506
213051366,18,0,0,0,20,335,43,7,0,386
213051368,16,5,0,0,18,324,120,8,6,461
213051369,8,0,0,0,8,228,39,0,0,267
213051464,6,0,0,0,12,154,19,0,5,179
213051465,20,0,0,0,27,389,70,0,4,463
213051466,10,0,0,0,10,201,26,0,0,221
213051467,8,0,0,0,8,232,21,4,0,259
213051468,9,0,0,0,8,115,11,0,3,138
214011370,32,7,0,0,41,398,127,7,6,546
214011371,29,3,0,0,30,546,184,9,8,747
214011372,11,0,0,0,12,242,54,0,3,299
214011373,15,3,0,0,25,332,57,0,7,398
214011374,17,3,0,0,26,407,92,4,3,506
214011375,12,6,0,0,20,396,110,5,3,508
214011376,15,0,0,0,15,190,20,0,3,211
214021377,13,3,0,0,16,248,73,3,10,324
214021378,12,0,0,0,21,297,69,3,9,382
214021379,30,3,0,0,38,441,92,9,11,554
214021380,44,4,0,0,47,760,228,6,8,1001
214021381,27,0,0,0,29,468,78,0,3,550
214021382,19,0,0,0,23,433,78,0,6,524
214021383,21,3,0,0,21,531,146,4,16,694
214021384,24,0,0,0,24,476,117,3,10,604
214021385,12,3,0,0,19,440,151,3,4,599
215011386,6,0,0,3,9,108,63,0,7,177
215011387,9,0,0,0,9,143,80,0,7,233
215011388,6,3,0,0,16,288,137,10,7,441
215011389,3,0,0,0,4,147,86,0,10,245
215011390,13,7,0,0,19,278,148,0,10,439
215011391,0,0,0,0,0,122,73,0,9,196
215011392,10,0,0,0,14,188,82,0,6,277
215011393,0,0,0,0,0,161,121,3,8,299
215011394,13,0,0,0,11,234,114,0,6,348
215021395,8,0,0,0,10,122,62,4,4,190
215021396,0,3,0,0,4,77,36,0,6,122
215021398,13,0,0,0,10,193,99,0,10,303
215021399,3,3,0,0,9,96,63,9,5,173
215021469,21,7,0,0,30,359,188,9,11,569
215021470,7,3,0,0,8,154,47,3,3,208
215031400,4,0,0,0,4,191,77,0,7,272
215031401,7,0,0,0,8,235,103,0,3,348
215031402,9,0,0,0,13,105,44,0,4,154
215031403,6,5,0,0,6,50,49,0,3,101
215031404,13,3,0,0,16,214,130,3,8,350
215031405,13,0,0,0,18,198,75,0,15,286
216011406,15,9,0,3,28,337,169,4,12,518
216011407,6,5,0,0,18,300,107,0,13,421
216011408,4,0,0,0,4,163,77,0,9,241
216011409,3,3,0,0,3,98,66,0,4,172
216011410,5,0,0,0,12,194,61,0,5,264
216021411,8,3,0,0,15,135,69,8,3,215
216021412,0,4,0,0,5,94,40,0,9,139
216021413,18,0,0,4,19,418,171,4,17,611
216021414,5,0,0,0,8,109,62,0,5,186
216031415,5,0,0,0,3,71,26,0,0,97
216031416,20,10,0,0,24,395,174,17,3,591
216031417,15,0,0,0,16,365,112,7,9,496
216031418,15,0,0,0,13,194,42,0,10,247
216031419,12,0,0,0,15,281,83,3,14,385
217011420,17,3,0,3,22,346,172,0,20,536
217011421,12,0,0,0,12,263,139,10,6,420
217011422,9,3,0,0,14,178,106,0,6,294
217011423,5,0,0,0,9,334,229,0,24,580
217031471,4,3,0,0,7,75,61,0,4,137
217031472,11,4,0,0,13,233,141,10,5,395
217031473,3,0,0,0,4,235,108,0,11,357
217031474,8,0,0,0,8,217,93,0,3,321
217031475,5,0,0,0,7,385,199,0,14,604
217031476,6,0,0,0,8,163,68,0,7,235
217041477,7,3,0,0,13,268,189,0,11,471
217041478,12,0,0,0,12,324,147,3,6,477
217041479,7,0,0,0,9,309,101,4,3,424
217041480,10,4,0,0,22,348,208,32,8,592
297979799,0,0,0,0,0,4,0,0,0,4
299999499,953,80,4,28,1068,29388,3989,45,569,33979
301011001,18,0,0,0,18,249,38,0,5,288
301011002,6,3,0,0,8,138,43,0,3,176
301011003,13,0,0,0,13,245,32,0,0,278
301011004,26,8,0,0,34,439,178,5,8,630
301011005,9,0,0,0,7,50,12,0,0,63
301011006,3,0,0,0,0,169,42,0,0,212
301021007,22,3,0,0,28,349,122,4,5,481
301021008,9,0,0,0,10,135,36,0,0,164
301021009,12,0,0,0,18,241,59,0,3,301
301021011,3,4,0,0,7,131,41,0,3,173
301021012,17,0,0,0,17,247,45,0,0,292
301021013,20,0,0,0,20,266,81,4,3,350
301021527,12,0,0,0,12,193,43,0,3,243
301031014,8,7,0,0,10,89,31,0,3,121
301031015,6,3,0,0,9,144,24,3,3,174
301031016,5,3,0,0,10,181,44,0,0,231
301031017,17,3,0,0,22,216,31,3,7,261
301031018,15,3,0,0,17,153,38,0,3,193
301031019,11,0,0,0,14,142,30,3,0,178
301031020,21,0,0,0,23,287,104,4,0,405
301031021,18,3,0,0,20,263,67,0,13,344
302011022,3,0,0,0,3,109,28,0,0,134
302011023,4,0,0,0,5,100,19,0,3,121
302011024,3,0,0,0,3,135,28,0,0,160
302011025,4,0,0,0,4,138,35,0,0,171
302011026,11,0,0,0,11,127,35,0,0,157
302021027,8,4,0,0,13,227,65,11,7,295
302021028,6,0,0,0,11,215,82,11,3,312
302021029,3,6,0,0,4,90,25,0,0,112
302021030,6,0,0,0,9,159,52,3,3,213
302021031,10,0,0,0,11,253,49,9,0,311
302021032,14,0,0,0,13,211,61,3,3,278
302021033,9,0,0,0,14,89,22,0,6,112
302021034,7,0,0,0,7,162,31,0,4,202
302031035,9,0,0,0,9,139,26,0,0,168
302031036,31,6,0,7,41,495,122,12,16,643
302031037,12,3,0,0,13,177,33,4,0,217
302031038,11,0,0,0,14,247,64,6,3,314
302031039,6,0,0,0,6,160,54,8,5,229
302031040,8,0,0,0,15,205,66,3,6,271
302041041,10,0,0,0,8,238,43,3,0,285
302041042,10,3,0,0,14,160,28,0,3,191
302041043,5,0,0,0,5,59,16,0,0,76
302041044,17,0,0,0,16,155,80,0,0,237
302041045,7,0,0,0,9,142,19,0,3,163
302041046,7,3,0,0,12,124,34,0,0,161
303011047,7,0,0,0,7,198,52,0,0,248
303011048,9,0,0,0,9,121,37,0,3,155
303011049,9,0,0,0,5,189,36,0,0,231
303011050,9,0,0,0,9,113,31,0,0,141
303011051,22,0,0,0,22,301,58,3,3,372
303021052,12,0,0,0,12,217,42,3,0,262
303021053,19,3,0,0,22,350,76,0,0,429
303021054,10,0,0,0,7,96,16,0,6,120
303021055,9,5,0,0,14,257,126,0,3,387
303021056,10,0,0,0,10,189,33,0,0,226
303021057,4,0,0,0,7,98,23,0,0,125
303021058,17,0,0,0,22,285,66,8,3,360
303021059,5,0,0,0,6,210,52,4,3,264
303031060,23,3,0,0,28,256,60,3,0,323
303031061,8,0,0,0,8,92,26,0,0,115
303031062,10,3,0,0,16,182,34,3,3,222
303031063,6,3,0,0,13,271,72,0,0,346
303031064,3,0,0,0,3,135,31,0,3,167
303031065,13,0,0,0,13,224,71,3,0,302
303031066,3,0,0,0,8,153,29,0,0,181
303041067,19,4,0,0,22,200,50,8,7,262
303041068,5,0,0,0,4,236,51,3,0,293
303041069,8,0,0,0,10,82,22,3,0,109
303041070,16,5,3,0,28,223,46,7,0,273
303041071,9,0,0,0,9,196,50,0,0,248
303051072,14,0,0,0,16,100,19,0,0,115
303051073,15,3,0,0,21,277,46,0,0,324
303051074,13,4,0,0,15,222,58,0,4,288
303051075,8,0,0,0,13,212,38,0,6,248
303051076,33,13,4,0,48,485,153,10,5,657
303061077,6,0,0,0,6,113,16,0,0,130
303061078,10,0,0,0,12,226,37,0,0,265
303061079,17,0,0,0,18,149,39,0,0,186
303061080,12,0,0,0,15,267,43,0,0,314
304011081,7,0,0,0,8,185,54,0,0,243
304011082,3,3,0,0,6,125,18,0,0,144
304011083,4,0,0,0,4,64,9,0,0,72
304011084,6,0,0,0,6,223,61,3,0,289
304011085,4,0,0,0,4,69,4,0,0,70
304021086,12,3,0,0,17,164,19,0,0,181
304021087,17,0,0,0,17,160,22,0,5,186
304021088,9,0,0,0,9,197,24,3,0,226
304021089,4,0,0,0,4,80,6,0,0,84
304021090,14,0,0,0,14,176,43,0,0,221
304021091,5,0,0,0,8,106,16,6,0,127
304031092,9,3,0,0,12,159,41,4,0,202
304031093,0,0,0,0,3,96,36,0,0,131
304031094,11,0,0,0,11,290,49,0,0,346
304031095,8,0,0,0,8,123,32,0,0,158
304031096,14,0,0,0,17,181,31,0,0,212
304031097,11,0,0,0,11,164,42,0,3,208
304041098,12,3,0,0,18,178,39,8,5,222
