SA2_MAINCODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
123011434,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,14,59,116,75,58,25,0,344,220,104,68,70,73,13,5,552,9,10,9,21,8,3,0,67,1498,1196,1244,1142,740,158,13,5999
123011435,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,13,79,130,80,51,22,0,370,227,149,124,101,89,19,4,709,23,14,25,6,3,0,3,74,1810,2137,2204,1930,1166,249,19,9508
123021436,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,23,30,25,32,11,0,126,28,36,41,28,22,16,0,169,6,0,6,0,0,0,0,16,243,338,422,387,314,81,5,1790
123021437,17,7,6,7,3,0,0,35,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,4,18,7,13,9,3,0,0,50,8,43,65,52,49,8,7,225,700,431,337,248,288,72,5,2091,54,32,50,27,18,3,3,194,3991,3976,3844,3412,2529,518,42,18307
123021438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,44,56,38,6,3,185,63,51,29,24,25,18,0,211,5,3,3,6,0,0,0,23,384,425,416,424,359,72,3,2089
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,4,7,11,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,14,4,3,0,0,28,10,44,45,68,56,21,3,240,109,112,84,112,116,22,7,566,25,22,20,24,14,9,0,105,1300,2331,2484,2805,1958,393,36,11297
123021441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,36,35,30,5,3,143,50,31,22,21,25,10,0,153,5,3,4,3,0,0,0,18,275,321,307,281,205,76,3,1474
123021442,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,5,23,49,37,27,5,0,139,58,76,68,71,54,17,0,343,0,0,8,5,7,0,0,22,399,704,715,785,546,87,10,3255
123021443,6,3,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,4,0,0,25,6,35,57,56,31,6,3,198,122,88,87,91,50,12,6,461,21,9,25,11,11,6,0,84,1068,1532,1737,1851,1261,230,16,7697
123021444,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,49,54,54,12,7,196,50,64,39,45,30,23,0,254,5,4,5,3,3,3,0,18,359,477,429,462,379,99,14,2227
123031445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,31,33,10,11,0,113,19,23,28,19,24,5,0,118,0,0,5,4,5,0,0,13,176,239,286,254,201,38,6,1195
123031446,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,40,58,61,48,24,4,248,54,94,95,56,63,5,0,374,3,0,4,11,0,3,0,28,370,712,769,665,468,87,16,3088
123031447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,3,5,40,65,87,68,35,6,307,125,75,88,68,76,24,4,460,11,6,14,8,5,0,0,52,809,782,897,962,710,164,20,4330
123031448,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,37,68,68,83,37,12,305,9,16,23,17,20,4,3,100,0,0,0,6,3,0,5,16,189,220,326,303,252,104,24,1413
124011449,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,42,63,69,44,10,251,37,25,18,31,23,8,0,143,3,0,0,3,3,0,0,13,154,159,226,293,262,100,22,1214
124011450,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,11,42,107,92,95,58,6,411,128,42,51,44,65,19,3,354,3,0,3,3,0,4,0,18,690,489,613,652,543,173,17,3180
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,6,13,13,3,0,40
124011452,7,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,12,11,36,91,150,120,78,15,503,195,146,123,156,170,53,7,850,18,12,10,9,8,6,5,73,1056,1025,1192,1489,1280,394,52,6484
124011453,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,25,53,77,66,30,5,273,25,20,38,37,38,11,0,169,8,0,3,6,3,3,0,16,185,231,318,388,322,94,10,1551
124011454,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,33,104,121,103,47,5,434,158,96,96,89,115,44,3,599,11,5,3,12,5,0,0,38,838,684,886,1103,948,266,31,4747
124011455,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,43,56,59,40,4,218,26,21,19,26,30,13,3,134,3,0,0,4,0,0,0,9,119,136,200,287,272,106,12,1135
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,16
124031457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,38,26,37,14,0,141,82,27,13,21,25,7,0,174,3,3,0,4,0,0,0,13,381,251,242,222,202,52,3,1341
124031458,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,86,96,90,71,31,3,385,48,48,37,42,37,9,3,225,4,7,3,3,3,0,0,28,386,588,614,587,424,106,20,2723
124031459,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,5,40,59,47,46,25,5,226,96,61,43,47,62,24,3,333,3,11,7,11,3,0,0,35,812,873,899,866,731,175,15,4377
124031460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,90,85,54,15,3,303,97,60,46,26,18,7,0,249,0,0,0,5,3,0,0,15,469,410,436,444,269,71,11,2108
124031461,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,39,46,45,40,23,3,198,226,106,95,62,71,29,3,586,15,16,6,12,7,0,0,51,1353,1221,1094,967,773,191,17,5619
124031462,6,8,3,8,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,3,8,4,0,0,36,12,38,56,39,29,9,3,192,94,278,196,144,180,44,3,942,11,20,10,8,11,7,3,67,826,1994,1998,1912,1534,298,27,8586
124031463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,60,88,59,31,5,290,33,45,38,39,38,17,0,223,7,3,6,4,3,0,0,20,374,514,566,637,449,118,15,2672
124031464,24,10,7,9,10,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,13,7,10,10,0,0,66,3,33,41,47,34,14,0,173,694,463,348,297,267,72,11,2152,43,35,30,27,23,3,3,162,4242,4113,4098,4058,2913,609,49,20075
124031465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,35,21,26,3,3,118,10,5,6,17,21,0,0,62,5,3,3,0,4,4,0,16,129,167,187,204,146,36,6,885
124041466,6,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,0,0,0,18,11,39,70,53,34,28,0,240,241,154,115,146,99,36,3,790,16,12,17,19,5,7,0,74,1499,1779,1712,1843,1203,286,35,8351
124041467,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,9,44,49,60,38,15,0,219,171,125,91,95,91,32,3,601,17,12,13,14,8,3,0,59,1229,1222,1310,1519,1186,250,35,6756
124041468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,76,62,46,24,3,245,17,15,33,29,43,8,0,150,0,3,0,0,3,0,0,9,219,370,480,503,343,98,10,2022
124051469,4,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,10,3,13,25,24,19,3,0,80,40,63,53,30,35,9,0,235,6,11,12,15,5,4,0,52,577,1370,1424,1385,812,109,6,5685
124051470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,52,41,50,22,0,207,63,35,28,30,24,0,0,186,6,5,0,0,3,0,0,19,423,352,347,346,304,56,7,1826
124051580,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,9,21,22,13,5,5,87,10,21,12,11,9,3,3,71,0,3,5,0,3,3,0,11,105,216,211,203,137,32,8,907
124051581,7,8,3,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,6,0,0,0,27,4,22,57,35,23,15,0,153,173,176,149,130,133,28,3,790,25,26,23,23,14,8,3,118,1420,2122,2185,2177,1595,351,46,9903
125011473,36,65,68,29,24,3,0,228,0,3,0,3,0,0,0,9,0,3,0,0,0,0,0,3,39,69,72,36,24,3,0,238,7,106,145,98,48,13,8,419,274,397,321,208,207,49,3,1451,43,71,51,43,25,7,3,240,2631,7506,6930,5510,3358,568,46,26539
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,3,0,0,0,8,0,0,0,0,0,0,0,0,20,41,30,34,36,0,0,172
125011582,6,4,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,17,5,22,34,34,22,4,3,128,72,139,85,72,70,11,3,452,3,11,7,5,3,5,0,45,667,1425,1247,1215,773,139,15,5478
125011583,10,0,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,5,0,0,23,5,25,25,20,16,9,3,91,103,80,55,33,42,17,3,328,12,6,7,5,6,3,0,37,715,1092,950,836,544,136,14,4282
125011584,4,7,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,6,0,0,0,20,3,10,18,14,16,3,0,60,27,32,29,21,22,9,0,133,3,5,6,4,4,0,0,26,269,566,582,574,379,77,8,2457
125011585,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,22,22,4,3,0,65,17,8,12,7,5,3,0,57,0,0,4,0,3,0,0,8,100,131,154,151,100,31,8,669
125011586,20,23,11,19,10,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,11,19,10,3,0,95,15,47,67,82,51,17,3,279,254,190,173,135,118,35,3,910,22,21,21,24,14,4,3,107,1782,3031,2875,2921,1844,413,36,12900
125011587,4,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,6,6,19,23,18,8,5,0,81,31,32,34,34,25,10,0,167,3,9,0,10,5,0,0,32,322,738,717,713,448,112,10,3059
125021476,7,3,3,3,3,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,5,3,3,3,0,0,26,15,50,131,122,99,64,12,488,174,64,69,76,64,24,4,485,9,7,3,8,9,3,3,41,820,886,873,1037,781,236,32,4660
125021477,21,19,15,13,10,4,0,73,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,21,15,19,11,7,4,0,79,8,71,109,93,71,27,3,379,116,173,136,132,124,38,0,718,14,38,18,30,16,5,4,122,1322,2918,3202,3190,2192,421,49,13295
125021478,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,9,44,103,66,64,20,15,317,34,20,25,28,22,11,0,146,0,3,4,0,3,0,0,19,202,369,413,406,297,83,26,1798
125031479,7,4,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,16,9,36,50,38,32,9,0,168,61,73,81,79,70,27,0,391,21,42,23,15,18,4,0,119,743,1761,1801,1887,1346,255,30,7823
125031480,0,3,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,3,8,3,3,0,0,26,10,23,25,21,23,5,0,100,65,58,57,51,44,17,3,292,12,22,15,8,19,4,0,75,630,1170,1237,1339,955,226,15,5576
125031481,8,7,6,5,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,7,0,0,28,9,55,39,34,23,5,0,169,73,104,80,98,82,32,0,461,20,19,17,8,8,7,0,80,792,1488,1408,1449,1195,261,22,6615
125031482,0,4,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,17,11,71,115,82,68,16,3,379,95,107,92,93,80,33,0,503,7,14,19,13,11,3,0,76,746,1445,1546,1427,1005,233,18,6433
125031483,7,7,6,4,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,6,6,3,0,0,21,19,45,51,37,26,3,0,184,40,49,40,32,28,13,3,209,11,18,9,10,11,0,0,64,522,1067,884,797,511,91,9,3872
125031484,5,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,8,42,52,29,24,3,0,159,46,33,34,28,29,3,4,174,15,6,3,10,3,0,0,28,378,586,537,531,395,93,10,2523
125031485,8,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,15,11,57,93,58,36,8,0,268,191,135,76,56,44,19,3,522,12,23,14,10,6,3,0,72,1158,1436,1225,1062,701,157,18,5752
125031486,8,4,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,6,4,0,0,30,0,13,20,11,10,0,0,57,32,71,68,75,65,29,3,339,16,28,19,17,9,3,3,87,880,2009,2327,2445,1757,337,24,9778
125031487,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,7,0,0,3,0,4,0,0,9,10,19,37,32,20,7,0,127,8,9,0,0,0,3,0,26,281,700,759,685,428,70,3,2932
125041489,18,12,10,6,7,6,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,15,10,6,8,6,0,57,6,75,91,59,48,9,0,292,149,155,124,93,105,40,5,657,22,18,15,17,10,6,0,92,1177,2161,1958,1803,1368,362,32,8859
125041490,0,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,10,4,17,51,44,38,17,6,174,85,70,66,42,57,17,4,339,12,4,3,4,3,3,0,27,507,738,755,801,610,188,22,3623
125041491,13,22,9,13,9,3,0,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,23,13,13,9,3,0,71,6,55,72,57,30,20,4,256,194,556,449,300,325,84,10,1910,21,34,36,28,25,5,5,150,1462,4330,4114,3683,2821,623,44,17083
125041492,93,119,74,64,46,11,0,412,4,3,6,3,3,0,0,18,0,0,3,0,0,0,0,5,94,120,80,70,56,13,0,439,17,134,195,112,82,16,5,563,749,1070,864,559,498,150,18,3910,102,140,104,80,56,21,8,503,6465,13167,12071,10143,6489,1189,89,49620
125041493,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,7,44,73,77,29,22,5,246,34,48,36,43,32,11,0,204,4,6,3,5,8,0,0,37,338,717,770,764,530,114,15,3253
125041494,0,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,13,3,30,59,38,30,28,8,196,86,42,31,39,26,14,0,238,4,4,5,7,7,3,0,32,448,499,514,516,358,138,13,2480
125041588,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,5,0,0,0,0,12,3,17,49,33,23,18,0,153,93,68,64,53,63,22,0,364,17,15,11,9,5,4,0,60,710,1315,1279,1234,816,211,16,5587
125041589,0,7,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,12,10,31,54,38,26,17,0,175,85,71,40,43,31,16,3,283,4,3,6,8,3,0,3,29,547,730,687,610,401,117,13,3107
126011495,5,4,9,0,0,0,0,23,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,11,4,8,0,3,0,0,28,25,75,107,117,134,65,21,538,136,72,65,58,51,20,11,413,0,5,11,6,0,3,0,34,744,1021,993,966,789,250,44,4803
126011496,3,3,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,3,4,4,0,0,29,18,40,102,154,119,63,30,522,153,83,88,77,89,48,4,544,4,7,10,6,9,3,0,38,831,1081,1126,1230,1013,303,48,5636
126021497,3,11,3,7,0,0,0,21,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,3,7,0,0,0,25,14,56,98,109,99,41,9,424,103,131,114,80,78,33,13,549,7,11,6,9,6,0,0,46,687,1348,1162,1304,991,257,39,5788
126021498,6,9,7,5,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,5,3,0,0,31,9,35,95,109,78,33,12,368,146,104,87,88,70,32,9,526,8,8,12,12,9,5,3,60,874,1403,1404,1440,980,283,40,6425
126021499,4,7,3,0,4,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,3,3,0,0,24,3,12,61,81,71,49,20,299,56,63,52,41,66,31,5,310,3,5,3,0,0,0,4,19,343,575,547,675,554,214,39,2952
126021500,59,121,101,107,60,3,0,458,0,5,5,0,4,0,0,24,0,3,4,8,5,0,0,18,61,133,116,116,64,3,0,498,29,210,476,323,165,41,8,1252,717,788,727,359,284,99,15,2985,67,85,81,53,39,23,12,354,5083,12505,14112,10308,5375,1017,114,48503
126021501,19,20,21,11,5,0,0,73,0,6,0,0,0,0,0,5,0,0,3,3,0,0,0,9,19,24,26,13,5,0,0,81,15,71,179,125,76,30,10,515,121,173,167,104,118,40,4,723,18,17,22,22,17,7,5,98,1153,2949,3315,2691,1565,341,38,12046
126021503,3,7,4,13,0,4,0,27,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,4,13,0,4,0,29,6,54,71,69,49,16,5,266,128,90,62,55,52,22,0,421,8,4,15,7,10,0,3,49,830,1229,1068,1052,800,200,37,5212
126021590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,25,33,21,17,0,104,9,8,4,12,12,0,0,45,0,0,3,3,0,0,0,12,78,94,127,139,136,35,7,608
126021591,13,5,6,9,5,0,0,44,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,3,18,10,11,9,5,0,0,51,8,63,115,125,77,33,8,430,227,182,131,105,121,32,6,813,7,19,10,22,10,5,3,75,1368,1875,1694,1666,1204,273,39,8123
127011504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,18,20,14,3,0,67,15,30,26,16,22,3,0,120,7,4,3,6,0,0,0,21,194,328,353,382,276,46,3,1584
127011505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,95,117,100,35,3,416,31,42,35,25,21,14,0,181,6,13,3,12,10,7,0,44,395,616,752,787,512,163,18,3233
127011506,3,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,9,19,84,91,91,72,44,11,404,94,100,75,54,38,18,0,380,17,11,12,13,15,7,3,77,687,1060,1033,959,636,182,33,4590
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,8
127011593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,23,22,14,6,0,102,5,16,5,3,8,3,0,37,0,0,0,0,0,0,0,4,118,168,150,146,118,21,0,727
127011594,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,19,23,30,24,3,0,104,52,33,23,22,19,4,0,149,3,4,0,3,0,0,0,12,264,345,309,336,206,35,7,1505
127011595,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,27,37,8,3,0,104,15,13,18,11,19,3,0,82,10,3,3,3,7,0,0,28,158,257,321,275,172,28,3,1208
127011596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,27,27,12,0,0,104,66,37,33,15,6,7,0,161,4,9,6,0,3,3,0,26,400,369,352,333,206,41,4,1707
127011597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,66,53,18,14,0,187,24,35,21,37,7,3,0,123,0,6,3,8,4,0,0,25,186,354,346,317,163,36,0,1405
127021509,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,27,29,37,22,3,0,134,77,44,34,29,25,5,0,219,12,14,6,3,0,0,0,31,472,464,455,463,333,65,3,2249
127021510,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,23,53,49,45,5,0,194,22,36,27,28,28,4,0,143,3,5,6,0,0,3,0,24,258,416,370,420,308,68,8,1850
127021511,6,6,4,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,3,3,0,0,17,3,19,31,36,31,9,0,134,87,71,67,66,58,11,3,364,15,18,19,21,11,3,0,97,819,1344,1488,1676,1143,213,25,6723
127021512,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,26,20,35,27,12,0,128,33,21,26,22,17,0,0,118,9,4,9,6,11,0,0,37,247,365,337,337,248,60,9,1600
127021513,3,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,5,5,21,34,42,33,4,0,143,38,34,43,44,29,15,0,204,3,12,6,8,3,0,0,32,334,555,541,591,368,88,15,2491
127021514,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,22,29,28,11,3,0,105,20,12,18,12,9,3,0,77,4,0,0,0,0,0,0,3,199,212,202,215,129,41,3,994
127021515,9,5,4,0,3,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,4,0,3,0,0,19,6,31,22,22,16,3,3,109,147,101,72,69,43,16,0,446,17,10,15,20,12,3,0,75,1023,1268,1112,1116,792,188,13,5512
127021516,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,24,30,32,20,7,3,123,25,27,20,27,17,3,0,112,3,5,4,4,3,0,0,24,263,431,385,401,263,56,8,1801
127021517,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,9,0,14,12,22,15,0,0,61,191,89,58,53,65,16,3,483,6,4,7,8,3,3,0,38,986,750,574,667,455,81,5,3524
127021518,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,18,38,43,44,24,4,179,22,39,29,37,22,14,0,171,6,3,3,10,3,3,0,31,324,709,686,721,484,128,11,3069
