SA2_MAINCODE_2016,Pro_400_499_H_0,Pro_400_499_H_1_15,Pro_400_499_H_16_24,Pro_400_499_H_25_34,Pro_400_499_H_35_39,Pro_400_499_H_40,Pro_400_499_H_41_48,Pro_400_499_H_49mo,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_15,Pro_500_649_H_16_24,Pro_500_649_H_25_34,Pro_500_649_H_35_39,Pro_500_649_H_40,Pro_500_649_H_41_48,Pro_500_649_H_49mo,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_15,Pro_650_799_H_16_24,Pro_650_799_H_25_34,Pro_650_799_H_35_39,Pro_650_799_H_40,Pro_650_799_H_41_48,Pro_650_799_H_49mo,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_15,Pro_800_999_H_16_24,Pro_800_999_H_25_34,Pro_800_999_H_35_39,Pro_800_999_H_40,Pro_800_999_H_41_48,Pro_800_999_H_49mo,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_15,Pro_1000_1249_H_16_24,Pro_1000_1249_H_25_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40,Pro_1000_1249_H_41_48,Pro_1000_1249_H_49mo,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_15,Pro_1250_1499_H_16_24,Pro_1250_1499_H_25_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40,Pro_1250_1499_H_41_48,Pro_1250_1499_H_49mo,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_15,Pro_1500_1749_H_16_24,Pro_1500_1749_H_25_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40,Pro_1500_1749_H_41_48,Pro_1500_1749_H_49mo,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_15,Pro_1750_1999_H_16_24,Pro_1750_1999_H_25_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40,Pro_1750_1999_H_41_48,Pro_1750_1999_H_49mo,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_15,Pro_2000_2999_H_16_24,Pro_2000_2999_H_25_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40,Pro_2000_2999_H_41_48,Pro_2000_2999_H_49mo,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000mo_H_0,Pro_3000mo_H_1_15,Pro_3000mo_H_16_24,Pro_3000mo_H_25_34,Pro_3000mo_H_35_39,Pro_3000mo_H_40,Pro_3000mo_H_41_48,Pro_3000mo_H_49mo,Pro_3000mo_H_NS,Pro_3000mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_15,Pro_PINS_H_16_24,Pro_PINS_H_25_34,Pro_PINS_H_35_39,Pro_PINS_H_40,Pro_PINS_H_41_48,Pro_PINS_H_49mo,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_15,Pro_Tot_H_16_24,Pro_Tot_H_25_34,Pro_Tot_H_35_39,Pro_Tot_H_40,Pro_Tot_H_41_48,Pro_Tot_H_49mo,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_15,TaTW_NNI_H_16_24,TaTW_NNI_H_25_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40,TaTW_NNI_H_41_48,TaTW_NNI_H_49mo,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_15,TaTW_1_149_H_16_24,TaTW_1_149_H_25_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40,TaTW_1_149_H_41_48,TaTW_1_149_H_49mo,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_15,TaTW_150_299_H_16_24,TaTW_150_299_H_25_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40,TaTW_150_299_H_41_48,TaTW_150_299_H_49mo,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_15,TaTW_300_399_H_16_24,TaTW_300_399_H_25_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40,TaTW_300_399_H_41_48,TaTW_300_399_H_49mo,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_15,TaTW_400_499_H_16_24,TaTW_400_499_H_25_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40,TaTW_400_499_H_41_48,TaTW_400_499_H_49mo,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_15,TaTW_500_649_H_16_24,TaTW_500_649_H_25_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40,TaTW_500_649_H_41_48,TaTW_500_649_H_49mo,TaTW_500_649_H_NS,TaTW_500_649_H_Tot,TaTW_650_799_H_0,TaTW_650_799_H_1_15,TaTW_650_799_H_16_24,TaTW_650_799_H_25_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40,TaTW_650_799_H_41_48,TaTW_650_799_H_49mo,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_15,TaTW_800_999_H_16_24,TaTW_800_999_H_25_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40,TaTW_800_999_H_41_48,TaTW_800_999_H_49mo,TaTW_800_999_H_NS,TaTW_800_999_H_Tot
101041017,0,3,3,0,0,0,0,3,0,10,0,6,12,5,3,3,0,0,0,32,5,4,6,10,4,5,0,3,0,44,5,3,3,11,9,8,3,4,0,54,0,0,6,10,19,11,3,6,0,64,0,0,3,4,16,10,8,13,0,51,3,0,5,9,13,18,0,9,0,61,3,0,3,4,18,8,3,6,0,51,3,0,0,3,12,13,4,10,0,45,4,3,0,5,6,4,4,11,0,35,0,0,4,0,0,0,0,0,0,3,21,40,50,66,98,82,23,76,4,471,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,10,0,4,3,0,7,0,4,3,3,20,0,10,3,3,14,12,4,0,3,47,0,8,14,13,15,13,7,9,4,86,3,3,8,17,22,15,5,6,4,78,8,3,3,9,39,35,16,9,0,123
101041018,0,12,8,0,0,0,0,0,0,23,5,10,3,9,0,0,0,0,0,23,3,3,10,11,4,0,0,0,0,21,0,0,0,6,5,3,0,9,0,29,0,3,4,3,11,5,0,3,0,35,3,0,3,4,5,6,6,0,0,32,0,0,3,3,7,9,3,10,0,31,0,0,0,3,9,5,7,7,0,28,0,0,3,0,7,3,3,11,0,21,0,3,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,13,35,40,51,46,37,21,42,5,283,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,6,0,4,3,3,0,3,0,0,0,16,0,10,3,3,0,0,0,0,0,18,0,0,3,4,4,0,0,0,0,14,0,0,5,9,3,3,0,3,0,30,0,0,3,0,5,14,3,0,0,33
101041019,3,10,8,3,0,0,0,0,3,27,5,11,26,16,0,4,0,0,0,61,7,9,21,26,10,5,3,4,0,93,3,3,23,38,16,13,0,4,0,105,8,10,29,33,35,28,11,13,0,169,7,3,7,38,22,22,13,22,0,141,5,3,4,21,35,40,20,21,0,152,9,0,3,11,35,22,14,24,0,120,3,0,6,3,16,32,12,20,0,97,5,0,3,0,3,12,10,17,0,50,0,0,0,3,0,4,0,0,3,14,58,76,152,194,193,191,81,126,10,1076,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,8,0,4,0,0,3,3,0,3,0,20,0,5,5,6,3,8,0,0,0,29,0,3,5,6,8,9,0,4,0,38,0,6,8,10,8,7,5,9,0,54,0,0,4,12,16,13,8,7,0,67,3,4,6,6,29,29,9,16,0,96
101041020,0,4,0,0,0,4,0,0,0,7,3,11,3,3,0,3,0,0,0,25,0,5,0,3,0,0,0,0,0,16,0,3,0,3,0,0,0,0,0,10,0,3,4,0,3,0,3,0,0,11,0,0,0,0,6,3,3,0,0,15,0,0,0,0,5,0,0,3,0,10,0,0,0,3,4,4,0,3,0,15,0,0,0,0,0,4,0,6,0,15,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,42,19,26,16,18,7,26,0,164,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,6,0,19,0,4,4,3,0,4,0,3,0,23,0,3,3,3,9,3,0,3,0,25,0,5,0,3,3,3,3,6,0,24,0,0,8,4,0,3,3,9,0,24,0,0,0,0,0,11,0,3,0,20
101041021,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,6,3,3,0,0,0,0,19,0,5,7,0,0,0,0,0,0,14,0,0,3,8,0,7,3,0,0,26,0,0,0,5,6,5,5,3,0,23,0,0,0,0,5,9,3,3,0,26,0,0,0,0,5,13,7,6,0,34,0,0,0,3,0,3,3,4,0,16,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,16,28,15,27,36,25,28,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,9,0,0,0,3,0,0,3,0,0,11,3,0,0,8,7,3,3,3,0,26,0,0,0,3,7,12,0,3,0,29
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,3,0,0,3,0,0,0,0,14,0,3,6,4,0,0,0,0,0,12,0,3,3,3,0,0,0,0,0,14,0,0,0,4,3,7,3,0,0,26,3,0,3,3,8,6,0,3,0,32,3,0,3,3,8,10,0,0,0,25,0,0,0,0,3,12,6,8,0,21,3,0,3,0,3,12,4,3,0,30,0,0,0,0,0,7,0,7,0,11,0,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,11,15,25,26,31,49,20,22,0,191,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,11,3,0,3,3,0,0,0,0,0,10,0,3,4,0,3,3,0,3,0,17,0,0,4,10,3,3,4,3,0,23,0,0,3,5,11,3,3,8,0,28,0,0,0,0,3,5,4,3,0,28
101041024,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,15,12,3,8,8,3,12,3,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,4,0,12,0,0,3,6,0,5,0,0,0,10,0,6,0,0,3,4,0,0,0,17,0,4,0,4,12,7,3,0,0,29,0,0,4,0,3,3,3,0,0,15
101041025,0,4,3,0,0,3,0,0,0,15,0,14,12,10,3,3,0,0,0,42,0,0,17,12,4,3,0,0,0,37,3,6,14,13,8,11,0,5,0,61,0,4,3,13,15,11,4,3,0,57,4,3,6,12,10,9,3,5,0,48,9,9,3,8,8,8,10,12,0,66,0,3,0,4,13,21,9,8,0,63,3,0,0,3,4,7,9,13,0,44,3,0,0,3,3,3,0,4,0,24,0,0,0,0,0,0,0,0,0,3,28,52,63,74,77,76,46,59,7,478,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,7,3,0,0,0,0,0,0,21,0,7,7,0,8,4,3,5,0,34,0,8,6,8,19,6,3,0,0,51,0,3,4,11,12,19,4,7,0,57,5,3,8,16,25,17,10,12,3,91,7,3,3,17,31,31,12,13,3,113
101041026,0,4,5,0,0,0,0,0,0,15,0,18,8,4,3,0,0,8,0,42,0,5,17,15,3,0,0,0,0,48,6,4,28,20,15,8,3,4,0,81,5,8,15,23,29,19,5,11,0,112,9,3,11,21,30,18,3,6,0,97,5,0,6,17,24,27,8,20,0,110,3,0,3,3,15,24,17,17,0,80,3,0,3,3,14,10,4,9,0,47,0,0,5,3,0,6,8,7,0,32,0,0,0,8,0,0,0,0,3,11,35,63,105,122,138,117,43,80,7,713,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,3,3,3,0,0,0,0,0,17,3,7,9,3,4,0,0,0,0,31,0,3,6,4,0,8,3,3,0,34,4,3,7,8,18,10,3,4,0,55,3,4,0,18,26,26,0,3,3,86,0,0,3,13,28,26,4,12,0,93
