SA2_MAINCODE_2016,Pro_400_499_H_0,Pro_400_499_H_1_15,Pro_400_499_H_16_24,Pro_400_499_H_25_34,Pro_400_499_H_35_39,Pro_400_499_H_40,Pro_400_499_H_41_48,Pro_400_499_H_49mo,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_15,Pro_500_649_H_16_24,Pro_500_649_H_25_34,Pro_500_649_H_35_39,Pro_500_649_H_40,Pro_500_649_H_41_48,Pro_500_649_H_49mo,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_15,Pro_650_799_H_16_24,Pro_650_799_H_25_34,Pro_650_799_H_35_39,Pro_650_799_H_40,Pro_650_799_H_41_48,Pro_650_799_H_49mo,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_15,Pro_800_999_H_16_24,Pro_800_999_H_25_34,Pro_800_999_H_35_39,Pro_800_999_H_40,Pro_800_999_H_41_48,Pro_800_999_H_49mo,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_15,Pro_1000_1249_H_16_24,Pro_1000_1249_H_25_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40,Pro_1000_1249_H_41_48,Pro_1000_1249_H_49mo,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_15,Pro_1250_1499_H_16_24,Pro_1250_1499_H_25_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40,Pro_1250_1499_H_41_48,Pro_1250_1499_H_49mo,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_15,Pro_1500_1749_H_16_24,Pro_1500_1749_H_25_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40,Pro_1500_1749_H_41_48,Pro_1500_1749_H_49mo,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_15,Pro_1750_1999_H_16_24,Pro_1750_1999_H_25_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40,Pro_1750_1999_H_41_48,Pro_1750_1999_H_49mo,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_15,Pro_2000_2999_H_16_24,Pro_2000_2999_H_25_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40,Pro_2000_2999_H_41_48,Pro_2000_2999_H_49mo,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000mo_H_0,Pro_3000mo_H_1_15,Pro_3000mo_H_16_24,Pro_3000mo_H_25_34,Pro_3000mo_H_35_39,Pro_3000mo_H_40,Pro_3000mo_H_41_48,Pro_3000mo_H_49mo,Pro_3000mo_H_NS,Pro_3000mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_15,Pro_PINS_H_16_24,Pro_PINS_H_25_34,Pro_PINS_H_35_39,Pro_PINS_H_40,Pro_PINS_H_41_48,Pro_PINS_H_49mo,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_15,Pro_Tot_H_16_24,Pro_Tot_H_25_34,Pro_Tot_H_35_39,Pro_Tot_H_40,Pro_Tot_H_41_48,Pro_Tot_H_49mo,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_15,TaTW_NNI_H_16_24,TaTW_NNI_H_25_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40,TaTW_NNI_H_41_48,TaTW_NNI_H_49mo,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_15,TaTW_1_149_H_16_24,TaTW_1_149_H_25_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40,TaTW_1_149_H_41_48,TaTW_1_149_H_49mo,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_15,TaTW_150_299_H_16_24,TaTW_150_299_H_25_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40,TaTW_150_299_H_41_48,TaTW_150_299_H_49mo,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_15,TaTW_300_399_H_16_24,TaTW_300_399_H_25_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40,TaTW_300_399_H_41_48,TaTW_300_399_H_49mo,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_15,TaTW_400_499_H_16_24,TaTW_400_499_H_25_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40,TaTW_400_499_H_41_48,TaTW_400_499_H_49mo,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_15,TaTW_500_649_H_16_24,TaTW_500_649_H_25_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40,TaTW_500_649_H_41_48,TaTW_500_649_H_49mo,TaTW_500_649_H_NS,TaTW_500_649_H_Tot,TaTW_650_799_H_0,TaTW_650_799_H_1_15,TaTW_650_799_H_16_24,TaTW_650_799_H_25_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40,TaTW_650_799_H_41_48,TaTW_650_799_H_49mo,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_15,TaTW_800_999_H_16_24,TaTW_800_999_H_25_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40,TaTW_800_999_H_41_48,TaTW_800_999_H_49mo,TaTW_800_999_H_NS,TaTW_800_999_H_Tot
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,3,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,6,0,0,3,0,0,0,14,0,0,0,3,7,3,4,3,0,18,0,0,3,3,9,10,5,6,0,40,0,3,4,6,10,5,4,12,0,42,3,0,0,8,4,9,4,8,0,30,3,0,0,0,10,3,6,10,0,38,0,0,0,3,0,3,4,12,0,20,0,0,0,0,0,7,0,3,0,7,0,0,0,0,0,0,0,0,0,0,12,12,23,28,35,50,27,53,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,19,0,3,5,3,0,7,0,0,0,10,0,0,0,4,3,3,0,3,0,15,0,0,0,5,7,8,0,0,0,21,0,0,0,3,3,12,4,12,0,32
124031458,0,9,3,0,3,0,0,0,0,15,0,6,5,0,0,0,4,0,0,25,0,3,4,8,9,3,3,0,0,31,6,6,12,17,11,7,3,6,0,74,4,0,13,9,22,18,10,8,0,80,3,4,4,12,15,12,4,14,0,72,0,3,4,6,12,19,8,20,0,75,0,0,0,3,7,25,10,19,5,80,3,4,0,0,7,18,11,23,0,70,0,0,0,0,7,3,0,7,0,22,0,0,3,0,0,3,0,3,0,9,21,58,61,65,92,115,63,112,8,596,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,10,5,7,0,7,0,0,0,22,0,0,3,7,3,9,0,0,0,24,0,3,4,11,9,6,3,0,0,43,0,7,9,9,8,11,5,8,3,59,0,0,0,7,10,12,3,8,0,50
124031459,0,3,10,4,3,0,0,4,0,24,0,7,13,8,3,0,0,0,0,35,3,8,6,16,9,7,0,0,0,50,0,3,16,12,19,10,3,3,0,74,3,3,11,11,17,24,10,14,0,86,0,0,3,15,16,25,7,30,0,92,6,8,3,5,18,21,13,15,0,98,3,0,7,5,14,27,11,20,0,86,0,0,0,3,7,19,5,24,0,60,0,0,0,0,3,7,4,8,0,22,0,0,0,0,3,3,0,0,0,11,15,57,89,88,104,140,61,114,3,674,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,0,9,3,0,0,0,0,0,0,17,0,3,3,4,8,4,3,6,0,27,0,8,9,6,17,10,0,0,0,57,3,5,8,8,17,10,4,8,0,65,0,0,3,8,34,27,5,14,3,101,5,3,3,10,49,39,22,22,3,148
124031460,0,3,3,0,4,0,0,0,0,10,0,6,11,4,0,3,0,3,0,27,3,3,7,4,4,6,0,0,0,34,0,4,13,6,7,10,3,8,0,49,3,7,4,5,12,17,10,15,0,72,0,3,3,11,12,8,11,15,0,56,0,0,3,7,14,20,5,16,0,68,5,0,0,3,11,14,12,27,0,70,0,0,3,0,3,6,13,22,0,48,0,0,0,0,3,7,0,6,0,19,0,0,0,0,0,3,0,0,0,6,15,48,50,54,78,94,57,105,3,506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,8,3,4,3,0,3,0,0,23,0,0,4,3,3,8,3,0,0,24,0,0,3,0,8,3,7,5,0,28,0,0,0,5,8,7,8,0,0,32
124031461,0,3,9,3,0,0,0,4,0,27,0,9,11,10,5,4,0,4,0,42,3,3,8,11,9,3,0,3,0,41,3,9,16,9,20,14,3,10,0,77,3,4,5,21,22,14,6,7,0,86,0,0,3,11,19,22,6,15,0,72,0,3,3,8,18,17,10,14,0,77,3,0,0,0,9,15,5,11,0,49,6,0,3,0,4,9,10,24,0,53,0,0,0,0,3,8,4,4,0,25,0,0,0,0,0,0,0,0,0,8,26,46,66,80,107,110,52,95,8,588,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,4,3,0,0,0,0,0,0,13,0,3,13,3,5,5,0,3,3,41,0,12,7,5,21,20,7,6,0,81,0,7,10,13,28,32,13,21,0,120,0,3,6,12,35,40,16,13,0,119,9,0,3,12,35,53,22,28,5,168
124031462,5,21,10,9,5,0,0,0,0,46,17,38,35,16,10,7,0,4,5,134,16,34,54,39,20,11,0,3,0,178,13,31,77,54,35,39,11,16,3,261,30,25,77,78,112,128,36,37,0,528,32,12,48,75,147,153,35,60,3,563,30,19,25,61,184,221,42,57,0,637,27,8,18,35,158,162,52,53,0,509,15,3,14,18,142,164,76,109,0,540,6,5,7,21,21,69,26,113,0,265,0,3,0,0,0,3,0,4,7,19,190,260,382,401,842,958,287,449,17,3785,0,0,3,0,0,3,0,0,0,4,3,3,0,0,0,3,0,0,0,9,0,5,0,0,0,0,0,0,3,10,0,6,3,3,4,6,0,0,3,29,0,4,7,4,5,13,3,3,3,45,0,3,12,11,15,20,12,0,0,63,0,7,7,7,19,24,14,7,0,79,3,3,4,8,33,27,10,10,0,101
124031463,0,6,0,3,0,0,0,0,0,13,0,8,10,11,0,0,0,0,0,24,0,6,8,8,0,3,5,0,0,38,3,0,6,3,8,4,3,3,0,33,0,0,11,0,11,6,4,4,0,47,4,0,4,7,21,17,12,17,0,84,3,5,3,5,10,14,10,16,0,71,3,0,0,3,16,32,13,24,0,98,0,0,0,0,3,23,18,20,0,65,0,0,0,0,3,3,3,9,0,27,0,0,0,3,0,0,0,0,0,3,17,37,63,47,79,111,68,96,0,517,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,11,3,4,0,0,3,3,3,0,0,14,0,0,13,4,3,6,8,3,4,38,0,3,9,12,8,14,3,8,0,45,0,3,5,5,15,17,6,4,0,52,0,4,0,9,12,13,9,11,0,62
124031464,0,21,25,6,3,6,0,0,0,73,10,27,45,28,9,13,7,5,0,144,9,11,50,32,34,23,9,8,3,175,14,12,55,55,79,46,15,12,3,298,16,16,39,69,162,128,47,40,4,526,22,6,28,44,146,111,42,51,0,451,32,9,24,34,159,137,47,73,4,506,17,9,7,28,96,93,48,67,3,374,19,3,0,23,93,113,58,103,0,416,3,5,12,20,32,63,45,98,3,268,0,0,3,0,4,3,3,9,0,34,142,215,317,360,840,748,312,468,22,3425,3,3,0,0,0,0,0,0,0,9,0,13,3,0,3,0,0,0,0,24,0,18,11,10,6,0,0,0,0,51,0,15,22,17,11,9,5,6,3,91,3,11,23,20,24,39,12,10,7,136,7,9,35,40,57,73,23,15,0,260,4,3,13,30,88,60,33,23,6,261,8,7,12,19,94,94,48,33,6,319
124031465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,4,0,8,0,0,3,0,3,3,3,0,0,12,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,9,3,8,18,5,9,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,5,3,5,11,3,3,0,24,0,0,0,0,5,12,3,3,0,24,0,0,0,0,5,10,0,0,0,17
124041466,0,16,10,4,0,0,0,0,0,34,3,23,10,18,10,3,0,7,0,72,0,12,11,16,16,4,0,5,3,79,3,6,18,22,28,17,3,12,0,113,5,8,17,19,47,39,12,10,0,158,4,10,17,23,50,51,19,23,0,201,11,3,12,22,74,73,37,31,0,258,7,0,4,19,54,51,41,37,0,206,10,3,7,6,60,73,56,79,3,295,0,0,0,8,19,21,27,36,0,118,0,0,0,0,0,3,0,0,0,13,46,131,122,162,370,345,202,241,12,1628,0,0,0,0,0,0,0,6,0,17,0,3,0,0,3,0,0,0,0,11,0,4,5,0,0,0,0,0,0,17,0,10,8,8,9,0,4,3,3,38,3,11,14,9,5,10,3,8,0,65,3,7,11,18,25,14,9,8,6,102,7,4,8,16,33,26,10,14,0,121,0,0,3,12,31,42,9,21,0,124
124041467,3,11,8,7,0,0,0,0,0,34,3,7,21,9,8,4,0,0,0,54,0,13,26,18,4,12,3,3,0,76,6,4,29,25,24,22,9,12,3,141,8,6,23,28,33,43,15,14,3,172,9,10,9,20,35,41,22,16,0,169,3,3,6,20,36,42,18,31,3,168,3,0,4,7,22,37,9,20,0,107,0,3,0,12,31,26,18,27,0,126,3,0,3,11,0,17,7,22,0,67,0,0,0,3,4,3,0,0,0,16,46,83,145,163,195,260,108,156,13,1168,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,8,0,8,5,3,0,7,0,0,0,24,0,3,9,5,10,5,3,5,0,41,0,3,15,15,13,22,3,10,0,77,4,3,7,13,24,24,8,14,3,97,0,4,7,8,51,22,11,19,0,136,0,0,3,6,33,59,32,30,4,172
124041468,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,10,0,4,7,3,8,3,5,0,0,23,0,0,4,4,0,4,6,0,0,19,0,0,0,3,0,0,0,0,0,9,0,0,0,3,11,4,3,4,0,29,3,0,0,0,9,3,5,0,0,23,3,0,0,3,12,0,3,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,20,21,24,44,23,22,9,0,171,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,0,0,14,0,3,3,0,5,4,0,0,0,13,0,3,0,0,4,4,6,0,0,17,0,3,3,3,6,7,0,4,0,29,0,0,0,8,6,11,3,3,0,25,0,3,3,4,8,22,5,17,0,66
124051469,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,12,0,3,3,3,3,3,0,0,0,15,0,3,6,3,13,6,3,3,0,34,0,0,3,4,18,13,0,4,3,46,0,0,0,3,24,23,6,9,0,70,0,4,0,0,15,27,8,12,0,73,0,0,0,6,13,19,16,26,0,78,4,0,0,4,4,18,13,20,3,60,0,0,0,0,0,3,3,10,0,17,0,0,0,0,0,3,0,0,3,7,4,16,22,30,94,113,52,84,8,426,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,3,10,0,0,3,0,4,4,0,0,0,12,0,0,0,3,3,11,0,0,3,15,0,4,3,3,12,4,0,3,0,21,0,0,3,3,14,10,6,0,0,34
124051470,0,0,7,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,14,0,3,5,4,3,5,0,0,0,26,3,5,7,3,3,6,0,4,0,29,3,3,3,10,18,19,3,9,0,63,0,3,0,5,11,12,3,16,0,47,4,0,3,3,3,16,3,16,0,50,0,3,0,3,7,14,11,17,0,57,0,0,3,0,3,3,5,12,0,30,0,0,0,4,0,4,4,6,0,16,0,0,0,0,3,0,0,0,0,4,15,42,40,40,51,85,30,75,3,385,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,6,4,0,0,0,0,0,0,7,0,3,3,0,0,7,0,0,0,11,0,0,3,8,5,3,0,0,0,14,0,0,6,5,7,0,0,3,0,25,0,7,3,7,6,9,3,0,0,27,0,3,0,0,11,12,0,5,0,36
124051580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,5,3,4,0,4,0,0,23,0,0,0,4,10,11,6,0,0,35,0,0,7,3,10,13,7,3,0,45,0,0,0,0,6,6,3,3,0,19,0,0,0,0,5,8,6,8,0,36,0,0,0,0,4,7,3,10,0,23,0,0,4,0,0,0,3,6,0,12,0,0,0,0,3,3,0,0,0,6,3,21,25,21,41,50,30,35,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,7,0,0,6,4,0,0,0,0,0,8,0,0,0,0,8,6,0,4,0,19,0,0,0,0,3,5,0,3,0,10
124051581,0,7,9,4,0,0,0,0,0,29,6,22,30,12,7,6,0,6,3,83,7,12,33,10,19,6,3,3,0,92,4,9,30,22,26,39,7,9,0,151,11,7,29,37,86,95,20,24,0,306,8,3,14,24,61,89,20,33,0,260,15,4,14,20,79,97,26,28,0,278,13,0,11,13,64,83,28,51,0,258,10,4,0,14,41,65,38,57,3,235,3,0,3,3,11,31,16,43,0,110,0,0,4,4,3,7,0,0,3,24,86,117,186,162,397,514,162,261,20,1904,0,4,0,3,0,0,0,0,0,8,0,15,0,3,0,0,0,0,0,18,0,8,10,4,0,0,0,3,0,23,0,12,12,3,9,9,0,3,0,43,0,10,15,12,18,9,8,0,8,77,0,9,11,17,25,19,7,12,3,110,8,6,6,14,52,52,14,14,3,164,0,3,7,13,82,61,35,28,0,232
125011473,4,15,21,9,7,3,0,3,3,62,4,19,31,17,18,18,4,5,0,114,7,10,28,32,40,45,9,6,3,183,4,14,34,30,130,113,34,27,5,397,6,9,30,47,216,245,84,61,0,711,15,14,19,35,227,299,81,65,7,762,11,5,15,37,216,341,101,82,9,818,23,3,6,29,173,274,90,89,3,687,22,14,9,42,221,518,175,212,4,1221,8,3,10,21,34,138,60,118,3,390,0,0,3,5,13,17,3,3,4,43,102,154,240,301,1309,2013,636,686,46,5494,0,0,3,0,3,0,0,0,4,14,0,10,0,0,0,3,0,3,0,21,0,12,7,7,4,0,0,0,3,36,4,3,16,9,8,4,0,4,3,57,0,4,13,12,14,16,11,3,0,76,5,14,18,29,50,48,10,12,4,205,7,10,14,24,100,78,25,11,5,288,8,10,14,15,159,156,43,28,9,442
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,0,8
125011582,0,14,12,3,0,7,0,0,0,38,4,8,20,6,12,6,3,10,3,77,3,6,16,14,12,12,7,0,4,67,7,3,22,24,42,26,6,9,0,139,3,3,19,17,65,42,16,4,0,174,14,3,3,20,64,63,20,16,3,208,12,0,7,19,42,61,19,20,0,184,4,3,0,10,36,47,21,24,0,148,10,3,3,9,33,54,18,31,3,165,0,5,6,10,8,29,11,21,0,93,0,3,0,0,3,0,0,0,4,15,48,96,111,140,322,353,120,150,18,1370,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,20,0,6,11,5,7,10,0,0,0,39,3,5,4,6,3,5,0,3,0,31,3,4,0,10,11,15,6,3,0,49,0,5,3,12,18,19,3,7,0,63,3,0,3,9,25,26,9,9,0,86
125011583,0,3,4,4,0,0,0,0,0,16,3,3,11,8,6,9,0,3,0,35,4,0,9,6,16,16,0,0,3,55,5,4,14,16,22,19,4,9,0,78,4,3,17,7,23,23,7,6,0,93,4,4,5,11,17,21,5,19,0,91,0,0,0,0,17,21,6,11,0,61,0,0,0,4,14,21,3,6,0,53,0,0,0,3,3,15,14,8,0,41,0,0,0,0,0,9,5,8,0,20,0,0,0,0,0,0,0,0,0,5,23,37,72,52,119,152,51,70,9,584,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,4,4,3,0,0,0,0,10,0,0,10,0,0,3,3,0,0,21,0,3,11,7,4,3,0,4,0,34,0,4,0,3,15,27,3,5,5,65,0,0,4,4,29,12,3,7,3,72,0,0,4,6,29,27,8,12,0,95
125011584,0,0,5,3,0,3,0,0,0,12,0,0,5,3,0,0,0,0,0,16,0,3,11,7,4,6,0,3,0,32,0,0,4,5,15,12,5,4,0,44,0,0,0,4,12,15,3,3,0,51,0,0,0,8,14,13,4,5,0,48,5,0,0,5,12,21,3,11,0,50,3,0,0,0,10,12,4,10,0,40,0,0,0,3,12,10,6,19,0,54,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,4,11,27,28,35,82,100,30,63,4,376,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,11,0,0,4,3,7,4,0,0,0,20,0,0,11,5,10,8,0,3,0,37,0,0,0,0,8,10,3,0,0,25,4,8,3,4,28,23,9,8,0,75
125011585,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,0,11,0,0,3,0,0,3,4,0,0,7,0,3,0,3,5,3,3,0,0,18,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,4,0,6,0,9,0,0,0,5,3,7,4,0,0,19,0,3,0,0,0,4,0,3,0,13,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,20,17,13,19,22,11,16,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,5,0,0,0,7,0,3,3,0,5,4,0,0,0,18,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,6,3,0,0,10
125011586,0,10,13,5,3,6,0,0,0,44,3,27,20,16,10,8,3,3,3,84,0,21,29,18,27,11,3,8,0,120,3,13,40,20,62,45,5,6,0,206,4,14,23,36,94,87,27,17,0,302,8,6,13,29,87,94,25,22,3,292,10,8,11,19,83,78,34,34,0,273,6,4,5,13,63,87,33,68,0,274,5,0,5,11,71,86,41,83,3,309,0,0,3,7,10,49,15,45,0,128,0,0,3,3,6,11,0,3,3,33,53,196,182,177,505,570,195,293,26,2192,0,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,0,15,6,3,0,4,0,0,0,31,0,10,15,4,7,9,0,12,3,58,3,7,31,18,16,7,7,5,0,89,0,10,24,27,28,27,6,4,5,136,0,5,17,23,81,37,11,17,3,202,3,10,13,16,101,70,28,17,4,265
125011587,0,3,5,0,0,0,0,0,0,6,0,4,0,4,3,3,0,0,0,17,0,4,13,4,10,7,0,4,0,42,3,3,7,5,16,12,4,3,0,54,3,0,7,10,27,21,9,6,0,89,0,0,0,11,22,23,11,14,0,86,4,3,3,7,15,21,11,16,0,81,0,0,0,4,11,17,6,16,0,62,3,0,0,0,3,21,13,23,0,68,0,0,0,0,3,7,4,8,0,27,0,0,0,0,0,3,0,0,0,7,13,39,35,58,121,142,64,101,3,573,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,13,0,10,6,4,3,4,0,0,0,29,0,5,3,11,7,3,4,3,0,38,0,0,3,0,29,11,3,3,4,55,0,0,4,4,28,23,12,4,0,74
125021476,0,15,12,9,6,4,5,0,0,52,0,18,18,12,0,3,0,3,0,61,0,13,25,19,17,10,0,3,0,88,5,19,37,15,26,17,3,8,0,126,3,11,8,15,34,26,13,17,0,126,4,8,12,15,29,36,25,27,4,154,3,10,7,12,11,45,25,23,0,141,10,0,9,10,29,39,29,35,0,156,4,4,8,6,17,39,22,21,0,124,0,4,0,8,5,10,13,20,3,63,0,0,0,0,0,4,0,3,0,13,31,206,151,133,178,231,131,163,19,1247,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,14,0,14,3,5,0,3,0,0,4,24,3,11,17,6,0,0,3,0,3,47,0,9,17,8,5,0,6,3,0,46,3,7,17,15,8,13,4,4,0,69,0,3,7,9,22,18,4,3,0,70,0,3,7,11,30,30,8,10,0,100
125021477,0,15,14,0,3,0,0,0,0,36,3,22,20,7,7,8,0,6,4,74,0,11,15,9,17,13,3,9,0,79,0,12,20,21,44,39,9,11,3,166,11,13,28,21,92,96,31,23,0,311,6,9,21,22,84,119,35,31,0,334,16,7,14,18,109,121,42,43,0,366,8,6,10,9,95,103,46,55,6,330,17,3,5,11,130,172,90,129,4,560,12,0,5,3,20,62,33,74,0,210,0,0,3,3,3,5,7,0,0,26,74,159,183,135,605,742,290,395,30,2605,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,3,5,3,13,6,0,0,0,0,0,0,21,0,9,14,3,8,8,0,3,0,42,0,6,15,3,18,24,8,3,0,76,3,9,19,16,26,38,9,7,3,128,3,3,10,8,60,60,10,21,3,185,0,8,12,19,78,73,38,34,6,266
