SA2_MAINCODE_2016,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_15,OM_IEs_45_49_HW_16_24,OM_IEs_45_49_HW_25_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40,OM_IEs_45_49_HW_41_48,OM_IEs_45_49_HW_49mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_15,OM_IEs_50_54_HW_16_24,OM_IEs_50_54_HW_25_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40,OM_IEs_50_54_HW_41_48,OM_IEs_50_54_HW_49mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_15,OM_IEs_55_59_HW_16_24,OM_IEs_55_59_HW_25_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40,OM_IEs_55_59_HW_41_48,OM_IEs_55_59_HW_49mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_15,OM_IEs_60_64_HW_16_24,OM_IEs_60_64_HW_25_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40,OM_IEs_60_64_HW_41_48,OM_IEs_60_64_HW_49mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_15,OM_IEs_65_69_HW_16_24,OM_IEs_65_69_HW_25_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40,OM_IEs_65_69_HW_41_48,OM_IEs_65_69_HW_49mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_15,OM_IEs_70_74_HW_16_24,OM_IEs_70_74_HW_25_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40,OM_IEs_70_74_HW_41_48,OM_IEs_70_74_HW_49mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_15,OM_IEs_75ov_HW_16_24,OM_IEs_75ov_HW_25_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40,OM_IEs_75ov_HW_41_48,OM_IEs_75ov_HW_49mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_15,OM_IEs_Tot_HW_16_24,OM_IEs_Tot_HW_25_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40,OM_IEs_Tot_HW_41_48,OM_IEs_Tot_HW_49mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_15,OM_UIE_15_19_HW_16_24,OM_UIE_15_19_HW_25_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40,OM_UIE_15_19_HW_41_48,OM_UIE_15_19_HW_49mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_15,OM_UIE_20_24_HW_16_24,OM_UIE_20_24_HW_25_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40,OM_UIE_20_24_HW_41_48,OM_UIE_20_24_HW_49mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_15,OM_UIE_25_29_HW_16_24,OM_UIE_25_29_HW_25_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40,OM_UIE_25_29_HW_41_48,OM_UIE_25_29_HW_49mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_15,OM_UIE_30_34_HW_16_24,OM_UIE_30_34_HW_25_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40,OM_UIE_30_34_HW_41_48,OM_UIE_30_34_HW_49mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_15,OM_UIE_35_39_HW_16_24,OM_UIE_35_39_HW_25_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40,OM_UIE_35_39_HW_41_48,OM_UIE_35_39_HW_49mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_15,OM_UIE_40_44_HW_16_24,OM_UIE_40_44_HW_25_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40,OM_UIE_40_44_HW_41_48,OM_UIE_40_44_HW_49mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_15,OM_UIE_45_49_HW_16_24,OM_UIE_45_49_HW_25_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40,OM_UIE_45_49_HW_41_48,OM_UIE_45_49_HW_49mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_15,OM_UIE_50_54_HW_16_24,OM_UIE_50_54_HW_25_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40,OM_UIE_50_54_HW_41_48,OM_UIE_50_54_HW_49mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_15,OM_UIE_55_59_HW_16_24,OM_UIE_55_59_HW_25_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40,OM_UIE_55_59_HW_41_48,OM_UIE_55_59_HW_49mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_15,OM_UIE_60_64_HW_16_24,OM_UIE_60_64_HW_25_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40,OM_UIE_60_64_HW_41_48,OM_UIE_60_64_HW_49mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_15,OM_UIE_65_69_HW_16_24,OM_UIE_65_69_HW_25_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40,OM_UIE_65_69_HW_41_48,OM_UIE_65_69_HW_49mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_15,OM_UIE_70_74_HW_16_24,OM_UIE_70_74_HW_25_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40,OM_UIE_70_74_HW_41_48,OM_UIE_70_74_HW_49mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
101021007,0,0,0,3,0,3,0,4,0,15,0,0,3,0,0,0,0,4,0,6,4,0,0,0,0,3,4,4,0,21,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,4,7,3,16,8,35,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,6,3,0,0,4,3,7,3,3,0,15,0,0,3,0,0,5,0,6,0,20,3,4,7,0,3,4,0,16,3,31,0,3,0,0,0,3,3,8,0,26,3,3,3,0,0,8,0,10,0,32,0,0,5,3,3,3,3,17,0,36,0,10,7,3,0,4,0,11,0,36,0,3,5,3,0,0,0,7,0,18
101021008,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,5,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,3,5,9,4,18,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,3,3,3,0,10,0,0,0,0,0,0,0,3,0,8,0,0,5,0,0,0,0,3,0,7,0,3,3,4,4,0,3,5,0,24,0,0,3,0,4,0,0,5,0,13,0,4,0,3,0,0,0,3,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
101021009,0,0,3,4,0,11,3,17,0,46,0,0,3,4,3,3,7,10,0,31,0,3,0,0,0,12,4,11,0,31,3,0,3,4,0,7,3,10,0,30,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,17,19,24,25,66,32,115,9,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,8,0,3,4,0,21,0,4,3,3,6,7,3,9,0,28,0,3,0,0,4,7,3,8,0,26,0,11,5,3,3,3,0,3,0,23,0,3,0,3,0,8,5,17,0,32,0,4,3,3,0,3,6,10,0,31,0,4,4,3,4,7,0,0,0,30,0,0,0,3,0,4,0,5,0,26,5,3,0,6,0,3,0,3,0,17,0,0,6,0,0,0,3,3,0,12
101021010,0,0,0,3,0,6,0,20,0,39,0,0,0,0,6,22,3,20,0,54,0,0,0,0,0,7,3,11,0,28,0,0,0,0,0,3,0,19,0,26,0,0,3,0,0,4,0,4,0,18,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,10,9,13,25,57,18,127,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,6,0,9,0,0,0,3,3,3,0,0,0,12,0,0,0,0,3,0,0,4,0,10,0,0,0,3,0,3,0,0,0,11,0,3,0,3,0,3,0,9,0,18,0,0,3,0,0,0,0,8,0,19,0,0,0,0,0,3,0,5,0,14,0,0,0,0,0,3,3,0,0,14,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3
101021011,3,3,0,8,4,12,3,21,0,55,0,3,4,3,5,11,3,27,0,62,0,4,3,0,4,4,6,10,0,41,0,9,0,7,3,9,3,5,0,42,3,6,3,4,3,0,0,3,0,20,0,3,3,3,0,3,0,6,0,16,0,0,0,0,0,0,0,3,0,6,8,35,28,39,30,75,29,115,3,368,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,3,0,3,0,3,5,4,0,18,0,8,0,3,3,0,3,8,0,25,0,6,0,3,0,3,0,6,0,22,0,3,0,3,3,6,3,6,0,28,0,11,6,10,5,11,8,15,0,65,4,10,4,10,9,16,5,9,0,62,0,3,9,12,3,3,0,16,0,52,4,11,5,11,3,12,4,11,0,60,0,9,6,4,3,5,3,8,0,36,0,3,3,3,0,3,0,3,0,18
101021012,0,0,0,3,3,18,6,25,0,62,0,0,3,3,3,6,3,23,0,46,0,4,3,0,4,9,3,17,3,44,0,0,0,3,0,3,3,12,0,20,0,3,3,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,12,21,27,25,66,25,124,4,302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,4,5,4,0,18,0,3,0,3,3,6,0,6,0,18,0,0,8,9,3,8,4,3,0,29,0,0,0,0,4,5,3,3,0,25,0,3,0,3,8,12,3,5,0,30,0,0,5,3,0,4,0,9,3,16,0,6,3,4,0,8,0,9,0,24,0,6,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,3
101031013,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,0,0,0,11,0,3,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,5,0,9,3,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,6,8,0,5,17,4,29,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,5,8,0,21,0,0,0,0,0,3,0,8,0,17,0,3,0,3,0,0,0,7,0,14,0,4,0,0,0,0,3,11,0,30,0,3,3,0,0,0,0,14,0,24,0,0,0,0,0,0,0,8,0,9
101031014,0,0,0,0,0,3,0,19,0,31,0,0,0,0,8,9,5,17,0,35,0,0,0,3,0,6,4,15,0,29,0,0,3,6,0,4,0,6,4,25,0,3,0,0,0,9,0,3,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,8,8,16,14,41,19,93,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,12,0,0,0,3,3,4,0,10,0,24,0,4,3,4,0,4,3,6,0,28,0,4,0,0,0,0,7,13,0,28,0,0,0,0,4,10,0,15,0,42,0,10,0,7,4,5,0,15,0,37,4,3,0,3,3,11,9,13,0,44,0,7,0,3,0,9,0,15,0,34,0,3,0,3,0,3,0,3,0,13,0,3,0,0,0,3,0,4,0,20
101031015,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,4,0,8,0,6,0,0,0,3,0,3,0,3,0,15,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,4,10,0,11,0,32,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,4,3,0,3,3,0,0,0,10,0,18,0,0,0,3,0,5,0,5,0,20,0,4,0,3,4,5,0,13,0,29,0,7,0,0,0,3,0,14,0,18,0,0,4,3,0,0,3,8,0,22,0,3,3,0,0,9,0,11,0,23,0,0,0,3,0,3,0,3,0,18
101031016,0,0,0,3,0,10,3,29,4,57,0,3,8,3,0,10,0,33,0,51,0,0,0,0,0,6,0,29,3,47,0,3,0,3,0,5,0,12,0,25,0,3,3,0,0,5,0,4,0,21,0,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,4,3,20,25,12,11,53,18,161,6,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,7,3,3,0,15,3,0,0,0,0,4,3,8,0,21,0,3,3,9,3,6,3,9,0,39,3,3,6,11,4,3,4,24,0,51,0,3,5,7,4,11,4,20,4,60,4,6,0,3,3,9,6,29,0,61,0,3,4,5,3,8,9,25,4,66,3,8,3,4,5,3,0,16,0,47,0,4,0,9,3,3,0,5,0,28,0,0,0,4,0,0,0,5,0,18
101041017,3,0,0,3,5,3,4,18,0,34,0,0,0,0,5,13,9,11,0,45,0,0,3,6,3,3,7,24,0,49,0,3,0,0,0,5,3,6,0,30,3,3,0,0,0,5,4,7,0,22,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,6,20,16,33,24,45,31,101,4,283,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,13,0,3,7,0,0,3,0,4,0,17,0,3,0,6,0,0,3,4,0,24,0,3,0,3,0,3,0,7,0,32,0,3,3,8,0,15,3,5,3,43,0,4,5,5,7,19,7,10,0,57,0,5,5,9,7,12,3,16,0,58,0,5,3,3,3,8,5,27,0,56,0,15,3,6,0,9,3,16,0,51,0,7,3,0,0,5,0,3,0,22,0,0,0,0,0,0,0,0,0,0
101041018,0,0,0,0,3,9,0,0,0,13,0,0,0,3,0,0,0,3,0,17,0,7,3,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,3,4,16,10,11,10,21,6,26,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,12,0,0,0,3,0,4,0,3,0,18,0,3,3,4,0,0,0,3,0,11,0,3,10,6,3,3,0,3,0,25,0,0,5,3,0,4,8,7,0,28,3,5,0,10,0,4,3,4,0,32,0,11,4,9,4,3,3,7,0,41,3,5,10,9,0,3,0,8,0,34,6,14,3,4,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,7
101041019,0,0,0,3,0,7,0,19,0,36,0,0,0,5,6,10,3,11,0,39,0,0,3,5,0,7,11,10,0,40,3,5,4,0,0,9,0,10,3,45,0,3,0,0,0,0,0,10,0,17,0,0,3,3,0,3,0,0,0,12,0,3,0,3,0,0,0,0,0,10,9,19,20,23,14,50,29,91,4,262,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,13,0,3,0,0,0,0,0,0,0,8,0,6,0,3,5,3,3,7,0,23,0,11,0,3,0,7,0,12,0,35,3,3,6,5,3,4,0,10,0,34,0,3,7,10,3,7,11,12,0,51,5,13,4,3,7,13,3,15,0,63,3,7,5,3,4,14,5,15,0,57,0,5,8,6,3,6,3,11,0,41,3,9,0,3,0,0,0,5,0,20,0,4,0,3,0,3,0,0,0,14
101041020,0,0,0,3,4,3,0,5,0,13,0,0,0,3,0,0,3,9,0,14,3,3,4,4,0,0,0,9,0,22,3,0,4,3,0,0,0,4,0,21,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,5,17,9,18,11,45,0,125,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,5,0,10,0,3,3,0,6,0,6,9,0,34,0,3,0,9,0,3,3,18,0,35,0,10,4,0,7,3,0,23,0,52,0,6,4,5,0,10,4,16,4,57,0,8,4,18,3,14,3,18,0,73,3,21,13,8,3,10,0,25,0,76,3,9,10,4,4,5,8,16,3,59,3,5,3,4,3,3,0,7,0,29
101041021,0,0,0,4,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,5,8,9,10,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,7,0,4,0,13,0,0,0,0,0,4,0,4,0,12,0,0,3,0,0,7,0,3,0,16,0,0,3,0,0,0,3,5,0,16,0,3,7,4,0,0,0,3,0,14,0,0,0,0,3,0,3,4,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
