SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
216011410,3,3,0,24,0,0,10,9,14,19,0,3,55,0,0,0,4,11,12,4,0,26,0,0,3,3,8,0,0,0,18,42,70,142,174,286,299,110,45,1165
216021411,50,3,0,217,0,0,26,50,38,30,10,0,159,0,0,7,11,19,20,4,3,63,5,6,9,18,23,21,3,4,103,231,308,578,718,751,633,146,23,3391
216021412,7,0,0,15,0,0,0,5,3,0,0,0,9,0,0,0,7,6,7,4,3,26,0,0,0,3,4,9,4,4,30,17,31,81,102,148,143,59,33,616
216021413,30,10,3,133,0,0,18,28,50,18,9,0,128,0,4,4,11,18,22,7,3,75,8,12,14,13,24,26,8,3,113,286,281,714,745,948,841,281,60,4151
216021414,23,4,0,82,0,0,8,12,24,11,0,0,56,0,0,6,13,11,5,4,0,45,13,4,6,3,14,11,0,0,47,225,208,399,450,537,438,112,11,2377
216031415,6,0,0,33,0,3,7,7,6,8,0,0,34,0,0,3,0,5,0,0,0,20,3,3,5,3,7,8,3,3,35,161,161,251,279,319,287,101,13,1576
216031416,116,12,3,581,0,8,89,175,209,148,27,6,659,3,9,29,88,120,94,16,0,361,30,22,36,45,66,44,20,9,270,752,1123,2860,2880,3178,2384,496,72,13736
216031417,55,14,8,272,0,3,35,86,93,47,7,3,283,0,0,23,28,39,36,13,3,140,9,11,24,24,25,28,14,4,141,511,711,1465,1336,1496,1066,271,55,6910
216031418,17,0,0,50,0,0,6,13,21,12,3,0,57,0,0,3,4,12,11,8,3,38,0,0,3,11,9,9,4,0,32,33,81,179,253,333,303,121,40,1347
216031419,52,3,0,230,0,3,38,94,84,49,9,3,278,0,0,7,34,23,28,12,0,101,8,6,8,10,12,25,3,3,72,177,315,835,935,934,793,182,47,4217
217011420,21,8,0,104,0,0,6,22,25,20,19,3,92,0,0,0,9,22,27,8,0,67,4,6,5,10,18,14,11,3,69,141,136,301,429,633,610,263,79,2585
217011421,37,14,0,209,0,0,30,57,63,38,4,3,194,0,0,9,12,30,26,11,3,87,6,5,18,12,14,26,7,6,97,354,397,836,940,1188,1033,257,31,5035
217011422,70,3,0,273,0,5,40,96,153,70,9,0,376,0,0,12,24,23,31,5,3,100,8,6,15,19,17,22,10,3,108,328,429,852,927,1180,846,192,31,4790
217011423,6,8,4,61,0,0,7,19,21,24,9,0,85,0,0,3,8,7,19,13,3,59,3,6,10,9,11,12,7,3,52,74,107,282,347,476,546,246,73,2161
217031471,6,3,0,41,0,0,10,16,26,8,4,0,59,0,0,0,4,9,12,0,0,25,3,0,3,4,13,3,6,3,39,107,130,232,260,358,244,79,16,1421
217031472,64,8,0,274,0,0,49,75,91,59,3,0,278,0,3,14,36,46,19,5,0,126,17,14,23,24,23,26,4,3,130,430,629,1367,1271,1393,1071,223,41,6429
217031473,8,3,3,46,0,0,3,9,21,6,4,0,49,0,0,0,0,20,9,0,3,34,0,3,7,4,5,3,6,0,33,48,111,225,255,302,268,181,43,1435
217031474,11,3,0,72,0,0,15,25,33,27,6,0,98,0,0,3,6,11,17,10,3,54,3,3,5,7,11,5,5,0,42,131,155,327,378,467,416,148,29,2047
217031475,29,7,0,139,0,0,31,30,50,46,4,4,170,0,3,17,55,49,35,18,0,174,6,9,10,8,21,12,8,0,79,187,272,544,599,803,619,224,38,3290
217031476,9,0,0,42,0,0,4,19,21,14,3,0,59,0,0,3,4,3,11,3,3,24,3,0,4,6,9,5,0,0,31,83,94,253,234,318,302,105,24,1404
217041477,18,6,0,72,0,0,8,30,22,20,4,3,93,0,0,3,15,29,23,4,3,78,4,3,6,8,11,15,8,4,55,109,170,391,397,460,437,157,49,2167
217041478,24,6,0,123,0,3,20,40,41,34,12,0,152,0,0,3,17,23,20,4,0,77,4,6,16,10,6,11,8,0,62,139,203,490,536,610,546,176,45,2751
217041479,37,6,0,151,0,0,27,58,52,31,5,3,179,0,0,6,17,24,16,5,0,72,4,3,7,4,12,16,3,0,55,237,332,674,740,847,629,127,11,3603
217041480,76,9,3,451,0,5,87,194,162,99,15,3,573,0,0,20,97,126,76,14,0,338,12,11,26,33,31,30,7,3,155,688,1066,2146,2141,2274,1564,359,44,10281
297979799,0,0,0,11,0,0,0,5,12,8,0,0,28,0,0,5,20,20,14,0,0,60,0,0,0,0,0,6,0,0,5,0,3,26,43,57,28,3,0,155
299999499,635,104,20,4907,3,105,1291,1748,1372,696,126,22,5374,16,32,365,696,731,386,121,16,2357,120,306,559,582,680,477,158,34,2924,4420,12149,27240,25210,26105,18622,4673,612,119037
301011001,28,3,0,87,0,0,12,14,25,20,3,0,73,0,0,0,9,4,8,3,0,24,6,3,5,7,8,3,0,0,29,209,203,361,451,522,419,102,9,2275
301011002,13,3,0,67,0,0,11,19,19,17,0,0,67,0,0,9,24,25,17,7,0,84,0,0,5,3,7,4,0,0,25,129,143,286,332,365,275,90,26,1643
301011003,19,3,0,88,0,0,10,26,33,24,0,0,92,0,0,8,14,14,9,3,0,46,3,3,6,7,6,4,3,0,33,176,197,356,423,492,363,93,13,2119
301011004,67,11,0,364,0,3,64,157,120,74,12,0,429,0,3,22,60,72,41,9,0,214,28,25,24,34,32,19,9,0,171,1059,1242,2200,2043,2105,1544,320,31,10547
301011005,5,0,0,20,0,0,6,4,8,3,3,0,29,0,0,0,3,3,3,0,0,9,0,0,0,4,0,0,0,0,7,21,36,68,106,85,60,12,0,391
301011006,20,3,0,94,0,0,10,21,34,11,7,0,93,0,0,0,5,19,11,5,0,48,0,4,3,0,7,4,0,0,19,194,159,280,309,465,313,99,4,1822
301021007,111,15,0,491,0,0,115,149,196,81,16,3,561,0,0,22,71,101,95,21,3,322,12,19,26,30,30,18,3,0,142,693,799,1793,1860,2191,1708,368,35,9441
301021008,25,0,0,89,0,0,7,23,29,17,3,0,79,0,0,9,10,18,8,0,7,51,0,0,5,0,9,10,0,0,23,190,152,221,302,353,297,73,14,1600
301021009,9,6,0,88,0,4,13,35,29,29,3,0,114,0,0,3,12,22,20,3,0,62,3,5,7,9,7,4,0,0,47,168,212,387,497,540,379,101,19,2307
301021011,12,4,0,64,0,0,16,29,31,20,3,0,96,0,0,0,10,14,8,6,0,40,6,3,3,10,6,6,0,0,32,139,165,452,478,431,262,62,7,1988
301021012,29,5,0,120,0,0,19,30,41,31,3,0,125,0,0,6,14,23,8,3,0,53,4,3,0,7,8,6,0,0,35,107,172,370,474,552,420,102,7,2195
301021013,20,5,0,110,0,0,17,37,44,27,3,0,129,7,0,3,16,31,10,5,0,70,23,9,8,12,14,12,5,0,78,808,506,650,679,827,594,167,20,4254
301021527,15,5,0,81,0,0,25,26,36,31,4,3,123,0,0,13,16,21,14,3,0,69,3,3,3,5,10,5,0,0,24,78,81,251,298,370,332,104,18,1534
301031014,84,10,0,523,0,3,126,264,292,142,12,0,837,0,0,38,140,170,97,10,0,453,0,9,22,28,24,20,4,0,108,208,389,1194,1623,1638,1025,157,12,6249
301031015,23,0,4,82,0,0,23,27,29,24,7,0,109,0,0,3,17,27,16,6,0,60,5,7,0,12,11,0,0,0,33,155,208,279,423,413,347,95,11,1930
301031016,12,5,0,81,0,0,7,30,29,12,0,0,79,0,0,3,21,18,12,3,0,54,7,0,3,5,4,9,0,0,24,174,165,345,419,413,263,74,14,1854
301031017,111,15,0,790,0,6,206,444,381,199,29,0,1259,0,0,52,185,251,102,13,0,605,3,22,43,36,32,10,3,0,147,302,931,3053,2925,2696,1570,269,12,11762
301031018,22,3,0,192,0,3,35,80,71,34,10,0,237,0,0,8,38,39,15,11,0,107,8,8,10,12,17,6,0,3,59,186,345,828,868,897,550,119,3,3800
301031019,15,3,0,95,0,0,21,59,49,18,0,0,150,0,0,10,33,21,16,9,0,92,3,10,3,4,9,3,0,0,39,165,171,388,498,406,227,65,8,1927
301031020,35,5,0,150,0,0,15,56,68,38,9,0,190,0,0,8,20,39,22,4,0,92,9,5,14,9,15,10,0,0,61,318,356,751,784,886,598,158,24,3875
301031021,67,15,0,375,0,0,66,122,124,67,5,0,382,0,0,13,37,40,15,4,6,118,13,11,15,19,27,31,3,0,118,534,606,1477,1536,1498,1036,194,29,6908
302011022,16,0,0,93,0,0,12,15,27,17,0,0,68,0,0,3,4,11,9,0,0,25,0,3,0,5,3,4,4,0,17,76,117,238,284,288,202,39,0,1253
302011023,7,5,0,32,0,0,3,17,15,9,3,0,52,0,0,3,10,16,14,6,0,45,3,0,0,0,0,0,0,0,5,38,49,81,133,174,133,65,11,673
302011024,23,7,0,140,0,0,32,52,54,32,3,0,174,0,0,4,13,18,18,6,0,59,3,3,4,4,8,3,0,0,21,170,195,412,468,491,367,88,11,2196
302011025,14,3,0,44,0,3,20,16,20,12,0,0,68,0,0,4,4,12,12,3,0,36,4,4,0,3,11,3,3,0,29,233,250,366,308,334,237,58,9,1801
302011026,19,3,3,76,0,0,5,19,27,18,4,0,72,0,0,0,14,23,16,4,0,55,3,3,4,0,0,0,4,0,19,147,163,274,333,417,286,63,9,1692
302021027,29,5,0,144,0,3,37,67,48,38,7,4,206,0,0,16,27,39,23,8,3,118,7,13,6,9,10,6,4,0,56,524,555,806,806,758,612,170,35,4257
302021028,109,20,0,804,0,10,268,343,309,167,16,3,1113,0,0,38,183,165,73,15,3,485,22,21,36,39,40,23,16,0,198,1073,1809,3323,2899,2828,1944,322,20,14218
302021029,11,3,0,43,0,0,6,13,16,5,0,0,35,0,0,0,3,7,0,0,0,19,0,3,0,3,3,0,0,0,13,28,82,172,168,193,132,37,16,826
302021030,59,8,0,345,0,11,88,166,163,79,11,0,520,0,0,19,34,53,34,3,3,150,11,10,15,16,23,16,5,0,89,150,514,1394,1518,1616,979,175,23,6363
302021031,53,7,0,256,0,3,34,93,69,38,8,3,251,0,0,13,41,51,21,9,4,141,0,7,7,11,14,3,4,0,49,208,426,865,921,932,594,131,16,4089
302021032,26,3,0,181,0,0,30,88,72,26,3,3,226,0,0,16,31,45,18,7,4,115,3,4,17,8,8,8,0,0,56,322,529,976,917,929,587,126,21,4396
302021033,6,5,0,34,0,0,11,5,8,4,0,0,36,0,0,3,9,6,0,0,0,21,0,0,0,3,3,0,0,0,7,58,83,183,168,169,124,28,6,821
302021034,12,6,0,74,0,0,19,38,29,18,0,0,100,0,0,11,13,13,4,0,0,46,0,0,0,3,5,5,0,0,18,74,91,233,308,279,203,38,5,1224
302031035,20,3,0,150,0,0,8,28,50,18,0,0,108,0,0,3,8,10,8,0,0,29,3,0,6,0,4,6,0,0,17,163,172,326,328,402,213,81,13,1694
302031036,314,41,3,1923,0,36,653,1077,998,560,65,8,3392,0,7,186,554,713,377,54,3,1889,35,34,109,92,101,58,25,4,459,1197,2600,6407,6532,6531,3994,691,73,28035
302031037,126,8,0,810,0,10,192,446,364,160,25,3,1195,0,3,50,186,197,105,16,4,568,5,15,32,40,28,23,7,0,159,233,948,2866,2915,2763,1782,334,28,11862
302031038,94,13,0,547,0,3,159,314,284,136,12,3,917,0,3,30,155,145,83,9,4,423,4,9,20,27,36,19,7,0,122,308,775,2182,2432,2413,1640,298,31,10074
302031039,63,10,3,407,0,4,97,203,190,94,22,0,609,0,0,31,77,100,45,12,0,265,7,12,21,25,22,23,3,0,115,332,603,1737,1786,1676,1042,239,15,7423
302031040,41,3,0,200,0,0,35,71,94,57,5,0,265,0,0,23,29,37,38,3,3,132,6,3,15,13,8,6,0,0,58,299,573,1041,945,888,622,124,20,4508
302041041,26,0,0,107,0,0,10,23,25,14,0,0,77,0,0,6,7,10,10,3,0,33,3,4,3,0,7,7,4,0,35,221,199,377,438,507,378,92,9,2214
302041042,16,0,0,74,0,0,11,19,27,11,0,0,75,0,0,0,11,7,10,0,0,26,0,0,0,4,6,4,4,0,18,55,94,234,349,384,254,65,3,1437
302041043,7,0,0,69,0,0,42,46,29,13,0,0,132,0,0,6,19,20,5,0,0,54,0,3,4,0,4,0,0,3,18,112,100,269,253,269,145,39,10,1196
302041044,24,4,0,130,0,0,13,34,36,18,10,0,106,0,0,3,19,13,12,8,3,50,6,4,6,17,11,13,0,0,51,273,284,455,564,627,432,108,10,2758
302041045,9,0,0,43,0,0,5,18,15,3,3,0,46,0,0,5,3,6,4,0,3,21,9,4,0,6,4,3,3,0,29,171,200,390,319,321,244,56,9,1704
302041046,12,0,0,78,0,3,10,26,30,19,4,0,94,0,0,0,6,8,9,0,0,30,4,0,3,6,4,0,0,0,20,64,167,457,453,482,318,73,5,2017
303011047,12,0,0,84,0,0,18,41,39,29,8,0,134,0,0,12,31,37,7,0,0,93,3,0,7,0,4,0,0,0,18,156,209,373,398,399,257,66,8,1864
303011048,34,3,0,290,0,3,74,172,160,76,11,0,491,0,3,20,51,79,37,3,0,190,7,7,20,9,13,12,0,0,70,423,506,1034,1079,1046,584,109,6,4782
303011049,16,9,0,98,0,0,14,33,28,15,6,0,100,0,0,3,9,10,10,0,0,41,3,3,7,13,11,7,0,0,38,106,228,420,475,480,422,131,5,2262
303011050,9,3,0,32,0,0,14,12,22,22,3,0,69,0,0,0,21,14,21,5,0,60,0,3,6,5,10,0,0,0,27,125,124,222,238,246,216,60,6,1232
303011051,25,7,0,140,0,4,41,73,70,56,9,0,256,0,3,21,40,43,31,10,0,141,11,8,9,14,10,6,0,0,59,428,783,899,703,715,522,126,17,4185
303021052,22,4,0,96,0,0,32,24,36,31,13,0,138,0,0,10,26,20,16,3,0,70,0,6,15,6,4,0,0,0,30,271,337,576,509,467,341,86,12,2603
303021053,57,16,0,318,0,7,75,119,103,77,15,4,404,0,0,19,51,73,38,5,3,188,5,3,20,15,10,9,0,0,70,307,543,1225,1146,1242,860,190,29,5537
303021054,46,10,0,242,0,0,24,94,98,78,7,0,296,0,0,5,11,34,19,3,0,80,5,0,5,4,8,3,0,0,29,111,199,453,586,595,358,61,6,2369
303021055,47,3,0,361,0,6,83,143,128,63,7,0,433,0,0,27,88,125,56,14,0,308,0,6,19,24,16,11,3,0,77,231,754,1703,1435,1297,843,197,12,6475
303021056,16,7,0,91,0,0,11,29,37,24,3,0,111,0,0,10,19,17,13,0,0,60,0,0,8,8,3,7,0,0,27,59,196,378,424,420,293,71,11,1856
303021057,12,0,0,45,0,0,6,20,20,15,0,0,67,0,0,4,9,9,4,0,0,24,0,0,0,0,0,0,0,0,4,29,91,216,201,228,134,37,3,932
303021058,144,16,0,1223,3,8,445,481,432,203,43,0,1621,0,16,81,264,208,131,37,0,738,7,23,44,41,22,27,8,0,168,349,1528,4476,3709,3134,1980,407,27,15606
303021059,44,7,0,236,0,0,36,109,90,65,13,4,312,0,0,6,45,62,26,14,4,164,5,3,14,13,7,3,0,0,48,189,387,897,915,890,588,151,28,4045
303031060,59,11,0,591,0,6,208,421,303,131,22,0,1086,0,4,58,201,221,92,18,3,591,3,17,29,27,35,10,0,0,117,245,697,2509,2416,2030,1121,180,15,9211
303031061,23,0,0,77,0,0,4,24,28,17,8,0,75,0,3,5,6,4,7,3,0,19,5,3,5,8,0,3,0,0,26,159,242,427,362,331,256,68,10,1853
303031062,47,5,0,210,0,0,19,54,72,38,11,3,198,0,0,9,23,28,23,10,0,91,0,4,7,16,13,6,3,0,53,130,358,816,894,938,620,157,13,3929
303031063,45,8,0,221,0,0,29,68,91,58,10,0,256,0,0,12,48,35,29,12,0,143,4,8,17,12,12,11,0,0,65,285,578,1025,925,918,676,171,18,4606
303031064,15,0,0,112,0,0,20,23,49,33,10,0,143,0,0,10,20,15,7,3,0,59,0,4,3,0,9,6,0,0,23,92,127,343,398,463,305,93,11,1822
303031065,69,6,0,433,0,3,107,204,207,128,18,4,665,0,0,37,88,98,49,13,0,281,17,23,28,23,22,10,3,0,127,1068,1669,2585,1959,1789,1224,253,28,10574
303031066,7,3,0,65,0,0,10,30,28,18,4,0,91,0,0,3,10,13,8,5,0,45,0,3,3,5,5,4,0,0,26,131,131,250,320,364,257,70,18,1540
303041067,62,9,0,418,0,0,89,163,128,86,14,4,485,0,0,27,69,65,30,11,3,199,5,3,13,13,25,22,3,0,91,162,546,1734,1623,1539,1038,205,20,6855
303041068,19,3,0,113,0,0,25,36,36,19,7,0,123,0,0,4,21,21,15,10,3,76,0,6,3,6,9,5,4,0,35,132,315,661,648,584,401,107,14,2863
303041069,5,4,0,38,0,0,13,15,12,6,0,0,51,0,0,11,10,20,9,3,3,64,3,0,6,5,3,3,0,0,20,245,276,555,366,351,196,46,3,2037
303041070,76,15,0,484,0,6,82,247,237,148,30,0,750,0,0,11,68,94,82,29,0,279,0,18,16,17,17,10,3,0,91,229,697,1873,1983,1792,1208,250,24,8051
303041071,6,0,0,43,0,0,10,24,28,3,0,3,74,0,0,4,12,8,9,0,3,45,3,3,6,9,0,0,0,0,19,55,108,224,277,284,165,61,15,1176
303051072,0,0,0,21,0,0,8,19,12,6,0,0,42,0,0,0,7,9,3,0,0,18,4,4,3,3,5,3,0,0,18,72,89,250,230,204,135,37,3,1013
303051073,38,8,3,209,0,0,14,45,54,32,7,0,152,0,0,10,24,25,18,5,0,75,7,9,9,17,16,8,3,0,67,268,374,955,965,846,531,115,24,4075
303051074,87,18,0,462,0,13,137,223,170,118,11,0,669,0,3,41,82,98,38,7,3,274,7,18,24,27,34,16,3,3,131,304,703,2055,2158,2083,1280,228,23,8843
303051075,14,3,0,70,0,0,10,25,33,15,5,0,90,0,0,6,12,21,7,0,0,42,0,3,12,3,6,3,0,0,27,147,241,645,545,506,321,63,4,2479
303051076,243,36,0,1391,0,12,243,571,546,333,45,4,1752,4,0,62,204,265,151,33,6,720,12,29,67,98,73,66,21,3,371,681,2064,5139,5474,5630,3548,689,63,23288
303061077,10,0,0,27,0,0,0,3,6,8,0,0,19,0,0,0,5,7,3,0,0,22,0,0,0,3,5,0,0,0,11,13,50,157,171,165,116,41,0,720
303061078,13,0,0,72,0,0,13,28,29,17,3,0,85,0,0,3,4,5,7,0,0,22,0,4,0,3,7,7,0,0,27,79,162,457,399,399,293,77,9,1870
303061079,31,3,0,105,0,0,10,26,26,22,7,0,85,0,0,5,16,26,20,9,0,75,0,6,7,3,3,8,0,0,28,68,204,534,513,499,391,93,10,2313
303061080,20,6,0,79,0,0,11,23,34,22,4,0,84,0,0,7,21,14,20,11,3,79,5,0,11,3,10,5,3,3,34,137,309,670,571,553,434,150,16,2842
304011081,27,7,0,104,0,0,16,35,43,17,4,0,121,0,0,3,10,16,8,4,0,44,7,9,15,8,9,7,7,0,56,438,517,615,553,604,406,150,8,3288
304011082,5,3,0,33,0,0,6,8,13,3,0,0,34,0,0,0,5,11,0,4,0,24,4,0,3,0,3,3,4,0,17,73,82,166,247,240,147,49,3,1007
304011083,0,0,0,5,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,12,20,58,50,45,40,14,0,236
304011084,29,3,0,218,0,3,68,115,122,57,8,0,378,0,0,30,72,73,45,15,0,239,3,15,18,19,15,10,0,0,79,368,563,1043,1052,1025,672,169,8,4906
304011085,3,0,0,10,0,0,3,8,4,14,4,0,27,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,16,20,59,61,69,40,3,264
304021086,7,6,0,43,0,0,5,17,20,12,7,0,62,0,0,3,16,19,7,0,3,41,0,0,3,3,3,3,3,3,17,131,115,154,238,265,155,62,15,1136
304021087,16,4,0,91,0,0,17,20,41,25,9,0,117,0,0,3,18,42,21,10,4,93,0,5,4,0,0,9,0,0,25,102,218,315,374,476,317,125,22,1943
304021088,16,0,0,49,0,0,15,15,26,19,11,0,85,0,0,0,15,22,13,5,0,62,3,3,0,4,0,5,0,0,16,159,157,208,231,257,215,100,6,1348
304021089,13,5,0,28,0,0,0,5,23,9,3,0,45,0,0,3,11,18,13,4,3,43,0,3,0,3,0,0,0,0,8,26,80,122,133,186,113,42,8,700
304021090,18,6,0,84,0,0,13,25,39,34,3,3,122,0,0,4,25,26,14,12,3,79,3,3,3,3,8,3,3,0,28,130,184,318,349,453,297,134,26,1891
304021091,12,6,0,84,0,0,13,46,49,32,9,0,156,0,0,0,24,28,31,6,3,84,0,0,3,0,3,6,0,0,16,58,98,210,305,364,243,83,11,1380
304031092,17,3,0,55,0,0,9,15,20,17,4,3,78,0,0,6,17,21,9,10,5,76,3,0,6,3,3,3,0,0,20,102,165,284,259,338,192,66,15,1425
304031093,20,0,0,112,0,0,16,27,31,23,5,0,102,0,0,0,10,18,10,5,0,49,0,3,4,0,3,0,0,0,15,90,123,310,363,391,326,94,14,1706
304031094,64,9,0,342,0,0,65,110,96,57,24,0,350,0,5,28,64,97,48,21,3,267,12,16,15,18,20,8,4,0,89,1091,1692,1871,1307,1239,854,273,27,8350
304031095,10,0,0,48,0,0,5,16,19,11,7,0,62,0,0,3,13,22,11,6,0,57,0,4,0,3,4,4,0,0,17,67,151,244,256,244,178,48,9,1204
304031096,97,13,0,757,0,0,117,364,392,209,31,3,1111,0,0,8,79,195,205,47,3,536,3,8,28,21,23,8,4,4,97,416,1345,2584,2233,1897,1261,312,36,10080
304031097,15,7,0,134,0,0,29,40,44,27,13,0,148,0,0,10,29,52,32,6,4,133,0,0,5,3,4,8,0,3,24,108,311,609,494,377,307,110,18,2331
304041098,74,12,0,583,0,16,151,230,222,115,9,0,731,0,4,12,41,64,34,4,0,156,3,17,36,11,21,6,0,0,100,314,1538,2642,1481,1265,719,134,9,8103
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
304041100,5,3,0,45,0,0,11,18,17,9,0,0,52,0,0,3,14,5,3,0,0,25,3,5,9,6,7,4,0,0,30,262,233,273,294,321,188,60,3,1628
304041101,22,3,0,117,0,0,13,30,43,24,6,0,113,0,0,3,18,21,5,3,3,48,8,5,5,7,8,7,3,0,41,433,480,596,577,551,422,101,7,3167
304041102,7,0,0,54,0,0,16,17,22,8,0,0,67,0,0,0,10,12,5,0,0,28,0,0,3,3,0,0,0,0,6,17,84,170,111,127,69,22,3,607
304041103,33,5,0,122,0,0,10,41,57,38,16,0,160,0,0,6,25,29,28,11,0,100,0,0,8,5,10,4,0,0,34,235,259,373,518,583,435,144,23,2571
304041104,22,0,0,109,0,0,13,32,37,12,0,0,96,0,0,3,10,10,3,0,0,23,0,0,4,3,3,3,0,0,10,50,100,264,360,343,223,51,6,1397
305011105,1359,146,15,11211,6,82,4390,7336,5722,2534,287,15,20366,10,31,1451,5384,5055,2183,323,34,14474,52,140,348,300,278,140,36,7,1305,2789,11912,35076,32767,24859,12806,2047,186,122442
305011106,194,22,0,1643,0,13,649,1242,913,400,59,0,3272,0,7,157,755,794,345,54,3,2121,10,17,80,51,41,23,4,0,227,657,2503,6632,5489,4098,2186,392,31,21994
305011107,3,3,0,26,0,0,0,12,14,4,4,0,38,0,0,0,5,12,9,3,0,24,0,0,4,0,0,3,0,0,9,20,46,115,120,139,98,34,7,581
305011108,32,5,0,127,0,0,28,37,46,29,14,0,154,0,0,5,24,34,31,15,6,109,0,8,6,3,7,3,0,0,32,203,333,646,479,467,367,134,26,2650
305011109,17,4,0,129,0,0,38,56,71,29,7,4,206,0,0,23,54,63,43,18,3,203,3,9,6,6,6,3,4,0,50,187,531,1125,769,677,472,156,21,3938
305011110,321,29,0,2219,0,22,801,1070,897,446,45,10,3292,0,8,201,747,725,347,58,3,2091,13,28,74,70,77,46,21,3,337,738,2832,7483,6589,5769,3495,605,45,27550
305011111,137,26,5,928,0,5,285,636,516,235,45,3,1726,0,3,67,365,415,252,66,13,1185,7,12,25,27,46,12,8,0,146,340,1100,3186,3042,2705,1672,457,52,12551
305011112,71,12,0,439,0,7,160,228,212,101,11,0,727,0,0,40,130,136,64,17,3,388,3,12,17,14,19,6,5,0,83,244,920,2112,1674,1379,750,176,28,7270
305021113,9,0,0,49,0,4,12,21,15,9,0,3,68,0,0,5,14,10,11,0,0,44,3,0,4,0,3,0,0,0,11,36,90,180,182,197,114,30,4,840
305021114,10,3,0,89,0,0,30,45,51,23,9,0,158,0,0,8,50,60,15,5,0,142,4,3,9,6,3,7,0,0,39,197,318,546,452,380,200,74,15,2176
305021115,32,6,0,216,0,4,52,95,70,39,6,3,268,0,3,18,36,60,24,8,9,154,0,4,9,9,5,3,3,0,43,131,424,816,724,636,355,91,22,3197
305021116,8,0,0,71,0,0,12,22,20,16,0,0,68,0,0,4,20,19,10,3,3,60,0,0,4,0,0,0,0,0,11,60,104,210,230,226,141,42,5,1021
305021117,40,8,0,283,0,5,72,149,133,50,9,0,426,0,0,20,63,61,41,13,0,199,9,5,22,16,17,10,0,0,81,303,603,1530,1536,1316,752,159,13,6207
305021118,6,0,0,37,0,0,10,22,19,9,0,0,57,0,0,0,20,19,8,4,0,53,0,0,3,4,0,0,0,0,10,44,92,172,203,184,111,39,3,852
305031119,47,11,0,333,0,8,143,224,163,67,5,0,608,0,3,37,104,119,52,11,0,325,7,12,14,14,8,7,3,0,71,291,624,1307,1195,1027,645,184,18,5299
305031120,17,4,0,49,0,0,16,26,23,17,3,0,83,0,0,5,18,24,6,0,0,52,3,3,3,0,3,0,0,0,12,41,100,236,226,217,154,50,9,1034
305031121,8,7,0,57,0,4,8,21,30,25,11,0,100,0,0,6,28,32,24,13,6,109,0,4,3,8,3,7,0,0,23,118,227,343,299,301,238,114,10,1646
305031122,25,3,0,126,0,0,18,32,41,19,4,3,115,0,0,7,26,42,34,10,0,122,0,3,0,8,12,6,0,0,32,174,264,465,435,506,351,106,24,2313
305031123,10,0,0,49,0,0,5,22,15,8,3,0,56,0,0,3,15,11,11,0,0,37,0,3,4,0,5,0,0,0,10,50,93,172,223,209,123,29,4,910
305031124,13,7,0,108,0,0,50,73,53,19,10,0,206,0,0,15,37,52,42,12,9,169,0,7,7,6,3,4,0,0,25,130,321,631,455,464,278,104,22,2405
305031125,23,0,0,134,0,3,27,56,78,31,10,0,204,0,0,8,33,51,22,4,0,119,3,0,12,3,10,3,5,0,39,77,226,613,596,548,322,101,8,2491
305031126,206,23,3,1613,0,10,458,744,702,370,46,4,2338,0,0,71,260,275,200,42,3,865,6,14,49,46,48,16,8,0,185,335,1441,4447,4114,3704,2274,393,36,16745
305031127,9,4,0,43,0,0,8,22,36,17,6,0,89,0,0,3,23,19,6,0,0,50,0,0,3,5,3,4,0,0,19,246,262,361,281,261,148,53,4,1616
305031128,229,20,0,1711,0,22,827,1257,923,432,52,0,3518,0,4,162,660,709,307,52,16,1903,14,31,50,59,60,29,3,0,247,443,1862,5895,5386,3981,2248,380,39,20237
305031129,7,6,0,54,0,0,12,27,21,15,0,0,70,0,0,0,17,20,5,0,0,46,3,3,0,3,7,3,0,0,18,85,150,241,213,209,122,34,8,1058
