SA4_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
114,8,3,5,5,0,0,0,25,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,12,12,8,10,10,6,0,0,44,51,314,697,863,957,647,193,3717,1383,950,873,1002,1061,395,56,5715,141,96,81,116,120,62,33,646,8027,8948,9896,11938,9897,2806,463,51975
115,34,63,33,23,14,3,0,169,11,5,3,4,0,0,0,23,3,3,6,6,0,3,0,19,49,77,43,30,13,9,0,217,215,647,1699,1851,1508,793,189,6897,2302,1294,1229,944,966,410,48,7200,169,166,131,151,110,42,22,788,14633,17261,18916,18251,12423,3621,505,85609
116,80,81,41,42,20,12,0,278,7,6,5,0,0,0,0,19,7,3,0,7,0,0,0,21,90,94,48,47,28,12,0,315,112,668,1038,836,578,202,34,3471,2068,1747,1481,1183,1042,312,40,7877,218,269,208,199,134,55,26,1097,16246,24316,24901,23566,15697,3225,261,108208
117,1051,2144,1594,1016,651,124,8,6593,39,149,135,99,38,8,3,473,11,39,63,55,18,3,0,190,1103,2330,1800,1169,716,131,12,7261,355,2712,4176,3015,1716,707,128,12813,6486,11307,9974,5627,4431,1504,225,39558,848,1361,953,743,539,226,103,4766,63796,186541,149945,105433,58662,13525,1580,579482
118,163,271,159,130,102,30,0,857,15,19,10,8,5,0,0,57,3,3,5,3,0,0,0,17,179,302,170,147,112,29,0,934,210,923,1812,1816,1328,815,244,7154,2037,1977,1452,981,962,475,79,7960,193,203,158,146,107,53,44,902,13743,24617,19807,17362,12301,4400,796,93033
119,121,157,113,103,62,9,0,566,3,14,6,3,4,0,0,22,3,13,12,7,4,0,0,30,127,184,125,112,66,9,0,621,246,1071,1800,1651,1266,488,125,6649,2780,2485,2090,1741,1715,667,100,11570,300,366,263,289,211,83,32,1551,20578,33249,32550,33383,23418,5743,733,149640
120,146,236,127,124,85,12,3,738,11,12,0,14,3,0,0,41,5,4,8,11,3,0,0,28,164,250,136,147,95,16,3,802,129,736,1588,1691,1194,571,134,6052,1983,1939,1650,1289,1239,474,66,8643,224,247,165,178,118,48,19,997,14267,26264,24068,22810,15726,4199,565,107890
121,341,505,396,254,161,40,7,1709,14,26,36,16,5,8,0,104,6,4,11,12,10,0,0,53,362,542,442,291,184,47,7,1862,309,1323,3262,3667,2718,1706,463,13457,4000,3701,3152,2195,2055,1022,189,16315,304,404,334,246,193,107,43,1637,26520,53618,49753,42835,27650,8880,1414,210668
122,61,123,55,34,28,4,0,305,18,15,15,17,0,0,0,61,3,0,9,13,6,3,0,33,79,143,77,58,36,8,0,395,172,728,2172,2369,1604,946,247,8241,2184,1366,1287,1114,1085,537,90,7662,149,141,125,156,115,50,34,765,13537,17715,18770,19415,13553,4486,740,88217
123,46,28,25,16,13,4,0,126,5,3,5,3,0,0,0,15,0,4,3,3,0,0,0,15,51,33,32,28,13,4,0,158,111,559,910,832,694,249,54,3410,1959,1467,1208,1081,1048,292,40,7093,173,128,180,141,81,36,22,761,13778,16315,17080,16730,11905,2507,253,78570
124,67,42,37,34,26,3,0,211,0,0,0,0,0,0,0,4,4,5,0,4,0,0,0,12,69,45,37,41,28,3,0,225,171,721,1300,1346,1130,589,91,5346,2678,2029,1656,1541,1597,478,52,10035,207,188,143,175,114,65,17,910,17485,20307,21243,22108,16656,3976,438,102208
125,275,342,254,192,139,31,0,1234,10,8,11,11,3,0,0,45,7,8,14,10,0,3,0,37,294,361,274,214,145,36,3,1320,194,1149,1747,1344,969,371,80,5855,3197,3850,3162,2461,2285,750,81,15787,406,583,424,377,285,100,38,2216,26633,54012,51851,47777,32445,6874,636,220226
126,121,194,163,150,78,11,0,716,7,14,11,4,7,0,0,43,0,7,9,12,10,0,0,32,130,212,179,162,97,7,0,795,133,623,1320,1237,894,387,117,4718,1798,1691,1506,969,938,363,61,7323,129,163,159,141,92,52,27,768,11989,24079,25541,21467,13397,3167,451,100093
127,85,76,45,45,26,7,0,278,4,3,5,5,3,0,0,23,0,6,3,4,0,0,0,17,93,85,51,50,27,4,0,312,200,801,1150,1120,802,300,45,4419,2081,1801,1478,1273,1104,358,47,8148,310,282,242,296,207,77,35,1452,17818,26955,26766,26411,18057,3801,420,120230
128,70,56,20,18,11,3,0,178,0,3,0,0,0,0,0,4,3,0,7,3,0,0,0,19,69,61,33,15,17,3,0,199,99,490,1181,1106,904,498,93,4371,2266,1252,1063,868,968,383,45,6846,129,130,98,102,67,30,21,584,12559,13403,13628,13981,10591,2927,364,67454
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,7,3,0,0,21,0,0,0,0,0,0,0,0,10,17,17,24,12,3,0,90
199,142,116,93,72,45,12,4,490,5,13,7,7,0,0,0,33,8,15,7,9,10,0,0,54,161,146,107,92,60,15,3,580,125,447,613,589,453,160,44,2428,1987,2248,2256,2500,2559,972,136,12665,339,378,313,374,279,128,85,1901,19974,29918,30659,32366,23834,5924,688,143362
201,7,4,11,7,6,0,0,36,4,0,0,4,0,0,0,13,0,5,0,3,3,0,0,13,15,14,14,10,9,0,0,63,73,344,639,824,828,530,112,3348,1638,1439,1254,1157,1183,371,52,7090,161,96,95,136,95,56,30,673,9437,11289,12105,13363,10441,2550,411,59603
202,4,12,13,5,10,0,0,45,6,4,0,0,0,0,0,9,0,4,7,0,3,0,0,16,11,19,17,8,14,0,0,64,76,284,675,795,918,505,156,3408,1780,1349,1188,1203,1185,390,47,7141,153,83,88,130,101,57,26,646,9655,11608,11894,13608,10923,2573,458,60709
203,27,36,20,14,17,0,0,111,11,8,5,3,3,0,0,26,6,3,4,8,4,0,0,24,43,46,27,29,23,3,0,164,134,624,1286,1286,1148,666,141,5285,3194,2404,2303,1866,1934,559,87,12352,222,193,169,207,161,70,44,1069,17180,22332,23007,23671,17601,4056,540,108389
204,11,18,8,10,4,0,0,47,3,0,0,0,3,0,0,5,4,9,3,4,3,0,0,19,16,25,8,12,12,4,0,67,112,393,741,968,1334,1033,362,4941,1622,1258,1187,1291,1465,520,81,7432,177,132,113,147,141,91,59,859,10115,11494,12641,15021,13082,3881,812,67050
205,14,19,19,13,13,0,0,87,7,0,3,0,0,0,0,13,7,3,6,6,0,0,0,25,23,26,25,24,16,3,0,122,158,646,1068,1383,1733,1292,431,6706,2463,2163,1871,2112,2255,706,116,11694,266,147,188,228,264,121,70,1274,14125,17928,18557,22002,18814,5273,1077,97786
206,1882,4595,3529,2211,1313,231,23,13783,36,104,75,50,39,7,0,314,50,154,90,74,49,19,0,429,1962,4857,3696,2336,1397,257,21,14524,603,4018,6248,4876,3115,1520,309,20684,10635,16474,13373,7371,5832,2187,292,56170,1005,1522,1019,924,629,292,163,5548,78177,215776,172633,127210,73760,17569,2296,687418
207,206,310,161,94,70,30,6,870,21,6,6,10,4,3,0,50,10,16,12,5,10,0,0,54,234,333,176,106,86,33,6,974,253,914,2030,2432,1934,1168,290,9016,3704,2906,2441,1997,1839,788,134,13801,206,224,195,216,122,80,30,1078,20751,34201,29996,30559,21362,6333,924,144126
208,212,295,131,77,73,11,0,795,15,4,3,3,3,0,0,31,11,10,15,7,7,4,0,52,236,311,141,88,87,14,0,879,237,1004,2371,2798,2205,1143,252,10013,4403,2714,2346,1929,1824,777,111,14107,236,255,193,194,172,93,51,1199,23966,33056,31337,33556,23440,7071,992,153409
209,94,139,77,48,40,14,0,419,5,19,12,3,0,0,0,41,8,10,9,0,3,0,0,37,110,172,96,58,48,14,0,492,204,1035,2034,1925,1589,711,139,7631,4116,3068,2703,2181,2023,633,77,14810,288,305,265,252,214,65,41,1434,23361,32592,31138,31814,22350,5213,619,147092
210,93,123,71,30,29,8,0,355,8,9,4,8,0,0,0,29,4,10,6,9,0,0,0,31,109,134,85,52,30,5,0,419,164,794,1319,1133,815,371,77,4669,2618,2527,2328,1996,1619,428,54,11566,282,314,258,316,189,72,37,1480,19001,32415,31758,31981,20111,3941,454,139656
211,123,133,62,76,22,0,3,424,21,6,11,3,0,0,0,37,8,9,6,6,10,0,0,40,151,146,81,86,34,3,3,497,211,1132,2520,2638,2256,1142,223,10119,4992,3069,2800,2621,2525,963,122,17085,325,283,241,279,252,105,62,1554,28147,34565,36289,40153,28826,7519,955,176445
212,233,362,202,127,66,17,4,1009,18,9,10,5,5,0,0,52,7,17,15,10,5,0,0,60,257,387,232,148,79,19,5,1115,359,1760,3110,2891,2125,993,270,11509,5663,5081,4487,3595,3322,1088,137,23368,506,561,520,511,352,176,99,2712,39050,67819,67766,67628,44412,9817,1178,297667
213,203,215,117,87,60,10,3,704,22,9,3,5,0,0,0,43,3,17,7,19,0,0,0,48,234,244,128,112,62,13,3,789,294,1643,2841,2178,1384,453,58,8856,4940,4100,3538,2781,2492,664,68,18579,473,534,472,457,303,94,51,2382,32236,51884,50550,47167,30523,5857,557,218781
214,21,33,13,8,6,3,0,86,6,3,0,0,0,0,0,17,3,3,4,8,3,0,0,12,27,38,14,16,9,3,0,111,148,644,1422,1550,1322,782,145,6014,2592,1677,1655,1500,1531,598,84,9630,161,155,133,175,151,87,35,893,15270,16900,18164,20338,14732,4214,556,90174
215,6,10,3,3,3,3,0,29,0,0,0,3,0,0,0,8,5,4,6,7,7,0,0,35,11,15,9,15,13,3,0,66,129,398,725,1111,1267,784,271,4683,1337,1084,874,1016,1145,434,77,5964,143,126,95,165,140,76,64,815,8483,10773,11032,13493,11810,3367,768,59720
216,9,6,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,3,3,3,3,0,0,13,12,7,3,3,3,0,0,29,110,344,575,860,903,490,186,3474,1300,1039,973,979,1073,275,47,5690,147,107,130,133,110,61,41,733,7836,9873,10566,12319,10001,2577,534,53711
217,26,11,13,4,3,3,0,57,3,3,0,0,0,0,0,3,3,3,4,0,0,0,0,10,26,17,14,5,3,3,0,75,110,372,740,966,1177,755,257,4377,1320,976,823,893,999,336,43,5393,150,83,98,115,89,56,27,611,7287,8913,9452,11304,9139,2742,556,49392
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,7,12,11,0,0,37,0,0,0,0,0,0,0,0,5,26,43,57,28,3,0,155
299,110,149,71,62,38,11,5,445,4,7,6,5,3,0,0,29,5,13,16,16,3,0,0,54,115,171,93,84,42,12,5,525,106,408,550,471,342,136,33,2041,1721,2158,1991,2112,1947,738,118,10784,271,272,242,273,185,109,44,1394,16570,27240,25210,26105,18622,4673,612,119037
301,26,17,14,6,10,0,0,68,24,3,11,13,9,0,0,52,9,11,7,17,6,0,0,56,48,41,31,32,25,4,0,179,136,547,1244,1385,1151,464,81,5005,2020,1314,1239,1193,1187,335,36,7321,117,112,95,115,82,30,22,575,13254,15981,17337,18148,12594,2808,298,80416
302,54,50,30,28,16,0,0,175,9,19,16,16,11,0,0,70,0,3,9,10,6,0,0,32,68,72,53,54,30,3,0,277,116,613,1147,1009,791,342,87,4113,2727,2624,2290,2252,1831,475,58,12268,159,176,165,182,119,50,29,881,18079,26039,26546,26679,17465,3526,399,118730
303,67,83,47,71,43,3,0,320,37,28,17,11,6,0,0,100,3,6,15,9,5,3,0,46,110,121,80,89,52,5,0,463,247,1149,1864,1796,1283,577,126,7042,3316,3304,2716,2288,2009,620,74,14320,223,252,202,205,156,62,36,1133,23292,36734,35003,33397,21917,4832,512,155691
304,80,76,53,55,28,9,0,298,21,15,5,4,3,0,0,47,3,10,6,9,3,0,0,20,101,91,62,69,35,6,0,369,187,468,1167,1273,1054,595,120,4864,2274,1344,1018,828,714,331,39,6551,89,68,75,67,51,18,16,392,13209,13440,11845,11653,7850,2375,299,60680
305,379,565,495,382,223,34,0,2075,80,118,105,71,30,6,0,412,12,37,37,31,18,0,0,134,462,721,636,486,279,45,0,2624,315,1571,2789,2542,1627,677,151,9671,5582,8390,6691,4522,3491,1023,111,29810,370,488,343,305,223,90,68,1891,42320,85179,77404,63072,35696,7332,807,311812
306,5,0,0,0,0,0,0,3,12,12,8,7,0,0,0,32,0,14,12,18,3,0,0,46,17,24,14,24,3,0,0,81,124,502,1034,1269,1272,752,222,5175,1762,1726,1604,1684,1535,508,73,8888,214,214,213,214,152,91,38,1137,13929,19141,21286,22882,16970,4449,679,99348
307,3,12,5,10,0,0,0,32,0,6,9,15,8,0,0,34,3,14,7,3,9,9,0,49,3,28,24,27,19,10,0,109,207,553,922,1359,1562,1158,443,6201,989,1067,965,1011,946,347,56,5384,135,82,109,131,115,96,48,716,7756,10273,10994,12653,9934,3440,886,55924
308,6,6,8,8,5,0,0,33,30,149,173,105,46,4,0,506,3,9,14,13,7,0,0,43,33,172,195,127,51,3,0,586,167,642,939,1051,1069,536,173,4579,1923,2314,1974,1935,1661,384,42,10235,170,178,173,179,130,53,38,912,14436,19772,19919,20888,14301,3030,500,92845
309,110,74,37,33,11,7,0,270,71,65,54,37,16,7,0,244,20,29,21,20,9,5,0,98,195,162,113,90,34,18,0,614,376,1979,3769,3855,3305,1755,328,15362,5403,4664,3837,3444,3154,1103,161,21756,414,414,384,385,302,146,65,2113,39490,52653,53457,52254,35569,9899,1141,244461
310,49,25,22,13,4,0,0,103,5,4,6,4,3,0,0,25,10,7,5,4,6,0,0,33,61,37,36,18,8,3,0,160,157,731,1167,1199,1087,517,156,5006,2357,2165,1751,1691,1503,410,49,9931,204,181,164,202,117,51,32,955,16978,23630,24045,24093,15690,3475,423,108330
311,32,28,8,6,10,0,0,82,18,13,0,3,0,0,0,34,5,3,3,6,5,0,0,27,53,38,13,18,14,0,0,142,185,734,1273,1252,1171,452,76,5150,2255,1808,1420,1269,1225,355,30,8365,193,184,166,141,119,42,18,862,16387,20411,20616,19780,13565,3117,296,94157
312,0,11,3,8,3,0,0,27,15,31,33,31,13,0,0,118,0,11,8,10,4,3,0,41,15,51,44,47,20,0,0,183,122,531,753,869,797,447,144,3659,1387,1940,1600,1618,1213,262,24,8035,152,133,151,179,122,49,48,829,10976,16370,16242,16952,11653,2435,412,75048
313,23,7,12,6,0,0,0,51,9,7,5,0,0,0,0,18,6,3,3,0,3,0,0,13,32,15,12,13,3,0,0,82,143,480,862,1024,984,464,86,4049,1801,1289,1131,1199,1061,329,39,6844,146,110,107,109,86,48,24,636,11606,12526,13531,14752,10013,2396,276,65099
314,25,7,9,11,0,0,0,50,7,3,0,0,0,0,0,12,5,6,4,3,0,0,0,16,40,15,8,13,0,0,0,83,112,557,1150,1135,780,338,41,4115,1601,904,898,734,629,179,7,4951,89,75,65,60,57,32,16,389,9826,10060,11151,10522,6677,1614,133,49984
315,3,0,3,0,0,0,0,10,0,4,11,10,3,0,0,29,9,8,14,13,8,3,0,49,13,14,24,21,10,3,0,85,175,376,430,648,623,342,113,2701,356,807,745,735,590,165,24,3414,99,115,99,111,104,48,19,589,4840,8434,7624,8029,6000,1542,292,36755
316,9,4,10,5,11,0,0,42,24,26,32,13,8,0,0,102,10,6,11,9,3,0,0,40,36,42,45,38,19,3,0,183,219,1117,2558,2966,2607,1259,233,10963,3166,2310,2087,2174,2116,722,71,12644,238,179,208,241,177,78,54,1179,20172,22530,27428,30437,21792,5335,617,128313
317,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,11,0,7,3,3,0,0,0,16,10,10,7,3,5,0,0,31,87,362,601,597,636,322,92,2694,1579,1371,1037,987,1039,346,34,6395,109,92,116,89,80,34,36,558,11067,13382,12857,13811,10246,2433,302,64098
318,3,6,0,6,4,0,0,17,7,5,3,14,10,0,0,34,3,23,17,18,15,0,0,75,8,38,21,34,22,0,0,126,119,429,770,860,835,428,110,3555,2323,2111,1495,1414,1294,371,49,9051,189,131,146,131,136,55,46,837,17875,21257,20223,20672,14468,3236,482,98214
319,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,3,10,7,6,0,3,0,26,6,5,9,14,3,3,0,37,169,523,1079,1403,1650,1031,343,6202,1881,1477,1486,1742,1844,475,68,8962,205,144,188,233,194,132,81,1178,13644,15274,18296,22040,17450,4316,819,91831
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10,9,9,0,0,42,0,0,0,0,0,0,0,0,18,42,53,44,37,7,0,202
399,38,29,16,19,6,3,0,108,21,17,11,12,10,0,0,67,9,14,22,6,11,3,0,68,61,66,43,41,25,5,0,241,95,329,453,427,371,131,33,1837,1355,2000,2052,2226,2153,741,103,10626,176,176,201,218,167,86,47,1067,13149,21309,21763,22360,16113,3813,410,98920
401,102,135,134,88,61,11,0,526,66,72,70,41,15,4,0,263,17,44,24,23,11,0,0,123,182,249,223,155,87,21,0,915,211,853,1666,1891,1762,1126,225,7745,5048,5553,4545,3524,3312,1037,120,23142,285,333,276,297,184,101,58,1538,28364,49943,47770,46341,33176,8062,995,214651
402,27,22,14,11,3,0,0,84,16,12,3,3,3,0,0,31,0,5,8,7,0,0,0,27,46,39,24,16,12,0,0,139,110,641,968,1137,965,411,85,4318,3184,2835,2149,2015,1838,529,49,12597,227,204,214,212,137,54,36,1086,19761,27376,26734,28213,19486,3880,411,125856
403,31,16,10,10,4,0,0,82,20,6,3,3,5,0,0,38,0,6,3,8,3,0,0,19,53,29,18,22,14,4,0,143,160,642,1257,1356,1277,774,147,5620,3176,2436,2036,1842,1924,572,66,12053,155,132,125,130,116,70,46,786,16547,19564,19856,21646,16889,4234,531,99265
404,19,19,26,15,12,4,0,95,17,10,10,3,4,0,0,44,0,6,10,11,12,0,0,38,33,37,45,27,29,4,0,172,81,401,710,775,649,321,64,3003,2480,2332,1994,1889,1691,533,52,10976,183,209,178,170,152,72,46,1018,16015,26356,26246,28735,20358,4205,468,122391
405,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,5,4,3,4,0,0,15,0,5,4,3,5,0,0,17,115,347,631,891,1016,617,192,3811,907,819,682,861,955,339,54,4619,79,70,65,87,78,59,49,493,5379,6765,7615,9689,8509,2463,532,40942
406,0,7,6,3,0,0,0,12,3,5,6,6,0,0,0,21,3,8,9,12,10,0,0,38,4,16,19,18,11,0,0,69,51,221,373,440,472,229,54,1847,706,1053,900,994,765,196,27,4636,91,57,81,105,66,31,23,446,4757,7595,7485,8671,6367,1412,235,36522
407,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,4,8,3,3,0,29,9,7,4,8,3,3,0,32,147,414,833,1305,1603,1066,324,5692,1507,1255,1159,1376,1447,504,90,7333,166,109,120,146,148,86,60,837,9608,11552,12915,16007,13712,4161,873,68823
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,22,0,0,0,0,0,0,0,0,0,5,13,25,8,0,0,64
499,8,9,0,3,3,0,0,26,3,4,3,3,3,0,0,16,3,3,8,0,5,0,0,19,12,17,12,11,11,3,0,65,31,91,102,113,95,39,8,480,546,753,706,828,844,282,36,4001,66,52,63,70,60,21,18,354,4228,6992,6833,8212,6315,1537,185,34306
501,0,3,3,0,0,0,0,8,3,7,0,4,4,0,0,14,4,6,0,5,3,0,0,24,6,14,4,10,7,0,0,47,75,468,879,1039,1033,649,180,4324,1432,1461,1602,1591,1607,447,60,8195,165,137,144,175,133,70,32,861,9437,12841,15372,16859,12620,3288,528,70945
502,17,9,7,4,4,0,0,38,3,0,3,0,0,0,0,7,0,3,3,0,0,0,0,8,26,11,10,4,4,0,0,47,44,174,304,359,337,172,44,1435,696,551,517,584,496,154,15,3014,42,42,33,54,33,27,16,250,4656,4686,5344,6156,4297,1036,167,26336
