SA4_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
101,13,5,3,9,0,0,0,30,44,58,46,51,47,8,4,261,120,103,69,85,66,16,4,457,9,6,8,0,4,0,0,32,0,0,4,0,3,0,0,11,0,7,0,6,10,4,0,17,15,14,15,8,12,4,0,58,70,145,297,527,727,578,221,2570,651,413,407,521,569,226,43,2838,97,73,62,77,71,38,21,435,5266,6585,6614,7755,6844,2339,541,35940,25,40,22,11,18,0,0,115,72,49,24,28,26,3,0,210,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,7,9,5,10,3,0,47,2604,3549,4541,5811,4113,698,56,21374,765,308,227,327,233,67,9,1935,0,0,4,15,7,7,3,45,9,7,4,8,8,3,0,33,13,9,14,24,12,0,0,75,20,27,33,40,54,27,3,200,357,372,276,422,375,100,10,1911,3876,4370,5152,6702,4853,907,77,25940,8,12,8,4,4,0,0,43
102,35,9,9,3,3,0,0,64,69,75,65,76,56,11,0,355,165,145,145,139,115,24,0,725,14,11,10,11,8,7,0,63,6,0,0,0,3,0,0,11,4,3,6,7,0,0,0,14,23,18,15,14,9,7,0,86,78,193,494,633,607,390,89,2479,1137,567,517,630,677,232,43,3804,128,98,85,94,70,37,26,531,8159,9261,9550,10461,8259,2220,310,48229,82,84,71,52,55,6,0,350,287,130,99,129,115,19,0,781,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,14,12,3,10,5,3,0,44,5233,6736,8355,9883,6666,931,50,37848,1286,352,287,447,370,75,12,2822,0,4,5,4,3,0,0,19,3,10,6,7,8,0,0,30,13,9,18,36,12,0,0,80,6,27,25,42,37,15,0,152,229,185,168,240,217,50,6,1103,7149,7542,9033,10854,7488,1098,67,43225,38,43,15,31,14,6,0,158
103,4,8,14,6,0,0,0,46,32,81,54,53,43,24,7,301,39,93,79,69,55,26,7,371,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,3,3,3,6,4,9,0,36,9,10,6,10,6,9,0,45,80,188,367,587,785,662,277,2949,662,596,557,594,576,268,53,3305,126,81,79,104,76,56,37,564,5963,8317,8390,9162,7743,2746,724,43053,7,9,4,4,4,0,0,22,23,19,17,17,20,4,0,100,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,24,11,17,16,3,0,92,3418,5013,6012,6822,4619,816,92,26800,832,340,290,390,293,51,12,2213,0,0,9,11,11,14,6,54,5,0,4,3,12,4,0,31,10,12,11,19,13,0,0,55,8,25,27,30,38,22,3,151,306,265,269,380,364,116,19,1726,4630,5712,6652,7693,5391,1032,139,31247,0,0,0,4,0,0,0,8
104,12,8,0,0,3,0,0,16,42,38,33,30,37,7,0,185,46,51,28,34,40,12,0,218,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,3,0,3,0,0,16,3,4,8,3,3,0,0,16,23,68,217,295,405,250,85,1337,442,251,279,302,418,132,10,1834,67,42,40,50,54,21,23,292,3320,4007,4634,5349,4902,1316,246,23777,0,0,0,3,0,0,0,3,32,10,19,15,19,4,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,7,4,3,6,0,29,1910,2664,3690,4643,3406,473,35,16825,577,247,191,275,259,42,5,1597,0,0,3,3,9,0,0,13,9,8,4,4,11,0,0,34,14,15,21,42,27,0,0,119,7,15,22,27,30,9,0,113,140,128,138,217,214,36,6,877,2704,3093,4091,5231,3965,571,43,19708,0,0,0,0,0,0,0,0
105,3,4,5,0,0,0,0,12,31,36,32,37,30,12,4,175,35,47,38,41,28,12,4,211,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,7,6,3,7,0,26,3,4,7,12,3,7,0,36,67,123,227,384,460,317,156,1735,288,336,259,286,352,130,25,1682,64,50,49,63,66,31,32,344,3035,4687,4345,4942,4395,1546,428,23377,7,4,6,0,0,0,0,17,24,16,14,13,18,8,0,87,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,4,8,8,4,4,0,38,1697,3030,3010,3520,2579,447,47,14330,474,255,194,239,180,36,9,1390,0,0,0,3,10,3,3,24,9,5,10,12,9,3,7,52,8,8,14,8,10,0,0,52,13,18,21,33,37,17,4,146,175,255,202,287,239,88,11,1261,2421,3586,3480,4133,3082,614,85,17396,0,4,3,0,0,0,0,9
106,12,5,7,4,5,0,0,29,85,143,126,88,59,14,0,518,100,172,164,109,70,18,0,641,6,10,0,3,3,0,0,20,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,15,7,11,9,7,3,0,0,34,78,137,236,396,511,422,152,1936,1015,899,944,888,873,224,38,4879,115,89,96,109,86,34,19,552,8090,11617,11374,11396,8518,2149,424,53567,14,27,11,11,12,0,0,71,88,31,18,39,34,4,0,205,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,11,5,9,11,3,0,43,4562,6420,7285,7677,4646,651,47,31276,1091,329,253,347,235,65,4,2326,0,4,10,10,0,4,0,25,22,7,9,12,3,0,0,52,10,3,8,6,13,0,0,47,14,31,32,39,33,15,0,168,202,186,191,276,254,74,16,1200,6013,7042,7823,8416,5233,822,74,35414,5,14,5,0,0,0,0,27
107,20,24,16,12,7,0,0,80,88,83,62,65,25,7,0,335,182,178,139,140,78,18,0,741,24,15,14,12,8,3,0,73,3,3,4,0,0,0,0,10,6,3,4,3,3,0,0,17,27,19,20,17,9,3,0,102,51,176,317,404,408,262,51,1666,1132,655,582,640,655,212,35,3912,104,99,84,100,53,30,17,493,8355,9766,10086,10509,7788,1808,263,48575,119,134,75,76,63,9,0,473,375,209,117,164,108,22,0,997,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,15,16,4,12,6,3,0,61,4820,6613,8084,8910,5457,668,32,34589,1249,446,375,444,418,85,8,3026,3,0,3,6,8,0,0,16,8,12,18,8,7,0,0,55,23,22,38,28,15,0,0,128,7,31,43,26,30,4,0,140,472,339,294,303,233,58,7,1701,7087,7821,9047,9992,6347,855,48,41192,43,49,24,24,20,3,0,160
108,10,6,0,3,3,0,0,23,27,55,54,66,35,19,0,255,37,64,59,72,44,18,0,293,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,12,3,4,5,4,3,0,0,22,55,73,247,423,555,470,167,1990,626,361,373,447,579,221,33,2644,101,65,69,92,86,46,35,495,4463,5289,6256,7646,6892,2094,410,33045,3,11,3,3,3,0,0,23,49,25,19,26,10,4,0,126,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,16,5,9,8,3,0,48,2473,3571,5019,6618,5069,765,44,23560,773,235,249,349,350,66,7,2024,0,3,0,13,4,9,0,30,7,5,3,17,13,3,0,46,10,15,26,20,10,0,0,83,6,17,25,30,41,22,6,149,185,174,212,323,311,73,11,1287,3516,4064,5556,7410,5820,944,70,27380,0,0,0,3,0,0,0,10
109,9,0,3,7,4,0,0,17,25,37,35,41,27,9,0,178,37,37,43,46,32,9,0,203,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,4,4,0,3,7,0,0,22,60,116,232,351,490,312,115,1675,404,265,247,311,374,157,28,1784,57,43,45,49,49,39,22,302,3519,4481,4598,5333,4920,1585,338,24777,0,3,3,0,0,0,0,9,32,12,20,21,14,3,0,101,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,7,7,8,0,0,0,24,2120,3004,3422,4169,3096,513,41,16372,488,203,137,174,136,40,6,1182,0,0,3,3,3,3,3,11,0,3,0,3,0,0,3,16,5,16,20,31,22,3,0,97,9,6,23,25,33,15,4,114,189,171,162,233,272,63,11,1098,2851,3438,3802,4669,3575,634,70,19039,3,0,0,0,0,0,0,4
110,15,17,12,15,6,0,0,57,45,59,45,57,52,23,5,286,62,81,59,75,60,23,5,364,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,5,3,4,3,3,0,24,0,8,5,6,5,3,0,37,89,182,389,644,822,694,288,3100,534,415,393,418,493,240,53,2555,114,78,77,77,82,62,41,531,5288,7100,7051,8066,7140,2606,709,37957,3,3,4,0,3,0,0,14,53,12,21,22,22,0,0,132,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,12,15,11,12,3,0,59,2873,4457,5106,5878,4225,737,66,23345,736,356,278,348,272,57,8,2062,3,6,0,12,15,19,8,65,6,10,3,9,15,0,3,50,5,15,11,22,7,0,0,63,13,24,29,45,35,31,7,186,260,279,231,347,345,107,25,1590,3968,5175,5713,6690,4950,954,125,27565,0,0,0,0,0,0,0,3
